"codmunres","ano","total_internacoes_ans","casos_mmg_ans_transfusao","casos_mmg_ans_tmp","casos_mmg_ans_hipertensao","casos_mmg_ans_hemorragia","casos_mmg_ans_infeccoes","casos_mmg_ans_cirurgia","casos_mmg_ans_uti","casos_mmg_ans","total_tipo_obst","cid_ign","total_tipo_obst_2"
"240990",2022,6,0,1,0,0,0,0,0,1,3,3,3
"240990",2023,8,0,0,0,0,0,0,0,0,7,4,7
"240990",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241000",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241000",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241000",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241000",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241000",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241000",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241000",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241000",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241000",2020,2,0,0,0,0,0,0,0,0,1,1,1
"241000",2021,0,0,0,0,0,0,0,0,0,0,0,0
"241000",2022,1,0,0,0,0,0,0,0,0,1,1,1
"241000",2023,1,0,0,0,0,0,0,0,0,1,1,1
"241000",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241010",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241010",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241010",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241010",2015,3,0,0,0,0,0,0,0,0,2,0,2
"241010",2016,2,0,0,0,0,0,0,0,0,1,0,1
"241010",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241010",2018,4,0,0,0,0,0,0,0,0,3,0,3
"241010",2019,1,0,0,0,0,0,0,0,0,1,0,1
"241010",2020,1,0,0,0,0,0,0,0,0,0,0,0
"241010",2021,1,0,0,0,0,0,0,0,0,0,1,0
"241010",2022,4,0,0,0,0,0,0,0,0,3,2,3
"241010",2023,8,0,0,0,0,0,0,0,0,8,5,8
"241010",2024,6,0,0,0,0,0,0,2,2,3,1,3
"241020",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241020",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241020",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241020",2015,1,0,0,0,0,0,0,0,0,0,0,0
"241020",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241020",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241020",2018,3,1,0,0,1,0,0,0,1,3,1,3
"241020",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241020",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241020",2021,0,0,0,0,0,0,0,0,0,0,0,0
"241020",2022,0,0,0,0,0,0,0,0,0,0,0,0
"241020",2023,1,0,0,0,0,0,0,0,0,1,0,1
"241020",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241025",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241025",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241025",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241025",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241025",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241025",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241025",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241025",2019,1,0,0,0,0,0,0,0,0,0,0,0
"241025",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241025",2021,1,0,0,0,0,0,0,0,0,1,1,1
"241025",2022,2,0,0,0,0,0,0,0,0,2,1,2
"241025",2023,1,0,0,0,0,0,0,0,0,1,0,1
"241025",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241030",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241030",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241030",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241030",2015,3,0,0,0,0,0,0,0,0,2,0,2
"241030",2016,4,0,0,0,0,0,0,0,0,4,2,4
"241030",2017,2,0,0,0,0,0,0,0,0,2,0,2
"241030",2018,6,0,0,0,0,0,0,0,0,5,3,5
"241030",2019,2,0,0,0,0,0,0,0,0,2,2,2
"241030",2020,1,0,0,0,0,0,0,0,0,1,1,1
"241030",2021,2,0,0,0,0,0,0,0,0,2,1,2
"241030",2022,0,0,0,0,0,0,0,0,0,0,0,0
"241030",2023,2,0,0,0,0,0,0,0,0,2,0,2
"241030",2024,3,0,0,0,0,0,0,0,0,3,0,3
"241040",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241040",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241040",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241040",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241040",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241040",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241040",2018,1,0,0,0,0,0,0,0,0,0,0,0
"241040",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241040",2020,1,0,0,0,0,0,0,0,0,1,0,1
"241040",2021,1,0,0,0,0,0,0,0,0,1,1,1
"241040",2022,1,0,1,0,0,0,0,1,1,1,1,1
"241040",2023,1,0,0,0,0,0,0,0,0,1,0,1
"241040",2024,2,0,0,0,0,0,0,0,0,2,2,2
"241050",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241050",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241050",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241050",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241050",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241050",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241050",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241050",2019,1,0,0,0,0,0,0,0,0,1,0,1
"241050",2020,1,0,0,0,0,0,0,0,0,1,1,1
"241050",2021,2,0,0,0,0,0,0,0,0,2,0,2
"241050",2022,1,0,0,0,0,0,0,0,0,1,1,1
"241050",2023,0,0,0,0,0,0,0,0,0,0,0,0
"241050",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2021,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2022,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2023,0,0,0,0,0,0,0,0,0,0,0,0
"241060",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241070",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241070",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241070",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241070",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241070",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241070",2017,1,0,0,0,0,0,0,0,0,1,1,1
"241070",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241070",2019,1,0,0,0,0,0,0,0,0,1,1,1
"241070",2020,1,0,0,0,0,0,0,0,0,1,1,1
"241070",2021,0,0,0,0,0,0,0,0,0,0,0,0
"241070",2022,1,0,0,0,0,0,0,0,0,0,1,0
"241070",2023,0,0,0,0,0,0,0,0,0,0,0,0
"241070",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241080",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241080",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241080",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241080",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241080",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241080",2017,1,0,0,0,0,0,0,0,0,1,1,1
"241080",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241080",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241080",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241080",2021,1,0,0,0,0,0,0,0,0,1,0,1
"241080",2022,0,0,0,0,0,0,0,0,0,0,0,0
"241080",2023,0,0,0,0,0,0,0,0,0,0,0,0
"241080",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241090",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241090",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241090",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241090",2015,5,0,0,0,0,0,0,0,0,3,2,3
"241090",2016,2,0,0,0,0,0,0,0,0,2,2,2
"241090",2017,1,0,0,0,0,0,0,0,0,1,1,1
"241090",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241090",2019,2,0,0,0,0,0,0,0,0,2,2,2
"241090",2020,1,0,0,0,0,0,0,0,0,1,0,1
"241090",2021,3,0,0,0,0,0,0,1,1,3,3,3
"241090",2022,5,0,0,0,1,0,0,1,2,3,1,3
"241090",2023,3,0,0,0,0,0,0,0,0,3,1,3
"241090",2024,1,1,0,0,1,0,0,0,1,1,0,1
"241100",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241100",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241100",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241100",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241100",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241100",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241100",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241100",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241100",2020,1,0,0,0,0,0,0,0,0,1,1,1
"241100",2021,0,0,0,0,0,0,0,0,0,0,0,0
"241100",2022,1,0,0,0,0,0,0,0,0,1,1,1
"241100",2023,0,0,0,0,0,0,0,0,0,0,0,0
"241100",2024,1,0,0,0,0,0,0,0,0,1,1,1
"241105",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241105",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241105",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241105",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241105",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241105",2017,1,0,0,0,0,0,0,0,0,1,1,1
"241105",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241105",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241105",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241105",2021,2,0,0,0,0,0,0,0,0,0,2,0
"241105",2022,2,0,0,0,0,0,0,0,0,2,2,2
"241105",2023,4,0,0,0,0,0,0,0,0,4,4,4
"241105",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2019,1,0,0,0,0,0,0,0,0,0,0,0
"241110",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2021,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2022,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2023,0,0,0,0,0,0,0,0,0,0,0,0
"241110",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241120",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241120",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241120",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241120",2015,14,0,1,0,1,0,0,0,2,11,4,11
"241120",2016,17,0,1,0,0,0,0,0,1,14,3,14
"241120",2017,11,0,0,0,0,0,0,0,0,8,3,8
"241120",2018,16,0,0,0,0,0,0,0,0,15,11,15
"241120",2019,15,0,0,0,0,0,0,0,0,14,11,14
"241120",2020,21,0,0,0,0,0,1,2,2,19,9,19
"241120",2021,19,0,0,0,0,0,0,0,0,17,14,17
"241120",2022,23,0,0,0,0,0,0,0,0,22,13,22
"241120",2023,27,0,0,1,0,0,0,0,1,23,4,23
"241120",2024,19,0,0,1,0,0,0,0,1,18,3,18
"241140",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241140",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241140",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241140",2015,4,0,0,0,0,0,0,0,0,4,3,4
"241140",2016,3,0,0,0,0,0,0,0,0,3,2,3
"241140",2017,1,0,0,0,0,0,0,0,0,1,0,1
"241140",2018,3,0,0,0,0,0,0,0,0,3,1,3
"241140",2019,4,0,0,0,0,0,0,0,0,3,2,3
"241140",2020,2,0,0,0,0,0,0,0,0,2,0,2
"241140",2021,2,0,0,0,0,0,0,0,0,0,1,0
"241140",2022,4,0,0,0,0,0,0,0,0,4,2,4
"241140",2023,6,0,0,0,0,0,0,0,0,6,2,6
"241140",2024,5,0,0,0,0,0,0,0,0,5,2,5
"241142",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241142",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241142",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241142",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241142",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241142",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241142",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241142",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241142",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241142",2021,0,0,0,0,0,0,0,0,0,0,0,0
"241142",2022,0,0,0,0,0,0,0,0,0,0,0,0
"241142",2023,1,0,0,0,0,0,0,0,0,1,0,1
"241142",2024,1,0,0,0,0,0,0,0,0,1,1,1
"241150",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241150",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241150",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241150",2015,8,0,0,0,0,0,0,0,0,8,2,8
"241150",2016,7,0,1,0,0,0,0,1,1,7,4,7
"241150",2017,3,0,0,0,0,0,0,0,0,3,2,3
"241150",2018,6,0,0,0,0,0,0,1,1,5,3,5
"241150",2019,5,0,0,0,0,0,0,0,1,4,2,4
"241150",2020,10,0,0,0,0,0,0,0,0,10,2,10
"241150",2021,5,0,0,0,0,0,0,0,0,5,5,5
"241150",2022,11,0,0,0,0,0,0,1,1,7,4,7
"241150",2023,2,0,0,0,0,0,0,0,0,2,0,2
"241150",2024,13,0,0,0,1,0,0,0,1,9,3,9
"241160",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241160",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241160",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241160",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241160",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241160",2017,2,0,0,0,0,0,0,0,0,2,0,2
"241160",2018,1,0,0,0,0,0,0,0,0,1,0,1
"241160",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241160",2020,1,0,0,0,0,0,0,0,0,1,0,1
"241160",2021,1,0,0,0,0,0,0,0,0,1,1,1
"241160",2022,0,0,0,0,0,0,0,0,0,0,0,0
"241160",2023,3,0,0,0,0,0,0,0,0,3,1,3
"241160",2024,3,0,1,0,0,0,0,0,1,2,0,2
"241170",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241170",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241170",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241170",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241170",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241170",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241170",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241170",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241170",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241170",2021,1,0,0,0,0,0,0,0,0,1,1,1
"241170",2022,0,0,0,0,0,0,0,0,0,0,0,0
"241170",2023,2,0,0,0,0,0,0,0,0,2,1,2
"241170",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241180",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241180",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241180",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241180",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241180",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241180",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241180",2018,2,0,0,0,0,0,0,0,0,2,2,2
"241180",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241180",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241180",2021,1,0,0,0,0,0,0,0,0,1,1,1
"241180",2022,3,0,0,0,0,0,0,0,0,2,1,2
"241180",2023,0,0,0,0,0,0,0,0,0,0,0,0
"241180",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2020,2,0,0,0,0,0,0,0,0,2,1,2
"241190",2021,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2022,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2023,0,0,0,0,0,0,0,0,0,0,0,0
"241190",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241200",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241200",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241200",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241200",2015,76,0,0,1,0,0,0,0,1,67,19,67
"241200",2016,63,0,0,1,0,0,0,1,2,51,31,51
"241200",2017,51,0,0,0,0,0,1,2,3,43,23,43
"241200",2018,65,0,0,1,1,0,0,2,5,32,47,32
"241200",2019,69,0,0,0,0,0,0,2,3,24,56,24
"241200",2020,265,0,1,1,0,0,0,5,14,84,199,84
"241200",2021,210,0,5,3,1,0,1,7,20,100,155,100
"241200",2022,306,1,2,1,4,0,3,9,23,181,193,181
"241200",2023,390,0,4,3,3,1,1,8,23,345,250,345
"241200",2024,334,1,3,0,2,0,1,5,18,297,199,295
"241210",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241210",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241210",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241210",2015,1,0,0,0,0,0,0,0,0,1,1,1
"241210",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241210",2017,1,0,0,0,0,0,0,0,0,1,1,1
"241210",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241210",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241210",2020,1,0,0,0,0,0,0,0,0,1,0,1
"241210",2021,2,0,0,0,0,0,0,0,0,0,2,0
"241210",2022,0,0,0,0,0,0,0,0,0,0,0,0
"241210",2023,0,0,0,0,0,0,0,0,0,0,0,0
"241210",2024,0,0,0,0,0,0,0,0,0,0,0,0
"241220",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241220",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241220",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241220",2015,25,0,0,0,0,0,0,0,0,20,7,20
"241220",2016,21,0,0,0,1,0,0,0,1,19,9,19
"241220",2017,12,0,0,0,0,0,0,1,2,10,5,10
"241220",2018,18,0,1,0,0,0,0,0,1,15,9,15
"241220",2019,20,0,0,0,1,0,1,0,2,10,12,10
"241220",2020,36,0,0,0,0,0,0,0,0,17,22,17
"241220",2021,38,0,0,0,0,0,0,2,3,27,31,27
"241220",2022,46,0,0,1,0,0,0,4,5,30,26,30
"241220",2023,56,2,1,0,2,0,0,2,3,50,27,50
"241220",2024,59,0,0,0,0,0,1,2,3,50,21,50
"241230",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241230",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241230",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241230",2015,2,0,0,0,0,0,0,0,0,1,1,1
"241230",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241230",2017,1,0,0,0,0,0,0,0,0,1,1,1
"241230",2018,2,0,0,0,0,0,0,0,0,1,1,1
"241230",2019,1,0,0,0,0,0,0,0,0,1,0,1
"241230",2020,2,0,0,0,0,0,0,0,0,2,0,2
"241230",2021,5,0,0,0,0,0,1,2,2,5,5,5
"241230",2022,1,0,0,0,0,0,0,0,0,1,0,1
"241230",2023,3,0,0,0,0,0,0,0,0,3,0,3
"241230",2024,2,0,0,0,0,0,0,0,0,2,0,2
"241240",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241240",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241240",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241240",2015,2,0,0,0,0,0,0,0,0,2,1,2
"241240",2016,1,0,0,0,0,0,0,0,0,1,1,1
"241240",2017,2,0,0,0,0,0,0,0,0,2,1,2
"241240",2018,0,0,0,0,0,0,0,0,0,0,0,0
"241240",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241240",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241240",2021,2,0,0,0,0,0,0,0,0,2,2,2
"241240",2022,1,0,0,0,0,0,0,0,0,1,0,1
"241240",2023,0,0,0,0,0,0,0,0,0,0,0,0
"241240",2024,2,0,0,0,0,0,0,0,0,1,0,1
"241250",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241250",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241250",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241250",2015,1,0,0,0,0,0,0,0,0,1,1,1
"241250",2016,3,0,0,0,0,0,0,0,0,3,1,3
"241250",2017,5,0,0,0,0,0,0,0,0,4,3,4
"241250",2018,3,0,0,0,0,0,0,0,0,3,1,3
"241250",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241250",2020,4,0,0,0,0,0,0,0,0,3,3,3
"241250",2021,1,0,0,0,0,0,0,0,0,1,0,1
"241250",2022,1,0,0,0,0,0,0,0,0,1,0,1
"241250",2023,12,0,0,2,0,0,0,0,2,12,7,12
"241250",2024,6,0,1,0,0,0,0,0,1,6,1,6
"241255",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241255",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241255",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241255",2015,2,0,0,0,0,0,0,0,0,2,0,2
"241255",2016,5,0,0,0,0,0,0,0,0,5,2,5
"241255",2017,2,0,0,0,0,0,0,0,0,2,0,2
"241255",2018,1,0,0,0,0,0,0,0,0,1,0,1
"241255",2019,3,0,0,0,0,0,0,0,0,3,2,3
"241255",2020,4,0,0,0,0,0,0,1,1,4,2,3
"241255",2021,1,0,1,0,0,0,0,1,1,1,1,1
"241255",2022,9,0,0,0,0,0,0,0,0,7,5,7
"241255",2023,13,0,0,0,0,0,1,0,1,13,6,13
"241255",2024,4,0,0,0,0,0,0,0,0,4,1,4
"241260",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241260",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241260",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241260",2015,10,0,0,0,0,0,0,0,0,8,3,8
"241260",2016,10,0,0,0,0,0,0,0,0,10,3,10
"241260",2017,26,0,0,0,1,0,0,0,1,24,10,24
"241260",2018,9,0,0,0,0,0,0,0,0,9,5,9
"241260",2019,15,0,0,1,0,0,0,1,2,10,3,10
"241260",2020,3,0,0,0,0,0,0,0,0,2,1,2
"241260",2021,13,0,0,0,0,0,0,0,0,11,11,11
"241260",2022,9,0,0,0,0,0,0,0,0,7,5,7
"241260",2023,15,1,0,0,1,0,0,1,2,12,2,12
"241260",2024,13,0,0,0,1,0,0,0,1,13,2,13
"241270",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241270",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241270",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241270",2015,9,0,1,0,0,0,0,0,1,9,2,9
"241270",2016,9,0,0,0,0,0,0,0,0,9,3,9
"241270",2017,15,0,0,0,0,0,0,0,0,13,8,13
"241270",2018,5,0,0,0,0,0,0,0,0,4,4,4
"241270",2019,10,0,0,0,0,0,0,1,1,8,3,8
"241270",2020,11,0,0,2,0,0,0,1,2,10,0,10
"241270",2021,11,0,0,0,0,0,0,0,0,5,2,5
"241270",2022,9,0,0,0,0,0,0,0,0,4,0,4
"241270",2023,7,0,0,1,0,0,0,0,1,6,0,6
"241270",2024,1,0,0,0,1,0,0,0,1,0,0,0
"241280",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241280",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241280",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241280",2015,0,0,0,0,0,0,0,0,0,0,0,0
"241280",2016,1,0,0,0,0,0,0,0,0,1,1,1
"241280",2017,0,0,0,0,0,0,0,0,0,0,0,0
"241280",2018,1,0,0,0,0,0,0,0,0,1,1,1
"241280",2019,0,0,0,0,0,0,0,0,0,0,0,0
"241280",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241280",2021,0,0,0,0,0,0,0,0,0,0,0,0
"241280",2022,0,0,0,0,0,0,0,0,0,0,0,0
"241280",2023,1,0,0,0,0,0,0,0,0,1,1,1
"241280",2024,2,0,0,0,0,0,0,0,0,2,1,2
"241290",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241290",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241290",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241290",2015,2,0,0,0,0,0,0,0,0,2,0,2
"241290",2016,0,0,0,0,0,0,0,0,0,0,0,0
"241290",2017,2,0,0,0,0,0,0,0,0,2,1,2
"241290",2018,1,0,0,0,0,0,0,0,0,1,0,1
"241290",2019,2,0,0,0,0,0,0,0,0,2,1,2
"241290",2020,0,0,0,0,0,0,0,0,0,0,0,0
"241290",2021,1,0,0,0,0,0,0,0,0,1,1,1
"241290",2022,1,0,0,0,0,0,0,0,0,1,1,1
"241290",2023,2,0,0,0,0,0,0,0,0,2,0,2
"241290",2024,3,0,0,2,0,0,0,0,2,1,0,1
"241300",2012,0,0,0,0,0,0,0,0,0,0,0,0
"241300",2013,0,0,0,0,0,0,0,0,0,0,0,0
"241300",2014,0,0,0,0,0,0,0,0,0,0,0,0
"241300",2015,51,0,0,0,1,0,0,0,1,43,30,43
"241300",2016,42,0,0,0,3,0,0,0,3,33,9,33
"241300",2017,43,0,1,0,0,1,0,2,4,33,7,33
"241300",2018,42,0,0,0,0,1,0,0,1,34,9,34
"241300",2019,45,0,3,4,0,0,0,2,7,38,7,37
"241300",2020,15,0,0,1,0,0,0,0,1,7,1,7
"241300",2021,3,1,0,0,1,0,0,0,1,3,1,3
"241300",2022,7,0,2,0,0,0,0,0,2,6,5,6
"241300",2023,4,0,0,0,0,0,0,0,0,3,0,3
"241300",2024,5,0,0,0,0,0,0,0,0,2,2,2
"241310",2012,0,0,0,0,0,0,0,0,0,0,0,0
