"codmunres","ano","total_internacoes_ans","casos_mmg_ans_transfusao","casos_mmg_ans_tmp","casos_mmg_ans_hipertensao","casos_mmg_ans_hemorragia","casos_mmg_ans_infeccoes","casos_mmg_ans_cirurgia","casos_mmg_ans_uti","casos_mmg_ans","total_tipo_obst","cid_ign","total_tipo_obst_2"
"110001",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110001",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110001",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110001",2015,123,0,3,2,3,0,0,2,10,78,27,78
"110001",2016,124,0,0,5,1,0,1,4,11,97,30,97
"110001",2017,153,0,4,6,1,0,1,12,23,108,26,106
"110001",2018,102,0,1,1,0,0,1,5,9,74,21,74
"110001",2019,149,0,1,2,3,0,0,7,14,95,26,95
"110001",2020,32,0,0,0,1,0,0,1,2,26,3,26
"110001",2021,27,0,0,0,0,0,0,0,1,23,5,23
"110001",2022,16,0,0,1,0,0,0,0,1,11,4,11
"110001",2023,22,0,0,0,0,0,0,0,0,16,11,16
"110001",2024,21,0,0,0,0,0,0,0,0,16,15,16
"110002",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110002",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110002",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110002",2015,157,0,3,0,1,0,0,0,6,121,17,121
"110002",2016,148,0,1,0,2,0,0,0,3,123,23,123
"110002",2017,127,0,2,1,2,0,0,1,6,110,16,110
"110002",2018,132,1,0,0,2,0,0,0,3,105,22,105
"110002",2019,155,0,0,0,2,0,0,2,4,129,85,129
"110002",2020,83,0,1,0,0,0,0,1,3,73,62,73
"110002",2021,99,0,2,1,0,0,1,0,4,87,49,87
"110002",2022,103,0,3,3,3,0,1,1,12,89,55,89
"110002",2023,87,0,1,0,0,0,0,0,1,74,43,74
"110002",2024,89,0,0,1,1,0,0,1,3,80,42,80
"110003",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110003",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110003",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110003",2015,2,0,0,0,0,0,0,0,0,2,0,2
"110003",2016,2,0,0,0,0,0,0,0,0,1,0,1
"110003",2017,2,0,0,0,0,0,0,0,0,2,2,2
"110003",2018,0,0,0,0,0,0,0,0,0,0,0,0
"110003",2019,4,0,0,0,0,0,0,0,0,4,3,4
"110003",2020,0,0,0,0,0,0,0,0,0,0,0,0
"110003",2021,5,0,0,0,0,0,0,0,0,5,4,5
"110003",2022,2,0,0,0,0,0,0,0,0,2,2,2
"110003",2023,4,0,0,0,0,0,0,0,0,4,4,4
"110003",2024,2,0,0,0,0,0,0,0,0,2,2,2
"110004",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110004",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110004",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110004",2015,183,0,8,0,1,1,0,0,10,124,85,124
"110004",2016,136,0,1,0,5,0,0,0,6,97,57,97
"110004",2017,116,0,2,0,0,0,0,1,2,78,53,78
"110004",2018,93,0,3,1,2,0,2,1,9,59,28,59
"110004",2019,214,0,13,0,2,0,0,1,17,149,103,149
"110004",2020,158,0,4,0,1,0,0,0,5,123,80,123
"110004",2021,130,0,5,0,1,0,1,2,7,103,64,102
"110004",2022,156,0,5,1,2,0,1,1,13,110,100,110
"110004",2023,140,0,2,2,0,0,1,0,6,106,78,106
"110004",2024,114,0,0,0,1,0,0,3,4,100,73,100
"110005",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110005",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110005",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110005",2015,14,0,0,0,0,0,0,0,0,9,3,9
"110005",2016,14,0,0,0,0,0,0,0,0,12,7,12
"110005",2017,12,0,1,0,0,0,0,0,1,10,11,10
"110005",2018,21,0,0,0,0,0,0,0,0,20,16,20
"110005",2019,19,0,1,0,0,0,0,0,1,19,13,19
"110005",2020,20,0,1,0,0,0,0,0,1,20,14,20
"110005",2021,15,0,0,0,0,0,0,0,1,14,4,14
"110005",2022,13,0,0,0,0,0,0,0,0,12,12,12
"110005",2023,10,0,0,0,0,0,0,0,0,6,9,6
"110005",2024,17,0,0,0,0,0,0,0,0,16,9,16
"110006",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110006",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110006",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110006",2015,15,0,0,0,0,0,0,0,0,14,9,14
"110006",2016,21,0,0,0,0,0,0,0,0,21,16,21
"110006",2017,9,0,0,0,0,0,0,0,0,8,4,8
"110006",2018,12,0,0,0,0,0,0,0,0,11,7,11
"110006",2019,16,0,2,1,0,0,0,0,2,15,11,15
"110006",2020,19,0,0,0,0,0,0,0,0,15,14,15
"110006",2021,13,0,0,0,0,0,0,1,1,11,5,11
"110006",2022,20,0,0,0,0,0,0,0,1,18,19,18
"110006",2023,21,0,1,0,0,0,0,0,2,17,13,17
"110006",2024,7,0,0,0,0,0,0,0,0,7,6,7
"110007",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110007",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110007",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110007",2015,11,0,8,0,0,0,0,0,8,3,2,3
"110007",2016,1,0,0,0,0,0,0,0,0,1,0,1
"110007",2017,0,0,0,0,0,0,0,0,0,0,0,0
"110007",2018,5,0,0,0,0,0,0,0,0,5,4,5
"110007",2019,2,0,1,0,0,0,0,0,1,2,1,2
"110007",2020,2,0,0,0,0,0,0,0,0,2,0,2
"110007",2021,1,0,0,0,0,0,0,0,0,1,1,1
"110007",2022,7,0,0,0,0,0,0,0,0,6,6,6
"110007",2023,3,0,0,0,0,0,0,0,0,3,3,3
"110007",2024,2,0,0,0,0,0,0,0,0,2,0,2
"110008",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110008",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110008",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110008",2015,6,0,1,1,0,0,0,0,2,5,2,5
"110008",2016,1,0,0,0,0,0,0,0,0,1,0,1
"110008",2017,2,0,0,0,0,0,0,0,0,1,1,1
"110008",2018,1,0,0,0,0,0,0,0,0,1,0,1
"110008",2019,4,0,0,0,0,0,0,0,0,4,3,4
"110008",2020,3,0,0,0,0,0,0,0,0,3,2,3
"110008",2021,3,0,0,0,0,0,0,0,0,3,0,3
"110008",2022,4,0,1,0,0,0,0,0,1,2,4,2
"110008",2023,1,0,0,0,0,0,0,0,0,1,0,1
"110008",2024,6,0,0,0,0,0,0,0,0,6,6,6
"110009",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110009",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110009",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110009",2015,34,0,3,0,0,0,0,0,3,25,16,25
"110009",2016,36,0,0,0,0,0,0,0,0,29,20,29
"110009",2017,12,0,0,0,0,0,0,0,0,10,10,10
"110009",2018,5,0,0,0,0,0,1,0,1,3,2,3
"110009",2019,27,0,1,1,1,0,0,0,3,20,10,20
"110009",2020,23,0,0,0,0,0,0,0,0,22,17,22
"110009",2021,18,0,0,0,0,0,0,0,1,16,11,16
"110009",2022,28,0,1,0,0,0,0,0,3,23,16,23
"110009",2023,18,0,2,0,0,0,0,0,2,18,15,18
"110009",2024,11,0,0,0,0,0,0,0,0,11,10,11
"110010",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110010",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110010",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110010",2015,20,0,0,0,0,0,0,0,0,9,2,9
"110010",2016,15,0,0,0,1,0,0,0,1,9,4,9
"110010",2017,17,0,1,0,0,0,0,0,1,10,8,10
"110010",2018,22,0,2,0,0,0,0,0,2,16,9,16
"110010",2019,21,0,3,0,0,0,0,0,3,13,6,13
"110010",2020,17,0,0,0,2,0,0,0,2,16,2,16
"110010",2021,16,0,0,0,0,0,0,0,0,10,7,10
"110010",2022,8,0,0,0,0,0,1,0,1,5,3,5
"110010",2023,8,0,0,0,0,0,0,0,1,4,0,4
"110010",2024,13,0,0,0,0,0,0,0,0,11,0,11
"110011",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110011",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110011",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110011",2015,58,0,3,0,1,0,0,0,4,43,33,43
"110011",2016,57,0,1,1,1,0,0,0,3,48,28,48
"110011",2017,40,1,3,0,1,0,0,0,3,31,22,31
"110011",2018,36,0,1,0,0,0,0,1,2,30,24,30
"110011",2019,57,0,5,0,0,0,0,3,6,48,41,48
"110011",2020,53,0,2,1,0,0,0,1,4,44,26,44
"110011",2021,50,0,0,0,2,0,0,0,2,33,26,33
"110011",2022,42,0,0,0,0,0,0,2,2,31,29,31
"110011",2023,51,0,0,0,0,0,0,0,0,38,21,38
"110011",2024,43,1,0,0,1,0,1,0,2,30,28,30
"110012",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110012",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110012",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110012",2015,308,0,13,2,1,1,1,5,21,252,45,252
"110012",2016,277,0,1,4,2,0,0,1,8,217,26,217
"110012",2017,186,0,3,1,1,0,0,1,6,159,42,159
"110012",2018,123,0,6,1,1,1,2,1,11,104,34,104
"110012",2019,284,0,7,1,4,0,5,0,19,215,33,215
"110012",2020,239,0,2,1,0,0,2,0,6,204,44,204
"110012",2021,202,1,2,1,3,0,1,0,8,153,52,153
"110012",2022,219,1,4,1,1,0,1,0,8,188,104,188
"110012",2023,241,0,3,1,0,0,0,0,4,207,100,207
"110012",2024,208,0,1,0,1,0,1,0,4,181,97,181
"110013",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110013",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110013",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110013",2015,8,0,0,0,0,0,1,0,1,5,2,5
"110013",2016,12,0,0,0,0,0,0,0,0,11,2,11
"110013",2017,6,0,0,0,0,0,0,0,0,6,1,6
"110013",2018,5,0,1,0,0,0,0,0,1,4,1,4
"110013",2019,13,0,0,0,0,0,0,0,0,10,7,10
"110013",2020,7,0,0,0,0,0,0,0,0,7,5,7
"110013",2021,5,0,0,0,0,0,0,0,0,5,2,5
"110013",2022,12,0,0,0,0,0,0,0,0,11,6,11
"110013",2023,9,0,0,0,0,0,0,0,0,9,6,9
"110013",2024,11,0,0,0,0,0,0,0,0,10,8,10
"110014",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110014",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110014",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110014",2015,10,0,0,0,0,0,0,0,0,4,6,4
"110014",2016,7,0,0,0,0,0,0,0,0,6,4,6
"110014",2017,10,0,0,0,0,0,0,0,1,6,2,6
"110014",2018,3,0,0,0,0,0,0,0,0,2,1,2
"110014",2019,6,0,0,0,0,0,0,0,0,5,1,5
"110014",2020,11,0,0,0,0,0,0,0,0,11,2,11
"110014",2021,11,0,0,0,0,0,0,0,0,10,2,10
"110014",2022,14,0,0,0,0,0,0,0,0,10,4,10
"110014",2023,12,0,0,0,0,0,0,0,0,8,3,8
"110014",2024,9,0,0,0,0,0,0,0,0,9,5,9
"110015",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110015",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110015",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110015",2015,48,0,1,0,0,0,0,0,2,31,36,31
"110015",2016,46,0,3,0,0,0,0,1,4,37,28,37
"110015",2017,18,0,2,1,0,0,0,0,3,15,12,15
"110015",2018,14,0,0,0,0,0,0,0,0,13,7,13
"110015",2019,62,0,4,0,0,0,0,1,5,48,42,48
"110015",2020,40,0,0,0,0,0,0,1,1,36,16,36
"110015",2021,36,0,1,0,1,0,0,0,3,25,17,25
"110015",2022,28,0,0,0,1,0,0,2,2,23,20,23
"110015",2023,27,0,0,1,0,0,0,2,3,23,12,23
"110015",2024,31,0,1,0,0,0,0,2,3,22,26,22
"110018",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110018",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110018",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110018",2015,71,0,4,0,0,0,1,1,4,44,26,44
"110018",2016,58,0,1,0,0,0,0,0,1,42,21,42
"110018",2017,38,0,1,0,0,0,0,0,1,33,17,33
"110018",2018,28,0,0,0,1,0,0,0,1,19,9,19
"110018",2019,49,0,0,1,0,0,0,1,2,38,20,38
"110018",2020,55,1,0,0,1,0,0,0,1,51,25,51
"110018",2021,54,0,1,1,0,0,0,0,4,39,25,39
"110018",2022,58,1,1,0,1,0,0,0,3,53,42,53
"110018",2023,43,1,0,0,1,0,0,0,2,36,28,36
"110018",2024,41,0,0,0,2,0,1,1,4,34,25,34
"110020",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110020",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110020",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110020",2015,1736,0,56,11,5,2,4,10,89,729,262,728
"110020",2016,1463,1,14,7,14,0,2,9,49,747,490,747
"110020",2017,1469,0,32,15,6,0,2,19,70,927,782,927
"110020",2018,1368,3,131,18,19,0,4,12,184,782,553,781
"110020",2019,1697,4,177,22,26,2,7,24,264,955,482,954
"110020",2020,1372,0,136,20,17,3,7,14,192,780,350,779
"110020",2021,996,1,97,16,15,0,4,15,145,545,281,545
"110020",2022,1243,2,85,8,14,2,6,18,135,769,368,768
"110020",2023,812,1,6,10,14,1,7,23,60,594,120,592
"110020",2024,735,0,10,14,9,1,1,8,43,487,130,486
"110025",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110025",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110025",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110025",2015,31,0,1,0,0,0,0,0,1,22,5,22
"110025",2016,14,0,0,0,0,0,0,0,0,12,1,12
"110025",2017,4,0,0,0,0,0,0,0,0,2,1,2
"110025",2018,3,0,0,0,0,0,0,0,0,2,2,2
"110025",2019,6,0,0,0,0,0,0,0,0,5,0,5
"110025",2020,23,0,1,0,0,0,0,0,1,18,4,18
"110025",2021,23,0,1,0,0,0,0,0,2,18,2,18
"110025",2022,19,0,0,0,0,0,0,0,0,12,11,12
"110025",2023,16,0,0,0,0,0,0,0,0,14,8,14
"110025",2024,11,0,0,0,0,0,0,0,0,10,7,10
"110026",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110026",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110026",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110026",2015,1,0,0,0,0,0,0,0,0,1,0,1
"110026",2016,2,0,0,0,0,0,0,0,1,1,0,1
"110026",2017,0,0,0,0,0,0,0,0,0,0,0,0
"110026",2018,0,0,0,0,0,0,0,0,0,0,0,0
"110026",2019,0,0,0,0,0,0,0,0,0,0,0,0
"110026",2020,2,0,0,0,0,0,0,0,0,1,2,1
"110026",2021,0,0,0,0,0,0,0,0,0,0,0,0
"110026",2022,0,0,0,0,0,0,0,0,0,0,0,0
"110026",2023,0,0,0,0,0,0,0,0,0,0,0,0
"110026",2024,0,0,0,0,0,0,0,0,0,0,0,0
"110028",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110028",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110028",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110028",2015,52,0,2,0,0,0,0,0,2,34,25,34
"110028",2016,52,0,2,0,1,0,0,1,3,42,16,42
"110028",2017,31,0,0,0,0,0,0,1,1,25,7,25
"110028",2018,18,0,0,0,1,0,0,1,1,12,4,12
"110028",2019,33,0,2,0,2,0,0,0,5,28,8,28
"110028",2020,69,0,2,0,0,0,0,0,2,60,19,60
"110028",2021,54,0,0,0,1,0,0,0,1,44,14,44
"110028",2022,68,0,3,0,0,0,1,1,5,56,32,56
"110028",2023,47,0,1,0,1,0,0,0,2,43,29,43
"110028",2024,55,0,0,0,0,0,0,0,0,48,31,48
"110029",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110029",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110029",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110029",2015,1,0,0,0,0,0,0,0,0,0,0,0
"110029",2016,3,0,0,0,0,0,0,0,0,3,0,3
"110029",2017,3,0,0,0,0,0,0,0,0,2,1,2
"110029",2018,2,0,0,0,0,0,0,0,0,0,0,0
"110029",2019,3,0,0,0,0,0,0,0,0,2,1,2
"110029",2020,1,0,0,0,0,0,0,0,0,1,0,1
"110029",2021,1,0,0,0,0,0,0,0,0,1,1,1
"110029",2022,2,0,0,0,0,0,0,0,0,2,1,2
"110029",2023,1,0,0,0,0,0,0,0,0,1,0,1
"110029",2024,2,0,0,0,0,0,0,0,0,2,1,2
"110030",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110030",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110030",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110030",2015,133,0,11,0,0,0,0,0,11,87,53,87
"110030",2016,114,0,1,0,0,0,0,0,1,99,74,99
"110030",2017,113,0,3,0,1,0,1,0,5,99,81,99
"110030",2018,163,0,5,1,2,0,2,0,10,138,105,138
"110030",2019,154,0,11,1,0,0,1,1,15,133,94,133
"110030",2020,167,0,10,2,1,0,0,1,14,141,106,141
"110030",2021,156,0,4,0,1,0,0,2,8,141,101,141
"110030",2022,208,2,1,1,2,0,4,3,11,189,171,189
"110030",2023,146,0,1,0,1,0,2,2,6,135,121,135
"110030",2024,141,0,2,1,0,0,0,3,5,121,73,121
"110032",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110032",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110032",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110032",2015,7,0,0,0,0,0,0,0,0,6,2,6
"110032",2016,6,0,0,0,0,0,0,0,0,2,3,2
"110032",2017,1,0,0,0,0,0,0,0,0,1,0,1
"110032",2018,3,0,0,0,0,0,0,0,0,3,0,3
"110032",2019,7,0,0,0,0,0,0,0,0,7,1,7
"110032",2020,8,0,0,0,0,0,0,0,0,6,1,6
"110032",2021,6,0,0,0,0,0,0,0,0,4,2,4
"110032",2022,14,1,0,0,1,0,0,0,1,13,6,13
"110032",2023,7,0,0,0,0,0,0,0,0,7,5,7
"110032",2024,12,0,0,0,0,0,0,0,0,11,6,11
"110033",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110033",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110033",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110033",2015,9,0,0,2,0,0,0,0,2,6,1,6
"110033",2016,0,0,0,0,0,0,0,0,0,0,0,0
"110033",2017,3,0,0,0,0,0,0,0,0,3,1,3
"110033",2018,1,0,0,0,0,0,0,0,0,0,0,0
"110033",2019,7,0,1,0,0,0,0,0,1,3,4,3
"110033",2020,2,0,0,0,0,0,0,0,0,2,0,2
"110033",2021,1,0,0,0,0,0,0,0,0,1,0,1
"110033",2022,3,0,0,0,0,0,0,0,0,2,0,2
"110033",2023,5,0,0,0,0,0,0,0,0,5,2,5
"110033",2024,8,0,0,0,0,0,0,0,0,6,4,6
"110034",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110034",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110034",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110034",2015,12,0,0,0,0,0,0,0,0,10,2,10
"110034",2016,8,0,0,0,0,0,0,0,0,6,1,6
"110034",2017,4,0,0,0,0,0,0,0,1,3,0,3
"110034",2018,4,0,0,0,0,0,0,0,0,4,1,4
"110034",2019,8,0,0,0,0,0,0,0,0,8,0,8
"110034",2020,18,0,0,0,0,0,0,0,0,14,4,14
"110034",2021,9,0,0,0,0,0,0,0,0,6,2,6
"110034",2022,12,0,0,0,0,0,0,0,0,12,3,12
"110034",2023,12,1,1,0,1,0,0,0,1,10,6,10
"110034",2024,11,0,0,0,0,0,0,0,0,11,3,11
"110037",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110037",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110037",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110037",2015,2,0,0,0,0,0,0,0,0,0,2,0
"110037",2016,0,0,0,0,0,0,0,0,0,0,0,0
"110037",2017,0,0,0,0,0,0,0,0,0,0,0,0
"110037",2018,0,0,0,0,0,0,0,0,0,0,0,0
"110037",2019,0,0,0,0,0,0,0,0,0,0,0,0
"110037",2020,8,0,0,0,0,0,1,0,1,7,2,7
"110037",2021,6,0,0,0,0,0,0,0,0,6,4,6
"110037",2022,0,0,0,0,0,0,0,0,0,0,0,0
"110037",2023,4,0,0,0,0,0,0,0,0,4,2,4
"110037",2024,2,0,0,0,0,0,0,0,0,2,1,2
"110040",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110040",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110040",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110040",2015,8,0,0,0,0,0,0,0,0,6,3,6
"110040",2016,1,0,0,0,0,0,0,0,0,1,0,1
"110040",2017,2,0,0,0,0,0,0,0,0,2,0,2
"110040",2018,3,0,0,0,0,0,0,0,0,3,0,3
"110040",2019,2,0,0,0,0,0,0,0,0,2,1,2
"110040",2020,3,0,0,0,0,0,0,0,0,3,0,3
"110040",2021,3,0,0,0,0,0,0,0,0,3,0,3
"110040",2022,3,0,0,0,0,0,0,0,0,3,2,3
"110040",2023,3,0,0,0,0,0,0,0,0,3,3,3
"110040",2024,0,0,0,0,0,0,0,0,0,0,0,0
"110045",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110045",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110045",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110045",2015,9,0,0,0,0,0,0,0,0,9,3,9
"110045",2016,8,0,0,0,0,0,0,0,0,5,5,5
"110045",2017,19,0,0,0,0,0,0,0,0,16,2,16
"110045",2018,22,0,0,0,0,0,0,0,0,19,2,19
"110045",2019,19,0,1,0,0,0,0,0,1,19,15,19
"110045",2020,12,0,0,0,0,0,0,0,0,9,9,9
"110045",2021,16,0,0,0,0,0,0,0,0,15,9,15
"110045",2022,7,0,1,0,0,0,0,0,1,6,4,6
"110045",2023,5,0,0,0,0,0,0,0,0,4,0,4
"110045",2024,14,0,0,0,1,0,0,0,1,12,9,12
"110050",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110050",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110050",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110050",2015,2,0,0,0,0,0,0,0,0,1,2,1
"110050",2016,0,0,0,0,0,0,0,0,0,0,0,0
"110050",2017,0,0,0,0,0,0,0,0,0,0,0,0
"110050",2018,0,0,0,0,0,0,0,0,0,0,0,0
"110050",2019,3,0,0,0,0,0,0,0,0,1,2,1
"110050",2020,2,0,0,0,0,0,0,0,0,2,0,2
"110050",2021,4,0,0,0,0,0,0,0,0,4,0,4
"110050",2022,2,0,0,0,0,0,0,0,0,2,1,2
"110050",2023,1,0,0,0,0,0,0,0,0,1,0,1
"110050",2024,0,0,0,0,0,0,0,0,0,0,0,0
"110060",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110060",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110060",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110060",2015,5,0,1,0,0,0,0,0,1,5,1,5
"110060",2016,5,0,0,0,0,0,0,0,0,4,0,4
"110060",2017,0,0,0,0,0,0,0,0,0,0,0,0
"110060",2018,0,0,0,0,0,0,0,0,0,0,0,0
"110060",2019,0,0,0,0,0,0,0,0,0,0,0,0
"110060",2020,0,0,0,0,0,0,0,0,0,0,0,0
"110060",2021,1,0,0,0,0,0,0,0,0,1,1,1
"110060",2022,1,0,0,0,0,0,0,0,0,1,1,1
"110060",2023,0,0,0,0,0,0,0,0,0,0,0,0
"110060",2024,0,0,0,0,0,0,0,0,0,0,0,0
"110070",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110070",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110070",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110070",2015,0,0,0,0,0,0,0,0,0,0,0,0
"110070",2016,1,0,0,0,0,0,0,0,0,0,0,0
"110070",2017,0,0,0,0,0,0,0,0,0,0,0,0
"110070",2018,0,0,0,0,0,0,0,0,0,0,0,0
"110070",2019,0,0,0,0,0,0,0,0,0,0,0,0
"110070",2020,1,0,0,0,0,0,0,0,0,1,1,1
"110070",2021,3,0,0,0,0,0,0,0,0,3,2,3
"110070",2022,0,0,0,0,0,0,0,0,0,0,0,0
"110070",2023,0,0,0,0,0,0,0,0,0,0,0,0
"110070",2024,2,0,0,0,1,0,0,0,1,1,0,1
"110080",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110080",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110080",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110080",2015,10,0,0,0,0,0,0,0,0,2,0,2
"110080",2016,6,0,0,0,0,0,0,0,0,6,3,6
"110080",2017,12,0,0,0,0,0,0,0,0,12,7,12
"110080",2018,6,0,0,0,0,0,0,0,0,4,2,4
"110080",2019,8,0,0,0,0,0,0,0,0,6,1,6
"110080",2020,1,0,0,0,0,0,0,0,0,1,0,1
"110080",2021,12,0,1,0,0,0,0,0,1,9,2,9
"110080",2022,9,0,0,0,0,0,0,0,0,8,7,8
"110080",2023,5,0,0,1,0,0,0,0,1,4,1,4
"110080",2024,9,0,0,0,0,0,0,0,0,7,6,7
"110090",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110090",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110090",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110090",2015,1,0,0,0,0,0,0,0,0,1,0,1
"110090",2016,5,0,0,0,0,0,0,0,0,4,1,4
"110090",2017,0,0,0,0,0,0,0,0,0,0,0,0
"110090",2018,0,0,0,0,0,0,0,0,0,0,0,0
"110090",2019,0,0,0,0,0,0,0,0,0,0,0,0
"110090",2020,0,0,0,0,0,0,0,0,0,0,0,0
"110090",2021,0,0,0,0,0,0,0,0,0,0,0,0
"110090",2022,1,0,0,0,0,0,0,0,0,1,0,1
"110090",2023,1,0,0,0,0,0,0,0,0,1,0,1
"110090",2024,0,0,0,0,0,0,0,0,0,0,0,0
"110092",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110092",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110092",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110092",2015,6,0,0,0,0,0,0,0,0,6,1,6
"110092",2016,1,0,0,0,0,0,0,0,0,1,0,1
"110092",2017,1,0,0,0,0,0,0,0,0,1,1,1
"110092",2018,1,0,0,0,0,0,0,0,0,1,1,1
"110092",2019,1,0,0,0,0,0,0,0,0,0,1,0
"110092",2020,3,0,0,0,0,0,0,0,0,1,0,1
"110092",2021,2,0,0,0,0,0,0,0,0,2,1,2
"110092",2022,1,0,0,0,0,0,0,0,0,1,0,1
"110092",2023,2,0,0,0,0,0,0,0,0,2,2,2
"110092",2024,6,0,0,0,0,0,0,0,0,5,4,5
"110094",2012,0,0,0,0,0,0,0,0,0,0,0,0
"110094",2013,0,0,0,0,0,0,0,0,0,0,0,0
"110094",2014,0,0,0,0,0,0,0,0,0,0,0,0
"110094",2015,2,0,0,0,0,0,0,0,0,2,0,2
