"","ANO","CODMUNRES","nascidos_vivos_peso_menor_1500","nascidos_vivos_peso_2000_a_2499","nascidos_vivos_peso_1500_a_1999","nascidos_vivos_menos_de_28_semanas","nascidos_vivos_28_a_32_semanas","nascidos_vivos_33_a_34_semanas","nascidos_vivos_35_a_36_semanas","TOTAL_DE_NASCIDOS_VIVOS","NASCIDOS_VIVOS_COM_BAIXO_PESO","NASCIDOS_VIVOS_PREMATUROS","NASCIDOS_VIVOS_TERMO_PRECOCE"
"23219","2016","221160","0","1","1","0","0","1","2","40",2,3,12
"23220","2016","221170","2","1","0","0","1","2","2","34",3,5,9
"23221","2016","230010","0","1","2","0","1","2","9","120",3,12,55
"23222","2016","230015","2","2","13","3","1","11","11","226",17,26,58
"23223","2016","230020","15","13","33","6","17","30","64","1010",61,117,228
"23224","2016","230030","11","10","21","9","25","19","48","584",42,101,179
"23225","2016","230040","4","1","12","2","2","8","9","172",17,21,46
"23226","2016","230050","1","2","4","0","5","0","4","118",7,9,36
"23227","2016","230060","1","1","8","0","2","4","5","112",10,11,25
"23228","2016","230070","3","4","16","1","9","9","19","217",23,38,60
"23229","2016","230075","3","7","28","0","8","22","61","689",38,91,143
"23230","2016","230080","3","0","7","0","6","3","2","79",10,11,27
"23231","2016","230090","0","2","7","0","2","4","11","133",9,17,24
"23232","2016","230100","18","20","52","12","25","26","78","1123",90,141,251
"23233","2016","230110","11","13","44","6","22","30","82","1046",68,140,231
"23234","2016","230120","10","8","19","5","10","13","22","395",37,50,117
"23235","2016","230125","1","1","6","1","0","4","12","115",8,17,33
"23236","2016","230130","2","4","23","0","4","12","26","354",29,42,88
"23237","2016","230140","1","1","7","0","3","5","12","152",9,20,29
"23238","2016","230150","5","2","4","2","3","4","5","84",11,14,13
"23239","2016","230160","6","7","9","2","8","8","17","271",22,35,80
"23240","2016","230170","3","4","13","1","4","5","29","306",20,39,105
"23241","2016","230180","0","3","3","0","0","1","4","50",6,5,13
"23242","2016","230185","2","6","16","1","15","13","26","291",24,55,88
"23243","2016","230190","12","30","78","2","33","42","138","1126",120,215,338
"23244","2016","230195","5","3","18","2","9","12","12","299",26,35,61
"23245","2016","230200","3","3","7","0","2","9","8","210",13,19,55
"23246","2016","230205","4","2","15","2","4","5","21","243",21,32,50
"23247","2016","230210","7","7","16","4","12","17","31","481",30,64,109
"23248","2016","230220","9","6","32","8","7","16","43","672",47,74,169
"23249","2016","230230","6","8","16","6","9","16","25","387",30,56,94
"23250","2016","230240","6","9","28","2","8","20","47","613",43,77,143
"23251","2016","230250","15","12","41","3","16","21","43","699",68,83,239
"23252","2016","230260","8","7","47","1","10","34","81","944",62,126,226
"23253","2016","230270","8","5","18","3","9","7","16","379",31,35,134
"23254","2016","230280","14","13","51","11","34","33","66","1056",78,144,245
"23255","2016","230290","4","3","16","1","6","8","27","228",23,42,50
"23256","2016","230300","5","2","8","5","5","8","11","226",15,29,45
"23257","2016","230310","3","2","18","0","7","7","13","207",23,27,70
"23258","2016","230320","3","7","17","3","9","8","18","391",27,38,113
"23259","2016","230330","3","3","10","2","4","4","16","198",16,26,61
"23260","2016","230340","1","4","15","0","7","7","18","234",20,32,51
"23261","2016","230350","8","18","54","3","16","28","74","978",80,121,187
"23262","2016","230360","3","4","6","1","1","6","5","128",13,13,38
"23263","2016","230365","0","3","8","0","2","2","3","78",11,7,21
"23264","2016","230370","80","75","255","38","89","145","336","5044",410,608,1216
"23265","2016","230380","3","1","7","4","2","8","17","278",11,31,77
"23266","2016","230390","1","2","11","1","2","7","10","193",14,20,43
"23267","2016","230393","3","0","7","4","6","6","14","191",10,30,46
"23268","2016","230395","4","11","10","2","8","9","18","263",25,37,64
"23269","2016","230400","7","6","19","1","8","15","16","280",32,40,83
"23270","2016","230410","15","18","51","8","11","24","77","954",84,120,272
"23271","2016","230420","39","26","116","13","58","59","153","2143",181,283,722
"23272","2016","230423","1","4","8","0","4","3","13","192",13,20,50
"23273","2016","230425","4","3","9","1","2","7","25","415",16,35,108
"23274","2016","230426","1","0","5","0","2","3","6","83",6,11,21
"23275","2016","230427","0","4","1","0","0","4","5","15",5,9,4
"23276","2016","230428","15","19","64","6","12","21","47","1250",98,86,275
"23277","2016","230430","2","2","15","2","2","6","10","210",19,20,66
"23278","2016","230435","6","1","17","1","8","9","33","265",24,51,77
"23279","2016","230440","534","616","1995","228","607","1009","2463","37451",3145,4307,9402
"23280","2016","230445","0","2","8","1","3","3","8","177",10,15,30
"23281","2016","230450","3","3","10","0","6","5","19","207",16,30,51
"23282","2016","230460","0","1","4","2","0","2","9","88",5,13,23
"23283","2016","230465","2","5","11","1","8","8","5","187",18,22,46
"23284","2016","230470","6","8","50","5","17","16","51","729",64,89,187
"23285","2016","230480","4","0","1","1","2","1","3","63",5,7,10
"23286","2016","230490","0","7","5","1","2","5","14","120",12,22,38
"23287","2016","230495","3","3","17","2","5","9","38","353",23,54,89
"23288","2016","230500","5","14","30","1","13","13","41","626",49,68,169
"23289","2016","230510","2","1","6","0","3","2","4","75",9,9,22
"23290","2016","230520","5","2","12","2","1","5","13","181",19,21,60
"23291","2016","230523","13","16","49","10","29","39","63","1118",78,141,263
"23292","2016","230526","6","1","15","3","5","7","17","213",22,32,46
"23293","2016","230530","4","4","16","2","4","8","34","360",24,48,85
"23294","2016","230533","1","4","11","0","5","7","12","141",16,24,36
"23295","2016","230535","1","4","9","0","7","5","15","244",14,27,63
"23296","2016","230540","10","12","41","4","21","21","45","841",63,91,218
"23297","2016","230550","18","18","51","8","15","29","83","1256",87,135,398
"23298","2016","230560","1","4","9","1","7","5","14","260",14,27,75
"23299","2016","230565","1","1","12","1","1","6","8","140",14,17,28
"23300","2016","230570","1","4","7","1","0","6","10","125",12,17,35
"23301","2016","230580","6","6","22","4","17","15","46","555",34,82,133
"23302","2016","230590","8","7","18","3","12","15","31","453",33,61,95
"23303","2016","230600","1","2","8","1","4","7","16","182",11,28,48
"23304","2016","230610","2","7","17","1","6","7","19","304",26,33,98
"23305","2016","230620","4","2","6","2","3","5","6","97",12,16,18
"23306","2016","230625","7","12","33","2","12","16","34","624",52,64,131
"23307","2016","230630","8","12","34","3","9","5","34","702",54,51,207
"23308","2016","230640","15","21","82","12","42","69","120","1988",118,243,493
"23309","2016","230650","2","8","16","2","4","11","25","225",26,42,50
"23310","2016","230655","9","9","18","4","13","11","49","627",36,77,118
"23311","2016","230660","2","1","16","2","3","8","22","277",19,37,64
"23312","2016","230670","2","6","10","2","4","6","9","169",18,21,41
"23313","2016","230680","1","2","3","0","4","4","5","145",6,13,34
"23314","2016","230690","2","4","13","0","10","6","27","392",19,43,112
"23315","2016","230700","4","9","19","2","6","11","40","440",32,59,116
"23316","2016","230710","6","6","28","2","6","15","37","450",40,60,121
"23317","2016","230720","2","3","4","2","2","3","9","142",9,16,42
"23318","2016","230725","2","5","9","3","5","9","19","306",16,36,69
"23319","2016","230730","57","72","242","20","84","126","287","4191",371,517,1230
"23320","2016","230740","2","6","14","0","6","7","25","307",22,38,73
"23321","2016","230750","5","2","23","2","9","5","34","371",30,50,115
"23322","2016","230760","3","13","48","2","16","19","49","770",64,86,232
"23323","2016","230763","5","5","12","6","3","8","21","194",22,38,38
"23324","2016","230765","61","55","227","40","80","130","266","4398",343,516,1258
"23325","2016","230770","24","30","71","10","30","40","86","1564",125,166,345
"23326","2016","230780","6","9","14","2","8","10","23","496",29,43,79
"23327","2016","230790","3","3","8","2","5","9","7","144",14,23,41
"23328","2016","230800","4","5","21","1","9","15","43","484",30,68,111
"23329","2016","230810","8","9","34","5","10","12","38","662",51,65,203
"23330","2016","230820","7","4","17","4","7","6","13","176",28,30,47
"23331","2016","230830","2","5","27","1","4","10","30","362",34,45,142
"23332","2016","230835","0","4","4","1","1","5","7","159",8,14,45
"23333","2016","230837","2","3","7","0","8","8","4","175",12,20,36
"23334","2016","230840","6","11","37","3","14","21","40","547",54,78,174
"23335","2016","230850","5","15","14","5","12","10","57","476",34,84,159
"23336","2016","230860","2","2","10","1","2","13","14","239",14,30,70
"23337","2016","230870","9","7","26","2","11","14","37","720",42,64,189
"23338","2016","230880","1","1","5","0","3","2","7","94",7,12,23
"23339","2016","230890","9","5","14","4","6","7","6","251",28,23,63
"23340","2016","230900","4","1","9","2","5","1","10","163",14,18,48
"23341","2016","230910","4","1","8","0","4","5","8","132",13,17,40
"23342","2016","230920","9","4","13","1","9","5","24","247",26,39,73
"23343","2016","230930","1","2","11","2","3","4","20","351",14,29,112
"23344","2016","230940","3","8","19","2","3","12","20","362",30,37,103
"23345","2016","230945","1","3","13","0","1","8","23","275",17,32,62
"23346","2016","230950","3","2","12","3","5","5","21","287",17,34,95
"23347","2016","230960","14","13","40","7","17","23","52","865",67,99,189
"23348","2016","230970","22","14","48","15","24","22","75","962",84,136,236
"23349","2016","230980","3","2","5","0","3","7","11","163",10,21,38
"23350","2016","230990","3","1","5","1","2","5","7","64",9,15,16
"23351","2016","231000","3","4","9","0","2","6","12","111",16,20,29
"23352","2016","231010","2","3","4","0","4","6","3","110",9,13,25
"23353","2016","231020","7","6","27","3","9","19","40","616",40,71,131
"23354","2016","231025","5","6","28","2","6","13","33","432",39,54,95
"23355","2016","231030","3","7","11","0","4","7","18","400",21,29,74
"23356","2016","231040","3","0","9","1","5","1","7","129",12,14,26
"23357","2016","231050","8","6","29","2","10","13","29","497",43,54,133
"23358","2016","231060","1","5","5","1","3","4","13","182",11,21,52
"23359","2016","231070","5","1","24","0","7","12","37","443",30,56,83
"23360","2016","231080","3","3","10","3","2","7","12","202",16,24,66
"23361","2016","231085","6","4","7","2","8","7","11","306",17,28,66
"23362","2016","231090","1","5","6","0","2","6","13","159",12,21,55
"23363","2016","231095","1","0","4","3","2","2","4","91",5,11,25
"23364","2016","231100","1","2","10","0","1","4","11","184",13,16,51
"23365","2016","231110","4","2","8","1","6","5","8","238",14,20,62
"23366","2016","231120","1","1","3","0","3","4","7","122",5,14,39
"23367","2016","231123","0","0","0","0","4","1","2","66",0,7,22
"23368","2016","231126","1","5","12","0","5","4","19","214",18,28,60
"23369","2016","231130","15","15","64","15","40","41","98","1277",94,194,336
"23370","2016","231135","3","4","11","1","3","6","13","163",18,23,45
"23371","2016","231140","17","16","38","12","35","38","70","1074",71,155,290
"23372","2016","231150","3","2","19","0","4","6","13","264",24,23,81
"23373","2016","231160","4","6","16","2","9","13","25","376",26,49,91
"23374","2016","231170","3","2","18","0","6","9","13","211",23,28,62
"23375","2016","231180","16","14","60","10","18","35","68","916",90,131,247
"23376","2016","231190","2","1","9","0","2","5","18","194",12,25,62
"23377","2016","231195","1","5","18","1","2","11","14","257",24,28,78
"23378","2016","231200","5","7","15","4","6","5","32","384",27,47,108
"23379","2016","231210","5","7","16","1","5","5","17","228",28,28,58
"23380","2016","231220","6","6","17","5","6","7","20","297",29,38,79
"23381","2016","231230","8","15","39","4","15","11","53","775",62,83,217
"23382","2016","231240","14","16","49","8","25","25","69","943",79,127,247
"23383","2016","231250","0","1","1","0","1","1","6","81",2,8,24
"23384","2016","231260","5","0","8","0","4","2","11","174",13,17,49
"23385","2016","231270","10","2","11","5","13","14","19","303",23,51,62
"23386","2016","231280","3","2","3","0","3","4","9","98",8,16,31
"23387","2016","231290","61","62","181","27","76","102","272","3288",304,477,979
"23388","2016","231300","1","2","4","0","3","2","10","204",7,15,53
"23389","2016","231310","10","6","18","9","5","11","17","373",34,42,116
"23390","2016","231320","2","1","10","0","5","5","18","284",13,28,57
"23391","2016","231325","1","1","4","1","1","1","4","96",6,7,26
"23392","2016","231330","6","14","37","2","15","19","54","760",57,90,184
"23393","2016","231335","3","4","12","1","5","5","21","274",19,32,74
"23394","2016","231340","14","18","84","3","24","31","97","1420",116,155,350
"23395","2016","231350","7","16","31","5","29","18","56","784",54,108,165
"23396","2016","231355","1","3","22","1","5","8","18","287",26,32,73
"23397","2016","231360","6","6","27","4","6","15","28","548",39,53,117
"23398","2016","231370","0","0","2","0","1","2","5","65",2,8,12
"23399","2016","231375","1","3","19","2","4","10","30","267",23,46,62
"23400","2016","231380","3","2","17","1","6","11","18","355",22,36,85
"23401","2016","231390","3","3","11","2","4","5","16","149",17,27,48
"23402","2016","231395","5","3","17","3","8","8","31","273",25,50,77
"23403","2016","231400","7","8","27","3","17","14","33","486",42,67,123
"23404","2016","231410","9","7","44","3","15","18","51","931",60,87,212
"23406","2016","240010","2","1","4","1","2","2","6","109",7,11,24
"23407","2016","240020","14","18","34","7","13","22","73","776",66,115,254
"23408","2016","240030","0","0","2","0","1","3","11","116",2,15,29
"23409","2016","240040","0","0","2","0","0","0","2","40",2,2,18
"23410","2016","240050","4","2","10","2","4","6","8","185",16,20,103
"23411","2016","240060","0","1","2","0","1","1","4","64",3,6,28
"23412","2016","240070","0","0","8","2","0","4","10","147",8,16,40
"23413","2016","240080","3","0","11","2","3","4","11","136",14,20,35
"23414","2016","240090","1","0","5","2","0","1","6","77",6,9,35
"23415","2016","240100","17","6","13","11","4","11","20","407",36,46,144
"23416","2016","240110","4","7","18","3","9","11","35","325",29,58,109
"23417","2016","240120","1","1","14","0","1","4","13","207",16,18,45
"23418","2016","240130","2","0","3","0","2","1","6","81",5,9,27
"23419","2016","240140","1","2","7","0","3","0","8","110",10,11,29
"23420","2016","240145","5","7","22","5","9","13","38","394",34,65,121
"23421","2016","240150","0","1","4","0","1","0","4","40",5,5,8
"23422","2016","240160","2","0","5","3","5","3","6","68",7,17,18
"23423","2016","240165","1","0","2","0","0","1","4","32",3,5,6
"23424","2016","240170","2","1","5","0","4","0","16","112",8,20,9
"23425","2016","240180","0","5","5","0","0","4","10","182",10,14,47
"23426","2016","240185","0","3","3","0","2","1","4","81",6,7,18
"23427","2016","240190","1","3","2","0","2","0","4","59",6,6,8
"23428","2016","240200","14","10","29","3","15","14","49","699",53,81,210
"23429","2016","240210","2","1","7","0","2","2","12","137",10,16,6
"23430","2016","240220","6","2","31","3","7","12","25","505",39,47,105
"23431","2016","240230","2","5","12","0","1","4","21","223",19,26,66
"23432","2016","240240","0","2","3","0","0","1","4","68",5,5,22
"23433","2016","240250","3","0","2","3","0","2","10","102",5,15,30
"23434","2016","240260","18","14","55","11","41","35","96","1060",87,183,258
"23435","2016","240270","1","1","4","0","0","5","11","128",6,16,25
"23436","2016","240280","1","1","4","2","2","1","7","70",6,12,1
"23437","2016","240290","0","0","4","0","0","1","3","67",4,4,27
"23438","2016","240300","0","1","0","0","1","1","4","75",1,6,29
"23439","2016","240310","3","4","18","1","7","16","34","456",25,58,128
"23440","2016","240320","0","0","2","0","0","1","6","103",2,7,59
"23441","2016","240325","59","74","193","6","69","108","310","3811",326,493,1268
"23442","2016","240330","3","2","1","1","2","2","4","81",6,9,32
"23443","2016","240340","0","0","5","0","1","1","3","61",5,5,13
"23444","2016","240350","1","0","5","1","4","3","3","94",6,11,20
"23445","2016","240360","4","15","29","1","11","23","53","564",48,88,152
"23446","2016","240370","2","0","3","0","2","2","7","74",5,11,26
"23447","2016","240375","0","0","2","0","0","2","2","30",2,4,11
"23448","2016","240380","0","1","6","0","1","3","7","97",7,11,33
"23449","2016","240390","0","0","0","0","1","0","4","32",0,5,15
"23450","2016","240400","0","0","3","0","0","0","7","54",3,7,14
"23451","2016","240410","0","1","2","0","1","2","3","34",3,6,4
"23452","2016","240420","5","6","23","1","13","11","29","477",34,54,107
"23453","2016","240430","3","0","6","0","2","3","9","137",9,14,48
"23454","2016","240440","0","0","7","1","3","1","9","129",7,14,47
"23455","2016","240450","4","3","11","4","5","2","21","258",18,32,65
"23456","2016","240460","3","7","9","2","4","8","8","148",19,22,24
"23457","2016","240470","4","4","10","1","4","11","19","208",18,35,65
"23458","2016","240480","1","0","2","0","1","2","0","15",3,3,4
"23459","2016","240485","2","1","2","1","0","3","9","113",5,13,30
"23460","2016","240490","1","1","12","0","2","2","7","76",14,11,23
"23461","2016","240500","0","2","4","0","0","2","9","112",6,11,6
"23462","2016","240510","1","2","3","2","6","2","6","86",6,16,18
"23463","2016","240520","0","1","1","0","2","0","3","59",2,5,16
"23464","2016","240530","0","3","5","1","0","0","12","124",8,13,14
"23465","2016","240540","0","1","4","1","1","1","10","116",5,13,5
"23466","2016","240550","0","0","2","0","0","2","1","24",2,3,8
"23467","2016","240560","3","5","6","0","2","3","12","168",14,17,53
"23468","2016","240570","0","4","1","0","3","3","7","94",5,13,28
"23469","2016","240580","7","4","26","3","13","14","37","512",37,67,120
"23470","2016","240590","0","2","1","1","1","3","2","26",3,7,9
"23471","2016","240600","1","2","8","1","1","2","6","68",11,10,27
"23472","2016","240610","5","2","10","1","7","11","18","200",17,37,82
"23473","2016","240615","1","1","1","1","0","2","2","17",3,5,4
"23474","2016","240620","1","2","5","0","2","1","15","91",8,18,12
"23475","2016","240630","0","0","9","0","0","3","6","105",9,9,28
"23476","2016","240640","0","0","4","0","0","0","4","42",4,4,7
"23477","2016","240650","2","7","16","0","5","12","17","236",25,34,59
"23478","2016","240660","2","0","3","1","1","7","5","132",5,14,37
"23479","2016","240670","5","2","8","4","4","4","6","100",15,18,18
"23480","2016","240680","0","0","6","2","1","0","5","56",6,8,4
"23481","2016","240690","0","0","1","0","0","1","2","33",1,3,14
"23482","2016","240700","2","2","6","1","3","3","11","142",10,18,64
"23483","2016","240710","17","24","62","11","31","27","95","929",103,166,199
"23484","2016","240720","5","10","22","2","15","1","29","354",37,47,71
"23485","2016","240725","1","0","1","1","0","2","4","56",2,7,23
"23486","2016","240730","1","0","2","2","2","3","4","80",3,11,31
"23487","2016","240740","0","1","6","0","1","4","9","87",7,14,21
"23488","2016","240750","2","3","13","1","1","8","10","139",18,20,30
"23489","2016","240760","0","1","0","0","0","1","2","52",1,3,17
"23490","2016","240770","0","0","14","0","0","3","8","146",14,11,45
"23491","2016","240780","5","2","10","1","6","7","20","297",17,34,77
"23492","2016","240790","1","0","2","0","1","0","5","48",3,6,2
"23493","2016","240800","53","60","198","24","78","142","339","3760",311,583,1324
"23494","2016","240810","183","200","618","92","244","308","847","11517",1001,1491,3566
"23495","2016","240820","1","7","24","1","7","11","26","405",32,45,119
"23496","2016","240830","4","13","21","2","7","10","35","460",38,54,121
"23497","2016","240840","0","0","0","0","0","0","3","20",0,3,5
"23498","2016","240850","0","2","4","0","2","0","10","60",6,12,24
"23499","2016","240860","2","1","5","0","2","1","4","62",8,7,35
"23500","2016","240870","1","0","0","0","1","0","4","37",1,5,13
"23501","2016","240880","1","3","6","1","1","3","6","94",10,11,18
"23502","2016","240890","2","5","17","1","5","7","22","311",24,35,92
"23503","2016","240895","1","1","4","0","7","3","11","154",6,21,40
"23504","2016","240910","2","3","8","0","2","5","13","146",13,20,26
"23505","2016","240920","1","0","1","0","2","0","1","40",2,3,6
"23506","2016","240930","3","1","3","1","3","4","17","162",7,25,64
"23507","2016","240933","1","0","5","0","2","2","6","71",6,10,7
"23508","2016","240940","6","6","15","0","6","9","31","393",27,46,194
"23509","2016","240950","0","0","2","0","0","0","3","46",2,3,13
"23510","2016","240960","0","0","2","0","0","1","1","33",2,2,5
"23511","2016","240970","1","5","3","0","6","3","4","72",9,13,18
"23512","2016","240980","3","3","14","0","4","3","14","199",20,21,38
"23513","2016","240990","0","0","4","0","2","0","7","130",4,9,40
"23514","2016","241000","0","0","3","0","0","1","0","33",3,1,23
"23515","2016","241010","2","2","4","2","7","4","11","147",8,24,27
"23516","2016","241020","2","2","2","1","3","2","6","109",6,12,55
"23517","2016","241025","0","1","1","0","1","4","3","83",2,8,21
"23518","2016","241030","1","1","10","1","2","1","15","141",12,19,9
"23519","2016","241040","1","7","8","4","1","3","7","103",16,15,33
"23520","2016","241050","0","0","4","0","0","2","1","51",4,3,32
"23521","2016","241060","1","1","0","0","1","0","0","19",2,1,5
"23522","2016","241070","0","0","1","0","0","1","2","34",1,3,7
"23523","2016","241080","2","0","2","0","2","1","6","48",4,9,26
"23524","2016","241090","6","1","5","2","3","4","11","101",12,20,7
"23525","2016","241100","1","0","4","0","2","0","5","58",5,7,23
"23526","2016","241105","0","0","6","0","0","2","6","80",6,8,21
"23527","2016","241110","0","2","2","0","4","0","5","33",4,9,6
"23528","2016","241120","10","12","28","4","12","13","70","612",50,99,23
"23529","2016","241140","0","1","3","1","2","3","8","110",4,14,35
"23530","2016","241142","0","0","2","0","1","0","2","26",2,3,11
"23531","2016","241150","5","8","21","3","1","11","38","326",34,53,82
"23532","2016","241160","1","0","1","0","1","0","1","35",2,2,9
"23533","2016","241170","0","1","1","0","1","0","3","41",2,4,0
"23534","2016","241180","0","0","2","0","0","0","5","29",2,5,8
"23535","2016","241190","1","0","5","0","0","2","2","82",6,4,56
"23536","2016","241200","29","22","84","14","46","53","104","1566",135,217,388
"23537","2016","241210","2","3","4","1","3","1","8","66",9,13,18
"23538","2016","241220","8","6","30","1","7","20","50","745",44,78,189
"23539","2016","241230","2","2","5","1","1","1","12","137",9,15,7
"23540","2016","241240","1","1","1","1","1","1","3","38",3,6,11
"23541","2016","241250","6","2","8","2","4","8","17","354",16,31,126
"23542","2016","241255","0","2","5","1","3","3","15","70",7,22,12
"23543","2016","241260","0","5","13","0","3","3","20","220",18,26,24
"23544","2016","241270","1","1","3","0","2","1","5","66",5,8,10
"23545","2016","241280","1","0","5","2","2","2","8","96",6,14,28
"23546","2016","241290","1","2","7","1","4","4","7","121",10,16,19
"23547","2016","241300","0","1","6","0","0","2","6","54",7,8,16
"23548","2016","241310","1","0","5","1","0","1","7","89",6,9,13
"23549","2016","241320","4","2","1","0","3","2","4","66",7,9,15
"23550","2016","241330","1","1","2","0","0","0","7","76",4,7,9
"23551","2016","241335","8","3","12","4","4","6","19","166",23,33,53
"23552","2016","241340","0","1","4","0","1","3","4","79",5,8,22
"23553","2016","241350","2","1","7","0","1","2","7","78",10,10,15
"23554","2016","241355","0","0","3","0","3","2","7","43",3,12,14
"23555","2016","241360","1","0","6","1","2","1","7","86",7,11,35
"23556","2016","241370","0","1","3","0","0","2","3","56",4,5,3
"23557","2016","241380","1","0","2","0","0","2","1","27",3,3,10
"23558","2016","241390","2","0","10","1","2","2","14","159",12,19,41
"23559","2016","241400","8","2","13","6","3","3","12","217",23,24,19
"23560","2016","241410","0","1","6","0","1","1","6","124",7,8,70
"23561","2016","241415","1","1","5","0","1","3","4","93",7,8,30
"23562","2016","241420","6","5","15","0","5","8","18","248",26,31,55
"23563","2016","241430","0","0","1","0","0","0","2","19",1,2,5
"23564","2016","241440","3","7","19","6","5","10","29","418",29,50,106
"23565","2016","241445","0","0","1","0","2","1","3","48",1,6,16
"23566","2016","241450","0","2","5","1","1","7","6","94",7,15,23
"23567","2016","241460","4","0","8","2","2","2","12","157",12,18,55
"23568","2016","241470","1","1","7","1","1","2","2","65",9,6,13
"23569","2016","241475","0","0","2","0","0","0","5","47",2,5,23
"23570","2016","241480","2","0","8","0","2","3","9","165",10,14,43
"23571","2016","241490","0","0","3","0","0","0","2","26",3,2,12
"23572","2016","241500","0","0","0","1","1","3","3","48",0,8,12
"23573","2016","250010","2","2","10","0","0","4","8","136",14,12,39
"23574","2016","250020","0","1","3","0","1","2","4","66",4,7,11
"23575","2016","250030","2","9","14","0","4","13","17","337",25,34,73
"23576","2016","250040","7","7","21","3","8","12","26","329",35,49,83
"23577","2016","250050","2","0","10","0","4","1","15","240",12,20,57
"23578","2016","250053","0","1","5","0","1","3","9","131",6,13,45
"23579","2016","250057","1","2","4","0","1","2","6","58",7,9,10
"23580","2016","250060","2","5","23","1","4","6","12","408",30,25,85
"23581","2016","250070","0","3","5","0","1","8","10","192",8,19,44
"23582","2016","250073","0","3","4","0","3","3","5","38",7,11,7
"23583","2016","250077","0","0","5","1","2","4","3","95",5,10,27
"23584","2016","250080","3","1","13","1","0","4","8","211",17,13,41
"23585","2016","250090","1","1","4","2","0","4","7","112",6,13,32
"23586","2016","250100","4","1","13","3","7","5","17","188",18,32,35
"23587","2016","250110","3","2","15","0","1","9","17","355",20,27,108
"23588","2016","250115","2","0","2","1","1","1","0","31",4,3,7
"23589","2016","250120","3","0","6","0","2","0","8","106",9,10,34
"23590","2016","250130","1","3","11","0","3","5","26","282",15,34,69
"23591","2016","250135","0","0","5","0","2","0","2","60",5,4,16
"23592","2016","250140","2","0","6","0","1","2","5","138",8,8,29
"23593","2016","250150","1","3","8","1","5","5","18","290",12,29,71
"23594","2016","250153","0","0","0","0","1","0","3","47",0,4,16
"23595","2016","250157","1","2","7","0","1","9","7","114",10,17,29
"23596","2016","250160","1","1","6","0","2","4","7","138",8,13,41
"23597","2016","250170","1","0","2","0","0","2","4","66",3,6,17
"23598","2016","250180","16","27","53","5","20","35","80","1238",96,140,315
"23599","2016","250190","2","3","11","0","4","0","16","208",16,20,57
"23600","2016","250200","1","1","1","0","1","0","5","87",3,6,28
"23601","2016","250205","1","5","6","1","2","5","4","55",12,12,14
"23602","2016","250210","0","0","4","0","0","3","4","86",4,7,17
"23603","2016","250215","1","0","4","0","0","1","5","89",5,6,23
"23604","2016","250220","0","0","3","0","0","1","2","41",3,3,15
"23605","2016","250230","1","0","2","0","3","1","3","49",3,7,22
"23606","2016","250240","0","3","6","0","5","2","5","134",9,12,40
"23607","2016","250250","8","0","5","0","4","3","21","245",13,28,79
"23608","2016","250260","0","0","4","0","0","1","4","67",4,5,17
"23609","2016","250270","0","1","3","0","0","1","6","58",4,7,17
"23610","2016","250280","4","1","11","1","3","4","8","174",16,16,49
"23611","2016","250290","0","2","7","0","1","2","7","99",9,10,33
"23612","2016","250300","9","5","13","4","6","10","32","439",27,52,91
"23613","2016","250310","0","0","0","0","0","3","2","48",0,5,10
"23614","2016","250320","10","13","42","4","15","22","70","948",65,111,268
"23615","2016","250330","0","2","10","1","0","6","10","129",12,17,28
"23616","2016","250340","0","0","4","0","0","0","5","52",4,5,18
"23617","2016","250350","3","3","11","2","5","10","12","208",17,29,53
"23618","2016","250355","2","2","5","0","4","2","8","129",9,14,26
"23619","2016","250360","1","1","4","0","3","0","6","96",6,9,19
"23620","2016","250370","9","16","48","7","16","21","61","849",73,105,273
"23621","2016","250375","0","0","2","0","0","5","7","42",2,12,5
"23622","2016","250380","0","0","2","0","0","3","3","83",2,6,25
"23623","2016","250390","0","0","2","0","1","2","7","73",2,10,22
"23624","2016","250400","86","80","298","32","89","165","431","6070",464,717,1930
"23625","2016","250403","2","1","6","0","2","7","3","108",9,12,21
"23626","2016","250407","0","0","0","0","0","1","3","57",0,4,13
"23627","2016","250410","0","0","0","0","0","1","2","18",0,3,8
"23628","2016","250415","0","0","4","0","2","1","7","97",4,10,22
"23629","2016","250420","0","1","2","0","0","0","5","68",3,5,17
"23630","2016","250430","8","5","20","2","8","7","24","399",33,41,144
"23631","2016","250435","0","0","5","0","0","2","7","77",5,9,22
"23632","2016","250440","5","1","19","0","4","9","18","242",25,31,81
"23633","2016","250450","0","2","4","0","0","2","6","81",6,8,27
"23634","2016","250460","5","7","21","2","5","7","24","502",33,38,109
"23635","2016","250470","0","2","7","0","1","3","9","104",9,13,26
"23636","2016","250480","1","1","10","0","1","4","10","209",12,15,66
"23637","2016","250485","1","0","0","0","0","0","1","21",1,1,7
"23638","2016","250490","3","2","13","0","3","6","15","287",18,24,57
"23639","2016","250500","2","0","8","2","0","3","8","93",10,13,18
"23640","2016","250510","1","6","10","0","3","4","20","243",17,27,65
"23641","2016","250520","1","0","4","0","1","1","12","131",5,14,38
"23642","2016","250523","2","1","7","2","2","4","5","92",10,13,13
"23643","2016","250527","0","2","1","0","1","1","3","71",3,5,15
"23644","2016","250530","0","0","0","0","0","0","0","24",0,0,5
"23645","2016","250535","1","2","4","0","2","3","3","52",7,8,12
"23646","2016","250540","2","3","5","2","3","2","6","130",10,13,39
"23647","2016","250550","0","0","5","0","0","3","0","52",5,3,21
