ano;codmunres;nascidos_vivos_peso_menor_1500;nascidos_vivos_peso_2000_a_2499;nascidos_vivos_peso_1500_a_1999;nascidos_vivos_menos_de_28_semanas;nascidos_vivos_28_a_32_semanas;nascidos_vivos_33_a_34_semanas;nascidos_vivos_35_a_36_semanas;total_de_nascidos_vivos;nascidos_vivos_com_baixo_peso;nascidos_vivos_prematuros;nascidos_vivos_termo_precoce
2020;410420;20;32;107;12;24;60;151;1589;159;247;565
2020;410425;1;8;28;2;7;15;27;377;37;51;119
2020;410430;24;25;85;8;22;36;87;1253;134;153;481
2020;410440;0;8;6;0;3;8;12;193;14;23;67
2020;410442;0;10;16;1;0;9;18;216;26;28;58
2020;410445;1;5;9;1;4;3;8;151;15;16;26
2020;410450;3;3;9;2;4;9;16;244;15;31;73
2020;410460;3;6;3;0;5;3;15;192;12;23;61
2020;410465;2;4;17;1;6;5;26;346;23;38;90
2020;410470;0;5;6;0;6;9;13;202;11;28;59
2020;410480;85;82;272;29;94;133;372;4935;439;628;1493
2020;410490;10;16;62;7;29;32;74;1126;88;142;314
2020;410500;1;1;7;1;0;2;8;110;9;11;38
2020;410510;1;4;7;1;3;3;4;120;12;11;36
2020;410520;0;4;11;0;1;7;14;234;15;22;81
2020;410530;1;3;3;1;3;2;2;109;7;8;35
2020;410540;2;3;15;1;3;7;21;265;20;32;97
2020;410550;11;11;49;6;6;14;71;1022;71;97;397
2020;410560;1;0;6;0;2;3;11;145;7;16;61
2020;410570;3;4;19;1;1;10;12;258;26;24;90
2020;410580;55;49;188;16;45;79;128;3290;292;268;1043
2020;410590;2;3;10;0;3;3;11;288;15;17;85
2020;410600;0;2;9;0;0;5;7;105;11;12;31
2020;410610;1;0;0;1;0;0;6;32;1;7;8
2020;410620;5;2;12;0;5;5;19;234;19;29;75
2020;410630;3;6;13;1;4;3;18;222;22;26;82
2020;410640;7;8;23;5;8;8;35;452;38;56;187
2020;410645;1;2;4;1;1;1;5;82;7;8;30
2020;410650;2;2;13;0;3;9;22;320;17;34;118
2020;410655;0;0;1;0;0;0;3;25;1;3;9
2020;410657;0;1;2;0;0;1;2;43;3;3;19
2020;410660;3;9;12;0;11;6;19;286;24;36;109
2020;410670;1;0;6;0;0;0;2;44;7;2;17
2020;410680;2;6;7;2;8;11;10;196;15;31;81
2020;410685;1;1;2;0;0;2;3;52;4;5;25
2020;410690;296;324;1180;120;307;443;1084;19728;1800;1954;6486
2020;410700;3;3;3;2;0;2;14;176;9;18;63
2020;410710;0;0;4;0;0;1;2;37;4;3;20
2020;410712;2;2;3;0;1;2;6;39;7;9;9
2020;410715;1;1;3;1;1;1;4;49;5;7;8
2020;410720;3;5;38;1;7;4;39;644;46;51;246
2020;410725;0;1;9;0;0;3;9;126;10;12;58
2020;410730;1;0;3;1;0;1;2;60;4;4;23
2020;410740;0;1;3;0;0;3;6;43;4;9;16
2020;410750;0;0;16;0;0;7;13;138;16;20;52
2020;410752;0;1;0;0;0;1;1;17;1;2;6
2020;410753;0;1;1;0;1;0;2;43;2;3;14
2020;410754;0;0;4;0;0;1;2;59;4;3;15
2020;410755;1;0;1;0;1;2;0;25;2;3;7
2020;410760;2;5;15;1;2;9;11;200;22;23;56
2020;410765;47;52;104;13;41;71;115;2017;203;240;572
2020;410770;1;2;5;1;1;1;4;54;8;7;19
2020;410773;0;3;6;1;0;2;9;91;9;12;33
2020;410775;0;2;4;1;0;1;2;93;6;4;36
2020;410780;1;3;6;0;6;0;3;73;10;9;25
2020;410785;2;0;4;1;1;1;5;75;6;8;24
2020;410790;2;2;11;0;3;5;7;126;15;15;48
2020;410800;2;3;7;1;2;3;10;148;12;16;51
2020;410810;0;0;2;0;0;1;1;27;2;2;10
2020;410820;0;2;4;0;1;3;2;76;6;6;23
2020;410830;48;51;231;17;59;87;274;4159;330;437;1275
2020;410832;3;1;1;0;3;1;6;117;5;10;49
2020;410840;21;20;52;4;27;31;91;1276;93;153;506
2020;410845;0;4;7;1;0;1;12;89;11;14;26
2020;410850;3;8;10;3;4;8;8;198;21;23;65
2020;410855;0;0;3;0;3;1;0;24;3;4;10
2020;410860;4;2;15;0;8;9;25;334;21;42;126
2020;410865;0;1;7;0;2;1;3;108;8;6;42
2020;410870;0;1;3;0;0;1;7;84;4;8;36
2020;410880;6;3;26;1;9;6;28;449;35;44;167
2020;410890;3;0;4;3;0;1;5;78;7;9;25
2020;410895;1;1;3;1;0;1;4;71;5;6;19
2020;410900;0;3;3;0;2;2;3;50;6;7;14
2020;410910;0;0;2;0;0;1;1;18;2;2;8
2020;410920;2;1;5;1;2;1;4;54;8;8;31
2020;410930;4;2;8;0;7;5;10;191;14;22;52
2020;410940;33;51;190;13;45;65;156;2932;274;279;919
2020;410950;4;4;6;2;2;3;7;110;14;14;27
2020;410960;8;13;23;5;15;16;25;537;44;61;122
2020;410965;1;1;2;0;1;1;5;73;4;7;20
2020;410970;3;5;26;0;5;9;30;360;34;44;115
2020;410975;0;3;3;0;1;2;4;93;6;7;30
2020;410980;7;9;38;3;7;15;33;624;54;58;204
2020;410990;3;3;4;0;6;2;5;107;10;13;42
2020;411000;0;0;1;0;0;2;5;64;1;7;19
2020;411005;0;0;0;0;0;0;1;21;0;1;6
2020;411007;2;1;11;1;1;2;8;163;14;12;47
2020;411010;6;12;34;1;12;15;36;443;52;64;152
2020;411020;2;4;4;1;4;6;13;169;10;24;47
2020;411030;0;1;1;0;0;0;1;33;2;1;13
2020;411040;1;1;5;1;4;3;3;52;7;11;20
2020;411050;4;5;8;0;7;3;12;209;17;22;56
2020;411060;0;2;16;0;2;4;22;211;18;28;99
2020;411065;1;2;2;0;1;2;5;32;5;8;11
2020;411070;9;11;46;5;11;18;52;746;66;86;267
2020;411080;2;0;6;2;0;3;5;129;8;10;51
2020;411090;0;0;4;0;0;0;3;58;4;3;17
2020;411095;1;3;12;1;3;8;9;138;16;21;50
2020;411100;0;2;3;0;2;2;4;58;5;8;25
2020;411110;1;0;4;1;0;2;5;71;5;8;24
2020;411120;1;1;7;1;0;4;8;159;9;13;49
2020;411125;6;11;29;4;5;18;30;529;46;57;176
2020;411130;3;1;2;0;2;2;0;45;6;4;18
2020;411140;2;6;8;1;0;4;13;197;16;18;60
2020;411150;14;7;13;6;6;7;21;347;34;40;191
2020;411155;1;0;3;0;1;0;2;88;4;3;43
2020;411160;1;1;1;0;1;2;1;34;3;4;12
2020;411170;0;0;4;0;1;0;2;73;4;3;6
2020;411180;7;9;27;6;4;12;22;570;43;44;289
2020;411190;0;2;14;0;2;2;11;170;16;15;62
2020;411200;4;5;30;1;6;13;37;530;39;57;179
2020;411210;6;3;14;0;7;4;19;235;23;30;96
2020;411220;0;3;3;0;3;2;2;56;6;7;21
2020;411230;2;0;1;3;1;0;3;55;3;7;16
2020;411240;2;1;2;1;1;3;2;92;5;7;38
2020;411250;2;6;3;0;5;6;14;135;11;25;37
2020;411260;0;0;0;0;0;0;0;14;0;0;4
2020;411270;5;3;11;2;1;9;9;159;19;21;48
2020;411275;0;5;5;0;2;1;6;104;10;9;50
2020;411280;4;2;6;1;3;4;12;172;12;20;73
2020;411290;0;1;4;0;0;2;4;43;5;6;14
2020;411295;0;0;5;0;0;3;7;99;5;10;33
2020;411300;0;2;2;0;0;1;4;69;4;5;29
2020;411310;1;3;7;1;3;4;3;50;11;11;18
2020;411320;5;15;26;4;7;22;43;539;46;76;160
2020;411325;1;1;5;1;0;0;5;92;7;6;32
2020;411330;8;6;31;4;7;6;19;491;45;36;85
2020;411340;2;1;2;2;0;0;5;43;5;7;17
2020;411342;0;0;3;0;1;0;4;32;3;5;14
2020;411345;2;0;1;1;0;1;2;64;3;4;14
2020;411350;7;7;11;1;7;5;10;323;25;23;168
2020;411360;1;1;3;1;2;0;4;48;5;7;15
2020;411370;104;112;375;40;99;162;429;6420;591;730;2200
2020;411373;0;1;8;0;0;0;5;92;9;5;39
2020;411375;0;0;2;1;1;1;3;49;2;6;22
2020;411380;2;0;1;2;0;0;5;45;3;7;16
2020;411390;4;1;6;2;1;4;9;135;11;16;44
2020;411400;1;1;13;0;2;2;11;151;15;15;66
2020;411410;5;2;28;3;2;10;34;423;35;49;141
2020;411420;10;6;28;4;5;13;40;491;44;62;210
2020;411430;5;4;19;4;4;8;14;339;28;30;106
2020;411435;1;1;0;0;1;0;3;35;2;4;15
2020;411440;6;6;9;3;2;3;21;240;21;29;82
2020;411450;4;5;9;2;5;3;12;215;18;22;94
2020;411460;7;13;31;0;16;19;56;744;51;91;256
2020;411470;1;1;1;0;1;2;4;67;3;7;22
2020;411480;8;16;30;3;15;14;26;551;54;58;222
2020;411490;2;0;5;0;2;1;13;125;7;16;61
2020;411500;3;1;1;1;2;1;9;78;5;13;43
2020;411510;2;4;5;0;2;5;14;146;11;21;54
2020;411520;71;83;257;24;75;111;296;4803;411;506;1715
2020;411530;0;0;4;0;0;3;1;84;4;4;32
2020;411535;3;2;1;0;2;2;4;76;6;8;17
2020;411540;1;3;5;0;4;9;18;209;9;31;56
2020;411545;0;0;4;0;0;0;5;56;4;5;4
2020;411550;1;0;2;0;0;1;4;47;3;5;18
2020;411560;5;7;8;2;5;9;12;292;20;28;88
2020;411570;11;8;32;4;12;16;18;519;51;50;96
2020;411573;0;0;1;0;0;1;0;37;1;1;14
2020;411575;1;4;16;0;0;6;11;157;21;17;66
2020;411580;20;10;37;4;19;15;38;794;67;76;237
2020;411585;1;0;2;0;1;1;3;62;3;5;16
2020;411590;0;2;5;0;1;5;2;31;7;8;7
2020;411600;0;0;2;0;2;0;2;26;2;4;8
2020;411605;3;0;7;1;5;2;8;133;10;16;50
2020;411610;3;3;6;1;1;8;12;124;12;22;45
2020;411620;3;5;9;1;2;8;12;220;17;23;61
2020;411630;0;1;3;0;0;2;4;49;4;6;17
2020;411640;0;1;2;0;1;1;0;53;3;2;15
2020;411650;0;0;0;0;0;1;0;14;0;1;4
2020;411660;1;1;0;0;0;1;3;35;2;4;18
2020;411670;1;2;4;2;0;1;13;146;7;16;53
2020;411680;1;3;6;0;1;0;7;93;10;8;32
2020;411690;6;6;11;1;9;14;23;285;23;47;119
2020;411695;1;2;9;0;2;2;13;74;12;17;26
2020;411700;1;1;3;0;3;1;10;66;5;14;23
2020;411705;2;3;10;1;3;5;11;177;15;20;37
2020;411710;0;1;3;0;4;3;7;149;4;14;61
2020;411720;0;1;6;0;0;2;7;67;7;9;27
2020;411721;2;2;0;2;1;2;1;49;4;6;15
2020;411722;0;1;5;0;1;1;4;108;6;6;39
2020;411725;2;2;7;0;4;6;9;134;11;19;44
2020;411727;1;2;6;0;2;2;6;86;9;10;18
2020;411729;0;1;3;0;0;2;4;42;4;6;16
2020;411730;6;7;25;0;10;17;23;348;38;50;118
2020;411740;0;0;1;0;0;0;1;34;1;1;13
2020;411745;1;0;5;0;0;3;2;74;6;5;31
2020;411750;10;10;42;5;10;15;42;629;62;72;209
2020;411760;15;18;53;8;11;19;41;811;86;79;240
2020;411770;5;8;22;4;9;13;29;429;35;55;154
2020;411780;1;0;13;1;0;2;15;194;14;18;53
2020;411790;5;5;27;2;5;8;39;529;37;54;233
2020;411800;2;5;15;2;2;3;16;190;22;23;79
2020;411810;1;2;6;1;0;2;4;118;9;7;29
2020;411820;37;37;119;15;35;46;113;2231;193;209;606
2020;411830;1;2;2;1;2;0;1;25;5;4;10
2020;411840;6;19;54;2;12;21;76;1083;79;111;407
2020;411845;2;0;0;0;1;2;3;84;2;6;28
2020;411850;17;21;81;2;27;28;97;1346;119;154;486
2020;411860;2;2;5;1;4;1;0;55;9;6;15
2020;411870;1;0;3;1;0;0;1;66;4;2;27
2020;411880;0;1;6;0;1;1;8;158;7;10;71
2020;411885;0;1;6;0;1;1;11;86;7;13;33
2020;411890;3;2;6;0;5;2;6;153;11;13;57
2020;411900;0;0;3;0;0;1;3;62;3;4;17
2020;411910;0;5;11;0;1;9;9;173;16;19;63
2020;411915;22;32;79;11;29;39;87;1615;133;166;520
2020;411920;1;2;3;1;1;1;2;88;6;5;21
2020;411925;0;0;2;0;0;0;2;28;2;2;11
2020;411930;6;14;22;0;8;15;31;476;42;54;144
2020;411940;6;8;29;5;5;9;28;337;43;47;98
2020;411950;23;26;89;8;22;38;90;1578;138;158;541
2020;411960;8;5;24;1;13;5;24;470;37;43;203
2020;411965;0;0;4;0;0;2;6;36;4;8;9
2020;411970;0;2;2;0;0;2;3;54;4;5;23
2020;411980;4;0;12;3;1;3;10;143;16;17;33
2020;411990;60;104;255;15;73;106;319;4738;419;513;1325
2020;411995;1;2;16;0;4;7;15;333;19;26;80
2020;412000;1;1;5;0;0;2;9;126;7;11;50
2020;412010;0;0;3;0;1;1;5;45;3;7;17
2020;412015;1;0;5;1;1;0;3;51;6;5;7
2020;412020;0;1;2;0;1;0;3;34;3;4;14
2020;412030;0;0;4;0;1;1;4;44;4;6;15
2020;412033;2;3;6;2;5;1;5;57;11;13;13
2020;412035;1;1;4;1;0;0;2;66;6;3;21
2020;412040;3;0;2;2;0;1;4;51;5;7;22
2020;412050;1;6;4;0;1;6;1;95;11;8;32
2020;412060;4;8;32;0;8;16;53;634;44;77;204
2020;412065;1;1;3;0;1;3;2;54;5;6;26
2020;412070;0;0;5;0;0;1;11;93;5;12;43
2020;412080;4;8;20;1;4;13;13;292;32;31;128
2020;412085;3;0;1;1;3;1;1;46;4;6;22
2020;412090;8;7;19;5;8;8;20;453;34;41;145
2020;412100;0;1;10;0;0;1;4;149;11;5;70
2020;412110;0;4;3;0;0;4;5;57;7;9;20
2020;412120;6;4;13;2;4;0;20;213;23;26;71
2020;412125;0;0;2;0;0;1;3;59;2;4;17
2020;412130;1;0;3;0;3;1;2;40;4;6;19
2020;412135;2;0;0;0;2;0;0;35;2;2;8
2020;412140;4;3;9;2;5;6;9;207;16;22;80
2020;412150;2;2;8;1;2;5;13;186;12;21;77
2020;412160;1;0;3;0;3;1;9;78;4;13;28
2020;412170;5;7;24;3;7;10;28;347;36;48;129
2020;412175;1;2;5;0;1;3;4;102;8;8;19
2020;412180;3;7;9;3;6;4;10;162;19;23;57
2020;412190;2;2;5;0;4;3;5;165;9;12;42
2020;412200;1;2;7;0;5;3;6;166;10;14;55
2020;412210;0;0;1;0;0;0;2;26;1;2;13
2020;412215;5;2;13;2;2;1;9;236;20;14;31
2020;412217;1;0;8;0;1;1;5;53;9;7;20
2020;412220;5;9;19;2;7;11;32;579;33;52;172
2020;412230;1;6;15;2;5;13;30;336;22;50;116
2020;412240;12;15;67;5;8;19;83;981;94;115;334
2020;412250;0;2;8;0;1;5;9;165;10;15;45
2020;412260;3;3;8;2;3;6;6;115;14;17;53
2020;412265;0;1;1;0;0;1;2;69;2;3;23
2020;412270;0;1;7;0;0;2;10;106;8;12;42
2020;412280;0;1;1;0;0;2;2;48;2;4;14
2020;412290;0;0;2;0;1;1;1;58;2;3;17
2020;412300;2;1;9;0;3;2;16;188;12;21;65
2020;412310;0;0;0;0;0;0;2;38;0;2;16
2020;412320;2;0;1;0;2;1;3;34;3;6;17
2020;412330;3;1;4;1;1;1;3;96;8;6;38
2020;412340;2;4;7;0;3;7;9;124;13;19;38
2020;412350;6;5;16;3;5;8;23;342;27;39;117
2020;412360;0;1;5;0;1;1;3;22;6;5;8
2020;412370;4;1;4;3;3;3;6;101;9;15;30
2020;412380;4;1;7;0;2;2;10;164;12;14;76
2020;412382;0;0;1;0;0;0;3;42;1;3;18
2020;412385;1;4;5;1;2;2;7;106;10;12;40
2020;412390;2;3;4;3;1;1;9;131;9;14;58
2020;412395;0;0;2;0;0;0;1;39;2;1;12
2020;412400;0;2;2;0;2;0;3;60;4;5;18
2020;412402;2;7;8;1;2;6;12;219;17;21;78
2020;412405;11;8;18;6;9;15;23;319;37;53;92
2020;412410;6;8;43;4;11;15;51;595;57;81;215
2020;412420;1;1;5;0;2;0;2;30;7;4;12
2020;412430;0;0;2;0;0;2;2;18;2;4;2
2020;412440;2;2;13;0;8;8;19;258;17;35;90
2020;412450;0;0;2;0;0;3;5;90;2;8;32
2020;412460;0;0;5;0;0;1;5;84;5;6;22
2020;412470;0;1;11;0;1;4;14;116;12;19;45
2020;412480;2;4;6;1;3;2;10;160;12;16;65
2020;412490;1;2;4;1;0;3;4;73;7;8;26
2020;412500;1;0;6;1;0;0;6;114;7;7;44
2020;412510;2;0;12;1;3;2;14;203;14;20;79
2020;412520;0;1;3;0;0;4;8;96;4;12;28
2020;412530;2;1;3;0;2;0;6;50;6;8;22
2020;412535;1;3;5;1;1;2;8;88;9;12;39
2020;412540;1;0;1;0;3;0;5;65;2;8;20
2020;412545;0;1;4;0;1;0;6;56;5;7;16
2020;412550;68;85;232;19;52;99;264;4570;385;434;1388
2020;412555;1;0;1;0;2;0;0;22;2;2;7
2020;412560;4;5;26;6;10;19;30;590;35;65;160
2020;412570;3;3;22;4;7;13;42;432;28;66;169
2020;412575;5;1;4;1;3;3;4;88;10;11;33
2020;412580;5;1;7;3;2;3;6;102;13;14;37
2020;412590;1;1;2;1;0;0;1;30;4;2;10
2020;412600;0;0;3;0;2;3;8;82;3;13;31
2020;412610;0;0;0;0;0;1;3;52;0;4;17
2020;412620;1;1;5;0;1;0;7;90;7;8;36
2020;412625;23;27;76;10;24;25;99;1577;126;158;523
2020;412627;1;2;6;0;3;2;3;84;9;8;30
2020;412630;4;2;16;1;4;7;14;223;22;26;61
2020;412635;2;0;1;1;0;1;4;46;3;6;10
2020;412640;0;1;5;0;0;2;5;55;6;7;23
2020;412650;2;1;6;1;1;2;14;163;9;18;64
2020;412660;4;3;16;2;3;10;24;311;23;39;93
2020;412665;0;0;0;0;0;0;1;39;0;1;14
2020;412667;2;6;10;0;6;1;11;183;18;18;47
2020;412670;2;0;4;0;2;1;5;80;6;8;28
2020;412680;1;1;8;0;1;1;11;169;10;13;61
2020;412690;1;2;4;0;4;0;4;59;7;8;20
2020;412700;2;1;8;0;2;0;11;125;11;13;45
2020;412710;14;20;58;6;14;23;62;1040;92;105;428
2020;412720;1;5;8;1;4;6;11;242;14;22;83
2020;412730;1;1;7;1;2;6;14;180;9;23;74
2020;412740;4;3;11;3;2;3;25;241;18;33;64
2020;412750;5;8;13;2;5;4;17;287;26;28;89
2020;412760;4;4;12;1;4;4;14;207;20;23;61
2020;412770;24;23;106;5;22;34;108;1977;153;169;672
2020;412780;1;1;2;1;0;1;6;79;4;8;21
2020;412785;1;1;8;1;1;3;7;142;10;12;48
2020;412788;2;2;8;0;5;2;6;117;12;13;38
2020;412790;0;3;8;0;0;2;9;90;11;11;35
2020;412795;1;0;4;1;0;2;6;76;5;9;21
2020;412796;3;4;3;1;5;3;10;201;10;19;57
2020;412800;2;4;16;0;5;7;22;329;22;34;126
2020;412810;22;29;73;3;31;33;116;1574;124;183;610
2020;412820;12;13;48;3;20;27;71;782;73;121;216
2020;412830;0;0;1;0;0;0;0;29;1;0;10
2020;412840;0;2;3;1;2;5;10;109;5;18;52
2020;412850;5;13;18;2;8;12;22;306;36;44;78
2020;412853;1;2;6;1;1;1;9;120;9;12;51
2020;412855;1;2;1;0;2;0;7;87;4;9;30
2020;412860;0;0;9;0;0;2;5;87;9;7;37
2020;412862;1;1;2;0;1;1;0;33;4;2;18
2020;412863;1;0;2;0;2;1;0;74;3;3;18
2020;412865;1;0;3;1;0;3;3;52;4;7;7
2020;412870;2;1;8;0;2;2;9;138;11;13;53
2020;412880;2;1;2;0;3;0;5;74;5;8;24
2020;420005;0;0;1;0;0;1;4;26;1;5;10
2020;420010;4;8;15;0;6;7;14;310;27;27;77
2020;420020;1;0;3;0;0;1;4;137;4;5;52
2020;420030;1;0;3;1;1;1;3;77;4;6;33
2020;420040;1;1;7;0;1;2;8;100;9;11;21
2020;420050;0;0;10;0;0;1;10;63;10;11;22
2020;420055;0;1;0;0;0;1;3;34;1;4;14
2020;420060;0;3;6;0;1;3;4;90;9;8;18
2020;420070;5;2;1;1;6;1;5;95;8;13;22
2020;420075;0;0;2;0;0;0;2;16;2;2;5
2020;420080;0;0;2;0;0;0;6;54;2;6;18
2020;420090;0;2;1;0;2;1;1;51;3;4;16
2020;420100;2;1;4;0;2;2;4;94;7;8;22
2020;420110;0;0;0;0;0;0;2;35;0;2;7
2020;420120;3;2;5;2;1;3;6;135;10;12;49
2020;420125;1;0;7;0;2;1;4;115;8;7;35
2020;420127;0;2;4;0;0;3;5;44;6;8;14
2020;420130;7;8;33;3;8;20;39;690;48;70;180
2020;420140;16;12;42;7;20;23;73;963;70;123;327
2020;420150;0;0;6;1;3;6;9;113;6;19;31
2020;420160;0;2;0;0;0;1;6;38;2;7;15
2020;420165;1;2;2;1;1;1;4;31;5;7;15
2020;420170;1;2;9;0;1;1;8;100;12;10;29
2020;420180;0;0;3;0;0;1;5;46;3;6;17
2020;420190;1;0;0;0;2;0;4;76;1;6;27
2020;420195;0;1;5;0;0;7;8;168;6;15;58
2020;420200;21;19;78;7;24;28;72;1677;118;131;396
2020;420205;3;3;7;3;0;2;16;156;13;21;42
2020;420207;2;5;7;0;3;9;10;166;14;22;42
2020;420208;1;0;2;0;0;0;5;37;3;5;7
2020;420209;0;0;1;0;0;0;1;12;1;1;3
2020;420210;4;8;31;2;12;18;42;552;43;74;150
2020;420213;1;2;5;0;0;3;7;60;8;10;14
2020;420215;1;0;0;0;0;0;1;30;1;1;10
2020;420220;3;3;4;2;2;2;3;114;10;9;34
2020;420230;12;10;43;4;8;20;47;939;65;79;224
2020;420240;58;65;232;16;65;108;304;4324;355;493;1304
2020;420243;3;1;2;3;0;0;4;45;6;7;14
2020;420245;2;2;17;0;4;6;14;320;21;24;83
2020;420250;0;0;7;0;0;1;4;51;7;5;16
2020;420253;1;0;5;0;0;1;5;35;6;6;14
2020;420257;1;1;0;0;1;0;1;21;2;2;10
2020;420260;3;0;7;2;1;0;7;107;10;10;29
2020;420270;0;2;1;0;2;1;4;58;3;7;24
2020;420280;5;11;26;2;6;16;44;548;42;68;152
2020;420285;1;1;1;0;1;3;4;41;3;8;9
2020;420287;0;1;0;0;1;0;2;33;1;3;13
2020;420290;28;28;81;10;27;34;122;2072;137;193;517
2020;420300;14;14;65;3;20;11;49;1093;93;83;287
2020;420310;0;0;4;0;0;1;5;71;4;6;20
2020;420315;3;2;5;0;1;2;1;55;10;4;13
2020;420320;23;14;58;8;20;13;70;1514;95;111;352
2020;420325;0;2;0;0;0;2;2;22;2;4;11
2020;420330;0;4;7;0;2;2;10;140;11;14;39
2020;420340;2;1;1;0;1;2;3;82;4;6;20
2020;420350;0;4;10;0;3;3;9;144;14;15;49
2020;420360;9;5;17;2;11;11;32;505;31;56;155
2020;420370;2;9;7;2;2;9;15;189;18;28;54
2020;420380;8;6;47;4;10;11;48;746;61;73;293
2020;420390;4;8;21;2;3;4;26;325;33;35;139
2020;420395;3;5;21;2;6;11;28;301;29;47;100
2020;420400;1;3;8;0;2;3;11;186;12;16;55
2020;420410;1;0;0;0;1;0;5;58;1;6;17
2020;420415;0;1;1;0;0;1;1;29;2;2;8
2020;420417;0;1;4;0;0;2;2;40;5;4;9
2020;420419;0;0;1;0;0;0;1;34;1;1;8
2020;420420;67;74;223;16;86;89;235;3801;364;426;1202
2020;420425;2;3;10;2;4;3;11;200;15;20;57
2020;420430;10;37;82;4;27;62;129;1158;129;222;452
2020;420435;1;1;4;1;0;1;3;67;6;5;32
2020;420440;2;1;4;1;1;6;9;124;7;17;49
2020;420445;1;0;0;1;0;0;0;23;1;1;10
2020;420450;2;5;5;0;3;5;8;174;12;16;55
2020;420455;6;1;23;3;2;5;21;236;30;31;73
2020;420460;19;41;141;7;26;60;165;2718;201;258;740
2020;420470;0;4;8;1;0;4;16;145;12;21;60
2020;420475;0;0;0;0;0;0;1;18;0;1;10
2020;420480;9;8;39;6;9;9;48;643;56;72;187
2020;420490;1;2;11;0;1;3;10;85;14;14;20
2020;420500;2;3;19;0;5;4;14;208;24;23;73
2020;420510;2;2;1;0;0;2;3;56;5;5;20
2020;420515;1;0;1;0;1;1;0;34;2;2;11
2020;420517;1;0;7;0;3;1;4;59;8;8;25
2020;420519;0;0;0;0;0;0;0;22;0;0;11
2020;420520;2;0;5;0;0;2;3;47;7;5;14
2020;420530;2;3;19;1;2;7;19;162;24;29;75
2020;420535;0;0;1;0;0;1;0;16;1;1;9
2020;420540;67;101;299;24;72;114;404;6171;467;614;1614
2020;420543;2;1;3;3;0;1;1;40;6;5;15
2020;420545;3;7;20;1;9;11;15;435;30;36;121
2020;420550;7;15;26;2;6;14;24;529;48;46;20
2020;420555;0;2;1;0;2;1;1;26;3;4;9
2020;420560;4;2;2;1;5;0;1;46;8;7;12
2020;420570;7;5;14;2;11;6;22;341;26;41;106
2020;420580;4;3;10;3;5;11;19;280;17;38;78
2020;420590;12;16;36;3;12;18;49;947;64;82;292
2020;420600;0;2;6;0;3;1;9;150;8;13;50
2020;420610;0;1;2;0;2;1;6;101;3;9;50
2020;420620;1;1;13;2;3;5;8;139;15;18;56
2020;420630;7;3;20;2;6;4;15;354;30;27;112
2020;420640;0;4;7;0;2;5;9;125;11;16;46
2020;420650;13;11;35;4;11;12;41;627;59;68;215
2020;420660;0;0;0;0;0;0;3;50;0;3;20
2020;420665;0;5;6;0;5;2;5;96;11;12;34
2020;420670;4;2;9;2;5;0;15;285;15;22;81
2020;420675;0;0;0;0;0;1;2;26;0;3;8
2020;420680;0;1;1;0;1;0;2;40;2;3;14
2020;420690;0;2;12;0;1;3;6;245;14;10;91
2020;420700;12;12;31;6;11;16;38;756;55;71;211
2020;420710;1;1;7;1;0;4;6;182;9;11;47
2020;420720;1;1;9;0;4;6;7;119;11;17;34
2020;420730;4;15;33;3;11;12;29;613;52;55;237
2020;420740;1;1;2;1;0;1;7;77;4;9;28
2020;420750;9;19;33;2;20;24;43;916;61;89;318
2020;420757;0;0;1;0;1;1;0;28;1;2;15
2020;420760;0;2;3;0;2;2;8;53;5;12;17
2020;420765;0;0;9;0;1;2;5;116;9;8;32
2020;420768;3;4;9;0;2;4;13;127;16;19;38
2020;420770;0;0;7;1;1;3;11;103;7;16;37
2020;420775;0;0;3;0;0;1;3;37;3;4;9
2020;420780;2;4;8;0;3;8;18;120;14;29;39
2020;420785;0;0;1;0;0;0;1;24;1;1;11
2020;420790;1;4;7;0;4;3;9;126;12;16;27
2020;420800;0;3;8;0;2;3;11;74;11;16;27
2020;420810;1;7;24;0;9;11;30;305;32;50;100
2020;420820;57;30;168;25;33;57;167;3675;255;282;950
2020;420830;11;14;52;5;12;15;51;980;77;83;252
2020;420840;0;3;7;0;1;2;6;227;10;9;55
2020;420845;5;5;17;4;2;7;17;318;27;30;85
2020;420850;4;5;10;2;6;7;21;382;19;36;126
2020;420860;0;2;7;0;1;0;11;54;9;12;21
2020;420870;0;2;7;0;3;3;11;119;9;17;41
2020;420880;7;3;12;2;8;11;17;251;22;38;87
2020;420890;41;47;136;17;31;61;186;2417;224;295;792
2020;420895;0;0;2;0;0;1;4;19;2;5;5
2020;420900;2;6;20;1;3;5;22;368;28;31;131
2020;420910;112;122;373;46;135;160;586;7898;607;927;2173
2020;420915;3;1;5;1;2;1;7;109;9;11;27
2020;420917;0;0;0;0;1;1;1;29;0;3;11
2020;420920;0;1;0;0;0;0;4;21;1;4;7
2020;420930;33;38;143;6;35;43;141;2284;214;225;636
2020;420940;4;8;18;4;5;12;23;433;30;44;154
2020;420945;2;2;1;0;2;2;3;19;5;7;4
2020;420950;2;1;8;2;0;0;8;79;11;10;35
2020;420960;3;1;12;3;2;4;16;193;16;25;74
2020;420970;3;3;4;0;2;1;8;185;10;11;39
2020;420980;0;0;2;0;1;1;3;48;2;5;13
2020;420985;1;1;1;1;0;1;6;43;3;8;16
2020;420990;2;1;3;1;1;2;10;164;6;14;46
