ano;codmunres;nascidos_vivos_peso_menor_1500;nascidos_vivos_peso_2000_a_2499;nascidos_vivos_peso_1500_a_1999;nascidos_vivos_menos_de_28_semanas;nascidos_vivos_28_a_32_semanas;nascidos_vivos_33_a_34_semanas;nascidos_vivos_35_a_36_semanas;total_de_nascidos_vivos;nascidos_vivos_com_baixo_peso;nascidos_vivos_prematuros;nascidos_vivos_termo_precoce
2013;432146;1;0;0;1;0;0;0;39;1;1;16
2013;432147;0;2;2;0;1;0;1;51;4;2;18
2013;432149;0;0;1;0;0;0;1;17;1;1;3
2013;432150;2;7;26;2;7;11;43;464;35;63;172
2013;432160;5;17;51;4;13;23;58;758;73;98;249
2013;432162;0;0;0;0;0;0;1;9;0;1;3
2013;432163;0;0;0;0;0;0;2;8;0;2;4
2013;432166;0;1;3;0;1;3;1;106;4;5;48
2013;432170;6;5;27;5;6;5;30;318;38;46;119
2013;432180;4;9;20;2;8;9;25;311;33;44;138
2013;432183;0;1;0;0;0;0;1;34;1;1;14
2013;432185;2;0;7;0;2;5;15;72;9;22;22
2013;432190;5;9;21;2;4;12;22;319;35;40;99
2013;432195;0;1;7;0;0;3;4;68;8;7;18
2013;432200;9;3;15;2;10;8;29;367;27;49;86
2013;432210;0;1;3;0;0;1;3;48;4;4;15
2013;432215;2;1;2;0;5;0;3;47;5;8;22
2013;432218;0;0;0;0;0;0;1;13;0;1;5
2013;432220;1;7;22;0;5;11;20;271;30;36;96
2013;432225;1;2;3;0;0;1;4;44;6;5;10
2013;432230;3;2;5;0;3;2;4;73;10;9;26
2013;432232;0;0;5;0;0;2;2;29;5;4;8
2013;432234;2;0;0;0;2;0;1;17;2;3;8
2013;432235;0;0;0;0;0;0;1;10;0;1;4
2013;432237;0;1;0;0;0;0;0;26;1;0;11
2013;432240;25;27;92;8;26;43;105;1909;144;182;449
2013;432250;10;20;59;2;19;15;51;902;89;95;162
2013;432252;0;0;0;0;0;0;1;22;0;1;10
2013;432253;0;1;8;0;2;6;9;102;9;17;26
2013;432254;3;3;6;1;4;1;6;58;12;12;18
2013;432255;0;1;1;0;0;0;4;18;2;4;3
2013;432260;10;11;37;3;9;14;46;707;58;72;229
2013;432270;3;7;21;1;7;14;23;281;31;45;90
2013;432280;5;5;5;2;4;2;16;258;15;24;95
2013;432285;1;0;1;0;1;1;0;12;2;2;4
2013;432290;0;2;3;1;0;1;1;32;5;3;12
2013;432300;53;52;243;16;70;93;193;3525;348;372;975
2013;432310;1;0;4;0;2;1;2;50;5;5;9
2013;432320;0;1;3;0;1;2;6;35;4;9;16
2013;432330;0;0;3;0;0;1;3;30;3;4;8
2013;432335;1;2;0;0;2;0;1;12;3;3;4
2013;432340;1;0;2;0;1;1;4;35;3;6;13
2013;432345;0;0;2;0;0;0;4;31;2;4;8
2013;432350;0;0;0;0;0;0;3;23;0;3;9
2013;432360;0;0;0;0;0;0;0;4;0;0;0
2013;432370;0;1;1;0;0;3;0;24;2;3;11
2013;432375;0;0;3;0;1;0;1;36;3;2;11
2013;432377;0;0;0;0;0;0;2;45;0;2;17
2013;432380;7;4;13;1;6;9;13;226;24;29;52
2013;500020;1;5;16;0;4;12;22;278;22;38;75
2013;500025;0;0;5;1;0;0;2;44;5;3;9
2013;500060;8;9;52;5;24;39;80;704;69;148;224
2013;500070;2;2;20;2;6;16;31;375;24;55;93
2013;500080;1;4;4;1;0;6;15;99;9;22;31
2013;500085;0;0;6;0;1;3;16;155;6;20;48
2013;500090;1;5;8;1;5;7;11;175;14;24;46
2013;500100;3;6;16;1;0;2;13;337;25;27;44
2013;500110;4;13;38;1;14;33;74;767;55;122;169
2013;500124;0;1;7;0;1;6;12;172;8;19;42
2013;500150;1;3;5;1;4;1;6;81;9;12;23
2013;500190;1;5;17;0;4;3;27;312;23;34;108
2013;500200;4;2;10;1;8;3;7;162;16;19;50
2013;500210;6;2;9;1;8;5;31;437;17;45;147
2013;500215;1;3;3;1;2;5;7;132;7;15;31
2013;500220;2;2;16;5;12;14;25;320;20;56;112
2013;500230;3;1;5;1;2;0;5;128;9;14;17
2013;500240;3;4;39;3;10;19;53;504;46;85;163
2013;500260;0;2;10;0;4;2;9;194;12;15;58
2013;500270;161;197;774;64;194;315;825;13693;1132;1398;4672
2013;500280;1;1;4;2;4;0;4;77;6;10;32
2013;500290;2;2;21;1;6;8;25;278;25;40;78
2013;500295;3;2;10;1;9;16;22;376;15;48;118
2013;500310;0;0;3;0;0;1;2;37;3;3;20
2013;500315;6;5;27;3;15;9;27;369;38;54;64
2013;500320;25;30;76;9;31;58;204;1982;131;302;577
2013;500325;4;6;16;1;5;9;18;369;26;33;152
2013;500330;6;5;23;2;7;11;30;540;34;50;161
2013;500345;1;4;9;0;3;5;10;182;14;18;45
2013;500348;0;2;10;0;6;2;14;127;12;22;41
2013;500350;0;7;8;0;3;4;10;83;15;17;22
2013;500370;56;53;197;19;68;84;276;3694;306;447;1215
2013;500375;2;1;13;0;5;10;41;226;16;56;70
2013;500380;5;1;11;0;5;4;18;265;17;27;74
2013;500390;0;0;3;1;1;2;0;36;3;4;8
2013;500400;0;3;7;0;1;0;4;125;10;6;17
2013;500410;0;1;4;1;3;7;11;141;5;22;31
2013;500430;2;3;16;0;4;8;12;236;21;24;57
2013;500440;3;0;5;3;1;2;7;96;8;13;34
2013;500450;1;4;15;1;7;6;18;246;20;32;78
2013;500460;3;2;9;1;4;5;20;229;14;30;55
2013;500470;7;7;21;2;10;6;30;316;35;48;96
2013;500480;0;4;11;2;6;8;10;197;15;27;38
2013;500490;0;1;1;0;1;0;2;45;2;3;21
2013;500500;1;7;16;0;7;5;19;404;24;31;96
2013;500510;1;0;4;1;2;0;5;73;5;8;25
2013;500515;3;2;9;2;2;2;9;108;14;15;39
2013;500520;10;3;13;6;6;10;40;372;26;62;105
2013;500525;0;5;10;0;2;6;6;126;15;14;31
2013;500540;6;6;38;1;8;20;43;638;50;72;184
2013;500560;1;1;21;0;12;23;40;474;23;75;143
2013;500568;0;1;14;0;0;10;20;295;15;30;99
2013;500570;9;11;41;5;8;15;41;867;61;69;219
2013;500580;4;5;7;4;5;3;8;168;16;21;34
2013;500600;3;3;15;2;10;8;37;329;21;57;87
2013;500620;6;5;34;5;8;13;67;673;45;93;185
2013;500625;0;1;3;0;0;1;6;74;4;7;20
2013;500627;0;0;1;0;0;1;4;31;1;5;7
2013;500630;3;6;28;1;7;21;54;526;37;83;187
2013;500635;3;3;29;4;5;9;33;350;35;51;88
2013;500640;1;0;4;0;2;1;2;104;5;8;11
2013;500660;16;25;69;7;27;52;96;1610;110;182;389
2013;500690;3;2;16;3;5;7;30;255;21;45;68
2013;500710;5;5;17;3;6;8;20;344;27;37;77
2013;500720;6;8;26;4;15;28;64;648;40;111;217
2013;500730;0;1;2;0;2;4;2;57;3;8;29
2013;500740;5;2;14;4;4;4;15;272;21;27;69
2013;500750;1;0;2;0;1;0;2;37;3;3;15
2013;500755;0;0;3;0;1;0;0;75;3;1;19
2013;500769;2;3;10;0;4;11;31;412;15;46;141
2013;500770;0;0;7;0;0;4;7;153;7;11;38
2013;500780;1;0;3;1;1;2;6;58;4;10;17
2013;500790;3;12;39;4;12;22;69;671;54;107;267
2013;500793;0;3;9;0;1;10;33;287;12;44;109
2013;500795;3;1;15;2;6;6;23;225;19;37;66
2013;500797;0;0;2;0;2;0;5;50;2;7;9
2013;500800;0;2;10;0;0;4;10;175;12;15;45
2013;500830;22;34;110;10;26;26;118;1952;166;180;857
2013;500840;0;0;5;0;1;0;6;62;5;7;12
2013;510010;0;2;5;0;0;4;2;71;7;6;25
2013;510020;1;5;7;2;2;8;11;332;13;23;92
2013;510025;6;7;46;3;11;11;60;829;59;85;268
2013;510030;3;5;14;1;4;6;11;278;22;22;108
2013;510035;0;1;4;0;1;4;2;54;5;8;7
2013;510040;2;1;5;1;1;1;6;119;8;9;41
2013;510050;1;1;4;0;3;3;8;102;6;15;25
2013;510060;1;2;3;0;2;2;8;181;6;12;67
2013;510080;1;3;1;0;2;0;4;110;5;6;22
2013;510100;0;0;1;0;0;0;0;49;1;0;8
2013;510120;0;0;0;0;0;0;0;9;0;0;1
2013;510125;1;1;4;0;3;0;9;239;6;12;48
2013;510130;4;6;4;1;5;6;12;151;14;24;47
2013;510140;2;1;18;3;2;3;25;402;21;33;105
2013;510160;0;1;5;0;0;1;5;60;6;6;21
2013;510170;7;7;18;4;9;5;19;578;32;37;181
2013;510180;10;9;29;2;11;13;40;965;48;66;188
2013;510185;0;0;4;0;0;2;8;106;4;10;25
2013;510190;0;1;13;0;1;4;8;222;14;21;52
2013;510250;25;27;58;9;35;41;122;1510;110;207;400
2013;510260;2;4;8;0;0;1;10;350;14;11;73
2013;510263;7;18;29;2;8;16;47;609;54;73;251
2013;510267;4;10;34;4;18;25;54;624;48;101;213
2013;510268;0;2;11;0;2;2;5;118;13;9;43
2013;510269;0;1;1;0;0;2;4;55;2;6;15
2013;510270;1;4;13;0;4;5;10;399;18;19;100
2013;510279;1;4;5;0;1;2;9;116;10;12;27
2013;510285;0;1;5;0;0;5;5;107;6;10;43
2013;510300;5;4;9;1;8;4;7;237;18;20;60
2013;510305;5;3;2;3;4;3;3;133;10;13;34
2013;510310;0;0;2;0;1;2;5;66;2;8;17
2013;510320;1;8;22;3;9;18;34;496;31;64;201
2013;510325;0;3;23;0;1;8;26;437;26;35;117
2013;510330;3;5;13;1;5;4;20;369;21;30;135
2013;510335;2;3;27;0;3;2;15;396;32;20;120
2013;510336;0;1;1;0;1;0;3;59;2;5;23
2013;510337;1;1;5;0;2;1;6;146;7;9;32
2013;510340;167;162;556;55;155;191;603;10126;885;1004;3522
2013;510343;0;1;5;0;2;1;2;63;6;5;27
2013;510345;0;0;4;1;0;1;4;85;4;6;31
2013;510350;7;4;22;4;10;20;28;317;33;62;116
2013;510360;1;1;4;1;0;1;3;84;6;5;23
2013;510370;2;3;4;0;4;8;11;196;9;23;61
2013;510380;0;0;1;0;0;0;2;45;1;2;11
2013;510385;1;0;5;0;0;3;4;88;6;7;31
2013;510390;1;1;2;0;3;2;1;78;4;6;14
2013;510395;0;1;1;0;0;0;0;34;2;0;18
2013;510410;2;10;25;2;8;9;42;485;37;61;150
2013;510420;1;0;12;1;1;4;11;131;13;17;42
2013;510450;0;2;0;0;1;1;5;41;2;7;5
2013;510452;1;2;2;1;1;0;5;79;5;7;38
2013;510454;0;2;2;0;1;3;8;74;4;12;18
2013;510455;0;0;3;0;1;2;6;81;3;9;38
2013;510460;2;2;8;1;6;3;16;183;12;26;64
2013;510480;3;4;23;2;5;0;23;470;30;30;135
2013;510490;2;1;6;1;1;4;3;92;9;9;33
2013;510500;1;1;5;0;1;1;6;151;7;8;54
2013;510510;7;13;25;2;10;19;36;569;45;67;157
2013;510515;7;8;28;3;6;24;60;624;43;94;220
2013;510517;1;1;2;1;1;3;7;156;4;12;29
2013;510520;1;0;7;0;0;2;8;141;8;10;36
2013;510523;1;1;2;0;0;1;8;80;4;9;23
2013;510525;15;12;64;5;15;34;94;1131;91;148;458
2013;510530;0;1;2;0;1;1;2;34;3;4;9
2013;510550;2;0;14;0;6;12;14;200;16;32;76
2013;510558;2;2;9;1;5;4;15;196;13;25;63
2013;510560;1;3;9;0;5;3;17;285;13;25;99
2013;510562;2;4;26;0;3;10;17;391;32;30;143
2013;510590;2;0;11;2;1;0;2;265;13;19;28
2013;510600;0;1;8;1;1;6;4;91;9;12;20
2013;510610;3;3;9;1;2;4;7;153;15;14;47
2013;510615;1;0;3;1;2;2;5;153;4;10;48
2013;510617;2;2;1;1;0;0;0;61;5;1;9
2013;510618;0;1;5;0;0;3;5;76;6;8;43
2013;510619;2;1;3;0;3;2;5;64;6;10;25
2013;510620;3;0;2;0;4;1;1;55;5;6;17
2013;510621;1;2;6;1;6;5;16;180;9;28;72
2013;510622;9;9;38;3;20;29;67;752;56;119;254
2013;510623;2;1;18;1;9;10;31;304;21;51;101
2013;510624;2;1;9;1;2;8;12;144;12;23;35
2013;510625;4;3;15;2;4;10;22;276;22;38;108
2013;510626;0;0;2;0;1;4;10;79;2;15;21
2013;510627;0;1;4;0;0;0;4;40;5;4;14
2013;510628;0;1;3;0;1;0;5;96;4;6;30
2013;510629;3;1;11;4;5;5;10;156;15;24;45
2013;510630;4;6;31;1;14;10;22;327;41;47;104
2013;510631;0;1;0;0;0;1;1;18;1;3;1
2013;510637;1;2;14;1;1;3;19;220;17;24;71
2013;510642;7;7;25;4;8;12;48;547;39;72;154
2013;510645;0;0;2;0;0;2;3;25;2;5;6
2013;510650;7;3;22;2;10;10;22;495;32;44;152
2013;510665;0;1;0;0;0;2;5;69;1;7;18
2013;510670;1;0;1;0;1;0;3;20;2;4;4
2013;510675;4;11;25;2;13;19;56;765;40;90;341
2013;510677;0;0;6;0;0;1;5;133;6;6;30
2013;510680;2;0;3;0;1;0;6;86;5;7;27
2013;510682;0;0;8;0;1;3;4;186;8;8;89
2013;510685;1;0;1;0;0;2;2;47;2;4;19
2013;510700;6;2;11;1;6;10;15;246;19;32;74
2013;510704;6;20;79;0;17;26;111;1106;105;154;514
2013;510706;1;3;12;0;4;4;10;294;16;18;70
2013;510710;4;1;15;2;3;3;7;252;20;15;150
2013;510715;0;1;3;0;0;0;3;25;4;3;7
2013;510718;2;1;2;1;2;2;15;163;5;20;37
2013;510719;0;0;6;0;0;0;4;43;6;4;7
2013;510720;1;0;6;0;1;0;5;67;7;6;21
2013;510724;1;2;1;0;1;0;3;49;4;4;17
2013;510726;0;0;3;0;0;0;5;41;3;5;13
2013;510729;0;0;2;0;0;0;1;27;2;1;10
2013;510730;2;4;7;0;5;1;6;280;13;12;30
2013;510735;0;0;2;0;0;1;3;73;2;5;27
2013;510740;0;1;4;0;1;0;0;58;5;1;19
2013;510757;0;2;0;0;0;0;2;35;2;2;7
2013;510760;47;47;159;18;41;53;172;3699;253;284;1234
2013;510770;2;3;6;1;3;6;16;188;11;26;42
2013;510774;0;0;2;0;0;0;0;28;2;0;13
2013;510775;0;0;1;0;0;0;0;41;1;0;16
2013;510776;0;0;1;1;0;0;1;32;1;2;13
2013;510777;0;2;2;0;2;4;12;111;4;18;19
2013;510779;1;1;2;0;2;0;1;34;4;3;12
2013;510780;2;3;11;2;1;6;14;202;16;24;61
2013;510785;3;2;2;1;6;3;8;122;7;18;28
2013;510787;8;7;17;2;6;14;21;365;32;43;132
2013;510788;0;0;2;0;0;1;1;14;2;2;2
2013;510790;32;34;129;19;54;92;248;2467;195;413;793
2013;510792;12;12;58;11;18;30;98;1542;82;157;485
2013;510794;1;3;8;0;7;3;10;128;12;20;43
2013;510795;21;13;77;9;19;35;118;1434;111;181;578
2013;510800;0;3;5;0;1;4;6;190;8;11;65
2013;510805;0;1;6;0;4;2;13;137;7;19;48
2013;510810;0;0;1;1;0;1;2;29;1;4;5
2013;510820;0;0;0;1;0;0;2;32;0;3;12
2013;510830;2;3;1;1;0;1;1;44;6;3;15
2013;510835;2;1;4;2;0;0;3;49;7;5;16
2013;510840;59;89;250;16;60;95;288;4981;398;459;1676
2013;510850;3;4;8;1;5;3;13;146;15;22;45
2013;510860;11;6;9;4;6;9;13;297;26;32;87
2013;510880;3;1;4;3;0;2;5;70;8;10;26
2013;510885;1;0;1;1;0;1;1;50;2;4;21
2013;510890;0;1;5;0;2;2;4;102;6;9;12
2013;510895;1;0;2;0;0;2;5;63;3;7;12
2013;520005;2;3;5;1;1;4;7;135;10;13;28
2013;520010;2;6;9;1;3;5;6;164;17;15;63
2013;520013;6;5;9;2;5;4;22;274;20;33;148
2013;520015;0;2;0;0;0;1;1;26;2;2;8
2013;520017;0;0;3;0;0;0;3;51;3;3;16
2013;520020;1;0;2;0;0;0;2;17;3;2;7
2013;520025;47;45;146;19;36;70;170;2586;238;295;605
2013;520030;4;5;29;1;7;15;27;380;38;50;101
2013;520050;1;1;0;0;1;1;1;25;2;3;8
2013;520055;0;0;0;0;0;1;3;75;0;4;20
2013;520060;0;1;6;0;0;1;5;101;7;6;26
2013;520080;1;0;9;0;2;1;10;123;10;13;40
2013;520082;1;1;2;1;0;0;3;21;4;4;8
2013;520085;1;0;2;0;1;2;1;79;3;4;29
2013;520090;0;0;1;0;0;0;1;31;1;1;10
2013;520110;71;89;347;23;89;134;363;5867;507;609;2035
2013;520120;1;0;1;0;2;0;1;13;2;3;4
2013;520130;3;0;16;2;0;6;17;213;19;25;80
2013;520140;96;130;467;24;120;187;466;7932;693;797;2627
2013;520145;0;0;0;0;1;0;2;20;0;3;10
2013;520150;1;0;3;0;1;2;3;70;4;6;20
2013;520160;0;2;2;0;0;2;1;31;4;3;8
2013;520170;6;6;9;0;8;7;18;282;21;33;87
2013;520180;1;1;7;1;1;2;8;127;9;12;21
2013;520215;0;2;2;0;1;0;4;60;4;5;18
2013;520235;0;0;1;0;0;0;1;39;1;1;11
2013;520250;1;0;2;0;2;2;4;101;3;8;20
2013;520260;0;0;1;0;0;0;3;28;1;3;10
2013;520280;0;3;1;0;0;3;2;22;4;5;7
2013;520310;1;0;3;0;1;2;2;39;4;5;13
2013;520320;0;0;9;0;2;4;11;95;9;17;35
2013;520330;5;6;23;0;7;4;22;366;34;33;117
2013;520340;3;0;1;0;0;1;2;66;4;3;18
2013;520350;5;6;17;2;5;15;19;289;28;41;100
2013;520355;2;0;3;0;0;2;10;109;5;12;32
2013;520357;0;0;2;0;0;1;1;39;2;2;10
2013;520360;0;0;3;0;0;1;0;40;3;1;8
2013;520380;1;1;0;0;0;3;7;74;2;10;21
2013;520390;1;1;8;1;2;2;4;99;10;9;33
2013;520393;0;1;2;0;0;0;3;29;3;3;8
2013;520396;0;0;4;0;0;2;5;36;4;7;11
2013;520400;0;2;6;0;1;2;4;118;8;7;37
2013;520410;0;0;5;0;1;2;2;119;5;5;51
2013;520420;0;0;0;0;0;0;0;23;0;0;11
2013;520425;0;0;6;0;0;2;5;107;6;7;24
2013;520430;1;5;7;1;3;2;7;161;13;13;57
2013;520440;5;1;10;3;3;2;15;186;16;23;54
2013;520450;17;7;67;7;13;29;74;1173;91;123;409
2013;520455;1;1;4;0;0;1;5;43;6;6;11
2013;520460;1;0;3;1;2;1;2;56;4;6;19
2013;520465;0;0;1;0;1;3;4;42;1;8;11
2013;520470;0;3;5;0;1;2;8;158;8;11;52
2013;520480;0;1;2;0;0;0;4;73;3;4;26
2013;520485;1;0;10;0;2;1;5;86;11;8;33
2013;520490;5;4;22;1;3;14;25;381;31;43;92
2013;520495;0;0;4;0;0;1;1;49;4;2;12
2013;520500;1;0;3;0;0;2;8;121;4;10;41
2013;520505;0;0;6;0;1;1;2;32;6;4;7
2013;520510;12;12;92;9;17;33;91;1330;116;150;549
2013;520520;2;1;3;0;3;2;4;42;6;9;11
2013;520530;3;5;22;2;4;1;15;156;30;22;41
2013;520540;2;2;6;0;2;3;21;246;10;26;74
2013;520545;1;0;3;0;2;1;5;128;4;8;45
2013;520547;1;2;7;1;1;3;17;168;10;22;69
2013;520549;10;16;68;0;23;31;61;998;94;115;287
2013;520551;1;1;9;0;1;3;14;212;11;18;58
2013;520552;0;1;1;0;1;3;5;46;2;9;8
2013;520570;0;0;0;0;0;0;2;23;0;2;7
2013;520580;4;3;7;0;4;2;5;111;14;11;32
2013;520590;1;4;6;1;0;5;16;96;11;22;35
2013;520620;14;16;50;4;24;23;69;800;80;120;266
2013;520630;1;1;1;0;2;2;1;32;3;5;5
2013;520640;2;2;9;1;0;2;14;195;13;17;51
2013;520650;0;2;4;0;1;2;5;60;6;8;20
2013;520660;0;0;6;1;2;0;3;26;6;6;9
2013;520670;0;2;1;0;0;2;4;48;3;6;18
2013;520680;1;1;3;0;1;1;2;29;5;4;10
2013;520690;0;0;0;1;0;0;0;16;0;1;4
2013;520710;0;0;3;0;0;0;0;18;3;0;5
2013;520725;2;0;3;1;1;2;4;61;5;8;18
2013;520735;0;1;1;0;1;0;1;47;2;2;12
2013;520740;3;1;6;2;1;0;8;148;10;11;36
2013;520750;0;1;4;0;1;2;4;45;5;7;12
2013;520753;0;1;5;0;0;0;1;61;6;1;12
2013;520760;0;0;1;0;0;2;2;55;1;4;21
2013;520780;0;0;6;0;1;0;2;91;6;3;27
2013;520790;1;3;5;1;1;3;9;112;9;14;32
2013;520800;17;19;102;5;25;23;105;1783;138;158;571
2013;520810;0;0;1;0;0;1;6;62;1;7;19
2013;520815;0;0;2;0;0;0;3;31;2;3;10
2013;520830;0;1;4;0;1;0;5;64;5;6;16
2013;520840;1;4;6;0;5;3;7;168;11;15;52
2013;520850;0;1;3;0;1;2;8;52;4;11;23
2013;520860;12;7;44;0;15;25;47;889;63;87;263
2013;520870;296;329;1358;89;339;520;1499;22026;1983;2447;7012
2013;520880;8;13;40;5;9;14;30;723;61;58;168
2013;520890;3;5;22;1;5;8;16;365;30;30;99
2013;520910;7;1;26;3;5;9;45;443;34;62;167
2013;520915;2;2;4;1;1;5;6;65;8;13;21
2013;520920;1;4;8;1;3;2;11;176;13;17;40
2013;520929;2;0;0;0;1;1;0;20;2;2;5
2013;520940;0;0;1;0;1;1;2;31;1;4;9
2013;520945;0;0;1;0;1;2;4;23;1;7;3
2013;520960;0;0;3;0;1;0;2;47;3;3;11
2013;520970;3;7;14;0;4;7;25;278;24;36;96
2013;520980;0;2;2;0;1;1;1;40;4;3;10
2013;520990;3;4;5;2;3;6;16;199;12;27;66
2013;520993;0;0;4;0;1;0;10;84;4;11;20
2013;520995;1;1;14;1;2;5;10;233;16;18;63
2013;521000;7;12;24;2;14;19;52;677;43;87;236
2013;521010;0;2;9;0;1;3;15;308;11;19;117
2013;521015;0;0;1;0;0;0;0;19;1;0;6
2013;521020;4;3;12;1;3;6;10;387;19;20;83
2013;521030;0;1;1;0;0;1;0;22;2;1;1
2013;521040;5;7;22;1;10;10;50;552;34;71;167
2013;521056;0;0;3;0;0;1;7;58;3;8;20
2013;521060;0;0;2;0;0;1;2;42;2;3;9
2013;521080;1;0;7;0;1;4;6;80;8;11;26
2013;521090;1;3;16;2;3;2;20;299;20;27;82
2013;521100;0;2;8;0;1;5;7;88;10;13;28
2013;521120;7;3;13;2;6;7;21;307;23;36;83
2013;521130;1;1;2;1;2;4;2;79;4;9;23
2013;521140;0;1;1;0;0;3;3;72;2;6;17
2013;521150;16;16;80;11;20;28;114;1351;112;173;414
2013;521160;0;0;3;0;0;0;3;25;3;3;4
2013;521170;2;1;2;2;1;0;3;68;5;6;18
2013;521180;11;4;25;1;6;12;53;567;40;72;181
2013;521190;15;19;82;8;15;32;91;1503;116;146;501
2013;521200;0;1;2;0;1;2;4;36;3;7;11
2013;521205;1;1;3;1;0;2;3;30;5;6;8
2013;521210;1;0;2;0;1;1;5;83;3;7;27
2013;521220;2;3;10;0;3;5;10;250;15;18;109
2013;521225;0;0;0;0;0;0;0;15;0;0;6
2013;521230;0;1;4;0;0;1;5;71;5;6;15
2013;521250;43;75;205;20;59;97;229;3171;323;405;921
2013;521260;0;0;0;0;0;1;0;27;0;1;11
2013;521270;0;2;3;0;0;3;11;126;5;14;41
2013;521280;1;1;8;0;4;5;11;128;10;20;40
2013;521290;0;1;1;0;1;0;1;32;2;2;13
2013;521295;1;0;4;0;3;1;2;58;5;6;23
2013;521300;2;3;8;2;2;2;4;189;13;10;52
2013;521305;0;0;1;0;1;1;1;15;1;3;2
2013;521308;2;9;13;1;7;4;31;443;24;43;124
2013;521310;10;15;63;2;13;10;30;1046;88;55;410
2013;521340;0;0;1;0;0;0;0;8;1;0;2
2013;521350;1;2;10;1;2;6;5;118;13;14;25
2013;521370;1;0;2;0;3;3;5;92;3;11;33
2013;521375;1;4;10;0;3;1;14;162;15;18;50
2013;521377;2;0;1;0;2;0;1;40;3;3;12
2013;521380;11;12;36;0;16;10;61;608;59;87;239
2013;521385;0;0;2;0;0;1;3;30;2;4;12
2013;521390;0;2;1;0;0;0;2;43;3;2;10
2013;521400;1;2;7;0;0;2;15;191;10;17;48
2013;521405;1;2;4;0;5;0;5;74;7;10;21
2013;521410;2;0;2;2;0;2;2;56;4;6;14
2013;521440;2;1;2;2;0;3;9;107;5;14;25
2013;521450;2;9;28;1;1;10;28;390;39;40;138
2013;521460;1;10;30;0;8;13;22;486;41;43;147
2013;521470;0;0;1;0;0;0;1;33;1;1;13
2013;521480;0;0;2;0;0;1;3;24;2;4;7
2013;521483;0;0;10;0;1;4;14;172;10;19;35
2013;521486;2;1;4;0;2;2;9;88;7;13;18
2013;521487;0;0;4;0;0;1;3;29;4;4;8
2013;521490;1;0;1;1;0;0;3;22;2;4;7
2013;521500;0;5;3;0;0;4;9;86;8;13;25
2013;521520;0;0;4;0;0;1;4;31;4;5;15
2013;521523;23;21;109;5;21;37;102;1694;153;165;460
2013;521525;0;0;2;0;1;1;2;39;2;4;16
2013;521530;1;5;2;0;3;4;8;153;8;15;42
2013;521540;0;0;2;0;1;0;3;50;2;4;14
2013;521550;1;0;6;1;1;0;4;68;7;6;28
2013;521560;2;7;27;0;7;11;24;381;36;42;84
2013;521565;2;0;4;2;0;0;3;41;6;5;11
2013;521570;4;1;22;2;6;6;24;328;27;38;112
2013;521580;0;1;0;0;0;2;0;20;1;2;6
2013;521590;2;2;3;0;3;0;4;41;7;7;15
2013;521600;1;0;1;0;0;1;1;21;2;2;7
2013;521630;4;1;6;1;2;4;8;115;11;15;45
2013;521640;3;0;14;1;2;2;14;132;17;19;39
2013;521645;1;1;2;0;2;0;3;43;4;5;12
2013;521680;1;0;3;0;1;3;9;90;4;13;24
2013;521690;1;0;0;0;0;0;0;25;1;0;8
2013;521710;1;5;19;0;5;5;18;256;25;28;81
2013;521720;1;0;4;1;1;1;8;114;5;11;38
2013;521730;4;7;9;1;6;9;23;268;20;39;83
2013;521740;7;6;22;3;7;9;26;347;35;45;99
2013;521760;25;30;94;15;28;57;106;1521;149;206;388
2013;521770;2;0;6;0;2;2;9;217;8;13;67
2013;521800;4;8;27;5;6;12;37;586;39;60;151
2013;521805;1;1;1;0;0;1;2;43;3;3;19
2013;521810;0;1;3;0;1;2;7;74;4;10;35
2013;521830;5;7;27;3;7;13;46;561;39;69;152
2013;521839;1;1;3;0;1;0;3;32;5;4;14
2013;521850;8;10;27;0;10;17;51;608;45;78;228
2013;521860;0;2;5;0;1;5;9;126;7;15;42
2013;521870;1;1;2;0;1;2;5;67;4;8;25
2013;521878;3;0;2;0;3;0;2;43;5;5;17
2013;521880;37;35;195;14;53;66;229;3293;267;362;1388
2013;521890;0;1;12;0;1;3;19;220;13;23;78
2013;521900;0;0;4;0;0;1;5;84;4;6;21
2013;521910;1;0;1;0;2;1;3;91;2;6;28
2013;521920;0;1;2;0;1;0;3;29;3;4;10
2013;521925;0;0;1;0;2;2;5;60;1;9;18
2013;521930;6;8;19;3;11;10;35;540;33;59;156
2013;521935;0;0;2;0;0;0;4;32;2;4;8
2013;521940;0;1;4;0;0;1;4;103;5;5;28
2013;521945;1;1;3;1;1;0;3;27;5;5;4
2013;521950;0;1;0;0;0;2;1;29;1;3;9
2013;521960;0;0;0;0;0;1;0;46;0;1;15
2013;521970;0;4;1;0;1;5;8;147;5;14;43
2013;521971;0;2;0;0;0;2;2;46;2;4;23
2013;521973;2;0;4;1;0;3;9;91;6;13;20
2013;521975;14;14;60;6;9;19;59;1026;88;93;270
2013;521980;0;2;5;0;5;5;6;148;7;16;39
2013;521990;0;2;3;0;1;3;7;79;5;11;24
2013;522000;2;1;13;0;4;5;12;123;16;21;31
2013;522005;0;0;2;0;0;0;3;12;2;3;3
2013;522010;4;5;11;1;5;9;21;375;20;36;117
2013;522015;0;1;2;1;0;0;7;73;3;8;21
2013;522020;1;1;11;0;1;9;14;309;13;24;60
2013;522026;0;0;4;0;1;1;0;31;4;2;9
2013;522028;2;1;0;2;0;1;0;15;3;3;5
