"","codmunres","ano","obitos_fetais_mais_28sem","peso_menos_1500_mais_28sem","peso_1500_1999_mais_28sem","peso_2000_2499_mais_28sem","peso_mais_2500_mais_28sem"
"21529",350450,2015,6,1,0,1,2
"21530",350450,2016,8,0,3,3,1
"21531",350450,2017,9,2,3,1,3
"21532",350450,2018,9,5,0,3,1
"21533",350450,2019,12,5,4,0,3
"21534",350450,2020,7,1,4,1,0
"21535",350460,2012,1,0,0,1,0
"21536",350460,2014,2,0,0,1,1
"21537",350460,2016,4,1,1,2,0
"21538",350460,2017,2,1,0,1,0
"21539",350460,2018,2,2,0,0,0
"21540",350460,2019,3,1,0,0,2
"21541",350460,2020,2,1,0,0,1
"21542",350470,2014,1,1,0,0,0
"21543",350490,2013,2,1,0,0,1
"21544",350490,2014,1,0,1,0,0
"21545",350490,2016,1,0,0,0,1
"21546",350490,2018,1,0,0,0,1
"21547",350490,2019,1,0,0,0,1
"21548",350490,2020,1,0,0,1,0
"21549",350500,2012,1,0,1,0,0
"21550",350500,2013,2,0,1,1,0
"21551",350500,2014,1,0,1,0,0
"21552",350500,2020,2,0,0,2,0
"21553",350510,2016,1,0,0,0,1
"21554",350510,2017,2,1,0,0,1
"21555",350510,2018,2,1,1,0,0
"21556",350510,2019,1,0,1,0,0
"21557",350520,2012,2,1,0,0,1
"21558",350520,2013,2,0,1,1,0
"21559",350520,2014,3,1,2,0,0
"21560",350520,2015,1,0,0,1,0
"21561",350520,2016,2,0,1,0,1
"21562",350520,2017,4,1,1,0,2
"21563",350520,2018,2,0,0,0,2
"21564",350520,2019,2,0,1,0,1
"21565",350520,2020,3,2,0,1,0
"21566",350530,2012,2,0,1,0,1
"21567",350530,2013,6,1,2,1,2
"21568",350530,2014,1,1,0,0,0
"21569",350530,2015,1,1,0,0,0
"21570",350530,2018,1,1,0,0,0
"21571",350530,2020,2,0,1,1,0
"21572",350535,2015,2,1,0,0,1
"21573",350535,2017,1,0,0,1,0
"21574",350535,2018,1,1,0,0,0
"21575",350540,2012,1,0,0,0,1
"21576",350540,2014,1,0,0,0,1
"21577",350540,2015,1,0,0,0,1
"21578",350540,2016,3,1,0,1,1
"21579",350540,2017,2,1,0,0,1
"21580",350540,2020,1,0,0,0,1
"21581",350550,2012,15,3,4,3,5
"21582",350550,2013,12,4,2,2,3
"21583",350550,2014,9,1,3,0,2
"21584",350550,2015,17,5,4,2,5
"21585",350550,2016,10,4,1,3,2
"21586",350550,2017,5,2,2,0,1
"21587",350550,2018,8,3,3,1,1
"21588",350550,2019,5,3,0,0,0
"21589",350550,2020,8,3,2,1,0
"21590",350560,2012,1,1,0,0,0
"21591",350560,2013,6,1,2,0,2
"21592",350560,2014,2,1,1,0,0
"21593",350560,2015,3,1,0,1,1
"21594",350560,2016,4,3,0,0,1
"21595",350560,2017,5,1,1,1,2
"21596",350560,2018,3,1,1,0,0
"21597",350560,2019,2,1,0,0,0
"21598",350560,2020,4,1,1,1,1
"21599",350570,2012,34,19,1,5,5
"21600",350570,2013,34,9,11,6,6
"21601",350570,2014,24,4,4,3,10
"21602",350570,2015,27,7,3,6,8
"21603",350570,2016,27,9,5,4,8
"21604",350570,2017,37,9,6,3,17
"21605",350570,2018,21,8,7,0,6
"21606",350570,2019,27,3,8,9,6
"21607",350570,2020,44,18,7,4,13
"21608",350580,2012,1,0,1,0,0
"21609",350580,2013,2,1,1,0,0
"21610",350580,2014,1,1,0,0,0
"21611",350580,2015,2,0,0,0,1
"21612",350580,2016,3,3,0,0,0
"21613",350580,2017,3,2,0,0,1
"21614",350580,2019,3,1,0,0,2
"21615",350580,2020,1,0,1,0,0
"21616",350590,2012,3,0,2,1,0
"21617",350590,2013,4,0,1,2,0
"21618",350590,2014,7,0,2,2,3
"21619",350590,2015,5,3,0,0,1
"21620",350590,2016,6,3,1,2,0
"21621",350590,2017,3,1,0,0,1
"21622",350590,2018,5,1,0,0,4
"21623",350590,2019,7,3,1,2,1
"21624",350590,2020,6,1,1,3,0
"21625",350600,2012,32,12,9,3,7
"21626",350600,2013,23,7,6,3,6
"21627",350600,2014,27,11,4,2,10
"21628",350600,2015,30,8,9,6,6
"21629",350600,2016,36,13,8,4,11
"21630",350600,2017,34,17,9,4,4
"21631",350600,2018,24,10,5,4,4
"21632",350600,2019,25,7,1,6,11
"21633",350600,2020,22,10,4,3,5
"21634",350610,2012,8,3,1,4,0
"21635",350610,2013,9,3,2,2,2
"21636",350610,2014,8,4,2,1,1
"21637",350610,2015,5,3,1,0,1
"21638",350610,2016,7,3,2,0,1
"21639",350610,2017,10,3,0,3,2
"21640",350610,2018,5,2,0,0,2
"21641",350610,2019,8,2,2,0,3
"21642",350610,2020,5,0,1,0,3
"21643",350620,2014,1,0,1,0,0
"21644",350630,2014,2,0,1,0,1
"21645",350630,2015,2,0,0,1,1
"21646",350630,2017,2,1,0,0,1
"21647",350630,2018,6,1,1,2,2
"21648",350630,2020,1,1,0,0,0
"21649",350635,2012,16,5,2,1,5
"21650",350635,2013,13,1,4,4,3
"21651",350635,2014,11,6,2,0,1
"21652",350635,2015,17,7,5,2,1
"21653",350635,2016,9,3,1,0,4
"21654",350635,2017,8,3,2,0,3
"21655",350635,2018,9,0,2,3,4
"21656",350635,2019,11,4,1,2,3
"21657",350635,2020,8,2,2,1,3
"21658",350640,2013,2,0,0,1,1
"21659",350640,2016,2,0,2,0,0
"21660",350650,2012,9,2,3,2,2
"21661",350650,2013,11,5,3,3,0
"21662",350650,2014,10,3,2,0,5
"21663",350650,2015,7,3,1,0,3
"21664",350650,2016,6,3,2,0,1
"21665",350650,2017,8,4,0,2,2
"21666",350650,2018,13,5,0,1,7
"21667",350650,2019,14,3,2,2,7
"21668",350650,2020,7,0,2,3,1
"21669",350660,2012,2,2,0,0,0
"21670",350660,2013,6,2,2,0,1
"21671",350660,2014,3,1,0,1,1
"21672",350660,2015,2,0,1,0,1
"21673",350660,2016,1,1,0,0,0
"21674",350660,2017,2,1,0,0,1
"21675",350660,2018,1,0,0,0,1
"21676",350660,2019,3,0,0,3,0
"21677",350660,2020,4,2,0,1,1
"21678",350670,2014,1,1,0,0,0
"21679",350670,2015,1,0,1,0,0
"21680",350670,2018,2,2,0,0,0
"21681",350670,2019,4,2,0,2,0
"21682",350670,2020,2,1,0,0,1
"21683",350680,2012,1,0,0,0,0
"21684",350680,2013,1,0,0,1,0
"21685",350680,2014,1,0,0,0,1
"21686",350680,2020,1,0,1,0,0
"21687",350690,2012,1,0,0,0,1
"21688",350690,2015,2,1,0,0,1
"21689",350690,2017,2,0,1,0,1
"21690",350690,2019,1,0,0,0,1
"21691",350700,2012,4,1,1,0,2
"21692",350700,2013,4,1,1,1,1
"21693",350700,2014,3,0,0,1,2
"21694",350700,2015,5,2,1,0,2
"21695",350700,2016,5,2,1,0,2
"21696",350700,2017,5,1,0,0,4
"21697",350700,2018,3,1,1,0,1
"21698",350700,2019,5,2,1,0,1
"21699",350700,2020,4,1,1,1,1
"21700",350710,2012,1,0,1,0,0
"21701",350710,2014,3,2,0,0,1
"21702",350710,2016,4,1,1,1,1
"21703",350710,2017,4,3,0,1,0
"21704",350710,2018,1,0,1,0,0
"21705",350710,2019,4,1,2,0,1
"21706",350710,2020,2,1,0,1,0
"21707",350715,2012,2,1,0,0,1
"21708",350715,2013,1,0,0,0,1
"21709",350715,2015,1,0,0,0,1
"21710",350715,2018,2,0,1,1,0
"21711",350715,2020,1,0,0,0,1
"21712",350720,2015,1,0,0,1,0
"21713",350730,2014,1,0,1,0,0
"21714",350730,2017,1,0,0,0,1
"21715",350730,2018,1,0,0,0,1
"21716",350740,2012,1,0,0,0,1
"21717",350740,2013,1,0,0,1,0
"21718",350740,2014,1,0,1,0,0
"21719",350740,2017,1,1,0,0,0
"21720",350740,2020,3,2,0,0,1
"21721",350750,2012,11,1,1,1,4
"21722",350750,2013,4,1,1,0,1
"21723",350750,2014,9,3,1,2,1
"21724",350750,2015,14,2,3,1,8
"21725",350750,2016,10,5,0,0,4
"21726",350750,2017,9,3,2,2,2
"21727",350750,2018,10,4,2,0,4
"21728",350750,2019,6,1,1,1,3
"21729",350750,2020,7,3,2,0,2
"21730",350760,2012,10,2,3,1,2
"21731",350760,2013,12,4,3,1,4
"21732",350760,2014,12,3,1,2,6
"21733",350760,2015,19,6,3,3,5
"21734",350760,2016,14,7,0,1,5
"21735",350760,2017,10,0,4,0,6
"21736",350760,2018,19,10,3,2,4
"21737",350760,2019,18,5,0,7,6
"21738",350760,2020,10,3,2,1,4
"21739",350770,2018,2,1,0,0,1
"21740",350770,2020,1,0,0,0,1
"21741",350775,2012,1,0,0,0,1
"21742",350775,2018,2,0,0,1,1
"21743",350780,2012,2,2,0,0,0
"21744",350780,2014,2,0,1,1,0
"21745",350780,2015,2,0,0,0,2
"21746",350780,2016,1,1,0,0,0
"21747",350780,2017,3,2,1,0,0
"21748",350780,2018,2,1,1,0,0
"21749",350780,2019,1,0,0,0,1
"21750",350780,2020,3,2,0,0,1
"21751",350790,2012,3,1,1,0,1
"21752",350790,2015,1,1,0,0,0
"21753",350790,2017,3,2,0,0,1
"21754",350790,2020,7,6,0,0,1
"21755",350800,2013,2,2,0,0,0
"21756",350800,2014,1,1,0,0,0
"21757",350800,2015,3,1,1,0,1
"21758",350800,2017,2,1,0,0,1
"21759",350800,2018,3,2,0,0,1
"21760",350800,2019,3,1,1,0,1
"21761",350800,2020,4,0,0,2,2
"21762",350810,2012,2,1,0,0,1
"21763",350810,2015,1,0,1,0,0
"21764",350810,2017,3,0,0,0,3
"21765",350820,2015,1,1,0,0,0
"21766",350830,2012,1,1,0,0,0
"21767",350830,2016,1,0,0,1,0
"21768",350830,2018,2,0,1,1,0
"21769",350830,2019,1,1,0,0,0
"21770",350830,2020,1,1,0,0,0
"21771",350840,2012,3,3,0,0,0
"21772",350840,2013,2,1,0,0,1
"21773",350840,2014,2,1,1,0,0
"21774",350840,2015,5,2,0,2,1
"21775",350840,2016,6,2,0,1,3
"21776",350840,2017,4,0,1,2,1
"21777",350840,2018,4,1,1,0,2
"21778",350840,2019,5,2,1,2,0
"21779",350840,2020,2,0,0,0,2
"21780",350850,2012,6,3,1,1,1
"21781",350850,2013,6,4,0,1,1
"21782",350850,2014,12,2,2,7,1
"21783",350850,2015,6,3,0,2,1
"21784",350850,2016,6,4,2,0,0
"21785",350850,2017,6,2,1,0,3
"21786",350850,2018,5,3,0,0,1
"21787",350850,2019,7,2,2,2,1
"21788",350850,2020,13,5,3,1,2
"21789",350860,2012,3,2,0,0,1
"21790",350860,2013,1,0,0,0,1
"21791",350860,2014,3,1,1,0,1
"21792",350860,2015,1,1,0,0,0
"21793",350860,2016,9,4,1,1,2
"21794",350860,2017,4,0,1,1,1
"21795",350860,2018,2,1,0,0,1
"21796",350860,2019,1,0,0,1,0
"21797",350860,2020,1,1,0,0,0
"21798",350870,2013,1,0,1,0,0
"21799",350870,2014,1,1,0,0,0
"21800",350870,2015,1,0,0,0,0
"21801",350870,2016,2,0,1,0,1
"21802",350870,2019,1,0,0,0,1
"21803",350880,2012,2,0,2,0,0
"21804",350880,2013,3,0,1,0,1
"21805",350880,2014,2,1,0,1,0
"21806",350880,2015,2,1,0,1,0
"21807",350880,2016,3,2,0,0,1
"21808",350880,2017,1,1,0,0,0
"21809",350880,2018,1,1,0,0,0
"21810",350890,2014,1,1,0,0,0
"21811",350900,2012,7,1,4,0,1
"21812",350900,2013,9,2,4,1,0
"21813",350900,2014,14,4,2,1,1
"21814",350900,2015,13,3,2,3,4
"21815",350900,2016,8,3,1,0,2
"21816",350900,2017,13,8,0,2,2
"21817",350900,2018,14,3,0,0,10
"21818",350900,2019,7,3,1,2,1
"21819",350900,2020,9,6,0,1,2
"21820",350910,2018,1,0,0,0,1
"21821",350920,2012,7,3,2,0,2
"21822",350920,2013,7,2,1,2,1
"21823",350920,2014,5,2,2,1,0
"21824",350920,2015,8,3,4,0,1
"21825",350920,2016,7,4,0,0,3
"21826",350920,2017,10,3,2,1,4
"21827",350920,2018,13,1,4,2,6
"21828",350920,2019,11,3,3,0,5
"21829",350920,2020,5,0,0,1,3
"21830",350925,2012,5,1,1,1,2
"21831",350925,2013,6,2,0,1,3
"21832",350925,2014,9,7,1,1,0
"21833",350925,2015,8,0,4,1,3
"21834",350925,2016,4,3,0,0,1
"21835",350925,2017,4,1,0,1,1
"21836",350925,2018,3,1,0,0,2
"21837",350925,2019,2,0,0,1,1
"21838",350925,2020,2,0,1,0,1
"21839",350930,2012,3,1,2,0,0
"21840",350930,2013,3,2,0,0,1
"21841",350930,2014,2,1,0,0,1
"21842",350930,2016,1,1,0,0,0
"21843",350930,2017,1,0,1,0,0
"21844",350930,2019,1,0,0,0,1
"21845",350930,2020,1,0,0,1,0
"21846",350940,2012,3,0,1,1,1
"21847",350940,2013,3,0,1,2,0
"21848",350940,2014,2,0,0,0,1
"21849",350940,2016,1,1,0,0,0
"21850",350940,2017,4,1,1,1,0
"21851",350940,2018,1,1,0,0,0
"21852",350940,2019,2,0,0,0,0
"21853",350940,2020,3,2,0,1,0
"21854",350945,2013,1,0,0,0,1
"21855",350945,2015,1,0,1,0,0
"21856",350945,2018,1,0,0,0,1
"21857",350950,2012,48,16,6,11,12
"21858",350950,2013,74,28,9,12,23
"21859",350950,2014,76,33,11,10,20
"21860",350950,2015,78,22,17,13,25
"21861",350950,2016,75,32,10,12,18
"21862",350950,2017,68,21,14,9,21
"21863",350950,2018,65,21,10,10,22
"21864",350950,2019,41,16,8,4,8
"21865",350950,2020,50,17,12,6,11
"21866",350960,2012,7,2,1,2,1
"21867",350960,2013,10,3,1,2,4
"21868",350960,2014,4,0,1,0,2
"21869",350960,2015,12,5,0,4,3
"21870",350960,2016,8,2,2,0,3
"21871",350960,2017,7,2,3,1,1
"21872",350960,2018,7,4,0,2,1
"21873",350960,2019,5,2,2,1,0
"21874",350960,2020,6,3,0,1,2
"21875",350970,2012,6,3,1,0,2
"21876",350970,2013,10,5,3,1,1
"21877",350970,2014,8,4,1,1,2
"21878",350970,2015,13,6,2,3,1
"21879",350970,2016,3,1,2,0,0
"21880",350970,2017,5,0,2,2,1
"21881",350970,2018,2,1,1,0,0
"21882",350970,2019,3,2,0,1,0
"21883",350970,2020,4,2,2,0,0
"21884",350980,2014,2,2,0,0,0
"21885",350990,2012,1,0,1,0,0
"21886",350990,2013,1,0,0,1,0
"21887",350990,2014,1,1,0,0,0
"21888",350990,2015,2,2,0,0,0
"21889",350990,2016,5,1,2,0,2
"21890",350990,2017,1,0,0,0,1
"21891",350990,2019,1,1,0,0,0
"21892",350995,2015,1,1,0,0,0
"21893",350995,2016,2,0,1,1,0
"21894",351000,2012,2,0,0,2,0
"21895",351000,2013,3,1,0,1,1
"21896",351000,2014,3,1,1,0,1
"21897",351000,2015,1,0,0,0,1
"21898",351000,2016,2,1,1,0,0
"21899",351000,2017,3,0,1,1,1
"21900",351000,2018,4,1,1,0,1
"21901",351000,2019,4,2,0,0,2
"21902",351000,2020,3,0,0,0,3
"21903",351010,2013,1,0,0,1,0
"21904",351010,2017,1,0,0,1,0
"21905",351010,2020,1,0,0,0,1
"21906",351015,2012,1,1,0,0,0
"21907",351015,2013,1,1,0,0,0
"21908",351020,2012,6,2,0,1,3
"21909",351020,2013,7,2,2,2,1
"21910",351020,2014,4,1,2,0,1
"21911",351020,2015,8,3,1,1,3
"21912",351020,2016,5,2,0,1,2
"21913",351020,2017,9,4,1,1,3
"21914",351020,2018,2,1,0,0,1
"21915",351020,2019,3,2,0,0,1
"21916",351020,2020,4,2,1,1,0
"21917",351030,2012,2,1,1,0,0
"21918",351030,2014,1,0,0,0,1
"21919",351030,2015,4,3,0,1,0
"21920",351030,2017,2,1,1,0,0
"21921",351030,2018,1,1,0,0,0
"21922",351030,2019,1,1,0,0,0
"21923",351040,2012,8,2,1,2,1
"21924",351040,2013,3,1,0,0,1
"21925",351040,2014,3,0,0,0,2
"21926",351040,2015,3,2,1,0,0
"21927",351040,2016,5,1,1,1,0
"21928",351040,2017,5,1,2,2,0
"21929",351040,2018,4,1,1,0,2
"21930",351040,2019,2,1,1,0,0
"21931",351040,2020,5,2,2,1,0
"21932",351050,2012,10,4,2,2,1
"21933",351050,2013,15,4,2,0,9
"21934",351050,2014,15,5,4,1,5
"21935",351050,2015,19,6,2,4,7
"21936",351050,2016,14,4,3,1,6
"21937",351050,2017,12,4,3,2,3
"21938",351050,2018,9,2,1,3,3
"21939",351050,2019,13,4,3,1,3
"21940",351050,2020,12,3,5,3,1
"21941",351060,2012,49,5,9,8,17
"21942",351060,2013,43,16,7,4,10
"21943",351060,2014,39,7,11,4,10
"21944",351060,2015,48,13,7,6,17
"21945",351060,2016,50,13,13,4,17
"21946",351060,2017,41,12,4,12,12
"21947",351060,2018,33,8,7,5,12
"21948",351060,2019,43,16,7,6,12
"21949",351060,2020,37,13,6,8,8
"21950",351070,2012,1,0,1,0,0
"21951",351070,2015,1,0,1,0,0
"21952",351070,2018,1,0,0,0,1
"21953",351070,2019,1,1,0,0,0
"21954",351070,2020,2,0,0,2,0
"21955",351080,2012,3,1,1,0,1
"21956",351080,2013,2,0,0,1,1
"21957",351080,2014,3,2,0,0,1
"21958",351080,2015,1,0,0,0,1
"21959",351080,2016,2,0,1,0,1
"21960",351080,2017,4,1,1,0,1
"21961",351080,2018,3,2,0,0,0
"21962",351080,2019,1,1,0,0,0
"21963",351090,2013,1,0,0,1,0
"21964",351100,2014,3,1,0,0,2
"21965",351100,2015,1,1,0,0,0
"21966",351100,2017,3,1,0,1,1
"21967",351100,2018,3,2,0,1,0
"21968",351100,2019,1,0,1,0,0
"21969",351100,2020,2,2,0,0,0
"21970",351110,2012,7,2,0,1,3
"21971",351110,2013,5,0,2,0,2
"21972",351110,2014,5,2,2,0,1
"21973",351110,2015,8,1,1,0,4
"21974",351110,2016,5,2,1,0,2
"21975",351110,2017,7,1,1,0,4
"21976",351110,2018,3,1,1,1,0
"21977",351110,2019,8,2,3,1,1
"21978",351110,2020,2,0,0,1,1
"21979",351120,2012,1,0,0,0,1
"21980",351120,2013,2,1,0,0,1
"21981",351130,2014,1,1,0,0,0
"21982",351130,2017,1,0,0,1,0
"21983",351130,2019,3,2,1,0,0
"21984",351140,2012,2,0,0,0,1
"21985",351140,2013,3,2,0,0,0
"21986",351140,2016,2,0,0,0,2
"21987",351140,2017,4,2,0,1,1
"21988",351140,2019,2,0,1,0,1
"21989",351140,2020,1,0,0,1,0
"21990",351150,2012,3,1,1,0,1
"21991",351150,2013,6,3,0,1,2
"21992",351150,2014,3,0,1,0,2
"21993",351150,2015,1,0,0,0,1
"21994",351150,2016,6,2,2,1,1
"21995",351150,2017,2,0,0,2,0
"21996",351150,2018,3,2,0,1,0
"21997",351150,2019,3,1,1,0,1
"21998",351150,2020,2,2,0,0,0
"21999",351160,2013,1,0,0,0,1
"22000",351160,2014,2,1,0,0,1
"22001",351160,2015,5,1,0,1,2
"22002",351160,2016,4,3,1,0,0
"22003",351160,2017,2,1,0,1,0
"22004",351160,2018,1,1,0,0,0
"22005",351160,2020,1,1,0,0,0
"22006",351170,2012,1,0,0,0,1
"22007",351170,2013,1,0,1,0,0
"22008",351170,2014,1,0,1,0,0
"22009",351170,2015,2,1,1,0,0
"22010",351170,2017,1,0,0,0,1
"22011",351170,2018,2,2,0,0,0
"22012",351170,2019,1,0,0,1,0
"22013",351170,2020,1,0,0,1,0
"22014",351190,2012,2,0,0,2,0
"22015",351190,2013,1,0,0,0,1
"22016",351190,2015,1,0,0,1,0
"22017",351190,2016,1,0,1,0,0
"22018",351190,2019,2,2,0,0,0
"22019",351200,2014,2,1,0,1,0
"22020",351200,2015,1,0,1,0,0
"22021",351200,2016,1,0,0,0,1
"22022",351200,2017,1,0,0,0,1
"22023",351200,2019,2,0,0,1,0
"22024",351200,2020,5,1,1,1,2
"22025",351210,2014,1,0,0,0,1
"22026",351210,2015,1,1,0,0,0
"22027",351210,2017,1,0,0,0,1
"22028",351220,2012,1,0,1,0,0
"22029",351220,2013,2,1,0,1,0
"22030",351220,2014,3,1,0,1,1
"22031",351220,2015,4,0,1,1,2
"22032",351220,2016,2,1,0,0,1
"22033",351220,2017,6,2,0,1,1
"22034",351220,2018,1,0,1,0,0
"22035",351220,2019,7,2,0,1,4
"22036",351220,2020,1,0,0,1,0
"22037",351230,2012,2,0,0,0,1
"22038",351230,2013,1,1,0,0,0
"22039",351230,2014,3,0,1,1,0
"22040",351230,2015,2,0,1,0,1
"22041",351230,2016,1,0,1,0,0
"22042",351230,2017,1,0,0,0,1
"22043",351230,2019,1,0,0,0,1
"22044",351230,2020,3,0,1,1,1
"22045",351240,2012,2,1,0,0,0
"22046",351240,2013,2,0,1,1,0
"22047",351240,2015,1,0,0,0,1
"22048",351240,2016,1,1,0,0,0
"22049",351240,2017,1,1,0,0,0
"22050",351240,2018,1,0,0,0,1
"22051",351240,2019,3,1,1,0,1
"22052",351250,2012,1,1,0,0,0
"22053",351250,2015,1,0,0,0,1
"22054",351250,2016,1,0,1,0,0
"22055",351250,2017,1,1,0,0,0
"22056",351260,2019,1,0,1,0,0
"22057",351260,2020,1,1,0,0,0
"22058",351270,2019,1,0,0,1,0
"22059",351280,2012,5,2,2,1,0
"22060",351280,2013,7,1,2,0,3
"22061",351280,2014,4,1,0,1,1
"22062",351280,2015,1,1,0,0,0
"22063",351280,2016,4,0,0,2,2
"22064",351280,2017,5,1,3,1,0
"22065",351280,2018,4,4,0,0,0
"22066",351280,2019,1,1,0,0,0
"22067",351280,2020,3,2,0,1,0
"22068",351290,2016,1,1,0,0,0
"22069",351290,2017,2,0,0,1,0
"22070",351290,2020,1,0,0,0,1
"22071",351300,2012,32,7,3,6,12
"22072",351300,2013,22,8,2,0,11
"22073",351300,2014,24,4,4,7,6
"22074",351300,2015,27,5,10,4,7
"22075",351300,2016,25,10,3,2,9
"22076",351300,2017,18,6,2,4,4
"22077",351300,2018,23,8,2,3,9
"22078",351300,2019,21,6,3,4,8
"22079",351300,2020,47,4,0,0,1
"22080",351310,2013,3,1,0,0,2
"22081",351310,2014,1,0,0,1,0
"22082",351310,2015,2,1,0,0,1
"22083",351310,2016,2,1,0,0,1
"22084",351310,2017,1,0,0,0,1
"22085",351310,2018,3,1,0,0,2
"22086",351310,2019,4,3,0,0,1
"22087",351310,2020,1,0,0,0,1
"22088",351320,2013,1,0,0,0,1
"22089",351320,2015,2,1,0,1,0
"22090",351320,2018,1,0,0,1,0
"22091",351340,2012,9,1,2,2,2
"22092",351340,2013,9,4,1,2,2
"22093",351340,2014,11,6,2,1,2
"22094",351340,2015,7,3,0,3,1
"22095",351340,2016,9,5,2,0,2
"22096",351340,2017,7,4,1,1,1
"22097",351340,2018,10,4,3,1,2
"22098",351340,2019,3,1,1,1,0
"22099",351340,2020,8,4,2,2,0
"22100",351350,2012,15,7,4,2,2
"22101",351350,2013,10,5,1,3,1
"22102",351350,2014,10,4,1,0,5
"22103",351350,2015,17,4,1,2,9
"22104",351350,2016,12,5,1,1,5
"22105",351350,2017,11,6,0,2,2
"22106",351350,2018,17,9,2,2,4
"22107",351350,2019,9,1,4,0,4
"22108",351350,2020,10,4,3,0,2
"22109",351360,2012,3,1,2,0,0
"22110",351360,2013,2,0,0,1,0
"22111",351360,2015,3,2,0,0,1
"22112",351360,2016,3,2,0,1,0
"22113",351360,2017,3,1,1,0,0
"22114",351360,2018,5,3,0,2,0
"22115",351360,2019,5,0,2,1,1
"22116",351360,2020,1,0,0,1,0
"22117",351370,2012,4,1,0,1,1
"22118",351370,2013,2,1,0,0,1
"22119",351370,2014,1,0,1,0,0
"22120",351370,2015,4,1,1,0,2
"22121",351370,2016,2,0,0,0,2
"22122",351370,2017,2,1,0,0,1
"22123",351370,2019,2,1,0,0,1
"22124",351370,2020,1,1,0,0,0
"22125",351380,2012,33,10,7,5,8
"22126",351380,2013,32,8,7,6,8
"22127",351380,2014,37,14,9,3,7
"22128",351380,2015,48,18,6,7,15
"22129",351380,2016,44,20,6,2,14
"22130",351380,2017,36,12,5,4,10
"22131",351380,2018,31,14,6,4,5
"22132",351380,2019,30,8,9,5,8
"22133",351380,2020,21,6,4,3,8
"22134",351390,2012,1,1,0,0,0
"22135",351390,2013,1,0,1,0,0
"22136",351400,2020,2,0,0,1,1
"22137",351410,2012,3,0,2,0,1
"22138",351410,2013,2,0,0,0,1
"22139",351410,2014,1,0,0,0,1
"22140",351410,2015,1,1,0,0,0
"22141",351410,2017,2,1,0,0,0
"22142",351410,2018,2,0,0,1,1
"22143",351410,2019,2,1,0,1,0
"22144",351420,2015,1,0,1,0,0
"22145",351420,2019,1,1,0,0,0
"22146",351430,2013,1,0,0,0,0
"22147",351430,2015,1,1,0,0,0
"22148",351440,2012,2,1,0,0,0
"22149",351440,2013,6,3,1,0,1
"22150",351440,2014,2,0,0,0,1
"22151",351440,2015,7,0,2,2,2
"22152",351440,2016,2,0,1,0,1
"22153",351440,2017,1,0,0,0,0
"22154",351440,2018,4,2,1,0,1
"22155",351440,2019,2,1,0,0,0
"22156",351440,2020,4,1,0,1,1
"22157",351450,2012,1,0,0,1,0
"22158",351450,2013,1,0,0,1,0
"22159",351450,2015,2,1,0,1,0
"22160",351450,2017,1,0,1,0,0
"22161",351460,2014,1,0,1,0,0
"22162",351460,2015,1,0,1,0,0
"22163",351460,2016,1,0,0,1,0
"22164",351460,2017,1,0,0,0,1
"22165",351460,2019,1,0,0,0,1
"22166",351460,2020,1,0,1,0,0
"22167",351470,2012,1,0,0,0,1
"22168",351470,2013,1,1,0,0,0
"22169",351470,2014,1,0,1,0,0
"22170",351470,2016,1,1,0,0,0
"22171",351470,2017,2,0,1,1,0
"22172",351470,2019,1,1,0,0,0
"22173",351480,2012,1,0,0,0,0
"22174",351480,2013,4,0,0,1,3
"22175",351480,2014,2,0,0,0,2
"22176",351480,2015,2,1,1,0,0
"22177",351480,2016,2,0,0,2,0
"22178",351480,2017,2,0,0,0,2
"22179",351480,2020,3,2,1,0,0
"22180",351490,2013,1,0,0,1,0
"22181",351490,2014,2,0,1,0,1
"22182",351490,2015,1,0,0,1,0
"22183",351490,2016,1,1,0,0,0
"22184",351490,2018,3,1,0,0,2
"22185",351490,2019,3,1,2,0,0
"22186",351490,2020,4,0,1,1,2
"22187",351492,2012,2,0,1,1,0
"22188",351500,2012,34,15,1,4,8
"22189",351500,2013,27,9,3,8,6
"22190",351500,2014,42,13,9,6,11
"22191",351500,2015,24,10,6,2,3
"22192",351500,2016,35,10,11,5,7
"22193",351500,2017,29,5,7,3,10
"22194",351500,2018,23,6,6,7,3
"22195",351500,2019,32,8,6,7,11
"22196",351500,2020,23,5,7,2,7
"22197",351510,2012,6,0,0,1,5
"22198",351510,2013,12,2,1,3,6
"22199",351510,2014,4,1,1,1,1
"22200",351510,2015,13,4,4,0,5
"22201",351510,2016,4,1,1,1,1
"22202",351510,2017,5,1,0,0,4
"22203",351510,2018,4,0,0,1,3
"22204",351510,2019,5,1,0,1,3
"22205",351510,2020,4,2,1,0,1
"22206",351512,2012,1,0,1,0,0
"22207",351512,2016,2,0,0,0,2
"22208",351512,2017,1,1,0,0,0
"22209",351512,2020,1,1,0,0,0
"22210",351515,2012,2,0,0,0,1
"22211",351515,2013,3,0,1,2,0
"22212",351515,2014,4,1,0,0,3
"22213",351515,2015,5,2,2,0,1
"22214",351515,2016,2,0,1,0,0
"22215",351515,2018,3,0,2,0,1
"22216",351515,2019,1,0,0,1,0
"22217",351515,2020,5,1,0,2,2
"22218",351518,2013,1,0,0,0,1
"22219",351518,2014,2,0,1,1,0
"22220",351518,2015,3,1,2,0,0
"22221",351518,2016,4,2,0,1,1
"22222",351518,2018,3,1,2,0,0
"22223",351518,2019,3,0,1,1,1
