"codmunres","municipio","uf","regiao","ano","nascidos","obitos_fetais_totais","obitos_fetais_mais_22sem"
"230393","Choró","CE","Nordeste",2018,"235",0,0
"230393","Choró","CE","Nordeste",2019,"168",2,2
"230393","Choró","CE","Nordeste",2020,"141",2,2
"230395","Chorozinho","CE","Nordeste",2012,"279",4,3
"230395","Chorozinho","CE","Nordeste",2013,"300",8,6
"230395","Chorozinho","CE","Nordeste",2014,"307",3,2
"230395","Chorozinho","CE","Nordeste",2015,"291",2,2
"230395","Chorozinho","CE","Nordeste",2016,"263",0,0
"230395","Chorozinho","CE","Nordeste",2017,"235",1,1
"230395","Chorozinho","CE","Nordeste",2018,"313",4,4
"230395","Chorozinho","CE","Nordeste",2019,"312",3,3
"230395","Chorozinho","CE","Nordeste",2020,"270",4,4
"230400","Coreaú","CE","Nordeste",2012,"289",4,3
"230400","Coreaú","CE","Nordeste",2013,"284",3,2
"230400","Coreaú","CE","Nordeste",2014,"304",3,2
"230400","Coreaú","CE","Nordeste",2015,"248",5,5
"230400","Coreaú","CE","Nordeste",2016,"280",8,6
"230400","Coreaú","CE","Nordeste",2017,"268",1,1
"230400","Coreaú","CE","Nordeste",2018,"331",1,1
"230400","Coreaú","CE","Nordeste",2019,"303",2,2
"230400","Coreaú","CE","Nordeste",2020,"325",2,2
"230410","Crateús","CE","Nordeste",2012,"1047",8,7
"230410","Crateús","CE","Nordeste",2013,"939",16,15
"230410","Crateús","CE","Nordeste",2014,"1023",9,8
"230410","Crateús","CE","Nordeste",2015,"1095",6,6
"230410","Crateús","CE","Nordeste",2016,"954",12,8
"230410","Crateús","CE","Nordeste",2017,"913",11,11
"230410","Crateús","CE","Nordeste",2018,"1071",11,11
"230410","Crateús","CE","Nordeste",2019,"1100",10,9
"230410","Crateús","CE","Nordeste",2020,"981",10,10
"230420","Crato","CE","Nordeste",2012,"2130",34,27
"230420","Crato","CE","Nordeste",2013,"2049",22,20
"230420","Crato","CE","Nordeste",2014,"2230",27,21
"230420","Crato","CE","Nordeste",2015,"2168",30,26
"230420","Crato","CE","Nordeste",2016,"2143",25,23
"230420","Crato","CE","Nordeste",2017,"2138",38,29
"230420","Crato","CE","Nordeste",2018,"2266",29,27
"230420","Crato","CE","Nordeste",2019,"2212",24,21
"230420","Crato","CE","Nordeste",2020,"2101",25,19
"230423","Croatá","CE","Nordeste",2012,"222",9,9
"230423","Croatá","CE","Nordeste",2013,"204",1,1
"230423","Croatá","CE","Nordeste",2014,"233",2,2
"230423","Croatá","CE","Nordeste",2015,"244",3,2
"230423","Croatá","CE","Nordeste",2016,"192",4,4
"230423","Croatá","CE","Nordeste",2017,"187",1,1
"230423","Croatá","CE","Nordeste",2018,"225",3,3
"230423","Croatá","CE","Nordeste",2019,"265",1,1
"230423","Croatá","CE","Nordeste",2020,"256",2,1
"230425","Cruz","CE","Nordeste",2012,"339",4,4
"230425","Cruz","CE","Nordeste",2013,"351",6,5
"230425","Cruz","CE","Nordeste",2014,"339",6,5
"230425","Cruz","CE","Nordeste",2015,"384",6,5
"230425","Cruz","CE","Nordeste",2016,"415",6,6
"230425","Cruz","CE","Nordeste",2017,"412",8,7
"230425","Cruz","CE","Nordeste",2018,"481",4,4
"230425","Cruz","CE","Nordeste",2019,"498",4,4
"230425","Cruz","CE","Nordeste",2020,"440",6,4
"230426","Deputado Irapuan Pinheiro","CE","Nordeste",2012,"91",4,4
"230426","Deputado Irapuan Pinheiro","CE","Nordeste",2013,"85",0,0
"230426","Deputado Irapuan Pinheiro","CE","Nordeste",2014,"92",0,0
"230426","Deputado Irapuan Pinheiro","CE","Nordeste",2015,"89",3,2
"230426","Deputado Irapuan Pinheiro","CE","Nordeste",2016,"83",1,1
"230426","Deputado Irapuan Pinheiro","CE","Nordeste",2017,"88",1,1
"230426","Deputado Irapuan Pinheiro","CE","Nordeste",2018,"96",1,1
"230426","Deputado Irapuan Pinheiro","CE","Nordeste",2019,"87",1,1
"230426","Deputado Irapuan Pinheiro","CE","Nordeste",2020,"77",1,1
"230427","Ererê","CE","Nordeste",2012,"48",2,1
"230427","Ererê","CE","Nordeste",2013,"50",0,0
"230427","Ererê","CE","Nordeste",2014,"45",0,0
"230427","Ererê","CE","Nordeste",2015,"30",1,1
"230427","Ererê","CE","Nordeste",2016,"15",1,1
"230427","Ererê","CE","Nordeste",2017,"23",0,0
"230427","Ererê","CE","Nordeste",2018,"22",0,0
"230427","Ererê","CE","Nordeste",2019,"34",3,3
"230427","Ererê","CE","Nordeste",2020,"36",1,1
"230428","Eusébio","CE","Nordeste",2012,"884",4,4
"230428","Eusébio","CE","Nordeste",2013,"999",8,7
"230428","Eusébio","CE","Nordeste",2014,"1083",9,6
"230428","Eusébio","CE","Nordeste",2015,"1258",14,11
"230428","Eusébio","CE","Nordeste",2016,"1250",7,6
"230428","Eusébio","CE","Nordeste",2017,"1273",5,5
"230428","Eusébio","CE","Nordeste",2018,"1228",14,13
"230428","Eusébio","CE","Nordeste",2019,"1228",10,9
"230428","Eusébio","CE","Nordeste",2020,"1199",9,8
"230430","Farias Brito","CE","Nordeste",2012,"271",1,1
"230430","Farias Brito","CE","Nordeste",2013,"275",1,1
"230430","Farias Brito","CE","Nordeste",2014,"251",3,3
"230430","Farias Brito","CE","Nordeste",2015,"304",3,3
"230430","Farias Brito","CE","Nordeste",2016,"210",2,2
"230430","Farias Brito","CE","Nordeste",2017,"248",2,2
"230430","Farias Brito","CE","Nordeste",2018,"272",2,2
"230430","Farias Brito","CE","Nordeste",2019,"267",3,2
"230430","Farias Brito","CE","Nordeste",2020,"242",1,1
"230435","Forquilha","CE","Nordeste",2012,"307",3,2
"230435","Forquilha","CE","Nordeste",2013,"315",5,5
"230435","Forquilha","CE","Nordeste",2014,"317",4,3
"230435","Forquilha","CE","Nordeste",2015,"244",2,2
"230435","Forquilha","CE","Nordeste",2016,"265",5,4
"230435","Forquilha","CE","Nordeste",2017,"281",6,6
"230435","Forquilha","CE","Nordeste",2018,"340",3,3
"230435","Forquilha","CE","Nordeste",2019,"327",2,2
"230435","Forquilha","CE","Nordeste",2020,"331",3,3
"230440","Fortaleza","CE","Nordeste",2012,"37577",413,305
"230440","Fortaleza","CE","Nordeste",2013,"36822",387,293
"230440","Fortaleza","CE","Nordeste",2014,"38195",382,309
"230440","Fortaleza","CE","Nordeste",2015,"39512",429,362
"230440","Fortaleza","CE","Nordeste",2016,"37451",339,288
"230440","Fortaleza","CE","Nordeste",2017,"36718",341,282
"230440","Fortaleza","CE","Nordeste",2018,"35833",367,314
"230440","Fortaleza","CE","Nordeste",2019,"34957",332,276
"230440","Fortaleza","CE","Nordeste",2020,"32376",346,292
"230445","Fortim","CE","Nordeste",2012,"164",5,5
"230445","Fortim","CE","Nordeste",2013,"157",3,2
"230445","Fortim","CE","Nordeste",2014,"177",2,2
"230445","Fortim","CE","Nordeste",2015,"212",3,2
"230445","Fortim","CE","Nordeste",2016,"177",3,2
"230445","Fortim","CE","Nordeste",2017,"194",2,2
"230445","Fortim","CE","Nordeste",2018,"189",5,5
"230445","Fortim","CE","Nordeste",2019,"197",2,2
"230445","Fortim","CE","Nordeste",2020,"183",1,1
"230450","Frecheirinha","CE","Nordeste",2012,"225",5,5
"230450","Frecheirinha","CE","Nordeste",2013,"249",3,2
"230450","Frecheirinha","CE","Nordeste",2014,"259",5,4
"230450","Frecheirinha","CE","Nordeste",2015,"194",6,6
"230450","Frecheirinha","CE","Nordeste",2016,"207",1,1
"230450","Frecheirinha","CE","Nordeste",2017,"242",4,2
"230450","Frecheirinha","CE","Nordeste",2018,"272",5,5
"230450","Frecheirinha","CE","Nordeste",2019,"263",3,3
"230450","Frecheirinha","CE","Nordeste",2020,"274",5,4
"230460","General Sampaio","CE","Nordeste",2012,"97",0,0
"230460","General Sampaio","CE","Nordeste",2013,"76",1,1
"230460","General Sampaio","CE","Nordeste",2014,"87",0,0
"230460","General Sampaio","CE","Nordeste",2015,"86",2,1
"230460","General Sampaio","CE","Nordeste",2016,"88",1,0
"230460","General Sampaio","CE","Nordeste",2017,"107",1,0
"230460","General Sampaio","CE","Nordeste",2018,"120",1,1
"230460","General Sampaio","CE","Nordeste",2019,"109",0,0
"230460","General Sampaio","CE","Nordeste",2020,"108",0,0
"230465","Graça","CE","Nordeste",2012,"159",2,1
"230465","Graça","CE","Nordeste",2013,"175",3,2
"230465","Graça","CE","Nordeste",2014,"148",2,2
"230465","Graça","CE","Nordeste",2015,"137",2,2
"230465","Graça","CE","Nordeste",2016,"187",3,3
"230465","Graça","CE","Nordeste",2017,"159",3,1
"230465","Graça","CE","Nordeste",2018,"161",1,0
"230465","Graça","CE","Nordeste",2019,"170",0,0
"230465","Graça","CE","Nordeste",2020,"180",3,3
"230470","Granja","CE","Nordeste",2012,"744",9,7
"230470","Granja","CE","Nordeste",2013,"684",14,10
"230470","Granja","CE","Nordeste",2014,"737",11,10
"230470","Granja","CE","Nordeste",2015,"841",17,15
"230470","Granja","CE","Nordeste",2016,"729",10,6
"230470","Granja","CE","Nordeste",2017,"805",11,11
"230470","Granja","CE","Nordeste",2018,"877",7,6
"230470","Granja","CE","Nordeste",2019,"812",8,7
"230470","Granja","CE","Nordeste",2020,"785",19,14
"230480","Granjeiro","CE","Nordeste",2012,"62",0,0
"230480","Granjeiro","CE","Nordeste",2013,"75",0,0
"230480","Granjeiro","CE","Nordeste",2014,"52",2,2
"230480","Granjeiro","CE","Nordeste",2015,"58",0,0
"230480","Granjeiro","CE","Nordeste",2016,"63",1,1
"230480","Granjeiro","CE","Nordeste",2017,"72",1,1
"230480","Granjeiro","CE","Nordeste",2018,"77",3,3
"230480","Granjeiro","CE","Nordeste",2019,"73",0,0
"230480","Granjeiro","CE","Nordeste",2020,"73",0,0
"230490","Groaíras","CE","Nordeste",2012,"152",3,2
"230490","Groaíras","CE","Nordeste",2013,"120",2,2
"230490","Groaíras","CE","Nordeste",2014,"144",1,1
"230490","Groaíras","CE","Nordeste",2015,"98",0,0
"230490","Groaíras","CE","Nordeste",2016,"120",2,2
"230490","Groaíras","CE","Nordeste",2017,"119",1,0
"230490","Groaíras","CE","Nordeste",2018,"127",4,4
"230490","Groaíras","CE","Nordeste",2019,"164",0,0
"230490","Groaíras","CE","Nordeste",2020,"146",2,2
"230495","Guaiúba","CE","Nordeste",2012,"363",4,4
"230495","Guaiúba","CE","Nordeste",2013,"325",7,4
"230495","Guaiúba","CE","Nordeste",2014,"370",3,3
"230495","Guaiúba","CE","Nordeste",2015,"319",6,4
"230495","Guaiúba","CE","Nordeste",2016,"353",4,4
"230495","Guaiúba","CE","Nordeste",2017,"343",5,4
"230495","Guaiúba","CE","Nordeste",2018,"353",0,0
"230495","Guaiúba","CE","Nordeste",2019,"335",5,4
"230495","Guaiúba","CE","Nordeste",2020,"309",2,2
"230500","Guaraciaba do Norte","CE","Nordeste",2012,"614",14,13
"230500","Guaraciaba do Norte","CE","Nordeste",2013,"579",9,7
"230500","Guaraciaba do Norte","CE","Nordeste",2014,"593",6,5
"230500","Guaraciaba do Norte","CE","Nordeste",2015,"607",10,8
"230500","Guaraciaba do Norte","CE","Nordeste",2016,"626",8,8
"230500","Guaraciaba do Norte","CE","Nordeste",2017,"680",12,11
"230500","Guaraciaba do Norte","CE","Nordeste",2018,"690",7,7
"230500","Guaraciaba do Norte","CE","Nordeste",2019,"693",15,13
"230500","Guaraciaba do Norte","CE","Nordeste",2020,"659",8,8
"230510","Guaramiranga","CE","Nordeste",2012,"95",3,2
"230510","Guaramiranga","CE","Nordeste",2013,"76",1,1
"230510","Guaramiranga","CE","Nordeste",2014,"82",3,3
"230510","Guaramiranga","CE","Nordeste",2015,"73",3,2
"230510","Guaramiranga","CE","Nordeste",2016,"75",1,1
"230510","Guaramiranga","CE","Nordeste",2017,"77",2,2
"230510","Guaramiranga","CE","Nordeste",2018,"88",0,0
"230510","Guaramiranga","CE","Nordeste",2019,"67",1,1
"230510","Guaramiranga","CE","Nordeste",2020,"76",1,1
"230520","Hidrolândia","CE","Nordeste",2012,"232",2,2
"230520","Hidrolândia","CE","Nordeste",2013,"231",1,0
"230520","Hidrolândia","CE","Nordeste",2014,"202",3,2
"230520","Hidrolândia","CE","Nordeste",2015,"204",6,6
"230520","Hidrolândia","CE","Nordeste",2016,"181",2,2
"230520","Hidrolândia","CE","Nordeste",2017,"205",1,1
"230520","Hidrolândia","CE","Nordeste",2018,"273",0,0
"230520","Hidrolândia","CE","Nordeste",2019,"255",3,3
"230520","Hidrolândia","CE","Nordeste",2020,"240",1,1
"230523","Horizonte","CE","Nordeste",2012,"1048",12,10
"230523","Horizonte","CE","Nordeste",2013,"1025",14,13
"230523","Horizonte","CE","Nordeste",2014,"1207",14,14
"230523","Horizonte","CE","Nordeste",2015,"1288",18,15
"230523","Horizonte","CE","Nordeste",2016,"1118",11,10
"230523","Horizonte","CE","Nordeste",2017,"1238",17,15
"230523","Horizonte","CE","Nordeste",2018,"1283",15,13
"230523","Horizonte","CE","Nordeste",2019,"1220",12,12
"230523","Horizonte","CE","Nordeste",2020,"1134",8,8
"230526","Ibaretama","CE","Nordeste",2012,"197",2,2
"230526","Ibaretama","CE","Nordeste",2013,"182",2,2
"230526","Ibaretama","CE","Nordeste",2014,"208",5,4
"230526","Ibaretama","CE","Nordeste",2015,"204",2,2
"230526","Ibaretama","CE","Nordeste",2016,"213",2,1
"230526","Ibaretama","CE","Nordeste",2017,"193",3,2
"230526","Ibaretama","CE","Nordeste",2018,"204",1,1
"230526","Ibaretama","CE","Nordeste",2019,"203",3,3
"230526","Ibaretama","CE","Nordeste",2020,"182",3,2
"230530","Ibiapina","CE","Nordeste",2012,"340",8,8
"230530","Ibiapina","CE","Nordeste",2013,"346",2,2
"230530","Ibiapina","CE","Nordeste",2014,"331",2,2
"230530","Ibiapina","CE","Nordeste",2015,"368",9,9
"230530","Ibiapina","CE","Nordeste",2016,"360",6,5
"230530","Ibiapina","CE","Nordeste",2017,"346",7,7
"230530","Ibiapina","CE","Nordeste",2018,"385",6,6
"230530","Ibiapina","CE","Nordeste",2019,"376",4,3
"230530","Ibiapina","CE","Nordeste",2020,"383",2,2
"230533","Ibicuitinga","CE","Nordeste",2012,"148",1,1
"230533","Ibicuitinga","CE","Nordeste",2013,"197",1,0
"230533","Ibicuitinga","CE","Nordeste",2014,"156",2,2
"230533","Ibicuitinga","CE","Nordeste",2015,"158",3,3
"230533","Ibicuitinga","CE","Nordeste",2016,"141",4,4
"230533","Ibicuitinga","CE","Nordeste",2017,"156",0,0
"230533","Ibicuitinga","CE","Nordeste",2018,"149",1,1
"230533","Ibicuitinga","CE","Nordeste",2019,"149",0,0
"230533","Ibicuitinga","CE","Nordeste",2020,"131",1,1
"230535","Icapuí","CE","Nordeste",2012,"218",4,4
"230535","Icapuí","CE","Nordeste",2013,"232",0,0
"230535","Icapuí","CE","Nordeste",2014,"260",2,1
"230535","Icapuí","CE","Nordeste",2015,"268",4,4
"230535","Icapuí","CE","Nordeste",2016,"244",3,2
"230535","Icapuí","CE","Nordeste",2017,"269",2,2
"230535","Icapuí","CE","Nordeste",2018,"228",4,4
"230535","Icapuí","CE","Nordeste",2019,"245",2,2
"230535","Icapuí","CE","Nordeste",2020,"265",0,0
"230540","Icó","CE","Nordeste",2012,"882",22,20
"230540","Icó","CE","Nordeste",2013,"878",14,12
"230540","Icó","CE","Nordeste",2014,"953",18,18
"230540","Icó","CE","Nordeste",2015,"903",13,13
"230540","Icó","CE","Nordeste",2016,"841",12,10
"230540","Icó","CE","Nordeste",2017,"904",16,14
"230540","Icó","CE","Nordeste",2018,"897",12,12
"230540","Icó","CE","Nordeste",2019,"893",9,9
"230540","Icó","CE","Nordeste",2020,"832",9,8
"230550","Iguatu","CE","Nordeste",2012,"1392",21,21
"230550","Iguatu","CE","Nordeste",2013,"1265",15,13
"230550","Iguatu","CE","Nordeste",2014,"1392",23,21
"230550","Iguatu","CE","Nordeste",2015,"1391",18,13
"230550","Iguatu","CE","Nordeste",2016,"1256",19,19
"230550","Iguatu","CE","Nordeste",2017,"1288",17,15
"230550","Iguatu","CE","Nordeste",2018,"1409",14,12
"230550","Iguatu","CE","Nordeste",2019,"1368",8,8
"230550","Iguatu","CE","Nordeste",2020,"1340",16,15
"230560","Independência","CE","Nordeste",2012,"312",8,7
"230560","Independência","CE","Nordeste",2013,"262",3,2
"230560","Independência","CE","Nordeste",2014,"308",2,1
"230560","Independência","CE","Nordeste",2015,"292",1,1
"230560","Independência","CE","Nordeste",2016,"260",2,2
"230560","Independência","CE","Nordeste",2017,"296",2,1
"230560","Independência","CE","Nordeste",2018,"323",4,4
"230560","Independência","CE","Nordeste",2019,"267",7,7
"230560","Independência","CE","Nordeste",2020,"301",4,3
"230565","Ipaporanga","CE","Nordeste",2012,"132",4,4
"230565","Ipaporanga","CE","Nordeste",2013,"134",4,4
"230565","Ipaporanga","CE","Nordeste",2014,"138",1,1
"230565","Ipaporanga","CE","Nordeste",2015,"160",6,6
"230565","Ipaporanga","CE","Nordeste",2016,"140",3,3
"230565","Ipaporanga","CE","Nordeste",2017,"151",0,0
"230565","Ipaporanga","CE","Nordeste",2018,"152",1,0
"230565","Ipaporanga","CE","Nordeste",2019,"146",1,1
"230565","Ipaporanga","CE","Nordeste",2020,"129",1,1
"230570","Ipaumirim","CE","Nordeste",2012,"139",4,4
"230570","Ipaumirim","CE","Nordeste",2013,"140",2,2
"230570","Ipaumirim","CE","Nordeste",2014,"155",2,1
"230570","Ipaumirim","CE","Nordeste",2015,"135",5,4
"230570","Ipaumirim","CE","Nordeste",2016,"125",1,1
"230570","Ipaumirim","CE","Nordeste",2017,"158",2,2
"230570","Ipaumirim","CE","Nordeste",2018,"132",1,1
"230570","Ipaumirim","CE","Nordeste",2019,"147",2,2
"230570","Ipaumirim","CE","Nordeste",2020,"116",0,0
"230580","Ipu","CE","Nordeste",2012,"571",3,2
"230580","Ipu","CE","Nordeste",2013,"563",5,2
"230580","Ipu","CE","Nordeste",2014,"556",7,6
"230580","Ipu","CE","Nordeste",2015,"570",6,5
"230580","Ipu","CE","Nordeste",2016,"555",8,6
"230580","Ipu","CE","Nordeste",2017,"585",3,3
"230580","Ipu","CE","Nordeste",2018,"670",6,6
"230580","Ipu","CE","Nordeste",2019,"671",6,5
"230580","Ipu","CE","Nordeste",2020,"692",3,3
"230590","Ipueiras","CE","Nordeste",2012,"496",9,6
"230590","Ipueiras","CE","Nordeste",2013,"470",4,3
"230590","Ipueiras","CE","Nordeste",2014,"465",8,7
"230590","Ipueiras","CE","Nordeste",2015,"482",6,5
"230590","Ipueiras","CE","Nordeste",2016,"453",6,6
"230590","Ipueiras","CE","Nordeste",2017,"485",7,6
"230590","Ipueiras","CE","Nordeste",2018,"527",9,7
"230590","Ipueiras","CE","Nordeste",2019,"483",11,10
"230590","Ipueiras","CE","Nordeste",2020,"523",5,4
"230600","Iracema","CE","Nordeste",2012,"180",4,3
"230600","Iracema","CE","Nordeste",2013,"156",2,2
"230600","Iracema","CE","Nordeste",2014,"185",2,1
"230600","Iracema","CE","Nordeste",2015,"189",2,2
"230600","Iracema","CE","Nordeste",2016,"182",0,0
"230600","Iracema","CE","Nordeste",2017,"155",2,2
"230600","Iracema","CE","Nordeste",2018,"150",3,1
"230600","Iracema","CE","Nordeste",2019,"177",4,3
"230600","Iracema","CE","Nordeste",2020,"170",1,1
"230610","Irauçuba","CE","Nordeste",2012,"383",7,7
"230610","Irauçuba","CE","Nordeste",2013,"312",5,5
"230610","Irauçuba","CE","Nordeste",2014,"355",7,6
"230610","Irauçuba","CE","Nordeste",2015,"297",4,4
"230610","Irauçuba","CE","Nordeste",2016,"304",4,4
"230610","Irauçuba","CE","Nordeste",2017,"288",4,3
"230610","Irauçuba","CE","Nordeste",2018,"357",3,2
"230610","Irauçuba","CE","Nordeste",2019,"360",7,7
"230610","Irauçuba","CE","Nordeste",2020,"365",2,2
"230620","Itaiçaba","CE","Nordeste",2012,"76",1,0
"230620","Itaiçaba","CE","Nordeste",2013,"75",2,1
"230620","Itaiçaba","CE","Nordeste",2014,"101",1,1
"230620","Itaiçaba","CE","Nordeste",2015,"96",3,3
"230620","Itaiçaba","CE","Nordeste",2016,"97",1,1
"230620","Itaiçaba","CE","Nordeste",2017,"87",0,0
"230620","Itaiçaba","CE","Nordeste",2018,"91",1,1
"230620","Itaiçaba","CE","Nordeste",2019,"92",2,2
"230620","Itaiçaba","CE","Nordeste",2020,"91",3,2
"230625","Itaitinga","CE","Nordeste",2012,"425",5,4
"230625","Itaitinga","CE","Nordeste",2013,"490",2,1
"230625","Itaitinga","CE","Nordeste",2014,"455",8,7
"230625","Itaitinga","CE","Nordeste",2015,"570",7,5
"230625","Itaitinga","CE","Nordeste",2016,"624",4,4
"230625","Itaitinga","CE","Nordeste",2017,"611",3,2
"230625","Itaitinga","CE","Nordeste",2018,"696",9,7
"230625","Itaitinga","CE","Nordeste",2019,"673",3,3
"230625","Itaitinga","CE","Nordeste",2020,"702",8,7
"230630","Itapajé","CE","Nordeste",2012,"777",13,11
"230630","Itapajé","CE","Nordeste",2013,"703",8,7
"230630","Itapajé","CE","Nordeste",2014,"775",10,10
"230630","Itapajé","CE","Nordeste",2015,"760",12,11
"230630","Itapajé","CE","Nordeste",2016,"702",10,9
"230630","Itapajé","CE","Nordeste",2017,"722",12,11
"230630","Itapajé","CE","Nordeste",2018,"717",7,6
"230630","Itapajé","CE","Nordeste",2019,"780",8,8
"230630","Itapajé","CE","Nordeste",2020,"659",11,9
"230640","Itapipoca","CE","Nordeste",2012,"2032",30,25
"230640","Itapipoca","CE","Nordeste",2013,"1988",27,17
"230640","Itapipoca","CE","Nordeste",2014,"2079",26,24
"230640","Itapipoca","CE","Nordeste",2015,"2163",20,16
"230640","Itapipoca","CE","Nordeste",2016,"1988",22,19
"230640","Itapipoca","CE","Nordeste",2017,"2018",21,17
"230640","Itapipoca","CE","Nordeste",2018,"2245",29,28
"230640","Itapipoca","CE","Nordeste",2019,"2206",26,24
"230640","Itapipoca","CE","Nordeste",2020,"2073",26,21
"230650","Itapiúna","CE","Nordeste",2012,"251",2,2
"230650","Itapiúna","CE","Nordeste",2013,"230",7,5
"230650","Itapiúna","CE","Nordeste",2014,"231",5,4
"230650","Itapiúna","CE","Nordeste",2015,"280",1,0
"230650","Itapiúna","CE","Nordeste",2016,"225",3,2
"230650","Itapiúna","CE","Nordeste",2017,"226",5,2
"230650","Itapiúna","CE","Nordeste",2018,"222",7,6
"230650","Itapiúna","CE","Nordeste",2019,"222",5,4
"230650","Itapiúna","CE","Nordeste",2020,"203",3,3
"230655","Itarema","CE","Nordeste",2012,"671",8,7
"230655","Itarema","CE","Nordeste",2013,"623",4,4
"230655","Itarema","CE","Nordeste",2014,"620",5,5
"230655","Itarema","CE","Nordeste",2015,"671",10,9
"230655","Itarema","CE","Nordeste",2016,"627",6,4
"230655","Itarema","CE","Nordeste",2017,"724",9,7
"230655","Itarema","CE","Nordeste",2018,"720",5,5
"230655","Itarema","CE","Nordeste",2019,"711",12,9
"230655","Itarema","CE","Nordeste",2020,"793",9,9
"230660","Itatira","CE","Nordeste",2012,"310",2,2
"230660","Itatira","CE","Nordeste",2013,"259",4,2
"230660","Itatira","CE","Nordeste",2014,"304",4,3
"230660","Itatira","CE","Nordeste",2015,"327",4,3
"230660","Itatira","CE","Nordeste",2016,"277",5,5
"230660","Itatira","CE","Nordeste",2017,"304",9,8
"230660","Itatira","CE","Nordeste",2018,"324",2,2
"230660","Itatira","CE","Nordeste",2019,"328",7,3
"230660","Itatira","CE","Nordeste",2020,"319",4,2
"230670","Jaguaretama","CE","Nordeste",2012,"238",2,2
"230670","Jaguaretama","CE","Nordeste",2013,"188",1,1
"230670","Jaguaretama","CE","Nordeste",2014,"174",3,2
"230670","Jaguaretama","CE","Nordeste",2015,"195",0,0
"230670","Jaguaretama","CE","Nordeste",2016,"169",2,2
"230670","Jaguaretama","CE","Nordeste",2017,"186",3,3
"230670","Jaguaretama","CE","Nordeste",2018,"236",4,4
"230670","Jaguaretama","CE","Nordeste",2019,"215",3,3
"230670","Jaguaretama","CE","Nordeste",2020,"225",1,1
"230680","Jaguaribara","CE","Nordeste",2012,"131",1,1
"230680","Jaguaribara","CE","Nordeste",2013,"142",0,0
"230680","Jaguaribara","CE","Nordeste",2014,"148",0,0
"230680","Jaguaribara","CE","Nordeste",2015,"159",2,2
"230680","Jaguaribara","CE","Nordeste",2016,"145",2,2
"230680","Jaguaribara","CE","Nordeste",2017,"137",0,0
"230680","Jaguaribara","CE","Nordeste",2018,"162",4,3
"230680","Jaguaribara","CE","Nordeste",2019,"143",4,2
"230680","Jaguaribara","CE","Nordeste",2020,"137",1,1
"230690","Jaguaribe","CE","Nordeste",2012,"449",9,8
"230690","Jaguaribe","CE","Nordeste",2013,"454",11,9
"230690","Jaguaribe","CE","Nordeste",2014,"514",1,1
"230690","Jaguaribe","CE","Nordeste",2015,"480",10,9
"230690","Jaguaribe","CE","Nordeste",2016,"392",5,1
"230690","Jaguaribe","CE","Nordeste",2017,"487",3,2
"230690","Jaguaribe","CE","Nordeste",2018,"481",6,6
"230690","Jaguaribe","CE","Nordeste",2019,"459",7,6
"230690","Jaguaribe","CE","Nordeste",2020,"451",1,1
"230700","Jaguaruana","CE","Nordeste",2012,"439",6,3
"230700","Jaguaruana","CE","Nordeste",2013,"419",7,5
"230700","Jaguaruana","CE","Nordeste",2014,"389",5,4
"230700","Jaguaruana","CE","Nordeste",2015,"418",6,6
"230700","Jaguaruana","CE","Nordeste",2016,"440",5,5
"230700","Jaguaruana","CE","Nordeste",2017,"406",3,2
"230700","Jaguaruana","CE","Nordeste",2018,"414",3,3
"230700","Jaguaruana","CE","Nordeste",2019,"370",0,0
"230700","Jaguaruana","CE","Nordeste",2020,"353",4,2
"230710","Jardim","CE","Nordeste",2012,"431",11,8
"230710","Jardim","CE","Nordeste",2013,"453",2,2
"230710","Jardim","CE","Nordeste",2014,"438",8,8
"230710","Jardim","CE","Nordeste",2015,"493",7,5
"230710","Jardim","CE","Nordeste",2016,"450",6,6
"230710","Jardim","CE","Nordeste",2017,"440",2,2
"230710","Jardim","CE","Nordeste",2018,"408",0,0
"230710","Jardim","CE","Nordeste",2019,"415",7,6
"230710","Jardim","CE","Nordeste",2020,"444",3,3
"230720","Jati","CE","Nordeste",2012,"114",2,0
"230720","Jati","CE","Nordeste",2013,"106",2,1
"230720","Jati","CE","Nordeste",2014,"118",1,1
"230720","Jati","CE","Nordeste",2015,"130",0,0
"230720","Jati","CE","Nordeste",2016,"142",3,3
"230720","Jati","CE","Nordeste",2017,"131",1,1
"230720","Jati","CE","Nordeste",2018,"123",1,1
"230720","Jati","CE","Nordeste",2019,"132",0,0
"230720","Jati","CE","Nordeste",2020,"119",1,1
"230725","Jijoca de Jericoacoara","CE","Nordeste",2012,"246",4,3
"230725","Jijoca de Jericoacoara","CE","Nordeste",2013,"290",1,1
"230725","Jijoca de Jericoacoara","CE","Nordeste",2014,"290",2,2
"230725","Jijoca de Jericoacoara","CE","Nordeste",2015,"278",5,3
"230725","Jijoca de Jericoacoara","CE","Nordeste",2016,"306",0,0
"230725","Jijoca de Jericoacoara","CE","Nordeste",2017,"355",4,2
"230725","Jijoca de Jericoacoara","CE","Nordeste",2018,"432",4,4
"230725","Jijoca de Jericoacoara","CE","Nordeste",2019,"417",5,5
"230725","Jijoca de Jericoacoara","CE","Nordeste",2020,"392",6,6
"230730","Juazeiro do Norte","CE","Nordeste",2012,"4106",44,38
"230730","Juazeiro do Norte","CE","Nordeste",2013,"4135",28,23
"230730","Juazeiro do Norte","CE","Nordeste",2014,"4159",32,28
"230730","Juazeiro do Norte","CE","Nordeste",2015,"4177",56,51
