"codmunres","municipio","uf","regiao","ano","nascidos","obitos_fetais_totais","obitos_fetais_mais_22sem"
"310520","Bandeira","MG","Sudeste",2019,"39",0,0
"310520","Bandeira","MG","Sudeste",2020,"51",0,0
"310530","Bandeira do Sul","MG","Sudeste",2012,"72",0,0
"310530","Bandeira do Sul","MG","Sudeste",2013,"78",0,0
"310530","Bandeira do Sul","MG","Sudeste",2014,"60",0,0
"310530","Bandeira do Sul","MG","Sudeste",2015,"63",1,1
"310530","Bandeira do Sul","MG","Sudeste",2016,"49",0,0
"310530","Bandeira do Sul","MG","Sudeste",2017,"68",1,0
"310530","Bandeira do Sul","MG","Sudeste",2018,"79",1,1
"310530","Bandeira do Sul","MG","Sudeste",2019,"73",1,1
"310530","Bandeira do Sul","MG","Sudeste",2020,"75",0,0
"310540","Barão de Cocais","MG","Sudeste",2012,"372",6,3
"310540","Barão de Cocais","MG","Sudeste",2013,"419",4,3
"310540","Barão de Cocais","MG","Sudeste",2014,"463",7,7
"310540","Barão de Cocais","MG","Sudeste",2015,"453",2,2
"310540","Barão de Cocais","MG","Sudeste",2016,"407",5,5
"310540","Barão de Cocais","MG","Sudeste",2017,"371",4,4
"310540","Barão de Cocais","MG","Sudeste",2018,"354",5,3
"310540","Barão de Cocais","MG","Sudeste",2019,"401",10,6
"310540","Barão de Cocais","MG","Sudeste",2020,"351",1,1
"310550","Barão de Monte Alto","MG","Sudeste",2012,"66",0,0
"310550","Barão de Monte Alto","MG","Sudeste",2013,"30",0,0
"310550","Barão de Monte Alto","MG","Sudeste",2014,"46",4,4
"310550","Barão de Monte Alto","MG","Sudeste",2015,"60",0,0
"310550","Barão de Monte Alto","MG","Sudeste",2016,"46",1,1
"310550","Barão de Monte Alto","MG","Sudeste",2017,"39",1,1
"310550","Barão de Monte Alto","MG","Sudeste",2018,"49",1,1
"310550","Barão de Monte Alto","MG","Sudeste",2019,"39",0,0
"310550","Barão de Monte Alto","MG","Sudeste",2020,"37",1,0
"310560","Barbacena","MG","Sudeste",2012,"1431",11,8
"310560","Barbacena","MG","Sudeste",2013,"1469",11,7
"310560","Barbacena","MG","Sudeste",2014,"1478",16,11
"310560","Barbacena","MG","Sudeste",2015,"1502",18,15
"310560","Barbacena","MG","Sudeste",2016,"1365",9,7
"310560","Barbacena","MG","Sudeste",2017,"1370",9,8
"310560","Barbacena","MG","Sudeste",2018,"1486",17,13
"310560","Barbacena","MG","Sudeste",2019,"1410",10,10
"310560","Barbacena","MG","Sudeste",2020,"1407",21,16
"310570","Barra Longa","MG","Sudeste",2012,"65",0,0
"310570","Barra Longa","MG","Sudeste",2013,"45",1,1
"310570","Barra Longa","MG","Sudeste",2014,"51",1,1
"310570","Barra Longa","MG","Sudeste",2015,"36",1,1
"310570","Barra Longa","MG","Sudeste",2016,"57",0,0
"310570","Barra Longa","MG","Sudeste",2017,"52",1,1
"310570","Barra Longa","MG","Sudeste",2018,"39",0,0
"310570","Barra Longa","MG","Sudeste",2019,"49",1,1
"310570","Barra Longa","MG","Sudeste",2020,"54",0,0
"310590","Barroso","MG","Sudeste",2012,"293",7,7
"310590","Barroso","MG","Sudeste",2013,"259",4,4
"310590","Barroso","MG","Sudeste",2014,"255",0,0
"310590","Barroso","MG","Sudeste",2015,"259",2,2
"310590","Barroso","MG","Sudeste",2016,"228",3,1
"310590","Barroso","MG","Sudeste",2017,"238",1,1
"310590","Barroso","MG","Sudeste",2018,"238",1,1
"310590","Barroso","MG","Sudeste",2019,"258",2,2
"310590","Barroso","MG","Sudeste",2020,"214",3,3
"310600","Bela Vista de Minas","MG","Sudeste",2012,"126",4,3
"310600","Bela Vista de Minas","MG","Sudeste",2013,"124",1,1
"310600","Bela Vista de Minas","MG","Sudeste",2014,"139",1,0
"310600","Bela Vista de Minas","MG","Sudeste",2015,"130",2,1
"310600","Bela Vista de Minas","MG","Sudeste",2016,"132",4,3
"310600","Bela Vista de Minas","MG","Sudeste",2017,"119",2,2
"310600","Bela Vista de Minas","MG","Sudeste",2018,"139",1,0
"310600","Bela Vista de Minas","MG","Sudeste",2019,"110",5,5
"310600","Bela Vista de Minas","MG","Sudeste",2020,"98",1,1
"310610","Belmiro Braga","MG","Sudeste",2012,"42",1,1
"310610","Belmiro Braga","MG","Sudeste",2013,"34",1,1
"310610","Belmiro Braga","MG","Sudeste",2014,"34",0,0
"310610","Belmiro Braga","MG","Sudeste",2015,"31",1,1
"310610","Belmiro Braga","MG","Sudeste",2016,"27",1,1
"310610","Belmiro Braga","MG","Sudeste",2017,"30",0,0
"310610","Belmiro Braga","MG","Sudeste",2018,"34",1,1
"310610","Belmiro Braga","MG","Sudeste",2019,"19",0,0
"310610","Belmiro Braga","MG","Sudeste",2020,"27",0,0
"310620","Belo Horizonte","MG","Sudeste",2012,"32124",337,265
"310620","Belo Horizonte","MG","Sudeste",2013,"31381",324,260
"310620","Belo Horizonte","MG","Sudeste",2014,"31732",328,242
"310620","Belo Horizonte","MG","Sudeste",2015,"32080",321,270
"310620","Belo Horizonte","MG","Sudeste",2016,"29648",264,228
"310620","Belo Horizonte","MG","Sudeste",2017,"30144",291,235
"310620","Belo Horizonte","MG","Sudeste",2018,"29813",300,243
"310620","Belo Horizonte","MG","Sudeste",2019,"28610",286,243
"310620","Belo Horizonte","MG","Sudeste",2020,"26281",304,248
"310630","Belo Oriente","MG","Sudeste",2012,"357",4,3
"310630","Belo Oriente","MG","Sudeste",2013,"346",2,1
"310630","Belo Oriente","MG","Sudeste",2014,"340",0,0
"310630","Belo Oriente","MG","Sudeste",2015,"345",6,6
"310630","Belo Oriente","MG","Sudeste",2016,"316",0,0
"310630","Belo Oriente","MG","Sudeste",2017,"304",3,3
"310630","Belo Oriente","MG","Sudeste",2018,"331",1,1
"310630","Belo Oriente","MG","Sudeste",2019,"353",2,1
"310630","Belo Oriente","MG","Sudeste",2020,"299",2,2
"310640","Belo Vale","MG","Sudeste",2012,"81",0,0
"310640","Belo Vale","MG","Sudeste",2013,"87",2,2
"310640","Belo Vale","MG","Sudeste",2014,"90",0,0
"310640","Belo Vale","MG","Sudeste",2015,"92",2,2
"310640","Belo Vale","MG","Sudeste",2016,"97",0,0
"310640","Belo Vale","MG","Sudeste",2017,"109",2,2
"310640","Belo Vale","MG","Sudeste",2018,"90",2,2
"310640","Belo Vale","MG","Sudeste",2019,"93",1,1
"310640","Belo Vale","MG","Sudeste",2020,"104",0,0
"310650","Berilo","MG","Sudeste",2012,"102",3,3
"310650","Berilo","MG","Sudeste",2013,"96",3,1
"310650","Berilo","MG","Sudeste",2014,"117",5,4
"310650","Berilo","MG","Sudeste",2015,"89",0,0
"310650","Berilo","MG","Sudeste",2016,"85",2,2
"310650","Berilo","MG","Sudeste",2017,"84",2,2
"310650","Berilo","MG","Sudeste",2018,"88",0,0
"310650","Berilo","MG","Sudeste",2019,"99",1,1
"310650","Berilo","MG","Sudeste",2020,"75",1,1
"310660","Bertópolis","MG","Sudeste",2012,"98",1,1
"310660","Bertópolis","MG","Sudeste",2013,"89",2,2
"310660","Bertópolis","MG","Sudeste",2014,"96",2,1
"310660","Bertópolis","MG","Sudeste",2015,"93",1,0
"310660","Bertópolis","MG","Sudeste",2016,"73",1,1
"310660","Bertópolis","MG","Sudeste",2017,"83",2,2
"310660","Bertópolis","MG","Sudeste",2018,"93",2,2
"310660","Bertópolis","MG","Sudeste",2019,"76",1,1
"310660","Bertópolis","MG","Sudeste",2020,"74",0,0
"310665","Berizal","MG","Sudeste",2012,"55",1,1
"310665","Berizal","MG","Sudeste",2013,"59",1,1
"310665","Berizal","MG","Sudeste",2014,"44",0,0
"310665","Berizal","MG","Sudeste",2015,"62",0,0
"310665","Berizal","MG","Sudeste",2016,"44",0,0
"310665","Berizal","MG","Sudeste",2017,"56",1,1
"310665","Berizal","MG","Sudeste",2018,"54",0,0
"310665","Berizal","MG","Sudeste",2019,"64",1,1
"310665","Berizal","MG","Sudeste",2020,"56",2,2
"310670","Betim","MG","Sudeste",2012,"6111",37,32
"310670","Betim","MG","Sudeste",2013,"6385",67,54
"310670","Betim","MG","Sudeste",2014,"6507",66,55
"310670","Betim","MG","Sudeste",2015,"6454",63,57
"310670","Betim","MG","Sudeste",2016,"6048",58,48
"310670","Betim","MG","Sudeste",2017,"5917",63,48
"310670","Betim","MG","Sudeste",2018,"6089",48,39
"310670","Betim","MG","Sudeste",2019,"5664",68,62
"310670","Betim","MG","Sudeste",2020,"5697",70,61
"310680","Bias Fortes","MG","Sudeste",2012,"37",0,0
"310680","Bias Fortes","MG","Sudeste",2013,"32",0,0
"310680","Bias Fortes","MG","Sudeste",2014,"27",1,0
"310680","Bias Fortes","MG","Sudeste",2015,"24",1,1
"310680","Bias Fortes","MG","Sudeste",2016,"24",0,0
"310680","Bias Fortes","MG","Sudeste",2017,"26",0,0
"310680","Bias Fortes","MG","Sudeste",2018,"23",1,0
"310680","Bias Fortes","MG","Sudeste",2019,"22",2,2
"310680","Bias Fortes","MG","Sudeste",2020,"38",0,0
"310690","Bicas","MG","Sudeste",2012,"153",1,1
"310690","Bicas","MG","Sudeste",2013,"181",1,1
"310690","Bicas","MG","Sudeste",2014,"138",0,0
"310690","Bicas","MG","Sudeste",2015,"171",1,1
"310690","Bicas","MG","Sudeste",2016,"116",5,5
"310690","Bicas","MG","Sudeste",2017,"147",1,1
"310690","Bicas","MG","Sudeste",2018,"153",3,3
"310690","Bicas","MG","Sudeste",2019,"143",1,1
"310690","Bicas","MG","Sudeste",2020,"143",0,0
"310700","Biquinhas","MG","Sudeste",2012,"28",1,1
"310700","Biquinhas","MG","Sudeste",2013,"25",0,0
"310700","Biquinhas","MG","Sudeste",2014,"28",0,0
"310700","Biquinhas","MG","Sudeste",2015,"24",0,0
"310700","Biquinhas","MG","Sudeste",2016,"23",1,1
"310700","Biquinhas","MG","Sudeste",2017,"18",0,0
"310700","Biquinhas","MG","Sudeste",2018,"16",0,0
"310700","Biquinhas","MG","Sudeste",2019,"13",0,0
"310700","Biquinhas","MG","Sudeste",2020,"20",0,0
"310710","Boa Esperança","MG","Sudeste",2012,"508",7,3
"310710","Boa Esperança","MG","Sudeste",2013,"515",7,4
"310710","Boa Esperança","MG","Sudeste",2014,"519",6,5
"310710","Boa Esperança","MG","Sudeste",2015,"530",5,4
"310710","Boa Esperança","MG","Sudeste",2016,"567",5,3
"310710","Boa Esperança","MG","Sudeste",2017,"534",8,6
"310710","Boa Esperança","MG","Sudeste",2018,"563",5,4
"310710","Boa Esperança","MG","Sudeste",2019,"576",2,2
"310710","Boa Esperança","MG","Sudeste",2020,"514",1,1
"310720","Bocaina de Minas","MG","Sudeste",2012,"40",0,0
"310720","Bocaina de Minas","MG","Sudeste",2013,"25",1,1
"310720","Bocaina de Minas","MG","Sudeste",2014,"44",1,1
"310720","Bocaina de Minas","MG","Sudeste",2015,"43",0,0
"310720","Bocaina de Minas","MG","Sudeste",2016,"34",0,0
"310720","Bocaina de Minas","MG","Sudeste",2017,"39",0,0
"310720","Bocaina de Minas","MG","Sudeste",2018,"43",0,0
"310720","Bocaina de Minas","MG","Sudeste",2019,"30",0,0
"310720","Bocaina de Minas","MG","Sudeste",2020,"35",0,0
"310730","Bocaiúva","MG","Sudeste",2012,"711",6,5
"310730","Bocaiúva","MG","Sudeste",2013,"634",11,9
"310730","Bocaiúva","MG","Sudeste",2014,"696",7,5
"310730","Bocaiúva","MG","Sudeste",2015,"672",8,6
"310730","Bocaiúva","MG","Sudeste",2016,"660",9,8
"310730","Bocaiúva","MG","Sudeste",2017,"650",4,3
"310730","Bocaiúva","MG","Sudeste",2018,"653",6,5
"310730","Bocaiúva","MG","Sudeste",2019,"666",7,7
"310730","Bocaiúva","MG","Sudeste",2020,"620",4,4
"310740","Bom Despacho","MG","Sudeste",2012,"596",8,8
"310740","Bom Despacho","MG","Sudeste",2013,"567",4,4
"310740","Bom Despacho","MG","Sudeste",2014,"612",4,4
"310740","Bom Despacho","MG","Sudeste",2015,"661",8,8
"310740","Bom Despacho","MG","Sudeste",2016,"655",4,2
"310740","Bom Despacho","MG","Sudeste",2017,"670",4,3
"310740","Bom Despacho","MG","Sudeste",2018,"745",9,7
"310740","Bom Despacho","MG","Sudeste",2019,"641",4,4
"310740","Bom Despacho","MG","Sudeste",2020,"700",4,4
"310750","Bom Jardim de Minas","MG","Sudeste",2012,"75",1,0
"310750","Bom Jardim de Minas","MG","Sudeste",2013,"69",2,2
"310750","Bom Jardim de Minas","MG","Sudeste",2014,"71",0,0
"310750","Bom Jardim de Minas","MG","Sudeste",2015,"79",1,1
"310750","Bom Jardim de Minas","MG","Sudeste",2016,"82",0,0
"310750","Bom Jardim de Minas","MG","Sudeste",2017,"69",0,0
"310750","Bom Jardim de Minas","MG","Sudeste",2018,"61",1,1
"310750","Bom Jardim de Minas","MG","Sudeste",2019,"48",1,1
"310750","Bom Jardim de Minas","MG","Sudeste",2020,"57",0,0
"310760","Bom Jesus da Penha","MG","Sudeste",2012,"63",1,1
"310760","Bom Jesus da Penha","MG","Sudeste",2013,"36",0,0
"310760","Bom Jesus da Penha","MG","Sudeste",2014,"45",0,0
"310760","Bom Jesus da Penha","MG","Sudeste",2015,"43",0,0
"310760","Bom Jesus da Penha","MG","Sudeste",2016,"25",0,0
"310760","Bom Jesus da Penha","MG","Sudeste",2017,"37",3,3
"310760","Bom Jesus da Penha","MG","Sudeste",2018,"53",0,0
"310760","Bom Jesus da Penha","MG","Sudeste",2019,"50",0,0
"310760","Bom Jesus da Penha","MG","Sudeste",2020,"40",0,0
"310770","Bom Jesus do Amparo","MG","Sudeste",2012,"67",0,0
"310770","Bom Jesus do Amparo","MG","Sudeste",2013,"56",0,0
"310770","Bom Jesus do Amparo","MG","Sudeste",2014,"90",0,0
"310770","Bom Jesus do Amparo","MG","Sudeste",2015,"65",1,0
"310770","Bom Jesus do Amparo","MG","Sudeste",2016,"75",2,2
"310770","Bom Jesus do Amparo","MG","Sudeste",2017,"74",0,0
"310770","Bom Jesus do Amparo","MG","Sudeste",2018,"85",0,0
"310770","Bom Jesus do Amparo","MG","Sudeste",2019,"74",0,0
"310770","Bom Jesus do Amparo","MG","Sudeste",2020,"69",2,2
"310780","Bom Jesus do Galho","MG","Sudeste",2012,"184",1,1
"310780","Bom Jesus do Galho","MG","Sudeste",2013,"170",2,1
"310780","Bom Jesus do Galho","MG","Sudeste",2014,"180",1,1
"310780","Bom Jesus do Galho","MG","Sudeste",2015,"189",1,1
"310780","Bom Jesus do Galho","MG","Sudeste",2016,"162",2,2
"310780","Bom Jesus do Galho","MG","Sudeste",2017,"155",1,1
"310780","Bom Jesus do Galho","MG","Sudeste",2018,"171",0,0
"310780","Bom Jesus do Galho","MG","Sudeste",2019,"153",0,0
"310780","Bom Jesus do Galho","MG","Sudeste",2020,"162",1,1
"310790","Bom Repouso","MG","Sudeste",2012,"116",1,0
"310790","Bom Repouso","MG","Sudeste",2013,"124",1,1
"310790","Bom Repouso","MG","Sudeste",2014,"108",3,1
"310790","Bom Repouso","MG","Sudeste",2015,"136",0,0
"310790","Bom Repouso","MG","Sudeste",2016,"141",1,1
"310790","Bom Repouso","MG","Sudeste",2017,"145",0,0
"310790","Bom Repouso","MG","Sudeste",2018,"159",2,2
"310790","Bom Repouso","MG","Sudeste",2019,"149",3,3
"310790","Bom Repouso","MG","Sudeste",2020,"139",3,3
"310800","Bom Sucesso","MG","Sudeste",2012,"199",2,2
"310800","Bom Sucesso","MG","Sudeste",2013,"171",2,0
"310800","Bom Sucesso","MG","Sudeste",2014,"185",3,3
"310800","Bom Sucesso","MG","Sudeste",2015,"193",2,2
"310800","Bom Sucesso","MG","Sudeste",2016,"157",7,7
"310800","Bom Sucesso","MG","Sudeste",2017,"179",3,3
"310800","Bom Sucesso","MG","Sudeste",2018,"182",5,3
"310800","Bom Sucesso","MG","Sudeste",2019,"155",1,0
"310800","Bom Sucesso","MG","Sudeste",2020,"146",2,1
"310810","Bonfim","MG","Sudeste",2012,"41",1,1
"310810","Bonfim","MG","Sudeste",2013,"45",0,0
"310810","Bonfim","MG","Sudeste",2014,"63",0,0
"310810","Bonfim","MG","Sudeste",2015,"48",1,1
"310810","Bonfim","MG","Sudeste",2016,"54",0,0
"310810","Bonfim","MG","Sudeste",2017,"51",0,0
"310810","Bonfim","MG","Sudeste",2018,"56",0,0
"310810","Bonfim","MG","Sudeste",2019,"49",0,0
"310810","Bonfim","MG","Sudeste",2020,"39",0,0
"310820","Bonfinópolis de Minas","MG","Sudeste",2012,"57",0,0
"310820","Bonfinópolis de Minas","MG","Sudeste",2013,"55",0,0
"310820","Bonfinópolis de Minas","MG","Sudeste",2014,"57",0,0
"310820","Bonfinópolis de Minas","MG","Sudeste",2015,"69",0,0
"310820","Bonfinópolis de Minas","MG","Sudeste",2016,"54",0,0
"310820","Bonfinópolis de Minas","MG","Sudeste",2017,"62",0,0
"310820","Bonfinópolis de Minas","MG","Sudeste",2018,"64",0,0
"310820","Bonfinópolis de Minas","MG","Sudeste",2019,"75",0,0
"310820","Bonfinópolis de Minas","MG","Sudeste",2020,"60",0,0
"310825","Bonito de Minas","MG","Sudeste",2012,"102",2,2
"310825","Bonito de Minas","MG","Sudeste",2013,"114",6,5
"310825","Bonito de Minas","MG","Sudeste",2014,"118",4,3
"310825","Bonito de Minas","MG","Sudeste",2015,"147",0,0
"310825","Bonito de Minas","MG","Sudeste",2016,"136",2,2
"310825","Bonito de Minas","MG","Sudeste",2017,"134",2,2
"310825","Bonito de Minas","MG","Sudeste",2018,"122",3,3
"310825","Bonito de Minas","MG","Sudeste",2019,"112",1,0
"310825","Bonito de Minas","MG","Sudeste",2020,"116",1,1
"310830","Borda da Mata","MG","Sudeste",2012,"203",1,1
"310830","Borda da Mata","MG","Sudeste",2013,"157",0,0
"310830","Borda da Mata","MG","Sudeste",2014,"165",1,0
"310830","Borda da Mata","MG","Sudeste",2015,"169",1,1
"310830","Borda da Mata","MG","Sudeste",2016,"156",1,1
"310830","Borda da Mata","MG","Sudeste",2017,"187",2,2
"310830","Borda da Mata","MG","Sudeste",2018,"165",0,0
"310830","Borda da Mata","MG","Sudeste",2019,"148",1,1
"310830","Borda da Mata","MG","Sudeste",2020,"147",2,1
"310840","Botelhos","MG","Sudeste",2012,"127",0,0
"310840","Botelhos","MG","Sudeste",2013,"140",4,4
"310840","Botelhos","MG","Sudeste",2014,"128",1,1
"310840","Botelhos","MG","Sudeste",2015,"153",2,2
"310840","Botelhos","MG","Sudeste",2016,"123",5,5
"310840","Botelhos","MG","Sudeste",2017,"148",2,1
"310840","Botelhos","MG","Sudeste",2018,"131",2,0
"310840","Botelhos","MG","Sudeste",2019,"138",1,1
"310840","Botelhos","MG","Sudeste",2020,"136",1,1
"310850","Botumirim","MG","Sudeste",2012,"76",1,1
"310850","Botumirim","MG","Sudeste",2013,"78",2,2
"310850","Botumirim","MG","Sudeste",2014,"67",0,0
"310850","Botumirim","MG","Sudeste",2015,"54",2,2
"310850","Botumirim","MG","Sudeste",2016,"50",0,0
"310850","Botumirim","MG","Sudeste",2017,"56",0,0
"310850","Botumirim","MG","Sudeste",2018,"76",1,1
"310850","Botumirim","MG","Sudeste",2019,"61",0,0
"310850","Botumirim","MG","Sudeste",2020,"62",1,1
"310855","Brasilândia de Minas","MG","Sudeste",2012,"224",1,1
"310855","Brasilândia de Minas","MG","Sudeste",2013,"228",4,3
"310855","Brasilândia de Minas","MG","Sudeste",2014,"235",2,2
"310855","Brasilândia de Minas","MG","Sudeste",2015,"256",1,1
"310855","Brasilândia de Minas","MG","Sudeste",2016,"240",2,2
"310855","Brasilândia de Minas","MG","Sudeste",2017,"219",2,2
"310855","Brasilândia de Minas","MG","Sudeste",2018,"237",5,5
"310855","Brasilândia de Minas","MG","Sudeste",2019,"204",3,3
"310855","Brasilândia de Minas","MG","Sudeste",2020,"236",3,3
"310860","Brasília de Minas","MG","Sudeste",2012,"462",5,4
"310860","Brasília de Minas","MG","Sudeste",2013,"439",3,2
"310860","Brasília de Minas","MG","Sudeste",2014,"488",11,10
"310860","Brasília de Minas","MG","Sudeste",2015,"445",6,6
"310860","Brasília de Minas","MG","Sudeste",2016,"445",3,3
"310860","Brasília de Minas","MG","Sudeste",2017,"451",1,1
"310860","Brasília de Minas","MG","Sudeste",2018,"508",3,3
"310860","Brasília de Minas","MG","Sudeste",2019,"483",3,2
"310860","Brasília de Minas","MG","Sudeste",2020,"500",4,3
"310870","Brás Pires","MG","Sudeste",2012,"44",0,0
"310870","Brás Pires","MG","Sudeste",2013,"31",0,0
"310870","Brás Pires","MG","Sudeste",2014,"46",1,0
"310870","Brás Pires","MG","Sudeste",2015,"46",0,0
"310870","Brás Pires","MG","Sudeste",2016,"49",0,0
"310870","Brás Pires","MG","Sudeste",2017,"34",0,0
"310870","Brás Pires","MG","Sudeste",2018,"45",0,0
"310870","Brás Pires","MG","Sudeste",2019,"43",1,1
"310870","Brás Pires","MG","Sudeste",2020,"31",0,0
"310880","Braúnas","MG","Sudeste",2012,"52",0,0
"310880","Braúnas","MG","Sudeste",2013,"71",2,1
"310880","Braúnas","MG","Sudeste",2014,"42",2,1
"310880","Braúnas","MG","Sudeste",2015,"37",0,0
"310880","Braúnas","MG","Sudeste",2016,"47",0,0
"310880","Braúnas","MG","Sudeste",2017,"37",1,1
"310880","Braúnas","MG","Sudeste",2018,"57",1,1
"310880","Braúnas","MG","Sudeste",2019,"59",0,0
"310880","Braúnas","MG","Sudeste",2020,"54",0,0
"310890","Brazópolis","MG","Sudeste",2012,"143",0,0
"310890","Brazópolis","MG","Sudeste",2013,"169",1,0
"310890","Brazópolis","MG","Sudeste",2014,"158",2,2
"310890","Brazópolis","MG","Sudeste",2015,"162",0,0
"310890","Brazópolis","MG","Sudeste",2016,"159",4,3
"310890","Brazópolis","MG","Sudeste",2017,"168",2,2
"310890","Brazópolis","MG","Sudeste",2018,"150",2,1
"310890","Brazópolis","MG","Sudeste",2019,"150",2,2
"310890","Brazópolis","MG","Sudeste",2020,"152",4,3
"310900","Brumadinho","MG","Sudeste",2012,"446",7,5
"310900","Brumadinho","MG","Sudeste",2013,"435",1,1
"310900","Brumadinho","MG","Sudeste",2014,"485",3,3
"310900","Brumadinho","MG","Sudeste",2015,"508",4,4
"310900","Brumadinho","MG","Sudeste",2016,"438",4,2
"310900","Brumadinho","MG","Sudeste",2017,"438",9,9
"310900","Brumadinho","MG","Sudeste",2018,"402",7,7
"310900","Brumadinho","MG","Sudeste",2019,"465",7,7
"310900","Brumadinho","MG","Sudeste",2020,"439",4,4
"310910","Bueno Brandão","MG","Sudeste",2012,"77",0,0
"310910","Bueno Brandão","MG","Sudeste",2013,"95",0,0
"310910","Bueno Brandão","MG","Sudeste",2014,"68",3,3
"310910","Bueno Brandão","MG","Sudeste",2015,"83",0,0
"310910","Bueno Brandão","MG","Sudeste",2016,"87",2,2
"310910","Bueno Brandão","MG","Sudeste",2017,"91",2,1
"310910","Bueno Brandão","MG","Sudeste",2018,"93",0,0
"310910","Bueno Brandão","MG","Sudeste",2019,"91",0,0
"310910","Bueno Brandão","MG","Sudeste",2020,"88",0,0
"310920","Buenópolis","MG","Sudeste",2012,"119",1,0
"310920","Buenópolis","MG","Sudeste",2013,"124",1,1
"310920","Buenópolis","MG","Sudeste",2014,"132",1,0
"310920","Buenópolis","MG","Sudeste",2015,"121",2,2
"310920","Buenópolis","MG","Sudeste",2016,"100",0,0
"310920","Buenópolis","MG","Sudeste",2017,"113",1,0
"310920","Buenópolis","MG","Sudeste",2018,"98",2,2
"310920","Buenópolis","MG","Sudeste",2019,"109",3,3
"310920","Buenópolis","MG","Sudeste",2020,"106",1,0
"310925","Bugre","MG","Sudeste",2012,"54",1,1
"310925","Bugre","MG","Sudeste",2013,"52",0,0
"310925","Bugre","MG","Sudeste",2014,"48",0,0
"310925","Bugre","MG","Sudeste",2015,"56",0,0
"310925","Bugre","MG","Sudeste",2016,"51",0,0
"310925","Bugre","MG","Sudeste",2017,"47",1,1
"310925","Bugre","MG","Sudeste",2018,"60",0,0
"310925","Bugre","MG","Sudeste",2019,"57",1,1
"310925","Bugre","MG","Sudeste",2020,"27",0,0
"310930","Buritis","MG","Sudeste",2012,"317",2,2
"310930","Buritis","MG","Sudeste",2013,"329",1,1
"310930","Buritis","MG","Sudeste",2014,"362",5,3
"310930","Buritis","MG","Sudeste",2015,"351",1,0
"310930","Buritis","MG","Sudeste",2016,"309",5,4
"310930","Buritis","MG","Sudeste",2017,"375",3,2
"310930","Buritis","MG","Sudeste",2018,"368",3,3
"310930","Buritis","MG","Sudeste",2019,"340",7,7
"310930","Buritis","MG","Sudeste",2020,"376",5,4
"310940","Buritizeiro","MG","Sudeste",2012,"338",6,3
"310940","Buritizeiro","MG","Sudeste",2013,"354",8,7
"310940","Buritizeiro","MG","Sudeste",2014,"373",9,8
"310940","Buritizeiro","MG","Sudeste",2015,"341",4,4
"310940","Buritizeiro","MG","Sudeste",2016,"312",4,4
"310940","Buritizeiro","MG","Sudeste",2017,"371",2,2
"310940","Buritizeiro","MG","Sudeste",2018,"348",7,5
"310940","Buritizeiro","MG","Sudeste",2019,"348",1,1
"310940","Buritizeiro","MG","Sudeste",2020,"314",7,5
"310945","Cabeceira Grande","MG","Sudeste",2012,"64",0,0
"310945","Cabeceira Grande","MG","Sudeste",2013,"83",1,1
"310945","Cabeceira Grande","MG","Sudeste",2014,"61",0,0
"310945","Cabeceira Grande","MG","Sudeste",2015,"58",0,0
"310945","Cabeceira Grande","MG","Sudeste",2016,"54",2,2
"310945","Cabeceira Grande","MG","Sudeste",2017,"74",1,1
"310945","Cabeceira Grande","MG","Sudeste",2018,"80",0,0
"310945","Cabeceira Grande","MG","Sudeste",2019,"94",2,1
"310945","Cabeceira Grande","MG","Sudeste",2020,"66",0,0
"310950","Cabo Verde","MG","Sudeste",2012,"153",1,1
"310950","Cabo Verde","MG","Sudeste",2013,"160",2,2
"310950","Cabo Verde","MG","Sudeste",2014,"126",2,2
"310950","Cabo Verde","MG","Sudeste",2015,"137",1,1
"310950","Cabo Verde","MG","Sudeste",2016,"137",2,2
"310950","Cabo Verde","MG","Sudeste",2017,"164",1,1
"310950","Cabo Verde","MG","Sudeste",2018,"143",1,1
"310950","Cabo Verde","MG","Sudeste",2019,"122",0,0
"310950","Cabo Verde","MG","Sudeste",2020,"130",1,1
"310960","Cachoeira da Prata","MG","Sudeste",2012,"31",2,1
"310960","Cachoeira da Prata","MG","Sudeste",2013,"46",0,0
"310960","Cachoeira da Prata","MG","Sudeste",2014,"46",1,0
"310960","Cachoeira da Prata","MG","Sudeste",2015,"27",0,0
"310960","Cachoeira da Prata","MG","Sudeste",2016,"34",1,0
"310960","Cachoeira da Prata","MG","Sudeste",2017,"39",0,0
"310960","Cachoeira da Prata","MG","Sudeste",2018,"44",0,0
"310960","Cachoeira da Prata","MG","Sudeste",2019,"40",0,0
"310960","Cachoeira da Prata","MG","Sudeste",2020,"28",0,0
"310970","Cachoeira de Minas","MG","Sudeste",2012,"113",0,0
"310970","Cachoeira de Minas","MG","Sudeste",2013,"116",2,2
"310970","Cachoeira de Minas","MG","Sudeste",2014,"117",1,0
"310970","Cachoeira de Minas","MG","Sudeste",2015,"113",2,2
"310970","Cachoeira de Minas","MG","Sudeste",2016,"123",0,0
"310970","Cachoeira de Minas","MG","Sudeste",2017,"114",0,0
"310970","Cachoeira de Minas","MG","Sudeste",2018,"121",1,1
"310970","Cachoeira de Minas","MG","Sudeste",2019,"129",2,2
"310970","Cachoeira de Minas","MG","Sudeste",2020,"132",0,0
"310980","Cachoeira Dourada","MG","Sudeste",2012,"32",0,0
"310980","Cachoeira Dourada","MG","Sudeste",2013,"32",0,0
"310980","Cachoeira Dourada","MG","Sudeste",2014,"26",0,0
