"codmunres";"ano";"nascidos_vivos_asfixia1";"total_de_nascidos_vivos"
311860;2014;48;4351
311860;2015;54;4562
311860;2016;49;4623
311860;2017;49;4750
311860;2018;64;4598
311860;2019;48;4453
311860;2020;43;4496
311860;2021;46;4069
311870;2012;0;17
311870;2013;0;27
311870;2014;0;52
311870;2015;1;64
311870;2016;0;72
311870;2017;0;78
311870;2018;0;67
311870;2019;0;87
311870;2020;0;91
311870;2021;1;74
311880;2012;2;214
311880;2013;1;204
311880;2014;3;205
311880;2015;1;248
311880;2016;1;211
311880;2017;1;180
311880;2018;0;186
311880;2019;0;190
311880;2020;1;170
311880;2021;0;215
311890;2012;0;60
311890;2013;0;45
311890;2014;0;58
311890;2015;1;55
311890;2016;0;49
311890;2017;0;38
311890;2018;1;52
311890;2019;0;67
311890;2020;0;48
311890;2021;0;65
311900;2012;0;34
311900;2013;0;24
311900;2014;0;41
311900;2015;0;33
311900;2016;0;28
311900;2017;0;32
311900;2018;0;35
311900;2019;0;29
311900;2020;0;34
311900;2021;0;34
311910;2012;3;208
311910;2013;4;193
311910;2014;4;229
311910;2015;6;199
311910;2016;3;213
311910;2017;3;237
311910;2018;5;217
311910;2019;6;211
311910;2020;6;240
311910;2021;1;214
311920;2012;0;81
311920;2013;0;58
311920;2014;1;63
311920;2015;0;55
311920;2016;0;56
311920;2017;0;47
311920;2018;0;57
311920;2019;1;60
311920;2020;1;66
311920;2021;0;70
311930;2012;1;175
311930;2013;1;155
311930;2014;1;157
311930;2015;1;167
311930;2016;1;153
311930;2017;1;158
311930;2018;0;165
311930;2019;1;239
311930;2020;2;231
311930;2021;1;171
311940;2012;2;590
311940;2013;0;498
311940;2014;5;431
311940;2015;6;728
311940;2016;4;729
311940;2017;1;725
311940;2018;3;725
311940;2019;3;841
311940;2020;5;827
311940;2021;6;847
311950;2012;0;40
311950;2013;1;62
311950;2014;0;81
311950;2015;3;68
311950;2016;1;68
311950;2017;0;83
311950;2018;0;73
311950;2019;0;78
311950;2020;0;74
311950;2021;1;78
311960;2012;1;27
311960;2013;0;25
311960;2014;0;24
311960;2015;1;21
311960;2016;0;21
311960;2017;0;26
311960;2018;0;28
311960;2019;0;20
311960;2020;0;31
311960;2021;1;23
311970;2012;0;31
311970;2013;1;43
311970;2014;0;34
311970;2015;0;26
311970;2016;0;31
311970;2017;0;26
311970;2018;0;18
311970;2019;0;20
311970;2020;0;28
311970;2021;0;33
311980;2012;0;18
311980;2013;0;20
311980;2014;0;21
311980;2015;0;16
311980;2016;0;21
311980;2017;0;15
311980;2018;0;25
311980;2019;0;26
311980;2020;0;13
311980;2021;0;20
311990;2012;0;18
311990;2013;0;25
311990;2014;0;24
311990;2015;0;17
311990;2016;0;25
311990;2017;0;31
311990;2018;1;30
311990;2019;0;24
311990;2020;0;35
311990;2021;0;21
311995;2012;0;42
311995;2013;0;56
311995;2014;0;44
311995;2015;0;53
311995;2016;0;51
311995;2017;0;54
311995;2018;1;42
311995;2019;0;67
311995;2020;0;57
311995;2021;0;44
312000;2012;1;29
312000;2013;0;30
312000;2014;0;20
312000;2015;0;25
312000;2016;0;38
312000;2017;1;34
312000;2018;0;35
312000;2019;0;32
312000;2020;0;24
312000;2021;0;28
312010;2012;1;50
312010;2013;0;49
312010;2014;0;42
312010;2015;1;41
312010;2016;2;40
312010;2017;0;49
312010;2018;1;40
312010;2019;0;50
312010;2020;0;43
312010;2021;0;39
312015;2012;0;57
312015;2013;0;60
312015;2014;0;75
312015;2015;0;59
312015;2016;0;59
312015;2017;0;66
312015;2018;0;78
312015;2019;0;80
312015;2020;0;59
312015;2021;2;75
312020;2012;0;95
312020;2013;1;99
312020;2014;1;101
312020;2015;0;97
312020;2016;2;105
312020;2017;0;95
312020;2018;1;112
312020;2019;2;95
312020;2020;1;98
312020;2021;0;97
312030;2012;0;64
312030;2013;1;97
312030;2014;0;70
312030;2015;1;50
312030;2016;3;43
312030;2017;1;42
312030;2018;0;41
312030;2019;1;39
312030;2020;0;53
312030;2021;0;77
312040;2012;0;66
312040;2013;0;53
312040;2014;0;58
312040;2015;0;50
312040;2016;1;51
312040;2017;0;48
312040;2018;0;61
312040;2019;0;56
312040;2020;0;56
312040;2021;1;52
312050;2012;0;87
312050;2013;0;89
312050;2014;1;90
312050;2015;1;85
312050;2016;0;107
312050;2017;0;85
312050;2018;0;78
312050;2019;0;84
312050;2020;0;90
312050;2021;0;95
312060;2012;0;39
312060;2013;1;33
312060;2014;0;39
312060;2015;0;51
312060;2016;0;43
312060;2017;0;41
312060;2018;0;38
312060;2019;0;41
312060;2020;0;37
312060;2021;0;38
312070;2012;1;41
312070;2013;1;45
312070;2014;0;57
312070;2015;0;41
312070;2016;0;54
312070;2017;0;48
312070;2018;0;49
312070;2019;0;57
312070;2020;0;47
312070;2021;0;41
312080;2012;0;127
312080;2013;1;132
312080;2014;1;137
312080;2015;0;147
312080;2016;0;148
312080;2017;0;162
312080;2018;1;149
312080;2019;2;147
312080;2020;0;135
312080;2021;1;145
312083;2012;2;52
312083;2013;0;40
312083;2014;0;52
312083;2015;0;44
312083;2016;0;39
312083;2017;0;52
312083;2018;0;60
312083;2019;1;52
312083;2020;0;47
312083;2021;1;68
312087;2012;0;65
312087;2013;1;82
312087;2014;1;81
312087;2015;1;83
312087;2016;1;77
312087;2017;0;55
312087;2018;0;78
312087;2019;0;96
312087;2020;0;87
312087;2021;0;83
312090;2012;4;440
312090;2013;10;490
312090;2014;8;490
312090;2015;20;489
312090;2016;8;511
312090;2017;12;535
312090;2018;9;527
312090;2019;11;568
312090;2020;16;535
312090;2021;4;522
312100;2012;0;69
312100;2013;0;56
312100;2014;0;63
312100;2015;0;69
312100;2016;0;75
312100;2017;1;81
312100;2018;0;77
312100;2019;0;74
312100;2020;1;70
312100;2021;0;49
312110;2012;2;78
312110;2013;1;68
312110;2014;0;73
312110;2015;2;67
312110;2016;0;63
312110;2017;0;68
312110;2018;0;69
312110;2019;0;49
312110;2020;0;68
312110;2021;0;71
312120;2012;3;53
312120;2013;0;56
312120;2014;0;63
312120;2015;1;58
312120;2016;2;54
312120;2017;0;62
312120;2018;1;61
312120;2019;1;73
312120;2020;1;83
312120;2021;1;86
312125;2012;1;127
312125;2013;2;111
312125;2014;0;115
312125;2015;3;138
312125;2016;3;103
312125;2017;1;111
312125;2018;2;116
312125;2019;1;98
312125;2020;3;110
312125;2021;1;125
312130;2012;0;41
312130;2013;0;29
312130;2014;0;38
312130;2015;1;33
312130;2016;0;27
312130;2017;0;34
312130;2018;0;32
312130;2019;0;32
312130;2020;0;19
312130;2021;0;37
312140;2012;0;54
312140;2013;3;62
312140;2014;0;56
312140;2015;0;57
312140;2016;0;49
312140;2017;0;57
312140;2018;0;36
312140;2019;0;60
312140;2020;1;53
312140;2021;0;61
312150;2012;0;33
312150;2013;0;24
312150;2014;0;25
312150;2015;0;26
312150;2016;0;28
312150;2017;0;26
312150;2018;1;37
312150;2019;0;25
312150;2020;0;26
312150;2021;0;24
312160;2012;5;385
312160;2013;8;424
312160;2014;8;407
312160;2015;11;418
312160;2016;3;393
312160;2017;8;451
312160;2018;6;482
312160;2019;6;471
312160;2020;5;428
312160;2021;6;385
312170;2012;1;33
312170;2013;0;36
312170;2014;0;33
312170;2015;0;31
312170;2016;0;38
312170;2017;0;35
312170;2018;1;30
312170;2019;0;32
312170;2020;0;34
312170;2021;0;32
312180;2012;0;35
312180;2013;0;19
312180;2014;1;29
312180;2015;1;33
312180;2016;0;26
312180;2017;0;49
312180;2018;0;36
312180;2019;1;30
312180;2020;0;41
312180;2021;0;32
312190;2012;0;43
312190;2013;0;43
312190;2014;0;47
312190;2015;0;41
312190;2016;1;36
312190;2017;0;30
312190;2018;0;39
312190;2019;0;39
312190;2020;0;34
312190;2021;0;45
312200;2012;0;193
312200;2013;1;174
312200;2014;1;184
312200;2015;1;223
312200;2016;1;223
312200;2017;2;218
312200;2018;0;236
312200;2019;0;248
312200;2020;0;227
312200;2021;1;222
312210;2012;0;46
312210;2013;0;48
312210;2014;1;42
312210;2015;0;37
312210;2016;0;49
312210;2017;0;48
312210;2018;0;49
312210;2019;1;50
312210;2020;0;34
312210;2021;0;47
312220;2012;0;82
312220;2013;0;78
312220;2014;1;84
312220;2015;0;73
312220;2016;0;76
312220;2017;0;65
312220;2018;2;82
312220;2019;0;69
312220;2020;0;91
312220;2021;1;84
312230;2012;31;1064
312230;2013;23;1145
312230;2014;18;1192
312230;2015;20;1150
312230;2016;16;1175
312230;2017;11;1118
312230;2018;19;1161
312230;2019;17;1220
312230;2020;13;1121
312230;2021;22;1103
312235;2012;0;66
312235;2013;1;74
312235;2014;1;79
312235;2015;2;93
312235;2016;3;81
312235;2017;0;75
312235;2018;0;79
312235;2019;2;96
312235;2020;0;68
312235;2021;1;58
312240;2012;0;57
312240;2013;0;61
312240;2014;0;64
312240;2015;0;68
312240;2016;0;74
312240;2017;0;70
312240;2018;0;66
312240;2019;0;74
312240;2020;0;67
312240;2021;1;66
312245;2012;2;75
312245;2013;1;70
312245;2014;1;64
312245;2015;1;77
312245;2016;1;72
312245;2017;1;60
312245;2018;1;76
312245;2019;1;80
312245;2020;1;78
312245;2021;0;75
312247;2012;0;21
312247;2013;0;26
312247;2014;0;30
312247;2015;0;26
312247;2016;1;33
312247;2017;1;26
312247;2018;0;12
312247;2019;0;10
312247;2020;0;5
312247;2021;0;53
312250;2012;1;60
312250;2013;0;41
312250;2014;1;27
312250;2015;0;45
312250;2016;0;42
312250;2017;0;51
312250;2018;0;42
312250;2019;0;46
312250;2020;1;53
312250;2021;1;54
312260;2012;0;42
312260;2013;0;53
312260;2014;0;60
312260;2015;1;42
312260;2016;1;36
312260;2017;3;51
312260;2018;2;51
312260;2019;1;48
312260;2020;0;46
312260;2021;0;58
312270;2012;0;42
312270;2013;1;32
312270;2014;0;30
312270;2015;0;34
312270;2016;0;38
312270;2017;0;36
312270;2018;0;34
312270;2019;0;30
312270;2020;0;40
312270;2021;0;34
312280;2012;1;26
312280;2013;0;24
312280;2014;0;19
312280;2015;1;25
312280;2016;0;19
312280;2017;0;16
312280;2018;0;27
312280;2019;0;30
312280;2020;0;26
312280;2021;0;23
312290;2012;0;55
312290;2013;2;76
312290;2014;0;52
312290;2015;0;60
312290;2016;1;59
312290;2017;0;73
312290;2018;1;47
312290;2019;0;69
312290;2020;3;71
312290;2021;0;62
312300;2012;1;89
312300;2013;0;70
312300;2014;0;71
312300;2015;0;91
312300;2016;0;82
312300;2017;1;82
312300;2018;0;67
312300;2019;1;93
312300;2020;0;90
312300;2021;0;94
312310;2012;0;51
312310;2013;0;53
312310;2014;0;45
312310;2015;0;51
312310;2016;1;39
312310;2017;0;47
312310;2018;1;42
312310;2019;1;55
312310;2020;0;46
312310;2021;1;57
312320;2012;0;104
312320;2013;0;83
312320;2014;0;106
312320;2015;0;92
312320;2016;0;107
312320;2017;1;89
312320;2018;2;82
312320;2019;1;77
312320;2020;0;83
312320;2021;0;91
312330;2012;1;49
312330;2013;0;25
312330;2014;0;38
312330;2015;0;35
312330;2016;2;50
312330;2017;0;43
312330;2018;0;37
312330;2019;0;44
312330;2020;0;50
312330;2021;0;33
312340;2012;0;19
312340;2013;0;12
312340;2014;0;9
312340;2015;0;14
312340;2016;0;14
312340;2017;0;14
312340;2018;0;13
312340;2019;0;19
312340;2020;0;14
312340;2021;0;11
312350;2012;0;16
312350;2013;0;18
312350;2014;0;8
312350;2015;0;12
312350;2016;0;15
312350;2017;0;6
312350;2018;0;17
312350;2019;0;16
312350;2020;0;18
312350;2021;0;13
312352;2012;0;22
312352;2013;0;42
312352;2014;1;48
312352;2015;0;13
312352;2016;0;17
312352;2017;0;21
312352;2018;0;32
312352;2019;0;91
312352;2020;0;100
312352;2021;0;126
312360;2012;0;201
312360;2013;1;231
312360;2014;1;222
312360;2015;2;257
312360;2016;4;230
312360;2017;3;245
312360;2018;1;241
312360;2019;0;251
312360;2020;2;259
312360;2021;1;255
312370;2012;1;120
312370;2013;0;95
312370;2014;0;102
312370;2015;0;93
312370;2016;0;82
312370;2017;0;86
312370;2018;1;83
312370;2019;0;86
312370;2020;1;104
312370;2021;0;114
312380;2012;0;67
312380;2013;0;57
312380;2014;0;71
312380;2015;0;57
312380;2016;1;74
312380;2017;0;65
312380;2018;1;65
312380;2019;0;48
312380;2020;0;64
312380;2021;0;70
312385;2012;1;56
312385;2013;1;52
312385;2014;0;60
312385;2015;1;70
312385;2016;0;64
312385;2017;0;63
312385;2018;0;60
312385;2019;0;57
312385;2020;1;60
312385;2021;0;63
312390;2012;4;124
312390;2013;1;122
312390;2014;0;139
312390;2015;1;143
312390;2016;2;118
312390;2017;2;144
312390;2018;1;140
312390;2019;0;105
312390;2020;1;97
312390;2021;0;119
312400;2012;1;142
312400;2013;0;151
312400;2014;1;151
312400;2015;3;161
312400;2016;1;172
312400;2017;1;182
312400;2018;1;175
312400;2019;0;190
312400;2020;0;178
312400;2021;2;203
312410;2012;5;633
312410;2013;10;781
312410;2014;8;859
312410;2015;7;885
312410;2016;11;893
312410;2017;8;970
312410;2018;10;950
312410;2019;9;943
312410;2020;7;859
312410;2021;4;790
312420;2012;1;112
312420;2013;1;80
312420;2014;0;78
312420;2015;0;158
312420;2016;0;193
312420;2017;0;208
312420;2018;1;209
312420;2019;2;191
312420;2020;0;211
312420;2021;0;185
312430;2012;0;143
312430;2013;0;193
312430;2014;0;80
312430;2015;0;105
312430;2016;2;91
312430;2017;0;51
312430;2018;0;160
312430;2019;1;153
312430;2020;1;85
312430;2021;0;48
312440;2012;0;49
312440;2013;1;48
312440;2014;0;51
312440;2015;0;45
312440;2016;0;61
312440;2017;0;59
312440;2018;0;67
312440;2019;0;76
312440;2020;1;89
312440;2021;0;87
312450;2012;0;104
312450;2013;0;96
312450;2014;0;99
312450;2015;1;99
312450;2016;0;104
312450;2017;0;91
312450;2018;1;91
312450;2019;0;98
312450;2020;1;111
312450;2021;0;97
312460;2012;0;24
312460;2013;1;28
312460;2014;0;15
312460;2015;0;22
312460;2016;0;17
312460;2017;0;18
312460;2018;0;22
312460;2019;0;18
312460;2020;0;25
312460;2021;0;17
312470;2012;0;25
312470;2013;0;21
312470;2014;0;22
312470;2015;0;19
312470;2016;0;26
312470;2017;0;27
312470;2018;0;22
312470;2019;0;17
312470;2020;0;24
312470;2021;0;14
312480;2012;0;78
312480;2013;0;78
312480;2014;0;59
312480;2015;0;52
312480;2016;0;73
312480;2017;0;60
312480;2018;0;81
312480;2019;1;57
312480;2020;0;71
312480;2021;0;68
312490;2012;3;89
312490;2013;0;63
312490;2014;0;73
312490;2015;0;67
312490;2016;0;61
312490;2017;0;61
312490;2018;0;11
312490;2019;0;10
312490;2020;0;22
312490;2021;0;21
312500;2012;0;31
312500;2013;0;37
312500;2014;1;39
312500;2015;0;39
312500;2016;0;31
312500;2017;0;53
312500;2018;0;45
312500;2019;1;38
312500;2020;0;45
312500;2021;1;27
312510;2012;1;232
312510;2013;0;220
312510;2014;1;272
312510;2015;0;286
312510;2016;1;451
312510;2017;0;506
312510;2018;0;511
312510;2019;2;526
312510;2020;2;517
312510;2021;1;506
312520;2012;0;15
312520;2013;0;15
312520;2014;0;16
312520;2015;0;13
312520;2016;1;19
312520;2017;0;19
312520;2018;0;24
312520;2019;0;12
312520;2020;0;19
312520;2021;0;18
312530;2012;0;28
312530;2013;0;21
312530;2014;0;15
312530;2015;0;44
312530;2016;0;39
312530;2017;0;40
312530;2018;0;42
312530;2019;0;34
312530;2020;0;43
312530;2021;0;29
312540;2012;0;62
312540;2013;0;48
312540;2014;2;62
312540;2015;0;50
312540;2016;0;42
312540;2017;0;75
312540;2018;2;38
312540;2019;1;54
312540;2020;1;50
312540;2021;1;51
312550;2012;0;25
312550;2013;0;18
312550;2014;0;20
312550;2015;0;20
312550;2016;0;24
312550;2017;1;23
312550;2018;0;22
312550;2019;0;27
312550;2020;0;24
312550;2021;1;13
312560;2012;1;58
312560;2013;0;64
312560;2014;0;55
312560;2015;2;64
312560;2016;1;61
312560;2017;2;51
312560;2018;3;57
312560;2019;0;62
312560;2020;0;60
312560;2021;1;62
312570;2012;1;114
312570;2013;2;120
312570;2014;5;133
312570;2015;2;97
312570;2016;3;101
312570;2017;3;135
312570;2018;1;104
312570;2019;1;105
312570;2020;0;104
312570;2021;1;97
312580;2012;0;30
312580;2013;1;25
312580;2014;0;30
312580;2015;0;25
312580;2016;0;20
312580;2017;0;29
312580;2018;0;31
312580;2019;0;25
312580;2020;0;25
312580;2021;0;19
312590;2012;0;51
312590;2013;2;57
312590;2014;0;72
312590;2015;2;71
312590;2016;0;84
312590;2017;0;85
312590;2018;1;81
312590;2019;1;88
312590;2020;1;65
312590;2021;1;69
312595;2012;0;99
312595;2013;0;73
312595;2014;0;73
312595;2015;0;116
312595;2016;0;120
312595;2017;0;105
312595;2018;0;115
312595;2019;0;127
312595;2020;0;110
312595;2021;0;103
312600;2012;0;59
312600;2013;0;60
312600;2014;0;69
312600;2015;0;82
312600;2016;1;74
312600;2017;0;59
312600;2018;2;74
312600;2019;0;59
312600;2020;0;71
312600;2021;0;61
312610;2012;0;242
312610;2013;1;314
312610;2014;2;336
312610;2015;2;334
312610;2016;2;393
312610;2017;1;475
312610;2018;1;454
312610;2019;4;497
312610;2020;4;517
312610;2021;12;490
312620;2012;0;88
312620;2013;3;71
312620;2014;0;82
312620;2015;1;58
312620;2016;0;48
312620;2017;1;76
312620;2018;0;52
312620;2019;0;67
312620;2020;0;80
312620;2021;0;76
312630;2012;0;34
312630;2013;0;47
312630;2014;0;29
312630;2015;0;30
312630;2016;0;23
312630;2017;1;34
312630;2018;0;43
312630;2019;0;25
312630;2020;0;32
312630;2021;0;27
312640;2012;0;26
312640;2013;0;25
312640;2014;1;32
312640;2015;1;23
312640;2016;0;33
312640;2017;0;28
312640;2018;0;35
312640;2019;0;27
312640;2020;0;28
312640;2021;0;41
312650;2012;0;31
312650;2013;2;57
312650;2014;0;56
312650;2015;0;33
312650;2016;0;42
312650;2017;1;43
312650;2018;2;57
312650;2019;0;60
312650;2020;0;41
312650;2021;0;48
312660;2012;0;48
312660;2013;0;39
312660;2014;1;60
312660;2015;1;48
312660;2016;0;37
312660;2017;1;46
312660;2018;0;45
312660;2019;1;45
312660;2020;0;39
312660;2021;0;40
312670;2012;3;213
312670;2013;3;217
312670;2014;2;197
312670;2015;2;228
312670;2016;0;167
312670;2017;2;131
312670;2018;4;157
312670;2019;1;190
312670;2020;0;182
312670;2021;1;201
312675;2012;0;49
312675;2013;0;33
312675;2014;0;43
312675;2015;0;47
312675;2016;0;41
312675;2017;0;43
312675;2018;0;45
312675;2019;0;46
312675;2020;0;40
312675;2021;0;42
312680;2012;0;62
312680;2013;1;66
312680;2014;0;63
312680;2015;0;67
312680;2016;1;67
312680;2017;0;60
312680;2018;0;56
312680;2019;0;79
312680;2020;0;79
312680;2021;1;77
312690;2012;0;96
312690;2013;1;93
312690;2014;0;78
312690;2015;1;76
312690;2016;0;64
312690;2017;2;90
312690;2018;0;65
312690;2019;0;75
312690;2020;0;89
312690;2021;1;85
312695;2012;0;47
312695;2013;0;42
312695;2014;2;43
312695;2015;0;28
312695;2016;0;33
312695;2017;0;25
312695;2018;0;33
312695;2019;0;31
312695;2020;0;42
312695;2021;1;28
312700;2012;1;155
312700;2013;5;131
312700;2014;0;128
312700;2015;0;138
312700;2016;0;114
312700;2017;0;128
312700;2018;0;126
312700;2019;0;117
312700;2020;1;104
312700;2021;0;97
312705;2012;0;57
312705;2013;2;54
312705;2014;0;49
312705;2015;0;36
312705;2016;0;36
312705;2017;0;57
312705;2018;0;40
312705;2019;1;41
312705;2020;0;39
312705;2021;0;48
312707;2013;1;8
312707;2014;0;6
312707;2015;0;2
312707;2016;0;2
312707;2017;0;2
312707;2018;0;7
312707;2019;0;4
312707;2020;0;4
312707;2021;0;3
312710;2012;3;435
312710;2013;3;426
312710;2014;4;464
312710;2015;1;451
312710;2016;3;472
312710;2017;1;484
312710;2018;2;498
312710;2019;1;484
312710;2020;4;458
312710;2021;4;456
312720;2012;1;41
312720;2013;0;37
312720;2014;0;42
312720;2015;0;39
312720;2016;0;49
312720;2017;0;46
312720;2018;0;53
312720;2019;0;32
312720;2020;0;45
312720;2021;0;35
312730;2012;1;88
312730;2013;4;69
312730;2014;1;56
312730;2015;0;60
312730;2016;0;66
312730;2017;0;69
312730;2018;0;73
312730;2019;0;53
312730;2020;1;72
312730;2021;1;71
312733;2012;0;37
312733;2013;0;32
312733;2014;0;11
312733;2015;0;16
312733;2016;0;15
312733;2017;0;7
312733;2018;1;6
312733;2019;0;10
312733;2020;0;9
312733;2021;0;4
312735;2012;0;31
312735;2013;0;26
312735;2014;1;35
312735;2015;1;17
312735;2016;0;19
312735;2017;0;14
312735;2018;0;19
312735;2019;0;19
312735;2020;0;15
312735;2021;1;24
312737;2012;1;36
312737;2013;0;33
312737;2014;0;36
312737;2015;1;32
312737;2016;0;31
312737;2017;0;48
312737;2018;1;42
312737;2019;1;32
312737;2020;1;39
312737;2021;1;34
312738;2012;0;18
312738;2013;0;23
312738;2014;1;27
312738;2015;0;24
312738;2016;0;23
312738;2017;0;28
312738;2018;0;22
312738;2019;0;33
312738;2020;0;28
312738;2021;0;18
312740;2012;0;32
312740;2013;0;36
312740;2014;0;28
312740;2015;0;37
312740;2016;0;24
312740;2017;0;26
312740;2018;0;33
312740;2019;0;24
312740;2020;0;35
312740;2021;0;34
312750;2012;0;79
312750;2013;0;69
312750;2014;0;58
312750;2015;0;65
312750;2016;0;55
312750;2017;0;59
312750;2018;1;49
312750;2019;0;63
312750;2020;1;56
312750;2021;0;62
312760;2012;3;117
312760;2013;1;111
312760;2014;0;108
312760;2015;0;101
312760;2016;1;111
312760;2017;2;116
312760;2018;1;112
312760;2019;0;114
312760;2020;3;101
312760;2021;3;112
312770;2012;20;1343
312770;2013;28;1278
312770;2014;26;1259
312770;2015;11;1292
312770;2016;19;1064
312770;2017;14;1292
312770;2018;11;1314
312770;2019;19;1372
312770;2020;8;1302
312770;2021;14;1756
312780;2012;0;96
312780;2013;0;110
312780;2014;1;122
312780;2015;1;142
312780;2016;0;116
312780;2017;0;80
312780;2018;1;88
312780;2019;2;101
312780;2020;0;101
312780;2021;1;114
312790;2012;0;11
312790;2013;0;6
312790;2014;0;11
312790;2015;0;15
312790;2016;0;12
312790;2017;0;4
312790;2018;0;10
312790;2019;0;11
312790;2020;0;6
312790;2021;0;15
312800;2012;2;264
312800;2013;2;245
312800;2014;1;286
312800;2015;3;292
312800;2016;3;299
312800;2017;6;317
312800;2018;5;310
312800;2019;4;321
312800;2020;5;305
312800;2021;1;298
312810;2012;0;100
312810;2013;0;119
312810;2014;0;105
312810;2015;1;97
312810;2016;0;124
312810;2017;1;97
312810;2018;0;124
312810;2019;0;119
312810;2020;0;115
312810;2021;0;102
312820;2012;1;68
312820;2013;1;73
312820;2014;0;86
312820;2015;0;71
312820;2016;2;80
312820;2017;4;73
312820;2018;2;69
312820;2019;1;85
312820;2020;0;58
312820;2021;1;55
312825;2012;0;54
312825;2013;0;53
312825;2014;2;58
312825;2015;1;59
312825;2016;0;45
312825;2017;1;35
312825;2018;0;41
312825;2019;0;50
312825;2020;0;49
312825;2021;0;42
312830;2012;3;118
312830;2013;1;112
312830;2014;0;138
312830;2015;1;141
312830;2016;1;150
312830;2017;1;142
312830;2018;0;147
312830;2019;1;160
312830;2020;0;159
312830;2021;3;148
312840;2012;2;99
312840;2013;1;102
312840;2014;0;73
312840;2015;1;74
312840;2016;0;66
312840;2017;0;75
312840;2018;1;82
312840;2019;0;79
312840;2020;0;64
312840;2021;0;64
312850;2012;0;43
312850;2013;0;44
312850;2014;0;31
312850;2015;0;27
312850;2016;0;19
312850;2017;0;27
312850;2018;0;25
312850;2019;0;33
312850;2020;0;32
312850;2021;1;42
312860;2012;0;30
312860;2013;2;62
312860;2014;1;84
312860;2015;1;66
312860;2016;0;66
312860;2017;2;76
312860;2018;1;69
312860;2019;0;68
312860;2020;0;43
312860;2021;1;63
312870;2012;24;386
312870;2013;22;387
312870;2014;6;435
312870;2015;9;391
312870;2016;8;362
312870;2017;9;393
312870;2018;6;367
312870;2019;5;349
312870;2020;4;331
312870;2021;4;335
312880;2012;0;57
312880;2013;0;88
312880;2014;1;63
312880;2015;1;74
312880;2016;0;58
312880;2017;0;73
312880;2018;0;62
312880;2019;0;70
312880;2020;0;80
312880;2021;0;85
312890;2012;0;72
312890;2013;1;75
312890;2014;0;60
312890;2015;0;81
312890;2016;0;80
312890;2017;0;87
312890;2018;0;96
312890;2019;0;87
312890;2020;0;100
312890;2021;0;102
312900;2012;0;75
312900;2013;1;57
312900;2014;0;58
312900;2015;0;51
312900;2016;0;45
312900;2017;0;59
312900;2018;0;54
312900;2019;0;69
312900;2020;0;46
312900;2021;0;53
312910;2012;0;34
312910;2013;0;39
312910;2014;0;29
312910;2015;0;27
312910;2016;0;25
312910;2017;1;28
312910;2018;0;25
312910;2019;0;25
312910;2020;0;29
312910;2021;0;23
312920;2012;0;66
312920;2013;0;47
312920;2014;1;60
312920;2015;0;49
312920;2016;0;51
312920;2017;0;63
312920;2018;0;48
312920;2019;0;56
312920;2020;0;60
312920;2021;0;55
312930;2012;0;92
312930;2013;0;56
312930;2014;0;18
312930;2015;1;82
312930;2016;1;111
312930;2017;1;98
312930;2018;1;112
312930;2019;0;91
312930;2020;0;90
312930;2021;1;115
312940;2012;0;48
312940;2013;0;49
312940;2014;1;70
312940;2015;0;46
312940;2016;0;61
312940;2017;1;56
312940;2018;0;59
312940;2019;0;46
312940;2020;1;56
312940;2021;0;50
312950;2012;2;186
312950;2013;0;192
312950;2014;3;210
312950;2015;4;219
312950;2016;1;216
312950;2017;3;234
312950;2018;3;259
312950;2019;3;228
312950;2020;2;221
312950;2021;0;198
312960;2012;1;85
312960;2013;0;86
312960;2014;1;90
312960;2015;0;83
312960;2016;1;74
312960;2017;0;90
312960;2018;0;80
312960;2019;0;81
312960;2020;1;79
312960;2021;0;77
312965;2012;1;58
312965;2013;2;65
312965;2014;1;72
312965;2015;0;68
312965;2016;0;49
312965;2017;0;70
312965;2018;0;46
312965;2019;0;50
312965;2020;0;47
312965;2021;0;51
312970;2012;3;132
312970;2013;3;128
312970;2014;1;98
312970;2015;3;107
312970;2016;3;126
312970;2017;1;126
312970;2018;3;125
312970;2019;2;130
312970;2020;3;114
312970;2021;1;106
312980;2012;31;1696
312980;2013;24;1943
312980;2014;10;1896
312980;2015;16;1919
312980;2016;18;1645
312980;2017;13;1624
312980;2018;13;1577
312980;2019;11;1584
312980;2020;10;1541
312980;2021;16;1478
312990;2012;0;25
312990;2013;0;27
312990;2014;1;30
312990;2015;0;31
312990;2016;0;26
312990;2017;0;47
312990;2018;0;27
312990;2019;0;30
312990;2020;0;26
312990;2021;0;27
313000;2012;0;24
313000;2013;0;27
313000;2014;0;26
313000;2015;0;23
313000;2016;0;17
313000;2017;0;18
313000;2018;0;24
313000;2019;0;17
313000;2020;1;26
313000;2021;0;14
313005;2012;0;123
313005;2013;1;109
313005;2014;0;127
313005;2015;0;90
313005;2016;0;95
313005;2017;1;86
313005;2018;0;99
313005;2019;0;89
313005;2020;0;70
313005;2021;0;97
313010;2012;5;437
313010;2013;6;489
313010;2014;4;462
313010;2015;5;508
313010;2016;1;444
313010;2017;0;456
313010;2018;3;522
313010;2019;7;492
313010;2020;2;465
313010;2021;3;517
313020;2012;1;92
313020;2013;5;125
313020;2014;2;100
313020;2015;2;97
313020;2016;0;107
313020;2017;0;115
313020;2018;1;106
313020;2019;1;113
313020;2020;2;114
313020;2021;1;130
313030;2012;0;51
313030;2013;0;53
313030;2014;0;75
313030;2015;0;60
313030;2016;0;67
