"ano","codmunres","locnasc_incompletos","locnasc_totais","tpnascassi_incompletos","tpnascassi_totais"
2017,"292450",0,83,0,83
2017,"292460",0,166,0,166
2017,"292465",0,53,0,53
2017,"292467",0,91,0,91
2017,"292470",0,53,1,53
2017,"292480",0,160,0,160
2017,"292490",0,35,0,35
2017,"292500",0,207,4,207
2017,"292510",0,474,1,474
2017,"292520",0,282,7,282
2017,"292525",0,193,2,193
2017,"292530",0,1788,2,1788
2017,"292540",0,79,1,79
2017,"292550",0,340,5,340
2017,"292560",0,115,3,115
2017,"292570",0,101,1,101
2017,"292575",0,243,0,243
2017,"292580",0,149,0,149
2017,"292590",0,285,0,285
2017,"292593",0,59,1,59
2017,"292595",0,170,1,170
2017,"292600",0,232,0,232
2017,"292610",0,77,1,77
2017,"292620",0,183,3,183
2017,"292630",0,171,0,171
2017,"292640",0,217,1,217
2017,"292650",0,145,0,145
2017,"292660",0,456,0,456
2017,"292665",0,58,5,58
2017,"292670",0,61,0,61
2017,"292680",0,61,1,61
2017,"292690",0,54,0,54
2017,"292700",0,365,0,365
2017,"292710",0,96,30,96
2017,"292720",0,265,3,265
2017,"292730",0,103,0,103
2017,"292740",0,18232,53,18232
2017,"292750",0,120,0,120
2017,"292760",0,112,14,112
2017,"292770",0,312,0,312
2017,"292780",0,46,0,46
2017,"292790",0,63,2,63
2017,"292800",0,286,0,286
2017,"292805",0,133,1,133
2017,"292810",0,264,1,264
2017,"292820",0,171,1,171
2017,"292830",0,50,1,50
2017,"292840",0,269,2,269
2017,"292850",0,61,1,61
2017,"292860",0,464,0,464
2017,"292870",0,493,0,493
2017,"292880",0,456,15,456
2017,"292890",0,238,201,238
2017,"292895",0,37,0,37
2017,"292900",0,86,0,86
2017,"292905",0,121,0,121
2017,"292910",0,103,2,103
2017,"292920",0,351,0,351
2017,"292925",0,181,0,181
2017,"292930",0,181,0,181
2017,"292935",0,67,0,67
2017,"292937",0,68,0,68
2017,"292940",0,62,0,62
2017,"292950",0,355,2,355
2017,"292960",0,74,0,74
2017,"292970",0,177,0,177
2017,"292975",0,77,1,77
2017,"292980",0,75,4,75
2017,"292990",0,237,1,237
2017,"293000",0,44,0,44
2017,"293010",0,721,0,721
2017,"293015",0,327,0,327
2017,"293020",0,349,0,349
2017,"293030",0,125,0,125
2017,"293040",0,78,0,78
2017,"293050",0,502,0,502
2017,"293060",0,129,0,129
2017,"293070",0,1162,0,1162
2017,"293075",0,194,0,194
2017,"293076",0,101,0,101
2017,"293077",0,279,1,279
2017,"293080",0,120,0,120
2017,"293090",0,90,1,90
2017,"293100",0,94,3,94
2017,"293105",0,147,1,147
2017,"293110",0,36,0,36
2017,"293120",0,152,0,152
2017,"293130",0,146,0,146
2017,"293135",0,1324,1,1324
2017,"293140",0,35,0,35
2017,"293150",0,168,0,168
2017,"293160",0,117,1,117
2017,"293170",0,77,2,77
2017,"293180",0,111,0,111
2017,"293190",0,360,1,360
2017,"293200",0,226,0,226
2017,"293210",0,165,0,165
2017,"293220",0,195,0,195
2017,"293230",0,126,2,126
2017,"293240",0,127,1,127
2017,"293245",0,118,3,118
2017,"293250",0,152,1,152
2017,"293260",0,111,0,111
2017,"293270",0,179,1,179
2017,"293280",0,157,1,157
2017,"293290",0,886,0,886
2017,"293300",0,145,0,145
2017,"293305",0,98,0,98
2017,"293310",0,70,0,70
2017,"293315",0,149,0,149
2017,"293317",0,58,0,58
2017,"293320",0,293,0,293
2017,"293325",0,47,0,47
2017,"293330",0,3144,0,3144
2017,"293340",0,79,0,79
2017,"293345",0,119,2,119
2017,"293350",0,312,4,312
2017,"293360",0,622,0,622
2017,"320010",0,136,1,136
2017,"320013",0,41,0,41
2017,"320016",0,63,0,63
2017,"320020",0,77,0,77
2017,"320030",0,41,0,41
2017,"320035",0,29,0,29
2017,"320040",0,109,0,109
2017,"320050",0,22,0,22
2017,"320060",0,630,1,630
2017,"320070",0,41,0,41
2017,"320080",0,122,0,122
2017,"320090",0,243,0,243
2017,"320100",0,91,0,91
2017,"320110",0,17,0,17
2017,"320115",0,59,0,59
2017,"320120",0,811,0,811
2017,"320130",0,2656,1,2656
2017,"320140",0,108,1,108
2017,"320150",0,562,0,562
2017,"320160",0,228,0,228
2017,"320170",0,52,0,52
2017,"320180",0,16,0,16
2017,"320190",0,160,1,160
2017,"320200",0,14,0,14
2017,"320210",0,123,0,123
2017,"320220",0,111,1,111
2017,"320225",0,54,0,54
2017,"320230",0,117,0,117
2017,"320240",0,814,0,814
2017,"320245",0,136,0,136
2017,"320250",0,61,0,61
2017,"320255",0,46,0,46
2017,"320260",0,37,0,37
2017,"320265",0,47,0,47
2017,"320270",0,53,1,53
2017,"320280",0,190,0,190
2017,"320290",0,39,2,39
2017,"320300",0,97,0,97
2017,"320305",0,165,0,165
2017,"320310",0,47,0,47
2017,"320313",0,63,0,63
2017,"320316",0,32,0,32
2017,"320320",0,866,0,866
2017,"320330",0,56,0,56
2017,"320332",0,173,0,173
2017,"320334",0,87,0,87
2017,"320335",0,42,0,42
2017,"320340",0,64,0,64
2017,"320350",0,126,0,126
2017,"320360",0,34,0,34
2017,"320370",0,78,1,78
2017,"320380",0,52,5,52
2017,"320390",0,277,0,277
2017,"320400",0,91,1,91
2017,"320405",0,168,0,168
2017,"320410",0,133,0,133
2017,"320420",0,98,0,98
2017,"320425",0,47,0,47
2017,"320430",0,65,0,65
2017,"320435",0,77,0,77
2017,"320440",0,42,0,42
2017,"320450",0,50,0,50
2017,"320455",0,199,6,199
2017,"320460",0,99,1,99
2017,"320465",0,35,0,35
2017,"320470",0,142,0,142
2017,"320480",0,35,0,35
2017,"320490",0,837,0,837
2017,"320495",0,39,0,39
2017,"320500",0,3352,0,3352
2017,"320501",0,188,0,188
2017,"320503",0,88,0,88
2017,"320506",0,91,0,91
2017,"320510",0,490,0,490
2017,"320515",0,39,0,39
2017,"320517",0,79,0,79
2017,"320520",0,2736,1,2736
2017,"320530",0,1741,0,1741
2017,"330000",0,3,0,3
2017,"330010",0,1111,2,1111
2017,"330015",0,5,0,5
2017,"330020",0,725,0,725
2017,"330022",0,92,0,92
2017,"330023",0,145,0,145
2017,"330025",0,130,0,130
2017,"330030",0,322,0,322
2017,"330040",0,596,1,596
2017,"330045",0,3751,2,3751
2017,"330050",0,17,0,17
2017,"330060",0,68,0,68
2017,"330070",0,1022,0,1022
2017,"330080",0,119,0,119
2017,"330090",0,5,0,5
2017,"330093",0,46,0,46
2017,"330095",0,70,0,70
2017,"330100",0,2631,2,2631
2017,"330110",0,17,0,17
2017,"330115",0,22,0,22
2017,"330120",0,32,0,32
2017,"330130",0,129,0,129
2017,"330140",0,67,5,67
2017,"330150",0,22,0,22
2017,"330160",0,11,0,11
2017,"330170",0,7217,0,7217
2017,"330180",0,26,0,26
2017,"330185",0,284,0,284
2017,"330187",0,161,0,161
2017,"330190",0,1189,0,1189
2017,"330200",0,762,0,762
2017,"330205",0,3,0,3
2017,"330210",0,11,0,11
2017,"330220",0,126,0,126
2017,"330225",0,101,0,101
2017,"330227",0,808,2,808
2017,"330230",0,4,0,4
2017,"330240",0,1165,2,1165
2017,"330245",0,13,0,13
2017,"330250",0,1921,0,1921
2017,"330260",0,157,0,157
2017,"330270",0,587,2,587
2017,"330280",0,64,0,64
2017,"330285",0,1220,0,1220
2017,"330290",0,79,0,79
2017,"330300",0,40,0,40
2017,"330310",0,24,0,24
2017,"330320",0,787,0,787
2017,"330330",0,2164,0,2164
2017,"330340",0,661,0,661
2017,"330350",0,6367,2,6367
2017,"330360",0,90,0,90
2017,"330370",0,286,0,286
2017,"330380",0,268,4,268
2017,"330385",0,146,0,146
2017,"330390",0,1508,0,1508
2017,"330395",0,81,0,81
2017,"330400",0,138,1,138
2017,"330410",0,10,0,10
2017,"330411",0,59,0,59
2017,"330412",0,37,0,37
2017,"330414",0,1320,1,1320
2017,"330415",0,104,0,104
2017,"330420",0,376,0,376
2017,"330430",0,152,1,152
2017,"330440",0,66,0,66
2017,"330450",0,29,0,29
2017,"330452",0,553,0,553
2017,"330455",0,39448,10,39448
2017,"330460",0,20,0,20
2017,"330470",0,6,0,6
2017,"330475",0,282,2,282
2017,"330480",0,53,0,53
2017,"330490",0,3713,1,3713
2017,"330500",0,153,0,153
2017,"330510",0,3283,3,3283
2017,"330513",0,1,0,1
2017,"330515",0,70,0,70
2017,"330520",0,595,0,595
2017,"330530",0,12,0,12
2017,"330540",0,67,0,67
2017,"330550",0,585,3,585
2017,"330555",0,450,3,450
2017,"330560",0,64,0,64
2017,"330570",0,16,1,16
2017,"330575",0,129,0,129
2017,"330580",0,895,0,895
2017,"330590",0,16,0,16
2017,"330600",0,638,0,638
2017,"330610",0,253,1,253
2017,"330615",0,14,0,14
2017,"330620",0,143,0,143
2017,"330630",0,988,0,988
2017,"350000",0,1,0,1
2017,"350010",0,34,0,34
2017,"350020",0,6,0,6
2017,"350030",0,139,0,139
2017,"350040",0,19,1,19
2017,"350050",0,97,0,97
2017,"350055",0,25,0,25
2017,"350060",0,7,0,7
2017,"350070",0,185,0,185
2017,"350075",0,39,0,39
2017,"350080",0,12,0,12
2017,"350090",0,8,0,8
2017,"350100",0,84,0,84
2017,"350110",0,16,0,16
2017,"350115",0,75,0,75
2017,"350120",0,2,0,2
2017,"350130",0,77,0,77
2017,"350140",0,15,0,15
2017,"350150",0,18,0,18
2017,"350160",0,755,0,755
2017,"350170",0,174,0,174
2017,"350180",0,3,0,3
2017,"350190",0,145,0,145
2017,"350200",0,20,0,20
2017,"350210",0,69,0,69
2017,"350220",0,105,1,105
2017,"350230",0,49,0,49
2017,"350240",0,16,0,16
2017,"350250",0,98,0,98
2017,"350260",0,6,0,6
2017,"350270",0,116,0,116
2017,"350275",0,138,0,138
2017,"350280",0,444,0,444
2017,"350290",0,185,0,185
2017,"350300",0,13,0,13
2017,"350310",0,47,0,47
2017,"350315",0,3,0,3
2017,"350320",0,920,0,920
2017,"350330",0,479,0,479
2017,"350335",0,5,0,5
2017,"350340",0,25,0,25
2017,"350350",0,15,0,15
2017,"350360",0,58,0,58
2017,"350370",0,6,0,6
2017,"350380",0,205,0,205
2017,"350390",0,626,0,626
2017,"350395",0,5,0,5
2017,"350400",0,334,0,334
2017,"350410",0,876,1,876
2017,"350420",0,14,0,14
2017,"350430",0,30,0,30
2017,"350440",0,33,0,33
2017,"350450",0,693,0,693
2017,"350460",0,43,0,43
2017,"350470",0,3,0,3
2017,"350480",0,9,0,9
2017,"350490",0,37,0,37
2017,"350500",0,32,0,32
2017,"350510",0,24,0,24
2017,"350520",0,59,0,59
2017,"350530",0,61,0,61
2017,"350535",0,21,0,21
2017,"350540",0,55,0,55
2017,"350550",0,210,0,210
2017,"350560",0,227,0,227
2017,"350570",0,2605,1,2605
2017,"350580",0,144,0,144
2017,"350590",0,214,0,214
2017,"350600",0,1662,0,1662
2017,"350610",0,184,0,184
2017,"350620",0,10,0,10
2017,"350630",0,49,0,49
2017,"350635",0,492,0,492
2017,"350640",0,6,0,6
2017,"350650",0,469,0,469
2017,"350660",0,241,0,241
2017,"350670",0,82,0,82
2017,"350680",0,25,0,25
2017,"350690",0,84,0,84
2017,"350700",0,259,0,259
2017,"350710",0,109,0,109
2017,"350715",0,36,0,36
2017,"350720",0,2,0,2
2017,"350730",0,7,0,7
2017,"350740",0,21,0,21
2017,"350745",0,15,0,15
2017,"350750",0,770,0,770
2017,"350760",0,674,0,674
2017,"350770",0,13,0,13
2017,"350775",0,5,0,5
2017,"350780",0,154,7,154
2017,"350790",0,120,0,120
2017,"350800",0,155,0,155
2017,"350810",0,40,0,40
2017,"350820",0,8,0,8
2017,"350830",0,28,0,28
2017,"350840",0,367,0,367
2017,"350850",0,422,0,422
2017,"350860",0,73,0,73
2017,"350870",0,51,0,51
2017,"350880",0,29,0,29
2017,"350890",0,6,0,6
2017,"350900",0,658,0,658
2017,"350910",0,8,0,8
2017,"350920",0,565,1,565
2017,"350925",0,331,0,331
2017,"350930",0,10,0,10
2017,"350940",0,41,0,41
2017,"350945",0,28,0,28
2017,"350950",0,5722,1,5722
2017,"350960",0,451,1,451
2017,"350970",0,227,0,227
2017,"350980",0,28,0,28
2017,"350990",0,148,0,148
2017,"350995",0,9,0,9
2017,"351000",0,100,0,100
2017,"351010",0,1,0,1
2017,"351015",0,30,0,30
2017,"351020",0,194,0,194
2017,"351030",0,106,0,106
2017,"351040",0,162,0,162
2017,"351050",0,451,0,451
2017,"351060",0,3370,0,3370
2017,"351070",0,13,0,13
2017,"351080",0,80,0,80
2017,"351090",0,20,1,20
2017,"351100",0,37,2,37
2017,"351110",0,266,1,266
2017,"351120",0,17,0,17
2017,"351130",0,17,0,17
2017,"351140",0,105,1,105
2017,"351150",0,126,0,126
2017,"351160",0,108,0,108
2017,"351170",0,61,0,61
2017,"351190",0,31,0,31
2017,"351200",0,20,0,20
2017,"351210",0,12,0,12
2017,"351220",0,137,0,137
2017,"351230",0,92,0,92
2017,"351240",0,101,0,101
2017,"351250",0,20,0,20
2017,"351260",0,27,0,27
2017,"351270",0,14,0,14
2017,"351280",0,223,0,223
2017,"351290",0,12,0,12
2017,"351300",0,2260,0,2260
2017,"351310",0,212,0,212
2017,"351320",0,52,0,52
2017,"351330",0,12,0,12
2017,"351340",0,311,0,311
2017,"351350",0,730,0,730
2017,"351360",0,34,0,34
2017,"351370",0,79,0,79
2017,"351380",0,2678,1,2678
2017,"351385",0,3,0,3
2017,"351390",0,21,0,21
2017,"351400",0,24,0,24
2017,"351410",0,144,1,144
2017,"351420",0,4,0,4
2017,"351430",0,8,0,8
2017,"351440",0,36,0,36
2017,"351450",0,52,0,52
2017,"351460",0,46,0,46
2017,"351470",0,37,0,37
2017,"351480",0,152,0,152
2017,"351490",0,65,1,65
2017,"351492",0,2,0,2
2017,"351495",0,4,0,4
2017,"351500",0,2582,1,2582
2017,"351510",0,660,0,660
2017,"351512",0,4,0,4
2017,"351515",0,134,0,134
2017,"351518",0,59,0,59
2017,"351519",0,15,0,15
2017,"351520",0,25,0,25
2017,"351530",0,7,0,7
2017,"351535",0,32,0,32
2017,"351540",0,95,0,95
2017,"351550",0,132,0,132
2017,"351560",0,13,0,13
2017,"351565",0,6,0,6
2017,"351570",0,1658,4,1658
2017,"351580",0,5,0,5
2017,"351590",0,3,0,3
2017,"351600",0,24,0,24
2017,"351610",0,8,0,8
2017,"351620",0,1451,1,1451
2017,"351630",0,1694,1,1694
2017,"351640",0,1202,0,1202
2017,"351650",0,4,0,4
2017,"351660",0,27,0,27
2017,"351670",0,133,0,133
2017,"351680",0,4,0,4
2017,"351685",0,27,0,27
2017,"351690",0,17,0,17
2017,"351700",0,32,0,32
2017,"351710",0,9,0,9
2017,"351720",0,36,0,36
2017,"351730",0,33,0,33
2017,"351740",0,17,0,17
2017,"351750",0,41,0,41
2017,"351760",0,89,0,89
2017,"351770",0,23,0,23
2017,"351780",0,15,0,15
2017,"351790",0,17,0,17
2017,"351800",0,2,0,2
2017,"351810",0,45,0,45
2017,"351820",0,103,0,103
2017,"351830",0,72,0,72
2017,"351840",0,440,0,440
2017,"351850",0,83,0,83
2017,"351860",0,217,0,217
2017,"351870",0,2074,0,2074
2017,"351880",0,9983,5,9983
2017,"351885",0,58,0,58
2017,"351890",0,10,0,10
2017,"351900",0,44,0,44
2017,"351905",0,73,2,73
2017,"351907",0,1059,0,1059
2017,"351910",0,21,0,21
2017,"351920",0,24,0,24
2017,"351925",0,34,0,34
2017,"351930",0,76,0,76
2017,"351940",0,28,0,28
2017,"351950",0,23,0,23
2017,"351960",0,144,0,144
2017,"351970",0,438,0,438
2017,"351980",0,21,0,21
2017,"351990",0,13,0,13
2017,"352000",0,90,0,90
2017,"352010",0,46,0,46
2017,"352020",0,68,0,68
2017,"352030",0,252,0,252
2017,"352040",0,354,0,354
2017,"352042",0,106,0,106
2017,"352044",0,71,0,71
2017,"352050",0,1105,1,1105
2017,"352060",0,12,0,12
2017,"352070",0,3,0,3
2017,"352080",0,7,0,7
2017,"352090",0,62,0,62
2017,"352100",0,122,0,122
2017,"352110",0,31,0,31
2017,"352115",0,7,0,7
2017,"352120",0,48,0,48
2017,"352130",0,31,0,31
2017,"352140",0,74,0,74
2017,"352150",0,15,0,15
2017,"352160",0,11,0,11
2017,"352170",0,107,0,107
2017,"352180",0,147,0,147
2017,"352190",0,44,1,44
2017,"352200",0,3,0,3
2017,"352210",0,838,0,838
2017,"352215",0,15,0,15
2017,"352220",0,1695,0,1695
2017,"352230",0,990,0,990
2017,"352240",0,578,0,578
2017,"352250",0,2464,0,2464
2017,"352260",0,241,0,241
2017,"352265",0,21,0,21
2017,"352270",0,34,0,34
2017,"352280",0,88,0,88
2017,"352290",0,39,0,39
2017,"352300",0,36,0,36
2017,"352310",0,3563,0,3563
2017,"352320",0,271,0,271
2017,"352330",0,96,0,96
2017,"352340",0,463,0,463
2017,"352350",0,147,3,147
2017,"352360",0,37,0,37
2017,"352370",0,29,0,29
2017,"352380",0,17,0,17
2017,"352390",0,957,0,957
2017,"352400",0,363,0,363
2017,"352410",0,108,0,108
2017,"352420",0,4,0,4
2017,"352430",0,341,0,341
2017,"352440",0,1241,3,1241
2017,"352450",0,16,0,16
2017,"352460",0,189,2,189
2017,"352470",0,190,0,190
2017,"352480",0,51,0,51
2017,"352490",0,33,0,33
2017,"352500",0,867,1,867
2017,"352510",0,361,0,361
2017,"352520",0,208,1,208
2017,"352530",0,496,0,496
2017,"352540",0,7,0,7
2017,"352550",0,45,2,45
2017,"352560",0,16,0,16
2017,"352570",0,69,0,69
2017,"352580",0,26,0,26
2017,"352585",0,10,0,10
2017,"352590",0,2567,1,2567
2017,"352600",0,18,0,18
2017,"352610",0,201,0,201
2017,"352620",0,297,0,297
2017,"352630",0,9,0,9
2017,"352640",0,128,0,128
2017,"352650",0,20,0,20
2017,"352660",0,45,0,45
2017,"352670",0,490,0,490
2017,"352680",0,170,0,170
2017,"352690",0,1250,0,1250
2017,"352700",0,25,0,25
2017,"352710",0,190,0,190
2017,"352720",0,190,0,190
2017,"352725",0,7,0,7
2017,"352730",0,332,0,332
2017,"352740",0,28,0,28
2017,"352750",0,7,0,7
2017,"352760",0,93,0,93
2017,"352770",0,21,0,21
2017,"352780",0,27,0,27
2017,"352790",0,4,0,4
2017,"352800",0,29,0,29
2017,"352810",0,12,0,12
2017,"352820",0,4,0,4
2017,"352830",0,2,0,2
2017,"352840",0,217,0,217
2017,"352850",0,450,0,450
2017,"352860",0,26,0,26
2017,"352870",0,10,0,10
2017,"352880",0,43,0,43
2017,"352885",0,5,0,5
2017,"352890",0,5,0,5
2017,"352900",0,1076,2,1076
2017,"352920",0,47,0,47
2017,"352930",0,151,0,151
2017,"352940",0,1923,1,1923
2017,"352950",0,14,0,14
2017,"352960",0,7,0,7
2017,"352965",0,5,0,5
2017,"352970",0,29,0,29
2017,"352980",0,48,0,48
2017,"352990",0,223,0,223
2017,"353000",0,4,0,4
2017,"353010",0,54,0,54
2017,"353020",0,56,0,56
2017,"353030",0,120,0,120
2017,"353040",0,5,0,5
2017,"353050",0,251,1,251
2017,"353060",0,2979,0,2979
2017,"353070",0,583,0,583
2017,"353080",0,332,0,332
2017,"353090",0,18,0,18
2017,"353100",0,4,0,4
2017,"353110",0,370,20,370
2017,"353120",0,12,0,12
2017,"353130",0,36,0,36
2017,"353140",0,39,0,39
2017,"353150",0,17,0,17
2017,"353160",0,7,0,7
2017,"353170",0,13,0,13
2017,"353180",0,305,0,305
2017,"353190",0,64,0,64
2017,"353200",0,55,0,55
2017,"353205",0,16,0,16
2017,"353210",0,5,0,5
2017,"353215",0,5,0,5
2017,"353220",0,14,0,14
2017,"353230",0,38,0,38
2017,"353240",0,60,0,60
2017,"353250",0,15,0,15
2017,"353260",0,10,0,10
2017,"353270",0,4,0,4
2017,"353280",0,17,0,17
2017,"353282",0,59,0,59
2017,"353284",0,2,0,2
2017,"353286",0,1,0,1
2017,"353290",0,11,0,11
2017,"353300",0,49,0,49
2017,"353310",0,5,0,5
2017,"353320",0,5,0,5
2017,"353325",0,17,0,17
2017,"353330",0,5,0,5
2017,"353340",0,205,0,205
2017,"353350",0,61,0,61
2017,"353360",0,16,0,16
2017,"353370",0,28,0,28
2017,"353380",0,11,0,11
2017,"353390",0,82,0,82
2017,"353400",0,5,0,5
2017,"353410",0,24,0,24
2017,"353420",0,7,0,7
2017,"353430",0,70,0,70
2017,"353440",0,4361,8,4361
2017,"353450",0,11,0,11
2017,"353460",0,51,0,51
2017,"353470",0,448,0,448
2017,"353475",0,10,0,10
2017,"353480",0,10,0,10
2017,"353490",0,5,0,5
2017,"353500",0,14,0,14
2017,"353510",0,29,0,29
2017,"353520",0,17,0,17
2017,"353530",0,47,0,47
2017,"353540",0,49,0,49
2017,"353550",0,86,0,86
2017,"353560",0,112,0,112
2017,"353570",0,11,0,11
2017,"353580",0,96,0,96
2017,"353590",0,5,0,5
2017,"353600",0,45,0,45
2017,"353610",0,53,0,53
2017,"353620",0,204,0,204
2017,"353625",0,11,0,11
2017,"353630",0,63,2,63
2017,"353640",0,28,0,28
2017,"353650",0,589,0,589
2017,"353657",0,11,0,11
2017,"353660",0,11,0,11
2017,"353670",0,42,0,42
2017,"353680",0,28,0,28
2017,"353690",0,1,0,1
2017,"353700",0,31,0,31
2017,"353710",0,126,0,126
2017,"353715",0,5,0,5
2017,"353720",0,66,0,66
2017,"353730",0,174,0,174
2017,"353740",0,66,0,66
2017,"353750",0,59,0,59
2017,"353760",0,540,0,540
2017,"353770",0,16,0,16
2017,"353780",0,203,0,203
2017,"353790",0,154,0,154
2017,"353800",0,680,0,680
2017,"353810",0,33,0,33
2017,"353820",0,55,0,55
2017,"353830",0,3,0,3
2017,"353850",0,26,0,26
2017,"353860",0,127,0,127
2017,"353870",0,1421,1,1421
2017,"353880",0,104,0,104
2017,"353890",0,115,0,115
2017,"353900",0,19,0,19
2017,"353910",0,146,0,146
2017,"353920",0,95,0,95
2017,"353930",0,415,0,415
2017,"353940",0,68,0,68
2017,"353950",0,139,0,139
2017,"353960",0,13,0,13
2017,"353970",0,16,0,16
2017,"353980",0,841,3,841
2017,"353990",0,11,0,11
2017,"354000",0,48,0,48
2017,"354010",0,2,0,2
2017,"354020",0,135,0,135
2017,"354025",0,9,0,9
2017,"354030",0,3,0,3
2017,"354040",0,8,0,8
2017,"354050",0,52,0,52
2017,"354060",0,242,0,242
2017,"354070",0,213,0,213
2017,"354075",0,75,0,75
2017,"354080",0,28,0,28
2017,"354085",0,7,0,7
2017,"354090",0,92,0,92
2017,"354100",0,2260,2,2260
2017,"354105",0,48,0,48
2017,"354110",0,17,0,17
2017,"354120",0,19,0,19
2017,"354130",0,87,0,87
2017,"354140",0,685,0,685
2017,"354150",0,64,0,64
2017,"354160",0,98,0,98
2017,"354165",0,20,0,20
2017,"354170",0,35,0,35
2017,"354180",0,20,0,20
2017,"354190",0,37,0,37
2017,"354200",0,21,0,21
2017,"354210",0,26,0,26
2017,"354220",0,108,0,108
2017,"354230",0,23,0,23
2017,"354240",0,65,0,65
2017,"354250",0,26,0,26
2017,"354260",0,469,0,469
2017,"354270",0,39,0,39
2017,"354280",0,17,0,17
2017,"354290",0,23,1,23
2017,"354300",0,147,0,147
2017,"354310",0,15,0,15
2017,"354320",0,15,0,15
2017,"354323",0,3,0,3
2017,"354325",0,22,0,22
2017,"354330",0,431,0,431
2017,"354340",0,3914,0,3914
2017,"354350",0,25,0,25
2017,"354360",0,5,0,5
2017,"354370",0,40,0,40
2017,"354380",0,40,0,40
2017,"354390",0,583,0,583
2017,"354400",0,89,0,89
2017,"354410",0,239,0,239
2017,"354420",0,22,0,22
2017,"354425",0,49,0,49
2017,"354430",0,28,0,28
2017,"354440",0,7,0,7
2017,"354450",0,8,0,8
2017,"354460",0,20,0,20
2017,"354470",0,6,0,6
2017,"354480",0,8,0,8
2017,"354490",0,18,0,18
2017,"354500",0,93,1,93
2017,"354510",0,15,0,15
2017,"354515",0,22,0,22
2017,"354520",0,516,0,516
2017,"354530",0,238,1,238
2017,"354540",0,23,0,23
2017,"354550",0,13,0,13
2017,"354560",0,28,0,28
2017,"354570",0,10,0,10
2017,"354580",0,1083,1,1083
2017,"354600",0,95,0,95
2017,"354610",0,7,0,7
2017,"354620",0,7,0,7
2017,"354625",0,2,0,2
2017,"354630",0,116,0,116
2017,"354640",0,164,1,164
2017,"354650",0,6,0,6
2017,"354660",0,108,0,108
2017,"354670",0,77,0,77
2017,"354680",0,253,0,253
2017,"354690",0,34,0,34
2017,"354700",0,25,0,25
2017,"354710",0,9,0,9
2017,"354720",0,2,0,2
2017,"354730",0,1031,0,1031
2017,"354740",0,2,0,2
2017,"354750",0,39,0,39
2017,"354760",0,78,0,78
2017,"354770",0,87,0,87
2017,"354780",0,3205,1,3205
2017,"354790",0,34,0,34
2017,"354800",0,66,3,66
2017,"354805",0,13,0,13
2017,"354810",0,15,0,15
2017,"354820",0,41,2,41
2017,"354830",0,13,0,13
2017,"354840",0,20,0,20
2017,"354850",0,1792,0,1792
2017,"354860",0,41,0,41
2017,"354870",0,4165,1,4165
2017,"354880",0,484,0,484
2017,"354890",0,1105,9,1105
2017,"354900",0,2,0,2
2017,"354910",0,255,0,255
2017,"354920",0,4,0,4
2017,"354925",0,5,0,5
2017,"354930",0,3,0,3
2017,"354940",0,56,0,56
2017,"354950",0,26,0,26
2017,"354960",0,23,0,23
2017,"354970",0,128,0,128
2017,"354980",0,923,0,923
2017,"354990",0,3715,1,3715
2017,"354995",0,120,0,120
2017,"355000",0,65,0,65
2017,"355010",0,245,1,245
2017,"355020",0,171,0,171
2017,"355030",0,81953,31,81953
2017,"355040",0,129,0,129
2017,"355050",0,37,0,37
2017,"355060",0,375,0,375
2017,"355070",0,618,0,618
2017,"355080",0,23,0,23
2017,"355090",0,63,0,63
2017,"355100",0,1975,1,1975
2017,"355110",0,61,0,61
2017,"355120",0,14,0,14
2017,"355140",0,72,2,72
2017,"355150",0,352,0,352
2017,"355160",0,52,0,52
2017,"355170",0,606,0,606
2017,"355180",0,142,1,142
2017,"355190",0,38,0,38
2017,"355200",0,22,0,22
2017,"355210",0,110,0,110
2017,"355220",0,4236,0,4236
2017,"355230",0,18,15,18
2017,"355240",0,1783,0,1783
2017,"355250",0,2300,0,2300
2017,"355255",0,9,0,9
2017,"355260",0,15,0,15
2017,"355270",0,41,0,41
2017,"355280",0,2336,0,2336
2017,"355290",0,22,0,22
2017,"355300",0,82,0,82
2017,"355310",0,15,0,15
2017,"355320",0,11,0,11
2017,"355330",0,47,0,47
2017,"355340",0,33,1,33
2017,"355350",0,45,0,45
2017,"355360",0,18,0,18
2017,"355370",0,93,0,93
2017,"355380",0,130,0,130
2017,"355385",0,44,0,44
2017,"355390",0,30,0,30
2017,"355395",0,67,0,67
2017,"355400",0,564,0,564
2017,"355410",0,1505,0,1505
2017,"355420",0,27,0,27
2017,"355430",0,73,0,73
2017,"355440",0,11,0,11
2017,"355450",0,135,0,135
2017,"355460",0,10,0,10
2017,"355465",0,7,0,7
2017,"355470",0,31,0,31
2017,"355475",0,10,0,10
2017,"355480",0,223,0,223
2017,"355490",0,19,0,19
2017,"355495",0,13,0,13
2017,"355500",0,298,0,298
2017,"355510",0,21,0,21
2017,"355520",0,3,0,3
2017,"355530",0,2,0,2
2017,"355535",0,14,0,14
2017,"355540",0,501,0,501
2017,"355550",0,36,0,36
2017,"355560",0,14,0,14
2017,"355570",0,2,0,2
2017,"355580",0,11,0,11
2017,"355590",0,1,0,1
2017,"355600",0,27,0,27
2017,"355610",0,26,0,26
2017,"355620",0,286,0,286
2017,"355630",0,74,0,74
2017,"355635",0,34,0,34
2017,"355640",0,226,0,226
2017,"355645",0,413,0,413
2017,"355650",0,679,1,679
