"ano","codmunres","locnasc_incompletos","locnasc_totais","tpnascassi_incompletos","tpnascassi_totais"
2013,"320330",0,53,0,53
2013,"320332",0,162,0,162
2013,"320334",0,81,0,81
2013,"320335",0,48,0,48
2013,"320340",0,78,0,78
2013,"320350",0,88,0,88
2013,"320360",0,35,1,35
2013,"320370",0,80,0,80
2013,"320380",0,32,4,32
2013,"320390",0,264,0,264
2013,"320400",0,59,0,59
2013,"320405",0,177,0,177
2013,"320410",0,158,0,158
2013,"320420",0,102,1,102
2013,"320425",0,40,1,40
2013,"320430",0,44,0,44
2013,"320435",0,94,0,94
2013,"320440",0,24,0,24
2013,"320450",0,27,0,27
2013,"320455",0,124,2,124
2013,"320460",0,58,0,58
2013,"320465",0,24,0,24
2013,"320470",0,102,0,102
2013,"320480",0,44,0,44
2013,"320490",0,569,0,569
2013,"320495",0,43,0,43
2013,"320500",0,2724,2,2724
2013,"320501",0,231,0,231
2013,"320503",0,64,0,64
2013,"320506",0,88,0,88
2013,"320510",0,425,0,425
2013,"320515",0,35,0,35
2013,"320517",0,62,0,62
2013,"320520",0,2039,2,2039
2013,"320530",0,1418,0,1418
2013,"330000",0,13,0,13
2013,"330010",0,979,0,979
2013,"330015",0,3,1,3
2013,"330020",0,611,0,611
2013,"330022",0,65,0,65
2013,"330023",0,165,1,165
2013,"330025",0,102,0,102
2013,"330030",0,277,0,277
2013,"330040",0,639,1,639
2013,"330045",0,2936,1,2936
2013,"330050",0,70,1,70
2013,"330060",0,49,0,49
2013,"330070",0,997,2,997
2013,"330080",0,122,0,122
2013,"330090",0,10,0,10
2013,"330093",0,33,2,33
2013,"330095",0,56,0,56
2013,"330100",0,2575,2,2575
2013,"330110",0,29,0,29
2013,"330115",0,23,0,23
2013,"330120",0,28,1,28
2013,"330130",0,116,4,116
2013,"330140",0,63,17,63
2013,"330150",0,36,0,36
2013,"330160",0,16,0,16
2013,"330170",0,5744,1,5744
2013,"330180",0,26,0,26
2013,"330185",0,235,4,235
2013,"330187",0,84,0,84
2013,"330190",0,1125,0,1125
2013,"330200",0,817,0,817
2013,"330205",0,7,0,7
2013,"330210",0,11,0,11
2013,"330220",0,154,0,154
2013,"330225",0,94,0,94
2013,"330227",0,679,2,679
2013,"330230",0,14,0,14
2013,"330240",0,895,1,895
2013,"330245",0,14,0,14
2013,"330250",0,1481,1,1481
2013,"330260",0,131,1,131
2013,"330270",0,468,2,468
2013,"330280",0,47,1,47
2013,"330285",0,1223,0,1223
2013,"330290",0,76,0,76
2013,"330300",0,72,1,72
2013,"330310",0,48,0,48
2013,"330320",0,746,0,746
2013,"330330",0,1768,3,1768
2013,"330340",0,702,3,702
2013,"330350",0,4957,4,4957
2013,"330360",0,40,0,40
2013,"330370",0,234,0,234
2013,"330380",0,226,1,226
2013,"330385",0,159,1,159
2013,"330390",0,1419,0,1419
2013,"330395",0,72,0,72
2013,"330400",0,158,1,158
2013,"330410",0,24,0,24
2013,"330411",0,59,0,59
2013,"330412",0,35,2,35
2013,"330414",0,1037,1,1037
2013,"330415",0,97,0,97
2013,"330420",0,345,0,345
2013,"330430",0,144,0,144
2013,"330440",0,65,0,65
2013,"330450",0,40,1,40
2013,"330452",0,692,22,692
2013,"330455",0,37595,10,37595
2013,"330460",0,41,0,41
2013,"330470",0,17,0,17
2013,"330475",0,201,0,201
2013,"330480",0,73,0,73
2013,"330490",0,2928,1,2928
2013,"330500",0,150,0,150
2013,"330510",0,2898,0,2898
2013,"330513",0,4,0,4
2013,"330515",0,65,0,65
2013,"330520",0,304,0,304
2013,"330530",0,12,1,12
2013,"330540",0,85,0,85
2013,"330550",0,328,1,328
2013,"330555",0,383,0,383
2013,"330560",0,72,0,72
2013,"330570",0,27,3,27
2013,"330575",0,116,0,116
2013,"330580",0,829,0,829
2013,"330590",0,23,0,23
2013,"330600",0,566,3,566
2013,"330610",0,258,1,258
2013,"330615",0,17,0,17
2013,"330620",0,116,0,116
2013,"330630",0,969,0,969
2013,"350000",0,5,3,5
2013,"350010",0,42,1,42
2013,"350020",0,13,0,13
2013,"350030",0,136,1,136
2013,"350040",0,19,0,19
2013,"350050",0,97,0,97
2013,"350055",0,26,2,26
2013,"350060",0,6,1,6
2013,"350070",0,151,1,151
2013,"350075",0,35,0,35
2013,"350080",0,4,0,4
2013,"350090",0,8,3,8
2013,"350100",0,77,0,77
2013,"350110",0,8,0,8
2013,"350115",0,69,0,69
2013,"350120",0,7,0,7
2013,"350130",0,89,0,89
2013,"350140",0,16,4,16
2013,"350150",0,18,2,18
2013,"350160",0,583,1,583
2013,"350170",0,120,0,120
2013,"350180",0,3,0,3
2013,"350190",0,161,1,161
2013,"350200",0,10,0,10
2013,"350210",0,84,0,84
2013,"350220",0,60,1,60
2013,"350230",0,39,0,39
2013,"350240",0,11,0,11
2013,"350250",0,80,50,80
2013,"350260",0,3,1,3
2013,"350270",0,152,0,152
2013,"350275",0,104,1,104
2013,"350280",0,399,0,399
2013,"350290",0,174,1,174
2013,"350300",0,10,0,10
2013,"350310",0,42,0,42
2013,"350315",0,6,0,6
2013,"350320",0,716,1,716
2013,"350330",0,369,0,369
2013,"350335",0,6,0,6
2013,"350340",0,16,0,16
2013,"350350",0,17,0,17
2013,"350360",0,60,0,60
2013,"350370",0,11,0,11
2013,"350380",0,197,2,197
2013,"350390",0,484,0,484
2013,"350395",0,2,0,2
2013,"350400",0,334,2,334
2013,"350410",0,760,2,760
2013,"350420",0,16,0,16
2013,"350430",0,39,0,39
2013,"350440",0,18,0,18
2013,"350450",0,670,0,670
2013,"350460",0,28,0,28
2013,"350470",0,1,0,1
2013,"350480",0,15,0,15
2013,"350490",0,34,1,34
2013,"350500",0,20,0,20
2013,"350510",0,24,0,24
2013,"350520",0,65,39,65
2013,"350530",0,86,0,86
2013,"350535",0,31,0,31
2013,"350540",0,68,4,68
2013,"350550",0,136,21,136
2013,"350560",0,213,7,213
2013,"350570",0,2658,0,2658
2013,"350580",0,123,78,123
2013,"350590",0,181,3,181
2013,"350600",0,1574,1,1574
2013,"350610",0,104,52,104
2013,"350620",0,9,0,9
2013,"350630",0,49,4,49
2013,"350635",0,420,7,420
2013,"350640",0,4,0,4
2013,"350650",0,320,0,320
2013,"350660",0,184,23,184
2013,"350670",0,38,0,38
2013,"350680",0,22,1,22
2013,"350690",0,70,1,70
2013,"350700",0,279,0,279
2013,"350710",0,98,6,98
2013,"350715",0,38,0,38
2013,"350730",0,13,5,13
2013,"350740",0,23,0,23
2013,"350745",0,5,0,5
2013,"350750",0,670,0,670
2013,"350760",0,596,0,596
2013,"350770",0,11,0,11
2013,"350775",0,5,0,5
2013,"350780",0,127,0,127
2013,"350790",0,122,0,122
2013,"350800",0,147,0,147
2013,"350810",0,77,0,77
2013,"350820",0,8,0,8
2013,"350830",0,30,0,30
2013,"350840",0,288,1,288
2013,"350850",0,302,70,302
2013,"350860",0,51,0,51
2013,"350870",0,43,1,43
2013,"350880",0,32,0,32
2013,"350890",0,10,0,10
2013,"350900",0,477,1,477
2013,"350910",0,13,0,13
2013,"350920",0,472,4,472
2013,"350925",0,273,3,273
2013,"350930",0,8,2,8
2013,"350940",0,74,1,74
2013,"350945",0,17,0,17
2013,"350950",0,5009,5,5009
2013,"350960",0,539,2,539
2013,"350970",0,248,0,248
2013,"350980",0,34,2,34
2013,"350990",0,112,3,112
2013,"350995",0,7,1,7
2013,"351000",0,119,21,119
2013,"351010",0,1,0,1
2013,"351015",0,34,18,34
2013,"351020",0,217,0,217
2013,"351030",0,107,5,107
2013,"351040",0,153,1,153
2013,"351050",0,649,1,649
2013,"351060",0,3224,5,3224
2013,"351070",0,30,13,30
2013,"351080",0,81,11,81
2013,"351090",0,13,1,13
2013,"351100",0,60,6,60
2013,"351110",0,233,0,233
2013,"351120",0,9,0,9
2013,"351130",0,17,0,17
2013,"351140",0,111,1,111
2013,"351150",0,169,0,169
2013,"351160",0,98,0,98
2013,"351170",0,63,7,63
2013,"351190",0,39,1,39
2013,"351200",0,26,3,26
2013,"351210",0,13,2,13
2013,"351220",0,164,0,164
2013,"351230",0,95,13,95
2013,"351240",0,121,2,121
2013,"351250",0,16,0,16
2013,"351260",0,24,0,24
2013,"351270",0,15,0,15
2013,"351280",0,293,0,293
2013,"351290",0,9,0,9
2013,"351300",0,2036,7,2036
2013,"351310",0,179,5,179
2013,"351320",0,47,0,47
2013,"351330",0,10,0,10
2013,"351340",0,341,3,341
2013,"351350",0,692,1,692
2013,"351360",0,27,0,27
2013,"351370",0,105,0,105
2013,"351380",0,2580,13,2580
2013,"351385",0,6,0,6
2013,"351390",0,15,0,15
2013,"351400",0,14,0,14
2013,"351410",0,186,0,186
2013,"351420",0,1,0,1
2013,"351430",0,7,0,7
2013,"351440",0,41,0,41
2013,"351450",0,39,0,39
2013,"351460",0,22,0,22
2013,"351470",0,20,2,20
2013,"351480",0,167,16,167
2013,"351490",0,52,1,52
2013,"351492",0,5,0,5
2013,"351495",0,2,0,2
2013,"351500",0,2351,1,2351
2013,"351510",0,603,21,603
2013,"351512",0,2,0,2
2013,"351515",0,119,1,119
2013,"351518",0,63,0,63
2013,"351519",0,17,1,17
2013,"351520",0,29,0,29
2013,"351530",0,10,0,10
2013,"351535",0,43,0,43
2013,"351540",0,89,1,89
2013,"351550",0,150,3,150
2013,"351560",0,5,0,5
2013,"351565",0,8,1,8
2013,"351570",0,1508,7,1508
2013,"351580",0,4,0,4
2013,"351590",0,1,0,1
2013,"351600",0,17,5,17
2013,"351610",0,12,0,12
2013,"351620",0,1669,1,1669
2013,"351630",0,1479,3,1479
2013,"351640",0,892,0,892
2013,"351650",0,4,0,4
2013,"351660",0,32,1,32
2013,"351670",0,163,38,163
2013,"351680",0,4,0,4
2013,"351685",0,13,0,13
2013,"351690",0,22,0,22
2013,"351700",0,29,0,29
2013,"351710",0,6,0,6
2013,"351720",0,38,0,38
2013,"351730",0,34,0,34
2013,"351740",0,46,0,46
2013,"351750",0,27,0,27
2013,"351760",0,101,0,101
2013,"351770",0,48,18,48
2013,"351780",0,19,0,19
2013,"351790",0,37,16,37
2013,"351800",0,2,0,2
2013,"351810",0,27,0,27
2013,"351820",0,148,0,148
2013,"351830",0,79,0,79
2013,"351840",0,267,8,267
2013,"351850",0,72,0,72
2013,"351860",0,234,0,234
2013,"351870",0,2155,3,2155
2013,"351880",0,9130,3,9130
2013,"351885",0,39,2,39
2013,"351890",0,12,0,12
2013,"351900",0,48,3,48
2013,"351905",0,67,0,67
2013,"351907",0,1047,5,1047
2013,"351910",0,34,33,34
2013,"351920",0,31,6,31
2013,"351925",0,41,0,41
2013,"351930",0,59,0,59
2013,"351940",0,28,0,28
2013,"351950",0,24,0,24
2013,"351960",0,157,0,157
2013,"351970",0,423,6,423
2013,"351980",0,18,0,18
2013,"351990",0,11,0,11
2013,"352000",0,83,0,83
2013,"352010",0,49,24,49
2013,"352020",0,71,1,71
2013,"352030",0,209,14,209
2013,"352040",0,248,1,248
2013,"352042",0,79,5,79
2013,"352044",0,60,0,60
2013,"352050",0,897,6,897
2013,"352060",0,12,0,12
2013,"352070",0,2,0,2
2013,"352080",0,7,0,7
2013,"352090",0,60,47,60
2013,"352100",0,135,1,135
2013,"352110",0,35,0,35
2013,"352115",0,10,0,10
2013,"352120",0,43,2,43
2013,"352130",0,34,0,34
2013,"352140",0,74,0,74
2013,"352150",0,18,1,18
2013,"352160",0,8,0,8
2013,"352170",0,86,0,86
2013,"352180",0,149,2,149
2013,"352190",0,29,0,29
2013,"352200",0,7,2,7
2013,"352210",0,795,1,795
2013,"352215",0,18,0,18
2013,"352220",0,1732,6,1732
2013,"352230",0,909,5,909
2013,"352240",0,522,0,522
2013,"352250",0,2307,1,2307
2013,"352260",0,264,0,264
2013,"352265",0,24,0,24
2013,"352270",0,42,0,42
2013,"352280",0,99,0,99
2013,"352290",0,43,1,43
2013,"352300",0,23,0,23
2013,"352310",0,3469,9,3469
2013,"352320",0,238,0,238
2013,"352330",0,92,1,92
2013,"352340",0,442,14,442
2013,"352350",0,135,0,135
2013,"352360",0,11,0,11
2013,"352370",0,32,1,32
2013,"352380",0,11,0,11
2013,"352390",0,865,0,865
2013,"352400",0,338,0,338
2013,"352410",0,87,0,87
2013,"352420",0,10,2,10
2013,"352430",0,313,1,313
2013,"352440",0,1202,7,1202
2013,"352450",0,11,0,11
2013,"352460",0,139,1,139
2013,"352470",0,145,0,145
2013,"352480",0,83,0,83
2013,"352490",0,33,5,33
2013,"352500",0,790,1,790
2013,"352510",0,272,0,272
2013,"352520",0,207,8,207
2013,"352530",0,547,0,547
2013,"352540",0,9,0,9
2013,"352550",0,47,7,47
2013,"352560",0,21,0,21
2013,"352570",0,70,0,70
2013,"352580",0,28,0,28
2013,"352585",0,12,1,12
2013,"352590",0,2292,0,2292
2013,"352600",0,26,0,26
2013,"352610",0,213,7,213
2013,"352620",0,304,33,304
2013,"352630",0,13,0,13
2013,"352640",0,144,0,144
2013,"352650",0,10,0,10
2013,"352660",0,40,0,40
2013,"352670",0,527,1,527
2013,"352680",0,133,0,133
2013,"352690",0,1150,3,1150
2013,"352700",0,39,0,39
2013,"352710",0,162,0,162
2013,"352720",0,124,1,124
2013,"352725",0,4,0,4
2013,"352730",0,260,0,260
2013,"352740",0,47,19,47
2013,"352750",0,9,0,9
2013,"352760",0,61,0,61
2013,"352770",0,22,0,22
2013,"352780",0,20,1,20
2013,"352790",0,4,0,4
2013,"352800",0,36,0,36
2013,"352810",0,6,0,6
2013,"352820",0,7,0,7
2013,"352830",0,3,0,3
2013,"352840",0,222,0,222
2013,"352850",0,471,1,471
2013,"352860",0,48,0,48
2013,"352870",0,9,0,9
2013,"352880",0,48,2,48
2013,"352885",0,4,0,4
2013,"352890",0,9,1,9
2013,"352900",0,862,14,862
2013,"352910",0,6,0,6
2013,"352920",0,68,0,68
2013,"352930",0,59,0,59
2013,"352940",0,1536,4,1536
2013,"352950",0,8,0,8
2013,"352960",0,7,0,7
2013,"352965",0,6,0,6
2013,"352970",0,25,5,25
2013,"352980",0,56,1,56
2013,"352990",0,195,6,195
2013,"353000",0,1,0,1
2013,"353010",0,79,0,79
2013,"353020",0,77,1,77
2013,"353030",0,81,0,81
2013,"353040",0,11,0,11
2013,"353050",0,281,4,281
2013,"353060",0,2538,222,2538
2013,"353070",0,585,4,585
2013,"353080",0,305,2,305
2013,"353090",0,19,0,19
2013,"353100",0,4,0,4
2013,"353110",0,330,0,330
2013,"353120",0,19,0,19
2013,"353130",0,38,0,38
2013,"353140",0,37,0,37
2013,"353150",0,23,1,23
2013,"353160",0,16,0,16
2013,"353170",0,19,1,19
2013,"353180",0,333,1,333
2013,"353190",0,69,0,69
2013,"353200",0,45,4,45
2013,"353205",0,11,0,11
2013,"353210",0,2,0,2
2013,"353215",0,7,0,7
2013,"353220",0,16,0,16
2013,"353230",0,33,1,33
2013,"353240",0,44,3,44
2013,"353250",0,15,0,15
2013,"353260",0,1,0,1
2013,"353270",0,13,0,13
2013,"353280",0,22,0,22
2013,"353282",0,68,0,68
2013,"353284",0,1,0,1
2013,"353286",0,4,0,4
2013,"353290",0,24,0,24
2013,"353300",0,32,0,32
2013,"353310",0,4,0,4
2013,"353320",0,2,0,2
2013,"353325",0,24,0,24
2013,"353330",0,14,0,14
2013,"353340",0,192,1,192
2013,"353350",0,55,0,55
2013,"353360",0,12,0,12
2013,"353370",0,25,1,25
2013,"353380",0,16,4,16
2013,"353390",0,93,30,93
2013,"353400",0,5,0,5
2013,"353410",0,30,0,30
2013,"353420",0,6,0,6
2013,"353430",0,75,0,75
2013,"353440",0,4252,8,4252
2013,"353450",0,2,0,2
2013,"353460",0,41,11,41
2013,"353470",0,446,204,446
2013,"353475",0,9,2,9
2013,"353480",0,20,0,20
2013,"353490",0,12,6,12
2013,"353500",0,18,0,18
2013,"353510",0,30,0,30
2013,"353520",0,15,0,15
2013,"353530",0,54,0,54
2013,"353540",0,77,0,77
2013,"353550",0,111,1,111
2013,"353560",0,102,1,102
2013,"353570",0,11,0,11
2013,"353580",0,69,1,69
2013,"353590",0,13,0,13
2013,"353600",0,39,4,39
2013,"353610",0,40,1,40
2013,"353620",0,164,1,164
2013,"353625",0,5,0,5
2013,"353630",0,84,3,84
2013,"353640",0,34,0,34
2013,"353650",0,352,1,352
2013,"353657",0,10,0,10
2013,"353660",0,29,3,29
2013,"353670",0,85,1,85
2013,"353680",0,35,0,35
2013,"353690",0,3,0,3
2013,"353700",0,38,0,38
2013,"353710",0,172,1,172
2013,"353715",0,6,0,6
2013,"353720",0,81,1,81
2013,"353730",0,84,0,84
2013,"353740",0,98,3,98
2013,"353750",0,36,6,36
2013,"353760",0,553,0,553
2013,"353770",0,25,0,25
2013,"353780",0,204,5,204
2013,"353790",0,138,0,138
2013,"353800",0,576,3,576
2013,"353810",0,28,1,28
2013,"353820",0,56,0,56
2013,"353830",0,15,0,15
2013,"353850",0,11,0,11
2013,"353860",0,112,0,112
2013,"353870",0,1578,0,1578
2013,"353880",0,147,0,147
2013,"353890",0,99,4,99
2013,"353900",0,13,0,13
2013,"353910",0,136,1,136
2013,"353920",0,85,0,85
2013,"353930",0,339,0,339
2013,"353940",0,54,0,54
2013,"353950",0,151,0,151
2013,"353960",0,15,0,15
2013,"353970",0,11,0,11
2013,"353980",0,813,12,813
2013,"353990",0,11,0,11
2013,"354000",0,38,21,38
2013,"354010",0,5,0,5
2013,"354020",0,108,0,108
2013,"354025",0,12,0,12
2013,"354030",0,7,0,7
2013,"354040",0,6,0,6
2013,"354050",0,40,3,40
2013,"354060",0,207,0,207
2013,"354070",0,241,0,241
2013,"354075",0,57,42,57
2013,"354080",0,19,0,19
2013,"354085",0,3,1,3
2013,"354090",0,77,2,77
2013,"354100",0,1915,0,1915
2013,"354105",0,32,0,32
2013,"354110",0,23,0,23
2013,"354120",0,21,0,21
2013,"354130",0,79,1,79
2013,"354140",0,581,3,581
2013,"354150",0,90,1,90
2013,"354160",0,63,0,63
2013,"354165",0,18,0,18
2013,"354170",0,46,0,46
2013,"354180",0,13,1,13
2013,"354190",0,49,0,49
2013,"354200",0,18,0,18
2013,"354210",0,22,1,22
2013,"354220",0,128,0,128
2013,"354230",0,18,0,18
2013,"354240",0,61,5,61
2013,"354250",0,29,0,29
2013,"354260",0,501,0,501
2013,"354270",0,48,0,48
2013,"354280",0,16,0,16
2013,"354290",0,24,0,24
2013,"354300",0,140,0,140
2013,"354310",0,24,0,24
2013,"354320",0,11,6,11
2013,"354323",0,4,1,4
2013,"354325",0,23,0,23
2013,"354330",0,350,0,350
2013,"354340",0,3353,1,3353
2013,"354350",0,31,0,31
2013,"354360",0,10,0,10
2013,"354370",0,37,2,37
2013,"354380",0,51,12,51
2013,"354390",0,507,0,507
2013,"354400",0,123,0,123
2013,"354410",0,214,4,214
2013,"354420",0,27,2,27
2013,"354425",0,92,0,92
2013,"354430",0,30,21,30
2013,"354440",0,10,0,10
2013,"354450",0,4,0,4
2013,"354460",0,12,0,12
2013,"354470",0,11,1,11
2013,"354480",0,11,0,11
2013,"354490",0,32,24,32
2013,"354500",0,102,7,102
2013,"354510",0,11,1,11
2013,"354515",0,21,0,21
2013,"354520",0,500,1,500
2013,"354530",0,219,0,219
2013,"354540",0,27,1,27
2013,"354550",0,20,0,20
2013,"354560",0,24,0,24
2013,"354570",0,7,0,7
2013,"354580",0,769,0,769
2013,"354600",0,77,0,77
2013,"354610",0,4,0,4
2013,"354620",0,13,0,13
2013,"354625",0,2,0,2
2013,"354630",0,167,0,167
2013,"354640",0,168,11,168
2013,"354650",0,14,0,14
2013,"354660",0,77,0,77
2013,"354670",0,72,0,72
2013,"354680",0,237,1,237
2013,"354690",0,27,0,27
2013,"354700",0,35,1,35
2013,"354710",0,6,0,6
2013,"354720",0,2,0,2
2013,"354730",0,935,4,935
2013,"354740",0,2,0,2
2013,"354750",0,40,0,40
2013,"354760",0,59,27,59
2013,"354765",0,6,0,6
2013,"354770",0,86,14,86
2013,"354780",0,2938,3,2938
2013,"354790",0,37,5,37
2013,"354800",0,93,0,93
2013,"354805",0,12,0,12
2013,"354810",0,7,0,7
2013,"354820",0,35,1,35
2013,"354830",0,9,1,9
2013,"354840",0,19,0,19
2013,"354850",0,1547,0,1547
2013,"354860",0,52,1,52
2013,"354870",0,3573,10,3573
2013,"354880",0,444,0,444
2013,"354890",0,611,1,611
2013,"354900",0,11,0,11
2013,"354910",0,210,0,210
2013,"354920",0,8,0,8
2013,"354925",0,7,0,7
2013,"354930",0,3,0,3
2013,"354940",0,62,0,62
2013,"354950",0,50,0,50
2013,"354960",0,17,0,17
2013,"354970",0,107,0,107
2013,"354980",0,825,1,825
2013,"354990",0,3179,71,3179
2013,"354995",0,128,6,128
2013,"355000",0,52,1,52
2013,"355010",0,180,1,180
2013,"355020",0,187,3,187
2013,"355030",0,77484,38,77484
2013,"355040",0,149,0,149
2013,"355050",0,31,14,31
2013,"355060",0,323,2,323
2013,"355070",0,646,1,646
2013,"355080",0,30,0,30
2013,"355090",0,80,18,80
2013,"355100",0,2094,2,2094
2013,"355110",0,48,0,48
2013,"355120",0,19,0,19
2013,"355130",0,2,0,2
2013,"355140",0,73,2,73
2013,"355150",0,269,15,269
2013,"355160",0,45,0,45
2013,"355170",0,595,1,595
2013,"355180",0,155,0,155
2013,"355190",0,32,10,32
2013,"355200",0,24,0,24
2013,"355210",0,100,0,100
2013,"355220",0,3641,1,3641
2013,"355230",0,18,0,18
2013,"355240",0,1468,4,1468
2013,"355250",0,2133,16,2133
2013,"355255",0,9,0,9
2013,"355260",0,17,0,17
2013,"355270",0,30,0,30
2013,"355280",0,2007,5,2007
2013,"355290",0,27,1,27
2013,"355300",0,116,1,116
2013,"355310",0,14,6,14
2013,"355320",0,6,2,6
2013,"355330",0,59,0,59
2013,"355340",0,26,0,26
2013,"355350",0,43,0,43
2013,"355360",0,14,0,14
2013,"355365",0,6,1,6
2013,"355370",0,175,1,175
2013,"355380",0,123,0,123
2013,"355385",0,33,0,33
2013,"355390",0,25,0,25
2013,"355395",0,62,0,62
2013,"355400",0,577,0,577
2013,"355410",0,1359,21,1359
2013,"355420",0,29,0,29
2013,"355430",0,80,0,80
2013,"355440",0,16,3,16
2013,"355450",0,151,0,151
2013,"355460",0,8,5,8
2013,"355465",0,17,0,17
2013,"355470",0,35,1,35
2013,"355475",0,6,0,6
2013,"355480",0,203,23,203
2013,"355490",0,19,0,19
2013,"355495",0,22,0,22
2013,"355500",0,272,18,272
2013,"355510",0,33,0,33
2013,"355520",0,1,0,1
2013,"355530",0,3,0,3
2013,"355535",0,19,0,19
2013,"355540",0,616,1,616
2013,"355550",0,25,0,25
2013,"355560",0,21,0,21
2013,"355570",0,5,0,5
2013,"355580",0,13,0,13
2013,"355590",0,2,0,2
2013,"355600",0,20,0,20
2013,"355610",0,16,0,16
2013,"355620",0,258,1,258
2013,"355630",0,97,0,97
2013,"355635",0,46,0,46
2013,"355640",0,195,0,195
2013,"355645",0,368,1,368
2013,"355650",0,849,1,849
2013,"355660",0,31,2,31
2013,"355670",0,257,7,257
2013,"355680",0,25,12,25
2013,"355690",0,14,4,14
2013,"355695",0,2,0,2
2013,"355700",0,655,0,655
2013,"355710",0,100,0,100
2013,"355715",0,3,0,3
2013,"355720",0,24,0,24
2013,"355730",0,38,0,38
2013,"410000",0,1,0,1
2013,"410010",0,37,0,37
2013,"410020",0,35,0,35
2013,"410030",0,51,0,51
2013,"410040",0,1121,0,1121
2013,"410045",0,12,0,12
2013,"410050",0,15,0,15
2013,"410060",0,59,0,59
2013,"410070",0,49,0,49
2013,"410080",0,35,0,35
2013,"410090",0,26,0,26
2013,"410100",0,74,0,74
2013,"410105",0,15,0,15
2013,"410110",0,88,0,88
2013,"410115",0,19,0,19
2013,"410120",0,176,1,176
2013,"410130",0,29,0,29
2013,"410140",0,388,0,388
2013,"410150",0,460,0,460
2013,"410160",0,75,0,75
2013,"410170",0,40,0,40
2013,"410180",0,817,0,817
2013,"410185",0,2,0,2
2013,"410190",0,39,0,39
2013,"410200",0,76,0,76
2013,"410210",0,100,0,100
2013,"410220",0,10,0,10
2013,"410230",0,73,0,73
2013,"410240",0,148,1,148
2013,"410250",0,46,0,46
2013,"410260",0,47,0,47
2013,"410270",0,11,0,11
2013,"410275",0,5,0,5
2013,"410280",0,126,0,126
2013,"410290",0,121,0,121
2013,"410300",0,15,0,15
2013,"410302",0,6,0,6
2013,"410304",0,26,0,26
2013,"410305",0,52,0,52
2013,"410310",0,88,0,88
2013,"410315",0,13,0,13
2013,"410320",0,29,0,29
2013,"410322",0,16,0,16
2013,"410330",0,13,0,13
2013,"410335",0,34,0,34
2013,"410337",0,16,0,16
2013,"410340",0,5,0,5
2013,"410345",0,67,0,67
2013,"410347",0,7,0,7
2013,"410350",0,21,0,21
2013,"410360",0,96,1,96
2013,"410370",0,382,0,382
2013,"410380",0,16,0,16
2013,"410390",0,69,0,69
2013,"410395",0,30,1,30
2013,"410400",0,284,0,284
2013,"410405",0,32,0,32
2013,"410410",0,55,0,55
2013,"410420",0,699,0,699
2013,"410425",0,200,0,200
2013,"410430",0,355,1,355
2013,"410440",0,63,0,63
2013,"410442",0,107,0,107
2013,"410445",0,88,0,88
2013,"410450",0,78,0,78
2013,"410460",0,52,0,52
2013,"410465",0,151,0,151
2013,"410470",0,106,0,106
2013,"410480",0,1777,0,1777
2013,"410490",0,538,0,538
2013,"410500",0,52,0,52
2013,"410510",0,54,0,54
2013,"410520",0,136,1,136
2013,"410530",0,38,0,38
2013,"410540",0,81,0,81
2013,"410550",0,438,0,438
2013,"410560",0,65,0,65
2013,"410570",0,123,0,123
2013,"410580",0,2013,0,2013
2013,"410590",0,53,0,53
2013,"410600",0,53,0,53
2013,"410610",0,19,0,19
2013,"410620",0,98,0,98
2013,"410630",0,57,0,57
2013,"410640",0,92,0,92
2013,"410645",0,46,0,46
2013,"410650",0,112,0,112
2013,"410655",0,8,0,8
2013,"410657",0,23,0,23
2013,"410660",0,63,0,63
2013,"410670",0,4,0,4
2013,"410680",0,85,0,85
2013,"410685",0,1,0,1
2013,"410690",0,9559,2,9559
2013,"410700",0,34,0,34
2013,"410710",0,4,0,4
2013,"410712",0,20,0,20
2013,"410715",0,30,0,30
2013,"410720",0,184,1,184
2013,"410725",0,13,0,13
2013,"410730",0,11,0,11
2013,"410740",0,15,0,15
2013,"410750",0,47,0,47
2013,"410752",0,3,0,3
2013,"410753",0,7,0,7
2013,"410754",0,28,0,28
2013,"410755",0,12,0,12
2013,"410760",0,97,0,97
2013,"410765",0,744,0,744
2013,"410770",0,19,0,19
2013,"410773",0,40,0,40
2013,"410775",0,19,0,19
2013,"410780",0,6,0,6
2013,"410785",0,20,1,20
2013,"410790",0,21,0,21
2013,"410800",0,17,0,17
2013,"410810",0,10,0,10
2013,"410820",0,8,0,8
2013,"410830",0,2092,8,2092
2013,"410832",0,30,0,30
2013,"410840",0,377,0,377
2013,"410845",0,51,0,51
2013,"410850",0,116,0,116
2013,"410855",0,3,0,3
2013,"410860",0,95,1,95
2013,"410865",0,46,0,46
2013,"410870",0,12,0,12
2013,"410880",0,206,0,206
2013,"410890",0,4,0,4
2013,"410895",0,52,0,52
2013,"410900",0,24,0,24
2013,"410910",0,8,0,8
2013,"410920",0,20,0,20
2013,"410930",0,84,0,84
2013,"410940",0,1275,10,1275
2013,"410950",0,72,0,72
2013,"410960",0,222,6,222
2013,"410965",0,24,0,24
2013,"410970",0,157,0,157
2013,"410975",0,66,0,66
2013,"410980",0,200,1,200
2013,"410990",0,39,0,39
2013,"411000",0,15,0,15
2013,"411005",0,11,0,11
2013,"411007",0,84,0,84
2013,"411010",0,209,0,209
2013,"411020",0,102,0,102
2013,"411030",0,10,0,10
2013,"411040",0,30,0,30
