"codmunres","ano","faixa_de_peso","evitaveis_neonatal_outros","evitaveis_neonatal_recem_nascido","evitaveis_neonatal_mulher_gestacao","evitaveis_neonatal_parto","evitaveis_neonatal_tratamento","evitaveis_neonatal_saude","evitaveis_neonatal_mal_definidas","evitaveis_neonatal_imunoprevencao","obitos_neonatais_totais"
"130300",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"130300",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"130310",2022,"> 1500 g",0,2,0,0,0,0,2,0,4
"130310",2022,"outros",0,1,2,0,0,0,0,0,3
"130310",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"130310",2023,"> 1500 g",3,1,0,0,0,0,0,0,4
"130320",2022,"> 1500 g",0,1,1,1,0,0,0,0,3
"130320",2023,"outros",0,0,1,0,0,0,0,0,1
"130320",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"130330",2022,"> 1000 g",0,0,0,0,0,0,1,0,1
"130330",2022,"> 1500 g",0,0,2,0,0,0,0,0,2
"130330",2022,"outros",0,2,1,0,0,0,0,0,3
"130330",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"130330",2023,"outros",0,1,2,0,0,0,0,0,3
"130330",2023,"> 1500 g",1,2,0,1,0,0,0,0,4
"130340",2022,"outros",1,2,3,1,0,0,2,0,9
"130340",2022,"> 1000 g",0,1,3,1,0,0,0,0,5
"130340",2022,"> 1500 g",3,3,0,2,1,1,0,0,10
"130340",2023,"> 1000 g",0,1,1,2,0,0,0,0,4
"130340",2023,"> 1500 g",4,1,1,1,0,1,0,0,8
"130340",2023,"outros",0,4,5,1,0,0,0,0,10
"130350",2022,"> 1500 g",0,2,0,2,0,0,0,0,4
"130350",2023,"> 1000 g",1,1,0,0,0,0,0,0,2
"130350",2023,"outros",0,2,0,0,0,0,0,0,2
"130353",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"130353",2023,"> 1500 g",0,2,0,1,0,0,0,0,3
"130356",2022,"> 1500 g",1,1,1,0,0,0,0,0,3
"130356",2022,"outros",0,0,1,0,0,0,0,0,1
"130356",2023,"> 1500 g",0,0,0,0,1,0,0,0,1
"130360",2022,"> 1500 g",0,3,0,0,0,1,0,0,4
"130360",2023,"> 1500 g",1,1,0,3,0,0,0,0,5
"130370",2022,"> 1500 g",0,4,1,3,0,0,1,0,9
"130370",2023,"> 1500 g",1,1,0,1,0,0,1,0,4
"130370",2023,"outros",1,0,0,0,0,0,0,0,1
"130380",2022,"> 1500 g",1,4,1,5,1,1,0,0,13
"130380",2022,"outros",1,0,1,3,0,0,0,0,5
"130380",2022,"> 1000 g",0,3,0,0,0,0,0,0,3
"130380",2023,"outros",0,0,1,2,0,0,1,0,4
"130380",2023,"> 1500 g",4,5,1,2,1,1,0,0,14
"130380",2023,"> 1000 g",1,0,0,1,0,0,0,0,2
"130390",2022,"> 1000 g",1,0,0,1,0,0,1,0,3
"130390",2022,"> 1500 g",2,2,2,6,0,0,0,0,12
"130390",2023,"> 1000 g",0,0,1,0,0,0,1,0,2
"130390",2023,"> 1500 g",1,2,1,1,0,0,2,0,7
"130390",2023,"outros",0,0,0,1,0,0,0,0,1
"130395",2022,"> 1500 g",1,2,0,0,0,0,0,0,3
"130395",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"130400",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"130400",2022,"> 1500 g",0,0,1,1,0,0,0,0,2
"130400",2022,"outros",0,0,1,0,0,0,0,0,1
"130400",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"130406",2022,"> 1500 g",0,2,1,5,0,0,1,0,9
"130406",2022,"outros",0,1,1,0,0,0,2,0,4
"130406",2022,"> 1000 g",1,2,0,0,0,0,0,0,3
"130406",2023,"> 1500 g",4,3,3,2,0,0,0,0,12
"130406",2023,"outros",0,1,4,0,0,0,0,0,5
"130410",2022,"> 1500 g",2,0,1,0,0,0,0,0,3
"130410",2022,"outros",0,1,0,0,0,0,0,0,1
"130410",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"130410",2023,"> 1500 g",0,0,2,2,0,0,0,0,4
"130410",2023,"outros",0,1,0,0,0,0,0,0,1
"130420",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"130420",2022,"outros",0,2,2,1,0,0,0,0,5
"130420",2022,"> 1500 g",5,0,0,1,0,0,0,0,6
"130420",2023,"> 1000 g",1,0,2,0,0,0,0,0,3
"130420",2023,"> 1500 g",0,3,4,3,0,0,0,0,10
"130420",2023,"outros",1,2,4,0,0,0,0,0,7
"130423",2022,"outros",0,0,1,0,0,0,0,0,1
"130423",2022,"> 1500 g",4,0,0,1,0,0,0,0,5
"130423",2023,"> 1000 g",1,0,0,1,0,0,0,0,2
"130423",2023,"> 1500 g",0,2,0,0,0,1,0,0,3
"130426",2022,"outros",0,0,2,0,0,0,0,0,2
"130426",2022,"> 1500 g",0,1,0,2,0,1,0,0,4
"130426",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"130430",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"130430",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"130430",2022,"outros",0,2,0,0,0,0,0,0,2
"130430",2023,"outros",0,0,1,0,0,0,0,0,1
"130430",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"130440",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"130440",2022,"> 1500 g",2,3,0,0,0,0,0,0,5
"130440",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"140002",2022,"outros",0,1,0,1,0,2,0,0,4
"140002",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"140002",2022,"> 1500 g",0,1,0,0,0,3,0,0,4
"140002",2023,"> 1500 g",0,0,2,1,0,2,0,0,5
"140002",2023,"outros",0,1,1,0,0,0,0,0,2
"140002",2023,"> 1000 g",0,2,0,0,0,0,0,0,2
"140005",2022,"> 1000 g",0,1,1,0,0,0,0,0,2
"140005",2022,"> 1500 g",2,1,0,0,0,0,0,0,3
"140005",2022,"outros",0,1,0,0,0,0,0,0,1
"140005",2023,"> 1500 g",0,4,0,0,1,0,1,0,6
"140005",2023,"> 1000 g",0,0,1,0,0,1,0,0,2
"140005",2023,"outros",0,2,0,0,0,0,0,0,2
"140010",2022,"> 1000 g",1,5,4,2,0,0,0,0,12
"140010",2022,"> 1500 g",19,6,5,3,0,2,0,0,35
"140010",2022,"outros",3,7,12,2,0,0,0,0,24
"140010",2023,"> 1000 g",5,2,6,0,0,0,0,0,13
"140010",2023,"> 1500 g",16,8,3,10,0,1,0,0,38
"140010",2023,"outros",2,5,24,6,0,0,0,0,37
"140015",2022,"> 1500 g",0,1,1,1,0,0,0,0,3
"140015",2023,"> 1500 g",2,1,1,0,0,1,0,0,5
"140015",2023,"outros",0,0,1,0,0,0,0,0,1
"140015",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"140017",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"140017",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"140017",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"140020",2022,"> 1000 g",0,0,0,0,0,0,1,0,1
"140020",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"140020",2022,"outros",0,0,0,0,0,2,0,0,2
"140020",2023,"> 1500 g",0,0,1,0,0,3,1,0,5
"140020",2023,"outros",0,0,0,0,0,1,0,0,1
"140023",2022,"outros",0,0,0,0,0,0,1,0,1
"140023",2023,"outros",0,0,1,0,0,0,0,0,1
"140028",2023,"> 1500 g",1,0,0,0,0,1,0,0,2
"140028",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"140030",2022,"> 1500 g",0,1,0,1,0,0,0,0,2
"140030",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"140030",2023,"> 1500 g",1,1,1,0,0,0,0,0,3
"140030",2023,"outros",0,0,1,0,0,0,0,0,1
"140030",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"140040",2022,"> 1500 g",1,3,0,0,0,0,0,0,4
"140040",2022,"outros",0,1,0,0,0,0,0,0,1
"140040",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"140040",2023,"outros",0,0,1,0,0,0,0,0,1
"140040",2023,"> 1500 g",2,2,0,3,0,0,0,0,7
"140045",2022,"> 1500 g",1,1,0,1,0,0,0,0,3
"140045",2022,"outros",1,0,0,1,0,0,0,0,2
"140045",2022,"> 1000 g",0,2,0,0,0,0,0,0,2
"140045",2023,"outros",0,0,1,1,0,0,0,0,2
"140045",2023,"> 1000 g",1,1,0,1,0,0,0,0,3
"140045",2023,"> 1500 g",1,2,0,1,1,0,0,0,5
"140047",2022,"outros",0,0,2,0,0,0,0,0,2
"140047",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"140047",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"140047",2023,"> 1500 g",2,0,0,2,0,0,0,0,4
"140050",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"140050",2022,"outros",0,1,0,0,0,0,0,0,1
"140050",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"140060",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"140060",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"140060",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"140070",2022,"> 1500 g",0,0,1,1,0,0,0,0,2
"140070",2022,"outros",0,0,1,0,0,0,0,0,1
"140070",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"140070",2023,"> 1500 g",2,1,0,0,0,0,0,0,3
"140070",2023,"outros",1,0,0,2,0,0,0,0,3
"150010",2022,"> 1500 g",10,9,3,0,0,0,2,0,24
"150010",2022,"outros",1,4,8,1,0,0,1,0,15
"150010",2022,"> 1000 g",0,2,1,0,0,0,0,0,3
"150010",2023,"> 1500 g",2,4,3,0,0,0,0,0,9
"150010",2023,"outros",0,2,6,0,0,0,0,0,8
"150010",2023,"> 1000 g",0,2,0,0,0,0,0,0,2
"150013",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"150013",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"150020",2022,"outros",0,0,1,0,0,0,0,0,1
"150020",2022,"> 1500 g",3,2,0,0,0,1,0,0,6
"150020",2023,"outros",0,0,4,0,0,0,0,0,4
"150020",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"150020",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"150030",2022,"> 1500 g",4,0,1,0,0,0,1,0,6
"150030",2022,"> 1000 g",1,1,0,0,0,0,0,0,2
"150030",2022,"outros",1,1,0,0,0,0,0,0,2
"150030",2023,"outros",0,0,1,0,0,0,0,0,1
"150030",2023,"> 1500 g",1,1,0,1,0,0,0,0,3
"150034",2022,"outros",0,1,0,0,0,0,0,0,1
"150034",2023,"outros",0,0,1,0,0,0,0,0,1
"150034",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"150034",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"150040",2022,"> 1000 g",0,1,1,0,0,0,0,0,2
"150040",2022,"> 1500 g",4,1,1,3,0,0,0,0,9
"150040",2022,"outros",0,0,0,1,0,0,0,0,1
"150040",2023,"> 1000 g",0,0,3,0,0,0,0,0,3
"150040",2023,"> 1500 g",3,1,2,3,0,0,0,0,9
"150040",2023,"outros",0,1,0,0,0,0,0,0,1
"150050",2022,"> 1000 g",2,2,2,0,0,0,0,0,6
"150050",2022,"> 1500 g",1,1,1,1,0,0,0,0,4
"150050",2022,"outros",0,1,0,0,0,0,0,0,1
"150050",2023,"> 1500 g",2,1,0,1,0,1,1,0,6
"150050",2023,"> 1000 g",1,2,0,0,0,0,0,0,3
"150050",2023,"outros",0,0,0,1,0,0,0,0,1
"150060",2022,"> 1000 g",1,2,2,2,0,0,0,0,7
"150060",2022,"> 1500 g",1,2,1,0,0,0,0,0,4
"150060",2022,"outros",0,1,4,2,0,1,0,0,8
"150060",2023,"> 1500 g",1,2,1,0,0,0,0,0,4
"150060",2023,"outros",1,2,3,2,0,0,0,0,8
"150060",2023,"> 1000 g",0,2,0,0,0,0,0,0,2
"150070",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"150070",2022,"> 1500 g",0,2,1,0,0,0,0,0,3
"150070",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"150070",2023,"> 1500 g",0,1,1,1,0,0,0,0,3
"150070",2023,"outros",0,0,1,0,0,0,0,0,1
"150080",2022,"> 1000 g",2,5,3,0,1,0,0,0,11
"150080",2022,"> 1500 g",11,7,3,0,0,0,0,0,21
"150080",2022,"outros",2,3,22,1,0,0,0,0,28
"150080",2023,"> 1000 g",1,1,1,0,0,0,0,0,3
"150080",2023,"> 1500 g",5,5,6,3,0,0,0,0,19
"150080",2023,"outros",2,7,9,3,1,0,0,0,22
"150085",2022,"outros",0,0,1,0,0,0,0,0,1
"150085",2022,"> 1500 g",1,1,0,0,0,0,0,0,2
"150085",2022,"> 1000 g",0,1,0,1,0,0,0,0,2
"150085",2023,"> 1500 g",0,1,2,0,0,0,0,0,3
"150085",2023,"outros",0,0,0,2,0,0,0,0,2
"150085",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"150090",2022,"outros",0,1,1,0,0,0,0,0,2
"150090",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"150090",2022,"> 1500 g",1,3,0,2,0,0,0,0,6
"150090",2023,"> 1500 g",1,2,0,0,0,0,0,0,3
"150095",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"150095",2023,"> 1500 g",0,0,1,1,0,0,0,0,2
"150100",2022,"> 1500 g",1,0,2,0,0,0,0,0,3
"150100",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"150100",2023,"> 1500 g",0,0,0,1,0,0,2,0,3
"150110",2022,"> 1500 g",1,1,2,4,0,0,0,0,8
"150110",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"150110",2023,"> 1500 g",2,1,1,0,0,0,0,0,4
"150110",2023,"outros",0,1,0,0,0,0,0,0,1
"150120",2022,"outros",0,0,0,0,0,0,2,0,2
"150120",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"150120",2022,"> 1500 g",3,0,0,0,1,0,0,0,4
"150120",2023,"outros",0,0,1,0,0,0,0,0,1
"150120",2023,"> 1500 g",1,2,0,0,0,0,0,0,3
"150120",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"150125",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"150125",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"150130",2022,"> 1000 g",0,1,3,0,0,0,0,0,4
"150130",2022,"> 1500 g",3,1,1,0,0,0,0,0,5
"150130",2022,"outros",0,1,6,0,0,0,0,0,7
"150130",2023,"outros",0,2,6,1,0,0,0,0,9
"150130",2023,"> 1000 g",1,1,0,0,0,0,0,0,2
"150130",2023,"> 1500 g",2,1,0,1,0,1,0,0,5
"150140",2022,"> 1000 g",7,10,7,3,0,0,0,0,27
"150140",2022,"> 1500 g",21,14,13,17,1,0,0,0,66
"150140",2022,"outros",2,22,36,6,0,0,0,0,66
"150140",2023,"> 1000 g",6,5,10,0,1,0,0,0,22
"150140",2023,"> 1500 g",29,14,5,9,2,0,0,0,59
"150140",2023,"outros",4,19,40,2,0,1,0,0,66
"150145",2022,"> 1500 g",1,0,0,2,0,0,0,0,3
"150145",2022,"outros",1,0,0,0,0,0,0,0,1
"150145",2023,"outros",0,0,1,0,0,0,0,0,1
"150145",2023,"> 1500 g",0,2,0,3,0,0,0,0,5
"150145",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"150150",2022,"outros",1,1,2,0,0,0,0,0,4
"150150",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"150150",2023,"outros",0,0,2,0,0,0,0,0,2
"150150",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"150157",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"150157",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"150160",2022,"outros",0,0,1,0,0,0,0,0,1
"150160",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"150170",2022,"> 1000 g",0,1,1,0,0,1,0,0,3
"150170",2022,"> 1500 g",3,1,1,2,0,0,0,0,7
"150170",2022,"outros",0,4,2,0,0,0,0,0,6
"150170",2023,"> 1500 g",1,3,0,0,0,0,1,0,5
"150170",2023,"outros",0,2,3,0,0,0,0,0,5
"150172",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"150172",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"150172",2023,"> 1000 g",0,0,0,1,0,0,0,0,1
"150175",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"150175",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"150178",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"150178",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"150178",2023,"> 1500 g",0,0,0,3,0,0,0,0,3
"150180",2022,"> 1500 g",3,0,2,6,0,0,1,0,12
"150180",2022,"> 1000 g",1,1,1,0,0,0,0,0,3
"150180",2022,"outros",1,2,6,1,1,0,0,0,11
"150180",2023,"> 1500 g",4,0,2,5,0,0,1,0,12
"150180",2023,"> 1000 g",0,0,1,1,0,0,0,0,2
"150180",2023,"outros",0,1,5,0,0,0,0,0,6
"150190",2022,"outros",0,0,3,0,0,0,0,0,3
"150190",2022,"> 1500 g",1,1,0,1,0,0,0,0,3
"150190",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"150195",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"150195",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"150200",2022,"> 1500 g",0,1,2,0,0,0,0,0,3
"150200",2022,"outros",0,0,1,0,0,0,0,0,1
"150200",2023,"> 1500 g",1,0,3,1,0,0,0,0,5
"150200",2023,"outros",0,0,1,0,0,0,0,0,1
"150200",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"150210",2022,"> 1500 g",3,3,5,8,0,0,0,0,19
"150210",2022,"outros",0,2,8,0,1,0,0,0,11
"150210",2023,"> 1000 g",0,1,2,0,0,0,0,0,3
"150210",2023,"> 1500 g",2,5,8,3,0,0,0,0,18
"150210",2023,"outros",2,1,2,0,0,0,0,0,5
"150215",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"150215",2022,"> 1500 g",0,0,1,0,1,0,0,0,2
"150215",2022,"outros",1,1,2,0,0,0,0,0,4
"150215",2023,"> 1000 g",0,1,1,0,0,0,0,0,2
"150215",2023,"> 1500 g",6,1,1,1,0,0,0,0,9
"150215",2023,"outros",0,0,4,0,0,0,0,0,4
"150220",2022,"> 1500 g",3,1,1,0,0,0,0,0,5
"150220",2022,"outros",0,1,1,1,0,0,0,0,3
"150220",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"150220",2023,"> 1500 g",2,1,1,1,0,0,0,0,5
"150220",2023,"outros",0,2,1,0,0,0,0,0,3
"150220",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"150230",2022,"> 1500 g",1,0,3,2,0,0,0,0,6
"150230",2022,"outros",0,1,1,0,0,0,0,0,2
"150230",2023,"> 1500 g",0,1,0,1,0,0,0,0,2
"150230",2023,"outros",0,2,0,0,0,0,0,0,2
"150240",2022,"outros",1,3,8,0,0,0,0,0,12
"150240",2022,"> 1500 g",4,4,0,3,0,0,0,0,11
"150240",2022,"> 1000 g",0,4,0,0,0,0,0,0,4
"150240",2023,"> 1000 g",0,5,3,0,0,0,0,0,8
"150240",2023,"> 1500 g",8,4,1,1,0,0,0,0,14
"150240",2023,"outros",0,2,4,1,0,0,0,0,7
"150250",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"150250",2022,"> 1500 g",0,0,1,1,0,0,0,0,2
"150250",2022,"outros",0,0,1,0,0,0,0,0,1
"150250",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"150260",2023,"> 1500 g",1,0,1,0,0,0,0,0,2
"150260",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"150270",2022,"> 1500 g",1,0,2,1,0,0,0,0,4
"150270",2022,"outros",0,2,0,2,0,0,0,0,4
"150270",2023,"> 1000 g",1,0,2,0,0,0,0,0,3
"150270",2023,"> 1500 g",1,0,1,0,0,0,0,0,2
"150270",2023,"outros",0,0,1,0,0,0,0,0,1
"150275",2022,"outros",0,0,0,1,0,0,0,0,1
"150275",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"150275",2023,"outros",0,1,2,0,0,0,0,0,3
"150275",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"150275",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"150276",2022,"outros",0,0,1,0,0,0,0,0,1
"150276",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"150276",2023,"outros",0,0,0,0,0,0,1,0,1
"150276",2023,"> 1500 g",0,1,0,1,0,0,0,0,2
"150277",2022,"outros",0,0,0,2,0,0,1,0,3
"150277",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"150277",2023,"outros",1,1,0,0,0,0,0,0,2
"150280",2022,"> 1500 g",2,2,3,1,0,0,0,0,8
"150280",2022,"outros",0,0,2,0,0,0,0,0,2
"150280",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"150280",2023,"> 1500 g",0,3,0,3,0,1,1,0,8
"150280",2023,"outros",2,0,1,0,0,0,0,0,3
"150285",2022,"> 1000 g",0,1,1,0,0,0,0,0,2
"150285",2023,"> 1500 g",0,0,0,1,0,0,0,0,1
"150290",2022,"> 1000 g",0,0,1,1,0,0,0,0,2
"150290",2022,"outros",0,0,1,1,0,0,0,0,2
"150290",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"150290",2023,"> 1500 g",2,2,1,0,0,0,0,0,5
"150290",2023,"outros",1,0,0,1,0,0,0,0,2
"150293",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"150293",2023,"outros",0,0,1,0,0,0,0,0,1
"150293",2023,"> 1500 g",1,0,0,1,0,0,0,0,2
"150295",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"150295",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"150295",2023,"> 1500 g",3,2,0,1,0,0,1,0,7
"150295",2023,"outros",0,0,1,0,0,0,0,0,1
"150300",2023,"outros",0,1,0,0,0,0,0,0,1
"150300",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"150304",2022,"> 1500 g",1,0,1,0,0,0,0,0,2
"150304",2022,"outros",0,0,1,0,0,0,0,0,1
"150304",2023,"> 1500 g",1,1,0,0,0,0,0,0,2
"150307",2022,"> 1500 g",1,2,0,0,0,0,0,0,3
"150307",2023,"> 1000 g",0,1,1,0,0,0,0,0,2
"150307",2023,"> 1500 g",2,0,1,0,0,0,0,0,3
"150307",2023,"outros",0,0,2,0,0,0,0,0,2
"150309",2022,"> 1500 g",1,1,1,1,0,0,0,0,4
"150309",2023,"outros",0,0,0,1,0,0,0,0,1
"150309",2023,"> 1500 g",0,1,0,0,0,0,0,0,1
"150310",2022,"> 1500 g",1,2,1,0,0,0,0,0,4
"150310",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"150310",2023,"outros",0,0,1,0,0,0,0,0,1
"150310",2023,"> 1500 g",1,1,0,3,0,0,0,0,5
"150320",2022,"> 1500 g",1,1,1,1,0,0,0,0,4
"150320",2022,"outros",0,3,1,0,0,0,0,0,4
"150320",2022,"> 1000 g",1,1,0,0,0,0,0,0,2
"150320",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"150320",2023,"outros",1,0,0,0,0,0,0,0,1
"150320",2023,"> 1500 g",0,2,0,0,0,0,0,0,2
"150330",2022,"> 1500 g",2,1,1,1,0,0,0,0,5
"150330",2022,"outros",0,0,2,0,0,0,0,0,2
"150330",2023,"outros",0,1,1,0,0,0,0,0,2
"150330",2023,"> 1500 g",1,1,0,2,0,0,0,0,4
"150330",2023,"> 1000 g",0,1,0,0,0,0,0,0,1
"150340",2022,"outros",0,0,1,0,0,0,0,0,1
"150340",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"150345",2022,"> 1500 g",0,0,1,0,0,0,1,0,2
"150345",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"150345",2022,"outros",0,2,0,0,0,0,0,0,2
"150345",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"150350",2022,"outros",0,1,2,0,0,0,0,0,3
"150350",2022,"> 1000 g",0,0,0,1,0,0,0,0,1
"150350",2023,"> 1500 g",0,0,2,0,0,0,0,0,2
"150350",2023,"outros",1,1,1,0,0,0,0,0,3
"150350",2023,"> 1000 g",1,0,0,0,0,0,0,0,1
"150360",2022,"> 1000 g",1,3,3,2,0,0,0,0,9
"150360",2022,"> 1500 g",1,9,1,7,0,0,0,0,18
"150360",2022,"outros",1,2,9,1,0,0,0,0,13
"150360",2023,"> 1000 g",1,5,2,3,0,0,0,0,11
"150360",2023,"> 1500 g",3,10,5,6,0,0,0,0,24
"150360",2023,"outros",1,9,3,2,0,0,0,0,15
"150370",2022,"> 1500 g",1,2,1,1,0,0,0,0,5
"150370",2022,"outros",0,0,2,0,0,0,0,0,2
"150370",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"150370",2023,"outros",0,1,1,0,0,0,0,0,2
"150370",2023,"> 1500 g",1,0,0,0,0,0,0,0,1
"150375",2022,"> 1500 g",1,0,2,2,0,0,1,0,6
"150375",2023,"> 1500 g",0,0,2,0,0,0,0,0,2
"150380",2022,"> 1500 g",0,0,1,1,0,0,0,0,2
"150380",2022,"outros",0,1,3,1,0,0,0,0,5
"150380",2023,"> 1500 g",2,0,0,1,0,0,0,0,3
"150380",2023,"outros",0,1,0,0,0,0,0,0,1
"150390",2022,"> 1500 g",1,0,2,2,0,0,0,0,5
"150390",2022,"outros",1,0,0,0,0,0,0,0,1
"150390",2023,"> 1000 g",0,0,2,0,0,0,0,0,2
"150390",2023,"> 1500 g",1,1,3,4,0,0,0,0,9
"150390",2023,"outros",0,0,1,2,0,0,0,0,3
"150400",2022,"> 1500 g",2,1,1,2,0,0,0,0,6
"150400",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"150400",2023,"> 1000 g",0,0,2,0,0,0,0,0,2
"150400",2023,"outros",0,1,1,0,0,0,0,0,2
"150405",2022,"outros",0,0,1,0,0,0,0,0,1
"150405",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"150405",2023,"> 1000 g",0,0,1,0,0,0,0,0,1
"150405",2023,"> 1500 g",0,0,1,0,0,0,0,0,1
"150405",2023,"outros",0,0,1,1,0,0,0,0,2
"150410",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"150410",2023,"não se aplica",0,0,0,0,0,0,0,0,0
"150420",2022,"outros",0,4,7,4,0,0,1,0,16
"150420",2022,"> 1000 g",1,1,5,0,0,0,0,0,7
"150420",2022,"> 1500 g",6,2,3,2,0,0,0,0,13
"150420",2023,"> 1000 g",0,2,2,1,0,0,0,0,5
"150420",2023,"> 1500 g",4,2,1,3,0,1,0,0,11
"150420",2023,"outros",1,3,9,1,0,0,0,0,14
"150430",2022,"> 1500 g",0,3,0,1,0,0,0,0,4
"150430",2022,"outros",0,1,0,0,0,0,0,0,1
"150430",2023,"> 1000 g",0,2,0,0,0,0,0,0,2
"150430",2023,"outros",0,2,0,0,0,0,0,0,2
"150440",2022,"> 1000 g",0,1,1,0,0,0,0,0,2
"150440",2022,"> 1500 g",0,0,1,1,0,0,0,0,2
"150440",2023,"outros",0,0,2,0,0,0,0,0,2
"150440",2023,"> 1500 g",0,1,0,1,0,0,0,0,2
"150442",2022,"outros",0,1,3,0,0,0,0,0,4
"150442",2022,"> 1500 g",3,3,0,0,0,0,0,0,6
"150442",2023,"> 1500 g",3,1,1,3,0,0,0,0,8
