"codmunres","ano","incompletude_fetal_peso_ig","incompletude_fetal_momento","incompletude_fetal_peso","total_dofet","incompletude_neonatal_idade","incompletude_neonatal_peso","total_doinf"
"110001",2012,1,0,2,4,0,2,5
"110001",2013,0,0,0,4,0,4,7
"110001",2014,0,0,0,2,0,1,2
"110001",2015,0,0,0,5,0,1,7
"110001",2016,0,0,0,3,0,1,5
"110001",2017,1,1,1,3,0,0,5
"110001",2018,1,1,1,4,0,0,3
"110001",2019,0,0,0,4,0,1,3
"110001",2020,0,0,0,2,0,0,2
"110001",2021,0,0,0,3,0,0,2
"110001",2022,0,0,0,1,0,0,2
"110001",2023,NA,NA,NA,NA,0,0,4
"110001",2024,NA,NA,NA,NA,0,0,2
"110002",2012,3,2,3,11,0,0,15
"110002",2013,0,0,1,23,0,5,19
"110002",2014,1,0,2,18,0,3,23
"110002",2015,2,1,6,14,0,6,18
"110002",2016,1,0,2,17,0,5,26
"110002",2017,0,0,1,16,0,3,23
"110002",2018,0,0,0,9,0,5,26
"110002",2019,0,0,0,16,0,2,18
"110002",2020,0,0,1,18,0,0,11
"110002",2021,0,1,0,12,0,2,18
"110002",2022,0,0,0,12,0,3,32
"110002",2023,0,1,0,12,0,1,19
"110002",2024,NA,NA,NA,NA,0,3,8
"110003",2012,NA,NA,NA,NA,0,0,1
"110003",2013,NA,NA,NA,NA,0,0,1
"110003",2014,0,0,0,1,0,0,2
"110003",2015,NA,NA,NA,NA,0,1,3
"110003",2016,NA,NA,NA,NA,NA,NA,NA
"110003",2017,0,0,0,1,NA,NA,NA
"110003",2018,0,0,1,3,0,0,1
"110003",2019,0,0,0,1,0,0,2
"110003",2020,0,0,0,1,0,0,2
"110003",2021,0,0,0,1,0,0,1
"110003",2022,NA,NA,NA,NA,NA,NA,NA
"110003",2023,0,0,0,1,NA,NA,NA
"110003",2024,NA,NA,NA,NA,NA,NA,NA
"110004",2012,0,0,0,11,0,2,17
"110004",2013,0,0,0,12,0,0,18
"110004",2014,0,1,0,17,0,2,23
"110004",2015,0,0,0,12,0,0,25
"110004",2016,0,0,0,8,0,2,17
"110004",2017,0,0,0,10,0,0,14
"110004",2018,0,0,0,11,0,0,19
"110004",2019,0,0,0,5,0,0,7
"110004",2020,0,0,0,9,0,0,22
"110004",2021,0,0,0,7,0,0,13
"110004",2022,0,0,0,13,0,2,13
"110004",2023,0,0,0,11,0,0,12
"110004",2024,NA,NA,NA,NA,0,1,6
"110005",2012,NA,NA,NA,NA,0,1,6
"110005",2013,0,0,0,6,0,0,3
"110005",2014,0,0,0,5,0,0,5
"110005",2015,0,0,0,2,0,0,1
"110005",2016,0,0,0,3,0,0,3
"110005",2017,0,0,0,2,0,0,1
"110005",2018,0,0,0,5,0,0,4
"110005",2019,0,0,0,4,0,0,4
"110005",2020,0,0,0,1,0,0,2
"110005",2021,0,1,0,2,0,0,2
"110005",2022,0,1,0,3,0,0,1
"110005",2023,0,0,0,2,NA,NA,NA
"110005",2024,NA,NA,NA,NA,0,0,2
"110006",2012,0,0,0,1,0,3,3
"110006",2013,0,0,0,3,0,1,4
"110006",2014,0,0,0,1,0,0,3
"110006",2015,0,1,0,2,0,0,2
"110006",2016,0,0,0,4,0,0,1
"110006",2017,0,0,0,2,0,2,5
"110006",2018,0,0,0,4,0,1,2
"110006",2019,NA,NA,NA,NA,0,0,1
"110006",2020,0,0,0,2,NA,NA,NA
"110006",2021,0,0,0,1,NA,NA,NA
"110006",2022,1,0,1,3,0,0,4
"110006",2023,0,0,0,3,0,0,2
"110006",2024,NA,NA,NA,NA,0,0,3
"110007",2012,NA,NA,NA,NA,NA,NA,NA
"110007",2013,NA,NA,NA,NA,0,0,1
"110007",2014,0,0,0,1,0,0,3
"110007",2015,0,0,0,1,NA,NA,NA
"110007",2016,NA,NA,NA,NA,0,0,3
"110007",2017,0,0,0,1,0,0,2
"110007",2018,0,0,0,1,0,0,1
"110007",2019,NA,NA,NA,NA,NA,NA,NA
"110007",2020,0,0,0,2,0,1,5
"110007",2021,0,0,0,1,0,0,1
"110007",2022,0,0,0,2,0,0,3
"110007",2023,NA,NA,NA,NA,0,0,1
"110007",2024,NA,NA,NA,NA,0,0,1
"110008",2012,0,0,0,3,0,2,5
"110008",2013,NA,NA,NA,NA,0,0,4
"110008",2014,NA,NA,NA,NA,0,0,5
"110008",2015,0,0,0,2,0,0,7
"110008",2016,0,1,1,4,0,0,4
"110008",2017,0,0,0,1,0,1,7
"110008",2018,0,0,0,2,0,1,2
"110008",2019,0,0,0,2,0,1,6
"110008",2020,0,1,2,4,0,0,5
"110008",2021,0,0,0,1,0,0,2
"110008",2022,0,0,0,2,0,0,3
"110008",2023,0,0,0,2,0,1,3
"110008",2024,NA,NA,NA,NA,0,0,2
"110009",2012,0,0,0,6,0,1,6
"110009",2013,1,1,1,3,0,4,8
"110009",2014,0,0,0,2,0,9,11
"110009",2015,0,0,2,5,0,1,8
"110009",2016,0,0,0,4,0,2,7
"110009",2017,0,0,0,5,0,0,4
"110009",2018,0,0,0,6,0,1,6
"110009",2019,NA,NA,NA,NA,0,1,8
"110009",2020,2,3,2,6,0,0,4
"110009",2021,1,0,1,6,0,3,5
"110009",2022,0,0,0,3,0,1,5
"110009",2023,1,1,1,3,0,0,4
"110009",2024,NA,NA,NA,NA,0,1,4
"110010",2012,0,1,0,12,0,3,11
"110010",2013,1,1,3,15,0,1,11
"110010",2014,0,1,2,10,0,5,19
"110010",2015,0,0,0,4,0,3,16
"110010",2016,0,0,0,5,0,3,16
"110010",2017,0,0,0,7,0,5,18
"110010",2018,1,0,1,9,0,3,22
"110010",2019,0,0,0,6,0,1,8
"110010",2020,0,0,0,10,0,3,19
"110010",2021,0,0,0,8,0,3,13
"110010",2022,0,0,1,12,0,3,12
"110010",2023,0,0,0,7,0,2,15
"110010",2024,NA,NA,NA,NA,0,0,4
"110011",2012,0,0,0,5,0,2,11
"110011",2013,0,0,1,9,0,6,13
"110011",2014,0,0,1,13,0,2,9
"110011",2015,0,1,0,9,0,2,12
"110011",2016,0,0,1,11,0,0,10
"110011",2017,0,0,0,6,0,2,7
"110011",2018,0,0,0,11,0,0,11
"110011",2019,0,0,1,5,0,0,4
"110011",2020,0,0,0,12,0,2,9
"110011",2021,0,0,0,9,0,0,13
"110011",2022,0,0,0,4,0,0,12
"110011",2023,0,0,0,2,0,1,10
"110011",2024,NA,NA,NA,NA,0,3,5
"110012",2012,2,15,2,18,0,11,25
"110012",2013,2,4,2,12,0,9,30
"110012",2014,0,0,2,16,0,4,25
"110012",2015,0,1,1,14,0,6,33
"110012",2016,1,2,3,19,0,2,20
"110012",2017,0,0,1,13,0,3,23
"110012",2018,3,4,4,21,0,7,39
"110012",2019,3,1,5,20,0,3,25
"110012",2020,0,0,3,14,0,3,24
"110012",2021,0,1,0,16,0,0,18
"110012",2022,0,0,1,15,0,0,21
"110012",2023,0,0,0,12,0,0,17
"110012",2024,NA,NA,NA,NA,0,2,16
"110013",2012,0,0,1,5,0,7,9
"110013",2013,0,0,2,6,0,4,7
"110013",2014,0,0,0,3,0,1,5
"110013",2015,1,1,2,7,0,2,11
"110013",2016,0,0,1,7,0,3,7
"110013",2017,0,0,0,4,0,1,3
"110013",2018,0,0,0,4,0,1,2
"110013",2019,0,0,0,2,0,0,10
"110013",2020,0,0,1,7,0,1,3
"110013",2021,0,0,0,5,0,0,5
"110013",2022,0,0,0,7,0,3,12
"110013",2023,0,0,0,8,0,2,9
"110013",2024,NA,NA,NA,NA,0,0,7
"110014",2012,0,0,3,8,0,0,1
"110014",2013,NA,NA,NA,NA,0,0,5
"110014",2014,0,0,0,3,0,2,4
"110014",2015,0,0,0,1,0,1,2
"110014",2016,0,0,0,3,0,1,1
"110014",2017,0,0,0,4,NA,NA,NA
"110014",2018,0,0,0,3,0,0,2
"110014",2019,0,0,0,2,0,1,8
"110014",2020,0,0,1,2,0,0,2
"110014",2021,0,0,0,2,0,0,2
"110014",2022,NA,NA,NA,NA,0,1,4
"110014",2023,0,0,0,5,0,1,6
"110014",2024,NA,NA,NA,NA,NA,NA,NA
"110015",2012,0,0,0,4,0,2,8
"110015",2013,0,0,0,5,0,3,10
"110015",2014,0,0,0,6,0,0,4
"110015",2015,1,1,3,6,0,1,7
"110015",2016,0,0,0,6,0,1,7
"110015",2017,0,0,0,6,0,1,3
"110015",2018,1,1,1,9,0,2,8
"110015",2019,1,1,1,8,0,2,9
"110015",2020,0,0,2,8,NA,NA,NA
"110015",2021,0,0,0,3,0,2,7
"110015",2022,1,0,1,4,0,0,1
"110015",2023,0,0,0,3,0,0,2
"110015",2024,NA,NA,NA,NA,0,0,2
"110018",2012,1,1,1,5,0,4,9
"110018",2013,0,0,0,2,0,3,12
"110018",2014,0,0,0,4,0,3,14
"110018",2015,0,0,1,5,0,0,10
"110018",2016,0,0,1,8,0,1,6
"110018",2017,1,0,1,4,0,4,9
"110018",2018,0,0,0,6,0,0,8
"110018",2019,1,0,1,2,0,0,8
"110018",2020,0,0,0,5,0,2,9
"110018",2021,0,0,2,3,0,0,11
"110018",2022,0,0,0,7,0,2,11
"110018",2023,0,0,0,4,0,1,6
"110018",2024,NA,NA,NA,NA,0,0,5
"110020",2012,6,6,10,95,0,27,128
"110020",2013,2,0,6,55,0,26,124
"110020",2014,2,4,9,85,0,14,121
"110020",2015,0,2,6,89,0,5,121
"110020",2016,1,2,1,76,0,13,134
"110020",2017,1,2,3,69,0,8,121
"110020",2018,1,1,1,87,0,15,107
"110020",2019,1,0,3,86,0,10,110
"110020",2020,0,1,0,74,0,7,139
"110020",2021,0,2,2,91,0,4,116
"110020",2022,1,5,2,72,0,11,98
"110020",2023,0,2,0,59,0,5,90
"110020",2024,NA,NA,NA,NA,0,5,47
"110025",2012,1,0,1,2,0,2,3
"110025",2013,1,1,2,2,0,0,5
"110025",2014,0,0,1,3,0,0,2
"110025",2015,0,0,0,2,0,0,5
"110025",2016,NA,NA,NA,NA,0,0,5
"110025",2017,0,0,0,3,0,0,11
"110025",2018,0,0,0,1,0,1,3
"110025",2019,NA,NA,NA,NA,0,0,3
"110025",2020,0,0,0,1,0,0,2
"110025",2021,0,0,2,2,0,0,1
"110025",2022,0,0,1,3,0,0,3
"110025",2023,0,0,0,2,0,0,4
"110025",2024,NA,NA,NA,NA,0,0,4
"110026",2012,NA,NA,NA,NA,NA,NA,NA
"110026",2013,0,0,0,1,NA,NA,NA
"110026",2014,NA,NA,NA,NA,NA,NA,NA
"110026",2015,NA,NA,NA,NA,NA,NA,NA
"110026",2016,NA,NA,NA,NA,0,0,1
"110026",2017,NA,NA,NA,NA,NA,NA,NA
"110026",2018,NA,NA,NA,NA,NA,NA,NA
"110026",2019,NA,NA,NA,NA,0,0,1
"110026",2020,0,0,0,1,0,0,1
"110026",2021,NA,NA,NA,NA,NA,NA,NA
"110026",2022,NA,NA,NA,NA,0,0,1
"110026",2023,NA,NA,NA,NA,NA,NA,NA
"110026",2024,NA,NA,NA,NA,NA,NA,NA
"110028",2012,0,0,0,7,0,0,11
"110028",2013,0,0,0,14,0,3,10
"110028",2014,0,0,0,5,0,0,11
"110028",2015,0,0,0,7,0,0,23
"110028",2016,0,0,1,12,0,0,9
"110028",2017,0,0,0,9,0,1,5
"110028",2018,1,1,2,11,0,1,12
"110028",2019,0,0,0,10,0,1,8
"110028",2020,0,0,0,7,0,0,8
"110028",2021,1,0,1,6,0,0,8
"110028",2022,0,0,0,5,0,1,8
"110028",2023,0,0,0,3,0,2,11
"110028",2024,NA,NA,NA,NA,0,0,4
"110029",2012,NA,NA,NA,NA,NA,NA,NA
"110029",2013,NA,NA,NA,NA,0,0,1
"110029",2014,NA,NA,NA,NA,0,0,2
"110029",2015,0,0,0,2,NA,NA,NA
"110029",2016,NA,NA,NA,NA,0,0,1
"110029",2017,NA,NA,NA,NA,0,0,1
"110029",2018,NA,NA,NA,NA,0,0,1
"110029",2019,NA,NA,NA,NA,NA,NA,NA
"110029",2020,NA,NA,NA,NA,0,0,1
"110029",2021,0,0,0,1,NA,NA,NA
"110029",2022,0,0,0,1,0,0,1
"110029",2023,NA,NA,NA,NA,0,0,1
"110029",2024,NA,NA,NA,NA,0,0,2
"110030",2012,1,1,1,7,0,11,22
"110030",2013,0,0,0,7,0,2,17
"110030",2014,0,0,0,16,0,4,19
"110030",2015,0,0,3,25,0,2,19
"110030",2016,0,0,0,8,0,4,20
"110030",2017,1,2,1,22,0,4,22
"110030",2018,0,0,0,15,0,1,16
"110030",2019,0,0,0,15,0,1,14
"110030",2020,0,0,1,15,0,4,16
"110030",2021,0,0,1,13,0,1,17
"110030",2022,0,0,0,14,0,1,21
"110030",2023,0,0,0,14,0,2,17
"110030",2024,NA,NA,NA,NA,0,0,15
"110032",2012,0,0,0,2,0,1,6
"110032",2013,0,0,1,2,0,1,2
"110032",2014,0,1,2,5,0,0,4
"110032",2015,0,0,0,6,0,0,4
"110032",2016,0,0,0,4,0,0,4
"110032",2017,0,0,0,3,0,0,6
"110032",2018,0,0,0,4,0,1,4
"110032",2019,0,0,0,1,0,1,8
"110032",2020,NA,NA,NA,NA,0,1,5
"110032",2021,0,0,0,3,0,1,4
"110032",2022,0,0,0,5,0,0,2
"110032",2023,0,0,1,5,0,0,4
"110032",2024,NA,NA,NA,NA,NA,NA,NA
"110033",2012,1,3,2,5,0,1,5
"110033",2013,0,0,1,2,0,1,8
"110033",2014,0,0,1,2,0,0,4
"110033",2015,0,0,0,3,0,1,4
"110033",2016,1,1,1,4,0,0,5
"110033",2017,0,0,0,5,0,2,9
"110033",2018,0,0,1,4,0,3,9
"110033",2019,0,0,0,6,0,2,4
"110033",2020,1,1,2,6,0,0,3
"110033",2021,0,0,0,4,0,1,4
"110033",2022,0,0,0,3,0,0,2
"110033",2023,0,1,0,6,0,2,9
"110033",2024,NA,NA,NA,NA,0,1,6
"110034",2012,NA,NA,NA,NA,NA,NA,NA
"110034",2013,NA,NA,NA,NA,0,1,2
"110034",2014,NA,NA,NA,NA,0,0,1
"110034",2015,NA,NA,NA,NA,0,1,4
"110034",2016,0,0,1,5,NA,NA,NA
"110034",2017,1,2,2,3,0,0,3
"110034",2018,0,0,0,2,NA,NA,NA
"110034",2019,0,0,1,3,0,0,1
"110034",2020,0,0,0,4,0,0,2
"110034",2021,NA,NA,NA,NA,NA,NA,NA
"110034",2022,0,0,0,1,0,0,1
"110034",2023,0,0,0,2,0,1,2
"110034",2024,NA,NA,NA,NA,0,0,2
"110037",2012,NA,NA,NA,NA,0,1,2
"110037",2013,NA,NA,NA,NA,0,0,2
"110037",2014,NA,NA,NA,NA,0,2,5
"110037",2015,0,0,0,1,0,0,1
"110037",2016,0,0,0,3,NA,NA,NA
"110037",2017,0,0,0,1,0,0,2
"110037",2018,NA,NA,NA,NA,NA,NA,NA
"110037",2019,0,0,0,2,0,1,1
"110037",2020,NA,NA,NA,NA,NA,NA,NA
"110037",2021,0,0,0,2,0,0,1
"110037",2022,NA,NA,NA,NA,0,0,1
"110037",2023,0,0,0,1,0,1,2
"110037",2024,NA,NA,NA,NA,0,0,3
"110040",2012,0,0,0,1,0,0,2
"110040",2013,0,0,0,2,0,0,1
"110040",2014,0,0,0,8,0,1,6
"110040",2015,0,0,0,1,0,1,5
"110040",2016,0,0,0,2,0,0,6
"110040",2017,0,0,0,4,0,4,5
"110040",2018,NA,NA,NA,NA,0,2,7
"110040",2019,0,0,1,4,0,0,1
"110040",2020,0,0,0,1,0,0,1
"110040",2021,0,0,0,1,0,1,3
"110040",2022,0,0,0,1,0,0,5
"110040",2023,0,0,0,1,0,1,5
"110040",2024,NA,NA,NA,NA,0,0,1
"110045",2012,0,0,0,7,0,0,3
"110045",2013,0,3,2,10,0,2,6
"110045",2014,0,1,1,5,0,5,12
"110045",2015,0,0,1,4,0,1,9
"110045",2016,0,0,0,5,0,1,6
"110045",2017,1,0,1,3,0,3,13
"110045",2018,0,0,0,3,0,0,8
"110045",2019,0,0,0,4,0,0,3
"110045",2020,0,0,0,2,0,0,4
"110045",2021,1,0,1,6,0,0,9
"110045",2022,0,0,1,5,0,0,7
"110045",2023,0,0,0,1,0,1,5
"110045",2024,NA,NA,NA,NA,0,0,6
"110050",2012,NA,NA,NA,NA,NA,NA,NA
"110050",2013,0,0,0,3,0,1,2
"110050",2014,NA,NA,NA,NA,0,0,3
"110050",2015,0,0,0,1,NA,NA,NA
"110050",2016,0,0,0,1,NA,NA,NA
"110050",2017,0,0,0,1,NA,NA,NA
"110050",2018,NA,NA,NA,NA,NA,NA,NA
"110050",2019,NA,NA,NA,NA,NA,NA,NA
"110050",2020,0,0,1,1,0,0,1
"110050",2021,0,0,0,2,0,0,1
"110050",2022,NA,NA,NA,NA,NA,NA,NA
"110050",2023,0,0,0,1,NA,NA,NA
"110050",2024,NA,NA,NA,NA,NA,NA,NA
"110060",2012,NA,NA,NA,NA,0,0,1
"110060",2013,NA,NA,NA,NA,0,0,1
"110060",2014,0,0,0,1,0,0,1
"110060",2015,0,0,0,1,NA,NA,NA
"110060",2016,NA,NA,NA,NA,NA,NA,NA
"110060",2017,NA,NA,NA,NA,NA,NA,NA
"110060",2018,0,0,0,1,NA,NA,NA
"110060",2019,NA,NA,NA,NA,NA,NA,NA
"110060",2020,NA,NA,NA,NA,NA,NA,NA
"110060",2021,NA,NA,NA,NA,NA,NA,NA
"110060",2022,NA,NA,NA,NA,0,1,1
"110060",2023,0,0,0,1,NA,NA,NA
"110060",2024,NA,NA,NA,NA,0,0,1
"110070",2012,NA,NA,NA,NA,0,0,4
"110070",2013,1,0,1,6,0,0,1
"110070",2014,NA,NA,NA,NA,0,0,2
"110070",2015,0,0,1,1,0,2,2
"110070",2016,0,0,0,1,0,0,1
"110070",2017,0,1,0,1,0,0,1
"110070",2018,0,0,0,1,NA,NA,NA
"110070",2019,0,0,0,4,0,1,2
"110070",2020,0,0,0,1,0,0,1
"110070",2021,0,0,0,1,0,0,2
"110070",2022,NA,NA,NA,NA,0,0,5
"110070",2023,2,2,2,2,0,0,2
"110070",2024,NA,NA,NA,NA,NA,NA,NA
"110080",2012,0,0,1,3,0,3,9
"110080",2013,0,0,0,5,0,3,9
"110080",2014,1,1,1,6,0,3,10
"110080",2015,0,0,0,8,0,0,8
"110080",2016,0,0,0,1,0,0,6
"110080",2017,0,0,0,5,0,1,3
"110080",2018,0,0,0,1,0,0,5
"110080",2019,0,0,0,5,0,2,8
"110080",2020,0,1,0,5,0,1,2
"110080",2021,0,1,1,4,0,0,7
"110080",2022,0,0,0,3,0,0,4
"110080",2023,0,0,0,2,0,0,5
"110080",2024,NA,NA,NA,NA,0,0,2
"110090",2012,0,0,0,1,0,0,1
"110090",2013,NA,NA,NA,NA,0,0,2
"110090",2014,0,0,0,1,0,0,1
"110090",2015,NA,NA,NA,NA,0,0,1
"110090",2016,0,0,0,1,0,0,3
"110090",2017,0,0,0,1,NA,NA,NA
"110090",2018,NA,NA,NA,NA,NA,NA,NA
"110090",2019,NA,NA,NA,NA,NA,NA,NA
"110090",2020,NA,NA,NA,NA,0,0,1
"110090",2021,NA,NA,NA,NA,0,0,1
"110090",2022,NA,NA,NA,NA,NA,NA,NA
"110090",2023,0,0,0,1,NA,NA,NA
"110090",2024,NA,NA,NA,NA,NA,NA,NA
"110092",2012,1,1,1,1,0,2,3
"110092",2013,NA,NA,NA,NA,0,1,2
"110092",2014,0,0,1,1,0,0,1
"110092",2015,0,0,0,1,0,0,5
"110092",2016,0,0,0,3,0,0,2
"110092",2017,0,1,0,3,0,0,2
"110092",2018,0,0,0,4,0,1,1
"110092",2019,0,0,0,3,0,0,1
"110092",2020,0,0,0,3,0,0,1
"110092",2021,0,0,1,2,0,0,2
"110092",2022,0,0,0,3,0,0,2
"110092",2023,0,0,0,2,0,0,2
"110092",2024,NA,NA,NA,NA,NA,NA,NA
"110094",2012,0,0,0,2,0,1,4
"110094",2013,0,0,1,6,0,0,5
"110094",2014,0,0,0,3,0,1,4
"110094",2015,0,0,1,5,0,0,4
"110094",2016,0,1,0,6,0,0,2
"110094",2017,0,0,0,8,0,0,2
"110094",2018,NA,NA,NA,NA,0,1,3
"110094",2019,0,0,0,2,NA,NA,NA
"110094",2020,0,0,0,1,0,1,7
"110094",2021,0,0,0,3,0,0,2
"110094",2022,0,0,0,4,0,0,3
"110094",2023,0,0,0,2,0,2,2
"110094",2024,NA,NA,NA,NA,0,0,3
"110100",2012,NA,NA,NA,NA,0,1,4
"110100",2013,NA,NA,NA,NA,0,1,3
"110100",2014,0,0,0,2,0,1,2
"110100",2015,1,1,1,3,0,1,1
"110100",2016,0,0,0,2,0,0,1
"110100",2017,NA,NA,NA,NA,0,0,1
"110100",2018,NA,NA,NA,NA,0,1,3
"110100",2019,0,0,0,1,0,0,2
"110100",2020,1,1,1,1,0,0,1
"110100",2021,0,0,0,1,0,1,2
"110100",2022,NA,NA,NA,NA,0,0,2
"110100",2023,NA,NA,NA,NA,0,1,1
"110100",2024,NA,NA,NA,NA,NA,NA,NA
"110110",2012,0,0,0,1,0,0,1
"110110",2013,0,0,0,4,NA,NA,NA
"110110",2014,0,0,0,2,0,1,2
"110110",2015,NA,NA,NA,NA,NA,NA,NA
"110110",2016,NA,NA,NA,NA,0,0,1
"110110",2017,0,0,0,2,0,1,2
"110110",2018,NA,NA,NA,NA,NA,NA,NA
"110110",2019,0,0,0,1,NA,NA,NA
"110110",2020,0,0,0,1,0,1,2
"110110",2021,0,0,0,3,0,1,1
"110110",2022,NA,NA,NA,NA,0,0,1
"110110",2023,0,0,0,1,NA,NA,NA
"110110",2024,NA,NA,NA,NA,0,0,1
"110120",2012,0,0,0,1,0,1,4
"110120",2013,NA,NA,NA,NA,0,1,3
"110120",2014,0,0,0,1,0,1,4
"110120",2015,0,0,0,1,0,0,1
"110120",2016,0,0,0,1,NA,NA,NA
"110120",2017,NA,NA,NA,NA,NA,NA,NA
"110120",2018,0,0,0,2,0,0,2
"110120",2019,0,0,1,3,NA,NA,NA
"110120",2020,0,0,0,3,0,0,2
"110120",2021,0,0,0,1,0,1,1
"110120",2022,NA,NA,NA,NA,NA,NA,NA
"110120",2023,NA,NA,NA,NA,NA,NA,NA
"110120",2024,NA,NA,NA,NA,NA,NA,NA
"110130",2012,0,1,0,5,0,2,4
"110130",2013,0,0,0,3,0,1,2
"110130",2014,0,0,0,3,0,0,1
"110130",2015,1,1,1,1,0,1,2
"110130",2016,NA,NA,NA,NA,0,0,2
"110130",2017,0,0,0,3,0,0,2
"110130",2018,NA,NA,NA,NA,0,0,1
"110130",2019,0,1,0,1,0,0,1
"110130",2020,NA,NA,NA,NA,0,0,1
"110130",2021,1,1,1,3,0,0,2
"110130",2022,0,0,0,1,0,1,4
"110130",2023,0,0,0,1,0,0,2
"110130",2024,NA,NA,NA,NA,NA,NA,NA
"110140",2012,0,0,0,4,0,1,1
"110140",2013,0,0,0,2,0,2,4
"110140",2014,NA,NA,NA,NA,0,0,1
"110140",2015,NA,NA,NA,NA,0,0,4
"110140",2016,0,0,0,1,0,1,2
"110140",2017,0,0,0,2,0,0,2
"110140",2018,0,0,0,3,0,0,2
"110140",2019,1,1,1,4,0,1,2
"110140",2020,0,1,0,1,NA,NA,NA
"110140",2021,1,1,1,2,0,0,3
"110140",2022,0,0,0,2,0,2,6
"110140",2023,0,0,0,1,0,2,4
"110140",2024,NA,NA,NA,NA,NA,NA,NA
"110143",2012,NA,NA,NA,NA,NA,NA,NA
"110143",2013,0,0,0,1,0,1,3
"110143",2014,NA,NA,NA,NA,0,0,1
"110143",2015,0,0,0,1,0,0,2
"110143",2016,0,0,0,1,0,1,1
"110143",2017,0,0,0,1,NA,NA,NA
"110143",2018,NA,NA,NA,NA,0,0,1
"110143",2019,0,0,0,1,0,0,1
"110143",2020,0,0,0,1,0,0,1
"110143",2021,0,0,0,3,0,1,2
"110143",2022,0,0,0,1,0,0,1
"110143",2023,NA,NA,NA,NA,0,1,1
"110143",2024,NA,NA,NA,NA,NA,NA,NA
"110145",2012,NA,NA,NA,NA,NA,NA,NA
"110145",2013,1,1,1,1,0,1,2
"110145",2014,0,0,0,1,0,0,1
"110145",2015,NA,NA,NA,NA,NA,NA,NA
"110145",2016,0,0,0,1,NA,NA,NA
"110145",2017,NA,NA,NA,NA,0,1,2
"110145",2018,NA,NA,NA,NA,0,1,2
"110145",2019,0,0,1,2,NA,NA,NA
"110145",2020,NA,NA,NA,NA,0,1,1
"110145",2021,NA,NA,NA,NA,NA,NA,NA
"110145",2022,NA,NA,NA,NA,NA,NA,NA
"110145",2023,0,0,0,1,NA,NA,NA
"110145",2024,NA,NA,NA,NA,NA,NA,NA
"110146",2012,NA,NA,NA,NA,0,0,1
"110146",2013,0,0,0,2,NA,NA,NA
"110146",2014,NA,NA,NA,NA,0,0,1
"110146",2015,0,0,0,1,NA,NA,NA
"110146",2016,NA,NA,NA,NA,0,0,1
"110146",2017,0,0,0,1,NA,NA,NA
"110146",2018,NA,NA,NA,NA,0,0,2
"110146",2019,NA,NA,NA,NA,NA,NA,NA
"110146",2020,NA,NA,NA,NA,NA,NA,NA
"110146",2021,NA,NA,NA,NA,0,0,1
"110146",2022,NA,NA,NA,NA,NA,NA,NA
"110146",2023,0,0,0,1,NA,NA,NA
"110146",2024,NA,NA,NA,NA,0,1,1
"110147",2012,NA,NA,NA,NA,0,0,1
"110147",2013,NA,NA,NA,NA,NA,NA,NA
"110147",2014,NA,NA,NA,NA,NA,NA,NA
"110147",2015,0,0,0,1,NA,NA,NA
"110147",2016,NA,NA,NA,NA,NA,NA,NA
"110147",2017,NA,NA,NA,NA,0,0,2
"110147",2018,NA,NA,NA,NA,0,0,1
"110147",2019,NA,NA,NA,NA,0,1,2
"110147",2020,0,0,0,2,NA,NA,NA
"110147",2021,0,0,0,2,NA,NA,NA
"110147",2022,0,0,0,1,0,0,2
"110147",2023,NA,NA,NA,NA,0,1,2
"110147",2024,NA,NA,NA,NA,NA,NA,NA
"110148",2012,NA,NA,NA,NA,NA,NA,NA
"110148",2013,NA,NA,NA,NA,0,0,1
"110148",2014,0,0,0,1,0,1,1
"110148",2015,0,0,0,1,0,0,1
"110148",2016,NA,NA,NA,NA,NA,NA,NA
"110148",2017,NA,NA,NA,NA,0,0,1
"110148",2018,0,0,0,1,NA,NA,NA
"110148",2019,0,0,0,2,0,1,2
"110148",2020,NA,NA,NA,NA,NA,NA,NA
"110148",2021,0,0,0,1,NA,NA,NA
"110148",2022,0,0,0,1,NA,NA,NA
"110148",2023,NA,NA,NA,NA,0,1,1
"110148",2024,NA,NA,NA,NA,0,0,1
"110149",2012,1,1,1,5,NA,NA,NA
"110149",2013,0,0,0,4,0,0,2
"110149",2014,0,0,1,2,0,1,5
"110149",2015,NA,NA,NA,NA,0,1,1
"110149",2016,0,0,0,2,0,1,4
"110149",2017,0,0,0,3,0,0,4
"110149",2018,0,0,1,3,0,1,7
"110149",2019,0,0,0,3,0,0,4
"110149",2020,0,0,0,2,0,0,4
"110149",2021,0,0,0,1,NA,NA,NA
"110149",2022,0,0,1,5,0,0,7
"110149",2023,0,0,0,3,0,1,2
"110149",2024,NA,NA,NA,NA,0,2,2
"110150",2012,0,0,0,1,0,1,3
"110150",2013,0,0,0,1,0,0,2
"110150",2014,0,0,0,1,0,1,4
"110150",2015,0,0,0,1,0,0,4
"110150",2016,NA,NA,NA,NA,0,0,1
"110150",2017,NA,NA,NA,NA,0,0,2
"110150",2018,0,0,0,1,0,0,1
"110150",2019,0,0,0,1,0,0,2
"110150",2020,0,1,0,2,0,0,2
"110150",2021,0,0,0,1,0,0,2
"110150",2022,NA,NA,NA,NA,0,0,2
"110150",2023,0,0,0,3,0,1,3
"110150",2024,NA,NA,NA,NA,0,0,1
"110155",2012,0,0,0,1,NA,NA,NA
