"codmunres","ano","incompletude_fetal_peso_ig","incompletude_fetal_momento","incompletude_fetal_peso","total_dofet","incompletude_neonatal_idade","incompletude_neonatal_peso","total_doinf"
"261255",2020,0,0,0,4,0,0,5
"261255",2021,0,0,0,5,0,0,3
"261255",2022,0,0,0,1,0,0,2
"261255",2023,0,0,0,2,0,0,1
"261255",2024,NA,NA,NA,NA,0,0,1
"261260",2012,0,0,0,4,0,4,18
"261260",2013,1,1,1,17,0,0,10
"261260",2014,0,0,0,8,0,1,13
"261260",2015,1,1,1,11,0,1,14
"261260",2016,0,0,0,6,0,0,8
"261260",2017,0,0,0,12,0,0,6
"261260",2018,0,0,0,14,0,2,11
"261260",2019,0,0,0,8,0,1,11
"261260",2020,0,0,1,13,0,1,9
"261260",2021,0,0,0,7,0,2,16
"261260",2022,0,0,0,5,0,0,9
"261260",2023,0,0,0,6,0,0,6
"261260",2024,NA,NA,NA,NA,0,1,5
"261270",2012,0,0,1,7,0,0,2
"261270",2013,0,0,0,1,0,0,2
"261270",2014,0,0,0,5,0,0,4
"261270",2015,0,0,1,5,0,0,1
"261270",2016,0,0,0,2,0,0,1
"261270",2017,0,0,0,2,0,1,3
"261270",2018,0,0,0,3,0,1,5
"261270",2019,0,0,0,4,0,1,3
"261270",2020,0,0,1,7,0,0,1
"261270",2021,0,0,0,2,0,1,5
"261270",2022,0,0,0,3,0,0,5
"261270",2023,1,1,1,4,0,0,1
"261270",2024,NA,NA,NA,NA,0,0,1
"261280",2012,0,0,0,1,0,0,2
"261280",2013,NA,NA,NA,NA,0,0,1
"261280",2014,0,0,0,2,NA,NA,NA
"261280",2015,NA,NA,NA,NA,0,0,3
"261280",2016,NA,NA,NA,NA,NA,NA,NA
"261280",2017,0,0,0,2,0,0,2
"261280",2018,0,0,0,2,0,1,2
"261280",2019,0,0,0,1,0,0,2
"261280",2020,0,0,0,3,0,0,2
"261280",2021,0,0,0,3,0,0,1
"261280",2022,0,0,0,4,0,0,1
"261280",2023,0,0,0,1,0,0,3
"261280",2024,NA,NA,NA,NA,NA,NA,NA
"261290",2012,0,0,0,1,0,1,1
"261290",2013,0,0,0,1,0,0,6
"261290",2014,0,0,0,3,0,0,1
"261290",2015,0,0,0,3,0,1,2
"261290",2016,0,0,0,2,0,0,3
"261290",2017,0,0,0,2,0,0,2
"261290",2018,0,1,0,2,0,0,1
"261290",2019,0,0,0,1,0,0,1
"261290",2020,0,0,1,2,NA,NA,NA
"261290",2021,NA,NA,NA,NA,0,1,4
"261290",2022,NA,NA,NA,NA,0,0,1
"261290",2023,0,0,0,1,NA,NA,NA
"261290",2024,NA,NA,NA,NA,0,0,2
"261300",2012,1,0,3,5,0,1,3
"261300",2013,0,0,0,8,0,2,16
"261300",2014,1,1,2,14,0,1,12
"261300",2015,0,0,0,9,0,1,16
"261300",2016,0,0,0,9,0,0,9
"261300",2017,0,0,0,7,0,2,6
"261300",2018,0,0,0,16,0,1,10
"261300",2019,1,0,1,10,0,1,17
"261300",2020,0,0,1,10,0,1,8
"261300",2021,0,0,0,10,0,1,14
"261300",2022,0,1,1,7,0,2,9
"261300",2023,1,3,1,15,0,0,5
"261300",2024,NA,NA,NA,NA,0,0,3
"261310",2012,0,0,0,6,0,1,9
"261310",2013,0,0,1,3,0,1,8
"261310",2014,0,0,0,6,0,1,7
"261310",2015,0,0,0,11,0,2,11
"261310",2016,0,0,0,2,0,0,10
"261310",2017,0,0,0,6,0,1,5
"261310",2018,0,0,1,7,0,0,9
"261310",2019,0,0,1,5,0,1,11
"261310",2020,1,1,1,12,0,1,8
"261310",2021,0,0,0,4,0,1,6
"261310",2022,0,0,0,3,0,2,8
"261310",2023,0,0,0,6,0,0,7
"261310",2024,NA,NA,NA,NA,0,0,1
"261320",2012,1,1,1,4,0,0,5
"261320",2013,0,0,0,3,0,0,5
"261320",2014,0,0,0,4,0,1,8
"261320",2015,0,0,0,7,0,0,2
"261320",2016,1,2,1,8,0,0,6
"261320",2017,0,0,0,5,0,0,4
"261320",2018,0,0,0,5,0,0,3
"261320",2019,0,0,0,3,0,1,3
"261320",2020,0,0,0,4,0,0,4
"261320",2021,0,0,0,6,0,0,2
"261320",2022,0,0,0,4,0,0,7
"261320",2023,0,0,1,3,0,1,10
"261320",2024,NA,NA,NA,NA,0,1,5
"261330",2012,0,0,0,3,0,1,5
"261330",2013,0,0,0,3,0,0,2
"261330",2014,0,0,0,1,0,0,4
"261330",2015,0,0,0,2,0,0,2
"261330",2016,0,0,0,2,0,0,5
"261330",2017,1,1,1,2,0,0,1
"261330",2018,1,1,1,6,0,0,3
"261330",2019,0,0,0,7,NA,NA,NA
"261330",2020,0,0,0,3,0,1,8
"261330",2021,0,0,0,4,0,0,4
"261330",2022,0,0,0,3,0,0,6
"261330",2023,0,0,0,1,0,2,5
"261330",2024,NA,NA,NA,NA,0,0,3
"261340",2012,1,0,1,6,0,1,6
"261340",2013,0,0,0,5,0,0,4
"261340",2014,1,0,1,4,0,0,3
"261340",2015,0,0,0,2,0,1,3
"261340",2016,NA,NA,NA,NA,0,0,6
"261340",2017,0,0,0,2,0,0,4
"261340",2018,0,0,0,3,0,1,6
"261340",2019,0,3,0,5,0,0,1
"261340",2020,0,0,0,3,0,0,4
"261340",2021,0,0,1,6,0,3,6
"261340",2022,0,0,0,1,0,0,4
"261340",2023,0,0,1,3,0,0,1
"261340",2024,NA,NA,NA,NA,0,0,2
"261350",2012,0,0,0,9,0,0,11
"261350",2013,0,0,0,5,0,0,7
"261350",2014,0,0,0,10,0,1,4
"261350",2015,1,1,1,9,0,2,6
"261350",2016,0,0,0,8,0,1,6
"261350",2017,0,0,0,7,0,0,4
"261350",2018,0,1,0,5,0,1,7
"261350",2019,0,0,0,5,0,2,13
"261350",2020,0,0,0,6,NA,NA,NA
"261350",2021,0,1,1,7,0,2,8
"261350",2022,0,0,0,5,0,0,5
"261350",2023,0,0,1,2,0,1,4
"261350",2024,NA,NA,NA,NA,0,0,2
"261360",2012,0,0,0,6,0,1,4
"261360",2013,0,0,0,6,0,1,7
"261360",2014,0,0,0,5,0,0,5
"261360",2015,0,0,0,4,0,0,5
"261360",2016,0,0,0,4,0,1,8
"261360",2017,0,0,0,2,0,1,3
"261360",2018,0,0,0,6,0,1,8
"261360",2019,0,0,0,7,0,0,2
"261360",2020,0,0,0,7,0,0,1
"261360",2021,0,0,0,3,0,1,8
"261360",2022,0,0,0,6,0,0,6
"261360",2023,0,0,0,1,0,1,6
"261360",2024,NA,NA,NA,NA,0,0,1
"261370",2012,1,1,1,11,0,2,21
"261370",2013,1,1,1,17,0,3,27
"261370",2014,1,1,3,27,0,2,28
"261370",2015,2,2,2,22,0,1,17
"261370",2016,0,1,0,15,0,2,19
"261370",2017,1,1,1,20,0,1,17
"261370",2018,1,1,2,18,0,2,14
"261370",2019,3,1,4,25,0,2,15
"261370",2020,0,0,2,18,0,5,23
"261370",2021,0,0,1,17,0,0,22
"261370",2022,2,3,3,13,0,2,19
"261370",2023,1,1,2,19,0,1,17
"261370",2024,NA,NA,NA,NA,0,0,7
"261380",2012,0,0,0,2,0,2,8
"261380",2013,0,0,0,3,0,0,4
"261380",2014,0,0,0,2,0,0,3
"261380",2015,0,0,0,3,0,0,1
"261380",2016,0,1,0,5,0,0,7
"261380",2017,1,0,1,2,0,1,2
"261380",2018,0,0,0,1,0,1,2
"261380",2019,1,2,3,5,0,0,4
"261380",2020,0,0,0,3,0,0,1
"261380",2021,0,0,0,3,0,0,4
"261380",2022,1,1,1,4,0,0,2
"261380",2023,1,3,2,4,0,1,5
"261380",2024,NA,NA,NA,NA,0,0,1
"261390",2012,1,4,2,25,0,3,26
"261390",2013,3,2,3,12,0,3,28
"261390",2014,0,0,0,12,0,4,21
"261390",2015,1,1,2,25,0,3,28
"261390",2016,2,1,2,14,0,4,18
"261390",2017,0,0,1,27,0,0,18
"261390",2018,0,0,0,19,0,0,18
"261390",2019,0,0,1,17,0,3,20
"261390",2020,0,0,0,16,0,1,16
"261390",2021,0,0,0,22,0,2,17
"261390",2022,0,0,3,23,0,2,20
"261390",2023,0,0,0,19,0,5,18
"261390",2024,NA,NA,NA,NA,0,3,8
"261400",2012,0,1,0,7,0,0,4
"261400",2013,0,0,0,2,0,1,5
"261400",2014,0,0,0,3,0,0,5
"261400",2015,0,0,0,8,0,0,4
"261400",2016,0,0,0,1,0,0,7
"261400",2017,0,0,0,3,0,0,9
"261400",2018,0,0,0,3,0,1,3
"261400",2019,0,0,0,2,NA,NA,NA
"261400",2020,0,0,0,2,0,0,1
"261400",2021,0,0,1,4,0,1,5
"261400",2022,0,0,0,5,0,0,5
"261400",2023,0,0,0,1,0,1,2
"261400",2024,NA,NA,NA,NA,0,0,2
"261410",2012,0,0,0,7,0,2,9
"261410",2013,0,0,0,3,0,0,6
"261410",2014,0,1,0,4,0,1,11
"261410",2015,1,1,1,8,0,1,11
"261410",2016,0,0,0,8,0,0,2
"261410",2017,0,0,0,6,0,0,4
"261410",2018,0,0,0,9,0,0,4
"261410",2019,0,0,0,10,0,0,8
"261410",2020,0,0,0,4,0,0,7
"261410",2021,0,0,0,2,0,0,9
"261410",2022,0,0,0,3,0,0,11
"261410",2023,0,0,1,6,0,1,10
"261410",2024,NA,NA,NA,NA,0,0,3
"261420",2012,0,1,0,8,0,3,18
"261420",2013,0,0,0,10,0,1,7
"261420",2014,1,1,1,13,0,1,5
"261420",2015,2,2,2,7,0,1,9
"261420",2016,0,0,0,1,0,1,6
"261420",2017,0,0,0,2,0,2,10
"261420",2018,2,2,2,5,0,1,6
"261420",2019,0,0,0,3,0,2,8
"261420",2020,0,0,0,3,0,0,5
"261420",2021,0,0,0,8,0,2,10
"261420",2022,0,0,0,7,0,0,7
"261420",2023,2,1,2,14,0,1,7
"261420",2024,NA,NA,NA,NA,0,0,3
"261430",2012,0,0,0,3,0,0,4
"261430",2013,0,0,0,3,0,0,2
"261430",2014,NA,NA,NA,NA,0,0,1
"261430",2015,1,1,2,5,0,0,2
"261430",2016,0,0,0,1,0,0,2
"261430",2017,0,0,0,2,NA,NA,NA
"261430",2018,0,0,0,1,0,1,2
"261430",2019,0,0,1,1,0,0,5
"261430",2020,0,0,0,1,NA,NA,NA
"261430",2021,0,0,0,1,0,0,2
"261430",2022,NA,NA,NA,NA,0,0,1
"261430",2023,0,0,0,1,0,1,3
"261430",2024,NA,NA,NA,NA,NA,NA,NA
"261440",2012,0,0,0,2,0,0,1
"261440",2013,NA,NA,NA,NA,NA,NA,NA
"261440",2014,NA,NA,NA,NA,0,0,1
"261440",2015,0,0,0,1,0,0,1
"261440",2016,0,0,0,1,0,0,1
"261440",2017,0,0,0,3,0,0,1
"261440",2018,NA,NA,NA,NA,NA,NA,NA
"261440",2019,0,0,0,1,0,0,2
"261440",2020,0,0,0,1,0,0,1
"261440",2021,0,0,0,1,NA,NA,NA
"261440",2022,NA,NA,NA,NA,0,0,2
"261440",2023,0,0,0,1,NA,NA,NA
"261440",2024,NA,NA,NA,NA,0,0,2
"261450",2012,0,0,0,12,0,1,14
"261450",2013,0,0,0,11,0,0,6
"261450",2014,0,1,0,7,0,1,12
"261450",2015,2,1,2,10,0,0,11
"261450",2016,0,0,0,6,0,0,6
"261450",2017,1,0,1,5,0,2,8
"261450",2018,0,0,0,8,0,2,11
"261450",2019,2,2,3,10,0,0,11
"261450",2020,0,0,0,9,0,1,7
"261450",2021,0,0,0,10,0,1,8
"261450",2022,0,0,2,7,0,0,8
"261450",2023,1,0,1,9,0,0,8
"261450",2024,NA,NA,NA,NA,0,0,5
"261460",2012,0,0,0,7,0,3,6
"261460",2013,0,0,1,5,0,2,7
"261460",2014,0,0,0,6,0,1,5
"261460",2015,0,0,0,6,0,0,5
"261460",2016,0,0,1,5,0,1,8
"261460",2017,1,1,1,1,0,0,3
"261460",2018,1,0,1,8,0,0,3
"261460",2019,0,0,0,8,0,0,5
"261460",2020,0,0,0,2,0,0,8
"261460",2021,0,1,0,8,0,0,6
"261460",2022,0,0,0,4,0,0,5
"261460",2023,0,0,0,6,0,0,1
"261460",2024,NA,NA,NA,NA,0,1,7
"261470",2012,0,0,0,2,NA,NA,NA
"261470",2013,0,0,0,4,0,0,3
"261470",2014,0,0,0,2,0,0,4
"261470",2015,0,0,0,4,0,0,2
"261470",2016,0,0,0,1,0,0,5
"261470",2017,0,0,0,2,0,0,3
"261470",2018,NA,NA,NA,NA,0,2,5
"261470",2019,NA,NA,NA,NA,0,0,3
"261470",2020,0,0,0,3,0,0,1
"261470",2021,0,0,0,2,0,0,1
"261470",2022,0,0,0,1,0,0,4
"261470",2023,0,0,0,1,0,0,1
"261470",2024,NA,NA,NA,NA,0,0,2
"261480",2012,1,1,4,7,0,0,6
"261480",2013,1,2,1,6,0,0,8
"261480",2014,0,2,0,7,0,2,7
"261480",2015,0,1,1,7,0,1,6
"261480",2016,2,1,3,5,0,0,3
"261480",2017,1,1,1,4,0,4,6
"261480",2018,0,0,0,4,0,0,4
"261480",2019,0,1,0,3,0,4,6
"261480",2020,1,1,1,5,0,1,5
"261480",2021,0,1,1,6,0,0,4
"261480",2022,0,0,0,3,0,0,6
"261480",2023,0,0,0,3,0,0,6
"261480",2024,NA,NA,NA,NA,0,0,4
"261485",2012,0,0,0,8,0,1,8
"261485",2013,1,1,1,5,0,0,4
"261485",2014,0,0,1,3,0,1,3
"261485",2015,0,0,0,2,0,3,7
"261485",2016,0,0,0,5,0,0,4
"261485",2017,1,0,1,3,0,2,9
"261485",2018,0,0,0,5,0,2,9
"261485",2019,1,1,1,4,0,1,5
"261485",2020,0,0,0,5,0,0,4
"261485",2021,0,0,0,7,0,1,4
"261485",2022,0,0,0,3,0,0,4
"261485",2023,1,1,1,6,0,1,5
"261485",2024,NA,NA,NA,NA,0,0,1
"261500",2012,0,0,0,2,0,0,4
"261500",2013,0,0,1,3,0,0,4
"261500",2014,0,0,0,7,0,0,3
"261500",2015,0,0,0,3,0,2,6
"261500",2016,0,0,0,1,0,1,6
"261500",2017,0,0,0,4,0,1,4
"261500",2018,1,0,1,6,0,3,9
"261500",2019,2,2,2,6,0,2,5
"261500",2020,0,0,0,1,0,1,3
"261500",2021,1,1,1,8,0,0,4
"261500",2022,0,0,0,6,0,1,2
"261500",2023,0,0,0,1,0,1,5
"261500",2024,NA,NA,NA,NA,0,0,3
"261510",2012,0,1,1,1,0,0,1
"261510",2013,NA,NA,NA,NA,0,0,3
"261510",2014,0,0,0,2,0,0,4
"261510",2015,0,0,0,1,0,0,3
"261510",2016,0,0,2,3,NA,NA,NA
"261510",2017,0,0,0,2,0,0,3
"261510",2018,0,0,0,1,0,1,2
"261510",2019,0,0,0,3,0,1,5
"261510",2020,NA,NA,NA,NA,0,0,2
"261510",2021,1,0,1,1,NA,NA,NA
"261510",2022,0,0,0,1,NA,NA,NA
"261510",2023,0,0,0,2,0,0,1
"261510",2024,NA,NA,NA,NA,0,0,1
"261520",2012,0,0,0,1,0,0,3
"261520",2013,0,1,1,3,0,0,2
"261520",2014,NA,NA,NA,NA,0,0,2
"261520",2015,0,1,0,3,0,0,4
"261520",2016,NA,NA,NA,NA,0,0,1
"261520",2017,0,0,0,3,NA,NA,NA
"261520",2018,0,0,0,3,NA,NA,NA
"261520",2019,NA,NA,NA,NA,NA,NA,NA
"261520",2020,NA,NA,NA,NA,0,0,2
"261520",2021,NA,NA,NA,NA,0,0,2
"261520",2022,0,0,0,1,0,0,1
"261520",2023,NA,NA,NA,NA,0,0,1
"261520",2024,NA,NA,NA,NA,0,0,2
"261530",2012,0,0,0,12,0,0,8
"261530",2013,1,1,2,11,0,2,7
"261530",2014,0,0,0,10,0,0,10
"261530",2015,2,0,2,8,0,0,10
"261530",2016,0,0,0,8,0,1,4
"261530",2017,2,2,2,11,0,0,4
"261530",2018,1,0,3,9,0,1,4
"261530",2019,0,0,3,6,0,0,5
"261530",2020,1,3,1,8,0,0,6
"261530",2021,0,1,1,6,0,1,6
"261530",2022,0,0,0,8,0,2,5
"261530",2023,0,0,0,4,0,0,5
"261530",2024,NA,NA,NA,NA,0,3,4
"261540",2012,0,0,0,9,0,0,6
"261540",2013,0,0,0,8,0,2,11
"261540",2014,0,0,0,11,0,1,11
"261540",2015,0,0,1,8,0,0,10
"261540",2016,1,0,1,8,0,2,8
"261540",2017,0,0,1,6,0,1,8
"261540",2018,1,2,1,7,0,2,15
"261540",2019,1,1,1,6,0,1,5
"261540",2020,0,2,1,10,0,1,13
"261540",2021,0,0,0,5,0,0,8
"261540",2022,0,0,0,8,0,1,8
"261540",2023,1,1,1,8,0,1,5
"261540",2024,NA,NA,NA,NA,0,0,4
"261550",2012,0,0,0,6,NA,NA,NA
"261550",2013,1,1,1,3,0,0,3
"261550",2014,1,1,3,4,0,1,6
"261550",2015,0,0,0,2,NA,NA,NA
"261550",2016,0,0,2,3,0,1,8
"261550",2017,1,1,1,2,0,0,2
"261550",2018,0,0,1,2,0,0,2
"261550",2019,0,0,0,3,0,0,2
"261550",2020,NA,NA,NA,NA,0,1,2
"261550",2021,0,1,0,6,0,0,4
"261550",2022,NA,NA,NA,NA,0,0,3
"261550",2023,0,0,0,1,0,0,3
"261550",2024,NA,NA,NA,NA,0,0,3
"261560",2012,0,0,0,11,0,1,8
"261560",2013,0,0,0,8,0,2,14
"261560",2014,1,0,1,9,0,0,3
"261560",2015,0,0,0,7,0,1,6
"261560",2016,0,0,0,4,0,2,21
"261560",2017,0,0,0,9,0,0,9
"261560",2018,0,0,0,4,0,0,13
"261560",2019,0,0,0,8,0,0,12
"261560",2020,0,0,0,4,0,0,10
"261560",2021,0,0,0,4,0,1,9
"261560",2022,0,0,0,6,0,1,16
"261560",2023,0,0,0,6,0,0,7
"261560",2024,NA,NA,NA,NA,0,1,3
"261570",2012,0,0,0,2,0,0,4
"261570",2013,0,0,0,2,0,0,4
"261570",2014,0,0,1,1,0,0,2
"261570",2015,0,0,0,1,0,0,2
"261570",2016,1,1,1,4,0,0,1
"261570",2017,0,1,0,4,0,0,2
"261570",2018,0,0,0,4,0,1,4
"261570",2019,NA,NA,NA,NA,0,0,1
"261570",2020,0,0,0,2,0,1,3
"261570",2021,0,0,0,2,0,1,4
"261570",2022,NA,NA,NA,NA,0,0,1
"261570",2023,0,0,0,2,0,1,2
"261570",2024,NA,NA,NA,NA,0,0,2
"261580",2012,0,1,0,10,0,2,6
"261580",2013,1,1,1,8,0,1,8
"261580",2014,0,0,0,5,0,0,5
"261580",2015,0,1,0,9,0,1,6
"261580",2016,1,1,1,5,0,1,8
"261580",2017,0,0,0,3,0,1,7
"261580",2018,0,0,0,5,0,0,8
"261580",2019,0,0,1,4,0,1,9
"261580",2020,0,0,0,8,0,0,7
"261580",2021,0,0,1,6,0,2,10
"261580",2022,0,0,0,4,0,0,4
"261580",2023,0,0,0,4,0,0,4
"261580",2024,NA,NA,NA,NA,0,0,3
"261590",2012,0,0,0,2,0,0,1
"261590",2013,0,0,0,2,0,0,2
"261590",2014,NA,NA,NA,NA,0,0,1
"261590",2015,1,1,1,3,0,0,3
"261590",2016,0,0,0,3,0,0,3
"261590",2017,0,0,0,1,0,0,2
"261590",2018,0,0,0,1,0,0,2
"261590",2019,NA,NA,NA,NA,0,0,4
"261590",2020,NA,NA,NA,NA,0,0,2
"261590",2021,0,0,0,1,0,0,4
"261590",2022,NA,NA,NA,NA,0,0,1
"261590",2023,0,0,0,1,0,0,3
"261590",2024,NA,NA,NA,NA,0,0,1
"261600",2012,0,0,0,7,0,0,6
"261600",2013,0,0,0,5,0,0,2
"261600",2014,1,2,1,4,0,1,2
"261600",2015,0,0,0,5,0,0,4
"261600",2016,0,0,0,2,0,0,3
"261600",2017,0,0,0,2,0,1,4
"261600",2018,0,0,0,2,0,1,5
"261600",2019,1,1,1,2,0,0,1
"261600",2020,0,1,0,6,0,0,5
"261600",2021,0,0,0,2,0,0,1
"261600",2022,0,0,0,1,0,0,2
"261600",2023,0,0,0,1,0,1,2
"261600",2024,NA,NA,NA,NA,0,1,3
"261610",2012,0,1,0,3,0,0,5
"261610",2013,0,1,1,2,0,0,2
"261610",2014,0,0,0,1,0,0,4
"261610",2015,0,0,0,2,0,1,2
"261610",2016,NA,NA,NA,NA,0,0,6
"261610",2017,0,0,0,1,NA,NA,NA
"261610",2018,0,0,0,1,0,0,1
"261610",2019,0,0,0,2,0,0,2
"261610",2020,0,1,1,5,0,0,1
"261610",2021,0,0,0,1,0,0,2
"261610",2022,0,0,0,2,0,0,3
"261610",2023,0,0,0,4,0,0,4
"261610",2024,NA,NA,NA,NA,NA,NA,NA
"261618",2012,0,0,0,1,0,1,4
"261618",2013,0,0,0,3,0,0,1
"261618",2014,NA,NA,NA,NA,0,1,3
"261618",2015,0,0,0,1,NA,NA,NA
"261618",2016,0,0,0,2,0,1,2
"261618",2017,0,1,0,1,0,0,2
"261618",2018,NA,NA,NA,NA,0,0,2
"261618",2019,0,0,0,2,NA,NA,NA
"261618",2020,NA,NA,NA,NA,NA,NA,NA
"261618",2021,0,0,0,1,NA,NA,NA
"261618",2022,NA,NA,NA,NA,0,0,2
"261618",2023,NA,NA,NA,NA,NA,NA,NA
"261618",2024,NA,NA,NA,NA,NA,NA,NA
"261620",2012,0,0,1,4,0,0,9
"261620",2013,0,0,0,7,0,2,5
"261620",2014,0,0,0,2,0,0,3
"261620",2015,1,1,1,6,0,0,4
"261620",2016,NA,NA,NA,NA,0,0,5
"261620",2017,0,0,0,2,0,0,6
"261620",2018,0,0,0,4,0,0,2
"261620",2019,0,0,0,2,0,0,4
"261620",2020,1,1,1,2,0,0,1
"261620",2021,0,0,0,3,0,1,6
"261620",2022,0,0,0,1,0,1,2
"261620",2023,0,0,0,2,0,2,4
"261620",2024,NA,NA,NA,NA,0,0,6
"261630",2012,1,0,1,5,0,1,9
"261630",2013,1,0,1,5,0,0,4
"261630",2014,0,0,0,7,0,0,2
"261630",2015,0,0,0,7,0,0,2
"261630",2016,0,0,0,3,0,0,5
"261630",2017,1,0,2,3,0,0,5
"261630",2018,0,0,1,2,0,0,5
"261630",2019,0,0,0,2,0,0,5
"261630",2020,0,1,0,3,0,0,2
"261630",2021,0,0,0,6,0,0,4
"261630",2022,2,2,2,7,0,0,2
"261630",2023,1,1,2,5,0,1,7
"261630",2024,NA,NA,NA,NA,0,1,6
"261640",2012,1,1,2,20,0,2,23
"261640",2013,0,0,0,21,0,4,22
"261640",2014,1,1,1,16,0,3,17
"261640",2015,2,0,2,22,0,0,26
"261640",2016,1,2,2,16,0,5,25
"261640",2017,0,0,1,18,0,3,18
"261640",2018,2,0,3,22,0,1,22
"261640",2019,4,5,5,22,0,2,23
"261640",2020,1,0,3,20,0,2,20
"261640",2021,1,0,1,14,0,4,15
"261640",2022,1,0,1,25,0,2,15
"261640",2023,1,1,2,14,0,2,10
"261640",2024,NA,NA,NA,NA,0,2,12
"261650",2012,0,0,0,2,0,1,4
"261650",2013,0,0,0,2,0,2,6
"261650",2014,0,0,0,5,0,2,5
"261650",2015,1,1,1,1,0,0,3
"261650",2016,1,1,1,4,0,1,1
"261650",2017,0,0,0,3,0,0,1
"261650",2018,1,1,1,2,0,0,2
"261650",2019,NA,NA,NA,NA,NA,NA,NA
"261650",2020,0,0,0,2,0,1,3
"261650",2021,0,0,0,4,0,0,4
"261650",2022,0,0,1,1,0,0,2
"261650",2023,0,0,0,2,0,0,3
"261650",2024,NA,NA,NA,NA,NA,NA,NA
"270010",2012,1,1,1,4,0,2,5
"270010",2013,0,0,1,5,0,7,15
"270010",2014,1,1,2,6,0,1,4
"270010",2015,0,1,1,8,0,1,4
"270010",2016,1,2,1,9,0,1,6
"270010",2017,3,3,3,6,0,0,4
"270010",2018,0,0,0,2,0,2,5
"270010",2019,1,1,1,4,0,0,3
"270010",2020,0,0,0,5,0,1,6
"270010",2021,0,0,0,3,0,3,10
"270010",2022,1,1,2,9,0,2,6
"270010",2023,0,0,0,3,0,0,4
"270010",2024,NA,NA,NA,NA,NA,NA,NA
"270020",2012,0,0,0,2,0,1,5
"270020",2013,0,0,0,3,0,2,5
"270020",2014,0,0,0,7,0,0,4
"270020",2015,1,1,1,4,0,0,5
"270020",2016,0,0,0,2,0,3,7
"270020",2017,0,0,0,3,0,1,5
"270020",2018,0,0,0,4,0,1,4
"270020",2019,0,0,0,2,0,1,2
"270020",2020,0,0,0,1,0,1,2
"270020",2021,0,0,0,4,NA,NA,NA
"270020",2022,0,0,0,2,0,0,2
"270020",2023,0,0,0,5,0,0,2
"270020",2024,NA,NA,NA,NA,0,0,2
"270030",2012,9,6,9,57,0,14,55
"270030",2013,17,17,18,49,0,22,53
"270030",2014,4,14,5,34,0,16,61
"270030",2015,8,16,9,41,0,14,53
"270030",2016,0,5,0,39,0,16,56
"270030",2017,4,17,4,50,0,7,42
"270030",2018,2,32,2,49,0,11,64
"270030",2019,2,6,3,35,0,15,52
"270030",2020,0,0,2,41,0,9,45
"270030",2021,1,4,1,42,0,7,53
"270030",2022,0,1,0,24,0,10,39
"270030",2023,2,4,3,39,0,7,52
"270030",2024,NA,NA,NA,NA,0,5,35
"270040",2012,0,0,0,11,0,1,8
"270040",2013,3,1,3,12,0,4,17
"270040",2014,0,0,1,9,0,6,14
"270040",2015,0,0,0,6,0,1,10
"270040",2016,3,4,4,8,0,2,8
"270040",2017,0,0,0,2,0,2,8
"270040",2018,0,1,3,9,0,2,8
"270040",2019,0,0,0,7,0,1,11
"270040",2020,0,2,2,11,0,1,7
"270040",2021,0,0,0,11,0,4,14
"270040",2022,0,0,0,7,0,1,10
"270040",2023,0,0,0,6,0,2,9
"270040",2024,NA,NA,NA,NA,0,0,7
"270050",2012,0,0,0,3,0,1,2
"270050",2013,0,0,0,3,0,1,2
"270050",2014,1,1,2,4,0,0,2
"270050",2015,0,0,0,6,0,0,5
"270050",2016,NA,NA,NA,NA,0,0,7
"270050",2017,0,0,0,3,0,0,2
"270050",2018,1,1,3,5,0,1,6
"270050",2019,0,0,1,5,0,1,1
"270050",2020,0,0,0,1,0,0,2
"270050",2021,0,0,0,5,0,0,6
"270050",2022,0,0,0,3,0,0,5
"270050",2023,0,1,0,4,0,1,5
"270050",2024,NA,NA,NA,NA,0,0,1
"270060",2012,0,0,0,3,0,0,1
"270060",2013,0,0,0,1,0,1,3
"270060",2014,0,0,0,1,0,0,2
"270060",2015,0,0,1,4,0,0,2
"270060",2016,0,0,0,4,0,0,2
"270060",2017,0,0,0,2,0,0,1
"270060",2018,NA,NA,NA,NA,0,0,1
"270060",2019,0,0,1,4,0,1,2
"270060",2020,NA,NA,NA,NA,NA,NA,NA
"270060",2021,0,0,0,3,0,0,1
"270060",2022,0,0,0,1,0,0,1
"270060",2023,0,0,0,1,0,1,1
"270060",2024,NA,NA,NA,NA,0,0,5
"270070",2012,1,1,2,6,0,1,4
"270070",2013,2,0,2,6,0,5,7
"270070",2014,1,1,1,6,0,0,1
"270070",2015,1,3,1,5,0,1,4
"270070",2016,0,0,0,2,0,3,5
"270070",2017,0,1,0,3,0,0,2
"270070",2018,0,1,0,4,0,2,2
"270070",2019,0,0,0,1,0,0,4
"270070",2020,0,0,0,3,0,1,4
"270070",2021,0,0,0,4,0,2,8
"270070",2022,0,0,0,1,0,0,3
"270070",2023,0,0,0,2,0,0,3
"270070",2024,NA,NA,NA,NA,0,0,2
"270080",2012,0,0,0,1,NA,NA,NA
"270080",2013,0,0,0,1,NA,NA,NA
"270080",2014,NA,NA,NA,NA,0,0,1
"270080",2015,NA,NA,NA,NA,NA,NA,NA
"270080",2016,NA,NA,NA,NA,NA,NA,NA
"270080",2017,NA,NA,NA,NA,0,0,3
"270080",2018,1,1,1,2,0,0,1
"270080",2019,0,0,0,1,NA,NA,NA
"270080",2020,0,0,0,1,0,0,1
