"codmunres","ano","total_de_nascidos_vivos","nascidos_vivos_com_baixo_peso","nascidos_vivos_prematuros","nascidos_vivos_termo_precoce","nascidos_vivos_peso_menor_1500","nascidos_vivos_peso_1500_a_1999","nascidos_vivos_peso_2000_a_2499","nascidos_vivos_menos_de_28_semanas","nascidos_vivos_28_a_32_semanas","nascidos_vivos_33_a_34_semanas","nascidos_vivos_35_a_36_semanas","nascidos_condicoes_ameacadoras"
"311580",2021,109,8,9,31,0,3,5,0,2,2,5,1
"311580",2022,95,9,19,23,1,2,6,3,2,3,11,5
"311590",2012,26,3,4,11,0,2,1,0,0,3,1,0
"311590",2013,24,2,3,6,0,0,2,0,0,2,1,0
"311590",2014,21,1,0,5,0,0,1,0,0,0,0,0
"311590",2015,30,1,1,14,0,0,1,1,0,0,0,2
"311590",2016,27,2,0,10,0,1,1,0,0,0,0,0
"311590",2017,39,3,4,10,1,1,1,0,1,1,2,1
"311590",2018,38,8,8,8,2,2,4,0,2,2,4,2
"311590",2019,27,5,5,8,1,1,3,0,1,3,1,2
"311590",2020,37,2,3,9,1,0,1,0,0,1,2,2
"311590",2021,32,1,2,9,0,0,1,0,0,1,1,1
"311590",2022,39,3,4,14,0,0,3,0,0,1,3,0
"311600",2012,74,8,11,32,3,3,2,3,1,3,4,3
"311600",2013,66,9,13,25,0,1,8,0,2,2,9,1
"311600",2014,81,7,13,21,1,1,5,0,0,5,8,1
"311600",2015,84,9,11,25,0,0,9,0,1,1,9,0
"311600",2016,65,7,11,18,0,1,6,0,0,1,10,0
"311600",2017,79,10,8,22,4,0,6,2,2,1,3,4
"311600",2018,90,8,7,38,1,2,5,2,1,1,3,3
"311600",2019,92,10,14,36,2,1,7,2,0,3,9,2
"311600",2020,93,11,11,42,1,3,7,0,1,2,8,1
"311600",2021,78,7,7,34,1,1,5,0,2,1,4,3
"311600",2022,85,12,9,47,0,2,10,0,1,3,5,0
"311610",2012,146,12,13,36,1,2,9,1,4,1,7,4
"311610",2013,129,12,17,28,1,4,7,0,3,2,12,4
"311610",2014,138,17,17,34,3,3,11,1,4,5,7,6
"311610",2015,102,4,6,28,1,1,2,0,3,0,3,3
"311610",2016,102,12,15,30,4,1,7,2,3,4,6,5
"311610",2017,107,11,8,31,2,1,8,1,0,1,6,2
"311610",2018,95,11,15,30,1,1,9,1,2,4,8,3
"311610",2019,110,9,6,34,2,1,6,0,3,0,3,4
"311610",2020,88,6,9,28,0,0,6,0,0,2,7,0
"311610",2021,94,10,12,37,4,3,3,1,5,1,5,5
"311610",2022,93,9,14,31,1,3,5,0,0,6,8,1
"311615",2012,184,12,23,35,0,2,10,0,3,1,19,2
"311615",2013,187,14,22,35,3,2,9,1,4,5,12,9
"311615",2014,198,20,26,48,1,6,13,1,5,5,15,5
"311615",2015,192,18,17,46,0,1,17,2,4,4,7,7
"311615",2016,173,14,17,40,0,2,12,0,2,6,9,4
"311615",2017,178,15,13,49,1,2,12,0,3,1,9,3
"311615",2018,189,14,13,40,1,3,10,0,2,4,7,3
"311615",2019,205,12,15,54,1,0,11,0,2,3,10,2
"311615",2020,195,13,20,52,5,1,7,1,5,1,13,7
"311615",2021,207,13,22,60,3,3,7,1,1,8,12,3
"311615",2022,222,17,26,69,3,4,10,2,0,7,17,5
"311620",2012,27,2,2,8,0,0,2,0,0,0,2,0
"311620",2013,19,0,2,4,0,0,0,0,1,0,1,0
"311620",2014,30,0,4,8,0,0,0,0,0,0,4,0
"311620",2015,28,2,0,9,0,0,2,0,0,0,0,0
"311620",2016,27,3,4,9,1,2,0,0,1,0,3,1
"311620",2017,24,0,3,5,0,0,0,0,0,0,3,0
"311620",2018,29,2,4,8,0,2,0,0,1,1,2,0
"311620",2019,39,4,4,13,0,0,4,0,0,1,3,1
"311620",2020,29,3,3,11,0,1,2,0,0,0,3,0
"311620",2021,29,4,4,7,0,2,2,1,2,0,1,1
"311620",2022,30,2,0,7,0,0,2,0,0,0,0,0
"311630",2012,67,6,14,21,0,1,5,0,1,3,10,1
"311630",2013,51,4,6,11,1,1,2,0,4,1,1,2
"311630",2014,57,4,10,12,2,0,2,0,3,2,5,3
"311630",2015,55,9,6,21,1,2,6,0,0,2,4,3
"311630",2016,54,8,7,16,0,0,8,0,0,6,1,0
"311630",2017,51,4,9,15,2,0,2,1,1,2,5,2
"311630",2018,48,4,8,15,0,1,3,0,1,2,5,1
"311630",2019,53,3,8,17,0,0,3,0,0,2,6,0
"311630",2020,44,5,10,14,1,1,3,1,2,1,6,2
"311630",2021,43,5,6,25,0,3,2,0,0,1,5,1
"311630",2022,57,6,5,21,2,0,4,2,1,1,1,3
"311640",2012,20,1,0,8,0,0,1,0,0,0,0,0
"311640",2013,12,0,0,6,0,0,0,0,0,0,0,0
"311640",2014,14,4,3,5,2,0,2,1,1,0,1,2
"311640",2015,9,3,2,4,1,0,2,0,1,1,0,1
"311640",2016,12,3,3,3,1,0,2,1,0,1,1,1
"311640",2017,11,0,0,7,0,0,0,0,0,0,0,0
"311640",2018,20,2,1,10,0,1,1,0,0,1,0,0
"311640",2019,23,5,4,6,1,2,2,0,1,2,1,2
"311640",2020,10,0,0,5,0,0,0,0,0,0,0,0
"311640",2021,13,1,3,2,0,1,0,0,1,0,2,1
"311640",2022,14,4,5,3,0,2,2,0,0,0,5,0
"311650",2012,73,4,4,21,0,1,3,0,0,2,2,0
"311650",2013,72,6,8,16,1,1,4,0,0,2,6,1
"311650",2014,82,4,4,21,0,0,4,0,0,0,4,0
"311650",2015,85,8,5,23,0,1,7,0,0,2,3,0
"311650",2016,79,4,7,17,0,0,4,0,1,1,5,1
"311650",2017,77,10,6,20,2,1,7,0,3,0,3,4
"311650",2018,77,6,4,20,0,1,5,0,0,2,2,1
"311650",2019,58,4,6,17,1,0,3,0,0,3,3,1
"311650",2020,77,7,4,25,0,1,6,0,0,1,3,1
"311650",2021,62,3,6,24,0,0,3,0,1,0,5,0
"311650",2022,68,4,5,21,1,1,2,0,0,2,3,1
"311660",2012,359,30,48,104,6,6,18,2,8,11,27,13
"311660",2013,368,31,38,123,8,8,15,3,8,3,24,12
"311660",2014,337,35,35,123,4,4,27,0,11,4,20,6
"311660",2015,391,23,30,127,4,4,15,1,3,6,20,8
"311660",2016,361,33,34,121,2,3,28,2,1,10,21,7
"311660",2017,367,26,40,112,5,4,17,3,4,8,25,10
"311660",2018,379,36,51,140,7,7,22,2,10,15,24,14
"311660",2019,398,39,36,148,8,4,27,3,7,4,22,10
"311660",2020,410,32,37,165,4,4,24,0,5,12,20,8
"311660",2021,365,41,55,154,3,11,27,2,5,15,33,9
"311660",2022,408,35,42,153,2,6,27,1,2,10,29,4
"311670",2012,75,6,8,36,0,1,5,0,2,1,5,2
"311670",2013,78,5,8,36,1,0,4,1,0,1,6,1
"311670",2014,80,11,8,29,2,2,7,1,2,2,3,3
"311670",2015,66,6,5,23,3,1,2,1,1,0,3,3
"311670",2016,76,8,12,30,1,2,5,2,2,4,4,4
"311670",2017,75,7,8,22,2,1,4,1,1,0,6,2
"311670",2018,68,6,4,28,0,1,5,0,0,1,3,0
"311670",2019,74,3,5,24,0,0,3,0,0,2,3,0
"311670",2020,67,5,8,18,0,2,3,0,0,1,7,0
"311670",2021,61,5,3,32,0,0,5,0,0,0,3,1
"311670",2022,64,6,8,17,2,1,3,1,1,2,4,2
"311680",2012,118,18,23,30,3,5,10,2,3,6,12,6
"311680",2013,109,16,11,37,2,3,11,3,3,3,2,7
"311680",2014,112,8,9,25,2,1,5,2,1,2,4,3
"311680",2015,91,4,6,24,0,1,3,0,0,1,5,3
"311680",2016,118,8,18,36,2,3,3,0,4,6,8,7
"311680",2017,110,11,10,25,1,2,8,0,0,4,6,2
"311680",2018,110,10,18,30,1,1,8,0,3,5,10,1
"311680",2019,84,7,8,21,2,0,5,0,2,1,5,2
"311680",2020,102,9,14,34,3,2,4,0,1,3,10,5
"311680",2021,115,6,12,26,0,2,4,0,1,3,8,2
"311680",2022,75,11,11,24,0,3,8,0,2,4,5,3
"311690",2012,25,4,1,8,0,0,4,0,0,1,0,0
"311690",2013,21,0,1,6,0,0,0,0,0,0,1,0
"311690",2014,26,1,3,9,0,0,1,0,1,2,0,1
"311690",2015,28,0,1,12,0,0,0,0,0,0,1,0
"311690",2016,24,1,1,10,0,0,1,0,0,0,1,0
"311690",2017,27,6,3,11,0,0,6,0,0,2,1,0
"311690",2018,22,2,3,6,1,0,1,1,0,1,1,1
"311690",2019,40,1,7,16,0,0,1,0,1,1,5,0
"311690",2020,23,3,3,7,2,0,1,0,2,0,1,3
"311690",2021,27,3,5,8,1,1,1,0,2,1,2,2
"311690",2022,29,3,4,9,0,1,2,0,0,3,1,0
"311700",2012,77,8,10,18,1,1,6,0,2,5,3,4
"311700",2013,83,8,12,21,1,2,5,1,1,3,7,5
"311700",2014,80,4,9,22,0,0,4,0,1,1,7,4
"311700",2015,80,5,9,15,0,1,4,0,1,1,7,4
"311700",2016,63,7,6,13,0,2,5,0,1,3,2,2
"311700",2017,60,4,4,18,0,0,4,0,0,0,4,1
"311700",2018,62,4,6,5,2,1,1,1,2,0,3,3
"311700",2019,51,6,5,8,1,2,3,0,3,1,1,5
"311700",2020,54,4,8,16,2,0,2,2,0,2,4,2
"311700",2021,47,4,5,10,2,0,2,0,3,0,2,3
"311700",2022,77,9,15,21,2,1,6,0,1,7,7,4
"311710",2012,115,6,9,33,1,0,5,0,0,0,9,3
"311710",2013,101,11,5,35,1,0,10,0,0,1,4,3
"311710",2014,123,5,10,41,1,1,3,0,2,3,5,3
"311710",2015,105,8,8,32,2,1,5,0,1,0,7,3
"311710",2016,115,3,5,70,0,1,2,0,0,2,3,1
"311710",2017,114,9,8,59,1,3,5,0,2,2,4,1
"311710",2018,119,4,8,66,0,0,4,0,1,0,7,2
"311710",2019,123,9,6,63,1,0,8,0,0,3,3,1
"311710",2020,124,7,6,74,3,0,4,0,3,0,3,4
"311710",2021,110,10,7,62,2,0,8,1,1,1,4,3
"311710",2022,100,6,14,44,1,1,4,0,3,4,7,2
"311720",2012,31,2,0,12,0,1,1,0,0,0,0,0
"311720",2013,37,2,2,7,0,0,2,0,0,1,1,0
"311720",2014,32,2,4,10,0,0,2,1,0,0,3,1
"311720",2015,26,0,1,9,0,0,0,0,0,0,1,0
"311720",2016,28,5,4,12,0,4,1,0,1,1,2,0
"311720",2017,31,1,3,12,0,0,1,0,0,0,3,0
"311720",2018,21,3,4,6,0,1,2,0,0,2,2,1
"311720",2019,26,1,0,12,0,0,1,0,0,0,0,0
"311720",2020,26,2,2,12,0,0,2,0,0,0,2,0
"311720",2021,26,3,1,10,0,1,2,0,0,0,1,0
"311720",2022,25,1,1,9,1,0,0,0,1,0,0,1
"311730",2012,393,29,47,135,7,6,16,3,12,4,28,10
"311730",2013,381,38,36,77,5,10,23,3,3,5,25,8
"311730",2014,415,37,55,156,6,11,20,3,7,11,34,11
"311730",2015,412,38,47,143,5,5,28,2,7,15,23,9
"311730",2016,365,37,55,112,4,9,24,1,10,18,26,10
"311730",2017,358,26,35,111,2,2,22,2,2,8,23,6
"311730",2018,366,21,33,107,5,3,13,1,2,7,23,6
"311730",2019,360,35,36,128,6,6,23,3,4,7,22,12
"311730",2020,339,29,49,135,5,6,18,3,5,12,29,9
"311730",2021,351,33,46,131,8,8,17,2,9,9,26,13
"311730",2022,337,26,34,131,4,2,20,0,5,7,22,8
"311740",2012,56,5,3,15,0,1,4,0,1,0,2,0
"311740",2013,50,2,6,14,0,2,0,0,1,1,4,0
"311740",2014,55,4,5,7,0,0,4,0,0,0,5,0
"311740",2015,28,1,1,4,1,0,0,1,0,0,0,1
"311740",2016,30,3,4,9,0,1,2,0,1,1,2,1
"311740",2017,33,1,2,9,0,1,0,0,0,1,1,0
"311740",2018,53,5,2,12,0,0,5,0,0,0,2,0
"311740",2019,32,1,3,8,0,0,1,0,0,0,3,0
"311740",2020,56,4,5,19,0,2,2,0,1,0,4,1
"311740",2021,50,3,5,17,0,0,3,0,2,1,2,0
"311740",2022,53,2,4,21,0,0,2,0,0,1,3,0
"311750",2012,230,16,29,43,3,3,10,4,3,4,17,9
"311750",2013,240,20,23,67,3,3,14,0,5,4,14,8
"311750",2014,256,27,23,64,3,4,20,0,5,3,15,9
"311750",2015,265,18,25,79,4,6,8,1,3,7,14,7
"311750",2016,252,25,32,60,5,5,15,1,5,11,15,9
"311750",2017,298,26,30,64,5,1,20,0,7,8,15,12
"311750",2018,246,15,27,70,5,2,8,1,4,7,15,14
"311750",2019,281,14,25,74,6,5,3,2,4,5,14,10
"311750",2020,299,25,40,90,3,3,19,5,10,8,17,18
"311750",2021,285,29,30,63,2,6,21,3,2,4,21,9
"311750",2022,283,26,30,42,3,6,17,0,5,5,20,5
"311760",2012,50,5,9,14,0,2,3,0,1,1,7,0
"311760",2013,61,7,13,20,2,2,3,1,2,2,8,3
"311760",2014,55,6,6,27,1,0,5,0,1,3,2,1
"311760",2015,67,3,7,16,2,0,1,2,0,1,4,3
"311760",2016,41,0,4,10,0,0,0,0,1,0,3,1
"311760",2017,55,4,8,26,0,1,3,0,1,1,6,0
"311760",2018,57,4,3,20,0,1,3,0,1,2,0,1
"311760",2019,58,9,10,26,1,0,8,1,0,2,7,1
"311760",2020,60,7,10,25,0,0,7,0,0,1,9,2
"311760",2021,63,1,2,27,1,0,0,0,1,0,1,2
"311760",2022,49,9,9,27,2,1,6,1,1,1,6,2
"311770",2012,148,7,14,42,1,1,5,1,1,3,9,3
"311770",2013,151,11,14,44,0,1,10,0,2,1,11,3
"311770",2014,157,12,14,61,1,1,10,0,3,3,8,4
"311770",2015,167,9,14,60,1,0,8,0,1,3,10,1
"311770",2016,146,9,18,52,2,0,7,1,2,0,15,4
"311770",2017,162,18,22,52,1,2,15,0,4,6,12,5
"311770",2018,165,11,17,68,1,0,10,0,0,6,11,3
"311770",2019,159,8,12,48,1,1,6,0,1,3,8,1
"311770",2020,161,12,15,49,2,2,8,0,4,3,8,4
"311770",2021,146,14,16,52,5,1,8,3,2,2,9,6
"311770",2022,138,14,12,56,1,1,12,0,2,4,6,2
"311780",2012,129,8,11,43,1,2,5,0,3,3,5,2
"311780",2013,121,11,10,23,2,2,7,0,3,0,6,2
"311780",2014,109,14,12,17,0,4,10,0,2,4,6,0
"311780",2015,131,13,19,62,2,2,9,1,3,2,13,5
"311780",2016,138,17,18,65,6,4,7,3,5,2,8,9
"311780",2017,123,14,13,59,3,1,10,1,2,4,6,5
"311780",2018,137,15,12,63,2,4,9,0,3,5,4,4
"311780",2019,121,5,7,54,2,0,3,1,1,2,3,3
"311780",2020,116,12,11,50,3,1,8,1,2,1,7,7
"311780",2021,104,13,9,48,2,2,9,1,2,2,4,2
"311780",2022,94,9,14,43,0,1,8,0,1,3,10,0
"311783",2012,82,3,7,13,0,0,3,0,2,2,3,1
"311783",2013,75,5,7,15,0,1,4,0,3,0,4,0
"311783",2014,73,3,2,9,0,1,2,0,0,0,2,1
"311783",2015,99,6,8,17,1,2,3,0,1,5,2,2
"311783",2016,75,3,3,17,0,2,1,0,0,3,0,0
"311783",2017,89,8,5,24,0,0,8,0,0,1,4,0
"311783",2018,91,3,6,17,0,0,3,0,0,0,6,0
"311783",2019,65,5,5,16,2,0,3,1,0,0,4,2
"311783",2020,69,4,5,13,0,2,2,0,1,0,4,1
"311783",2021,77,6,12,10,1,2,3,0,0,1,11,1
"311783",2022,58,2,6,15,0,0,2,0,0,0,6,0
"311787",2012,78,8,6,24,2,1,5,0,1,0,5,3
"311787",2013,86,9,10,22,1,2,6,1,0,5,4,1
"311787",2014,81,5,4,19,0,1,4,0,0,2,2,1
"311787",2015,98,5,6,36,1,0,4,1,1,1,3,1
"311787",2016,83,10,7,30,1,2,7,1,1,3,2,2
"311787",2017,94,7,9,36,5,0,2,2,2,1,4,5
"311787",2018,107,16,11,34,0,3,13,0,0,5,6,1
"311787",2019,91,5,6,34,2,2,1,0,2,1,3,2
"311787",2020,97,3,2,47,0,0,3,0,0,0,2,0
"311787",2021,89,4,4,30,0,1,3,0,2,0,2,1
"311787",2022,94,10,9,29,2,1,7,0,3,4,2,2
"311790",2012,94,11,16,34,2,2,7,0,3,4,9,4
"311790",2013,102,14,13,38,1,2,11,1,1,2,9,3
"311790",2014,95,8,10,41,0,1,7,0,5,2,3,3
"311790",2015,128,15,17,43,3,1,11,2,2,3,10,6
"311790",2016,130,12,13,52,0,3,9,0,3,6,4,2
"311790",2017,112,10,13,42,1,5,4,0,1,5,7,1
"311790",2018,119,13,12,45,1,2,10,0,1,3,8,2
"311790",2019,111,11,16,37,1,2,8,3,3,5,5,5
"311790",2020,133,20,21,41,7,4,9,2,4,7,8,7
"311790",2021,124,11,12,46,2,2,7,0,2,3,7,2
"311790",2022,137,19,11,57,2,1,16,0,1,6,4,4
"311800",2012,717,67,69,243,5,10,52,2,5,21,41,7
"311800",2013,669,61,58,227,9,13,39,5,17,6,30,17
"311800",2014,738,62,77,271,8,14,40,2,11,16,48,13
"311800",2015,761,93,84,235,12,20,61,3,16,21,44,23
"311800",2016,761,70,74,267,7,14,49,4,12,18,40,16
"311800",2017,770,76,92,230,11,17,48,7,11,23,51,17
"311800",2018,733,69,76,232,8,15,46,3,11,16,46,17
"311800",2019,691,68,87,229,11,12,45,5,13,21,48,16
"311800",2020,688,61,84,232,11,12,38,5,14,12,53,22
"311800",2021,715,72,71,253,20,13,39,3,13,22,33,23
"311800",2022,656,69,82,233,7,12,50,4,11,18,49,20
"311810",2012,49,3,9,10,1,0,2,0,1,3,5,2
"311810",2013,53,4,3,16,0,1,3,0,1,0,2,1
"311810",2014,67,10,12,15,0,2,8,0,1,2,9,1
"311810",2015,55,5,6,13,0,0,5,0,3,1,2,4
"311810",2016,52,3,2,13,0,0,3,0,0,0,2,2
"311810",2017,67,6,8,13,1,1,4,1,2,2,3,2
"311810",2018,44,4,4,8,0,0,4,0,1,1,2,1
"311810",2019,43,5,6,12,2,0,3,0,1,1,4,2
"311810",2020,48,7,5,19,0,2,5,0,0,1,4,0
"311810",2021,65,6,9,18,0,2,4,0,2,3,4,2
"311810",2022,45,2,2,12,0,0,2,0,1,0,1,1
"311820",2012,80,6,8,30,0,0,6,0,0,1,7,0
"311820",2013,73,6,6,24,1,1,4,0,2,0,4,2
"311820",2014,81,7,7,28,1,0,6,0,1,2,4,2
"311820",2015,69,3,10,23,3,0,0,3,1,1,5,5
"311820",2016,77,7,12,26,2,3,2,1,1,5,5,4
"311820",2017,57,6,6,22,0,1,5,0,0,2,4,1
"311820",2018,61,2,5,22,0,0,2,0,0,0,5,0
"311820",2019,67,7,8,27,0,4,3,0,0,3,5,1
"311820",2020,82,10,13,32,1,4,5,2,2,2,7,5
"311820",2021,55,8,7,29,1,2,5,0,1,2,4,4
"311820",2022,63,3,7,26,0,0,3,0,1,0,6,2
"311830",2012,1581,175,193,653,36,31,108,10,37,32,114,50
"311830",2013,1617,176,188,615,37,36,103,11,38,43,96,51
"311830",2014,1733,146,161,678,17,27,102,9,19,38,95,42
"311830",2015,1768,143,160,662,21,25,97,6,31,29,94,36
"311830",2016,1679,170,169,602,33,32,105,10,25,33,101,48
"311830",2017,1721,142,154,598,33,26,83,14,31,23,86,49
"311830",2018,1775,175,172,701,23,27,125,6,21,39,106,37
"311830",2019,1726,164,174,673,32,25,107,11,23,45,95,47
"311830",2020,1618,137,150,689,21,21,95,7,14,32,97,33
"311830",2021,1560,149,159,601,27,26,96,13,24,32,90,50
"311830",2022,1562,156,160,602,29,22,105,12,18,30,100,41
"311840",2012,299,17,21,74,4,3,10,3,3,1,14,9
"311840",2013,260,13,13,55,2,3,8,1,4,2,6,7
"311840",2014,255,13,17,52,3,3,7,0,3,5,9,3
"311840",2015,266,16,13,68,4,4,8,2,3,3,5,7
"311840",2016,258,20,17,58,6,4,10,2,2,5,8,8
"311840",2017,276,22,16,54,3,4,15,1,4,3,8,6
"311840",2018,269,16,9,60,1,3,12,1,1,3,4,3
"311840",2019,242,18,19,75,0,3,15,0,2,4,13,5
"311840",2020,242,16,23,62,7,3,6,4,4,2,13,8
"311840",2021,233,23,21,77,1,4,18,1,0,8,12,2
"311840",2022,252,16,15,68,1,2,13,1,2,4,8,3
"311850",2012,15,3,3,8,1,1,1,0,2,0,1,2
"311850",2013,21,0,0,16,0,0,0,0,0,0,0,0
"311850",2014,23,1,0,9,0,0,1,0,0,0,0,0
"311850",2015,15,3,3,6,0,0,3,0,0,0,3,0
"311850",2016,22,3,3,12,1,1,1,0,0,2,1,1
"311850",2017,27,3,2,11,0,0,3,0,0,0,2,0
"311850",2018,29,5,3,15,2,2,1,0,1,1,1,3
"311850",2019,17,0,0,8,0,0,0,0,0,0,0,0
"311850",2020,12,1,1,4,0,1,0,0,0,0,1,0
"311850",2021,18,2,2,8,0,2,0,0,2,0,0,0
"311850",2022,14,1,1,10,0,0,1,0,0,0,1,0
"311860",2012,8765,915,1179,2977,146,187,582,62,190,238,684,271
"311860",2013,8786,911,1060,2830,158,172,581,75,184,219,582,294
"311860",2014,8904,890,934,3040,158,185,547,64,166,202,502,263
"311860",2015,8960,874,914,2800,142,168,564,73,130,181,530,245
"311860",2016,8278,841,883,2596,150,169,522,54,158,182,489,254
"311860",2017,8509,880,930,2633,153,200,527,70,164,195,501,269
"311860",2018,8544,911,956,2748,141,196,574,58,141,211,546,268
"311860",2019,8256,892,909,2627,139,170,583,60,134,188,527,232
"311860",2020,7904,820,874,2671,142,145,533,61,138,184,491,233
"311860",2021,7564,789,854,2603,121,147,521,46,128,195,485,217
"311860",2022,7273,841,847,2436,134,163,544,58,119,174,496,208
"311870",2012,81,9,7,35,2,2,5,0,2,1,4,3
"311870",2013,99,8,10,39,0,0,8,0,0,1,9,0
"311870",2014,87,8,12,36,1,2,5,0,2,3,7,1
"311870",2015,91,7,8,27,0,1,6,0,1,0,7,1
"311870",2016,92,11,9,28,2,1,8,2,0,2,5,2
"311870",2017,100,14,16,37,0,3,11,0,3,3,10,1
"311870",2018,85,8,11,30,2,1,5,0,5,1,5,4
"311870",2019,102,9,12,36,3,0,6,2,1,0,9,3
"311870",2020,102,7,18,46,1,1,5,0,1,0,17,1
"311870",2021,87,8,9,42,1,3,4,0,1,1,7,3
"311870",2022,87,10,13,32,2,5,3,0,4,2,7,3
"311880",2012,283,25,34,60,4,8,13,0,5,11,18,7
"311880",2013,273,28,27,65,5,9,14,1,4,9,13,7
"311880",2014,286,27,36,68,1,8,18,0,5,7,24,5
"311880",2015,319,24,34,70,3,7,14,2,2,10,20,5
"311880",2016,262,11,20,61,1,3,7,2,2,1,15,5
"311880",2017,261,16,29,62,2,6,8,0,6,8,15,5
"311880",2018,257,20,26,65,4,5,11,0,6,6,14,6
"311880",2019,272,20,32,70,4,3,13,1,4,4,23,5
"311880",2020,231,12,19,63,3,1,8,1,0,4,14,4
"311880",2021,259,10,20,70,0,1,9,0,1,2,17,1
"311880",2022,268,28,28,68,3,7,18,1,5,9,13,6
"311890",2012,77,9,6,23,2,0,7,0,1,0,4,2
"311890",2013,56,4,8,14,0,0,4,0,0,3,5,0
"311890",2014,64,4,6,14,2,1,1,1,3,2,0,3
"311890",2015,75,12,12,13,4,2,6,2,2,4,4,5
"311890",2016,59,8,7,17,3,0,5,2,0,1,4,3
"311890",2017,51,10,10,11,1,4,5,0,0,3,7,1
"311890",2018,60,7,7,12,3,1,3,1,1,4,1,4
"311890",2019,77,6,6,20,1,1,4,0,1,1,4,2
"311890",2020,57,7,8,18,0,1,6,0,0,3,5,0
"311890",2021,71,4,4,27,0,1,3,0,1,1,2,0
"311890",2022,60,10,11,19,1,2,7,0,2,3,6,2
"311900",2012,41,4,2,2,1,1,2,0,0,1,1,1
"311900",2013,31,3,2,10,0,1,2,0,0,0,2,0
"311900",2014,49,7,10,17,1,1,5,1,0,1,8,1
"311900",2015,40,6,5,17,1,1,4,0,2,2,1,1
"311900",2016,30,2,1,13,0,1,1,0,1,0,0,1
"311900",2017,39,5,6,10,0,2,3,1,1,2,2,1
"311900",2018,43,4,2,18,0,1,3,0,0,1,1,0
"311900",2019,34,5,6,9,2,0,3,1,1,2,2,3
"311900",2020,40,5,6,16,0,1,4,0,0,0,6,0
"311900",2021,40,6,2,16,0,3,3,0,0,1,1,0
"311900",2022,33,4,3,14,2,0,2,1,1,1,0,2
"311910",2012,299,24,33,60,5,7,12,4,8,5,16,14
"311910",2013,262,23,22,41,1,3,19,0,2,4,16,6
"311910",2014,338,41,30,53,4,3,34,3,4,8,15,14
"311910",2015,275,24,24,39,4,4,16,0,8,3,13,14
"311910",2016,294,31,34,48,5,5,21,3,3,4,24,9
"311910",2017,305,32,36,50,6,7,19,3,5,15,13,12
"311910",2018,298,35,32,48,10,4,21,8,3,7,14,19
"311910",2019,265,17,17,52,1,2,14,1,2,1,13,9
"311910",2020,293,24,29,85,1,5,18,0,3,5,21,8
"311910",2021,283,36,24,99,3,6,27,0,5,10,9,5
"311910",2022,303,32,18,123,2,3,27,0,1,7,10,4
"311920",2012,96,6,9,27,3,1,2,1,2,0,6,3
"311920",2013,74,7,8,23,4,1,2,1,1,1,5,5
"311920",2014,84,7,9,22,3,1,3,2,1,3,3,5
"311920",2015,68,2,9,14,0,1,1,0,1,0,8,1
"311920",2016,83,5,6,20,0,3,2,0,1,1,4,1
"311920",2017,61,5,5,7,1,0,4,0,1,1,3,1
"311920",2018,79,8,11,20,1,2,5,1,1,2,7,3
"311920",2019,72,6,5,25,0,1,5,0,0,2,3,1
"311920",2020,80,5,2,17,1,1,3,0,0,1,1,2
"311920",2021,86,10,7,32,0,5,5,0,2,1,4,1
"311920",2022,66,1,9,18,1,0,0,0,1,2,6,2
"311930",2012,283,31,45,101,4,6,21,1,7,8,29,8
"311930",2013,287,41,46,106,9,3,29,1,5,9,30,14
"311930",2014,321,36,43,113,4,9,23,0,6,7,30,7
"311930",2015,300,24,34,104,0,8,16,1,3,7,23,7
"311930",2016,320,29,43,130,3,10,16,2,8,8,25,9
"311930",2017,324,25,33,125,7,1,17,2,4,6,21,9
"311930",2018,342,26,43,135,2,4,20,0,7,2,34,3
"311930",2019,344,28,33,117,3,7,18,0,3,6,24,5
"311930",2020,315,22,29,126,0,2,20,0,0,2,27,3
"311930",2021,295,29,33,102,8,4,17,1,6,5,21,9
"311930",2022,282,30,44,97,4,7,19,2,5,10,27,7
"311940",2012,1469,143,194,435,24,27,92,12,31,31,119,45
"311940",2013,1395,111,133,412,23,18,70,13,18,25,77,33
"311940",2014,1424,120,145,490,23,11,86,10,22,35,78,36
"311940",2015,1437,114,176,440,18,15,81,8,19,39,110,30
"311940",2016,1277,106,142,405,16,25,65,9,21,37,75,32
"311940",2017,1327,119,160,401,22,24,73,10,20,36,94,28
"311940",2018,1230,84,125,348,15,17,52,9,19,27,70,25
"311940",2019,1343,97,129,380,19,23,55,3,20,40,66,27
"311940",2020,1224,110,113,323,21,21,68,7,19,24,63,29
"311940",2021,1218,101,111,325,17,23,61,5,8,31,67,28
"311940",2022,1251,122,122,352,24,24,74,7,19,39,57,33
"311950",2012,81,11,6,13,0,2,9,0,0,1,5,0
"311950",2013,92,8,12,24,0,2,6,0,0,5,7,1
"311950",2014,113,10,16,29,5,1,4,3,3,3,7,6
"311950",2015,92,8,11,25,0,3,5,0,2,3,6,5
"311950",2016,102,13,17,22,3,5,5,1,3,3,10,4
"311950",2017,103,5,16,30,3,0,2,2,2,6,6,5
"311950",2018,102,6,13,26,1,0,5,0,2,1,10,3
"311950",2019,102,11,13,30,3,1,7,2,1,2,8,5
"311950",2020,92,6,17,29,1,2,3,2,2,3,10,5
"311950",2021,98,7,12,28,0,2,5,1,1,3,7,3
"311950",2022,87,7,14,23,1,2,4,0,2,3,9,4
