"codmunres","municipio","uf","regiao","ano","obitos_fetais_mais_28sem","peso_menos_1500_mais_28sem","peso_1500_1999_mais_28sem","peso_2000_2499_mais_28sem","peso_mais_2500_mais_28sem"
"170110","Aparecida do Rio Negro","TO","Norte","2012",1,0,0,1,0
"170110","Aparecida do Rio Negro","TO","Norte","2014",2,0,0,0,2
"170110","Aparecida do Rio Negro","TO","Norte","2016",1,1,0,0,0
"170130","Aragominas","TO","Norte","2014",1,0,1,0,0
"170130","Aragominas","TO","Norte","2018",1,0,0,0,1
"170130","Aragominas","TO","Norte","2019",2,1,0,1,0
"170190","Araguacema","TO","Norte","2012",3,0,1,1,1
"170190","Araguacema","TO","Norte","2013",3,0,0,1,2
"170190","Araguacema","TO","Norte","2014",1,0,0,0,1
"170190","Araguacema","TO","Norte","2016",5,0,0,1,4
"170190","Araguacema","TO","Norte","2018",1,0,1,0,0
"170190","Araguacema","TO","Norte","2019",3,0,1,0,2
"170190","Araguacema","TO","Norte","2020",1,0,1,0,0
"170190","Araguacema","TO","Norte","2021",2,0,0,0,2
"170200","Araguaçu","TO","Norte","2014",1,0,0,0,1
"170200","Araguaçu","TO","Norte","2016",1,0,0,0,1
"170200","Araguaçu","TO","Norte","2018",1,0,0,0,1
"170200","Araguaçu","TO","Norte","2019",2,0,1,0,1
"170200","Araguaçu","TO","Norte","2020",1,1,0,0,0
"170200","Araguaçu","TO","Norte","2021",1,0,0,0,1
"170210","Araguaína","TO","Norte","2012",38,5,1,7,25
"170210","Araguaína","TO","Norte","2013",22,4,4,5,9
"170210","Araguaína","TO","Norte","2014",38,0,0,0,0
"170210","Araguaína","TO","Norte","2015",25,4,6,2,13
"170210","Araguaína","TO","Norte","2016",25,3,5,3,14
"170210","Araguaína","TO","Norte","2017",29,3,4,4,18
"170210","Araguaína","TO","Norte","2018",29,7,1,4,17
"170210","Araguaína","TO","Norte","2019",25,7,2,2,14
"170210","Araguaína","TO","Norte","2020",17,2,3,5,7
"170210","Araguaína","TO","Norte","2021",25,8,3,1,13
"170215","Araguanã","TO","Norte","2012",2,0,0,1,1
"170215","Araguanã","TO","Norte","2014",2,0,0,0,2
"170215","Araguanã","TO","Norte","2015",1,1,0,0,0
"170215","Araguanã","TO","Norte","2020",1,0,1,0,0
"170220","Araguatins","TO","Norte","2012",8,0,0,0,0
"170220","Araguatins","TO","Norte","2013",6,0,1,2,3
"170220","Araguatins","TO","Norte","2014",8,2,1,2,3
"170220","Araguatins","TO","Norte","2015",4,0,1,1,2
"170220","Araguatins","TO","Norte","2016",6,0,0,0,0
"170220","Araguatins","TO","Norte","2017",4,0,1,1,2
"170220","Araguatins","TO","Norte","2018",5,0,0,0,0
"170220","Araguatins","TO","Norte","2019",7,0,1,3,3
"170220","Araguatins","TO","Norte","2020",4,0,3,0,1
"170220","Araguatins","TO","Norte","2021",9,0,0,0,0
"170230","Arapoema","TO","Norte","2014",2,1,1,0,0
"170230","Arapoema","TO","Norte","2016",1,0,0,0,1
"170230","Arapoema","TO","Norte","2018",2,1,0,1,0
"170230","Arapoema","TO","Norte","2020",1,0,0,0,1
"170240","Arraias","TO","Norte","2012",2,0,0,1,1
"170240","Arraias","TO","Norte","2013",5,2,0,0,3
"170240","Arraias","TO","Norte","2014",3,1,0,0,2
"170240","Arraias","TO","Norte","2017",4,0,0,0,4
"170240","Arraias","TO","Norte","2018",6,0,1,0,5
"170240","Arraias","TO","Norte","2019",1,0,0,0,1
"170240","Arraias","TO","Norte","2020",1,0,0,1,0
"170240","Arraias","TO","Norte","2021",4,0,2,1,1
"170255","Augustinópolis","TO","Norte","2012",3,0,1,0,2
"170255","Augustinópolis","TO","Norte","2013",3,0,0,0,3
"170255","Augustinópolis","TO","Norte","2014",5,0,1,1,3
"170255","Augustinópolis","TO","Norte","2015",6,0,0,0,0
"170255","Augustinópolis","TO","Norte","2016",2,0,0,1,1
"170255","Augustinópolis","TO","Norte","2017",4,0,0,0,0
"170255","Augustinópolis","TO","Norte","2018",3,1,1,0,1
"170255","Augustinópolis","TO","Norte","2019",2,0,1,0,1
"170255","Augustinópolis","TO","Norte","2020",2,1,0,1,0
"170255","Augustinópolis","TO","Norte","2021",4,1,1,1,1
"170270","Aurora do Tocantins","TO","Norte","2013",1,0,0,1,0
"170270","Aurora do Tocantins","TO","Norte","2014",2,0,0,0,2
"170270","Aurora do Tocantins","TO","Norte","2015",1,0,0,0,1
"170270","Aurora do Tocantins","TO","Norte","2016",1,0,0,0,1
"170270","Aurora do Tocantins","TO","Norte","2017",1,0,0,0,1
"170270","Aurora do Tocantins","TO","Norte","2018",2,0,1,0,1
"170290","Axixá do Tocantins","TO","Norte","2012",4,0,0,0,4
"170290","Axixá do Tocantins","TO","Norte","2013",2,0,1,0,1
"170290","Axixá do Tocantins","TO","Norte","2014",5,0,0,0,5
"170290","Axixá do Tocantins","TO","Norte","2015",1,0,0,0,1
"170290","Axixá do Tocantins","TO","Norte","2016",3,0,0,0,3
"170290","Axixá do Tocantins","TO","Norte","2017",2,0,0,1,1
"170290","Axixá do Tocantins","TO","Norte","2018",3,2,0,0,1
"170290","Axixá do Tocantins","TO","Norte","2019",3,1,0,0,2
"170290","Axixá do Tocantins","TO","Norte","2020",6,2,0,2,2
"170290","Axixá do Tocantins","TO","Norte","2021",2,0,0,2,0
"170300","Babaçulândia","TO","Norte","2012",3,0,1,0,2
"170300","Babaçulândia","TO","Norte","2013",2,0,0,0,2
"170300","Babaçulândia","TO","Norte","2016",2,0,0,0,2
"170300","Babaçulândia","TO","Norte","2017",2,0,0,0,2
"170300","Babaçulândia","TO","Norte","2018",4,0,1,1,2
"170300","Babaçulândia","TO","Norte","2019",1,0,0,0,1
"170305","Bandeirantes do Tocantins","TO","Norte","2017",1,0,0,1,0
"170305","Bandeirantes do Tocantins","TO","Norte","2018",2,1,0,1,0
"170307","Barra do Ouro","TO","Norte","2012",1,0,0,0,1
"170307","Barra do Ouro","TO","Norte","2017",2,1,0,0,1
"170307","Barra do Ouro","TO","Norte","2018",1,0,0,1,0
"170307","Barra do Ouro","TO","Norte","2021",1,0,0,0,1
"170310","Barrolândia","TO","Norte","2012",1,0,0,0,1
"170310","Barrolândia","TO","Norte","2015",3,0,0,1,2
"170310","Barrolândia","TO","Norte","2017",1,1,0,0,0
"170310","Barrolândia","TO","Norte","2019",1,0,0,1,0
"170310","Barrolândia","TO","Norte","2021",2,0,0,1,1
"170320","Bernardo Sayão","TO","Norte","2012",1,0,0,0,1
"170320","Bernardo Sayão","TO","Norte","2013",1,0,0,0,1
"170320","Bernardo Sayão","TO","Norte","2015",1,0,0,0,1
"170320","Bernardo Sayão","TO","Norte","2016",1,0,0,1,0
"170320","Bernardo Sayão","TO","Norte","2017",1,1,0,0,0
"170320","Bernardo Sayão","TO","Norte","2018",2,0,0,0,2
"170330","Bom Jesus do Tocantins","TO","Norte","2012",2,0,0,1,1
"170330","Bom Jesus do Tocantins","TO","Norte","2015",3,0,0,0,3
"170330","Bom Jesus do Tocantins","TO","Norte","2016",1,0,0,1,0
"170330","Bom Jesus do Tocantins","TO","Norte","2018",1,0,0,1,0
"170330","Bom Jesus do Tocantins","TO","Norte","2019",1,0,0,0,1
"170330","Bom Jesus do Tocantins","TO","Norte","2020",1,0,1,0,0
"170330","Bom Jesus do Tocantins","TO","Norte","2021",3,0,1,0,2
"170360","Brasilândia do Tocantins","TO","Norte","2014",1,0,0,0,1
"170370","Brejinho de Nazaré","TO","Norte","2012",1,0,0,0,1
"170370","Brejinho de Nazaré","TO","Norte","2013",1,0,1,0,0
"170370","Brejinho de Nazaré","TO","Norte","2014",3,0,1,0,2
"170370","Brejinho de Nazaré","TO","Norte","2015",1,0,1,0,0
"170370","Brejinho de Nazaré","TO","Norte","2016",1,0,1,0,0
"170370","Brejinho de Nazaré","TO","Norte","2017",1,1,0,0,0
"170370","Brejinho de Nazaré","TO","Norte","2018",1,0,0,0,1
"170370","Brejinho de Nazaré","TO","Norte","2019",4,0,0,2,2
"170370","Brejinho de Nazaré","TO","Norte","2021",1,0,0,0,1
"170380","Buriti do Tocantins","TO","Norte","2012",1,0,0,1,0
"170380","Buriti do Tocantins","TO","Norte","2013",1,0,1,0,0
"170380","Buriti do Tocantins","TO","Norte","2014",1,0,0,0,1
"170380","Buriti do Tocantins","TO","Norte","2015",1,0,0,0,1
"170380","Buriti do Tocantins","TO","Norte","2016",2,0,0,0,2
"170380","Buriti do Tocantins","TO","Norte","2017",1,0,0,0,1
"170380","Buriti do Tocantins","TO","Norte","2019",6,0,1,0,5
"170380","Buriti do Tocantins","TO","Norte","2020",2,0,0,1,1
"170380","Buriti do Tocantins","TO","Norte","2021",2,0,0,0,2
"170382","Cachoeirinha","TO","Norte","2013",1,0,0,0,1
"170382","Cachoeirinha","TO","Norte","2017",1,1,0,0,0
"170382","Cachoeirinha","TO","Norte","2018",1,0,0,0,1
"170382","Cachoeirinha","TO","Norte","2020",1,0,0,0,1
"170384","Campos Lindos","TO","Norte","2012",4,1,0,1,2
"170384","Campos Lindos","TO","Norte","2013",6,0,0,2,4
"170384","Campos Lindos","TO","Norte","2015",3,0,1,0,2
"170384","Campos Lindos","TO","Norte","2017",1,0,1,0,0
"170384","Campos Lindos","TO","Norte","2019",4,0,0,1,3
"170384","Campos Lindos","TO","Norte","2020",2,0,1,0,1
"170384","Campos Lindos","TO","Norte","2021",1,0,0,0,1
"170386","Cariri do Tocantins","TO","Norte","2018",2,0,0,0,2
"170386","Cariri do Tocantins","TO","Norte","2020",1,0,0,0,1
"170386","Cariri do Tocantins","TO","Norte","2021",1,0,1,0,0
"170388","Carmolândia","TO","Norte","2013",1,0,0,0,1
"170388","Carmolândia","TO","Norte","2020",1,0,0,1,0
"170388","Carmolândia","TO","Norte","2021",2,0,0,0,2
"170389","Carrasco Bonito","TO","Norte","2012",2,0,0,0,2
"170389","Carrasco Bonito","TO","Norte","2014",1,0,0,0,1
"170389","Carrasco Bonito","TO","Norte","2015",1,0,0,0,1
"170389","Carrasco Bonito","TO","Norte","2016",1,1,0,0,0
"170390","Caseara","TO","Norte","2012",1,1,0,0,0
"170390","Caseara","TO","Norte","2014",1,0,1,0,0
"170390","Caseara","TO","Norte","2016",2,0,0,0,2
"170390","Caseara","TO","Norte","2017",2,0,0,0,2
"170390","Caseara","TO","Norte","2020",2,1,0,0,1
"170390","Caseara","TO","Norte","2021",1,0,0,0,1
"170410","Centenário","TO","Norte","2013",1,0,0,0,1
"170410","Centenário","TO","Norte","2014",2,0,1,0,1
"170410","Centenário","TO","Norte","2015",1,0,0,0,1
"170410","Centenário","TO","Norte","2017",1,0,0,0,1
"170410","Centenário","TO","Norte","2018",1,0,0,0,1
"170410","Centenário","TO","Norte","2019",2,0,0,0,2
"170410","Centenário","TO","Norte","2020",1,0,0,0,1
"170460","Chapada de Areia","TO","Norte","2017",2,0,0,1,1
"170460","Chapada de Areia","TO","Norte","2019",1,0,0,0,1
"170460","Chapada de Areia","TO","Norte","2020",1,1,0,0,0
"170510","Chapada da Natividade","TO","Norte","2015",1,0,0,0,1
"170510","Chapada da Natividade","TO","Norte","2016",2,0,0,0,2
"170510","Chapada da Natividade","TO","Norte","2018",1,0,0,0,1
"170510","Chapada da Natividade","TO","Norte","2019",2,0,0,0,2
"170550","Colinas do Tocantins","TO","Norte","2012",3,0,1,1,1
"170550","Colinas do Tocantins","TO","Norte","2013",10,0,0,0,10
"170550","Colinas do Tocantins","TO","Norte","2014",4,1,1,0,2
"170550","Colinas do Tocantins","TO","Norte","2015",5,2,1,0,2
"170550","Colinas do Tocantins","TO","Norte","2016",5,1,1,0,3
"170550","Colinas do Tocantins","TO","Norte","2017",2,0,0,0,2
"170550","Colinas do Tocantins","TO","Norte","2018",4,0,0,2,2
"170550","Colinas do Tocantins","TO","Norte","2019",7,1,1,0,5
"170550","Colinas do Tocantins","TO","Norte","2020",5,0,3,0,2
"170550","Colinas do Tocantins","TO","Norte","2021",4,2,1,0,1
"170555","Combinado","TO","Norte","2012",2,0,0,0,2
"170555","Combinado","TO","Norte","2014",1,0,1,0,0
"170555","Combinado","TO","Norte","2015",1,0,0,0,1
"170555","Combinado","TO","Norte","2017",1,0,0,0,1
"170555","Combinado","TO","Norte","2018",1,0,0,0,1
"170555","Combinado","TO","Norte","2021",1,0,0,0,0
"170560","Conceição do Tocantins","TO","Norte","2012",1,0,0,1,0
"170560","Conceição do Tocantins","TO","Norte","2013",4,1,1,0,2
"170560","Conceição do Tocantins","TO","Norte","2014",1,0,0,1,0
"170560","Conceição do Tocantins","TO","Norte","2016",1,0,0,0,1
"170560","Conceição do Tocantins","TO","Norte","2017",1,0,0,0,1
"170560","Conceição do Tocantins","TO","Norte","2018",1,0,0,0,1
"170560","Conceição do Tocantins","TO","Norte","2020",1,0,0,0,1
"170560","Conceição do Tocantins","TO","Norte","2021",1,0,0,0,1
"170600","Couto Magalhães","TO","Norte","2018",2,1,1,0,0
"170600","Couto Magalhães","TO","Norte","2019",2,0,0,0,2
"170610","Cristalândia","TO","Norte","2012",1,0,0,0,1
"170610","Cristalândia","TO","Norte","2014",2,0,0,1,1
"170610","Cristalândia","TO","Norte","2020",2,0,0,1,1
"170610","Cristalândia","TO","Norte","2021",1,0,0,0,1
"170625","Crixás do Tocantins","TO","Norte","2012",1,1,0,0,0
"170650","Darcinópolis","TO","Norte","2013",1,0,0,0,1
"170650","Darcinópolis","TO","Norte","2016",1,0,0,0,1
"170650","Darcinópolis","TO","Norte","2017",3,2,0,0,1
"170650","Darcinópolis","TO","Norte","2019",4,0,2,0,2
"170650","Darcinópolis","TO","Norte","2021",1,0,1,0,0
"170700","Dianópolis","TO","Norte","2012",5,1,1,0,3
"170700","Dianópolis","TO","Norte","2013",4,0,0,0,0
"170700","Dianópolis","TO","Norte","2014",2,1,0,0,1
"170700","Dianópolis","TO","Norte","2015",6,0,1,3,2
"170700","Dianópolis","TO","Norte","2016",7,1,1,1,4
"170700","Dianópolis","TO","Norte","2017",4,0,0,1,3
"170700","Dianópolis","TO","Norte","2018",1,0,0,1,0
"170700","Dianópolis","TO","Norte","2019",8,2,1,2,3
"170700","Dianópolis","TO","Norte","2020",5,0,0,1,4
"170700","Dianópolis","TO","Norte","2021",2,1,0,0,1
"170710","Divinópolis do Tocantins","TO","Norte","2013",2,1,0,0,1
"170710","Divinópolis do Tocantins","TO","Norte","2014",2,1,0,0,1
"170710","Divinópolis do Tocantins","TO","Norte","2015",4,0,1,0,3
"170710","Divinópolis do Tocantins","TO","Norte","2020",1,0,0,0,1
"170710","Divinópolis do Tocantins","TO","Norte","2021",1,0,0,0,1
"170720","Dois Irmãos do Tocantins","TO","Norte","2012",2,1,0,0,1
"170720","Dois Irmãos do Tocantins","TO","Norte","2013",1,0,0,0,0
"170720","Dois Irmãos do Tocantins","TO","Norte","2018",2,1,0,0,1
"170720","Dois Irmãos do Tocantins","TO","Norte","2019",1,0,0,1,0
"170730","Dueré","TO","Norte","2013",1,0,0,0,1
"170730","Dueré","TO","Norte","2019",1,0,0,0,1
"170730","Dueré","TO","Norte","2020",1,0,0,0,1
"170730","Dueré","TO","Norte","2021",3,0,0,0,3
"170740","Esperantina","TO","Norte","2012",4,2,0,0,2
"170740","Esperantina","TO","Norte","2013",2,0,1,0,1
"170740","Esperantina","TO","Norte","2014",7,0,1,2,4
"170740","Esperantina","TO","Norte","2015",1,1,0,0,0
"170740","Esperantina","TO","Norte","2016",2,0,0,1,1
"170740","Esperantina","TO","Norte","2017",2,0,0,0,0
"170740","Esperantina","TO","Norte","2018",1,0,0,0,1
"170740","Esperantina","TO","Norte","2019",6,0,0,0,0
"170740","Esperantina","TO","Norte","2020",1,1,0,0,0
"170740","Esperantina","TO","Norte","2021",3,0,0,2,1
"170755","Fátima","TO","Norte","2013",1,0,0,1,0
"170755","Fátima","TO","Norte","2014",1,0,0,0,1
"170765","Figueirópolis","TO","Norte","2012",1,1,0,0,0
"170765","Figueirópolis","TO","Norte","2014",1,0,0,0,1
"170765","Figueirópolis","TO","Norte","2015",2,0,0,1,1
"170765","Figueirópolis","TO","Norte","2016",1,0,0,1,0
"170765","Figueirópolis","TO","Norte","2017",1,0,0,0,1
"170765","Figueirópolis","TO","Norte","2018",1,0,0,0,1
"170765","Figueirópolis","TO","Norte","2020",1,0,0,1,0
"170770","Filadélfia","TO","Norte","2012",1,0,0,0,1
"170770","Filadélfia","TO","Norte","2013",1,0,0,0,1
"170770","Filadélfia","TO","Norte","2014",3,2,0,0,1
"170770","Filadélfia","TO","Norte","2015",1,0,0,1,0
"170770","Filadélfia","TO","Norte","2016",2,1,0,1,0
"170770","Filadélfia","TO","Norte","2017",2,0,0,1,1
"170770","Filadélfia","TO","Norte","2018",1,0,0,0,1
"170770","Filadélfia","TO","Norte","2019",2,0,0,0,2
"170770","Filadélfia","TO","Norte","2020",1,0,1,0,0
"170770","Filadélfia","TO","Norte","2021",1,0,0,0,1
"170820","Formoso do Araguaia","TO","Norte","2012",2,0,0,1,1
"170820","Formoso do Araguaia","TO","Norte","2013",6,0,2,1,3
"170820","Formoso do Araguaia","TO","Norte","2014",3,0,0,0,0
"170820","Formoso do Araguaia","TO","Norte","2015",3,1,0,1,1
"170820","Formoso do Araguaia","TO","Norte","2017",7,1,2,0,4
"170820","Formoso do Araguaia","TO","Norte","2018",4,0,2,0,2
"170820","Formoso do Araguaia","TO","Norte","2019",2,0,0,0,2
"170820","Formoso do Araguaia","TO","Norte","2020",6,3,0,0,3
"170820","Formoso do Araguaia","TO","Norte","2021",5,1,1,0,3
"170825","Fortaleza do Tabocão","TO","Norte","2014",2,0,1,1,0
"170825","Fortaleza do Tabocão","TO","Norte","2015",1,0,1,0,0
"170825","Fortaleza do Tabocão","TO","Norte","2017",1,0,0,0,1
"170825","Fortaleza do Tabocão","TO","Norte","2020",1,1,0,0,0
"170830","Goianorte","TO","Norte","2012",1,1,0,0,0
"170830","Goianorte","TO","Norte","2013",2,0,0,0,0
"170830","Goianorte","TO","Norte","2018",2,0,0,1,1
"170830","Goianorte","TO","Norte","2019",1,0,0,0,1
"170830","Goianorte","TO","Norte","2020",1,0,0,1,0
"170830","Goianorte","TO","Norte","2021",1,0,0,0,1
"170900","Goiatins","TO","Norte","2012",6,0,2,0,4
"170900","Goiatins","TO","Norte","2013",7,1,0,0,6
"170900","Goiatins","TO","Norte","2014",3,1,0,1,1
"170900","Goiatins","TO","Norte","2015",5,0,0,0,0
"170900","Goiatins","TO","Norte","2016",6,2,0,1,3
"170900","Goiatins","TO","Norte","2017",2,0,0,1,1
"170900","Goiatins","TO","Norte","2018",1,0,0,0,0
"170900","Goiatins","TO","Norte","2019",3,0,1,1,1
"170900","Goiatins","TO","Norte","2020",5,1,1,1,2
"170900","Goiatins","TO","Norte","2021",2,0,0,2,0
"170930","Guaraí","TO","Norte","2012",5,1,1,1,2
"170930","Guaraí","TO","Norte","2013",1,0,0,0,0
"170930","Guaraí","TO","Norte","2014",3,0,0,0,3
"170930","Guaraí","TO","Norte","2015",4,0,1,0,3
"170930","Guaraí","TO","Norte","2016",3,0,0,1,2
"170930","Guaraí","TO","Norte","2017",4,0,0,0,4
"170930","Guaraí","TO","Norte","2018",3,1,1,0,1
"170930","Guaraí","TO","Norte","2019",4,1,1,2,0
"170930","Guaraí","TO","Norte","2020",3,1,0,0,2
"170930","Guaraí","TO","Norte","2021",6,0,0,0,0
"170950","Gurupi","TO","Norte","2012",8,1,1,0,6
"170950","Gurupi","TO","Norte","2013",15,0,0,0,0
"170950","Gurupi","TO","Norte","2014",14,1,1,0,12
"170950","Gurupi","TO","Norte","2015",9,4,0,0,5
"170950","Gurupi","TO","Norte","2016",14,1,0,4,9
"170950","Gurupi","TO","Norte","2017",8,2,1,1,4
"170950","Gurupi","TO","Norte","2018",13,0,0,0,0
"170950","Gurupi","TO","Norte","2019",8,1,3,0,4
"170950","Gurupi","TO","Norte","2020",15,1,4,1,9
"170950","Gurupi","TO","Norte","2021",9,2,0,2,5
"170980","Ipueiras","TO","Norte",NA,0,0,0,0,0
"171050","Itacajá","TO","Norte","2012",3,0,0,2,1
"171050","Itacajá","TO","Norte","2013",3,0,0,1,2
"171050","Itacajá","TO","Norte","2014",2,0,0,0,2
"171050","Itacajá","TO","Norte","2015",3,1,0,0,2
"171050","Itacajá","TO","Norte","2017",2,0,0,0,2
"171050","Itacajá","TO","Norte","2018",1,0,1,0,0
"171050","Itacajá","TO","Norte","2021",1,0,0,1,0
"171070","Itaguatins","TO","Norte","2012",2,0,0,0,2
"171070","Itaguatins","TO","Norte","2013",1,0,0,0,1
"171070","Itaguatins","TO","Norte","2015",1,0,0,1,0
"171070","Itaguatins","TO","Norte","2016",1,0,0,0,1
"171070","Itaguatins","TO","Norte","2018",1,0,0,0,1
"171090","Itapiratins","TO","Norte","2013",1,1,0,0,0
"171090","Itapiratins","TO","Norte","2014",1,0,0,0,1
"171090","Itapiratins","TO","Norte","2015",2,0,0,1,1
"171090","Itapiratins","TO","Norte","2016",1,1,0,0,0
"171090","Itapiratins","TO","Norte","2017",3,0,0,0,3
"171090","Itapiratins","TO","Norte","2018",1,0,1,0,0
"171110","Itaporã do Tocantins","TO","Norte","2016",2,0,1,1,0
"171150","Jaú do Tocantins","TO","Norte","2014",1,0,0,0,1
"171150","Jaú do Tocantins","TO","Norte","2015",1,0,0,0,1
"171150","Jaú do Tocantins","TO","Norte","2019",1,1,0,0,0
"171180","Juarina","TO","Norte","2012",1,0,1,0,0
"171180","Juarina","TO","Norte","2019",1,0,0,1,0
"171180","Juarina","TO","Norte","2020",2,0,0,0,2
"171190","Lagoa da Confusão","TO","Norte","2012",1,0,0,0,1
"171190","Lagoa da Confusão","TO","Norte","2013",3,0,0,1,2
"171190","Lagoa da Confusão","TO","Norte","2014",4,0,0,0,0
"171190","Lagoa da Confusão","TO","Norte","2015",4,0,2,0,2
"171190","Lagoa da Confusão","TO","Norte","2016",4,0,0,0,0
"171190","Lagoa da Confusão","TO","Norte","2017",1,0,0,0,1
"171190","Lagoa da Confusão","TO","Norte","2018",1,0,0,0,1
"171190","Lagoa da Confusão","TO","Norte","2019",3,1,0,1,1
"171190","Lagoa da Confusão","TO","Norte","2020",4,0,1,1,2
"171190","Lagoa da Confusão","TO","Norte","2021",5,0,2,0,3
"171195","Lagoa do Tocantins","TO","Norte","2013",1,1,0,0,0
"171195","Lagoa do Tocantins","TO","Norte","2014",1,1,0,0,0
"171195","Lagoa do Tocantins","TO","Norte","2015",3,0,0,1,2
"171195","Lagoa do Tocantins","TO","Norte","2017",1,1,0,0,0
"171195","Lagoa do Tocantins","TO","Norte","2018",1,0,0,0,1
"171200","Lajeado","TO","Norte","2012",1,0,0,0,1
"171200","Lajeado","TO","Norte","2016",1,0,0,1,0
"171200","Lajeado","TO","Norte","2021",1,0,0,0,1
"171215","Lavandeira","TO","Norte","2015",1,0,1,0,0
"171215","Lavandeira","TO","Norte","2016",1,0,1,0,0
"171215","Lavandeira","TO","Norte","2017",1,0,0,0,1
"171215","Lavandeira","TO","Norte","2021",1,0,0,0,1
"171240","Lizarda","TO","Norte","2013",2,1,1,0,0
"171240","Lizarda","TO","Norte","2015",1,0,0,1,0
"171240","Lizarda","TO","Norte","2017",1,0,0,0,1
"171240","Lizarda","TO","Norte","2020",4,0,1,2,1
"171240","Lizarda","TO","Norte","2021",2,1,0,0,1
"171245","Luzinópolis","TO","Norte","2012",2,1,1,0,0
"171245","Luzinópolis","TO","Norte","2018",1,0,0,0,1
"171245","Luzinópolis","TO","Norte","2019",1,1,0,0,0
"171245","Luzinópolis","TO","Norte","2021",1,1,0,0,0
"171250","Marianópolis do Tocantins","TO","Norte","2012",1,1,0,0,0
"171250","Marianópolis do Tocantins","TO","Norte","2013",1,0,0,1,0
"171250","Marianópolis do Tocantins","TO","Norte","2014",2,0,0,0,2
"171250","Marianópolis do Tocantins","TO","Norte","2015",1,0,0,1,0
"171250","Marianópolis do Tocantins","TO","Norte","2016",2,0,1,0,1
"171250","Marianópolis do Tocantins","TO","Norte","2019",2,0,0,0,2
"171250","Marianópolis do Tocantins","TO","Norte","2021",4,1,1,0,2
"171270","Mateiros","TO","Norte","2012",1,0,0,0,1
"171270","Mateiros","TO","Norte","2015",1,0,1,0,0
"171270","Mateiros","TO","Norte","2021",1,1,0,0,0
"171280","Maurilândia do Tocantins","TO","Norte","2013",1,0,0,0,1
"171280","Maurilândia do Tocantins","TO","Norte","2015",3,1,0,1,1
"171280","Maurilândia do Tocantins","TO","Norte","2019",1,1,0,0,0
"171280","Maurilândia do Tocantins","TO","Norte","2021",1,0,0,1,0
"171320","Miracema do Tocantins","TO","Norte","2012",2,0,1,0,1
"171320","Miracema do Tocantins","TO","Norte","2013",1,1,0,0,0
"171320","Miracema do Tocantins","TO","Norte","2014",5,1,0,0,4
"171320","Miracema do Tocantins","TO","Norte","2015",5,0,0,0,5
"171320","Miracema do Tocantins","TO","Norte","2016",4,0,0,0,4
"171320","Miracema do Tocantins","TO","Norte","2017",3,0,0,0,3
"171320","Miracema do Tocantins","TO","Norte","2018",3,1,1,1,0
"171320","Miracema do Tocantins","TO","Norte","2019",5,1,1,0,3
"171320","Miracema do Tocantins","TO","Norte","2020",5,0,2,0,3
"171320","Miracema do Tocantins","TO","Norte","2021",3,0,0,0,3
"171330","Miranorte","TO","Norte","2012",1,0,0,0,1
"171330","Miranorte","TO","Norte","2013",9,1,0,2,6
"171330","Miranorte","TO","Norte","2014",5,0,1,0,4
"171330","Miranorte","TO","Norte","2015",4,0,1,0,3
"171330","Miranorte","TO","Norte","2016",2,0,0,0,2
"171330","Miranorte","TO","Norte","2017",2,0,0,1,1
"171330","Miranorte","TO","Norte","2018",2,1,0,0,1
"171330","Miranorte","TO","Norte","2019",4,1,0,0,3
"171330","Miranorte","TO","Norte","2020",1,0,0,0,1
"171330","Miranorte","TO","Norte","2021",5,0,0,0,0
"171360","Monte do Carmo","TO","Norte","2013",1,0,0,0,1
"171360","Monte do Carmo","TO","Norte","2014",2,1,0,0,1
"171360","Monte do Carmo","TO","Norte","2017",2,1,0,1,0
"171360","Monte do Carmo","TO","Norte","2020",1,0,0,0,1
"171360","Monte do Carmo","TO","Norte","2021",1,0,0,0,1
"171370","Monte Santo do Tocantins","TO","Norte","2017",1,0,0,0,1
"171370","Monte Santo do Tocantins","TO","Norte","2019",1,0,0,0,1
"171370","Monte Santo do Tocantins","TO","Norte","2021",1,0,0,0,1
"171380","Palmeiras do Tocantins","TO","Norte","2012",1,0,0,1,0
"171380","Palmeiras do Tocantins","TO","Norte","2013",3,1,0,1,1
"171380","Palmeiras do Tocantins","TO","Norte","2014",1,0,0,0,1
"171380","Palmeiras do Tocantins","TO","Norte","2017",1,0,0,0,1
"171380","Palmeiras do Tocantins","TO","Norte","2021",1,0,0,1,0
"171395","Muricilândia","TO","Norte","2012",1,0,0,0,1
"171395","Muricilândia","TO","Norte","2013",2,1,1,0,0
"171395","Muricilândia","TO","Norte","2016",1,0,1,0,0
"171395","Muricilândia","TO","Norte","2017",2,0,0,1,1
"171420","Natividade","TO","Norte","2012",3,0,1,0,2
"171420","Natividade","TO","Norte","2015",1,0,0,0,1
"171420","Natividade","TO","Norte","2016",2,1,0,0,1
"171420","Natividade","TO","Norte","2017",1,0,0,0,1
"171420","Natividade","TO","Norte","2018",2,0,0,1,1
"171420","Natividade","TO","Norte","2019",1,0,0,0,1
"171420","Natividade","TO","Norte","2020",2,0,0,1,1
"171420","Natividade","TO","Norte","2021",1,0,0,0,1
"171430","Nazaré","TO","Norte","2012",1,0,0,1,0
"171430","Nazaré","TO","Norte","2015",1,1,0,0,0
"171430","Nazaré","TO","Norte","2016",2,1,0,0,1
"171430","Nazaré","TO","Norte","2018",1,1,0,0,0
