"codmunres","municipio","uf","regiao","ano","obitos_fetais_mais_28sem","peso_menos_1500_mais_28sem","peso_1500_1999_mais_28sem","peso_2000_2499_mais_28sem","peso_mais_2500_mais_28sem"
"355690","Vista Alegre do Alto","SP","Sudeste","2019",1,0,0,0,1
"355690","Vista Alegre do Alto","SP","Sudeste","2020",1,0,0,0,1
"355690","Vista Alegre do Alto","SP","Sudeste","2021",2,0,1,0,1
"355695","Vitória Brasil","SP","Sudeste","2012",1,1,0,0,0
"355700","Votorantim","SP","Sudeste","2012",21,6,2,2,11
"355700","Votorantim","SP","Sudeste","2013",8,0,0,0,0
"355700","Votorantim","SP","Sudeste","2014",10,1,2,1,6
"355700","Votorantim","SP","Sudeste","2015",9,0,0,0,0
"355700","Votorantim","SP","Sudeste","2016",9,2,2,1,4
"355700","Votorantim","SP","Sudeste","2017",18,5,3,0,10
"355700","Votorantim","SP","Sudeste","2018",11,1,1,1,8
"355700","Votorantim","SP","Sudeste","2019",17,3,2,3,9
"355700","Votorantim","SP","Sudeste","2020",13,2,2,2,7
"355700","Votorantim","SP","Sudeste","2021",12,2,2,1,7
"355710","Votuporanga","SP","Sudeste","2012",5,0,0,0,0
"355710","Votuporanga","SP","Sudeste","2013",6,0,0,0,0
"355710","Votuporanga","SP","Sudeste","2014",9,1,2,1,5
"355710","Votuporanga","SP","Sudeste","2015",9,1,2,2,4
"355710","Votuporanga","SP","Sudeste","2016",8,1,1,4,2
"355710","Votuporanga","SP","Sudeste","2017",6,0,2,2,2
"355710","Votuporanga","SP","Sudeste","2018",5,2,1,0,2
"355710","Votuporanga","SP","Sudeste","2019",4,1,0,0,3
"355710","Votuporanga","SP","Sudeste","2020",6,0,2,0,4
"355710","Votuporanga","SP","Sudeste","2021",5,0,0,0,5
"355715","Zacarias","SP","Sudeste","2012",1,1,0,0,0
"355715","Zacarias","SP","Sudeste","2014",1,1,0,0,0
"355720","Chavantes","SP","Sudeste","2013",1,0,0,1,0
"355720","Chavantes","SP","Sudeste","2015",1,0,0,0,1
"355720","Chavantes","SP","Sudeste","2016",2,0,0,1,1
"355720","Chavantes","SP","Sudeste","2017",2,0,0,0,0
"355720","Chavantes","SP","Sudeste","2019",2,0,1,1,0
"355720","Chavantes","SP","Sudeste","2021",3,0,0,0,3
"355730","Estiva Gerbi","SP","Sudeste","2012",2,0,0,0,2
"355730","Estiva Gerbi","SP","Sudeste","2014",2,0,0,0,2
"355730","Estiva Gerbi","SP","Sudeste","2015",2,0,0,0,0
"355730","Estiva Gerbi","SP","Sudeste","2016",1,0,0,1,0
"355730","Estiva Gerbi","SP","Sudeste","2017",1,0,0,1,0
"355730","Estiva Gerbi","SP","Sudeste","2019",1,1,0,0,0
"410010","Abatiá","PR","Sul","2012",1,0,0,0,1
"410010","Abatiá","PR","Sul","2013",1,0,1,0,0
"410010","Abatiá","PR","Sul","2015",1,0,0,0,1
"410010","Abatiá","PR","Sul","2017",1,0,0,0,1
"410010","Abatiá","PR","Sul","2019",2,1,0,0,1
"410010","Abatiá","PR","Sul","2020",1,0,0,0,1
"410010","Abatiá","PR","Sul","2021",4,0,0,0,4
"410020","Adrianópolis","PR","Sul","2012",1,0,0,1,0
"410020","Adrianópolis","PR","Sul","2015",1,0,0,0,1
"410020","Adrianópolis","PR","Sul","2016",2,1,0,0,1
"410020","Adrianópolis","PR","Sul","2020",1,0,0,1,0
"410020","Adrianópolis","PR","Sul","2021",2,0,0,1,1
"410030","Agudos do Sul","PR","Sul","2012",1,0,0,0,1
"410030","Agudos do Sul","PR","Sul","2013",1,0,0,0,1
"410030","Agudos do Sul","PR","Sul","2014",2,0,0,1,1
"410030","Agudos do Sul","PR","Sul","2015",1,0,0,1,0
"410030","Agudos do Sul","PR","Sul","2016",1,0,0,0,1
"410030","Agudos do Sul","PR","Sul","2017",1,1,0,0,0
"410030","Agudos do Sul","PR","Sul","2018",1,0,0,1,0
"410030","Agudos do Sul","PR","Sul","2021",2,0,0,0,2
"410040","Almirante Tamandaré","PR","Sul","2012",25,4,2,4,15
"410040","Almirante Tamandaré","PR","Sul","2013",16,4,1,1,10
"410040","Almirante Tamandaré","PR","Sul","2014",18,2,3,2,11
"410040","Almirante Tamandaré","PR","Sul","2015",16,4,1,3,8
"410040","Almirante Tamandaré","PR","Sul","2016",10,0,1,3,6
"410040","Almirante Tamandaré","PR","Sul","2017",11,0,8,0,3
"410040","Almirante Tamandaré","PR","Sul","2018",12,2,3,2,5
"410040","Almirante Tamandaré","PR","Sul","2019",20,3,2,3,12
"410040","Almirante Tamandaré","PR","Sul","2020",5,2,1,0,2
"410040","Almirante Tamandaré","PR","Sul","2021",10,2,2,1,5
"410045","Altamira do Paraná","PR","Sul","2015",1,0,0,0,1
"410045","Altamira do Paraná","PR","Sul","2017",2,0,0,0,2
"410045","Altamira do Paraná","PR","Sul","2018",1,0,0,1,0
"410045","Altamira do Paraná","PR","Sul","2021",1,0,0,0,1
"410050","Altônia","PR","Sul","2012",3,0,0,0,3
"410050","Altônia","PR","Sul","2013",2,0,2,0,0
"410050","Altônia","PR","Sul","2014",2,0,0,0,0
"410050","Altônia","PR","Sul","2015",2,0,1,1,0
"410050","Altônia","PR","Sul","2016",1,0,0,0,1
"410050","Altônia","PR","Sul","2017",1,0,0,1,0
"410050","Altônia","PR","Sul","2019",1,1,0,0,0
"410050","Altônia","PR","Sul","2020",2,0,0,0,2
"410050","Altônia","PR","Sul","2021",4,1,0,1,2
"410060","Alto Paraná","PR","Sul","2012",4,0,0,0,0
"410060","Alto Paraná","PR","Sul","2013",5,1,0,0,4
"410060","Alto Paraná","PR","Sul","2014",1,1,0,0,0
"410060","Alto Paraná","PR","Sul","2015",3,0,2,0,1
"410060","Alto Paraná","PR","Sul","2016",2,1,0,0,1
"410060","Alto Paraná","PR","Sul","2017",2,0,0,0,2
"410060","Alto Paraná","PR","Sul","2018",2,0,0,1,1
"410060","Alto Paraná","PR","Sul","2019",1,0,0,0,1
"410060","Alto Paraná","PR","Sul","2021",1,0,0,1,0
"410070","Alto Piquiri","PR","Sul","2012",2,1,1,0,0
"410070","Alto Piquiri","PR","Sul","2013",2,2,0,0,0
"410070","Alto Piquiri","PR","Sul","2015",2,0,0,0,2
"410070","Alto Piquiri","PR","Sul","2016",1,1,0,0,0
"410070","Alto Piquiri","PR","Sul","2017",1,0,0,0,1
"410070","Alto Piquiri","PR","Sul","2018",2,0,0,2,0
"410070","Alto Piquiri","PR","Sul","2019",4,0,0,0,4
"410070","Alto Piquiri","PR","Sul","2020",2,0,0,0,2
"410070","Alto Piquiri","PR","Sul","2021",2,0,0,0,2
"410080","Alvorada do Sul","PR","Sul","2012",1,0,0,0,1
"410080","Alvorada do Sul","PR","Sul","2014",1,0,0,0,1
"410080","Alvorada do Sul","PR","Sul","2015",1,0,0,0,1
"410080","Alvorada do Sul","PR","Sul","2016",1,0,1,0,0
"410090","Amaporã","PR","Sul","2015",1,1,0,0,0
"410090","Amaporã","PR","Sul","2019",1,0,0,0,1
"410100","Ampére","PR","Sul","2012",5,0,1,1,3
"410100","Ampére","PR","Sul","2013",3,1,0,1,1
"410100","Ampére","PR","Sul","2015",3,1,1,0,1
"410100","Ampére","PR","Sul","2016",1,0,1,0,0
"410100","Ampére","PR","Sul","2017",1,0,0,0,1
"410100","Ampére","PR","Sul","2019",1,0,0,1,0
"410100","Ampére","PR","Sul","2020",1,0,0,0,1
"410105","Anahy","PR","Sul",NA,0,0,0,0,0
"410110","Andirá","PR","Sul","2012",3,0,1,0,2
"410110","Andirá","PR","Sul","2013",2,0,0,0,2
"410110","Andirá","PR","Sul","2014",4,0,0,0,4
"410110","Andirá","PR","Sul","2015",3,0,0,2,1
"410110","Andirá","PR","Sul","2016",1,0,0,1,0
"410110","Andirá","PR","Sul","2017",1,0,0,0,1
"410110","Andirá","PR","Sul","2018",2,1,0,0,1
"410110","Andirá","PR","Sul","2019",4,1,0,0,3
"410110","Andirá","PR","Sul","2020",1,0,0,0,1
"410110","Andirá","PR","Sul","2021",2,1,1,0,0
"410115","Ângulo","PR","Sul","2017",1,0,0,0,1
"410120","Antonina","PR","Sul","2012",3,1,0,0,2
"410120","Antonina","PR","Sul","2013",3,1,0,0,2
"410120","Antonina","PR","Sul","2014",3,1,0,0,2
"410120","Antonina","PR","Sul","2015",2,0,0,1,1
"410120","Antonina","PR","Sul","2016",4,0,0,1,3
"410120","Antonina","PR","Sul","2018",1,1,0,0,0
"410120","Antonina","PR","Sul","2019",2,0,1,0,1
"410120","Antonina","PR","Sul","2020",4,1,0,0,3
"410120","Antonina","PR","Sul","2021",2,0,1,0,1
"410130","Antônio Olinto","PR","Sul","2014",1,0,0,0,1
"410130","Antônio Olinto","PR","Sul","2015",2,0,0,0,2
"410130","Antônio Olinto","PR","Sul","2016",1,1,0,0,0
"410140","Apucarana","PR","Sul","2012",8,3,0,0,5
"410140","Apucarana","PR","Sul","2013",13,2,2,0,9
"410140","Apucarana","PR","Sul","2014",13,5,0,2,6
"410140","Apucarana","PR","Sul","2015",11,5,2,1,3
"410140","Apucarana","PR","Sul","2016",13,3,1,1,8
"410140","Apucarana","PR","Sul","2017",12,1,1,1,9
"410140","Apucarana","PR","Sul","2018",14,1,3,2,8
"410140","Apucarana","PR","Sul","2019",12,3,1,2,6
"410140","Apucarana","PR","Sul","2020",5,0,0,1,4
"410140","Apucarana","PR","Sul","2021",8,0,0,0,0
"410150","Arapongas","PR","Sul","2012",9,0,0,1,8
"410150","Arapongas","PR","Sul","2013",17,2,0,2,13
"410150","Arapongas","PR","Sul","2014",20,2,3,3,12
"410150","Arapongas","PR","Sul","2015",12,2,0,4,6
"410150","Arapongas","PR","Sul","2016",9,2,3,0,4
"410150","Arapongas","PR","Sul","2017",9,2,1,3,3
"410150","Arapongas","PR","Sul","2018",12,1,2,2,7
"410150","Arapongas","PR","Sul","2019",14,0,0,0,0
"410150","Arapongas","PR","Sul","2020",11,0,0,0,0
"410150","Arapongas","PR","Sul","2021",14,2,3,3,6
"410160","Arapoti","PR","Sul","2012",2,0,0,0,0
"410160","Arapoti","PR","Sul","2013",7,0,0,0,7
"410160","Arapoti","PR","Sul","2014",1,0,0,0,1
"410160","Arapoti","PR","Sul","2015",1,0,0,0,1
"410160","Arapoti","PR","Sul","2016",3,0,0,1,2
"410160","Arapoti","PR","Sul","2017",4,1,1,1,1
"410160","Arapoti","PR","Sul","2018",8,3,0,2,3
"410160","Arapoti","PR","Sul","2019",5,0,0,0,0
"410160","Arapoti","PR","Sul","2020",3,0,0,0,3
"410160","Arapoti","PR","Sul","2021",1,0,0,0,1
"410165","Arapuã","PR","Sul","2013",1,0,0,0,1
"410165","Arapuã","PR","Sul","2016",1,1,0,0,0
"410165","Arapuã","PR","Sul","2017",1,0,0,0,1
"410170","Araruna","PR","Sul","2012",2,1,0,0,1
"410170","Araruna","PR","Sul","2013",1,0,0,1,0
"410170","Araruna","PR","Sul","2014",2,0,0,0,2
"410170","Araruna","PR","Sul","2015",2,0,0,1,1
"410170","Araruna","PR","Sul","2016",1,0,0,1,0
"410170","Araruna","PR","Sul","2017",1,0,0,0,1
"410170","Araruna","PR","Sul","2019",1,0,0,0,1
"410170","Araruna","PR","Sul","2020",2,0,0,0,2
"410180","Araucária","PR","Sul","2012",14,2,0,3,9
"410180","Araucária","PR","Sul","2013",13,2,1,2,8
"410180","Araucária","PR","Sul","2014",20,2,3,2,13
"410180","Araucária","PR","Sul","2015",19,4,2,3,10
"410180","Araucária","PR","Sul","2016",15,0,0,0,0
"410180","Araucária","PR","Sul","2017",15,3,1,3,8
"410180","Araucária","PR","Sul","2018",18,5,0,2,11
"410180","Araucária","PR","Sul","2019",16,2,2,1,11
"410180","Araucária","PR","Sul","2020",17,0,0,0,0
"410180","Araucária","PR","Sul","2021",11,4,0,1,6
"410185","Ariranha do Ivaí","PR","Sul","2013",1,0,0,0,0
"410185","Ariranha do Ivaí","PR","Sul","2021",1,0,1,0,0
"410190","Assaí","PR","Sul","2012",2,1,0,0,1
"410190","Assaí","PR","Sul","2013",2,0,0,0,2
"410190","Assaí","PR","Sul","2014",1,0,0,0,1
"410190","Assaí","PR","Sul","2015",1,1,0,0,0
"410190","Assaí","PR","Sul","2016",1,0,1,0,0
"410190","Assaí","PR","Sul","2017",1,0,0,0,1
"410190","Assaí","PR","Sul","2018",1,0,0,0,1
"410190","Assaí","PR","Sul","2019",3,0,0,0,3
"410190","Assaí","PR","Sul","2020",1,0,0,0,1
"410200","Assis Chateaubriand","PR","Sul","2012",4,0,1,0,3
"410200","Assis Chateaubriand","PR","Sul","2013",1,0,0,1,0
"410200","Assis Chateaubriand","PR","Sul","2015",4,1,0,0,3
"410200","Assis Chateaubriand","PR","Sul","2016",2,1,0,1,0
"410200","Assis Chateaubriand","PR","Sul","2017",1,0,0,0,1
"410200","Assis Chateaubriand","PR","Sul","2018",8,1,1,0,6
"410200","Assis Chateaubriand","PR","Sul","2019",6,1,2,1,2
"410200","Assis Chateaubriand","PR","Sul","2020",3,1,0,1,1
"410200","Assis Chateaubriand","PR","Sul","2021",2,0,1,0,1
"410210","Astorga","PR","Sul","2012",2,2,0,0,0
"410210","Astorga","PR","Sul","2013",4,0,2,0,2
"410210","Astorga","PR","Sul","2014",1,0,0,0,1
"410210","Astorga","PR","Sul","2015",3,0,0,0,0
"410210","Astorga","PR","Sul","2016",2,0,1,0,1
"410210","Astorga","PR","Sul","2017",4,1,0,0,3
"410210","Astorga","PR","Sul","2019",2,2,0,0,0
"410210","Astorga","PR","Sul","2020",2,1,0,0,1
"410210","Astorga","PR","Sul","2021",1,0,0,0,1
"410220","Atalaia","PR","Sul","2013",1,0,0,0,1
"410220","Atalaia","PR","Sul","2016",1,0,0,0,1
"410220","Atalaia","PR","Sul","2019",2,0,1,0,1
"410230","Balsa Nova","PR","Sul","2012",2,1,1,0,0
"410230","Balsa Nova","PR","Sul","2013",2,0,0,0,2
"410230","Balsa Nova","PR","Sul","2014",4,0,0,2,2
"410230","Balsa Nova","PR","Sul","2015",1,0,0,0,1
"410230","Balsa Nova","PR","Sul","2016",1,0,0,0,1
"410230","Balsa Nova","PR","Sul","2017",2,1,0,0,1
"410230","Balsa Nova","PR","Sul","2019",2,0,0,0,2
"410230","Balsa Nova","PR","Sul","2020",2,0,0,0,2
"410240","Bandeirantes","PR","Sul","2012",3,1,1,0,1
"410240","Bandeirantes","PR","Sul","2013",7,1,0,2,4
"410240","Bandeirantes","PR","Sul","2014",3,0,0,0,0
"410240","Bandeirantes","PR","Sul","2015",4,1,1,1,1
"410240","Bandeirantes","PR","Sul","2016",2,0,1,0,1
"410240","Bandeirantes","PR","Sul","2017",2,0,0,0,2
"410240","Bandeirantes","PR","Sul","2018",3,1,0,0,2
"410240","Bandeirantes","PR","Sul","2019",3,1,0,0,2
"410240","Bandeirantes","PR","Sul","2020",4,0,0,0,4
"410240","Bandeirantes","PR","Sul","2021",5,1,2,1,1
"410250","Barbosa Ferraz","PR","Sul","2012",4,0,0,1,3
"410250","Barbosa Ferraz","PR","Sul","2014",2,0,1,0,1
"410250","Barbosa Ferraz","PR","Sul","2015",2,0,0,0,2
"410250","Barbosa Ferraz","PR","Sul","2017",1,0,1,0,0
"410250","Barbosa Ferraz","PR","Sul","2018",1,0,0,1,0
"410250","Barbosa Ferraz","PR","Sul","2019",1,0,0,0,1
"410250","Barbosa Ferraz","PR","Sul","2020",3,0,2,0,1
"410260","Barracão","PR","Sul","2012",2,0,0,1,1
"410260","Barracão","PR","Sul","2013",4,1,0,1,2
"410260","Barracão","PR","Sul","2014",1,0,0,0,1
"410260","Barracão","PR","Sul","2015",1,0,0,0,1
"410260","Barracão","PR","Sul","2016",1,1,0,0,0
"410260","Barracão","PR","Sul","2019",2,1,0,0,1
"410260","Barracão","PR","Sul","2021",3,1,0,0,2
"410270","Barra do Jacaré","PR","Sul","2013",2,1,0,0,1
"410270","Barra do Jacaré","PR","Sul","2014",1,0,0,0,1
"410270","Barra do Jacaré","PR","Sul","2017",1,0,0,0,1
"410275","Bela Vista da Caroba","PR","Sul","2012",1,0,0,0,1
"410275","Bela Vista da Caroba","PR","Sul","2014",1,0,0,0,1
"410275","Bela Vista da Caroba","PR","Sul","2018",1,0,0,0,1
"410275","Bela Vista da Caroba","PR","Sul","2020",1,0,1,0,0
"410280","Bela Vista do Paraíso","PR","Sul","2012",1,0,1,0,0
"410280","Bela Vista do Paraíso","PR","Sul","2013",1,0,0,0,1
"410280","Bela Vista do Paraíso","PR","Sul","2014",4,1,2,1,0
"410280","Bela Vista do Paraíso","PR","Sul","2015",3,0,1,0,2
"410280","Bela Vista do Paraíso","PR","Sul","2016",1,0,0,0,1
"410280","Bela Vista do Paraíso","PR","Sul","2017",2,0,0,1,1
"410280","Bela Vista do Paraíso","PR","Sul","2018",1,0,0,0,1
"410280","Bela Vista do Paraíso","PR","Sul","2019",1,0,0,0,1
"410280","Bela Vista do Paraíso","PR","Sul","2020",3,0,0,0,3
"410290","Bituruna","PR","Sul","2012",3,1,1,0,1
"410290","Bituruna","PR","Sul","2013",2,1,0,1,0
"410290","Bituruna","PR","Sul","2016",1,0,0,0,1
"410290","Bituruna","PR","Sul","2017",1,0,0,0,1
"410290","Bituruna","PR","Sul","2019",2,0,0,1,1
"410290","Bituruna","PR","Sul","2021",2,0,0,1,1
"410300","Boa Esperança","PR","Sul","2013",1,0,0,0,1
"410300","Boa Esperança","PR","Sul","2017",1,0,0,0,1
"410302","Boa Esperança do Iguaçu","PR","Sul",NA,0,0,0,0,0
"410304","Boa Ventura de São Roque","PR","Sul","2012",3,1,2,0,0
"410304","Boa Ventura de São Roque","PR","Sul","2013",1,0,0,0,1
"410304","Boa Ventura de São Roque","PR","Sul","2014",1,1,0,0,0
"410304","Boa Ventura de São Roque","PR","Sul","2015",2,1,0,1,0
"410304","Boa Ventura de São Roque","PR","Sul","2017",1,0,0,0,1
"410304","Boa Ventura de São Roque","PR","Sul","2018",1,0,0,0,1
"410305","Boa Vista da Aparecida","PR","Sul","2012",1,0,1,0,0
"410305","Boa Vista da Aparecida","PR","Sul","2013",1,0,1,0,0
"410305","Boa Vista da Aparecida","PR","Sul","2018",1,1,0,0,0
"410305","Boa Vista da Aparecida","PR","Sul","2019",2,0,0,0,2
"410305","Boa Vista da Aparecida","PR","Sul","2021",1,0,0,1,0
"410310","Bocaiúva do Sul","PR","Sul","2012",1,0,0,0,1
"410310","Bocaiúva do Sul","PR","Sul","2013",2,1,1,0,0
"410310","Bocaiúva do Sul","PR","Sul","2014",2,0,0,0,2
"410310","Bocaiúva do Sul","PR","Sul","2015",2,1,0,0,1
"410310","Bocaiúva do Sul","PR","Sul","2017",1,0,1,0,0
"410310","Bocaiúva do Sul","PR","Sul","2018",2,1,0,0,1
"410310","Bocaiúva do Sul","PR","Sul","2019",3,0,1,1,1
"410310","Bocaiúva do Sul","PR","Sul","2020",4,1,0,2,1
"410310","Bocaiúva do Sul","PR","Sul","2021",1,0,0,0,1
"410315","Bom Jesus do Sul","PR","Sul","2014",1,1,0,0,0
"410315","Bom Jesus do Sul","PR","Sul","2015",1,0,1,0,0
"410315","Bom Jesus do Sul","PR","Sul","2016",1,0,0,0,1
"410315","Bom Jesus do Sul","PR","Sul","2018",1,0,0,0,1
"410320","Bom Sucesso","PR","Sul","2012",2,1,0,0,1
"410320","Bom Sucesso","PR","Sul","2013",1,0,0,1,0
"410320","Bom Sucesso","PR","Sul","2014",1,0,0,0,1
"410320","Bom Sucesso","PR","Sul","2015",1,0,0,0,1
"410320","Bom Sucesso","PR","Sul","2016",1,1,0,0,0
"410320","Bom Sucesso","PR","Sul","2018",1,0,0,0,1
"410320","Bom Sucesso","PR","Sul","2021",1,0,0,0,1
"410322","Bom Sucesso do Sul","PR","Sul","2012",1,0,1,0,0
"410322","Bom Sucesso do Sul","PR","Sul","2013",2,0,0,0,2
"410322","Bom Sucesso do Sul","PR","Sul","2019",1,1,0,0,0
"410322","Bom Sucesso do Sul","PR","Sul","2021",1,0,0,0,1
"410330","Borrazópolis","PR","Sul","2012",2,0,0,0,2
"410330","Borrazópolis","PR","Sul","2020",2,0,0,2,0
"410335","Braganey","PR","Sul","2014",1,0,1,0,0
"410335","Braganey","PR","Sul","2016",1,0,0,0,1
"410335","Braganey","PR","Sul","2019",1,0,0,0,1
"410335","Braganey","PR","Sul","2020",1,0,1,0,0
"410335","Braganey","PR","Sul","2021",1,1,0,0,0
"410337","Brasilândia do Sul","PR","Sul","2014",1,0,0,0,1
"410337","Brasilândia do Sul","PR","Sul","2015",1,0,0,0,1
"410337","Brasilândia do Sul","PR","Sul","2017",1,1,0,0,0
"410337","Brasilândia do Sul","PR","Sul","2019",1,0,1,0,0
"410340","Cafeara","PR","Sul","2013",1,0,0,1,0
"410340","Cafeara","PR","Sul","2019",1,0,1,0,0
"410345","Cafelândia","PR","Sul","2012",1,0,0,0,1
"410345","Cafelândia","PR","Sul","2013",2,1,0,0,1
"410345","Cafelândia","PR","Sul","2014",2,0,0,0,2
"410345","Cafelândia","PR","Sul","2015",3,0,1,1,1
"410345","Cafelândia","PR","Sul","2016",2,0,0,1,1
"410345","Cafelândia","PR","Sul","2017",4,1,1,0,2
"410345","Cafelândia","PR","Sul","2018",2,0,0,1,1
"410345","Cafelândia","PR","Sul","2019",5,3,0,0,2
"410345","Cafelândia","PR","Sul","2020",3,0,1,0,2
"410345","Cafelândia","PR","Sul","2021",2,0,0,0,2
"410347","Cafezal do Sul","PR","Sul","2013",1,0,0,0,1
"410347","Cafezal do Sul","PR","Sul","2014",1,0,0,1,0
"410347","Cafezal do Sul","PR","Sul","2016",1,0,0,0,1
"410350","Califórnia","PR","Sul","2012",2,0,0,0,0
"410350","Califórnia","PR","Sul","2015",1,0,0,0,1
"410350","Califórnia","PR","Sul","2016",1,0,0,0,1
"410350","Califórnia","PR","Sul","2019",1,0,0,0,1
"410350","Califórnia","PR","Sul","2020",1,0,0,0,1
"410350","Califórnia","PR","Sul","2021",1,0,0,0,1
"410360","Cambará","PR","Sul","2012",7,1,1,1,4
"410360","Cambará","PR","Sul","2013",1,1,0,0,0
"410360","Cambará","PR","Sul","2014",5,0,0,1,4
"410360","Cambará","PR","Sul","2015",1,0,1,0,0
"410360","Cambará","PR","Sul","2016",6,0,2,2,2
"410360","Cambará","PR","Sul","2017",5,1,2,1,1
"410360","Cambará","PR","Sul","2018",2,0,0,0,2
"410360","Cambará","PR","Sul","2019",4,0,1,0,3
"410360","Cambará","PR","Sul","2020",1,0,0,0,1
"410360","Cambará","PR","Sul","2021",4,1,0,0,3
"410370","Cambé","PR","Sul","2012",7,4,0,2,1
"410370","Cambé","PR","Sul","2013",11,0,0,0,0
"410370","Cambé","PR","Sul","2014",15,0,0,0,0
"410370","Cambé","PR","Sul","2015",10,0,0,0,0
"410370","Cambé","PR","Sul","2016",11,0,0,0,0
"410370","Cambé","PR","Sul","2017",5,1,0,0,4
"410370","Cambé","PR","Sul","2018",8,0,2,1,5
"410370","Cambé","PR","Sul","2019",5,0,0,1,4
"410370","Cambé","PR","Sul","2020",11,0,0,0,0
"410370","Cambé","PR","Sul","2021",14,1,3,4,6
"410380","Cambira","PR","Sul","2014",1,0,0,0,1
"410380","Cambira","PR","Sul","2016",1,0,0,0,1
"410380","Cambira","PR","Sul","2018",1,0,0,0,1
"410380","Cambira","PR","Sul","2021",1,0,1,0,0
"410390","Campina da Lagoa","PR","Sul","2012",3,1,1,0,1
"410390","Campina da Lagoa","PR","Sul","2014",1,1,0,0,0
"410390","Campina da Lagoa","PR","Sul","2015",1,0,0,0,1
"410390","Campina da Lagoa","PR","Sul","2016",1,0,0,0,1
"410390","Campina da Lagoa","PR","Sul","2017",3,1,0,0,2
"410390","Campina da Lagoa","PR","Sul","2018",2,0,1,0,1
"410390","Campina da Lagoa","PR","Sul","2020",1,0,0,1,0
"410390","Campina da Lagoa","PR","Sul","2021",1,0,0,0,1
"410395","Campina do Simão","PR","Sul","2013",3,0,0,0,3
"410395","Campina do Simão","PR","Sul","2014",3,1,0,2,0
"410395","Campina do Simão","PR","Sul","2015",1,0,0,0,1
"410395","Campina do Simão","PR","Sul","2016",1,0,0,1,0
"410395","Campina do Simão","PR","Sul","2017",1,0,0,0,1
"410395","Campina do Simão","PR","Sul","2019",2,0,0,0,2
"410395","Campina do Simão","PR","Sul","2020",1,0,0,1,0
"410400","Campina Grande do Sul","PR","Sul","2012",6,0,0,0,0
"410400","Campina Grande do Sul","PR","Sul","2013",6,0,2,0,4
"410400","Campina Grande do Sul","PR","Sul","2014",6,1,2,0,3
"410400","Campina Grande do Sul","PR","Sul","2015",5,0,0,1,4
"410400","Campina Grande do Sul","PR","Sul","2016",8,0,2,2,4
"410400","Campina Grande do Sul","PR","Sul","2017",7,0,1,1,5
"410400","Campina Grande do Sul","PR","Sul","2018",10,1,2,2,5
"410400","Campina Grande do Sul","PR","Sul","2019",7,1,0,1,5
"410400","Campina Grande do Sul","PR","Sul","2020",5,0,0,2,3
"410400","Campina Grande do Sul","PR","Sul","2021",2,0,0,0,2
"410405","Campo Bonito","PR","Sul","2012",1,1,0,0,0
"410405","Campo Bonito","PR","Sul","2014",1,1,0,0,0
"410405","Campo Bonito","PR","Sul","2016",1,0,0,0,1
"410405","Campo Bonito","PR","Sul","2018",1,0,0,0,1
"410405","Campo Bonito","PR","Sul","2019",1,1,0,0,0
"410405","Campo Bonito","PR","Sul","2021",1,0,0,0,1
"410410","Campo do Tenente","PR","Sul","2012",2,1,0,0,1
"410410","Campo do Tenente","PR","Sul","2013",4,0,1,0,3
"410410","Campo do Tenente","PR","Sul","2016",3,0,0,0,3
"410410","Campo do Tenente","PR","Sul","2017",2,0,0,2,0
"410410","Campo do Tenente","PR","Sul","2018",2,0,1,0,1
"410410","Campo do Tenente","PR","Sul","2019",3,0,0,1,2
"410410","Campo do Tenente","PR","Sul","2020",2,0,1,0,1
"410410","Campo do Tenente","PR","Sul","2021",3,0,1,1,1
"410420","Campo Largo","PR","Sul","2012",11,2,2,1,6
"410420","Campo Largo","PR","Sul","2013",16,0,0,0,0
"410420","Campo Largo","PR","Sul","2014",13,0,0,0,0
"410420","Campo Largo","PR","Sul","2015",13,1,0,1,11
"410420","Campo Largo","PR","Sul","2016",17,0,0,0,0
"410420","Campo Largo","PR","Sul","2017",5,1,1,0,3
"410420","Campo Largo","PR","Sul","2018",10,0,3,2,5
"410420","Campo Largo","PR","Sul","2019",13,0,4,3,6
"410420","Campo Largo","PR","Sul","2020",8,0,2,1,5
"410420","Campo Largo","PR","Sul","2021",12,3,2,0,7
"410425","Campo Magro","PR","Sul","2012",6,1,3,0,2
"410425","Campo Magro","PR","Sul","2013",3,0,0,0,3
"410425","Campo Magro","PR","Sul","2014",1,1,0,0,0
"410425","Campo Magro","PR","Sul","2015",4,0,1,1,2
"410425","Campo Magro","PR","Sul","2016",1,0,0,0,1
"410425","Campo Magro","PR","Sul","2017",5,0,0,1,4
"410425","Campo Magro","PR","Sul","2018",2,0,0,0,2
"410425","Campo Magro","PR","Sul","2019",1,0,0,0,1
"410425","Campo Magro","PR","Sul","2020",2,1,1,0,0
"410425","Campo Magro","PR","Sul","2021",2,0,1,0,1
"410430","Campo Mourão","PR","Sul","2012",8,0,2,0,6
"410430","Campo Mourão","PR","Sul","2013",14,3,2,2,7
"410430","Campo Mourão","PR","Sul","2014",12,1,1,3,7
"410430","Campo Mourão","PR","Sul","2015",11,0,1,1,9
"410430","Campo Mourão","PR","Sul","2016",12,1,1,1,9
"410430","Campo Mourão","PR","Sul","2017",7,1,0,1,5
"410430","Campo Mourão","PR","Sul","2018",10,0,2,1,7
"410430","Campo Mourão","PR","Sul","2019",6,1,1,0,4
