"codmunres","ano","garbage_materno_o95","garbage_materno_o94","garbage_materno_f53","garbage_materno_d39","garbage_materno_o08","obitos_maternos_totais","garbage_fetal_p90_p96","garbage_fetal_q80_q89","garbage_fetal_q90_q99","garbage_fetal_q35_q37","garbage_fetal_q10_q18","obitos_fetais_totais"
"270460",2020,0,0,0,0,0,2,2,0,0,0,0,5
"270460",2021,0,0,0,0,0,0,0,0,0,0,0,1
"270460",2022,0,0,0,0,0,0,0,0,0,0,0,0
"270470",2012,0,0,0,0,0,0,0,0,0,0,0,7
"270470",2013,0,0,0,0,0,0,0,0,0,0,0,13
"270470",2014,0,0,0,0,0,0,2,0,0,0,0,12
"270470",2015,0,0,0,0,0,1,1,0,0,0,0,11
"270470",2016,0,0,0,0,0,1,1,0,0,0,0,8
"270470",2017,0,0,0,0,0,0,1,1,0,0,0,12
"270470",2018,0,0,0,0,0,0,1,0,0,0,0,13
"270470",2019,0,0,0,0,0,0,0,0,0,0,0,7
"270470",2020,0,0,0,0,0,1,1,0,0,0,0,3
"270470",2021,0,0,0,0,0,2,2,1,0,0,0,10
"270470",2022,0,0,0,0,0,0,3,0,0,0,0,10
"270480",2012,0,0,0,0,0,0,0,0,0,0,0,3
"270480",2013,0,0,0,0,0,0,0,0,0,0,0,0
"270480",2014,0,0,0,0,0,0,2,0,0,0,0,3
"270480",2015,0,0,0,0,0,0,0,0,0,0,0,3
"270480",2016,0,0,0,0,0,0,0,0,0,0,0,1
"270480",2017,0,0,0,0,0,0,0,0,0,0,0,2
"270480",2018,0,0,0,0,0,0,3,0,0,0,0,5
"270480",2019,0,0,0,0,0,0,1,0,0,0,0,4
"270480",2020,0,0,0,0,0,0,1,0,0,0,0,5
"270480",2021,0,0,0,0,0,0,0,0,0,0,0,0
"270480",2022,0,0,0,0,0,0,0,0,0,0,0,2
"270490",2012,0,0,0,0,0,0,0,0,0,0,0,0
"270490",2013,0,0,0,0,0,0,0,0,0,0,0,0
"270490",2014,0,0,0,0,0,0,0,0,0,0,0,0
"270490",2015,0,0,0,0,0,0,0,0,0,0,0,0
"270490",2016,0,0,0,0,0,0,0,0,0,0,0,0
"270490",2017,0,0,0,0,0,0,0,0,0,0,0,0
"270490",2018,0,0,0,0,0,0,0,0,0,0,0,1
"270490",2019,0,0,0,0,0,0,0,0,0,0,0,1
"270490",2020,0,0,0,0,0,0,0,0,0,0,0,2
"270490",2021,0,0,0,0,0,0,0,0,0,0,0,1
"270490",2022,0,0,0,0,0,0,0,0,0,0,0,0
"270500",2012,0,0,0,0,0,0,0,0,0,0,0,1
"270500",2013,0,0,0,0,0,1,1,0,0,0,0,1
"270500",2014,0,0,0,0,0,1,2,0,0,0,0,6
"270500",2015,0,0,0,0,0,0,1,0,0,0,0,8
"270500",2016,0,0,0,0,0,0,1,0,0,0,0,6
"270500",2017,0,0,0,0,0,0,1,0,0,0,0,3
"270500",2018,0,0,0,0,0,0,0,1,0,0,0,4
"270500",2019,0,0,0,0,0,0,1,0,0,0,0,5
"270500",2020,0,0,0,0,0,0,1,0,0,0,0,5
"270500",2021,0,0,0,0,0,0,1,0,0,0,0,2
"270500",2022,0,0,0,0,0,0,2,1,0,0,0,6
"270510",2012,0,0,0,0,0,0,0,0,0,0,0,6
"270510",2013,0,0,0,0,0,0,1,0,0,0,0,8
"270510",2014,0,0,0,0,0,0,0,0,0,0,0,2
"270510",2015,0,0,0,0,0,0,3,0,0,0,0,8
"270510",2016,0,0,0,0,0,0,0,0,0,0,0,4
"270510",2017,0,0,0,0,0,1,1,0,0,0,0,4
"270510",2018,0,0,0,0,0,1,0,0,0,0,0,6
"270510",2019,0,0,0,0,0,0,1,0,0,0,0,7
"270510",2020,0,0,0,0,0,0,1,0,0,0,0,9
"270510",2021,0,0,0,0,0,0,1,1,0,0,0,6
"270510",2022,0,0,0,0,0,0,0,0,0,0,0,3
"270520",2012,0,0,0,0,0,0,0,0,0,0,0,3
"270520",2013,0,0,0,0,0,0,0,0,0,0,0,0
"270520",2014,0,0,0,0,0,1,0,0,0,0,0,5
"270520",2015,0,0,0,0,0,0,0,0,0,0,0,2
"270520",2016,0,0,0,0,0,0,0,0,0,0,0,1
"270520",2017,0,0,0,0,0,0,0,0,0,0,0,4
"270520",2018,0,0,0,0,0,0,0,0,0,0,0,3
"270520",2019,0,0,0,0,0,0,0,0,0,0,0,0
"270520",2020,0,0,0,0,0,1,0,0,0,0,0,1
"270520",2021,0,0,0,0,0,0,0,0,0,0,0,1
"270520",2022,0,0,0,0,0,0,1,0,0,0,0,2
"270530",2012,0,0,0,0,0,0,0,0,0,0,0,2
"270530",2013,0,0,0,0,0,0,0,0,0,0,0,0
"270530",2014,0,0,0,0,0,0,0,0,0,0,0,2
"270530",2015,0,0,0,0,0,0,1,0,0,0,0,2
"270530",2016,0,0,0,0,0,0,1,0,0,0,0,1
"270530",2017,0,0,0,0,0,0,0,0,0,0,0,1
"270530",2018,0,0,0,0,0,0,1,0,0,0,0,3
"270530",2019,0,0,0,0,0,0,1,0,0,0,0,2
"270530",2020,0,0,0,0,0,0,0,0,0,0,0,1
"270530",2021,0,0,0,0,0,0,0,0,0,0,0,1
"270530",2022,0,0,0,0,0,0,0,0,0,0,0,0
"270540",2012,0,0,0,0,0,0,2,0,0,0,0,3
"270540",2013,0,0,0,0,0,0,2,0,0,0,0,4
"270540",2014,0,0,0,0,0,2,1,0,0,0,0,3
"270540",2015,0,0,0,0,0,1,2,0,0,0,0,4
"270540",2016,0,0,0,0,0,0,0,0,0,0,0,1
"270540",2017,0,0,0,0,0,0,0,0,0,0,0,0
"270540",2018,0,0,0,0,0,0,0,0,0,0,0,2
"270540",2019,0,0,0,0,0,1,0,0,0,0,0,1
"270540",2020,0,0,0,0,0,0,0,0,0,0,0,2
"270540",2021,0,0,0,0,0,0,1,0,0,0,0,1
"270540",2022,0,0,0,0,0,0,2,0,0,0,0,2
"270550",2012,0,0,0,0,0,1,0,0,0,0,0,9
"270550",2013,0,0,0,0,0,0,0,0,0,0,0,7
"270550",2014,0,0,0,0,0,1,1,0,0,0,0,15
"270550",2015,0,0,0,0,0,0,2,0,0,0,0,7
"270550",2016,0,0,0,0,0,0,0,0,0,0,0,6
"270550",2017,0,0,0,0,0,0,0,0,0,0,0,5
"270550",2018,0,0,0,0,0,0,0,0,0,0,0,6
"270550",2019,0,0,0,0,0,1,1,0,0,0,0,7
"270550",2020,0,0,0,0,0,0,2,0,0,0,0,5
"270550",2021,0,0,0,0,0,0,3,0,0,0,0,8
"270550",2022,0,0,0,0,0,0,3,0,0,0,0,8
"270560",2012,0,0,0,0,0,0,0,1,0,0,0,2
"270560",2013,0,0,0,0,0,0,0,0,0,0,0,2
"270560",2014,0,0,0,0,0,0,2,0,0,0,0,5
"270560",2015,0,0,0,0,0,0,0,0,0,0,0,4
"270560",2016,0,0,0,0,0,0,0,0,0,0,0,0
"270560",2017,0,0,0,0,0,0,0,0,0,0,0,0
"270560",2018,0,0,0,0,0,1,0,1,0,0,0,2
"270560",2019,0,0,0,0,0,0,0,0,0,0,0,2
"270560",2020,0,0,0,0,0,0,0,0,0,0,0,2
"270560",2021,0,0,0,0,0,0,0,0,0,0,0,3
"270560",2022,0,0,0,0,0,0,0,0,0,0,0,1
"270570",2012,0,0,0,0,0,0,1,0,0,0,0,6
"270570",2013,0,0,0,0,0,0,0,0,0,0,0,5
"270570",2014,0,0,0,0,0,0,2,0,0,0,0,4
"270570",2015,0,0,0,0,0,0,2,0,0,0,0,4
"270570",2016,0,0,0,0,0,0,1,1,0,0,0,2
"270570",2017,0,0,0,0,0,0,0,0,0,0,0,5
"270570",2018,0,0,0,0,0,0,0,1,0,0,0,3
"270570",2019,0,0,0,0,0,0,1,0,0,0,0,2
"270570",2020,0,0,0,0,0,1,1,0,0,0,0,8
"270570",2021,0,0,0,0,0,3,1,0,0,0,0,2
"270570",2022,0,0,0,0,0,0,2,0,0,0,0,4
"270580",2012,0,0,0,0,0,0,0,0,0,0,0,1
"270580",2013,0,0,0,0,0,0,0,0,0,0,0,3
"270580",2014,0,0,0,0,0,0,3,0,0,0,0,3
"270580",2015,0,0,0,0,0,0,0,0,0,0,0,1
"270580",2016,0,0,0,0,0,0,0,0,0,0,0,2
"270580",2017,0,0,0,0,0,0,0,0,0,0,0,1
"270580",2018,0,0,0,0,0,1,0,0,0,0,0,2
"270580",2019,0,0,0,0,0,0,1,0,0,0,0,5
"270580",2020,0,0,0,0,0,0,1,0,0,0,0,3
"270580",2021,0,0,0,0,0,0,1,0,0,0,0,1
"270580",2022,0,0,0,0,0,1,0,0,0,0,0,2
"270590",2012,0,0,0,0,0,0,0,0,0,0,0,1
"270590",2013,0,0,0,0,0,0,0,0,0,0,0,0
"270590",2014,0,0,0,0,0,0,0,0,0,0,0,1
"270590",2015,0,0,0,0,0,0,0,0,0,0,0,1
"270590",2016,0,0,0,0,0,0,0,0,0,0,0,0
"270590",2017,0,0,0,0,0,0,1,0,0,0,0,2
"270590",2018,0,0,0,0,0,0,0,0,0,0,0,0
"270590",2019,0,0,0,0,0,1,0,0,0,0,0,0
"270590",2020,0,0,0,0,0,0,0,1,0,0,0,1
"270590",2021,0,0,0,0,0,0,0,0,0,0,0,1
"270590",2022,0,0,0,0,0,0,0,0,0,0,0,1
"270600",2012,0,0,0,0,0,0,0,0,0,0,0,2
"270600",2013,0,0,0,0,0,0,0,0,0,0,0,2
"270600",2014,0,0,0,0,0,2,0,0,0,0,0,4
"270600",2015,0,0,0,0,0,0,1,0,0,0,0,1
"270600",2016,0,0,0,0,0,0,1,0,0,0,0,2
"270600",2017,0,0,0,0,0,0,0,0,0,0,0,1
"270600",2018,0,0,0,0,0,0,0,0,0,0,0,3
"270600",2019,0,0,0,0,0,0,0,0,0,0,0,1
"270600",2020,0,0,0,0,0,0,0,0,0,0,0,3
"270600",2021,0,0,0,0,0,0,0,0,0,0,0,1
"270600",2022,0,0,0,0,0,0,3,0,0,0,0,5
"270610",2012,0,0,0,0,0,0,0,1,0,0,0,1
"270610",2013,0,0,0,0,0,0,1,0,0,0,0,4
"270610",2014,0,0,0,0,0,0,1,0,0,0,0,6
"270610",2015,0,0,0,0,0,0,1,0,0,0,0,5
"270610",2016,0,0,0,0,0,0,0,0,0,0,0,2
"270610",2017,0,0,0,0,0,0,0,0,0,0,0,0
"270610",2018,0,0,0,0,0,1,1,0,0,0,0,4
"270610",2019,0,0,0,0,0,0,2,0,0,0,0,2
"270610",2020,0,0,0,0,0,0,0,0,0,0,0,2
"270610",2021,0,0,0,0,0,0,1,0,0,0,0,1
"270610",2022,0,0,0,0,0,0,3,0,0,0,0,4
"270620",2012,0,0,0,0,0,0,0,0,0,0,0,1
"270620",2013,0,0,0,0,0,0,0,0,0,0,0,1
"270620",2014,0,0,0,0,0,0,0,0,0,0,0,0
"270620",2015,0,0,0,0,0,0,0,0,0,0,0,0
"270620",2016,0,0,0,0,0,0,0,0,0,0,0,1
"270620",2017,0,0,0,0,0,0,1,0,0,0,0,2
"270620",2018,0,0,0,0,0,0,0,0,0,0,0,1
"270620",2019,0,0,0,0,0,0,0,0,0,0,0,0
"270620",2020,0,0,0,0,0,0,0,0,0,0,0,1
"270620",2021,0,0,0,0,0,0,0,0,0,0,0,2
"270620",2022,0,0,0,0,0,0,1,0,0,0,0,1
"270630",2012,0,0,0,0,0,1,3,0,0,0,0,15
"270630",2013,0,0,0,0,0,0,1,0,0,0,0,8
"270630",2014,0,0,0,0,0,1,3,0,0,0,0,16
"270630",2015,0,0,0,0,0,1,5,0,0,0,0,15
"270630",2016,0,0,0,0,0,0,4,0,0,0,0,12
"270630",2017,0,0,0,0,0,0,0,0,0,0,0,9
"270630",2018,0,0,0,0,0,0,1,0,0,0,0,12
"270630",2019,0,0,0,0,0,1,3,0,0,0,0,14
"270630",2020,0,0,0,0,0,0,1,0,0,0,0,12
"270630",2021,0,0,0,0,0,1,2,0,0,0,0,10
"270630",2022,0,0,0,0,0,1,2,0,0,0,0,8
"270640",2012,0,0,0,0,0,0,1,0,0,0,0,6
"270640",2013,0,0,0,0,0,0,1,0,0,0,0,6
"270640",2014,0,0,0,0,0,0,1,0,0,0,0,2
"270640",2015,0,0,0,0,0,0,1,0,0,0,0,4
"270640",2016,0,0,0,0,0,0,3,0,0,0,0,8
"270640",2017,0,0,0,0,0,0,1,0,0,0,0,5
"270640",2018,0,0,0,0,0,0,0,0,0,0,0,3
"270640",2019,0,0,0,0,0,0,1,0,0,0,0,4
"270640",2020,0,0,0,0,0,0,0,0,0,0,0,3
"270640",2021,0,0,0,0,0,0,4,0,0,0,0,5
"270640",2022,0,0,0,0,0,1,3,1,0,0,0,8
"270642",2012,0,0,0,0,0,0,1,0,0,0,0,2
"270642",2013,0,0,0,0,0,0,1,0,0,0,0,1
"270642",2014,0,0,0,0,0,1,0,0,0,0,0,1
"270642",2015,0,0,0,0,0,0,0,0,0,0,0,1
"270642",2016,0,0,0,0,0,0,2,0,0,0,0,2
"270642",2017,0,0,0,0,0,0,0,0,0,0,0,2
"270642",2018,0,0,0,0,0,1,0,0,0,0,0,3
"270642",2019,0,0,0,0,0,0,0,0,0,0,0,4
"270642",2020,0,0,0,0,0,0,2,1,0,0,0,8
"270642",2021,0,0,0,0,0,0,1,0,0,0,0,2
"270642",2022,0,0,0,0,0,0,0,0,0,0,0,0
"270644",2012,0,0,0,0,0,0,0,0,0,0,0,2
"270644",2013,0,0,0,0,0,1,0,0,0,0,0,1
"270644",2014,0,0,0,0,0,0,0,0,0,0,0,3
"270644",2015,0,0,0,0,0,0,1,0,0,0,0,6
"270644",2016,0,0,0,0,0,0,0,0,0,0,0,1
"270644",2017,0,0,0,0,0,0,0,0,0,0,0,1
"270644",2018,0,0,0,0,0,0,0,0,0,0,0,2
"270644",2019,0,0,0,0,0,0,0,0,0,0,0,3
"270644",2020,0,0,0,0,0,0,0,0,0,0,0,0
"270644",2021,0,0,0,0,0,0,0,0,0,0,0,5
"270644",2022,0,0,0,0,0,0,0,0,0,0,0,1
"270650",2012,0,0,0,0,0,0,0,0,0,0,0,3
"270650",2013,0,0,0,0,0,0,0,0,0,0,0,2
"270650",2014,0,0,0,0,0,0,0,0,0,0,0,1
"270650",2015,0,0,0,0,0,1,1,0,0,0,0,2
"270650",2016,0,0,0,0,0,0,0,0,0,0,0,1
"270650",2017,0,0,0,0,0,0,0,0,0,0,0,4
"270650",2018,0,0,0,0,0,1,1,0,0,0,0,1
"270650",2019,0,0,0,0,0,1,0,0,0,0,0,0
"270650",2020,0,0,0,0,0,0,0,0,0,0,0,2
"270650",2021,0,0,0,0,0,0,0,0,0,0,0,1
"270650",2022,0,0,0,0,0,1,0,0,0,0,0,2
"270660",2012,0,0,0,0,0,0,0,0,0,0,0,1
"270660",2013,0,0,0,0,0,0,0,0,0,0,0,4
"270660",2014,0,0,0,0,0,0,0,0,0,0,0,2
"270660",2015,0,0,0,0,0,0,0,0,0,0,0,0
"270660",2016,0,0,0,0,0,1,0,0,0,0,0,0
"270660",2017,0,0,0,0,0,0,0,0,0,0,0,0
"270660",2018,0,0,0,0,0,0,0,0,0,0,0,0
"270660",2019,0,0,0,0,0,0,0,0,0,0,0,3
"270660",2020,0,0,0,0,0,0,0,0,0,0,0,1
"270660",2021,0,0,0,0,0,0,0,0,1,0,0,1
"270660",2022,0,0,0,0,0,0,0,0,0,0,0,0
"270670",2012,0,0,0,0,0,0,3,0,0,0,0,23
"270670",2013,0,0,0,0,0,2,1,0,1,0,0,13
"270670",2014,0,0,0,0,0,1,2,1,0,0,0,19
"270670",2015,0,0,0,0,0,0,2,1,0,0,0,19
"270670",2016,0,0,0,0,0,1,2,0,0,0,0,5
"270670",2017,0,0,0,0,0,0,3,0,0,0,0,12
"270670",2018,0,0,0,0,0,0,1,0,0,0,0,12
"270670",2019,0,0,0,0,0,0,3,0,0,0,0,12
"270670",2020,0,0,0,0,0,1,0,1,0,0,0,4
"270670",2021,0,0,0,0,0,1,1,0,0,0,0,6
"270670",2022,0,0,0,0,0,1,3,0,0,0,0,12
"270680",2012,0,0,0,0,0,0,1,0,0,0,0,4
"270680",2013,0,0,0,0,0,0,1,0,0,0,0,3
"270680",2014,0,0,0,0,0,0,1,0,0,0,0,4
"270680",2015,0,0,0,0,0,0,0,1,0,0,0,4
"270680",2016,0,0,0,0,0,0,2,0,0,0,0,4
"270680",2017,0,0,0,0,0,0,2,0,0,0,0,4
"270680",2018,0,0,0,0,0,0,0,0,0,0,0,3
"270680",2019,0,0,0,0,0,0,1,0,0,0,0,4
"270680",2020,0,0,0,0,0,0,1,0,0,0,0,3
"270680",2021,0,0,0,0,0,0,0,0,0,0,0,2
"270680",2022,0,0,0,0,0,1,1,0,0,0,0,2
"270690",2012,0,0,0,0,0,0,0,2,0,0,0,9
"270690",2013,0,0,0,0,0,1,0,0,0,0,0,6
"270690",2014,0,0,0,0,0,0,0,0,0,0,0,8
"270690",2015,0,0,0,0,0,0,1,0,0,0,0,10
"270690",2016,0,0,0,0,0,1,1,0,0,0,0,5
"270690",2017,0,0,0,0,0,0,0,0,0,0,0,4
"270690",2018,0,0,0,0,0,0,0,0,0,0,0,6
"270690",2019,0,0,0,0,0,0,0,0,0,0,0,3
"270690",2020,0,0,0,0,0,0,1,0,0,0,0,2
"270690",2021,0,0,0,0,0,0,1,0,0,0,0,3
"270690",2022,0,0,0,0,0,0,3,0,0,0,0,6
"270700",2012,0,0,0,0,0,0,0,0,0,0,0,1
"270700",2013,0,0,0,0,0,0,0,0,0,0,0,1
"270700",2014,0,0,0,0,0,1,0,0,0,0,0,1
"270700",2015,0,0,0,0,0,0,0,1,0,0,0,1
"270700",2016,0,0,0,0,0,0,0,0,0,0,0,0
"270700",2017,0,0,0,0,0,0,0,0,0,0,0,0
"270700",2018,0,0,0,0,0,0,2,0,0,0,0,2
"270700",2019,0,0,0,0,0,0,1,0,0,0,0,1
"270700",2020,0,0,0,0,0,0,0,0,0,0,0,0
"270700",2021,0,0,0,0,0,0,0,0,0,0,0,0
"270700",2022,0,0,0,0,0,0,0,0,0,0,0,0
"270710",2012,0,0,0,0,0,0,0,0,0,0,0,4
"270710",2013,0,0,0,0,0,0,1,0,0,0,0,7
"270710",2014,0,0,0,0,0,0,1,0,0,0,0,5
"270710",2015,0,0,0,0,0,0,0,0,0,0,0,3
"270710",2016,0,0,0,0,0,0,0,0,0,0,0,2
"270710",2017,0,0,0,0,0,0,1,0,0,0,0,7
"270710",2018,0,0,0,0,0,0,3,0,0,0,0,8
"270710",2019,0,0,0,0,0,0,3,0,0,0,0,3
"270710",2020,0,0,0,0,0,0,2,0,0,0,0,12
"270710",2021,0,0,0,0,0,0,1,0,0,0,0,9
"270710",2022,0,0,0,0,0,1,6,0,0,0,0,11
"270720",2012,0,0,0,0,0,0,1,0,0,0,0,3
"270720",2013,0,0,0,0,0,0,0,0,0,0,0,2
"270720",2014,0,0,0,0,0,0,1,0,0,0,0,2
"270720",2015,0,0,0,0,0,0,0,0,0,0,0,4
"270720",2016,0,0,0,0,0,0,0,1,0,0,0,3
"270720",2017,0,0,0,0,0,0,0,0,0,0,0,3
"270720",2018,0,0,0,0,0,0,1,0,0,0,0,2
"270720",2019,0,0,0,0,0,0,1,0,0,0,0,3
"270720",2020,0,0,0,0,0,0,0,0,0,0,0,4
"270720",2021,0,0,0,0,0,0,0,0,0,0,0,1
"270720",2022,0,0,0,0,0,0,0,0,0,0,0,2
"270730",2012,0,0,0,0,0,3,4,0,0,0,0,9
"270730",2013,0,0,0,0,0,0,0,0,0,0,0,3
"270730",2014,0,0,0,0,0,1,0,0,0,0,0,2
"270730",2015,0,0,0,0,0,0,1,0,0,0,0,6
"270730",2016,0,0,0,0,0,0,0,0,0,0,0,7
"270730",2017,0,0,0,0,0,0,0,0,1,0,0,4
"270730",2018,0,0,0,0,0,0,1,1,0,0,0,6
"270730",2019,0,0,0,0,0,0,0,0,0,0,0,7
"270730",2020,0,0,0,0,0,1,0,0,0,0,0,6
"270730",2021,0,0,0,0,0,0,0,0,0,0,0,2
"270730",2022,0,0,0,0,0,0,1,0,0,0,0,3
"270740",2012,0,0,0,0,0,0,0,0,0,0,0,1
"270740",2013,0,0,0,0,0,0,0,0,0,0,0,0
"270740",2014,0,0,0,0,0,0,0,0,0,0,0,2
"270740",2015,0,0,0,0,0,0,0,0,0,0,0,1
"270740",2016,0,0,0,0,0,0,0,0,0,0,0,0
"270740",2017,0,0,0,0,0,0,0,0,0,0,0,0
"270740",2018,0,0,0,0,0,0,1,0,0,0,0,4
"270740",2019,0,0,0,0,0,0,0,0,0,0,0,1
"270740",2020,0,0,0,0,0,0,0,0,0,0,0,1
"270740",2021,0,0,0,0,0,0,0,0,0,0,0,0
"270740",2022,0,0,0,0,0,0,1,0,0,0,0,1
"270750",2012,0,0,0,0,0,0,1,0,0,0,0,4
"270750",2013,0,0,0,0,0,0,0,0,0,0,0,4
"270750",2014,0,0,0,0,0,0,0,0,0,0,0,4
"270750",2015,0,0,0,0,0,0,4,0,0,0,0,5
"270750",2016,0,0,0,0,0,0,1,0,0,0,0,2
"270750",2017,0,0,0,0,0,0,1,0,0,0,0,5
"270750",2018,0,0,0,0,0,0,0,0,0,0,0,3
"270750",2019,0,0,0,0,0,0,1,0,0,0,0,4
"270750",2020,0,0,0,0,0,0,1,0,0,0,0,4
"270750",2021,0,0,0,0,0,0,1,0,0,0,0,4
"270750",2022,0,0,0,0,0,0,0,0,0,0,0,2
"270760",2012,0,0,0,0,0,0,1,0,0,0,0,4
"270760",2013,0,0,0,0,0,0,2,0,0,0,0,4
"270760",2014,0,0,0,0,0,1,1,0,0,0,0,2
"270760",2015,0,0,0,0,0,0,0,0,0,0,0,1
"270760",2016,0,0,0,0,0,0,1,0,0,0,0,2
"270760",2017,0,0,0,0,0,0,1,0,0,0,0,3
"270760",2018,0,0,0,0,0,0,0,0,0,0,0,4
"270760",2019,0,0,0,0,0,0,0,0,0,0,0,1
"270760",2020,0,0,0,0,0,0,0,0,0,0,0,2
"270760",2021,0,0,0,0,0,1,0,0,0,0,0,3
"270760",2022,0,0,0,0,0,0,0,0,0,0,0,3
"270770",2012,0,0,0,0,0,0,0,0,0,0,0,12
"270770",2013,0,0,0,0,0,0,0,0,0,0,0,20
"270770",2014,0,0,0,0,0,0,3,0,0,0,0,19
"270770",2015,0,0,0,0,0,2,4,0,0,0,0,10
"270770",2016,0,0,0,0,0,1,3,0,0,0,0,11
"270770",2017,0,0,0,0,0,0,8,0,0,0,0,26
"270770",2018,0,0,0,0,0,0,2,0,0,0,0,21
"270770",2019,0,0,0,0,0,0,0,0,0,0,0,11
"270770",2020,0,0,0,0,0,1,2,0,0,0,0,23
"270770",2021,0,0,0,0,0,0,2,0,0,0,0,9
"270770",2022,0,0,0,0,0,2,4,0,0,0,0,16
"270780",2012,0,0,0,0,0,0,2,0,0,0,0,4
"270780",2013,0,0,0,0,0,0,2,0,0,0,0,3
"270780",2014,0,0,0,0,0,0,0,0,0,0,0,0
"270780",2015,0,0,0,0,0,0,1,0,0,0,0,1
"270780",2016,0,0,0,0,0,0,0,0,0,0,0,2
"270780",2017,0,0,0,0,0,0,0,0,0,0,0,0
"270780",2018,0,0,0,0,0,0,0,0,0,0,0,2
"270780",2019,0,0,0,0,0,0,0,0,0,0,0,2
"270780",2020,0,0,0,0,0,0,0,0,0,0,0,1
"270780",2021,0,0,0,0,0,0,0,0,0,0,0,1
"270780",2022,0,0,0,0,0,0,0,0,0,0,0,3
"270790",2012,0,0,0,0,0,0,0,0,0,0,0,0
"270790",2013,0,0,0,0,0,0,0,0,0,0,0,1
"270790",2014,0,0,0,0,0,0,0,0,0,0,0,2
"270790",2015,0,0,0,0,0,0,0,0,0,0,0,0
"270790",2016,0,0,0,0,0,0,1,0,0,0,0,2
"270790",2017,0,0,0,0,0,0,0,0,0,0,0,1
"270790",2018,0,0,0,0,0,0,0,0,0,0,0,2
"270790",2019,0,0,0,0,0,0,0,0,0,0,0,0
"270790",2020,0,0,0,0,0,0,0,0,0,0,0,4
"270790",2021,0,0,0,0,0,0,1,0,0,0,0,2
"270790",2022,0,0,0,0,0,0,0,0,0,0,0,4
"270800",2012,0,0,0,0,0,1,0,0,0,0,0,12
"270800",2013,0,0,0,0,0,1,1,0,0,0,0,7
"270800",2014,0,0,0,0,0,0,2,0,0,0,0,12
"270800",2015,0,0,0,0,0,0,1,0,0,0,0,7
"270800",2016,0,0,0,0,0,0,0,0,0,0,0,6
"270800",2017,0,0,0,0,0,0,1,0,0,0,0,12
"270800",2018,0,0,0,0,0,0,2,0,0,0,0,8
"270800",2019,0,0,0,0,0,0,3,0,0,0,0,11
"270800",2020,0,0,0,0,0,0,2,0,0,0,0,11
"270800",2021,0,0,0,0,0,2,6,0,0,0,0,14
"270800",2022,0,0,0,0,0,2,0,0,0,0,0,8
"270810",2012,0,0,0,0,0,0,0,0,0,0,0,1
"270810",2013,0,0,0,0,0,0,0,0,0,0,0,0
"270810",2014,0,0,0,0,0,0,0,0,0,0,0,0
"270810",2015,0,0,0,0,0,0,0,0,0,0,0,1
"270810",2016,0,0,0,0,0,0,1,0,0,0,0,5
"270810",2017,0,0,0,0,0,0,0,0,0,0,0,3
"270810",2018,0,0,0,0,0,0,0,0,0,0,0,3
"270810",2019,0,0,0,0,0,0,0,0,0,0,0,1
"270810",2020,0,0,0,0,0,0,0,0,0,0,0,0
"270810",2021,0,0,0,0,0,1,0,0,0,0,0,1
"270810",2022,0,0,0,0,0,0,1,0,0,0,0,2
"270820",2012,0,0,0,0,0,0,0,0,0,0,0,0
"270820",2013,0,0,0,0,0,0,1,0,0,0,0,2
"270820",2014,0,0,0,0,0,0,0,0,0,0,0,0
"270820",2015,0,0,0,0,0,0,0,0,0,0,0,0
"270820",2016,0,0,0,0,0,0,0,0,0,0,0,0
"270820",2017,0,0,0,0,0,0,1,0,0,0,0,2
"270820",2018,0,0,0,0,0,0,0,0,0,0,0,0
"270820",2019,0,0,0,0,0,0,0,0,0,0,0,4
"270820",2020,0,0,0,0,0,0,0,0,0,0,0,3
"270820",2021,0,0,0,0,0,0,0,0,0,0,0,1
"270820",2022,0,0,0,0,0,1,1,0,0,0,0,2
"270830",2012,0,0,0,0,0,1,0,1,0,0,0,6
"270830",2013,0,0,0,0,0,0,1,0,0,0,0,12
"270830",2014,0,0,0,0,0,2,2,0,0,0,0,10
"270830",2015,0,0,0,0,0,1,0,0,0,0,0,7
"270830",2016,0,0,0,0,0,0,2,0,0,0,0,3
"270830",2017,0,0,0,0,0,0,0,0,0,0,0,2
"270830",2018,0,0,0,0,0,0,0,0,0,0,0,2
"270830",2019,0,0,0,0,0,1,1,0,0,0,0,7
"270830",2020,0,0,0,0,0,1,1,0,0,0,0,6
"270830",2021,0,0,0,0,0,0,1,1,0,0,0,4
"270830",2022,0,0,0,0,0,0,0,0,0,0,0,6
"270840",2012,0,0,0,0,0,0,3,0,0,0,0,12
"270840",2013,0,0,0,0,0,0,2,0,0,0,0,9
"270840",2014,0,0,0,0,0,3,2,0,0,0,0,9
"270840",2015,0,0,0,0,0,0,3,0,0,0,0,6
"270840",2016,0,0,0,0,0,0,1,0,0,0,0,6
"270840",2017,0,0,0,0,0,0,1,1,0,0,0,11
"270840",2018,0,0,0,0,0,1,4,0,0,0,0,9
"270840",2019,0,0,0,0,0,2,1,0,0,0,0,14
"270840",2020,0,0,0,0,0,0,0,2,0,0,0,7
"270840",2021,0,0,0,0,0,1,4,1,0,0,0,11
"270840",2022,0,0,0,0,0,0,2,0,0,0,0,9
"270850",2012,0,0,0,0,0,0,2,1,0,0,0,11
"270850",2013,0,0,0,0,0,1,0,0,0,0,0,5
"270850",2014,0,0,0,0,0,2,0,0,0,0,0,12
