"codmunres","ano","obitos_fetais_mais_22sem","fetal_peso_menos_1000","fetal_peso_1000_1499","fetal_peso_1500_2499","fetal_peso_mais_2500","fetal_antes","fetal_durante","fetal_depois","fetal_antes_peso_menos_1000","fetal_antes_peso_1000_1499","fetal_antes_peso_1500_2499","fetal_antes_peso_mais_2500","fetal_durante_peso_menos_1000","fetal_durante_peso_1000_1499","fetal_durante_peso_1500_2499","fetal_durante_peso_mais_2500","fetal_depois_peso_menos_1000","fetal_depois_peso_1000_1499","fetal_depois_peso_1500_2499","fetal_depois_peso_mais_2500"
"410650",2019,3,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"410655",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410655",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410655",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410655",2015,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410655",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410655",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410655",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410655",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410657",2012,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410657",2013,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"410657",2014,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410657",2015,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"410657",2016,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410657",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410657",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410657",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410660",2012,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410660",2013,3,0,2,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"410660",2014,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"410660",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410660",2016,3,1,0,2,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"410660",2017,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"410660",2018,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"410660",2019,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"410670",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410670",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410670",2014,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410670",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410670",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410670",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410670",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410670",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410680",2012,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"410680",2013,4,0,0,1,3,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0
"410680",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410680",2015,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410680",2016,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410680",2017,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410680",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410680",2019,2,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"410685",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410685",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410685",2014,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410685",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410685",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410685",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410685",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410685",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410690",2012,191,78,27,50,36,179,8,0,72,27,48,32,3,0,2,3,0,0,0,0
"410690",2013,189,57,38,45,49,177,11,0,51,38,42,46,5,0,3,3,0,0,0,0
"410690",2014,169,55,29,37,48,157,12,0,49,28,36,44,6,1,1,4,0,0,0,0
"410690",2015,174,51,31,42,50,160,12,0,48,29,40,43,2,2,2,6,0,0,0,0
"410690",2016,170,53,25,43,49,159,5,0,50,22,40,47,1,3,0,1,0,0,0,0
"410690",2017,155,68,21,33,33,144,8,0,62,20,32,30,6,0,1,1,0,0,0,0
"410690",2018,127,56,22,19,30,120,6,0,52,22,19,27,3,0,0,3,0,0,0,0
"410690",2019,121,50,13,21,37,116,4,0,46,13,21,36,4,0,0,0,0,0,0,0
"410700",2012,4,2,1,1,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"410700",2013,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410700",2014,4,3,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"410700",2015,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410700",2016,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"410700",2017,3,0,1,0,2,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"410700",2018,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"410700",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410710",2012,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410710",2013,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410710",2014,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410710",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410710",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410710",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410710",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410710",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410712",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410712",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410712",2014,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"410712",2015,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"410712",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410712",2017,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"410712",2018,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410712",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410715",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410715",2013,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410715",2014,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410715",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410715",2016,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410715",2017,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410715",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410715",2019,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"410720",2012,8,0,2,4,2,8,0,0,0,2,4,2,0,0,0,0,0,0,0,0
"410720",2013,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410720",2014,5,2,1,1,1,5,0,0,2,1,1,1,0,0,0,0,0,0,0,0
"410720",2015,6,1,2,0,2,6,0,0,1,2,0,2,0,0,0,0,0,0,0,0
"410720",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410720",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410720",2018,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410720",2019,4,1,0,2,1,4,0,0,1,0,2,1,0,0,0,0,0,0,0,0
"410725",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410725",2013,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"410725",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410725",2015,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410725",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410725",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410725",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410725",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410730",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410730",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410730",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410730",2015,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410730",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410730",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410730",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410730",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410740",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410740",2013,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410740",2014,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"410740",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410740",2016,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410740",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410740",2018,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"410740",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410750",2012,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"410750",2013,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"410750",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410750",2015,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410750",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410750",2017,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"410750",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410750",2019,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"410752",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410752",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410752",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410752",2015,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"410752",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410752",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410752",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410752",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410753",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410753",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410753",2014,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410753",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410753",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410753",2017,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"410753",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410753",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410754",2012,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410754",2013,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"410754",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410754",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410754",2016,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"410754",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410754",2018,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410754",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410755",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410755",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410755",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410755",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410755",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410755",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410755",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410755",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410760",2012,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410760",2013,4,2,1,0,1,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0
"410760",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410760",2015,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410760",2016,4,0,0,2,2,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"410760",2017,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"410760",2018,2,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"410760",2019,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410765",2012,19,6,2,7,4,18,1,0,5,2,7,4,1,0,0,0,0,0,0,0
"410765",2013,14,5,0,7,1,13,1,0,5,0,6,1,0,0,1,0,0,0,0,0
"410765",2014,15,6,2,3,4,15,0,0,6,2,3,4,0,0,0,0,0,0,0,0
"410765",2015,16,9,2,3,2,15,1,0,8,2,3,2,1,0,0,0,0,0,0,0
"410765",2016,16,8,3,4,1,15,0,0,7,3,4,1,0,0,0,0,0,0,0,0
"410765",2017,11,4,2,2,3,11,0,0,4,2,2,3,0,0,0,0,0,0,0,0
"410765",2018,16,6,4,4,2,13,2,0,4,4,3,2,1,0,1,0,0,0,0,0
"410765",2019,18,8,2,3,3,17,0,0,8,2,3,2,0,0,0,0,0,0,0,0
"410770",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410770",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410770",2014,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410770",2015,3,1,1,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"410770",2016,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"410770",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410770",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410770",2019,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"410773",2012,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"410773",2013,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"410773",2014,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410773",2015,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"410773",2016,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410773",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410773",2018,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410773",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410775",2012,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410775",2013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"410775",2014,3,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"410775",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410775",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410775",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410775",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410775",2019,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"410780",2012,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410780",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410780",2014,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"410780",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410780",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410780",2017,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410780",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410780",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410785",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410785",2013,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410785",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410785",2015,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"410785",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410785",2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410785",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410785",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410790",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410790",2013,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410790",2014,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410790",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410790",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410790",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410790",2018,3,2,0,1,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"410790",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410800",2012,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"410800",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410800",2014,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"410800",2015,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"410800",2016,2,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"410800",2017,3,0,1,2,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"410800",2018,4,1,1,1,1,3,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"410800",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410810",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410810",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410810",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410810",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410810",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410810",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410810",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410810",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410820",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410820",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410820",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410820",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410820",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410820",2017,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410820",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410820",2019,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410830",2012,39,12,6,11,10,38,1,0,11,6,11,10,1,0,0,0,0,0,0,0
"410830",2013,37,11,6,12,8,35,2,0,10,6,11,8,1,0,1,0,0,0,0,0
"410830",2014,34,11,5,10,7,33,1,0,10,5,10,7,1,0,0,0,0,0,0,0
"410830",2015,29,8,5,7,8,29,0,0,8,5,7,8,0,0,0,0,0,0,0,0
"410830",2016,30,13,4,5,8,30,0,0,13,4,5,8,0,0,0,0,0,0,0,0
"410830",2017,34,11,3,8,12,34,0,0,11,3,8,12,0,0,0,0,0,0,0,0
"410830",2018,26,9,6,4,7,23,3,0,8,6,4,5,1,0,0,2,0,0,0,0
"410830",2019,31,7,4,12,8,30,0,0,7,4,12,7,0,0,0,0,0,0,0,0
"410832",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410832",2013,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"410832",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410832",2015,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"410832",2016,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"410832",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410832",2018,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410832",2019,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410840",2012,6,1,1,1,3,6,0,0,1,1,1,3,0,0,0,0,0,0,0,0
"410840",2013,4,1,1,1,1,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"410840",2014,7,4,1,0,2,7,0,0,4,1,0,2,0,0,0,0,0,0,0,0
"410840",2015,8,0,1,4,3,8,0,0,0,1,4,3,0,0,0,0,0,0,0,0
"410840",2016,6,1,1,1,3,6,0,0,1,1,1,3,0,0,0,0,0,0,0,0
"410840",2017,8,3,1,2,2,8,0,0,3,1,2,2,0,0,0,0,0,0,0,0
"410840",2018,9,5,1,3,0,8,0,0,4,1,3,0,0,0,0,0,0,0,0,0
"410840",2019,9,4,1,4,0,8,1,0,3,1,4,0,1,0,0,0,0,0,0,0
"410845",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410845",2013,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410845",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410845",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410845",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410845",2017,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"410845",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410845",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410850",2012,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410850",2013,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"410850",2014,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"410850",2015,4,2,1,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"410850",2016,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"410850",2017,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"410850",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410850",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410855",2012,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"410855",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
