"codmunres","ano","obitos_fetais_mais_22sem","fetal_peso_menos_1000","fetal_peso_1000_1499","fetal_peso_1500_2499","fetal_peso_mais_2500","fetal_antes","fetal_durante","fetal_depois","fetal_antes_peso_menos_1000","fetal_antes_peso_1000_1499","fetal_antes_peso_1500_2499","fetal_antes_peso_mais_2500","fetal_durante_peso_menos_1000","fetal_durante_peso_1000_1499","fetal_durante_peso_1500_2499","fetal_durante_peso_mais_2500","fetal_depois_peso_menos_1000","fetal_depois_peso_1000_1499","fetal_depois_peso_1500_2499","fetal_depois_peso_mais_2500"
"230835",2017,3,0,0,2,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"230835",2018,3,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"230835",2019,4,0,3,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"230837",2012,3,2,0,1,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"230837",2013,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"230837",2014,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"230837",2015,3,1,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"230837",2016,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"230837",2017,4,0,2,0,2,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0
"230837",2018,4,0,0,3,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"230837",2019,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"230840",2012,7,2,0,2,2,5,1,0,1,0,2,2,1,0,0,0,0,0,0,0
"230840",2013,8,2,1,5,0,7,1,0,2,1,4,0,0,0,1,0,0,0,0,0
"230840",2014,4,1,1,1,1,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"230840",2015,8,1,2,4,1,7,1,0,1,2,3,1,0,0,1,0,0,0,0,0
"230840",2016,8,5,0,0,3,8,0,0,5,0,0,3,0,0,0,0,0,0,0,0
"230840",2017,8,4,0,1,2,7,1,0,4,0,1,1,0,0,0,1,0,0,0,0
"230840",2018,4,2,0,1,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"230840",2019,9,5,1,3,0,8,1,0,4,1,3,0,1,0,0,0,0,0,0,0
"230850",2012,3,0,2,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"230850",2013,6,0,0,1,5,4,2,0,0,0,1,3,0,0,0,2,0,0,0,0
"230850",2014,6,2,1,1,2,6,0,0,2,1,1,2,0,0,0,0,0,0,0,0
"230850",2015,8,0,4,2,2,8,0,0,0,4,2,2,0,0,0,0,0,0,0,0
"230850",2016,7,1,2,3,1,7,0,0,1,2,3,1,0,0,0,0,0,0,0,0
"230850",2017,4,2,1,0,1,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0
"230850",2018,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"230850",2019,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"230860",2012,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"230860",2013,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"230860",2014,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"230860",2015,4,1,1,2,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"230860",2016,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"230860",2017,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"230860",2018,6,3,0,1,2,5,0,0,2,0,1,2,0,0,0,0,0,0,0,0
"230860",2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230870",2012,10,4,3,1,2,10,0,0,4,3,1,2,0,0,0,0,0,0,0,0
"230870",2013,12,5,1,2,4,10,2,0,4,1,1,4,1,0,1,0,0,0,0,0
"230870",2014,4,2,0,2,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"230870",2015,7,2,2,1,2,5,1,0,2,1,1,1,0,0,0,1,0,0,0,0
"230870",2016,7,0,1,4,2,7,0,0,0,1,4,2,0,0,0,0,0,0,0,0
"230870",2017,6,1,1,2,1,6,0,0,1,1,2,1,0,0,0,0,0,0,0,0
"230870",2018,12,4,3,4,0,11,1,0,3,3,4,0,1,0,0,0,0,0,0,0
"230870",2019,9,2,0,2,5,8,1,0,2,0,2,4,0,0,0,1,0,0,0,0
"230880",2012,3,1,0,2,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"230880",2013,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"230880",2014,3,0,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"230880",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230880",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230880",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230880",2018,3,2,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"230880",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230890",2012,6,1,0,2,3,6,0,0,1,0,2,3,0,0,0,0,0,0,0,0
"230890",2013,5,0,2,1,2,4,1,0,0,2,1,1,0,0,0,1,0,0,0,0
"230890",2014,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"230890",2015,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"230890",2016,4,2,0,1,1,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0
"230890",2017,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"230890",2018,5,0,0,2,3,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0
"230890",2019,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"230900",2012,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"230900",2013,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"230900",2014,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"230900",2015,2,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"230900",2016,4,2,0,1,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"230900",2017,2,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"230900",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230900",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230910",2012,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"230910",2013,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"230910",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230910",2015,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"230910",2016,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"230910",2017,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"230910",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230910",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230920",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230920",2013,3,2,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"230920",2014,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"230920",2015,8,2,1,1,4,7,1,0,2,1,0,4,0,0,1,0,0,0,0,0
"230920",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230920",2017,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"230920",2018,5,1,1,0,2,5,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"230920",2019,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"230930",2012,6,3,2,0,1,5,0,0,2,2,0,1,0,0,0,0,0,0,0,0
"230930",2013,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"230930",2014,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"230930",2015,6,0,1,2,3,6,0,0,0,1,2,3,0,0,0,0,0,0,0,0
"230930",2016,3,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"230930",2017,3,1,0,2,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"230930",2018,9,2,1,1,4,7,2,0,2,1,1,2,0,0,0,2,0,0,0,0
"230930",2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230940",2012,13,4,3,4,2,13,0,0,4,3,4,2,0,0,0,0,0,0,0,0
"230940",2013,3,1,1,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"230940",2014,6,1,1,2,2,6,0,0,1,1,2,2,0,0,0,0,0,0,0,0
"230940",2015,6,1,0,2,3,6,0,0,1,0,2,3,0,0,0,0,0,0,0,0
"230940",2016,6,1,1,1,3,6,0,0,1,1,1,3,0,0,0,0,0,0,0,0
"230940",2017,3,0,2,0,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"230940",2018,3,1,1,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"230940",2019,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"230945",2012,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"230945",2013,5,0,2,3,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"230945",2014,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"230945",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230945",2016,7,2,2,2,1,7,0,0,2,2,2,1,0,0,0,0,0,0,0,0
"230945",2017,2,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"230945",2018,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"230945",2019,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"230950",2012,5,1,0,3,1,5,0,0,1,0,3,1,0,0,0,0,0,0,0,0
"230950",2013,7,1,1,3,2,5,2,0,1,1,1,2,0,0,2,0,0,0,0,0
"230950",2014,5,2,1,1,1,5,0,0,2,1,1,1,0,0,0,0,0,0,0,0
"230950",2015,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"230950",2016,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"230950",2017,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"230950",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230950",2019,5,1,2,0,2,4,0,0,1,2,0,1,0,0,0,0,0,0,0,0
"230960",2012,14,2,1,5,4,13,1,0,2,1,5,4,0,0,0,0,0,0,0,0
"230960",2013,9,3,1,3,2,7,1,0,2,1,2,2,0,0,1,0,0,0,0,0
"230960",2014,9,2,0,4,3,9,0,0,2,0,4,3,0,0,0,0,0,0,0,0
"230960",2015,7,2,2,1,1,7,0,0,2,2,1,1,0,0,0,0,0,0,0,0
"230960",2016,12,1,2,2,7,11,1,0,1,2,2,6,0,0,0,1,0,0,0,0
"230960",2017,9,3,1,1,4,8,0,0,3,0,1,4,0,0,0,0,0,0,0,0
"230960",2018,14,3,4,3,3,14,0,0,3,4,3,3,0,0,0,0,0,0,0,0
"230960",2019,13,4,1,4,4,13,0,0,4,1,4,4,0,0,0,0,0,0,0,0
"230970",2012,11,5,1,4,1,11,0,0,5,1,4,1,0,0,0,0,0,0,0,0
"230970",2013,9,2,2,4,1,8,1,0,2,2,3,1,0,0,1,0,0,0,0,0
"230970",2014,11,2,2,4,2,11,0,0,2,2,4,2,0,0,0,0,0,0,0,0
"230970",2015,14,4,2,4,3,13,1,0,4,2,4,2,0,0,0,1,0,0,0,0
"230970",2016,9,3,1,1,4,9,0,0,3,1,1,4,0,0,0,0,0,0,0,0
"230970",2017,18,4,2,2,7,17,0,0,3,2,2,7,0,0,0,0,0,0,0,0
"230970",2018,14,4,4,2,2,13,1,0,4,4,2,2,0,0,0,0,0,0,0,0
"230970",2019,12,4,2,2,3,10,1,0,3,2,2,2,0,0,0,1,0,0,0,0
"230980",2012,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"230980",2013,3,1,2,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"230980",2014,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"230980",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230980",2016,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"230980",2017,2,0,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"230980",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230980",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230990",2012,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"230990",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230990",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230990",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230990",2016,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"230990",2017,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"230990",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230990",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231000",2012,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"231000",2013,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"231000",2014,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"231000",2015,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"231000",2016,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"231000",2017,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"231000",2018,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"231000",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231010",2012,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"231010",2013,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"231010",2014,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"231010",2015,5,1,0,2,2,5,0,0,1,0,2,2,0,0,0,0,0,0,0,0
"231010",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231010",2017,3,2,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"231010",2018,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"231010",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231020",2012,11,0,4,2,4,9,0,0,0,4,2,3,0,0,0,0,0,0,0,0
"231020",2013,5,2,1,0,2,5,0,0,2,1,0,2,0,0,0,0,0,0,0,0
"231020",2014,7,2,0,2,2,5,1,0,2,0,2,1,0,0,0,1,0,0,0,0
"231020",2015,6,0,1,1,3,5,0,0,0,1,1,2,0,0,0,0,0,0,0,0
"231020",2016,8,1,2,4,1,8,0,0,1,2,4,1,0,0,0,0,0,0,0,0
"231020",2017,3,0,0,1,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"231020",2018,6,3,0,1,2,5,1,0,2,0,1,2,1,0,0,0,0,0,0,0
"231020",2019,6,1,2,1,2,6,0,0,1,2,1,2,0,0,0,0,0,0,0,0
"231025",2012,5,0,1,2,2,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0
"231025",2013,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"231025",2014,5,0,1,2,2,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0
"231025",2015,6,2,1,0,3,6,0,0,2,1,0,3,0,0,0,0,0,0,0,0
"231025",2016,7,2,0,2,3,7,0,0,2,0,2,3,0,0,0,0,0,0,0,0
"231025",2017,2,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"231025",2018,6,3,1,2,0,6,0,0,3,1,2,0,0,0,0,0,0,0,0,0
"231025",2019,9,2,2,1,2,9,0,0,2,2,1,2,0,0,0,0,0,0,0,0
"231030",2012,7,1,2,1,3,6,1,0,1,2,1,2,0,0,0,1,0,0,0,0
"231030",2013,6,0,1,1,4,6,0,0,0,1,1,4,0,0,0,0,0,0,0,0
"231030",2014,3,0,1,0,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"231030",2015,7,2,2,2,1,6,1,0,2,2,2,0,0,0,0,1,0,0,0,0
"231030",2016,12,4,2,4,2,12,0,0,4,2,4,2,0,0,0,0,0,0,0,0
"231030",2017,4,1,0,3,0,2,2,0,1,0,1,0,0,0,2,0,0,0,0,0
"231030",2018,8,1,0,3,3,8,0,0,1,0,3,3,0,0,0,0,0,0,0,0
"231030",2019,9,3,1,2,3,9,0,0,3,1,2,3,0,0,0,0,0,0,0,0
"231040",2012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231040",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231040",2014,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"231040",2015,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"231040",2016,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"231040",2017,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"231040",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231040",2019,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"231050",2012,9,1,1,3,3,8,0,0,0,1,3,3,0,0,0,0,0,0,0,0
"231050",2013,7,2,1,2,2,5,0,0,1,1,2,1,0,0,0,0,0,0,0,0
"231050",2014,9,3,3,1,2,8,0,0,2,3,1,2,0,0,0,0,0,0,0,0
"231050",2015,10,3,0,3,3,9,1,0,3,0,3,2,0,0,0,1,0,0,0,0
"231050",2016,5,3,0,2,0,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0
"231050",2017,8,2,1,2,3,7,1,0,2,1,2,2,0,0,0,1,0,0,0,0
"231050",2018,5,0,1,1,3,5,0,0,0,1,1,3,0,0,0,0,0,0,0,0
"231050",2019,6,0,0,1,5,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"231060",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231060",2013,4,1,1,0,2,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"231060",2014,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"231060",2015,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"231060",2016,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"231060",2017,2,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"231060",2018,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"231060",2019,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"231070",2012,7,0,1,3,2,7,0,0,0,1,3,2,0,0,0,0,0,0,0,0
"231070",2013,9,1,2,2,4,8,1,0,0,2,2,4,1,0,0,0,0,0,0,0
"231070",2014,6,1,1,1,3,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"231070",2015,4,2,0,1,1,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0
"231070",2016,9,2,3,1,2,9,0,0,2,3,1,2,0,0,0,0,0,0,0,0
"231070",2017,3,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"231070",2018,7,1,1,3,2,7,0,0,1,1,3,2,0,0,0,0,0,0,0,0
"231070",2019,5,0,4,1,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"231080",2012,3,1,1,0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"231080",2013,5,1,1,2,1,4,1,0,1,1,2,0,0,0,0,1,0,0,0,0
"231080",2014,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"231080",2015,4,0,2,2,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"231080",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231080",2017,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"231080",2018,6,1,1,4,0,6,0,0,1,1,4,0,0,0,0,0,0,0,0,0
"231080",2019,3,1,2,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"231085",2012,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"231085",2013,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"231085",2014,4,0,0,3,1,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0
"231085",2015,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"231085",2016,5,3,0,0,2,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0
"231085",2017,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"231085",2018,4,2,1,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"231085",2019,3,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"231090",2012,3,1,0,2,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"231090",2013,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"231090",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231090",2015,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"231090",2016,3,1,0,2,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"231090",2017,3,0,0,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"231090",2018,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"231090",2019,6,0,3,2,1,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"231095",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231095",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231095",2014,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"231095",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231095",2016,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"231095",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231095",2018,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"231095",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231100",2012,3,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"231100",2013,3,1,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"231100",2014,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"231100",2015,4,1,0,3,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0
"231100",2016,4,2,0,1,1,3,1,0,2,0,1,0,0,0,0,1,0,0,0,0
"231100",2017,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"231100",2018,2,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"231100",2019,4,2,1,0,1,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0
"231110",2012,4,0,2,1,1,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"231110",2013,3,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"231110",2014,4,1,0,0,3,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0
"231110",2015,3,1,1,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"231110",2016,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"231110",2017,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"231110",2018,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"231110",2019,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"231120",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231120",2013,6,1,1,2,2,5,0,0,1,1,2,1,0,0,0,0,0,0,0,0
"231120",2014,5,1,2,0,2,5,0,0,1,2,0,2,0,0,0,0,0,0,0,0
"231120",2015,3,0,2,0,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"231120",2016,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"231120",2017,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"231120",2018,3,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"231120",2019,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"231123",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231123",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231123",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231123",2015,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"231123",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231123",2017,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"231123",2018,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"231123",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231126",2012,7,0,2,2,3,6,1,0,0,2,1,3,0,0,1,0,0,0,0,0
"231126",2013,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"231126",2014,2,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"231126",2015,8,1,1,1,5,5,2,0,1,1,1,2,0,0,0,2,0,0,0,0
"231126",2016,7,2,1,3,1,6,1,0,2,0,3,1,0,1,0,0,0,0,0,0
"231126",2017,7,1,1,3,2,6,1,0,1,1,3,1,0,0,0,1,0,0,0,0
"231126",2018,7,1,2,1,3,6,1,0,1,2,1,2,0,0,0,1,0,0,0,0
"231126",2019,4,0,0,2,2,3,1,0,0,0,2,1,0,0,0,1,0,0,0,0
