"ano","codmunres","total_de_nascidos_vivos","nvm_menor_que_20","pop_feminina_10_a_19","mulheres_com_mais_de_tres_partos_anteriores","pop_fem_10_49","abortos_sus_30_a_39","abortos_sus_40_a_49","abortos_sus_menor_30","abortos_ans_30_a_39","abortos_ans_40_a_49","abortos_ans_menor_30","pop_fem_ans_10_49","pop_fem_sus_10_49","total_de_nascidos_vivos_ans","total_de_nascidos_vivos_sus"
2017,431862,54,9,253,4,992,1,0,2,0,0,0,39,953,2,52
2018,431862,62,17,243,2,983,0,0,0,0,0,0,40,943,3,59
2019,431862,67,16,233,4,973,0,0,1,0,0,0,53,920,4,63
2020,431862,52,6,223,3,965,1,0,0,0,0,0,56,909,3,49
2021,431862,71,13,215,3,960,0,0,0,0,0,0,64,896,5,66
2022,431862,75,12,NA,3,NA,1,0,1,0,0,0,NA,NA,NA,NA
2012,431870,2878,453,17976,164,70866,0,0,0,0,0,0,28701,42165,1166,1712
2013,431870,3090,542,17828,162,70789,0,0,0,0,0,0,28174,42615,1230,1860
2014,431870,3063,532,17673,161,70717,0,0,0,0,0,0,28075,42642,1216,1847
2015,431870,3109,505,17524,137,70678,33,9,67,6,1,6,27847,42831,1225,1884
2016,431870,2869,450,17253,149,70684,27,7,52,7,3,2,26648,44036,1082,1787
2017,431870,2981,390,16905,110,70605,38,7,47,3,0,6,25983,44622,1097,1884
2018,431870,2890,358,16543,135,70521,26,8,47,7,0,2,25317,45204,1038,1852
2019,431870,2710,315,16217,151,70445,40,6,41,7,1,2,24797,45648,954,1756
2020,431870,2770,309,15929,146,70369,33,8,47,5,1,3,23996,46373,945,1825
2021,431870,2691,293,15641,165,70275,45,9,64,8,1,2,25721,44554,985,1706
2022,431870,2500,229,NA,126,NA,55,14,58,5,1,3,NA,NA,NA,NA
2012,431880,466,62,3126,13,12331,0,0,0,0,0,0,1406,10925,53,413
2013,431880,390,59,2981,14,12160,0,0,0,0,0,0,1386,10774,44,346
2014,431880,483,78,2836,17,11988,0,0,0,0,0,0,1367,10621,55,428
2015,431880,430,49,2689,8,11812,1,0,4,1,0,0,1311,10501,48,382
2016,431880,449,57,2590,17,11662,0,1,1,0,1,0,1306,10356,50,399
2017,431880,438,46,2481,13,11509,0,0,0,0,0,0,1324,10185,50,388
2018,431880,477,33,2370,15,11354,2,1,2,1,0,0,1317,10037,55,422
2019,431880,396,28,2267,8,11204,3,3,1,1,0,0,1311,9893,46,350
2020,431880,425,23,2168,15,11063,1,5,2,1,0,0,1239,9824,48,377
2021,431880,360,28,2126,12,10960,1,0,3,0,1,0,1249,9711,41,319
2022,431880,367,20,NA,4,NA,6,2,2,1,0,1,NA,NA,NA,NA
2012,431890,405,84,2699,19,10181,0,0,0,0,0,0,631,9550,25,380
2013,431890,424,90,2591,23,9990,0,0,0,0,0,0,619,9371,26,398
2014,431890,416,86,2481,10,9797,0,0,0,0,0,0,656,9141,28,388
2015,431890,493,97,2370,24,9599,1,0,0,0,0,0,624,8975,32,461
2016,431890,483,83,2277,26,9411,0,0,0,1,0,0,668,8743,34,449
2017,431890,436,71,2178,22,9225,0,0,0,0,0,0,720,8505,34,402
2018,431890,437,71,2078,16,9039,0,0,0,0,0,0,687,8352,33,404
2019,431890,521,79,1982,22,8856,0,0,0,1,0,1,708,8148,42,479
2020,431890,492,64,1893,23,8684,1,0,0,0,0,0,695,7989,39,453
2021,431890,478,60,1813,22,8520,0,0,0,0,0,0,784,7736,44,434
2022,431890,459,48,NA,12,NA,1,0,0,0,0,0,NA,NA,NA,NA
2012,431900,226,48,1559,8,6422,0,0,0,0,0,0,3372,3050,119,107
2013,431900,248,39,1512,5,6381,0,0,0,0,0,0,3605,2776,140,108
2014,431900,238,42,1465,3,6332,0,0,0,0,0,0,3609,2723,136,102
2015,431900,260,36,1419,7,6290,4,0,5,0,0,0,3422,2868,141,119
2016,431900,227,22,1388,4,6231,2,0,6,0,0,0,3296,2935,120,107
2017,431900,215,29,1351,4,6166,3,0,2,2,1,1,3194,2972,111,104
2018,431900,213,18,1312,6,6107,1,2,2,0,0,1,3182,2925,111,102
2019,431900,241,20,1277,5,6045,2,1,6,0,0,0,3119,2926,124,117
2020,431900,218,23,1245,3,5982,0,0,5,0,0,0,3111,2871,113,105
2021,431900,215,14,1210,4,5936,0,0,0,0,0,1,3211,2725,116,99
2022,431900,198,19,NA,10,NA,0,2,4,0,0,0,NA,NA,NA,NA
2012,431910,58,9,386,0,1567,0,0,0,0,0,0,96,1471,4,54
2013,431910,62,12,361,0,1521,0,0,0,0,0,0,81,1440,3,59
2014,431910,46,3,336,0,1470,0,0,0,0,0,0,87,1383,3,43
2015,431910,62,7,311,1,1424,0,0,0,0,0,0,85,1339,4,58
2016,431910,67,11,295,1,1389,1,0,0,0,0,0,81,1308,4,63
2017,431910,54,7,280,0,1357,1,0,0,0,0,0,84,1273,3,51
2018,431910,65,4,263,3,1319,0,0,0,0,0,0,74,1245,4,61
2019,431910,56,2,247,1,1287,0,0,0,2,0,0,82,1205,4,52
2020,431910,65,3,232,0,1252,0,0,0,0,0,0,81,1171,4,61
2021,431910,65,2,223,0,1229,0,0,0,1,0,1,84,1145,4,61
2022,431910,51,5,NA,0,NA,0,0,0,0,1,0,NA,NA,NA,NA
2012,431912,26,2,244,0,852,0,0,0,0,0,0,11,841,0,26
2013,431912,31,5,236,1,854,0,0,0,0,0,0,11,843,0,31
2014,431912,31,8,224,3,854,0,0,0,0,0,0,11,843,0,31
2015,431912,29,3,215,3,853,0,0,1,0,0,0,11,842,0,29
2016,431912,36,8,201,1,843,0,0,0,0,0,0,10,833,0,36
2017,431912,32,4,187,2,836,0,0,1,0,0,0,11,825,0,32
2018,431912,18,3,173,0,825,1,0,0,0,0,0,11,814,0,18
2019,431912,29,6,159,2,818,0,0,0,0,0,0,12,806,0,29
2020,431912,21,2,145,1,810,1,0,0,0,0,0,12,798,0,21
2021,431912,23,1,141,0,803,0,0,0,0,0,0,10,793,0,23
2022,431912,30,2,NA,4,NA,1,0,0,0,0,0,NA,NA,NA,NA
2012,431915,92,22,571,6,2113,0,0,0,0,0,0,123,1990,5,87
2013,431915,92,18,547,4,2084,0,0,0,0,0,0,121,1963,5,87
2014,431915,89,19,524,5,2057,0,0,0,0,0,0,78,1979,3,86
2015,431915,106,17,501,5,2030,1,0,0,0,0,0,106,1924,6,100
2016,431915,72,12,475,5,1996,0,0,0,0,0,0,102,1894,4,68
2017,431915,90,9,447,3,1958,1,0,1,0,0,0,123,1835,6,84
2018,431915,72,5,419,5,1920,0,0,0,0,0,0,115,1805,4,68
2019,431915,73,7,392,5,1887,1,0,0,0,0,0,115,1772,4,69
2020,431915,82,9,366,5,1850,1,0,0,0,0,0,104,1746,5,77
2021,431915,70,11,356,4,1831,1,0,2,0,0,0,117,1714,4,66
2022,431915,84,14,NA,6,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431920,72,13,452,6,1542,0,0,0,0,0,0,31,1511,1,71
2013,431920,54,12,424,4,1507,0,0,0,0,0,0,32,1475,1,53
2014,431920,47,6,396,5,1471,0,0,0,0,0,0,32,1439,1,46
2015,431920,56,10,369,5,1439,0,0,0,0,0,0,32,1407,1,55
2016,431920,57,8,345,9,1404,0,0,0,0,0,0,34,1370,1,56
2017,431920,59,9,318,5,1366,0,0,0,0,0,0,40,1326,2,57
2018,431920,46,8,293,3,1328,0,0,0,0,0,0,36,1292,1,45
2019,431920,54,9,267,4,1291,0,0,0,0,0,0,34,1257,1,53
2020,431920,56,11,242,3,1255,0,0,0,0,0,0,36,1219,2,54
2021,431920,58,16,228,3,1223,0,0,0,0,0,0,42,1181,2,56
2022,431920,46,4,NA,4,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431930,60,10,433,2,1619,0,0,0,0,0,0,65,1554,2,58
2013,431930,42,3,395,4,1571,0,0,0,0,0,0,60,1511,2,40
2014,431930,47,9,356,2,1523,0,0,0,0,0,0,69,1454,2,45
2015,431930,41,9,318,0,1475,0,0,0,0,0,0,59,1416,2,39
2016,431930,49,4,298,2,1433,1,0,0,0,0,0,52,1381,2,47
2017,431930,45,5,277,0,1389,0,0,1,0,0,0,46,1343,1,44
2018,431930,55,2,257,1,1347,0,0,1,0,0,0,46,1301,2,53
2019,431930,46,3,236,1,1306,1,0,1,0,0,0,50,1256,2,44
2020,431930,46,4,216,1,1263,1,0,0,0,0,0,49,1214,2,44
2021,431930,57,3,207,1,1233,0,0,0,0,0,0,51,1182,2,55
2022,431930,62,2,NA,1,NA,1,0,2,0,0,0,NA,NA,NA,NA
2012,431935,33,3,268,2,1082,0,0,0,0,0,0,227,855,7,26
2013,431935,46,3,265,1,1095,0,0,0,0,0,0,230,865,10,36
2014,431935,38,3,262,0,1100,0,0,0,0,0,0,236,864,8,30
2015,431935,35,3,259,0,1107,0,0,0,0,0,0,232,875,7,28
2016,431935,42,1,252,0,1115,0,0,1,0,0,0,232,883,9,33
2017,431935,42,4,245,0,1114,1,0,0,0,0,0,227,887,9,33
2018,431935,42,3,237,0,1117,0,1,0,0,0,0,228,889,9,33
2019,431935,31,1,231,0,1119,0,0,1,0,0,0,236,883,7,24
2020,431935,41,2,224,0,1123,2,1,0,0,0,0,244,879,9,32
2021,431935,35,1,219,1,1124,0,0,0,0,0,1,236,888,7,28
2022,431935,40,2,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431936,28,5,162,0,565,0,0,0,0,0,0,2,563,0,28
2013,431936,21,7,162,0,569,0,0,0,0,0,0,2,567,0,21
2014,431936,24,1,162,3,573,0,0,0,0,0,0,3,570,0,24
2015,431936,22,6,162,1,576,0,0,0,0,0,0,3,573,0,22
2016,431936,28,4,155,1,572,1,0,1,0,0,0,2,570,0,28
2017,431936,25,3,148,0,576,0,0,1,0,0,0,2,574,0,25
2018,431936,19,4,140,0,573,0,0,0,0,0,0,2,571,0,19
2019,431936,18,3,133,0,572,0,0,1,0,0,0,3,569,0,18
2020,431936,13,1,127,0,572,0,0,1,0,0,0,1,571,0,13
2021,431936,18,5,119,0,568,0,0,0,0,0,0,1,567,0,18
2022,431936,29,3,NA,1,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431937,24,3,199,0,791,0,0,0,0,0,0,21,770,1,23
2013,431937,21,1,187,1,781,0,0,0,0,0,0,26,755,1,20
2014,431937,34,2,173,0,767,0,0,0,0,0,0,28,739,1,33
2015,431937,24,3,160,1,756,1,0,0,0,0,0,29,727,1,23
2016,431937,20,1,154,0,748,0,0,0,0,0,0,62,686,2,18
2017,431937,31,2,149,0,738,0,0,0,0,0,0,111,627,5,26
2018,431937,25,1,142,0,731,0,0,0,1,0,0,107,624,4,21
2019,431937,36,1,136,0,720,0,0,0,0,0,0,109,611,5,31
2020,431937,25,2,131,0,713,0,0,0,0,0,1,114,599,4,21
2021,431937,25,2,127,0,705,0,0,0,0,0,0,110,595,4,21
2022,431937,26,1,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431940,149,25,1146,9,4550,0,0,0,0,0,0,214,4336,7,142
2013,431940,159,33,1101,3,4463,0,0,0,0,0,0,241,4222,9,150
2014,431940,153,24,1057,3,4388,0,0,0,0,0,0,211,4177,7,146
2015,431940,162,24,1014,6,4316,2,1,6,0,0,0,229,4087,9,153
2016,431940,162,21,980,5,4248,0,0,2,0,0,0,217,4031,8,154
2017,431940,153,15,942,6,4178,1,0,0,1,0,0,230,3948,8,145
2018,431940,143,15,904,5,4108,1,1,1,0,1,0,230,3878,8,135
2019,431940,181,21,867,7,4040,0,0,3,0,0,0,222,3818,10,171
2020,431940,174,13,833,15,3974,0,0,0,0,0,0,211,3763,9,165
2021,431940,131,14,806,9,3910,1,1,0,0,1,0,219,3691,7,124
2022,431940,172,16,NA,9,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431950,317,57,1882,11,7385,0,0,0,0,0,0,1285,6100,55,262
2013,431950,328,52,1868,14,7399,0,0,0,0,0,0,1213,6186,54,274
2014,431950,353,73,1856,12,7405,0,0,0,0,0,0,1318,6087,63,290
2015,431950,354,57,1843,22,7412,2,0,4,3,0,0,1342,6070,64,290
2016,431950,341,53,1820,16,7404,6,1,7,1,0,0,1311,6093,60,281
2017,431950,303,38,1789,13,7398,4,0,3,1,0,0,1272,6126,52,251
2018,431950,328,35,1757,19,7374,3,2,4,0,0,0,1224,6150,54,274
2019,431950,298,29,1729,15,7360,3,0,1,3,0,0,1214,6146,49,249
2020,431950,292,40,1705,14,7347,4,1,6,1,0,1,1212,6135,48,244
2021,431950,278,27,1668,7,7355,1,2,2,1,2,0,1302,6053,49,229
2022,431950,275,33,NA,5,NA,8,0,5,0,0,0,NA,NA,NA,NA
2012,431960,242,44,1803,10,6724,0,0,0,0,0,0,316,6408,11,231
2013,431960,254,39,1736,17,6604,0,0,0,0,0,0,310,6294,12,242
2014,431960,243,44,1667,8,6477,0,0,0,0,0,0,304,6173,11,232
2015,431960,261,42,1600,6,6359,3,0,2,0,0,0,280,6079,11,250
2016,431960,218,40,1535,7,6248,1,1,3,0,0,0,281,5967,10,208
2017,431960,259,44,1464,5,6130,2,0,1,0,1,0,282,5848,12,247
2018,431960,255,46,1391,8,6015,3,0,4,2,0,0,283,5732,12,243
2019,431960,247,37,1323,14,5909,0,1,4,0,1,0,278,5631,12,235
2020,431960,242,35,1258,6,5798,4,0,3,1,1,0,273,5525,11,231
2021,431960,233,28,1211,8,5719,0,0,2,0,0,0,286,5433,12,221
2022,431960,228,28,NA,7,NA,1,0,1,0,0,0,NA,NA,NA,NA
2012,431970,31,4,253,1,921,0,0,0,0,0,0,46,875,2,29
2013,431970,27,3,236,0,893,0,0,0,0,0,0,55,838,2,25
2014,431970,38,8,218,2,865,0,0,0,0,0,0,62,803,3,35
2015,431970,42,5,200,1,837,0,0,0,0,0,0,58,779,3,39
2016,431970,40,7,188,1,814,0,0,0,0,0,0,60,754,3,37
2017,431970,31,3,175,1,790,0,1,0,0,0,0,69,721,3,28
2018,431970,37,4,162,0,767,0,0,0,1,0,0,55,712,3,34
2019,431970,31,2,150,0,745,0,0,0,0,0,0,67,678,3,28
2020,431970,24,4,137,0,720,0,0,0,1,0,0,72,648,2,22
2021,431970,26,1,130,2,698,0,1,0,0,0,0,82,616,3,23
2022,431970,32,2,NA,0,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,431971,5,1,113,0,533,0,0,0,0,0,0,46,487,0,5
2013,431971,15,2,109,0,530,0,0,0,0,0,0,43,487,1,14
2014,431971,20,2,103,0,527,0,0,0,0,0,0,51,476,2,18
2015,431971,22,5,98,0,524,0,0,0,0,0,0,52,472,2,20
2016,431971,18,3,95,0,518,0,0,0,0,0,0,50,468,2,16
2017,431971,9,0,92,0,511,0,0,0,0,0,0,50,461,1,8
2018,431971,13,0,89,1,506,0,0,1,0,0,0,43,463,1,12
2019,431971,14,0,85,1,499,0,0,0,0,0,0,43,456,1,13
2020,431971,23,4,82,1,493,0,1,1,0,0,0,44,449,2,21
2021,431971,14,1,80,0,492,0,0,0,0,0,0,46,446,1,13
2022,431971,17,0,NA,1,NA,1,0,1,0,0,0,NA,NA,NA,NA
2012,431973,49,15,249,0,759,0,0,0,0,0,0,2,757,0,49
2013,431973,42,15,245,5,760,0,0,0,0,0,0,2,758,0,42
2014,431973,30,10,240,0,760,0,0,0,0,0,0,3,757,0,30
2015,431973,32,20,235,1,760,0,0,0,0,0,0,4,756,0,32
2016,431973,36,9,227,0,758,0,0,0,0,0,0,4,754,0,36
2017,431973,37,6,219,1,753,0,0,0,0,0,0,2,751,0,37
2018,431973,45,11,211,0,750,0,0,0,1,0,0,4,746,0,45
2019,431973,37,11,204,1,749,0,0,0,2,0,0,3,746,0,37
2020,431973,44,13,196,2,745,0,0,0,0,0,0,3,742,0,44
2021,431973,39,7,189,0,741,0,0,0,0,0,0,2,739,0,39
2022,431973,37,4,NA,1,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,431975,20,1,139,0,625,0,0,0,0,0,0,129,496,4,16
2013,431975,21,0,130,0,627,0,0,0,0,0,0,129,498,4,17
2014,431975,21,3,121,0,630,0,0,0,0,0,0,130,500,4,17
2015,431975,25,0,113,0,633,0,0,1,0,0,0,118,515,5,20
2016,431975,20,2,112,0,635,0,0,0,0,0,0,132,503,4,16
2017,431975,21,0,110,0,633,1,0,1,0,0,0,128,505,4,17
2018,431975,27,1,108,1,631,0,0,0,0,0,0,128,503,5,22
2019,431975,23,0,108,0,630,0,0,1,0,0,0,130,500,5,18
2020,431975,26,0,106,0,630,1,0,0,0,0,0,131,499,5,21
2021,431975,25,1,107,0,631,2,0,0,0,0,0,136,495,5,20
2022,431975,19,0,NA,0,NA,0,1,0,0,0,0,NA,NA,NA,NA
2012,431980,87,17,731,8,2541,0,0,0,0,0,0,168,2373,6,81
2013,431980,101,13,705,9,2521,0,0,0,0,0,0,154,2367,6,95
2014,431980,91,22,681,4,2502,0,0,0,0,0,0,158,2344,6,85
2015,431980,101,14,653,5,2480,1,0,3,0,0,0,164,2316,7,94
2016,431980,99,14,614,7,2440,0,0,0,0,0,0,161,2279,7,92
2017,431980,92,15,581,5,2404,1,0,0,0,0,0,159,2245,6,86
2018,431980,73,8,544,4,2369,0,0,0,0,0,0,159,2210,5,68
2019,431980,79,11,507,8,2329,0,0,2,0,0,0,156,2173,5,74
2020,431980,78,8,472,4,2296,1,0,0,1,0,0,147,2149,5,73
2021,431980,61,8,457,3,2273,0,0,0,0,0,0,141,2132,4,57
2022,431980,89,8,NA,4,NA,0,1,0,0,0,0,NA,NA,NA,NA
2012,431990,1084,192,6568,50,24762,0,0,0,0,0,0,3368,21394,147,937
2013,431990,1114,192,6525,56,24756,0,0,0,0,0,0,2822,21934,127,987
2014,431990,1199,191,6481,50,24759,0,0,0,0,0,0,3021,21738,146,1053
2015,431990,1213,168,6449,29,24777,24,6,36,1,0,0,3171,21606,155,1058
2016,431990,1148,153,6303,39,24691,19,11,34,1,0,1,3383,21308,157,991
2017,431990,1198,157,6138,52,24584,26,10,43,0,0,1,3270,21314,159,1039
2018,431990,1198,146,5964,40,24471,27,13,40,3,0,1,4356,20115,213,985
2019,431990,1174,132,5802,51,24376,23,10,47,2,0,0,4339,20037,209,965
2020,431990,1144,129,5654,38,24266,41,5,36,1,0,0,4368,19898,206,938
2021,431990,1066,92,5513,36,24161,21,7,48,1,0,0,3697,20464,163,903
2022,431990,1070,80,NA,31,NA,21,14,35,1,0,0,NA,NA,NA,NA
2012,432000,1902,338,11222,68,42934,0,0,0,0,0,0,15542,27392,689,1213
2013,432000,1912,300,11160,87,42900,0,0,0,0,0,0,15959,26941,711,1201
2014,432000,2012,322,11093,70,42860,0,0,0,0,0,0,15730,27130,738,1274
2015,432000,2057,308,11029,82,42842,39,6,74,3,1,2,15166,27676,728,1329
2016,432000,1910,279,10832,61,42743,22,7,56,2,1,1,14661,28082,655,1255
2017,432000,1855,245,10589,59,42610,37,7,47,4,1,2,14274,28336,621,1234
2018,432000,1749,186,10340,59,42482,31,8,33,2,0,1,14274,28208,588,1161
2019,432000,1551,176,10113,52,42347,18,16,41,0,0,0,13763,28584,504,1047
2020,432000,1629,159,9911,54,42221,20,9,22,0,2,2,13595,28626,525,1104
2021,432000,1471,139,9666,57,42084,19,6,26,3,1,3,14561,27523,509,962
2022,432000,1433,135,NA,57,NA,23,3,31,3,0,2,NA,NA,NA,NA
2012,432010,257,40,1766,12,7008,0,0,0,0,0,0,526,6482,19,238
2013,432010,256,31,1734,10,7021,0,0,0,0,0,0,491,6530,18,238
2014,432010,277,35,1701,3,7038,0,0,0,0,0,0,479,6559,19,258
2015,432010,312,43,1670,7,7063,2,0,3,0,0,0,473,6590,21,291
2016,432010,272,27,1656,6,7074,4,2,4,0,0,0,488,6586,19,253
2017,432010,320,42,1633,11,7081,2,0,0,0,0,0,482,6599,22,298
2018,432010,309,35,1609,6,7081,5,1,5,0,0,0,517,6564,23,286
2019,432010,324,29,1586,8,7080,1,0,1,0,0,0,538,6542,25,299
2020,432010,302,27,1570,8,7080,0,0,3,0,0,0,552,6528,24,278
2021,432010,307,20,1540,7,7080,1,1,4,1,0,0,573,6507,25,282
2022,432010,274,23,NA,12,NA,0,0,3,0,0,0,NA,NA,NA,NA
2012,432020,96,10,879,1,3158,0,0,0,0,0,0,152,3006,5,91
2013,432020,136,24,849,6,3106,0,0,0,0,0,0,149,2957,7,129
2014,432020,166,29,819,9,3053,0,0,0,0,0,0,122,2931,7,159
2015,432020,156,23,788,8,3000,2,1,2,0,0,0,141,2859,7,149
2016,432020,150,20,746,9,2947,1,0,2,0,0,0,141,2806,7,143
2017,432020,174,23,714,6,2907,1,0,2,1,0,0,134,2773,8,166
2018,432020,172,27,675,5,2851,2,0,2,1,0,0,137,2714,8,164
2019,432020,184,22,637,6,2811,0,0,1,0,0,0,149,2662,10,174
2020,432020,193,22,601,6,2764,3,1,0,0,0,0,171,2593,12,181
2021,432020,186,23,582,7,2731,1,0,2,0,0,0,175,2556,12,174
2022,432020,192,20,NA,8,NA,1,0,0,0,0,0,NA,NA,NA,NA
2012,432023,28,6,239,2,824,0,0,0,0,0,0,30,794,1,27
2013,432023,30,5,227,3,810,0,0,0,0,0,0,29,781,1,29
2014,432023,31,7,215,1,796,0,0,0,0,0,0,24,772,1,30
2015,432023,31,6,203,0,783,0,0,0,0,0,0,26,757,1,30
2016,432023,27,2,188,0,766,0,0,0,0,0,0,28,738,1,26
2017,432023,32,7,174,0,751,0,0,0,0,0,0,28,723,1,31
2018,432023,37,2,159,0,735,0,0,0,0,0,0,31,704,2,35
2019,432023,38,4,144,0,718,0,0,0,0,0,0,28,690,1,37
2020,432023,31,2,130,1,702,1,0,2,0,0,0,25,677,1,30
2021,432023,22,2,125,0,692,0,0,2,0,0,0,24,668,1,21
2022,432023,27,0,NA,1,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,432026,65,14,623,1,2086,0,0,0,0,0,0,23,2063,1,64
2013,432026,62,11,600,2,2079,0,0,0,0,0,0,25,2054,1,61
2014,432026,58,15,577,4,2074,0,0,0,0,0,0,25,2049,1,57
2015,432026,79,12,554,5,2065,2,0,0,0,0,0,27,2038,1,78
2016,432026,84,13,533,4,2056,0,0,0,0,0,0,27,2029,1,83
2017,432026,64,14,509,2,2046,0,0,0,0,0,0,25,2021,1,63
2018,432026,90,13,484,4,2038,0,0,1,0,0,0,22,2016,1,89
2019,432026,71,15,462,2,2029,0,0,1,1,0,0,103,1926,4,67
2020,432026,68,6,440,2,2020,0,0,0,0,0,0,105,1915,4,64
2021,432026,90,7,426,1,2003,0,0,0,0,0,0,102,1901,5,85
2022,432026,66,8,NA,0,NA,0,1,0,0,0,0,NA,NA,NA,NA
2012,432030,56,8,345,0,1432,0,0,0,0,0,0,132,1300,5,51
2013,432030,47,6,336,2,1407,0,0,0,0,0,0,129,1278,4,43
2014,432030,56,8,327,0,1382,0,0,0,0,0,0,127,1255,5,51
2015,432030,51,4,318,1,1357,0,0,0,0,0,0,125,1232,5,46
2016,432030,57,6,306,1,1334,0,0,1,0,0,0,140,1194,6,51
2017,432030,51,3,291,0,1308,0,0,0,0,0,0,129,1179,5,46
2018,432030,63,11,277,6,1283,0,0,0,0,0,0,117,1166,6,57
2019,432030,44,3,264,0,1260,0,0,0,0,0,0,116,1144,4,40
2020,432030,47,6,251,0,1236,1,0,1,0,0,0,108,1128,4,43
2021,432030,49,5,240,0,1217,0,0,0,1,0,0,106,1111,4,45
2022,432030,40,3,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,432032,23,3,195,0,799,0,0,0,0,0,0,36,763,1,22
2013,432032,23,3,181,0,781,0,0,0,0,0,0,35,746,1,22
2014,432032,37,6,166,1,767,0,0,0,0,0,0,35,732,2,35
2015,432032,28,4,151,1,749,0,0,0,0,0,0,34,715,1,27
2016,432032,27,3,146,0,735,0,0,0,0,0,0,32,703,1,26
2017,432032,33,3,140,0,721,0,0,0,0,0,0,27,694,1,32
2018,432032,24,1,134,2,703,0,0,0,0,0,0,27,676,1,23
2019,432032,30,2,129,0,691,0,0,0,0,0,0,36,655,2,28
2020,432032,26,2,124,0,676,0,0,1,0,0,0,33,643,1,25
2021,432032,20,1,121,0,666,0,0,1,0,0,0,30,636,1,19
2022,432032,26,4,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
2012,432035,51,10,424,2,1495,0,0,0,0,0,0,13,1482,0,51
2013,432035,52,12,417,3,1497,0,0,0,0,0,0,16,1481,1,51
2014,432035,54,12,412,1,1505,0,0,0,0,0,0,23,1482,1,53
2015,432035,52,11,405,3,1508,0,0,0,0,0,0,23,1485,1,51
2016,432035,51,9,391,0,1498,0,0,2,0,0,0,22,1476,1,50
2017,432035,52,6,378,2,1488,0,0,0,0,0,0,24,1464,1,51
2018,432035,65,15,363,0,1476,0,1,0,0,0,0,24,1452,1,64
2019,432035,40,6,349,2,1468,0,2,1,0,0,0,18,1450,0,40
2020,432035,49,12,336,2,1457,0,0,1,0,0,0,17,1440,1,48
2021,432035,41,6,321,0,1447,1,0,0,0,0,0,17,1430,0,41
2022,432035,46,3,NA,0,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,432040,170,23,1123,5,4650,0,0,0,0,0,0,1665,2985,61,109
2013,432040,168,12,1133,9,4703,0,0,0,0,0,0,1646,3057,59,109
2014,432040,186,19,1142,1,4757,0,0,0,0,0,0,1727,3030,68,118
2015,432040,208,26,1153,4,4821,4,2,3,2,0,1,1784,3037,77,131
2016,432040,213,12,1160,2,4885,2,0,3,2,0,0,1788,3097,78,135
2017,432040,202,22,1161,6,4937,4,0,2,0,0,1,1802,3135,74,128
2018,432040,176,15,1160,3,4988,3,0,2,1,0,0,1671,3317,59,117
2019,432040,202,15,1161,7,5042,2,0,4,1,0,0,1634,3408,65,137
2020,432040,213,24,1165,3,5088,0,1,5,0,0,0,1598,3490,67,146
2021,432040,195,18,1156,5,5127,2,1,2,0,1,0,1810,3317,69,126
2022,432040,182,15,NA,6,NA,0,1,2,2,0,0,NA,NA,NA,NA
2012,432045,12,1,148,1,569,0,0,0,0,0,0,14,555,0,12
2013,432045,26,1,137,2,551,0,0,0,0,0,0,9,542,0,26
2014,432045,13,1,125,0,530,0,0,0,0,0,0,12,518,0,13
2015,432045,16,2,114,1,513,0,0,0,0,0,0,16,497,0,16
2016,432045,19,1,107,0,496,0,0,0,0,0,0,16,480,1,18
2017,432045,24,3,100,1,479,0,0,0,0,0,0,18,461,1,23
2018,432045,13,1,92,0,461,2,0,0,0,0,0,25,436,1,12
2019,432045,14,1,85,1,444,0,0,0,0,0,0,24,420,1,13
2020,432045,22,1,78,1,428,0,0,0,0,1,0,18,410,1,21
2021,432045,19,2,73,0,415,0,0,0,0,0,0,24,391,1,18
2022,432045,16,1,NA,0,NA,0,0,1,0,0,0,NA,NA,NA,NA
2012,432050,52,9,449,2,1754,0,0,0,0,0,0,149,1605,4,48
2013,432050,60,11,420,1,1695,0,0,0,0,0,0,144,1551,5,55
2014,432050,47,10,392,1,1645,0,0,0,0,0,0,140,1505,4,43
2015,432050,50,4,363,4,1578,0,0,0,0,0,0,134,1444,4,46
2016,432050,54,9,340,5,1523,0,0,0,1,0,0,129,1394,5,49
2017,432050,60,9,316,1,1464,1,0,2,0,0,0,123,1341,5,55
2018,432050,60,6,292,1,1410,0,0,1,0,0,0,123,1287,5,55
2019,432050,61,8,269,0,1360,0,0,0,0,0,0,116,1244,5,56
2020,432050,61,5,245,1,1304,0,0,0,0,0,0,112,1192,5,56
2021,432050,60,4,230,2,1271,0,0,4,0,0,0,104,1167,5,55
2022,432050,56,3,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA
