"codmunres";"ano";"total_de_nascidos_vivos";"nascidos_vivos_asfixia1";"nascidos_vivos_asfixia2"
150090;2019;809;13;13
150090;2020;860;4;4
150090;2021;900;8;8
150095;2015;440;9;9
150095;2016;395;3;3
150095;2017;401;8;8
150095;2018;368;11;11
150095;2019;425;6;6
150095;2020;364;7;7
150095;2021;414;1;1
150100;2015;198;6;6
150100;2016;205;4;4
150100;2017;160;6;6
150100;2018;182;2;2
150100;2019;146;1;1
150100;2020;146;2;2
150100;2021;184;2;2
150110;2015;556;6;6
150110;2016;562;6;6
150110;2017;553;12;12
150110;2018;582;13;13
150110;2019;549;11;11
150110;2020;528;7;7
150110;2021;576;10;10
150120;2015;575;10;10
150120;2016;567;8;8
150120;2017;630;10;10
150120;2018;580;7;7
150120;2019;501;5;5
150120;2020;511;7;7
150120;2021;590;2;2
150125;2015;45;1;1
150125;2016;37;1;1
150125;2017;49;0;0
150125;2018;49;0;0
150125;2019;46;1;1
150125;2020;57;0;0
150125;2021;53;0;0
150130;2015;2098;20;20
150130;2016;2148;12;12
150130;2017;2154;13;13
150130;2018;2274;19;19
150130;2019;2294;25;25
150130;2020;2271;17;17
150130;2021;2270;16;16
150140;2015;21250;166;166
150140;2016;19250;154;154
150140;2017;19409;145;145
150140;2018;19348;174;174
150140;2019;18587;157;157
150140;2020;16966;137;137
150140;2021;16816;126;126
150145;2015;273;8;8
150145;2016;241;6;6
150145;2017;272;8;8
150145;2018;296;8;8
150145;2019;314;6;6
150145;2020;309;6;6
150145;2021;291;4;4
150150;2015;1008;8;8
150150;2016;950;6;6
150150;2017;1041;4;4
150150;2018;1037;10;10
150150;2019;999;17;17
150150;2020;884;5;5
150150;2021;942;5;5
150157;2015;253;0;0
150157;2016;248;1;1
150157;2017;225;3;3
150157;2018;277;1;1
150157;2019;292;1;1
150157;2020;254;1;1
150157;2021;284;5;5
150160;2015;212;0;0
150160;2016;182;2;2
150160;2017;184;0;0
150160;2018;188;0;0
150160;2019;210;1;1
150160;2020;202;3;3
150160;2021;194;0;0
150170;2015;2192;22;22
150170;2016;2126;24;24
150170;2017;2099;19;19
150170;2018;2203;16;16
150170;2019;2127;15;15
150170;2020;2056;21;21
150170;2021;2155;13;13
150172;2015;255;1;1
150172;2016;272;2;2
150172;2017;333;2;2
150172;2018;351;5;5
150172;2019;325;3;3
150172;2020;292;1;1
150172;2021;337;2;2
150175;2015;103;0;0
150175;2016;79;0;0
150175;2017;93;1;1
150175;2018;92;0;0
150175;2019;100;0;0
150175;2020;107;0;0
150175;2021;112;3;3
150178;2015;832;9;9
150178;2016;766;9;9
150178;2017;785;5;5
150178;2018;790;4;4
150178;2019;765;4;4
150178;2020;709;6;6
150178;2021;733;6;6
150180;2015;2588;77;77
150180;2016;2541;63;63
150180;2017;2723;56;56
150180;2018;2849;65;65
150180;2019;2772;33;33
150180;2020;2761;49;49
150180;2021;2830;37;37
150190;2015;482;5;5
150190;2016;504;6;6
150190;2017;473;3;3
150190;2018;474;7;7
150190;2019;463;2;2
150190;2020;409;0;0
150190;2021;413;4;4
150195;2015;304;1;1
150195;2016;344;2;2
150195;2017;311;2;2
150195;2018;306;3;3
150195;2019;309;3;3
150195;2020;294;2;2
150195;2021;344;0;0
150200;2015;319;8;8
150200;2016;339;7;7
150200;2017;330;4;4
150200;2018;350;2;2
150200;2019;343;9;9
150200;2020;314;9;9
150200;2021;311;3;3
150210;2015;2445;35;35
150210;2016;2406;31;31
150210;2017;2417;56;56
150210;2018;2678;71;71
150210;2019;2488;92;92
150210;2020;2347;100;100
150210;2021;2520;112;112
150215;2015;1332;9;9
150215;2016;1380;11;11
150215;2017;1234;10;10
150215;2018;1232;14;14
150215;2019;1174;7;7
150215;2020;1300;7;7
150215;2021;1434;19;19
150220;2015;1138;5;5
150220;2016;1050;13;13
150220;2017;1040;7;7
150220;2018;1046;6;6
150220;2019;1059;9;9
150220;2020;985;4;4
150220;2021;1058;7;7
150230;2015;859;18;18
150230;2016;807;14;14
150230;2017;815;11;11
150230;2018;941;5;5
150230;2019;946;2;2
150230;2020;911;5;5
150230;2021;862;11;11
150240;2015;3300;25;25
150240;2016;3129;22;22
150240;2017;3196;20;20
150240;2018;3305;26;26
150240;2019;3347;31;31
150240;2020;3074;27;27
150240;2021;3275;18;18
150250;2015;355;3;3
150250;2016;370;2;2
150250;2017;372;4;4
150250;2018;419;2;2
150250;2019;342;2;2
150250;2020;428;3;3
150250;2021;408;2;2
150260;2015;184;2;2
150260;2016;199;3;3
150260;2017;164;5;5
150260;2018;184;2;2
150260;2019;157;3;3
150260;2020;135;1;1
150260;2021;141;0;0
150270;2015;787;9;9
150270;2016;758;8;8
150270;2017;777;5;5
150270;2018;791;4;4
150270;2019;707;3;3
150270;2020;713;7;7
150270;2021;745;6;6
150275;2015;536;16;16
150275;2016;500;8;8
150275;2017;498;12;12
150275;2018;562;3;3
150275;2019;546;6;6
150275;2020;461;6;6
150275;2021;526;3;3
150276;2015;138;2;2
150276;2016;158;2;2
150276;2017;166;4;4
150276;2018;180;0;0
150276;2019;200;4;4
150276;2020;221;0;0
150276;2021;212;1;1
150277;2015;400;2;2
150277;2016;328;1;1
150277;2017;290;5;5
150277;2018;308;1;1
150277;2019;312;5;5
150277;2020;311;1;1
150277;2021;378;5;5
150280;2015;681;15;15
150280;2016;698;14;14
150280;2017;733;13;13
150280;2018;748;13;13
150280;2019;699;9;9
150280;2020;699;8;8
150280;2021;728;11;11
150285;2015;208;2;2
150285;2016;208;1;1
150285;2017;192;4;4
150285;2018;238;2;2
150285;2019;239;1;1
150285;2020;236;1;1
150285;2021;215;1;1
150290;2015;526;1;1
150290;2016;527;5;5
150290;2017;491;6;6
150290;2018;555;6;6
150290;2019;548;7;7
150290;2020;474;3;3
150290;2021;517;5;5
150293;2015;762;6;6
150293;2016;692;8;8
150293;2017;692;6;6
150293;2018;647;11;11
150293;2019;596;5;5
150293;2020;627;7;7
150293;2021;680;5;5
150295;2015;504;6;6
150295;2016;409;6;6
150295;2017;413;1;1
150295;2018;530;3;3
150295;2019;483;5;5
150295;2020;458;1;1
150295;2021;477;5;5
150300;2015;124;3;3
150300;2016;121;5;5
150300;2017;153;2;2
150300;2018;142;1;1
150300;2019;124;3;3
150300;2020;149;1;1
150300;2021;133;4;4
150304;2015;327;0;0
150304;2016;327;2;2
150304;2017;337;1;1
150304;2018;376;4;4
150304;2019;346;3;3
150304;2020;298;1;1
150304;2021;324;5;5
150307;2015;431;10;10
150307;2016;411;3;3
150307;2017;411;1;1
150307;2018;423;2;2
150307;2019;487;2;2
150307;2020;450;1;1
150307;2021;395;4;4
150309;2015;524;5;5
150309;2016;463;4;4
150309;2017;545;5;5
150309;2018;575;1;1
150309;2019;558;0;0
150309;2020;584;2;2
150309;2021;576;2;2
150310;2015;691;12;12
150310;2016;736;13;13
150310;2017;756;9;9
150310;2018;764;5;5
150310;2019;774;5;5
150310;2020;721;8;8
150310;2021;768;9;9
150320;2015;567;2;2
150320;2016;550;7;7
150320;2017;564;3;3
150320;2018;578;4;4
150320;2019;557;2;2
150320;2020;549;8;8
150320;2021;531;1;1
150330;2015;1114;14;14
150330;2016;1055;6;6
150330;2017;1047;7;7
150330;2018;1079;24;24
150330;2019;1144;18;18
150330;2020;1013;15;15
150330;2021;1134;12;12
150340;2015;177;3;3
150340;2016;162;3;3
150340;2017;175;2;2
150340;2018;185;3;3
150340;2019;162;2;2
150340;2020;179;2;2
150340;2021;178;0;0
150345;2015;576;18;18
150345;2016;596;9;9
150345;2017;594;9;9
150345;2018;626;7;7
150345;2019;642;5;5
150345;2020;577;5;5
150345;2021;636;5;5
150350;2015;462;0;0
150350;2016;437;3;3
150350;2017;420;7;7
150350;2018;434;6;6
150350;2019;456;5;5
150350;2020;419;2;2
150350;2021;450;3;3
150360;2015;1950;38;38
150360;2016;2003;35;35
150360;2017;2377;63;63
150360;2018;2291;61;61
150360;2019;2359;45;45
150360;2020;2364;31;31
150360;2021;2599;42;42
150370;2015;899;9;9
150370;2016;840;2;2
150370;2017;781;4;4
150370;2018;844;7;7
150370;2019;846;13;13
150370;2020;842;6;6
150370;2021;782;6;6
150375;2015;614;4;4
150375;2016;587;2;2
150375;2017;619;3;3
150375;2018;602;0;0
150375;2019;588;1;1
150375;2020;665;3;3
150375;2021;673;5;5
150380;2015;882;10;10
150380;2016;794;6;6
150380;2017;737;7;7
150380;2018;751;8;8
150380;2019;715;7;7
150380;2020;674;5;5
150380;2021;686;6;6
150390;2015;1063;20;20
150390;2016;1140;25;25
150390;2017;1042;12;12
150390;2018;1091;8;8
150390;2019;1126;14;14
150390;2020;1075;16;16
150390;2021;1128;18;18
150400;2015;445;15;15
150400;2016;456;10;10
150400;2017;402;6;6
150400;2018;443;9;9
150400;2019;469;15;15
150400;2020;461;18;18
150400;2021;471;20;20
150405;2015;635;3;3
150405;2016;591;9;9
150405;2017;559;2;2
150405;2018;648;9;9
150405;2019;564;2;2
150405;2020;538;3;3
150405;2021;547;6;6
150410;2015;112;1;1
150410;2016;97;1;1
150410;2017;90;0;0
150410;2018;93;1;1
150410;2019;117;2;2
150410;2020;90;1;1
150410;2021;97;1;1
150420;2015;5173;39;39
150420;2016;4751;37;37
150420;2017;4764;25;25
150420;2018;4943;28;28
150420;2019;4822;29;29
150420;2020;4594;25;25
150420;2021;4670;50;50
150430;2015;427;3;3
150430;2016;383;2;2
150430;2017;362;2;2
150430;2018;384;8;8
150430;2019;350;5;5
150430;2020;357;1;1
150430;2021;394;1;1
150440;2015;330;1;1
150440;2016;329;4;4
150440;2017;324;4;4
150440;2018;292;2;2
150440;2019;304;2;2
150440;2020;311;3;3
150440;2021;312;3;3
150442;2015;1863;16;16
150442;2016;1794;18;18
150442;2017;1794;8;8
150442;2018;1714;19;19
150442;2019;1813;20;20
150442;2020;1666;14;14
150442;2021;1697;10;10
150445;2015;430;2;2
150445;2016;432;5;5
150445;2017;463;6;6
150445;2018;422;2;2
150445;2019;491;3;3
150445;2020;476;2;2
150445;2021;461;3;3
150450;2015;596;12;12
150450;2016;537;7;7
150450;2017;562;4;4
150450;2018;631;11;11
150450;2019;642;7;7
150450;2020;594;9;9
150450;2021;638;21;21
150460;2015;482;4;4
150460;2016;506;6;6
150460;2017;485;0;0
150460;2018;464;10;10
150460;2019;460;5;5
150460;2020;481;3;3
150460;2021;524;7;7
150470;2015;1249;19;19
150470;2016;1204;46;46
150470;2017;1229;43;43
150470;2018;1312;18;18
150470;2019;1305;15;15
150470;2020;1307;14;14
150470;2021;1333;15;15
150475;2015;150;4;4
150475;2016;225;6;6
150475;2017;229;5;5
150475;2018;289;7;7
150475;2019;335;4;4
150475;2020;284;3;3
150475;2021;286;1;1
150480;2015;1151;32;32
150480;2016;1138;16;16
150480;2017;1107;24;24
150480;2018;1032;15;15
150480;2019;1050;9;9
150480;2020;1071;14;14
150480;2021;1128;6;6
150490;2015;601;9;9
150490;2016;605;12;12
150490;2017;572;16;16
150490;2018;578;22;22
150490;2019;616;17;17
150490;2020;599;36;36
150490;2021;686;25;25
150495;2015;449;28;28
150495;2016;445;19;19
150495;2017;386;5;5
150495;2018;406;6;6
150495;2019;347;5;5
150495;2020;361;5;5
150495;2021;338;7;7
150497;2015;199;1;1
150497;2016;217;4;4
150497;2017;218;3;3
150497;2018;223;7;7
150497;2019;229;1;1
150497;2020;225;3;3
150497;2021;192;0;0
150500;2015;153;0;0
150500;2016;165;1;1
150500;2017;161;0;0
150500;2018;134;0;0
150500;2019;131;2;2
150500;2020;137;2;2
150500;2021;144;0;0
150503;2015;620;4;4
150503;2016;553;5;5
150503;2017;621;5;5
150503;2018;631;10;10
150503;2019;585;6;6
150503;2020;617;2;2
150503;2021;717;14;14
150506;2015;1334;1;1
150506;2016;1211;13;13
150506;2017;1252;5;5
150506;2018;1240;11;11
150506;2019;1193;11;11
150506;2020;1194;6;6
150506;2021;1280;11;11
150510;2015;983;10;10
150510;2016;985;8;8
150510;2017;1019;11;11
150510;2018;1019;4;4
150510;2019;1092;5;5
150510;2020;1063;3;3
150510;2021;1042;11;11
150520;2015;731;8;8
150520;2016;649;12;12
150520;2017;691;19;19
150520;2018;726;14;14
150520;2019;673;19;19
150520;2020;662;16;16
150520;2021;760;25;25
150530;2015;1397;31;31
150530;2016;1399;30;30
150530;2017;1403;32;32
150530;2018;1547;32;32
150530;2019;1550;35;35
150530;2020;1512;43;43
150530;2021;1567;27;27
150540;2015;322;6;6
150540;2016;281;4;4
150540;2017;300;0;0
150540;2018;322;3;3
150540;2019;310;1;1
150540;2020;296;2;2
150540;2021;295;3;3
150543;2015;638;2;2
150543;2016;630;4;4
150543;2017;675;6;6
150543;2018;725;7;7
150543;2019;707;13;13
150543;2020;680;15;15
150543;2021;647;15;15
150548;2015;686;7;7
150548;2016;752;3;3
150548;2017;764;1;1
150548;2018;744;2;2
150548;2019;776;6;6
150548;2020;699;5;5
150548;2021;755;5;5
150549;2015;106;0;0
150549;2016;89;0;0
150549;2017;97;0;0
150549;2018;110;1;1
150549;2019;105;1;1
150549;2020;116;1;1
150549;2021;106;1;1
150550;2015;2033;18;18
150550;2016;2001;13;13
150550;2017;1977;20;20
150550;2018;2148;28;28
150550;2019;2065;20;20
150550;2020;1880;15;15
150550;2021;1890;15;15
150553;2015;5019;33;33
150553;2016;4644;32;32
150553;2017;4582;46;46
150553;2018;4810;41;41
150553;2019;4577;32;32
150553;2020;4667;30;30
150553;2021;5087;31;31
150555;2015;142;0;0
150555;2016;121;2;2
150555;2017;116;1;1
150555;2018;127;2;2
150555;2019;120;1;1
150555;2020;129;0;0
150555;2021;119;4;4
150560;2015;98;2;2
150560;2016;103;0;0
150560;2017;114;0;0
150560;2018;103;0;0
150560;2019;95;0;0
150560;2020;85;0;0
150560;2021;88;0;0
150563;2015;148;5;5
150563;2016;141;1;1
150563;2017;182;2;2
150563;2018;176;4;4
150563;2019;165;0;0
150563;2020;167;1;1
150563;2021;184;1;1
150565;2015;273;1;1
150565;2016;285;2;2
150565;2017;291;3;3
150565;2018;321;6;6
150565;2019;282;6;6
150565;2020;296;4;4
150565;2021;312;3;3
150570;2015;345;3;3
150570;2016;352;2;2
150570;2017;348;5;5
150570;2018;351;2;2
150570;2019;364;6;6
150570;2020;313;3;3
150570;2021;333;3;3
150580;2015;1596;9;9
150580;2016;1461;7;7
150580;2017;1489;7;7
150580;2018;1678;6;6
150580;2019;1569;17;17
150580;2020;1589;8;8
150580;2021;1673;22;22
150590;2015;711;10;10
150590;2016;743;6;6
150590;2017;701;7;7
150590;2018;755;7;7
150590;2019;768;6;6
150590;2020;732;5;5
150590;2021;761;11;11
150600;2015;666;7;7
150600;2016;722;14;14
150600;2017;777;14;14
150600;2018;703;14;14
150600;2019;755;8;8
150600;2020;777;13;13
150600;2021;774;6;6
150610;2015;185;1;1
150610;2016;172;1;1
150610;2017;171;0;0
150610;2018;200;2;2
150610;2019;191;1;1
150610;2020;168;0;0
150610;2021;171;2;2
150611;2015;158;2;2
150611;2016;168;1;1
150611;2017;169;2;2
150611;2018;160;3;3
150611;2019;162;1;1
150611;2020;150;0;0
150611;2021;146;1;1
150613;2015;1701;13;13
150613;2016;1627;14;14
150613;2017;1743;21;21
150613;2018;1756;16;16
150613;2019;1725;19;19
150613;2020;1645;16;16
150613;2021;1691;14;14
150616;2015;311;4;4
150616;2016;274;4;4
150616;2017;273;3;3
150616;2018;308;4;4
150616;2019;281;3;3
150616;2020;289;1;1
150616;2021;323;12;12
150618;2015;729;11;11
150618;2016;676;8;8
150618;2017;608;10;10
150618;2018;610;10;10
150618;2019;529;5;5
150618;2020;537;3;3
150618;2021;596;6;6
150619;2015;383;5;5
150619;2016;369;5;5
150619;2017;411;8;8
150619;2018;413;5;5
150619;2019;407;3;3
150619;2020;449;6;6
150619;2021;472;4;4
150620;2015;632;3;3
150620;2016;655;1;1
150620;2017;607;1;1
150620;2018;676;2;2
150620;2019;680;1;1
150620;2020;702;2;2
150620;2021;739;0;0
150630;2015;377;5;5
150630;2016;381;6;6
150630;2017;378;7;7
150630;2018;362;0;0
150630;2019;337;1;1
150630;2020;348;3;3
150630;2021;334;6;6
150635;2015;285;3;3
150635;2016;354;3;3
150635;2017;345;4;4
150635;2018;326;5;5
150635;2019;330;4;4
150635;2020;284;2;2
150635;2021;328;4;4
150640;2015;103;2;2
150640;2016;78;0;0
150640;2017;89;3;3
150640;2018;81;3;3
150640;2019;110;2;2
150640;2020;80;1;1
150640;2021;72;0;0
150650;2015;1044;14;14
150650;2016;996;2;2
150650;2017;960;9;9
150650;2018;1019;13;13
150650;2019;996;6;6
150650;2020;939;7;7
150650;2021;933;10;10
150655;2015;345;5;5
150655;2016;376;4;4
150655;2017;344;2;2
150655;2018;305;1;1
150655;2019;306;0;0
150655;2020;316;1;1
150655;2021;294;8;8
150658;2015;197;5;5
150658;2016;143;1;1
150658;2017;143;1;1
150658;2018;181;2;2
150658;2019;215;2;2
150658;2020;227;4;4
150658;2021;200;7;7
150660;2015;367;1;1
150660;2016;372;1;1
150660;2017;428;1;1
150660;2018;399;3;3
150660;2019;455;2;2
150660;2020;405;4;4
150660;2021;360;2;2
150670;2015;584;9;9
150670;2016;572;6;6
150670;2017;569;7;7
150670;2018;605;2;2
150670;2019;602;5;5
150670;2020;582;10;10
150670;2021;676;8;8
150680;2015;6756;158;158
150680;2016;6491;134;134
150680;2017;6777;153;153
150680;2018;6703;129;129
150680;2019;6659;92;92
150680;2020;6530;82;82
150680;2021;6864;91;91
150690;2015;83;0;0
150690;2016;105;0;0
150690;2017;107;0;0
150690;2018;87;0;0
150690;2019;95;0;0
150690;2020;77;0;0
150690;2021;101;2;2
150700;2015;509;3;3
150700;2016;444;5;5
150700;2017;483;5;5
150700;2018;501;4;4
150700;2019;512;2;2
150700;2020;475;3;3
150700;2021;428;3;3
150710;2015;233;3;3
150710;2016;226;1;1
150710;2017;215;1;1
150710;2018;227;5;5
150710;2019;224;2;2
150710;2020;235;3;3
150710;2021;206;2;2
150715;2015;382;1;1
150715;2016;339;1;1
150715;2017;345;2;2
150715;2018;422;4;4
150715;2019;352;4;4
150715;2020;320;4;4
150715;2021;382;2;2
150720;2015;493;6;6
150720;2016;511;8;8
150720;2017;525;11;11
150720;2018;470;3;3
150720;2019;465;6;6
150720;2020;488;2;2
150720;2021;479;4;4
150730;2015;1014;2;2
150730;2016;1046;15;15
150730;2017;1071;10;10
150730;2018;1159;16;16
150730;2019;1075;13;13
150730;2020;1077;11;11
150730;2021;1120;13;13
150740;2015;196;1;1
150740;2016;227;1;1
150740;2017;206;0;0
150740;2018;242;2;2
150740;2019;235;2;2
150740;2020;255;0;0
150740;2021;248;2;2
150745;2015;497;7;7
150745;2016;463;3;3
150745;2017;494;5;5
150745;2018;536;2;2
150745;2019;436;4;4
150745;2020;379;2;2
150745;2021;464;3;3
150746;2015;83;0;0
150746;2016;81;1;1
150746;2017;87;1;1
150746;2018;97;0;0
150746;2019;85;1;1
150746;2020;83;0;0
150746;2021;82;2;2
150747;2015;335;4;4
150747;2016;340;3;3
150747;2017;309;2;2
150747;2018;306;3;3
150747;2019;307;1;1
150747;2020;304;1;1
150747;2021;296;3;3
150750;2015;226;2;2
150750;2016;216;6;6
150750;2017;170;0;0
150750;2018;240;0;0
150750;2019;185;2;2
150750;2020;222;2;2
150750;2021;222;3;3
150760;2015;973;8;8
150760;2016;932;6;6
150760;2017;957;11;11
150760;2018;942;13;13
150760;2019;926;8;8
150760;2020;895;3;3
150760;2021;882;9;9
150770;2015;553;14;14
150770;2016;551;9;9
150770;2017;520;10;10
150770;2018;517;15;15
150770;2019;526;16;16
150770;2020;576;10;10
150770;2021;572;7;7
150775;2015;93;2;2
150775;2016;86;2;2
150775;2017;95;2;2
150775;2018;119;1;1
150775;2019;93;1;1
150775;2020;85;3;3
150775;2021;77;0;0
150780;2015;302;2;2
150780;2016;257;2;2
150780;2017;297;3;3
150780;2018;293;2;2
150780;2019;305;1;1
150780;2020;287;0;0
150780;2021;296;1;1
150790;2015;432;6;6
150790;2016;382;3;3
150790;2017;382;4;4
150790;2018;395;1;1
150790;2019;386;2;2
150790;2020;403;1;1
150790;2021;411;0;0
150795;2015;1688;18;18
150795;2016;1562;9;9
150795;2017;1472;7;7
150795;2018;1462;10;10
150795;2019;1453;9;9
150795;2020;1422;5;5
150795;2021;1519;12;12
150796;2015;207;2;2
150796;2016;174;2;2
150796;2017;206;2;2
150796;2018;175;4;4
150796;2019;182;1;1
150796;2020;197;0;0
150796;2021;178;0;0
150797;2015;267;6;6
150797;2016;273;9;9
150797;2017;283;2;2
150797;2018;346;8;8
150797;2019;311;5;5
150797;2020;305;7;7
150797;2021;301;7;7
150800;2015;1470;13;13
150800;2016;1518;24;24
150800;2017;1489;21;21
150800;2018;1488;17;17
150800;2019;1515;6;6
150800;2020;1469;9;9
150800;2021;1505;12;12
150803;2015;565;6;6
150803;2016;537;5;5
150803;2017;566;6;6
150803;2018;503;6;6
150803;2019;479;4;4
150803;2020;399;4;4
150803;2021;457;3;3
150805;2015;209;3;3
150805;2016;227;6;6
150805;2017;221;5;5
150805;2018;262;2;2
150805;2019;275;1;1
150805;2020;250;1;1
150805;2021;260;0;0
150808;2015;704;2;2
150808;2016;631;6;6
150808;2017;702;1;1
150808;2018;762;5;5
150808;2019;733;4;4
150808;2020;710;5;5
150808;2021;742;8;8
150810;2015;2131;15;15
150810;2016;2119;14;14
150810;2017;2053;21;21
150810;2018;1900;34;34
150810;2019;1790;4;4
150810;2020;1699;7;7
150810;2021;1664;23;23
150812;2015;467;5;5
150812;2016;493;6;6
150812;2017;431;6;6
150812;2018;475;5;5
150812;2019;444;6;6
150812;2020;407;2;2
150812;2021;388;5;5
150815;2015;824;15;15
150815;2016;736;11;11
150815;2017;743;5;5
150815;2018;793;7;7
150815;2019;783;4;4
150815;2020;771;13;13
150815;2021;797;11;11
150820;2015;772;6;6
150820;2016;753;10;10
150820;2017;707;9;9
150820;2018;748;4;4
150820;2019;713;6;6
150820;2020;655;5;5
150820;2021;606;9;9
150830;2015;1251;13;13
150830;2016;1158;10;10
150830;2017;1140;5;5
150830;2018;1147;9;9
150830;2019;1044;10;10
150830;2020;1062;2;2
150830;2021;1091;11;11
150835;2015;353;3;3
150835;2016;396;3;3
150835;2017;377;5;5
150835;2018;388;6;6
150835;2019;365;2;2
150835;2020;355;3;3
150835;2021;336;3;3
150840;2015;931;6;6
150840;2016;904;3;3
150840;2017;881;13;13
150840;2018;950;11;11
150840;2019;945;12;12
150840;2020;849;11;11
150840;2021;966;7;7
160005;2015;63;2;2
160005;2016;67;0;0
160005;2017;60;1;1
160005;2018;76;0;0
160005;2019;92;0;0
160005;2020;94;0;0
160005;2021;94;1;1
160010;2015;161;3;3
160010;2016;133;2;2
160010;2017;141;1;1
160010;2018;188;1;1
160010;2019;169;1;1
160010;2020;196;1;1
160010;2021;160;2;2
160015;2015;244;4;4
160015;2016;252;2;2
160015;2017;272;2;2
160015;2018;303;4;4
160015;2019;311;2;2
160015;2020;330;1;1
160015;2021;336;1;1
160020;2015;198;2;2
160020;2016;176;1;1
160020;2017;210;1;1
160020;2018;223;1;1
160020;2019;214;1;1
160020;2020;203;1;1
160020;2021;209;4;4
160021;2015;85;1;1
160021;2016;89;2;2
160021;2017;106;3;3
160021;2018;118;1;1
160021;2019;90;2;2
160021;2020;113;2;2
160021;2021;117;0;0
160023;2015;192;3;3
160023;2016;180;2;2
160023;2017;164;3;3
160023;2018;168;2;2
160023;2019;168;2;2
160023;2020;177;0;0
160023;2021;154;2;2
160025;2015;109;0;0
160025;2016;99;2;2
160025;2017;120;1;1
160025;2018;157;1;1
160025;2019;145;0;0
160025;2020;151;0;0
160025;2021;156;1;1
160027;2015;923;15;15
160027;2016;783;20;20
160027;2017;813;11;11
160027;2018;830;5;5
160027;2019;776;11;11
160027;2020;736;9;9
160027;2021;688;8;8
160030;2015;9492;90;90
160030;2016;9478;112;112
160030;2017;9269;91;91
160030;2018;9293;94;94
160030;2019;8884;74;74
160030;2020;8446;60;60
160030;2021;8589;79;79
160040;2015;466;5;5
160040;2016;460;8;8
160040;2017;450;9;9
160040;2018;516;4;4
160040;2019;576;7;7
160040;2020;527;4;4
160040;2021;575;3;3
160050;2015;469;6;6
160050;2016;559;9;9
160050;2017;557;16;16
160050;2018;577;12;12
160050;2019;596;6;6
160050;2020;592;7;7
160050;2021;609;17;17
160053;2015;414;8;8
160053;2016;369;4;4
160053;2017;395;3;3
160053;2018;440;2;2
160053;2019;411;2;2
160053;2020;374;0;0
160053;2021;393;5;5
160055;2015;84;0;0
160055;2016;66;1;1
160055;2017;80;1;1
160055;2018;77;0;0
160055;2019;71;2;2
160055;2020;98;0;0
160055;2021;111;0;0
160060;2015;2267;34;34
160060;2016;2253;34;34
160060;2017;2188;29;29
160060;2018;2279;18;18
160060;2019;2230;18;18
160060;2020;1995;15;15
160060;2021;2200;18;18
160070;2015;302;4;4
160070;2016;311;1;1
160070;2017;300;4;4
160070;2018;319;3;3
160070;2019;331;5;5
160070;2020;337;0;0
160070;2021;343;2;2
160080;2015;278;3;3
160080;2016;246;5;5
160080;2017;274;13;13
160080;2018;300;1;1
160080;2019;292;2;2
160080;2020;264;1;1
160080;2021;259;2;2
170025;2015;30;0;0
170025;2016;36;0;0
170025;2017;27;0;0
170025;2018;44;0;0
170025;2019;32;0;0
170025;2020;37;0;0
