CODMUNRES,ANO,subregistro_SINASC,subregistro_SIM
220191,2016,1.3865,3.1585
220191,2017,0.0391,4.8447
220191,2018,0.0681,0.4632
220191,2019,1.1439,0.3479
220192,2015,2.6349,0.4672
220192,2016,0.0557,6.4445
220192,2017,0.0359,5.7311
220192,2018,0.0422,0.3849
220192,2019,0.0423,7.4957
220194,2015,2.5633,9.7216
220194,2016,5.6255,6.2335
220194,2017,0.0503,0.2809
220194,2018,0.0822,12.7948
220194,2019,3.7028,19.7808
220196,2015,4.8875,8.8877
220196,2016,1.0996,10.0892
220196,2017,2.507,7.9269
220196,2018,1.1247,5.6885
220196,2019,0.0368,0.3716
220198,2015,2.2024,0.6207
220198,2016,0.1109,0.3159
220198,2017,0.0398,0.4061
220198,2018,2.1322,0.3861
220198,2019,0.042,0.3448
220200,2015,0.7084,5.4227
220200,2016,0.7186,0.2449
220200,2017,0.3364,1.0328
220200,2018,0.6263,0.3431
220200,2019,0.3367,0.3688
220202,2015,1.3341,2.8963
220202,2016,1.465,0.3763
220202,2017,1.2027,2.8336
220202,2018,0.0684,7.4322
220202,2019,0.0599,0.4147
220205,2015,7.5975,5.4988
220205,2016,3.6651,1.9932
220205,2017,3.9341,0.3061
220205,2018,0.9217,4.9067
220205,2019,0.0482,1.7817
220207,2015,2.6466,5.4199
220207,2016,0.0687,0.3473
220207,2017,4.9519,0.3752
220207,2018,0.0408,0.4304
220207,2019,0.0309,0.3365
220208,2015,0.1312,0.7509
220208,2016,0.9152,3.5239
220208,2017,0.9853,0.3541
220208,2018,0.0502,2.4678
220208,2019,0.0318,4.0046
220209,2015,0.1776,0.721
220209,2016,1.5848,0.2967
220209,2017,0.0571,3.409
220209,2018,0.0536,0.5356
220209,2019,0.0403,3.131
220210,2015,6.7208,0.6843
220210,2016,3.5147,2.6169
220210,2017,0.0562,2.8942
220210,2018,1.7973,0.4068
220210,2019,0.0546,0.3888
220211,2015,0.1823,0.7853
220211,2016,0.0729,0.2915
220211,2017,0.0377,0.2075
220211,2018,0.0519,3.7822
220211,2019,0.039,3.2743
220213,2015,0.1408,3.4576
220213,2016,0.0573,0.2062
220213,2017,0.0369,0.3319
220213,2018,0.055,0.3089
220213,2019,0.0409,0.3359
220217,2015,4.9712,3.1933
220217,2016,0.0672,0.352
220217,2017,0.0578,2.9921
220217,2018,0.053,0.3791
220217,2019,0.0425,0.5077
220220,2015,1.6817,2.6272
220220,2016,2.46,2.6447
220220,2017,0.5182,1.9381
220220,2018,1.0516,1.6741
220220,2019,0.6679,1.6856
220225,2015,4.9706,13.1279
220225,2016,6.9017,0.376
220225,2017,0.0798,5.914
220225,2018,0.0878,0.5681
220225,2019,0.0562,11.4696
220230,2015,0.8672,4.7868
220230,2016,0.0733,1.1082
220230,2017,0.0435,1.6009
220230,2018,0.4429,0.4135
220230,2019,0.3836,0.9893
220240,2015,6.39,4.3699
220240,2016,1.3705,1.5508
220240,2017,2.433,0.333
220240,2018,0.6562,0.488
220240,2019,1.2817,1.7655
220245,2015,2.2321,0.6472
220245,2016,0.0759,5.3254
220245,2017,0.0631,0.3473
220245,2018,0.0539,0.4936
220245,2019,0.0578,4.0015
220250,2015,4.1618,9.9832
220250,2016,0.621,13.0323
220250,2017,0.5306,0.3689
220250,2018,0.6276,3.897
220250,2019,0.0416,0.4073
220253,2015,3.0719,0.6755
220253,2016,0.1135,0.3884
220253,2017,0.0593,0.4828
220253,2018,0.0796,0.7789
220253,2019,0.0517,0.3313
220255,2015,2.6755,3.827
220255,2016,0.0775,0.3693
220255,2017,1.3206,4.0066
220255,2018,0.0486,4.8464
220255,2019,1.2989,0.3695
220260,2015,0.907,3.7151
220260,2016,0.8318,1.0859
220260,2017,0.3668,3.584
220260,2018,0.7538,2.4792
220260,2019,2.0087,1.1416
220265,2015,1.4247,0.7509
220265,2016,2.9472,0.6539
220265,2017,0.0698,0.3973
220265,2018,0.0794,0.6212
220265,2019,0.0604,0.377
220270,2015,2.1847,1.0993
220270,2016,1.0474,0.233
220270,2017,0.0552,0.335
220270,2018,0.7429,1.6757
220270,2019,0.5259,0.9687
220271,2015,6.0333,10.735
220271,2016,2.8146,0.1746
220271,2017,0.0524,0.2824
220271,2018,0.0539,3.152
220271,2019,0.0491,0.3757
220272,2015,0.1391,5.6674
220272,2016,1.4363,4.0759
220272,2017,2.3939,0.3345
220272,2018,0.0403,0.3491
220272,2019,0.0463,0.376
220273,2015,2.6525,11.7104
220273,2016,0.0815,0.2719
220273,2017,0.041,0.3815
220273,2018,1.8451,0.5013
220273,2019,0.0377,0.367
220275,2015,2.6025,0.4774
220275,2016,3.1417,2.5631
220275,2017,0.0278,3.2363
220275,2018,0.0478,0.3627
220275,2019,0.0265,0.3073
220277,2015,1.1255,9.9757
220277,2016,0.0738,0.3055
220277,2017,1.8833,0.3549
220277,2018,0.0515,0.4201
220277,2019,0.0414,0.266
220280,2015,1.7721,10.0592
220280,2016,1.4887,0.3239
220280,2017,0.049,0.4968
220280,2018,0.0609,0.5368
220280,2019,0.0365,11.1069
220285,2015,1.7941,5.5086
220285,2016,0.0715,11.392
220285,2017,2.0744,5.9331
220285,2018,0.0445,0.4021
220285,2019,0.0306,9.7754
220290,2015,0.8084,1.2416
220290,2016,1.5168,0.9166
220290,2017,0.933,2.4348
220290,2018,1.4419,1.7603
220290,2019,0.9285,0.9238
220300,2015,6.5071,4.2021
220300,2016,10.6298,11.0127
220300,2017,0.055,9.452
220300,2018,5.7229,7.5101
220300,2019,8.0182,5.3324
220310,2015,0.7843,2.6445
220310,2016,1.3221,10.2578
220310,2017,0.0354,2.5096
220310,2018,0.6976,0.3662
220310,2019,5.2667,0.3544
220320,2015,1.6687,8.6886
220320,2016,1.0221,0.3422
220320,2017,0.591,0.3962
220320,2018,0.0352,2.6095
220320,2019,1.4537,3.322
220323,2015,2.3292,10.4951
220323,2016,0.0704,0.4006
220323,2017,0.04,0.4063
220323,2018,0.0533,3.7934
220323,2019,5.9919,0.346
220325,2015,5.3133,0.6409
220325,2016,1.904,4.7437
220325,2017,2.6796,12.4153
220325,2018,4.3238,9.6691
220325,2019,0.0284,0.3659
220327,2015,11.33,0.7412
220327,2016,3.1307,0.3534
220327,2017,0.0745,5.3507
220327,2018,0.0801,17.1483
220327,2019,1.1267,6.5995
220330,2015,4.4323,7.3652
220330,2016,1.7033,2.1538
220330,2017,1.0654,4.3146
220330,2018,1.5271,1.1927
220330,2019,0.3927,4.6029
220335,2015,2.157,5.4267
220335,2016,3.0921,0.3003
220335,2017,7.2565,3.6321
220335,2018,6.0098,9.0133
220335,2019,3.5809,12.3749
220340,2015,5.0312,3.1141
220340,2016,3.1984,0.189
220340,2017,1.3973,5.001
220340,2018,2.4743,4.3702
220340,2019,0.0277,1.9503
220342,2015,4.8339,0.7994
220342,2016,5.1831,0.3892
220342,2017,1.5571,3.2799
220342,2018,0.0801,0.5494
220342,2019,0.0594,0.3888
220345,2015,2.2227,4.3936
220345,2016,4.5677,4.7301
220345,2017,2.5982,4.8724
220345,2018,2.3072,2.4937
220345,2019,3.8562,5.6579
220350,2015,1.3766,4.9929
220350,2016,0.072,2.0044
220350,2017,0.6668,7.8096
220350,2018,0.051,5.7636
220350,2019,1.3695,2.0279
220360,2015,0.209,5.5898
220360,2016,2.0292,0.3127
220360,2017,0.0333,0.3231
220360,2018,0.0417,4.7196
220360,2019,0.031,3.0023
220370,2015,1.0363,1.6749
220370,2016,0.6707,0.1764
220370,2017,0.1842,0.6361
220370,2018,0.1788,0.6361
220370,2019,0.021,0.2452
220375,2015,2.9546,21.3091
220375,2016,6.1844,9.3731
220375,2017,0.0807,3.3095
220375,2018,3.5985,7.6559
220375,2019,0.0399,4.7122
220380,2015,0.1862,5.0589
220380,2016,0.0768,0.3611
220380,2017,0.0429,0.5162
220380,2018,0.0718,0.5116
220380,2019,0.0405,0.3251
220385,2015,0.138,4.694
220385,2016,0.0562,0.3433
220385,2017,3.635,5.5379
220385,2018,4.3888,21.8543
220385,2019,0.0434,0.3581
220390,2015,1.7938,1.9818
220390,2016,0.6798,0.8356
220390,2017,0.5631,1.4925
220390,2018,0.0258,0.9365
220390,2019,0.0127,1.1653
220400,2015,0.1022,0.5245
220400,2016,0.0476,0.2224
220400,2017,0.0241,3.2698
220400,2018,2.7755,2.904
220400,2019,1.6385,0.3286
220410,2015,0.2029,6.0073
220410,2016,0.0897,0.3878
220410,2017,0.0338,6.2211
220410,2018,0.0402,0.5139
220410,2019,0.0549,0.4191
220415,2015,0.1338,5.464
220415,2016,0.0938,0.2778
220415,2017,0.0364,0.3838
220415,2018,2.7439,0.4869
220415,2019,0.0399,0.4437
220420,2015,1.6845,2.4082
220420,2016,0.0669,0.1944
220420,2017,1.1035,3.8734
220420,2018,2.1376,4.239
220420,2019,1.1657,0.3221
220430,2015,1.2782,6.5244
220430,2016,0.7414,4.1218
220430,2017,0.0307,1.8039
220430,2018,0.7921,2.7144
220430,2019,0.7552,3.1875
220435,2015,2.4616,0.7299
220435,2016,0.0559,0.3471
220435,2017,0.0361,0.407
220435,2018,1.2182,0.4595
220435,2019,0.0429,3.5368
220440,2015,3.0774,9.743
220440,2016,2.1137,2.7901
220440,2017,1.4784,0.3775
220440,2018,0.0716,0.5011
220440,2019,2.3584,5.4907
220450,2015,2.56,3.3608
220450,2016,1.2468,0.2646
220450,2017,1.6577,0.3237
220450,2018,0.6386,3.0432
220450,2019,0.0245,0.2602
220455,2015,6.5288,25.5119
220455,2016,1.4854,9.0817
220455,2017,1.203,0.4468
220455,2018,4.1997,14.7452
220455,2019,1.4913,7.9867
220460,2015,0.0933,4.7195
220460,2016,1.914,4.968
220460,2017,10.021,0.2634
220460,2018,4.5598,7.1671
220460,2019,5.3647,14.1197
220465,2015,0.1052,0.4807
220465,2016,3.0443,2.1319
220465,2017,0.6394,0.2919
220465,2018,0.0282,0.3766
220465,2019,0.0217,0.271
220470,2015,2.2927,1.5701
220470,2016,0.0479,0.203
220470,2017,0.0279,3.4087
220470,2018,1.2085,2.1621
220470,2019,0.0248,1.1993
220480,2015,3.0942,1.7547
220480,2016,0.0571,0.1888
220480,2017,0.0284,0.2876
220480,2018,0.0275,3.0177
220480,2019,0.0251,5.2707
220490,2015,0.2101,4.4616
220490,2016,1.8609,0.3109
220490,2017,0.8484,0.3961
220490,2018,0.8932,0.5895
220490,2019,0.0466,0.4056
220500,2015,3.7534,1.9499
220500,2016,0.9478,0.3224
220500,2017,0.835,1.5239
220500,2018,0.8242,0.4859
220500,2019,0.8817,0.3825
220510,2015,0.9268,2.5374
220510,2016,0.7879,0.3214
220510,2017,0.0407,1.9319
220510,2018,0.8518,1.8429
220510,2019,0.0412,0.426
220515,2015,0.1798,3.3357
220515,2016,0.0738,3.4138
220515,2017,1.8909,4.083
220515,2018,0.0524,0.5362
220515,2019,0.0384,0.4372
220520,2015,1.3526,2.162
220520,2016,2.2488,2.0612
220520,2017,0.4265,5.1498
220520,2018,0.043,0.3725
220520,2019,0.7358,3.2114
220525,2015,0.1335,6.4114
220525,2016,0.0936,0.2549
220525,2017,1.9487,5.1519
220525,2018,0.0333,0.5906
220525,2019,0.0347,0.3264
220527,2015,2.1346,6.7762
220527,2016,2.368,0.2589
220527,2017,4.226,0.3781
220527,2018,1.6887,0.4177
220527,2019,0.0524,0.3768
220530,2015,4.0482,3.9283
220530,2016,1.4379,0.3658
220530,2017,0.0334,0.3761
220530,2018,0.0506,3.0414
220530,2019,3.0688,5.549
220535,2015,2.5046,0.6538
220535,2016,0.0722,0.3473
220535,2017,2.6683,0.4006
220535,2018,2.1802,0.3302
220535,2019,0.0374,7.3804
220540,2015,1.2054,1.6977
220540,2016,1.0427,0.26
220540,2017,0.4744,0.3628
220540,2018,0.0624,0.3763
220540,2019,0.491,0.3623
220545,2015,0.1651,5.4718
220545,2016,3.1676,0.2053
220545,2017,0.0292,0.2925
220545,2018,0.0368,0.317
220545,2019,0.0295,0.3438
220550,2015,0.4663,2.2149
220550,2016,0.9069,0.6673
220550,2017,0.9691,2.0201
220550,2018,1.5184,1.5793
220550,2019,0.3415,2.2429
220551,2015,1.8667,19.5042
220551,2016,0.0889,0.4069
220551,2017,2.0579,3.4007
220551,2018,0.091,6.9364
220551,2019,1.9662,0.32
220552,2015,3.1106,0.7636
220552,2016,0.0715,8.6574
220552,2017,0.0526,0.5159
220552,2018,0.0429,4.4465
220552,2019,1.2149,14.2188
220553,2015,3.198,0.6393
220553,2016,1.7407,0.2757
220553,2017,1.5564,0.3306
220553,2018,1.4385,3.1788
220553,2019,0.0458,3.5301
220554,2015,0.0944,10.8127
220554,2016,2.0023,0.2116
220554,2017,2.969,0.2168
220554,2018,0.0342,0.2878
220554,2019,0.0279,0.2335
220555,2015,0.9307,5.4893
220555,2016,0.0769,2.6224
220555,2017,0.0353,3.915
220555,2018,2.3748,5.0929
220555,2019,3.4556,0.3655
220556,2015,2.7203,0.7169
220556,2016,0.1036,0.3281
220556,2017,1.5306,0.5322
220556,2018,0.0611,4.1071
220556,2019,0.0415,3.6092
220557,2015,2.6224,9.2608
220557,2016,1.3413,2.4102
220557,2017,2.7667,0.2742
220557,2018,1.3159,0.2919
220557,2019,0.0255,2.9982
220558,2015,2.2201,0.7064
220558,2016,1.9572,0.3672
220558,2017,3.2243,0.308
220558,2018,1.6892,4.1008
220558,2019,1.5098,0.3666
220559,2015,0.1857,0.7303
220559,2016,0.0728,0.3342
220559,2017,1.7244,0.3551
220559,2018,0.0526,27.9049
220559,2019,0.0396,15.6564
220560,2015,1.8082,0.5668
220560,2016,0.0696,0.3426
220560,2017,0.0337,0.4211
220560,2018,0.0431,0.4356
220560,2019,0.0302,0.4241
220570,2015,1.6433,1.6283
220570,2016,1.3972,0.7828
220570,2017,0.7825,0.8454
220570,2018,0.4512,0.9585
220570,2019,0.605,0.9755
220580,2015,1.5774,3.6344
220580,2016,1.5047,2.1168
220580,2017,0.2865,0.8459
220580,2018,0.0456,1.4743
220580,2019,0.6457,1.5402
220585,2015,0.1104,0.4923
220585,2016,2.7541,0.2211
220585,2017,0.0255,0.3363
220585,2018,0.0319,0.3426
220585,2019,0.8863,0.2855
220590,2015,0.2144,5.131
220590,2016,10.0621,0.3023
220590,2017,1.4451,0.3545
220590,2018,1.5575,0.336
220590,2019,0.0295,7.4336
220595,2015,2.506,2.8374
220595,2016,2.4323,1.8576
220595,2017,0.0412,4.0684
220595,2018,0.7549,4.5671
220595,2019,0.0283,3.7172
220600,2015,5.7484,6.6754
220600,2016,3.4594,0.3343
220600,2017,0.0321,3.7952
220600,2018,2.818,3.0462
220600,2019,3.5398,2.4662
220605,2015,1.7153,2.8601
220605,2016,4.2191,0.3479
220605,2017,0.0371,0.4781
220605,2018,0.0525,2.5376
220605,2019,0.0431,2.6271
220610,2015,3.7419,2.5301
220610,2016,0.0406,0.2274
220610,2017,0.5934,3.3639
220610,2018,1.0716,4.7789
220610,2019,0.5775,0.325
220620,2015,1.8455,5.2915
220620,2016,1.0131,0.79
220620,2017,0.4161,0.2873
220620,2018,1.6387,1.4751
220620,2019,1.2931,0.3677
220630,2015,8.1457,0.8123
220630,2016,13.7494,0.1734
220630,2017,0.0303,18.4292
220630,2018,5.5883,0.3533
220630,2019,5.3294,0.2918
220635,2015,4.0252,0.7416
220635,2016,0.0731,0.4018
220635,2017,0.0387,0.413
220635,2018,0.0514,3.2467
220635,2019,0.042,0.3956
220640,2015,3.6666,5.0446
220640,2016,0.7629,5.9067
220640,2017,0.7593,1.5889
220640,2018,0.0399,4.1718
220640,2019,0.739,5.0556
220650,2015,0.1573,0.4366
220650,2016,1.2306,0.2066
220650,2017,1.2221,0.3099
220650,2018,0.0364,0.3898
220650,2019,1.121,0.3759
220660,2015,3.4102,3.8279
220660,2016,1.9467,3.4569
220660,2017,1.7041,2.3581
220660,2018,1.1504,3.8824
220660,2019,3.2452,4.3884
220665,2015,4.3543,7.2285
220665,2016,4.0488,22.5029
220665,2017,2.6673,19.4613
220665,2018,0.0861,0.5123
220665,2019,1.9792,6.0252
220667,2015,1.8905,3.4119
220667,2016,0.0703,0.2117
220667,2017,0.9034,4.3158
220667,2018,2.0679,0.2878
220667,2019,1.2472,0.3388
220669,2015,1.7617,0.6827
220669,2016,4.2888,3.9197
220669,2017,0.8885,0.3617
220669,2018,2.8682,2.2138
220669,2019,0.0473,2.8449
220670,2015,0.2065,0.7637
220670,2016,9.6108,8.3818
220670,2017,0.0331,1.9816
220670,2018,0.9674,0.4749
220670,2019,0.0351,0.3531
220672,2015,2.6453,9.59
220672,2016,1.4789,2.3234
220672,2017,0.7576,0.2915
220672,2018,1.4891,0.3461
220672,2019,0.0556,3.2234
220675,2015,0.1658,4.536
220675,2016,4.4288,0.3253
220675,2017,0.0592,12.8523
220675,2018,0.0898,23.6715
220675,2019,1.605,3.0554
220680,2015,3.5435,7.1655
220680,2016,0.6535,0.215
220680,2017,2.0283,0.307
220680,2018,0.0445,2.1707
220680,2019,0.7408,0.4122
220690,2015,2.5696,2.6422
220690,2016,0.0564,5.4639
220690,2017,2.8606,2.0895
220690,2018,1.394,7.2427
220690,2019,0.0424,0.3884
220695,2015,0.1913,0.6884
220695,2016,5.0725,0.3416
220695,2017,0.0459,0.3977
220695,2018,0.0632,4.297
220695,2019,0.0387,0.3528
220700,2015,1.8015,5.7085
220700,2016,1.6713,4.294
220700,2017,0.2258,2.5627
220700,2018,0.6316,1.8045
220700,2019,0.0247,1.4267
220710,2015,3.5949,36.7077
220710,2016,0.0779,0.352
220710,2017,0.0307,0.3524
220710,2018,5.51,5.6104
220710,2019,0.0503,0.3877
220720,2015,2.4089,6.6262
220720,2016,0.0551,0.2555
220720,2017,0.0612,0.3311
220720,2018,0.0532,2.2563
220720,2019,0.0408,3.6888
220730,2015,1.6998,4.3602
220730,2016,0.0805,3.8634
220730,2017,0.0287,0.321
220730,2018,0.0344,3.4486
220730,2019,0.0343,2.8528
220735,2015,0.1867,0.8159
220735,2016,0.0738,0.3692
220735,2017,3.1901,0.3877
220735,2018,0.0548,0.6575
220735,2019,3.7383,0.3898
220740,2015,4.286,6.013
220740,2016,1.3561,3.5207
220740,2017,0.0387,0.3873
220740,2018,1.2732,0.4801
220740,2019,1.4274,0.3675
220750,2015,1.9695,8.2043
220750,2016,2.8461,4.4166
220750,2017,1.0698,0.4098
220750,2018,1.8862,1.6197
220750,2019,0.171,5.1835
220755,2015,0.2717,0.6634
220755,2016,0.0691,0.2582
220755,2017,0.0384,3.5943
220755,2018,0.049,3.4029
220755,2019,0.0425,0.4331
220760,2015,2.2127,2.5831
220760,2016,0.6691,0.3905
220760,2017,0.6547,3.2156
220760,2018,0.0529,10.7875
220760,2019,1.7857,2.4522
220770,2015,0.4275,2.0655
220770,2016,1.3236,1.7599
220770,2017,0.0572,1.5626
220770,2018,0.2686,1.6033
220770,2019,0.2706,2.4891
220775,2015,4.6196,0.7854
220775,2016,1.8263,4.9035
220775,2017,0.0501,0.3898
220775,2018,0.0824,0.572
220775,2019,5.688,0.2691
220777,2015,4.2279,3.0885
220777,2016,1.9054,0.3762
220777,2017,0.0412,0.5312
220777,2018,0.0913,6.3914
220777,2019,0.0385,0.3853
220779,2015,0.1815,10.6962
220779,2016,0.072,3.7633
220779,2017,0.0359,0.3839
220779,2018,0.0508,4.526
220779,2019,1.9987,0.3305
220780,2015,1.4427,3.7318
220780,2016,0.7328,1.1657
220780,2017,0.0451,0.3667
220780,2018,0.3312,1.7987
220780,2019,0.0383,1.6675
220785,2015,4.5278,0.7168
220785,2016,2.5764,0.31
220785,2017,0.064,0.4385
220785,2018,0.0523,0.4048
220785,2019,2.2638,0.436
220790,2015,3.3427,4.0688
220790,2016,1.5954,1.0372
220790,2017,0.8912,2.6043
220790,2018,1.0768,1.9576
220790,2019,0.4056,0.7071
220793,2015,0.2006,8.924
220793,2016,0.0661,0.3224
220793,2017,0.0355,0.3697
220793,2018,0.0421,0.2918
220793,2019,0.0291,0.3067
220795,2015,0.2285,4.2265
220795,2016,0.0746,0.3103
220795,2017,0.0381,0.2758
220795,2018,4.0005,3.769
220795,2019,0.0395,7.4752
220800,2015,1.0003,2.0783
220800,2016,0.1956,1.1062
220800,2017,0.2792,0.8123
220800,2018,0.3627,0.352
220800,2019,0.0975,1.3499
220810,2015,2.5753,4.6211
220810,2016,0.8412,3.6623
220810,2017,2.1963,1.8695
220810,2018,2.1701,0.468
220810,2019,3.0658,3.2531
220820,2015,4.1112,15.4723
220820,2016,0.0804,1.2403
220820,2017,0.4933,0.3748
220820,2018,0.0504,0.4991
220820,2019,0.0399,0.3966
220830,2015,0.4223,2.7083
220830,2016,0.7482,0.3171
220830,2017,0.0308,0.3437
220830,2018,0.0351,0.9663
220830,2019,0.0307,1.3261
220840,2015,4.5743,1.8076
220840,2016,1.0874,1.286
220840,2017,1.194,1.0841
220840,2018,0.2481,0.4936
220840,2019,0.3633,0.6714
220850,2015,4.3835,0.496
220850,2016,1.7523,0.2354
220850,2017,0.0289,0.2965
220850,2018,1.144,1.7837
220850,2019,0.0254,0.2871
220855,2015,0.2023,0.6885
220855,2016,0.072,0.346
220855,2017,0.037,0.4374
220855,2018,0.0419,0.2152
220855,2019,0.0322,7.0343
220860,2015,2.218,5.2424
220860,2016,0.0543,9.7871
220860,2017,1.8544,0.3297
220860,2018,0.0583,0.3989
220860,2019,0.079,6.7631
220865,2015,1.2884,2.5793
220865,2016,0.2071,5.6185
220865,2017,0.0688,0.4455
220865,2018,0.0664,10.4871
220865,2019,0.0447,0.4027
220870,2015,2.4112,0.6837
220870,2016,2.7991,2.3107
220870,2017,4.1485,4.7225
220870,2018,1.6773,4.9515
220870,2019,0.6643,0.2996
220880,2015,1.5099,2.9077
220880,2016,3.4179,0.3356
220880,2017,0.402,2.0104
220880,2018,0.6879,1.7103
220880,2019,0.4371,1.7423
220885,2015,1.6967,0.7524
220885,2016,3.2099,0.3079
220885,2017,1.4701,0.4469
220885,2018,5.2254,5.6653
220885,2019,3.2013,0.3955
220887,2015,5.0159,0.6187
220887,2016,2.1546,0.3215
220887,2017,1.8918,0.3068
220887,2018,0.0539,5.524
220887,2019,1.7932,0.4023
220890,2015,5.3479,3.7227
220890,2016,2.579,13.7703
220890,2017,1.8033,0.3139
220890,2018,0.0531,6.4953
220890,2019,0.0318,4.8552
220900,2015,4.3706,5.5109
220900,2016,0.0717,0.3327
220900,2017,2.964,7.4961
220900,2018,0.0446,4.0359
220900,2019,0.032,7.3353
220910,2015,3.1458,4.995
220910,2016,1.3961,5.2331
220910,2017,3.252,0.4301
220910,2018,0.0416,0.4018
220910,2019,1.2005,0.321
220915,2015,0.2975,0.7435
220915,2016,0.0691,0.3791
220915,2017,0.032,0.5178
220915,2018,0.0339,0.4761
220915,2019,0.0253,4.9011
220920,2015,4.4272,3.9756
220920,2016,2.984,19.0323
220920,2017,1.9799,2.901
220920,2018,1.2005,0.4056
220920,2019,0.0822,0.2998
220930,2015,1.5046,8.5756
220930,2016,1.4373,3.2967
220930,2017,0.0347,3.5112
220930,2018,1.0522,8.525
220930,2019,2.4474,11.7042
220935,2015,0.0923,2.7037
220935,2016,0.0401,0.2172
220935,2017,0.0281,0.3021
220935,2018,2.1638,0.3602
220935,2019,0.0268,0.2897
220937,2015,3.2052,0.4755
220937,2016,0.0515,4.3883
220937,2017,0.031,0.3174
220937,2018,0.0336,3.1067
220937,2019,0.0316,3.1941
220940,2015,0.14,0.5615
220940,2016,0.0559,0.2484
220940,2017,0.0505,2.4293
220940,2018,0.0426,0.3739
220940,2019,0.0497,2.6233
220945,2015,2.3372,0.171
220945,2016,2.652,5.9701
220945,2017,0.0089,0.1087
220945,2018,0.0169,0.2286
220945,2019,0.0082,0.1307
220950,2015,2.4169,0.8332
220950,2016,2.3379,3.7475
220950,2017,0.0278,3.7297
220950,2018,2.3562,8.1513
220950,2019,0.0342,0.3117
220955,2015,1.6078,0.8904
220955,2016,2.7713,3.873
220955,2017,0.0346,0.3975
220955,2018,0.0424,0.4539
220955,2019,1.7943,8.2759
220960,2015,0.1915,5.9231
220960,2016,0.1282,0.3377
220960,2017,0.0317,5.3057
220960,2018,0.0445,0.4083
220960,2019,0.0291,0.4411
220965,2015,0.179,0.8691
220965,2016,0.0902,0.4457
220965,2017,0.0404,0.4726
220965,2018,1.331,5.6712
220965,2019,1.2404,0.4303
220970,2015,4.173,8.8598
220970,2016,0.1045,0.3383
220970,2017,0.0507,0.4518
220970,2018,0.0847,2.6882
220970,2019,0.0375,2.0132
220975,2015,3.4009,0.7076
220975,2016,0.1902,0.4076
220975,2017,0.0694,13.6657
220975,2018,0.0913,0.4911
220975,2019,0.0418,0.4161
220980,2015,0.0848,11.43
220980,2016,0.0217,4.1455
220980,2017,0.0188,5.7731
220980,2018,0.0362,0.3163
220980,2019,0.0161,2.6087
220985,2015,3.8342,3.3071
220985,2016,0.0633,2.6748
220985,2017,2.1527,0.4034
220985,2018,0.0326,0.4764
220985,2019,2.0231,3.0048
220987,2015,5.3309,4.7601
220987,2016,0.1018,0.3002
220987,2017,1.3647,0.4589
220987,2018,1.1747,0.4737
220987,2019,0.057,0.3931
220990,2015,4.9154,9.5239
220990,2016,7.1544,7.0444
220990,2017,1.273,6.0476
220990,2018,0.0561,2.926
220990,2019,1.1351,2.0172
220995,2015,2.8851,3.3874
220995,2016,0.0576,0.2504
220995,2017,0.0352,0.3443
220995,2018,0.0404,0.4206
220995,2019,0.0411,3.4847
220997,2015,5.5665,3.4027
220997,2016,0.0621,0.2804
220997,2017,0.0283,0.216
220997,2018,0.0366,0.2971
220997,2019,0.0383,0.3092
221000,2015,0.9806,3.0601
221000,2016,0.6595,2.7443
221000,2017,0.8533,2.5626
221000,2018,0.5745,2.5936
221000,2019,0.0276,4.3128
221005,2015,0.1482,0.4756
221005,2016,0.0514,0.2558
221005,2017,0.0295,0.3111
221005,2018,0.0354,0.4117
221005,2019,0.0296,0.3984
221010,2015,8.0912,10.5469
221010,2016,4.8994,3.7475
221010,2017,0.034,0.4163
221010,2018,0.0415,0.4271
221010,2019,0.0513,0.3314
221020,2015,2.2812,2.531
221020,2016,0.0755,0.2146
221020,2017,0.0344,0.3512
221020,2018,0.0432,2.5514
221020,2019,0.0413,0.3296
221030,2015,3.6993,2.303
221030,2016,3.9477,6.8227
221030,2017,0.033,0.2796
221030,2018,1.3683,2.5233
221030,2019,1.5224,0.3627
221035,2015,2.1784,7.2457
221035,2016,0.0621,0.3247
221035,2017,0.0406,0.4114
221035,2018,0.0325,3.1447
221035,2019,2.5301,0.3864
221037,2015,3.1951,6.6191
221037,2016,0.0368,0.2907
221037,2017,0.0585,30.2588
221037,2018,0.0409,0.4882
221037,2019,0.0249,0.3267
221038,2015,7.0778,0.843
221038,2016,0.0622,0.2763
221038,2017,0.0311,0.5521
221038,2018,0.076,0.4551
221038,2019,0.0315,0.3737
221039,2015,6.0035,0.8524
221039,2016,5.9494,0.3169
221039,2017,0.062,5.7471
221039,2018,2.1923,0.5009
221039,2019,0.0465,3.7123
221040,2015,2,9.8132
221040,2016,1.7895,1.3712
221040,2017,0.0423,2.2185
221040,2018,1.8904,3.5953
221040,2019,0.5013,2.5668
221050,2015,3.0434,2.6303
221050,2016,0.0459,1.2594
221050,2017,0.4511,3.2136
221050,2018,0.9257,0.3395
221050,2019,0.5004,0.2754
221060,2015,2.087,5.1298
221060,2016,0.0483,0.2143
221060,2017,0.1852,3.6575
221060,2018,0.0277,2.126
221060,2019,0.1925,3.1526
221062,2015,3.5429,6.7057
221062,2016,2.1213,0.347
221062,2017,1.5492,0.2502
221062,2018,5.9465,16.2799
221062,2019,3.7563,0.324
221063,2015,1.8169,0.7912
221063,2016,0.1018,0.3319
221063,2017,0.0592,0.3845
221063,2018,0.0509,9.4465
