CODMUNRES,ANO,subregistro_SINASC,subregistro_SIM
313820,2017,0.372,0.2946
313820,2018,0.1505,0.4499
313820,2019,0.3064,0.9861
313830,2015,0.1312,3.0986
313830,2016,2.8932,0.0902
313830,2017,2.2911,0.0661
313830,2018,0.0072,0.0471
313830,2019,2.5044,0.0418
313835,2015,18.6257,11.1854
313835,2016,3.784,4.8008
313835,2017,10.9147,0.029
313835,2018,14.5491,10.0378
313835,2019,2.3275,10.3784
313840,2015,14.3798,1.6108
313840,2016,0.8082,0.8956
313840,2017,0.6141,0.6942
313840,2018,0.4758,1.2873
313840,2019,0.1679,0.4538
313850,2015,0.0885,7.1733
313850,2016,0.0534,5.7327
313850,2017,0.0199,5.9431
313850,2018,2.0476,0.0615
313850,2019,2.3366,7.2021
313860,2015,1.1437,2.9512
313860,2016,1.5885,0.7546
313860,2017,0.013,0.0342
313860,2018,0.5519,0.0275
313860,2019,0.0012,0.802
313862,2015,0.075,2.3334
313862,2016,0.0204,0.0446
313862,2017,1.6183,0.0366
313862,2018,0.0039,0.037
313862,2019,0.0013,0.0318
313865,2015,0.043,0.0844
313865,2016,1.932,5.1245
313865,2017,0.7671,2.9666
313865,2018,0.0021,1.6724
313865,2019,0.8342,1.8935
313867,2015,2.3083,0.1067
313867,2016,0.9827,0.046
313867,2017,0.0154,4.9219
313867,2018,0.0057,0.0456
313867,2019,0.0045,5.3148
313868,2015,1.2803,0.1329
313868,2016,0.0274,0.0653
313868,2017,4.4214,2.3178
313868,2018,0.006,0.0494
313868,2019,1.3045,0.0522
313870,2015,3.2657,0.1548
313870,2016,1.9183,1.9066
313870,2017,0.0146,0.0468
313870,2018,0.005,0.0455
313870,2019,1.6705,2.3214
313880,2015,2.762,1.4889
313880,2016,0.0153,0.0354
313880,2017,0.5449,0.0243
313880,2018,0.007,0.0232
313880,2019,0.0039,0.0297
313890,2015,0.1055,0.1341
313890,2016,0.0269,0.0609
313890,2017,1.1438,0.0482
313890,2018,1.0356,0.0505
313890,2019,0.0041,0.0462
313900,2015,1.6182,2.057
313900,2016,0.6198,0.035
313900,2017,0.0106,0.7699
313900,2018,0.003,0.4028
313900,2019,2.0432,5.0803
313910,2015,2.2157,7.5961
313910,2016,3.2927,9.7922
313910,2017,3.1357,4.686
313910,2018,0.005,11.4572
313910,2019,0.002,38.6587
313920,2015,1.722,1.4616
313920,2016,0.8752,2.6076
313920,2017,1.3619,0.7005
313920,2018,0.4475,3.2884
313920,2019,2.7556,2.3287
313925,2015,3.0926,0.1246
313925,2016,0.0248,7.7518
313925,2017,0.0128,0.0515
313925,2018,0.0043,2.089
313925,2019,0.0039,0.0557
313930,2015,1.4384,5.5269
313930,2016,2.9346,6.1006
313930,2017,2.5773,1.9807
313930,2018,0.0072,1.4756
313930,2019,0.3666,0.8
313940,2015,1.3168,1.6139
313940,2016,0.5662,1.2061
313940,2017,0.9272,0.2127
313940,2018,0.641,1.4482
313940,2019,0.5179,0.931
313950,2015,2.3575,0.0686
313950,2016,0.6811,0.5417
313950,2017,1.4009,0.5383
313950,2018,0.0028,2.0273
313950,2019,0.3549,1.6185
313960,2015,4.9069,6.3282
313960,2016,0.949,5.1219
313960,2017,0.6241,8.7844
313960,2018,0.2884,13.1925
313960,2019,0.8634,19.0515
313970,2015,1.445,2.1394
313970,2016,0.0087,0.0518
313970,2017,0.0038,5.4456
313970,2018,0.002,0.0375
313970,2019,0.0008,0.0475
313980,2015,4.0656,9.456
313980,2016,2.0609,2.0328
313980,2017,3.8589,1.8625
313980,2018,6.0499,0.0272
313980,2019,0.6131,2.2038
313990,2015,1.8426,0.0859
313990,2016,0.0137,0.0424
313990,2017,0.5395,1.0022
313990,2018,0.005,1.0768
313990,2019,0.0024,0.0399
314000,2015,3.5655,7.2216
314000,2016,3.5132,4.0145
314000,2017,3.6691,5.2369
314000,2018,0.3535,1.9118
314000,2019,5.3809,2.1579
314010,2015,5.7296,22.0722
314010,2016,3.7239,4.948
314010,2017,0.0139,5.9387
314010,2018,0.0048,2.0182
314010,2019,0.0034,0.0449
314015,2015,0.4286,1.5951
314015,2016,0.9209,1.5251
314015,2017,0.4609,0.0278
314015,2018,0.8188,7.3804
314015,2019,0.0028,19.0256
314020,2015,4.7182,3.0507
314020,2016,5.5746,0.0593
314020,2017,0.0125,0.0408
314020,2018,0.005,0.0369
314020,2019,0.0031,2.8889
314030,2015,1.8436,0.0905
314030,2016,0.0313,2.9903
314030,2017,2.237,0.0438
314030,2018,0.0054,6.1584
314030,2019,0.004,0.0407
314040,2015,0.0612,0.1737
314040,2016,0.022,4.4205
314040,2017,0.0164,4.5879
314040,2018,0.0058,5.0454
314040,2019,0.0044,4.6
314050,2015,4.2633,8.4785
314050,2016,0.6539,0.0733
314050,2017,0.6382,3.3836
314050,2018,0.0045,0.0517
314050,2019,0.004,0.0478
314053,2015,2.6222,4.1939
314053,2016,0.0162,5.7158
314053,2017,0.0168,0.0552
314053,2018,1.454,3.3856
314053,2019,0.004,0.0449
314055,2015,10.5409,0.1195
314055,2016,2.5717,29.6258
314055,2017,0.6494,17.5119
314055,2018,2.196,7.4812
314055,2019,0.0047,6.7336
314060,2015,10.088,0.1402
314060,2016,0.0259,0.0474
314060,2017,0.0182,2.4868
314060,2018,0.0056,9.1248
314060,2019,0.0072,2.902
314070,2015,2.0678,3.1568
314070,2016,1.1207,4.0122
314070,2017,0.4294,1.9813
314070,2018,0.5921,3.9222
314070,2019,0.0029,2.5829
314080,2015,1.1597,1.8945
314080,2016,2.2302,0.0243
314080,2017,0.0102,1.9825
314080,2018,0.0053,2.4448
314080,2019,0.0023,0.0256
314085,2015,5.1058,0.1829
314085,2016,5.9385,4.4912
314085,2017,0.0287,0.0602
314085,2018,0.0095,1.7325
314085,2019,0.7919,0.0592
314090,2015,1.3501,2.7226
314090,2016,2.3419,29.2395
314090,2017,1.3111,1.2358
314090,2018,0.6357,4.0474
314090,2019,15.3391,43.1061
314100,2015,1.5346,1.2444
314100,2016,0.6789,2.0346
314100,2017,0.7141,2.0306
314100,2018,0.0068,0.0416
314100,2019,0.0009,0.0473
314110,2015,0.7764,1.672
314110,2016,0.4195,0.0144
314110,2017,0.9878,0.4104
314110,2018,0.2039,0.9288
314110,2019,0.4087,0.4449
314120,2015,4.9695,2.61
314120,2016,6.4756,0.0823
314120,2017,1.834,0.0633
314120,2018,0.0058,3.1871
314120,2019,0.0052,6.1149
314130,2015,0.1325,0.2095
314130,2016,10.4781,3.3098
314130,2017,4.0949,0.0633
314130,2018,4.0867,0.0654
314130,2019,2.1778,0.0553
314140,2015,0.8424,11.8437
314140,2016,1.2435,6.5592
314140,2017,1.2197,4.7248
314140,2018,0.4144,4.1503
314140,2019,9.2974,11.4556
314150,2015,0.1036,13.5775
314150,2016,0.0279,7.5526
314150,2017,0.0172,4.3922
314150,2018,1.5681,1.8658
314150,2019,14.7584,0.0537
314160,2015,2.2639,1.2478
314160,2016,1.2542,0.0416
314160,2017,0.9651,0.0394
314160,2018,0.0048,1.0946
314160,2019,0.0032,1.8358
314170,2015,0.0663,1.1978
314170,2016,0.0238,0.7724
314170,2017,1.3289,0.8169
314170,2018,0.0042,1.2567
314170,2019,0.0042,0.0426
314180,2015,5.372,2.8007
314180,2016,1.9896,1.1916
314180,2017,0.6448,2.4856
314180,2018,1.3127,4.3562
314180,2019,1.1244,1.4132
314190,2015,2.367,0.1087
314190,2016,0.0232,0.0395
314190,2017,0.0126,0.0399
314190,2018,0.0044,8.8547
314190,2019,2.0448,5.17
314200,2015,0.6674,1.1495
314200,2016,0.639,1.0734
314200,2017,0.5821,0.0379
314200,2018,0.0047,0.0419
314200,2019,0.0045,0.0473
314210,2015,2.6648,2.5769
314210,2016,1.3017,2.8723
314210,2017,4.7751,0.0364
314210,2018,5.3379,1.3498
314210,2019,0.0033,0.0314
314220,2015,0.0464,4.3613
314220,2016,1.5804,2.919
314220,2017,0.6555,0.0344
314220,2018,1.8001,0.0345
314220,2019,1.9635,1.8805
314225,2015,6.2019,0.1957
314225,2016,1.6442,0.1087
314225,2017,1.9014,3.7697
314225,2018,0.0055,0.0793
314225,2019,5.0057,3.2852
314230,2015,4.753,0.1512
314230,2016,4.6703,0.0519
314230,2017,2.3936,6.9378
314230,2018,1.6175,2.4747
314230,2019,0.0029,0.062
314240,2015,1.1434,0.0583
314240,2016,1.0836,0.0252
314240,2017,0.0051,2.2902
314240,2018,0.0035,0.0173
314240,2019,0.0006,0.0204
314250,2015,7.4864,8.446
314250,2016,3.4665,12.5393
314250,2017,0.0149,0.0393
314250,2018,0.0086,6.2801
314250,2019,0.0038,0.0284
314260,2015,2.2145,1.9288
314260,2016,1.3094,1.2824
314260,2017,1.1208,1.6727
314260,2018,0.0059,0.0269
314260,2019,0.0027,0.03
314270,2015,1.1482,2.0362
314270,2016,4.5846,1.0856
314270,2017,0.5338,1.088
314270,2018,0.0079,2.4517
314270,2019,5.4505,2.775
314280,2015,1.0722,1.613
314280,2016,0.7857,1.6126
314280,2017,0.0196,0.8386
314280,2018,0.4087,0.0518
314280,2019,1.767,1.3919
314290,2015,3.2487,3.4805
314290,2016,2.6903,3.4125
314290,2017,1.3404,0.0319
314290,2018,0.0072,1.241
314290,2019,0.0039,0.6633
314300,2015,2.1381,0.1226
314300,2016,0.7199,0.0486
314300,2017,0.0149,0.8356
314300,2018,0.0047,0.979
314300,2019,0.744,0.0363
314310,2015,5.2204,2.1726
314310,2016,0.3705,0.6812
314310,2017,0.1831,2.1329
314310,2018,0.5167,0.6305
314310,2019,0.6762,0.9099
314315,2015,5.7249,33.4483
314315,2016,2.7321,13.6133
314315,2017,4.7907,2.6535
314315,2018,0.0073,7.9701
314315,2019,0.0071,13.9507
314320,2015,1.3119,1.086
314320,2016,0.0187,0.0302
314320,2017,1.4057,0.5702
314320,2018,0.4174,0.0264
314320,2019,0.4046,1.1109
314330,2015,0.5051,1.1064
314330,2016,0.1788,0.2214
314330,2017,0.1808,0.6368
314330,2018,0.0772,1.7577
314330,2019,0.0173,1.0202
314340,2015,3.7646,0.9832
314340,2016,3.9054,2.9713
314340,2017,2.7509,2.4122
314340,2018,1.2145,2.2868
314340,2019,3.4663,3.9414
314345,2015,2.3815,4.551
314345,2016,3.9313,0.0938
314345,2017,1.106,0.0638
314345,2018,0.007,2.9132
314345,2019,0.0049,2.4437
314350,2015,0.9523,1.8726
314350,2016,3.5073,0.0601
314350,2017,0.0144,5.0455
314350,2018,0.0088,0.0537
314350,2019,0.0038,1.8958
314360,2015,3.1553,0.1527
314360,2016,0.037,0.0841
314360,2017,13.8093,0.0738
314360,2018,0.0066,0.0613
314360,2019,0.0047,7.7282
314370,2015,4.5089,24.3048
314370,2016,3.6065,7.4856
314370,2017,2.4597,2.6338
314370,2018,3.3417,9.4355
314370,2019,3.0366,18.2364
314380,2015,1.567,5.0068
314380,2016,1.5586,2.694
314380,2017,0.0133,0.0485
314380,2018,0.0049,3.064
314380,2019,0.0033,2.0467
314390,2015,2.8912,1.7443
314390,2016,3.0268,1.6598
314390,2017,3.6472,0.7404
314390,2018,4.6262,2.892
314390,2019,2.1005,1.5688
314400,2015,5.2681,3.5086
314400,2016,2.0787,1.7071
314400,2017,0.5691,2.868
314400,2018,0.2865,2.9342
314400,2019,0.5559,3.0548
314410,2015,5.5691,0.6207
314410,2016,0.3813,1.5827
314410,2017,0.0104,1.6558
314410,2018,0.3923,1.1414
314410,2019,0.0023,1.1385
314420,2015,0.0878,5.2477
314420,2016,0.0254,4.64
314420,2017,3.7234,0.0998
314420,2018,0.0071,0.0492
314420,2019,0.0065,0.0726
314430,2015,2.0607,1.8388
314430,2016,0.661,1.4154
314430,2017,0.4389,0.8431
314430,2018,0.6258,2.6261
314430,2019,0.001,4.5363
314435,2015,3.6761,2.279
314435,2016,2.8654,3.6024
314435,2017,0.0108,0.0312
314435,2018,0.0064,0.0276
314435,2019,0.0034,2.732
314437,2015,2.7684,10.1672
314437,2016,0.0393,5.633
314437,2017,0.0197,0.0575
314437,2018,0.0073,0.0568
314437,2019,0.0047,0.0544
314440,2015,3.1823,5.2381
314440,2016,0.0141,2.0441
314440,2017,4.7735,0.0401
314440,2018,0.0069,0.0369
314440,2019,0.0023,0.0368
314450,2015,0.0589,2.1636
314450,2016,0.0147,0.0385
314450,2017,0.019,0.036
314450,2018,0.0072,1.3504
314450,2019,1.1943,0.0507
314460,2015,4.8483,2.1744
314460,2016,0.778,0.0467
314460,2017,0.9624,0.0415
314460,2018,0.3609,0.5746
314460,2019,0.0027,0.0363
314465,2015,1.0169,1.7112
314465,2016,1.068,1.8861
314465,2017,1.9447,0.0779
314465,2018,0.0088,0.0775
314465,2019,0.0076,1.5878
314467,2015,2.0881,31.6885
314467,2016,2.3551,0.0472
314467,2017,2.016,13.082
314467,2018,0.0062,25.0298
314467,2019,0.0048,20.0497
314470,2015,8.6666,2.6538
314470,2016,4.9334,4.4006
314470,2017,4.0523,7.275
314470,2018,5.5809,4.1905
314470,2019,0.9957,1.778
314480,2015,2.1873,2.4786
314480,2016,0.4469,1.3171
314480,2017,0.2737,0.754
314480,2018,1.0866,1.5562
314480,2019,0.2151,0.6078
314490,2015,1.9369,3.5509
314490,2016,0.0348,0.0971
314490,2017,0.0179,21.4807
314490,2018,2.0889,26.9629
314490,2019,2.8613,7.4637
314500,2015,0.5552,0.1563
314500,2016,0.6111,0.0603
314500,2017,1.1076,0.0674
314500,2018,2.4317,1.5002
314500,2019,0.4673,0.0388
314505,2015,2.7926,7.2603
314505,2016,0.0139,0.0529
314505,2017,0.016,0.0563
314505,2018,0.0032,0.0448
314505,2019,0.0025,0.0391
314510,2015,1.8002,5.5882
314510,2016,0.0205,2.2185
314510,2017,0.0133,0.0303
314510,2018,0.0049,1.9154
314510,2019,0.8767,0.0302
314520,2015,0.2955,0.4547
314520,2016,0.1522,1.0009
314520,2017,0.0069,0.3277
314520,2018,0.0579,1.2826
314520,2019,0.0585,0.0343
314530,2015,1.741,4.2619
314530,2016,1.3954,2.6408
314530,2017,0.7815,0.05
314530,2018,0.729,3.7797
314530,2019,2.7707,1.1009
314535,2015,2.2855,1.6414
314535,2016,0.8629,0.0981
314535,2017,0.8619,1.0767
314535,2018,0.6835,2.2735
314535,2019,0.0074,0.0616
314537,2015,1.5486,0.1511
314537,2016,0.0266,0.1177
314537,2017,0.0177,0.0518
314537,2018,0.0056,0.0422
314537,2019,0.0046,0.0546
314540,2015,6.3392,21.5455
314540,2016,5.0316,9.1604
314540,2017,0.0147,16.718
314540,2018,0.0051,0.1934
314540,2019,0.0041,0.0464
314545,2015,0.1738,2.5632
314545,2016,0.0378,2.941
314545,2017,2.3542,0.0581
314545,2018,0.0084,0.0616
314545,2019,0.0065,0.0496
314550,2015,0.0478,15.4661
314550,2016,0.019,0.0348
314550,2017,2.9516,4.3752
314550,2018,0.0038,0.0242
314550,2019,2.6342,0.0382
314560,2015,0.5105,0.8168
314560,2016,0.018,1.0331
314560,2017,0.2696,0.0278
314560,2018,0.2384,0.3626
314560,2019,0.0026,0.6002
314570,2015,0.0882,4.6641
314570,2016,5.287,0.0702
314570,2017,0.0204,8.3725
314570,2018,9.0971,8.3747
314570,2019,0.0063,11.1558
314580,2015,0.0901,0.1319
314580,2016,2.592,4.0858
314580,2017,0.0202,0.0625
314580,2018,0.0068,0.0662
314580,2019,0.0066,0.071
314585,2015,1.2876,2.5805
314585,2016,0.0139,0.0364
314585,2017,0.0108,6.6951
314585,2018,1.4954,0.0291
314585,2019,0.0026,0.0375
314587,2015,1.7389,0.0991
314587,2016,0.016,6.722
314587,2017,0.8862,0.0489
314587,2018,0.0049,2.6072
314587,2019,0.9049,4.0431
314590,2015,0.5732,1.9516
314590,2016,1.0606,1.5768
314590,2017,0.9212,0.5187
314590,2018,0.2118,2.6897
314590,2019,1.6059,0.5224
314600,2015,1.9906,3.5967
314600,2016,2.1802,2.113
314600,2017,1.8673,1.9296
314600,2018,2.925,1.8066
314600,2019,2.9609,2.0049
314610,2015,1.6222,5.9127
314610,2016,1.1457,2.082
314610,2017,0.5732,3.7975
314610,2018,0.4529,2.9521
314610,2019,1.5311,2.3368
314620,2015,0.9249,1.6969
314620,2016,1.0211,1.6477
314620,2017,0.0247,0.0528
314620,2018,2.2786,0.0467
314620,2019,1.1673,0.052
314625,2015,1.2543,8.5114
314625,2016,0.0297,4.6153
314625,2017,0.0201,0.066
314625,2018,2.6737,0.0619
314625,2019,0.0064,2.1326
314630,2015,1.1142,1.3033
314630,2016,0.0271,0.6891
314630,2017,0.3599,1.3207
314630,2018,0.3572,0.0463
314630,2019,0.0037,1.3809
314640,2015,0.0865,0.1525
314640,2016,1.9174,2.6297
314640,2017,0.015,0.0426
314640,2018,0.0054,0.0536
314640,2019,2.6352,0.0453
314650,2015,2.5967,0.0673
314650,2016,2.2219,0.0288
314650,2017,0.0127,0.0332
314650,2018,1.2544,0.0261
314650,2019,0.0041,0.0351
314655,2015,21.4563,3.1351
314655,2016,34.9822,4.6285
314655,2017,35.2441,0.0665
314655,2018,1.5454,0.0779
314655,2019,0.0051,0.0581
314660,2015,0.0486,8.3944
314660,2016,0.0189,0.0277
314660,2017,0.0103,0.0294
314660,2018,0.0058,0.0306
314660,2019,0.0028,0.0343
314670,2015,14.78,1.8626
314670,2016,0.012,7.9235
314670,2017,5.4841,1.5383
314670,2018,8.6993,5.926
314670,2019,3.3346,6.935
314675,2015,5.3587,6.2543
314675,2016,0.0277,2.4
314675,2017,4.6682,4.8212
314675,2018,0.0057,1.8533
314675,2019,0.005,5.6162
314690,2015,0.5651,1.1873
314690,2016,0.0187,0.0453
314690,2017,1.0861,0.908
314690,2018,0.0045,1.0634
314690,2019,0.003,0.0431
314700,2015,1.7301,2.7587
314700,2016,1.1716,0.6386
314700,2017,0.7969,0.0217
314700,2018,0.073,1.188
314700,2019,0.2798,3.6858
314710,2015,0.1133,0.2432
314710,2016,0.0057,0.3675
314710,2017,0.0072,1.535
314710,2018,0.088,0.7016
314710,2019,0.001,0.1876
314720,2015,0.0415,0.7463
314720,2016,0.0119,0.6507
314720,2017,0.3685,0.6001
314720,2018,0.3515,0.0295
314720,2019,0.0023,0.6423
314730,2015,1.1845,6.6535
314730,2016,1.0647,4.345
314730,2017,0.4824,12.3636
314730,2018,2.2538,2.7386
314730,2019,1.4933,1.7385
314740,2015,2.0248,2.0925
314740,2016,2.459,1.4953
314740,2017,0.6392,1.3726
314740,2018,0.006,1.4344
314740,2019,0.003,0.0351
314750,2015,0.0687,18.3029
314750,2016,15.4062,0.0508
314750,2017,0.0113,0.0325
314750,2018,0.0042,18.7768
314750,2019,0.0034,5.0483
314760,2015,1.0622,0.0767
314760,2016,0.5511,0.0381
314760,2017,0.0117,0.8473
314760,2018,0.003,0.0364
314760,2019,0.5429,0.8296
314770,2015,3.0366,0.0961
314770,2016,0.011,0.0302
314770,2017,0.0047,0.0297
314770,2018,0.0035,0.0296
314770,2019,0.0012,1.3553
314780,2015,0.1405,40.1095
314780,2016,0.0351,30.0596
314780,2017,4.1843,53.3617
314780,2018,0.0069,0.0666
314780,2019,0.005,14.3228
314790,2015,1.0469,0.3141
314790,2016,0.5727,0.5436
314790,2017,0.1468,1.0534
314790,2018,0.2111,0.5271
314790,2019,0.5162,0.6376
314795,2015,4.7034,7.3223
314795,2016,1.4491,6.9672
314795,2017,1.8061,0.0502
314795,2018,0.007,0.056
314795,2019,1.6195,0.0542
314800,2015,1.2248,1.5765
314800,2016,1.4436,0.5323
314800,2017,0.6311,0.6515
314800,2018,0.4091,0.2294
314800,2019,0.3289,0.3888
314810,2015,0.902,1.2477
314810,2016,0.9147,0.7717
314810,2017,1.1516,0.7222
314810,2018,4.793,0.2037
314810,2019,0.0783,0.7465
314820,2015,2.0832,9.8729
314820,2016,10.0076,1.957
314820,2017,6.8285,2.3529
314820,2018,2.5048,0.0284
314820,2019,3.281,0.0337
314830,2015,0.0642,4.8855
314830,2016,0.0216,0.0532
314830,2017,0.0156,0.0478
314830,2018,0.006,0.0487
314830,2019,0.005,0.0425
314840,2015,0.0975,33.4132
314840,2016,2.0274,6.1106
314840,2017,5.4707,6.296
314840,2018,6.6721,6.5665
314840,2019,0.005,4.584
314850,2015,1.2519,0.1549
314850,2016,0.0326,0.1004
314850,2017,0.0269,5.5563
314850,2018,0.0059,4.6109
314850,2019,0.0049,6.6372
314860,2015,11.9746,3.0142
314860,2016,1.471,0.9378
314860,2017,2.3984,3.5888
314860,2018,0.0059,1.0123
314860,2019,0.9101,2.2608
314870,2015,2.2006,4.019
314870,2016,3.4031,4.5917
314870,2017,1.6495,1.7422
314870,2018,0.3187,1.2259
314870,2019,0.0052,0.0431
314875,2015,1.2188,0.1291
314875,2016,0.0217,4.6004
314875,2017,0.0158,0.0437
314875,2018,0.0062,0.0361
314875,2019,1.8562,0.0416
314880,2015,0.1031,20.1025
314880,2016,0.0276,0.0487
314880,2017,0.0185,0.0377
314880,2018,0.0057,0.0386
314880,2019,0.0046,0.0462
314890,2015,2.6409,0.1273
314890,2016,0.0181,3.0061
314890,2017,0.013,0.0478
314890,2018,0.0028,0.0372
314890,2019,0.0011,0.0436
314900,2015,2.6986,0.0913
314900,2016,0.0204,6.2913
314900,2017,0.0136,5.2909
314900,2018,0.0051,5.0253
314900,2019,0.0034,0.0296
314910,2015,2.4243,5.1323
314910,2016,0.8079,2.4711
314910,2017,0.6475,2.9418
314910,2018,0.7972,1.0607
314910,2019,0.7658,3.362
314915,2015,1.5724,4.6155
314915,2016,0.0433,1.8179
314915,2017,0.7457,0.0594
314915,2018,0.7838,7.6134
314915,2019,0.7434,0.0623
314920,2015,0.0739,12.0623
314920,2016,2.2877,0.0315
314920,2017,0.0054,0.0307
314920,2018,0.0032,0.0284
314920,2019,3.1262,3.7275
314930,2015,1.3586,1.0967
314930,2016,0.2433,1.0423
314930,2017,0.2606,0.0046
314930,2018,0.0002,1.1008
314930,2019,0.1402,0.5607
314940,2015,0.099,0.094
314940,2016,0.0257,0.089
314940,2017,0.0166,0.0522
314940,2018,0.0055,0.0362
314940,2019,0.0106,0.0541
314950,2015,1.9651,26.971
314950,2016,0.0109,36.379
314950,2017,0.0099,25.0183
314950,2018,0.0059,5.4328
314950,2019,0.0024,6.4792
314960,2015,0.0526,6.7326
314960,2016,2.3982,0.0263
314960,2017,0.0049,2.9675
314960,2018,0.0042,0.0245
314960,2019,4.8801,3.2492
314970,2015,0.7258,2.0096
314970,2016,2.4458,0.0345
314970,2017,1.3892,1.6131
314970,2018,0.0038,0.0287
314970,2019,1.0955,1.9936
314980,2015,1.172,0.1531
314980,2016,0.5107,0.0746
314980,2017,0.4953,1.4591
314980,2018,0.4318,0.0587
314980,2019,1.204,0.05
314990,2015,0.8622,2.7618
314990,2016,1.4368,0.0415
314990,2017,1.3928,0.7644
314990,2018,0.0047,0.0397
314990,2019,0.39,0.0452
314995,2015,4.592,6.527
314995,2016,3.9018,4.4447
314995,2017,0.8654,0.032
314995,2018,1.7583,2.8506
314995,2019,0.9125,3.5418
315000,2015,0.0655,3.7301
315000,2016,1.4941,0.0988
315000,2017,0.0199,2.8607
315000,2018,2.3854,0.0582
315000,2019,1.8223,0.0574
315010,2015,0.0652,0.1695
315010,2016,0.0224,0.0726
315010,2017,0.0133,0.0426
315010,2018,3.8504,0.0521
315010,2019,0.004,3.2679
315015,2015,3.8179,2.2153
315015,2016,0.0163,1.9222
315015,2017,0.7981,0.0537
315015,2018,0.0052,0.0514
315015,2019,1.4967,0.0529
315020,2015,3.8352,9.2304
315020,2016,0.0208,17.1837
315020,2017,0.0168,5.5899
315020,2018,0.0049,8.6016
315020,2019,0.0042,5.7516
315030,2015,5.3243,2.8475
315030,2016,6.8739,5.4739
315030,2017,5.6847,14.649
315030,2018,0.0044,0.0571
315030,2019,0.004,2.2251
315040,2015,7.2215,52.3433
315040,2016,3.5728,44.4735
315040,2017,10.757,51.1906
315040,2018,9.0978,4.8143
315040,2019,2.5062,27.7091
315050,2015,4.2014,0.0842
315050,2016,0.0255,0.044
315050,2017,0.0163,0.0359
315050,2018,0.0056,0.0374
315050,2019,0.005,0.0373
315053,2015,0.0845,7.8049
315053,2016,0.0154,0.0566
315053,2017,0.0137,3.1746
315053,2018,0.0038,2.9882
315053,2019,0.0029,4.6014
315057,2015,4.0694,5.6284
315057,2016,3.8294,8.8185
315057,2017,2.6331,0.0635
315057,2018,0.9517,0.0607
315057,2019,3.817,4.7458
315060,2015,2.0585,0.1158
315060,2016,0.0356,0.0447
315060,2017,0.0155,3.0709
315060,2018,0.0056,0.0381
315060,2019,0.0049,0.0477
315070,2015,5.9465,6.0515
315070,2016,2.0929,5.4667
315070,2017,1.0442,3.5034
315070,2018,0.0047,0.043
315070,2019,0.0041,10.0388
315080,2015,2.5917,2.5859
315080,2016,0.0208,2.4805
315080,2017,0.6287,2.585
315080,2018,0.6139,0.8963
315080,2019,0.0043,1.628
315090,2015,4.9001,0.1032
315090,2016,0.0173,0.0401
315090,2017,0.01,2.6041
315090,2018,0.0037,2.1589
315090,2019,0.0027,2.1765
315100,2015,0.0394,3.7624
315100,2016,2.301,3.4098
315100,2017,0.0103,1.6955
315100,2018,0.9781,3.1024
315100,2019,0.0024,3.734
315110,2015,3.9566,0.0378
315110,2016,0.7159,0.0159
315110,2017,1.1876,4.5601
315110,2018,7.7794,2.8728
315110,2019,0.0008,19.3674
315120,2015,0.616,2.4822
315120,2016,0.9149,0.2803
315120,2017,0.8323,0.295
315120,2018,0.0026,0.3209
315120,2019,0.1332,0.271
315130,2015,0.066,0.1219
315130,2016,0.8089,0.044
315130,2017,1.0344,1.1422
315130,2018,0.004,0.0387
315130,2019,0.7965,0.9825
315140,2015,1.6679,6.9855
315140,2016,0.6056,9.5909
315140,2017,1.4282,4.4751
315140,2018,0.0021,0.0197
315140,2019,0.0009,0.0228
315150,2015,0.5436,0.4684
315150,2016,0.0179,0.4981
315150,2017,0.7196,0.438
315150,2018,2.713,1.9497
315150,2019,0.0029,1.0932
315160,2015,2.9423,0.0679
315160,2016,0.7294,0.0419
315160,2017,0.7446,0.0321
315160,2018,1.4561,1.3945
315160,2019,2.1942,0.0315
315170,2015,0.0674,0.9052
315170,2016,0.585,0.0529
315170,2017,0.6188,0.9172
315170,2018,0.0056,0.0578
315170,2019,0.5747,0.7672
315180,2015,0.7368,0.5234
315180,2016,0.7019,0.2875
315180,2017,0.367,0.4881
315180,2018,0.2654,0.3353
315180,2019,0.2646,0.5012
315190,2015,3.7916,4.3476
315190,2016,30.5753,24.1179
315190,2017,14.651,2.5998
315190,2018,1.7767,1.1842
315190,2019,0.0067,4.335
315200,2015,1.0138,2.8417
315200,2016,0.5163,0.0709
315200,2017,0.0158,1.5354
315200,2018,0.0055,0.0417
315200,2019,0.0041,0.8756
315210,2015,1.4563,1.5704
315210,2016,0.2833,0.6332
315210,2017,0.5249,0.5632
315210,2018,0.0015,0.6408
315210,2019,0.0009,0.6811
315213,2015,3.1815,8.2324
315213,2016,1.7131,0.0753
315213,2017,4.7069,19.0943
315213,2018,0.009,10.7525
315213,2019,1.4544,3.0718
315217,2015,1.446,1.4377
315217,2016,0.0385,8.1377
315217,2017,0.7216,1.2402
315217,2018,0.01,2.6595
315217,2019,0.0075,3.6736
315220,2015,1.8967,1.7651
315220,2016,0.8989,0.897
315220,2017,1.3828,0.9281
315220,2018,0.4263,0.4258
315220,2019,0.2246,0.9116
315230,2015,5.4169,8.3426
315230,2016,2.219,3.3847
315230,2017,4.9326,14.8171
315230,2018,0.9672,6.6305
315230,2019,0.0043,16.0397
315240,2015,1.318,0.1163
315240,2016,0.6563,0.0573
315240,2017,0.0194,0.0416
315240,2018,0.0047,0.8172
315240,2019,0.0035,0.0529
315250,2015,0.9939,1.4437
