"ano","codmunres","condicoes_ameacadoras_totais","condicoes_ameacadoras_incompletos_intersecao","condicoes_ameacadoras_incompletos_uniao"
2019,"130083",169,0,3
2020,"130083",204,0,4
2021,"130083",205,0,10
2022,"130083",217,0,8
2023,"130083",171,0,5
2012,"130090",213,0,8
2013,"130090",196,0,1
2014,"130090",231,0,7
2015,"130090",219,0,1
2016,"130090",217,0,1
2017,"130090",191,1,4
2018,"130090",222,0,10
2019,"130090",192,0,3
2020,"130090",197,0,2
2021,"130090",198,0,2
2022,"130090",175,0,9
2023,"130090",186,0,4
2012,"130100",656,0,71
2013,"130100",633,1,58
2014,"130100",658,0,288
2015,"130100",628,1,262
2016,"130100",625,0,249
2017,"130100",626,0,225
2018,"130100",636,0,309
2019,"130100",635,0,299
2020,"130100",585,0,312
2021,"130100",684,0,138
2022,"130100",575,0,12
2023,"130100",540,0,18
2012,"130110",414,1,126
2013,"130110",442,0,71
2014,"130110",474,0,35
2015,"130110",419,0,46
2016,"130110",481,0,39
2017,"130110",512,0,28
2018,"130110",550,0,29
2019,"130110",564,0,21
2020,"130110",565,0,20
2021,"130110",619,0,13
2022,"130110",548,0,5
2023,"130110",482,0,2
2012,"130115",171,1,48
2013,"130115",168,6,41
2014,"130115",208,0,46
2015,"130115",215,0,30
2016,"130115",199,0,27
2017,"130115",237,0,28
2018,"130115",275,0,24
2019,"130115",198,1,19
2020,"130115",190,1,28
2021,"130115",218,0,24
2022,"130115",219,0,18
2023,"130115",208,0,9
2012,"130120",1668,0,9
2013,"130120",1750,0,15
2014,"130120",1704,0,18
2015,"130120",1744,0,3
2016,"130120",1646,0,2
2017,"130120",1656,0,4
2018,"130120",1747,0,0
2019,"130120",1698,0,1
2020,"130120",1601,0,0
2021,"130120",1622,0,0
2022,"130120",1536,0,1
2023,"130120",1485,0,1
2012,"130130",432,0,13
2013,"130130",424,0,12
2014,"130130",426,0,9
2015,"130130",434,0,7
2016,"130130",404,0,24
2017,"130130",439,0,9
2018,"130130",429,0,12
2019,"130130",468,0,22
2020,"130130",474,0,26
2021,"130130",496,0,2
2022,"130130",457,0,9
2023,"130130",393,0,4
2012,"130140",833,0,132
2013,"130140",852,1,119
2014,"130140",852,0,123
2015,"130140",825,0,107
2016,"130140",787,3,97
2017,"130140",854,0,119
2018,"130140",830,1,120
2019,"130140",792,0,112
2020,"130140",717,0,103
2021,"130140",728,0,111
2022,"130140",750,0,89
2023,"130140",728,0,59
2012,"130150",314,0,11
2013,"130150",366,0,55
2014,"130150",386,0,50
2015,"130150",412,0,42
2016,"130150",369,0,47
2017,"130150",424,0,46
2018,"130150",369,0,31
2019,"130150",391,0,20
2020,"130150",367,0,8
2021,"130150",365,0,28
2022,"130150",343,0,36
2023,"130150",310,0,42
2012,"130160",520,0,5
2013,"130160",556,0,1
2014,"130160",606,0,1
2015,"130160",670,0,1
2016,"130160",573,0,2
2017,"130160",630,0,2
2018,"130160",621,0,0
2019,"130160",579,0,1
2020,"130160",628,0,0
2021,"130160",678,0,0
2022,"130160",553,0,2
2023,"130160",580,0,4
2012,"130165",360,5,36
2013,"130165",329,9,33
2014,"130165",356,0,26
2015,"130165",334,0,30
2016,"130165",284,0,23
2017,"130165",326,0,16
2018,"130165",293,0,20
2019,"130165",285,0,6
2020,"130165",291,0,10
2021,"130165",340,0,9
2022,"130165",286,0,8
2023,"130165",299,0,8
2012,"130170",847,0,18
2013,"130170",902,0,6
2014,"130170",970,0,6
2015,"130170",941,0,5
2016,"130170",977,0,8
2017,"130170",1001,0,3
2018,"130170",1006,0,6
2019,"130170",978,0,6
2020,"130170",986,0,3
2021,"130170",1127,0,7
2022,"130170",997,0,7
2023,"130170",945,0,4
2012,"130180",439,0,133
2013,"130180",407,0,102
2014,"130180",406,0,139
2015,"130180",441,1,128
2016,"130180",389,1,93
2017,"130180",409,0,86
2018,"130180",413,0,89
2019,"130180",376,0,41
2020,"130180",342,0,63
2021,"130180",406,0,67
2022,"130180",395,0,63
2023,"130180",405,0,47
2012,"130185",898,0,235
2013,"130185",849,0,131
2014,"130185",873,0,107
2015,"130185",867,0,53
2016,"130185",928,0,58
2017,"130185",941,0,18
2018,"130185",945,0,14
2019,"130185",1021,0,23
2020,"130185",913,0,27
2021,"130185",939,0,32
2022,"130185",918,0,15
2023,"130185",981,0,15
2012,"130190",2019,0,423
2013,"130190",2085,0,181
2014,"130190",2068,0,207
2015,"130190",2078,0,71
2016,"130190",2028,0,68
2017,"130190",1985,0,78
2018,"130190",2068,0,54
2019,"130190",2034,0,57
2020,"130190",1929,0,76
2021,"130190",2045,0,76
2022,"130190",1875,0,39
2023,"130190",1788,0,29
2012,"130195",197,1,33
2013,"130195",260,2,91
2014,"130195",260,0,69
2015,"130195",293,0,59
2016,"130195",263,0,58
2017,"130195",245,0,65
2018,"130195",303,0,68
2019,"130195",247,0,59
2020,"130195",240,1,67
2021,"130195",298,0,74
2022,"130195",260,0,58
2023,"130195",315,0,78
2012,"130200",199,0,13
2013,"130200",184,0,3
2014,"130200",154,0,6
2015,"130200",148,0,4
2016,"130200",187,0,3
2017,"130200",165,0,0
2018,"130200",171,0,0
2019,"130200",173,0,1
2020,"130200",188,0,0
2021,"130200",208,0,1
2022,"130200",177,0,0
2023,"130200",184,0,0
2012,"130210",142,0,2
2013,"130210",130,0,1
2014,"130210",148,0,5
2015,"130210",169,0,20
2016,"130210",150,0,30
2017,"130210",161,0,28
2018,"130210",151,0,5
2019,"130210",121,0,12
2020,"130210",188,0,12
2021,"130210",176,0,4
2022,"130210",173,0,10
2023,"130210",205,0,16
2012,"130220",171,0,82
2013,"130220",202,0,54
2014,"130220",193,0,21
2015,"130220",217,0,24
2016,"130220",175,0,33
2017,"130220",253,1,32
2018,"130220",251,0,25
2019,"130220",235,0,3
2020,"130220",225,0,7
2021,"130220",208,0,0
2022,"130220",210,0,2
2023,"130220",190,0,2
2012,"130230",601,0,191
2013,"130230",629,0,202
2014,"130230",631,0,166
2015,"130230",633,0,144
2016,"130230",604,0,110
2017,"130230",659,0,109
2018,"130230",648,0,113
2019,"130230",646,0,71
2020,"130230",654,0,150
2021,"130230",680,0,126
2022,"130230",700,0,120
2023,"130230",655,0,118
2012,"130240",682,1,37
2013,"130240",728,0,8
2014,"130240",715,0,66
2015,"130240",659,0,27
2016,"130240",652,0,9
2017,"130240",741,0,40
2018,"130240",779,0,31
2019,"130240",892,0,24
2020,"130240",801,0,25
2021,"130240",881,0,29
2022,"130240",817,0,13
2023,"130240",822,0,19
2012,"130250",1886,29,551
2013,"130250",2000,0,80
2014,"130250",2130,2,63
2015,"130250",2070,0,15
2016,"130250",1795,0,18
2017,"130250",1938,0,17
2018,"130250",2056,0,58
2019,"130250",2115,0,8
2020,"130250",2097,0,6
2021,"130250",2265,0,4
2022,"130250",2024,0,1
2023,"130250",1965,0,1
2012,"130255",250,0,52
2013,"130255",249,0,22
2014,"130255",233,0,9
2015,"130255",234,0,5
2016,"130255",253,0,3
2017,"130255",300,0,0
2018,"130255",303,0,3
2019,"130255",276,0,2
2020,"130255",249,0,2
2021,"130255",256,0,2
2022,"130255",305,0,4
2023,"130255",238,0,2
2012,"130260",41169,1,6479
2013,"130260",41640,0,3871
2014,"130260",42809,0,1620
2015,"130260",42342,2,1382
2016,"130260",39603,1,556
2017,"130260",38498,0,200
2018,"130260",38588,0,159
2019,"130260",37939,1,436
2020,"130260",37274,0,744
2021,"130260",37041,1,501
2022,"130260",34707,0,368
2023,"130260",33479,0,299
2012,"130270",810,5,186
2013,"130270",850,0,177
2014,"130270",903,0,152
2015,"130270",930,0,167
2016,"130270",911,0,136
2017,"130270",989,0,130
2018,"130270",1013,0,148
2019,"130270",1023,0,129
2020,"130270",996,0,120
2021,"130270",1010,0,108
2022,"130270",943,0,81
2023,"130270",915,0,44
2012,"130280",313,0,14
2013,"130280",338,0,14
2014,"130280",399,0,57
2015,"130280",323,0,40
2016,"130280",358,0,45
2017,"130280",418,0,37
2018,"130280",405,0,27
2019,"130280",381,0,18
2020,"130280",417,0,36
2021,"130280",449,0,26
2022,"130280",341,0,13
2023,"130280",372,0,17
2012,"130290",1311,0,333
2013,"130290",1317,0,406
2014,"130290",1362,0,325
2015,"130290",1335,0,278
2016,"130290",1273,0,344
2017,"130290",1553,0,316
2018,"130290",1581,0,334
2019,"130290",1539,0,252
2020,"130290",1403,0,269
2021,"130290",1515,0,306
2022,"130290",1286,0,248
2023,"130290",1316,0,246
2012,"130300",344,8,31
2013,"130300",301,2,25
2014,"130300",357,0,36
2015,"130300",356,0,42
2016,"130300",338,0,52
2017,"130300",358,0,48
2018,"130300",314,0,44
2019,"130300",346,0,40
2020,"130300",327,0,50
2021,"130300",348,0,37
2022,"130300",339,0,22
2023,"130300",302,0,28
2012,"130310",591,1,191
2013,"130310",628,0,89
2014,"130310",619,0,140
2015,"130310",593,0,65
2016,"130310",587,0,82
2017,"130310",592,0,74
2018,"130310",612,0,71
2019,"130310",546,0,47
2020,"130310",596,0,54
2021,"130310",640,0,49
2022,"130310",591,0,34
2023,"130310",569,0,29
2012,"130320",257,0,41
2013,"130320",246,0,14
2014,"130320",307,1,17
2015,"130320",316,4,30
2016,"130320",289,2,16
2017,"130320",333,0,9
2018,"130320",327,0,22
2019,"130320",310,0,13
2020,"130320",290,0,11
2021,"130320",306,0,7
2022,"130320",267,0,1
2023,"130320",305,0,1
2012,"130330",321,0,55
2013,"130330",351,0,24
2014,"130330",344,0,28
2015,"130330",409,0,40
2016,"130330",386,0,39
2017,"130330",406,0,26
2018,"130330",379,0,25
2019,"130330",392,0,23
2020,"130330",369,0,16
2021,"130330",440,0,18
2022,"130330",389,0,16
2023,"130330",347,0,14
2012,"130340",2021,0,148
2013,"130340",2133,0,144
2014,"130340",2056,0,120
2015,"130340",1995,0,101
2016,"130340",1932,0,97
2017,"130340",2139,0,115
2018,"130340",2067,0,86
2019,"130340",1947,0,91
2020,"130340",1805,0,82
2021,"130340",2039,0,85
2022,"130340",1923,0,79
2023,"130340",1783,0,56
2012,"130350",308,0,41
2013,"130350",367,0,10
2014,"130350",364,0,3
2015,"130350",374,0,3
2016,"130350",348,0,2
2017,"130350",355,0,2
2018,"130350",362,0,20
2019,"130350",369,0,50
2020,"130350",356,0,51
2021,"130350",426,0,63
2022,"130350",348,0,38
2023,"130350",352,0,34
2012,"130353",556,0,130
2013,"130353",580,0,52
2014,"130353",585,0,14
2015,"130353",558,0,28
2016,"130353",548,0,10
2017,"130353",523,0,64
2018,"130353",558,0,6
2019,"130353",513,0,4
2020,"130353",551,0,7
2021,"130353",605,0,4
2022,"130353",562,0,1
2023,"130353",524,0,1
2012,"130356",361,0,172
2013,"130356",374,0,75
2014,"130356",412,0,18
2015,"130356",391,0,19
2016,"130356",415,0,9
2017,"130356",422,0,0
2018,"130356",431,0,2
2019,"130356",440,0,9
2020,"130356",393,0,4
2021,"130356",418,0,6
2022,"130356",394,0,6
2023,"130356",356,0,5
2012,"130360",344,1,153
2013,"130360",279,0,104
2014,"130360",225,0,76
2015,"130360",301,0,155
2016,"130360",305,0,159
2017,"130360",370,0,162
2018,"130360",372,0,173
2019,"130360",322,0,145
2020,"130360",320,0,162
2021,"130360",368,0,192
2022,"130360",328,0,158
2023,"130360",370,0,153
2012,"130370",603,0,145
2013,"130370",576,0,123
2014,"130370",652,0,136
2015,"130370",718,0,133
2016,"130370",693,0,145
2017,"130370",724,0,140
2018,"130370",704,0,175
2019,"130370",773,0,163
2020,"130370",733,0,144
2021,"130370",826,0,176
2022,"130370",787,0,174
2023,"130370",863,0,173
2012,"130380",1119,70,586
2013,"130380",1143,1,581
2014,"130380",1254,0,529
2015,"130380",1120,0,471
2016,"130380",1255,0,560
2017,"130380",1214,0,673
2018,"130380",1227,0,847
2019,"130380",1436,0,1028
2020,"130380",1378,3,1209
2021,"130380",1588,0,1083
2022,"130380",1454,0,497
2023,"130380",1442,0,3
2012,"130390",959,0,564
2013,"130390",914,0,484
2014,"130390",987,0,496
2015,"130390",753,0,221
2016,"130390",871,0,424
2017,"130390",999,0,558
2018,"130390",935,0,469
2019,"130390",956,0,492
2020,"130390",919,0,459
2021,"130390",993,0,531
2022,"130390",923,0,461
2023,"130390",953,0,434
2012,"130395",178,0,3
2013,"130395",160,0,0
2014,"130395",163,0,4
2015,"130395",180,0,8
2016,"130395",178,0,6
2017,"130395",206,0,8
2018,"130395",186,0,5
2019,"130395",200,0,2
2020,"130395",205,0,0
2021,"130395",204,0,0
2022,"130395",180,0,0
2023,"130395",180,0,3
2012,"130400",181,0,34
2013,"130400",208,0,10
2014,"130400",180,0,10
2015,"130400",202,0,9
2016,"130400",208,0,2
2017,"130400",246,0,12
2018,"130400",197,0,4
2019,"130400",229,0,4
2020,"130400",181,0,2
2021,"130400",210,0,4
2022,"130400",191,0,2
2023,"130400",195,0,1
2012,"130406",1632,0,546
2013,"130406",1619,0,462
2014,"130406",1820,0,583
2015,"130406",1615,0,434
2016,"130406",1753,0,575
2017,"130406",1701,0,470
2018,"130406",1685,0,457
2019,"130406",1770,1,524
2020,"130406",1653,0,476
2021,"130406",1812,1,610
2022,"130406",1516,0,420
2023,"130406",1484,0,433
2012,"130410",401,0,36
2013,"130410",421,2,12
2014,"130410",391,0,35
2015,"130410",439,0,19
2016,"130410",389,0,9
2017,"130410",405,0,16
2018,"130410",394,0,48
2019,"130410",432,0,54
2020,"130410",452,0,65
2021,"130410",468,0,56
2022,"130410",444,0,35
2023,"130410",422,0,13
2012,"130420",1558,2,76
2013,"130420",1732,1,157
2014,"130420",1589,0,146
2015,"130420",1754,3,96
2016,"130420",1679,3,147
2017,"130420",1763,2,88
2018,"130420",1822,2,63
2019,"130420",1927,0,57
2020,"130420",1792,0,26
2021,"130420",1871,0,22
2022,"130420",1858,0,7
2023,"130420",1824,0,3
2012,"130423",348,0,39
2013,"130423",322,1,35
2014,"130423",366,0,51
2015,"130423",391,0,32
2016,"130423",363,0,22
2017,"130423",458,0,44
2018,"130423",435,0,25
2019,"130423",429,0,18
2020,"130423",412,0,5
2021,"130423",450,0,2
2022,"130423",439,0,2
2023,"130423",372,0,1
2012,"130426",288,2,195
2013,"130426",304,4,123
2014,"130426",302,0,87
2015,"130426",295,1,14
2016,"130426",264,0,8
2017,"130426",333,1,26
2018,"130426",286,0,12
2019,"130426",351,0,6
2020,"130426",334,0,15
2021,"130426",387,0,10
2022,"130426",340,0,1
2023,"130426",319,0,1
2012,"130430",298,0,15
2013,"130430",302,0,12
2014,"130430",284,0,13
2015,"130430",272,0,4
2016,"130430",265,0,5
2017,"130430",270,0,8
2018,"130430",261,0,4
2019,"130430",318,0,10
2020,"130430",289,0,9
2021,"130430",265,0,1
2022,"130430",266,0,1
2023,"130430",244,0,0
2012,"130440",321,0,79
2013,"130440",325,0,70
2014,"130440",329,0,39
2015,"130440",282,0,50
2016,"130440",299,0,44
2017,"130440",315,0,28
2018,"130440",313,0,27
2019,"130440",321,0,24
2020,"130440",291,0,17
2021,"130440",379,0,20
2022,"130440",305,0,22
2023,"130440",287,0,19
2012,"140002",308,0,156
2013,"140002",307,0,154
2014,"140002",298,0,121
2015,"140002",339,0,163
2016,"140002",331,0,157
2017,"140002",355,0,174
2018,"140002",433,0,207
2019,"140002",446,0,230
2020,"140002",395,0,195
2021,"140002",435,0,196
2022,"140002",431,0,219
2023,"140002",429,0,205
2012,"140005",600,5,399
2013,"140005",601,4,360
2014,"140005",563,0,346
2015,"140005",550,0,368
2016,"140005",620,0,405
2017,"140005",526,0,328
2018,"140005",737,0,521
2019,"140005",711,0,453
2020,"140005",737,0,475
2021,"140005",768,0,510
2022,"140005",703,0,446
2023,"140005",661,0,404
2012,"140010",6358,0,42
2013,"140010",6350,0,9
2014,"140010",6755,0,25
2015,"140010",6719,0,12
2016,"140010",6749,0,14
2017,"140010",7043,0,30
2018,"140010",8163,0,24
2019,"140010",8936,0,49
2020,"140010",8195,0,17
2021,"140010",8108,0,41
2022,"140010",7839,0,64
2023,"140010",7776,0,85
2012,"140015",312,2,78
2013,"140015",327,0,27
2014,"140015",325,0,44
2015,"140015",355,0,76
2016,"140015",365,0,63
2017,"140015",377,0,46
2018,"140015",391,0,78
2019,"140015",470,0,81
2020,"140015",464,0,72
2021,"140015",433,0,79
2022,"140015",430,0,74
2023,"140015",419,0,77
2012,"140017",315,0,24
2013,"140017",335,1,10
2014,"140017",362,0,31
2015,"140017",327,0,22
2016,"140017",315,0,14
2017,"140017",352,0,16
2018,"140017",337,0,15
2019,"140017",385,0,22
2020,"140017",373,0,25
2021,"140017",418,0,44
2022,"140017",393,0,31
2023,"140017",357,0,29
2012,"140020",425,0,68
2013,"140020",424,0,82
2014,"140020",393,1,55
2015,"140020",414,0,66
2016,"140020",381,0,61
2017,"140020",407,0,50
2018,"140020",406,0,71
2019,"140020",445,0,56
2020,"140020",431,0,73
2021,"140020",424,0,70
2022,"140020",332,0,53
2023,"140020",361,0,56
2012,"140023",138,0,8
2013,"140023",151,0,8
2014,"140023",154,0,9
2015,"140023",139,0,11
2016,"140023",145,0,4
2017,"140023",183,0,3
2018,"140023",181,0,2
2019,"140023",204,0,4
2020,"140023",183,0,3
2021,"140023",210,0,5
2022,"140023",181,0,3
2023,"140023",212,0,3
2012,"140028",173,3,56
2013,"140028",147,1,32
2014,"140028",156,0,40
2015,"140028",169,0,45
2016,"140028",138,0,37
2017,"140028",154,0,31
2018,"140028",138,0,37
2019,"140028",185,0,41
2020,"140028",149,0,35
2021,"140028",142,0,31
2022,"140028",144,0,30
2023,"140028",164,0,43
2012,"140030",270,0,15
2013,"140030",351,0,27
2014,"140030",299,0,15
2015,"140030",341,0,31
2016,"140030",308,0,19
2017,"140030",309,0,19
2018,"140030",325,0,36
2019,"140030",372,0,29
2020,"140030",337,0,26
2021,"140030",369,0,29
2022,"140030",323,0,30
2023,"140030",354,0,25
2012,"140040",319,2,73
2013,"140040",381,0,93
2014,"140040",376,0,92
2015,"140040",442,0,107
2016,"140040",428,0,105
2017,"140040",415,0,74
2018,"140040",463,0,100
2019,"140040",489,0,100
2020,"140040",554,0,180
2021,"140040",477,0,99
2022,"140040",445,0,108
2023,"140040",511,0,110
2012,"140045",327,0,44
2013,"140045",351,0,55
2014,"140045",340,0,37
2015,"140045",361,0,63
2016,"140045",357,0,48
2017,"140045",380,0,37
2018,"140045",423,0,39
2019,"140045",556,0,67
2020,"140045",508,0,77
2021,"140045",609,0,62
2022,"140045",544,0,62
2023,"140045",546,0,66
2012,"140047",422,0,23
2013,"140047",422,0,15
2014,"140047",442,0,34
2015,"140047",527,0,60
2016,"140047",542,0,3
2017,"140047",563,0,0
2018,"140047",628,0,7
2019,"140047",567,0,1
2020,"140047",598,0,4
2021,"140047",561,0,6
2022,"140047",570,0,5
2023,"140047",532,0,1
2012,"140050",116,0,0
2013,"140050",120,0,4
2014,"140050",117,0,2
2015,"140050",117,0,10
2016,"140050",104,0,1
2017,"140050",122,0,1
2018,"140050",119,0,7
2019,"140050",131,0,4
2020,"140050",126,0,0
2021,"140050",141,0,2
2022,"140050",116,0,2
2023,"140050",127,0,2
2012,"140060",84,0,2
2013,"140060",80,0,5
2014,"140060",67,0,2
2015,"140060",91,0,4
2016,"140060",83,0,4
2017,"140060",106,0,0
2018,"140060",86,0,0
2019,"140060",107,0,1
2020,"140060",106,0,5
2021,"140060",102,0,3
2022,"140060",125,0,1
2023,"140060",90,0,3
2012,"140070",432,0,211
2013,"140070",459,0,159
2014,"140070",466,0,176
2015,"140070",518,0,218
2016,"140070",509,0,236
2017,"140070",445,0,193
2018,"140070",513,0,167
2019,"140070",616,0,250
2020,"140070",603,0,292
2021,"140070",704,0,302
2022,"140070",514,0,218
2023,"140070",564,0,226
2012,"150010",2530,0,174
2013,"150010",2538,0,104
2014,"150010",2705,0,127
2015,"150010",2660,0,163
2016,"150010",2532,0,151
2017,"150010",2713,0,130
2018,"150010",2671,0,121
2019,"150010",2623,0,150
2020,"150010",2552,0,123
2021,"150010",2768,0,97
2022,"150010",2452,0,90
2023,"150010",2453,0,30
2012,"150013",114,0,1
2013,"150013",129,0,1
2014,"150013",100,0,1
2015,"150013",143,0,2
2016,"150013",117,0,0
2017,"150013",142,0,0
2018,"150013",130,0,0
2019,"150013",132,0,1
2020,"150013",98,0,4
2021,"150013",132,0,4
2022,"150013",103,0,3
2023,"150013",118,0,2
2012,"150020",966,1,363
2013,"150020",1039,1,82
2014,"150020",1116,3,99
2015,"150020",936,0,70
2016,"150020",996,0,72
2017,"150020",992,1,40
2018,"150020",1013,0,79
2019,"150020",980,0,92
2020,"150020",947,0,94
2021,"150020",959,2,92
2022,"150020",942,0,57
2023,"150020",979,0,36
2012,"150030",805,3,135
2013,"150030",788,0,139
2014,"150030",806,1,153
2015,"150030",871,0,98
2016,"150030",911,0,141
2017,"150030",968,0,111
2018,"150030",1022,0,95
2019,"150030",1014,1,81
2020,"150030",964,9,98
2021,"150030",1063,11,104
2022,"150030",1044,6,109
2023,"150030",1022,11,90
2012,"150034",164,0,3
2013,"150034",190,0,65
2014,"150034",182,0,23
2015,"150034",199,0,13
2016,"150034",163,0,13
2017,"150034",215,0,29
2018,"150034",223,0,27
2019,"150034",225,0,40
2020,"150034",169,0,14
2021,"150034",209,0,3
2022,"150034",219,0,14
2023,"150034",217,0,1
2012,"150040",1138,0,49
2013,"150040",1126,0,32
2014,"150040",1133,0,33
2015,"150040",1133,0,38
2016,"150040",1031,0,41
2017,"150040",1132,0,64
2018,"150040",1190,0,45
2019,"150040",1194,0,46
2020,"150040",1070,0,40
2021,"150040",1131,0,37
2022,"150040",1056,1,37
2023,"150040",1092,0,38
2012,"150050",693,0,51
2013,"150050",754,0,120
2014,"150050",801,0,88
2015,"150050",797,0,106
2016,"150050",739,1,91
2017,"150050",745,0,72
2018,"150050",780,0,66
2019,"150050",779,0,38
2020,"150050",779,0,68
2021,"150050",792,0,10
2022,"150050",677,0,50
2023,"150050",655,0,30
2012,"150060",2105,0,1301
2013,"150060",2529,0,249
2014,"150060",2866,0,323
2015,"150060",2991,0,472
2016,"150060",2846,0,151
2017,"150060",2487,0,168
2018,"150060",2568,0,129
2019,"150060",2371,0,97
2020,"150060",2332,0,107
2021,"150060",2207,0,82
2022,"150060",2283,0,72
2023,"150060",2226,0,42
2012,"150070",751,1,207
2013,"150070",736,2,223
2014,"150070",737,0,212
2015,"150070",742,0,197
2016,"150070",819,3,382
2017,"150070",855,2,170
2018,"150070",871,0,180
2019,"150070",837,0,144
2020,"150070",821,0,154
2021,"150070",861,0,141
2022,"150070",787,1,106
2023,"150070",799,1,95
2012,"150080",8195,0,88
2013,"150080",8035,0,152
2014,"150080",8282,0,485
2015,"150080",8397,0,834
2016,"150080",8011,0,1040
2017,"150080",7940,0,378
2018,"150080",7772,0,1240
2019,"150080",7408,0,1388
2020,"150080",6953,0,2382
2021,"150080",6856,0,1857
2022,"150080",6281,0,231
2023,"150080",6142,0,180
2012,"150085",530,0,256
2013,"150085",531,0,25
2014,"150085",542,1,56
2015,"150085",600,0,93
2016,"150085",575,0,50
2017,"150085",630,0,10
2018,"150085",656,0,8
2019,"150085",652,0,6
2020,"150085",631,0,15
2021,"150085",649,0,6
2022,"150085",583,0,2
2023,"150085",580,0,0
2012,"150090",965,0,390
2013,"150090",1050,0,226
2014,"150090",990,0,254
2015,"150090",954,0,181
2016,"150090",954,0,215
2017,"150090",935,0,202
2018,"150090",901,0,175
2019,"150090",809,0,102
2020,"150090",860,0,151
2021,"150090",900,0,103
2022,"150090",698,0,45
2023,"150090",767,0,66
2012,"150095",372,0,100
2013,"150095",418,0,22
