"codmunres";"ano";"anomalia";"grupo_de_anomalias_congenitas";"descricao";"nascidos_vivos_anomalia"
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q902";"Síndrome de Down";"Síndrome de Down";1
351880;2021;"Q369";"Fendas orais";"Fenda labial";1
351880;2021;"Q210";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2021;"Q213";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2021;"Q564";"Defeitos de órgãos genitais";"Sexo indeterminado e pseudo-hermafroditismo";1
351880;2021;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q249";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
351880;2021;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2021;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2021;"Q720";"Defeitos de membros";"Defeitos por redução do membro inferior";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q369";"Fendas orais";"Fenda labial";1
351880;2021;"Q206";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
351880;2021;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q270";"Cardiopatias congênitas";"Outras malformações congênitas do sistema vascular periférico";1
351880;2021;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q359";"Fendas orais";"Fenda palatina";1
351880;2021;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q661";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2021;"Q270";"Cardiopatias congênitas";"Outras malformações congênitas do sistema vascular periférico";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q223";"Cardiopatias congênitas";"Malformações congênitas das valvas pulmonar e tricúspide";1
351880;2021;"Q661";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q359";"Fendas orais";"Fenda palatina";1
351880;2021;"Q666";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q355";"Fendas orais";"Fenda palatina";1
351880;2021;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2021;"Q713";"Defeitos de membros";"Defeitos por redução do membro superior";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q713";"Defeitos de membros";"Defeitos por redução do membro superior";1
351880;2021;"Q212";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2021;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2021;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q355";"Fendas orais";"Fenda palatina";1
351880;2022;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2022;"Q270";"Cardiopatias congênitas";"Outras malformações congênitas do sistema vascular periférico";1
351880;2022;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q259";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
351880;2022;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q240";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
351880;2022;"Q223";"Cardiopatias congênitas";"Malformações congênitas das valvas pulmonar e tricúspide";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q02X";"Microcefalia";"Microcefalia";1
351880;2022;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q210";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q359";"Fendas orais";"Fenda palatina";1
351880;2022;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
351880;2022;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q379";"Fendas orais";"Fenda labial com fenda palatina";1
351880;2022;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
351880;2022;"Q213";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q250";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q359";"Fendas orais";"Fenda palatina";1
351880;2022;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
351880;2022;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
351880;2022;"Q728";"Defeitos de membros";"Defeitos por redução do membro inferior";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q248";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q900";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q219";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
351880;2022;"Q270";"Cardiopatias congênitas";"Outras malformações congênitas do sistema vascular periférico";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2022;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2022;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
351880;2022;"Q359";"Fendas orais";"Fenda palatina";1
351880;2022;"Q369";"Fendas orais";"Fenda labial";1
351880;2022;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q900";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q02X";"Microcefalia";"Microcefalia";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q359";"Fendas orais";"Fenda palatina";1
351880;2022;"Q249";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q000";"Defeitos de tubo neural";"Anencefalia";1
351880;2022;"Q369";"Fendas orais";"Fenda labial";1
351880;2022;"Q212";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
351880;2022;"Q359";"Fendas orais";"Fenda palatina";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q369";"Fendas orais";"Fenda labial";1
351880;2022;"Q210";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q270";"Cardiopatias congênitas";"Outras malformações congênitas do sistema vascular periférico";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q282";"Cardiopatias congênitas";"Outras malformações congênitas do aparelho circulatório";1
351880;2022;"Q359";"Fendas orais";"Fenda palatina";1
351880;2022;"Q219";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q210";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q369";"Fendas orais";"Fenda labial";1
351880;2022;"Q369";"Fendas orais";"Fenda labial";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2022;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2022;"Q359";"Fendas orais";"Fenda palatina";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q369";"Fendas orais";"Fenda labial";1
351880;2022;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q250";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
351880;2022;"Q210";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q718";"Defeitos de membros";"Defeitos por redução do membro superior";1
351880;2022;"Q206";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
351880;2022;"Q270";"Cardiopatias congênitas";"Outras malformações congênitas do sistema vascular periférico";1
351880;2022;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q234";"Cardiopatias congênitas";"Malformações congênitas das valvas aórtica e mitral";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2022;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2022;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2022;"Q270";"Cardiopatias congênitas";"Outras malformações congênitas do sistema vascular periférico";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2022;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2022;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q369";"Fendas orais";"Fenda labial";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q249";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
351880;2023;"Q255";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
351880;2023;"Q263";"Cardiopatias congênitas";"Malformações congênitas das grandes veias";1
351880;2023;"Q548";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q549";"Defeitos de órgãos genitais";"Hipospadia";2
351880;2023;"Q210";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q719";"Defeitos de membros";"Defeitos por redução do membro superior";1
351880;2023;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q213";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2023;"Q270";"Cardiopatias congênitas";"Outras malformações congênitas do sistema vascular periférico";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q054";"Defeitos de tubo neural";"Espinha bifida";1
351880;2023;"Q249";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q054";"Defeitos de tubo neural";"Espinha bifida";1
351880;2023;"Q359";"Fendas orais";"Fenda palatina";1
351880;2023;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2023;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q540";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2023;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
351880;2023;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2023;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
351880;2023;"Q713";"Defeitos de membros";"Defeitos por redução do membro superior";1
351880;2023;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q661";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q206";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
351880;2023;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2023;"Q218";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2023;"Q713";"Defeitos de membros";"Defeitos por redução do membro superior";1
351880;2023;"Q249";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
351880;2023;"Q206";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
351880;2023;"Q379";"Fendas orais";"Fenda labial com fenda palatina";1
351880;2023;"Q718";"Defeitos de membros";"Defeitos por redução do membro superior";1
351880;2023;"Q560";"Defeitos de órgãos genitais";"Sexo indeterminado e pseudo-hermafroditismo";1
351880;2023;"Q661";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q713";"Defeitos de membros";"Defeitos por redução do membro superior";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2023;"Q234";"Cardiopatias congênitas";"Malformações congênitas das valvas aórtica e mitral";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2023;"Q206";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
351880;2023;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2023;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2023;"Q371";"Fendas orais";"Fenda labial com fenda palatina";1
351880;2023;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2023;"Q250";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
351880;2023;"Q909";"Síndrome de Down";"Síndrome de Down";1
351880;2023;"Q221";"Cardiopatias congênitas";"Malformações congênitas das valvas pulmonar e tricúspide";1
351880;2023;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2023;"Q353";"Fendas orais";"Fenda palatina";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q379";"Fendas orais";"Fenda labial com fenda palatina";1
351880;2023;"Q369";"Fendas orais";"Fenda labial";1
351880;2023;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2023;"Q253";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
351880;2023;"Q738";"Defeitos de membros";"Defeitos por redução de membro não especificado";1
351880;2023;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2023;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q210";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q690";"Defeitos de membros";"Polidactilia";1
351880;2023;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2023;"Q249";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
351880;2023;"Q251";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q369";"Fendas orais";"Fenda labial";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2023;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2024;"Q359";"Fendas orais";"Fenda palatina";1
351880;2024;"Q209";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
351880;2024;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2024;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2024;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2024;"Q226";"Cardiopatias congênitas";"Malformações congênitas das valvas pulmonar e tricúspide";1
351880;2024;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2024;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
351880;2024;"Q213";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2024;"Q723";"Defeitos de membros";"Defeitos por redução do membro inferior";1
351880;2024;"Q255";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
351880;2024;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2024;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2024;"Q000";"Defeitos de tubo neural";"Anencefalia";1
351880;2024;"Q209";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
351880;2024;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2024;"Q728";"Defeitos de membros";"Defeitos por redução do membro inferior";1
351880;2024;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
351880;2024;"Q251";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
351880;2024;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2024;"Q251";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
351880;2024;"Q564";"Defeitos de órgãos genitais";"Sexo indeterminado e pseudo-hermafroditismo";1
351880;2024;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
351880;2024;"Q699";"Defeitos de membros";"Polidactilia";1
351880;2024;"Q249";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
351880;2024;"Q251";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
351880;2024;"Q000";"Defeitos de tubo neural";"Anencefalia";1
351880;2024;"Q213";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2024;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2024;"Q219";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2024;"Q691";"Defeitos de membros";"Polidactilia";1
351880;2024;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
351880;2024;"Q211";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
351880;2024;"Q560";"Defeitos de órgãos genitais";"Sexo indeterminado e pseudo-hermafroditismo";1
