"codmunres";"ano";"anomalia";"grupo_de_anomalias_congenitas";"descricao";"nascidos_vivos_anomalia"
292370;2014;"Q729";"Defeitos de membros";"Defeitos por redução do membro inferior";1
292370;2014;"Q369";"Fendas orais";"Fenda labial";1
292370;2015;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292370;2015;"Q699";"Defeitos de membros";"Polidactilia";1
292370;2016;"Q02X";"Microcefalia";"Microcefalia";1
292370;2016;"Q02X";"Microcefalia";"Microcefalia";1
292370;2016;"Q02X";"Microcefalia";"Microcefalia";1
292370;2016;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292370;2016;"Q02X";"Microcefalia";"Microcefalia";1
292370;2016;"Q02X";"Microcefalia";"Microcefalia";1
292370;2016;"Q02X";"Microcefalia";"Microcefalia";1
292370;2017;"Q02X";"Microcefalia";"Microcefalia";1
292370;2017;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292370;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292370;2018;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292370;2018;"Q665";"Defeitos de membros";"Deformidades congênitas do pé";1
292370;2019;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292370;2019;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292370;2019;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292370;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292370;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292370;2021;"Q699";"Defeitos de membros";"Polidactilia";1
292370;2021;"Q699";"Defeitos de membros";"Polidactilia";1
292370;2021;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292370;2022;"Q209";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
292370;2022;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292370;2022;"Q02X";"Microcefalia";"Microcefalia";1
292370;2023;"Q699";"Defeitos de membros";"Polidactilia";1
292370;2024;"Q019";"Defeitos de tubo neural";"Encefalocele";1
292380;2013;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292380;2013;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
292380;2014;"Q699";"Defeitos de membros";"Polidactilia";1
292380;2015;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292380;2015;"Q02X";"Microcefalia";"Microcefalia";1
292380;2015;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292380;2016;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292380;2016;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292380;2016;"Q359";"Fendas orais";"Fenda palatina";1
292380;2017;"Q909";"Síndrome de Down";"Síndrome de Down";1
292380;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292380;2019;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292380;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292380;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292380;2021;"Q661";"Defeitos de membros";"Deformidades congênitas do pé";1
292380;2021;"Q663";"Defeitos de membros";"Deformidades congênitas do pé";1
292380;2022;"Q713";"Defeitos de membros";"Defeitos por redução do membro superior";1
292380;2022;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292380;2022;"Q902";"Síndrome de Down";"Síndrome de Down";1
292380;2022;"Q012";"Defeitos de tubo neural";"Encefalocele";1
292380;2022;"Q661";"Defeitos de membros";"Deformidades congênitas do pé";1
292380;2024;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292380;2024;"Q699";"Defeitos de membros";"Polidactilia";1
292380;2024;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292380;2024;"Q699";"Defeitos de membros";"Polidactilia";1
292390;2015;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292390;2015;"Q02X";"Microcefalia";"Microcefalia";1
292390;2024;"Q359";"Fendas orais";"Fenda palatina";1
292400;2012;"Q000";"Defeitos de tubo neural";"Anencefalia";1
292400;2012;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292400;2012;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292400;2012;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292400;2012;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2012;"Q218";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
292400;2012;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2013;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2013;"Q713";"Defeitos de membros";"Defeitos por redução do membro superior";1
292400;2013;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2013;"Q359";"Fendas orais";"Fenda palatina";1
292400;2013;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2013;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292400;2013;"Q665";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2013;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
292400;2013;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2014;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
292400;2014;"Q665";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2014;"Q018";"Defeitos de tubo neural";"Encefalocele";1
292400;2015;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292400;2015;"Q729";"Defeitos de membros";"Defeitos por redução do membro inferior";1
292400;2015;"Q723";"Defeitos de membros";"Defeitos por redução do membro inferior";1
292400;2015;"Q909";"Síndrome de Down";"Síndrome de Down";1
292400;2015;"Q356";"Fendas orais";"Fenda palatina";1
292400;2016;"Q909";"Síndrome de Down";"Síndrome de Down";1
292400;2016;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2016;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2016;"Q02X";"Microcefalia";"Microcefalia";1
292400;2017;"Q564";"Defeitos de órgãos genitais";"Sexo indeterminado e pseudo-hermafroditismo";1
292400;2017;"Q665";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2018;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2018;"Q909";"Síndrome de Down";"Síndrome de Down";1
292400;2018;"Q359";"Fendas orais";"Fenda palatina";1
292400;2018;"Q378";"Fendas orais";"Fenda labial com fenda palatina";1
292400;2018;"Q909";"Síndrome de Down";"Síndrome de Down";1
292400;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2018;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2018;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2019;"Q359";"Fendas orais";"Fenda palatina";1
292400;2019;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2019;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2019;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292400;2019;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2019;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2019;"Q699";"Defeitos de membros";"Polidactilia";1
292400;2020;"Q690";"Defeitos de membros";"Polidactilia";1
292400;2020;"Q690";"Defeitos de membros";"Polidactilia";1
292400;2021;"Q02X";"Microcefalia";"Microcefalia";1
292400;2021;"Q360";"Fendas orais";"Fenda labial";1
292400;2021;"Q249";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
292400;2022;"Q02X";"Microcefalia";"Microcefalia";1
292400;2022;"Q661";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2022;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2022;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292400;2023;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292400;2023;"Q249";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
292400;2024;"Q690";"Defeitos de membros";"Polidactilia";1
292405;2016;"Q699";"Defeitos de membros";"Polidactilia";1
292405;2016;"Q359";"Fendas orais";"Fenda palatina";1
292405;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292405;2022;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292410;2014;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292410;2016;"Q690";"Defeitos de membros";"Polidactilia";1
292410;2023;"Q690";"Defeitos de membros";"Polidactilia";1
292420;2013;"Q000";"Defeitos de tubo neural";"Anencefalia";1
292420;2014;"Q909";"Síndrome de Down";"Síndrome de Down";1
292420;2015;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292420;2016;"Q359";"Fendas orais";"Fenda palatina";1
292420;2016;"Q02X";"Microcefalia";"Microcefalia";1
292420;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292420;2017;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292420;2018;"Q359";"Fendas orais";"Fenda palatina";1
292420;2019;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292420;2019;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292420;2021;"Q359";"Fendas orais";"Fenda palatina";1
292420;2022;"Q723";"Defeitos de membros";"Defeitos por redução do membro inferior";1
292420;2023;"Q369";"Fendas orais";"Fenda labial";1
292420;2023;"Q359";"Fendas orais";"Fenda palatina";1
292420;2023;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292420;2024;"Q699";"Defeitos de membros";"Polidactilia";1
292420;2024;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292420;2024;"Q270";"Cardiopatias congênitas";"Outras malformações congênitas do sistema vascular periférico";1
292430;2016;"Q699";"Defeitos de membros";"Polidactilia";1
292430;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292430;2018;"Q663";"Defeitos de membros";"Deformidades congênitas do pé";1
292430;2021;"Q564";"Defeitos de órgãos genitais";"Sexo indeterminado e pseudo-hermafroditismo";1
292430;2022;"Q563";"Defeitos de órgãos genitais";"Sexo indeterminado e pseudo-hermafroditismo";1
292430;2022;"Q699";"Defeitos de membros";"Polidactilia";1
292430;2023;"Q909";"Síndrome de Down";"Síndrome de Down";1
292430;2024;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292430;2024;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292440;2012;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292440;2012;"Q690";"Defeitos de membros";"Polidactilia";1
292440;2012;"Q909";"Síndrome de Down";"Síndrome de Down";1
292440;2012;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292440;2013;"Q665";"Defeitos de membros";"Deformidades congênitas do pé";1
292440;2013;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292440;2013;"Q909";"Síndrome de Down";"Síndrome de Down";1
292440;2014;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292440;2014;"Q369";"Fendas orais";"Fenda labial";1
292440;2015;"Q699";"Defeitos de membros";"Polidactilia";1
292440;2015;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292440;2017;"Q661";"Defeitos de membros";"Deformidades congênitas do pé";1
292440;2017;"Q369";"Fendas orais";"Fenda labial";1
292440;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292440;2018;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292440;2019;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
292440;2019;"Q909";"Síndrome de Down";"Síndrome de Down";1
292440;2019;"Q699";"Defeitos de membros";"Polidactilia";1
292440;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292440;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292440;2021;"Q02X";"Microcefalia";"Microcefalia";1
292440;2021;"Q663";"Defeitos de membros";"Deformidades congênitas do pé";1
292440;2021;"Q699";"Defeitos de membros";"Polidactilia";1
292440;2022;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292440;2022;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292440;2022;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
292440;2023;"Q699";"Defeitos de membros";"Polidactilia";1
292440;2024;"Q208";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
292440;2024;"Q690";"Defeitos de membros";"Polidactilia";1
292450;2013;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292450;2013;"Q730";"Defeitos de membros";"Defeitos por redução de membro não especificado";1
292450;2016;"Q690";"Defeitos de membros";"Polidactilia";1
292450;2017;"Q359";"Fendas orais";"Fenda palatina";1
292450;2019;"Q206";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
292450;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292450;2023;"Q213";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
292460;2012;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292460;2013;"Q000";"Defeitos de tubo neural";"Anencefalia";1
292460;2013;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292460;2015;"Q000";"Defeitos de tubo neural";"Anencefalia";1
292460;2015;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292460;2016;"Q699";"Defeitos de membros";"Polidactilia";1
292460;2017;"Q361";"Fendas orais";"Fenda labial";1
292460;2018;"Q000";"Defeitos de tubo neural";"Anencefalia";1
292460;2018;"Q359";"Fendas orais";"Fenda palatina";1
292460;2021;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292460;2023;"Q379";"Fendas orais";"Fenda labial com fenda palatina";1
292460;2024;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
292465;2016;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292465;2018;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292465;2020;"Q246";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
292465;2021;"Q209";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
292467;2013;"Q699";"Defeitos de membros";"Polidactilia";1
292467;2015;"Q699";"Defeitos de membros";"Polidactilia";1
292467;2015;"Q699";"Defeitos de membros";"Polidactilia";1
292467;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292467;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292467;2019;"Q564";"Defeitos de órgãos genitais";"Sexo indeterminado e pseudo-hermafroditismo";1
292467;2020;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292467;2022;"Q699";"Defeitos de membros";"Polidactilia";1
292467;2024;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
292470;2013;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292470;2016;"Q699";"Defeitos de membros";"Polidactilia";1
292470;2023;"Q699";"Defeitos de membros";"Polidactilia";1
292470;2023;"Q370";"Fendas orais";"Fenda labial com fenda palatina";1
292470;2024;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292480;2014;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292480;2014;"Q699";"Defeitos de membros";"Polidactilia";1
292480;2015;"Q019";"Defeitos de tubo neural";"Encefalocele";1
292480;2015;"Q02X";"Microcefalia";"Microcefalia";1
292480;2016;"Q02X";"Microcefalia";"Microcefalia";1
292480;2016;"Q699";"Defeitos de membros";"Polidactilia";1
292480;2016;"Q541";"Defeitos de órgãos genitais";"Hipospadia";1
292480;2017;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292480;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292480;2019;"Q699";"Defeitos de membros";"Polidactilia";1
292480;2020;"Q743";"Defeitos de membros";"Artrogripose congênita múltipla";1
292480;2021;"Q699";"Defeitos de membros";"Polidactilia";1
292480;2022;"Q690";"Defeitos de membros";"Polidactilia";1
292490;2012;"Q248";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
292490;2012;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292490;2015;"Q369";"Fendas orais";"Fenda labial";1
292490;2018;"Q359";"Fendas orais";"Fenda palatina";1
292490;2020;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292500;2013;"Q661";"Defeitos de membros";"Deformidades congênitas do pé";1
292500;2013;"Q699";"Defeitos de membros";"Polidactilia";1
292500;2015;"Q699";"Defeitos de membros";"Polidactilia";1
292500;2017;"Q360";"Fendas orais";"Fenda labial";1
292500;2017;"Q909";"Síndrome de Down";"Síndrome de Down";1
292500;2022;"Q353";"Fendas orais";"Fenda palatina";1
292500;2022;"Q563";"Defeitos de órgãos genitais";"Sexo indeterminado e pseudo-hermafroditismo";1
292500;2023;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
292500;2023;"Q663";"Defeitos de membros";"Deformidades congênitas do pé";1
292500;2024;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292510;2012;"Q909";"Síndrome de Down";"Síndrome de Down";1
292510;2012;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
292510;2014;"Q379";"Fendas orais";"Fenda labial com fenda palatina";1
292510;2016;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292510;2016;"Q699";"Defeitos de membros";"Polidactilia";1
292510;2016;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292510;2016;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292510;2017;"Q219";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
292510;2017;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292510;2018;"Q661";"Defeitos de membros";"Deformidades congênitas do pé";1
292510;2019;"Q699";"Defeitos de membros";"Polidactilia";1
292510;2020;"Q249";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
292510;2020;"Q249";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
292510;2020;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292510;2020;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292510;2021;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292510;2021;"Q248";"Cardiopatias congênitas";"Outras malformações congênitas do coração";1
292510;2022;"Q699";"Defeitos de membros";"Polidactilia";1
292510;2023;"Q012";"Defeitos de tubo neural";"Encefalocele";1
292510;2023;"Q909";"Síndrome de Down";"Síndrome de Down";1
292510;2023;"Q909";"Síndrome de Down";"Síndrome de Down";1
292510;2023;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292520;2013;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292520;2013;"Q699";"Defeitos de membros";"Polidactilia";1
292520;2014;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292520;2015;"Q02X";"Microcefalia";"Microcefalia";1
292520;2015;"Q02X";"Microcefalia";"Microcefalia";1
292520;2015;"Q690";"Defeitos de membros";"Polidactilia";1
292520;2016;"Q690";"Defeitos de membros";"Polidactilia";1
292520;2016;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292520;2016;"Q699";"Defeitos de membros";"Polidactilia";1
292520;2017;"Q712";"Defeitos de membros";"Defeitos por redução do membro superior";1
292520;2017;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292520;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292520;2019;"Q203";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
292520;2020;"Q792";"Defeitos da parede abdominal";"Exonfalia";1
292520;2021;"Q713";"Defeitos de membros";"Defeitos por redução do membro superior";1
292520;2023;"Q359";"Fendas orais";"Fenda palatina";1
292520;2023;"Q369";"Fendas orais";"Fenda labial";1
292520;2023;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292520;2024;"Q690";"Defeitos de membros";"Polidactilia";1
292520;2024;"Q699";"Defeitos de membros";"Polidactilia";1
292525;2012;"Q699";"Defeitos de membros";"Polidactilia";1
292525;2013;"Q699";"Defeitos de membros";"Polidactilia";1
292525;2014;"Q699";"Defeitos de membros";"Polidactilia";1
292525;2016;"Q02X";"Microcefalia";"Microcefalia";1
292525;2018;"Q369";"Fendas orais";"Fenda labial";1
292525;2018;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292525;2019;"Q712";"Defeitos de membros";"Defeitos por redução do membro superior";1
292525;2021;"Q909";"Síndrome de Down";"Síndrome de Down";1
292525;2022;"Q359";"Fendas orais";"Fenda palatina";1
292525;2024;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292525;2024;"Q691";"Defeitos de membros";"Polidactilia";1
292530;2012;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292530;2012;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2012;"Q669";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2012;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2012;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292530;2012;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2012;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2012;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292530;2012;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2012;"Q690";"Defeitos de membros";"Polidactilia";1
292530;2012;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2013;"Q359";"Fendas orais";"Fenda palatina";1
292530;2013;"Q359";"Fendas orais";"Fenda palatina";1
292530;2013;"Q219";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
292530;2013;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2013;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2013;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292530;2013;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2013;"Q019";"Defeitos de tubo neural";"Encefalocele";1
292530;2013;"Q359";"Fendas orais";"Fenda palatina";1
292530;2013;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2013;"Q664";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2013;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2013;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2014;"Q666";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2014;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292530;2014;"Q564";"Defeitos de órgãos genitais";"Sexo indeterminado e pseudo-hermafroditismo";1
292530;2014;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2014;"Q690";"Defeitos de membros";"Polidactilia";1
292530;2015;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292530;2015;"Q02X";"Microcefalia";"Microcefalia";1
292530;2015;"Q359";"Fendas orais";"Fenda palatina";1
292530;2015;"Q909";"Síndrome de Down";"Síndrome de Down";1
292530;2015;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292530;2015;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2015;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2015;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2015;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2015;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292530;2015;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2015;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2016;"Q369";"Fendas orais";"Fenda labial";1
292530;2016;"Q359";"Fendas orais";"Fenda palatina";1
292530;2016;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292530;2016;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292530;2016;"Q900";"Síndrome de Down";"Síndrome de Down";1
292530;2016;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2016;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2016;"Q359";"Fendas orais";"Fenda palatina";1
292530;2016;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2016;"Q02X";"Microcefalia";"Microcefalia";1
292530;2016;"Q909";"Síndrome de Down";"Síndrome de Down";1
292530;2016;"Q665";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2016;"Q668";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2016;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2017;"Q378";"Fendas orais";"Fenda labial com fenda palatina";1
292530;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2017;"Q02X";"Microcefalia";"Microcefalia";1
292530;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2017;"Q660";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2017;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2017;"Q541";"Defeitos de órgãos genitais";"Hipospadia";1
292530;2017;"Q219";"Cardiopatias congênitas";"Malformações congênitas dos septos cardíacos";1
292530;2018;"Q000";"Defeitos de tubo neural";"Anencefalia";1
292530;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2018;"Q208";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
292530;2018;"Q359";"Fendas orais";"Fenda palatina";1
292530;2018;"Q541";"Defeitos de órgãos genitais";"Hipospadia";1
292530;2018;"Q359";"Fendas orais";"Fenda palatina";1
292530;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2018;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
292530;2018;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292530;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2018;"Q059";"Defeitos de tubo neural";"Espinha bifida";1
292530;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2018;"Q690";"Defeitos de membros";"Polidactilia";1
292530;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2018;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2019;"Q201";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
292530;2019;"Q549";"Defeitos de órgãos genitais";"Hipospadia";1
292530;2019;"Q02X";"Microcefalia";"Microcefalia";1
292530;2019;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2019;"Q000";"Defeitos de tubo neural";"Anencefalia";1
292530;2019;"Q203";"Cardiopatias congênitas";"Malformações congênitas das câmaras e das comunicações cardíacas";1
292530;2019;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2019;"Q661";"Defeitos de membros";"Deformidades congênitas do pé";1
292530;2019;"Q012";"Defeitos de tubo neural";"Encefalocele";1
292530;2019;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2019;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2020;"Q02X";"Microcefalia";"Microcefalia";1
292530;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2020;"Q793";"Defeitos da parede abdominal";"Gastrosquise";1
292530;2020;"Q909";"Síndrome de Down";"Síndrome de Down";1
292530;2020;"Q900";"Síndrome de Down";"Síndrome de Down";1
292530;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2020;"Q251";"Cardiopatias congênitas";"Malformações congênitas das grandes artérias";1
292530;2020;"Q699";"Defeitos de membros";"Polidactilia";1
292530;2020;"Q699";"Defeitos de membros";"Polidactilia";1
