"","codmunres","ano","obitos_fetais_mais_22sem","fetal_peso_menos_1500","fetal_peso_1500_1999","fetal_peso_2000_2499","fetal_peso_mais_2500","fetal_antes","fetal_durante","fetal_depois","fetal_antes_peso_menos_1500","fetal_antes_peso_1500_1999","fetal_antes_peso_2000_2499","fetal_antes_peso_mais_2500","fetal_durante_peso_menos_1500","fetal_durante_peso_1500_1999","fetal_durante_peso_2000_2499","fetal_durante_peso_mais_2500","fetal_depois_peso_menos_1500","fetal_depois_peso_1500_1999","fetal_depois_peso_2000_2499","fetal_depois_peso_mais_2500"
"5601",211060,2015,10,4,2,0,4,9,1,0,4,2,0,3,0,0,0,1,0,0,0,0
"5602",211060,2016,6,1,1,1,3,6,0,0,1,1,1,3,0,0,0,0,0,0,0,0
"5603",211060,2017,5,1,1,1,2,5,0,0,1,1,1,2,0,0,0,0,0,0,0,0
"5604",211060,2018,11,2,3,1,5,10,1,0,2,3,1,4,0,0,0,1,0,0,0,0
"5605",211060,2019,3,1,2,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"5606",211060,2020,7,5,0,2,0,7,0,0,5,0,2,0,0,0,0,0,0,0,0,0
"5607",211065,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5608",211065,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5609",211065,2014,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5610",211065,2015,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5611",211065,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5612",211065,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5613",211065,2018,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5614",211065,2019,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5615",211065,2020,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5616",211070,2012,7,1,2,3,1,6,1,0,0,2,3,1,1,0,0,0,0,0,0,0
"5617",211070,2013,8,2,1,0,5,8,0,0,2,1,0,5,0,0,0,0,0,0,0,0
"5618",211070,2014,5,0,0,1,3,3,2,0,0,0,1,1,0,0,0,2,0,0,0,0
"5619",211070,2015,12,3,0,2,7,8,4,0,3,0,2,3,0,0,0,4,0,0,0,0
"5620",211070,2016,7,1,0,2,3,7,0,0,1,0,2,3,0,0,0,0,0,0,0,0
"5621",211070,2017,4,0,0,1,3,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0
"5622",211070,2018,4,0,2,0,2,3,1,0,0,2,0,1,0,0,0,1,0,0,0,0
"5623",211070,2019,6,1,1,1,3,5,1,0,1,1,1,2,0,0,0,1,0,0,0,0
"5624",211070,2020,4,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"5625",211080,2012,3,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"5626",211080,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5627",211080,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5628",211080,2015,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5629",211080,2016,2,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"5630",211080,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5631",211080,2018,4,1,0,1,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"5632",211080,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5633",211080,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5634",211085,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5635",211085,2013,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5636",211085,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5637",211085,2015,2,0,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"5638",211085,2016,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5639",211085,2017,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5640",211085,2018,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5641",211085,2019,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5642",211085,2020,3,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"5643",211090,2012,3,1,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5644",211090,2013,3,0,0,0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"5645",211090,2014,4,2,1,1,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"5646",211090,2015,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"5647",211090,2016,3,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"5648",211090,2017,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5649",211090,2018,4,2,0,1,1,3,1,0,2,0,1,0,0,0,0,1,0,0,0,0
"5650",211090,2019,3,2,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"5651",211090,2020,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5652",211100,2012,3,0,1,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"5653",211100,2013,6,3,1,0,2,5,1,0,2,1,0,2,1,0,0,0,0,0,0,0
"5654",211100,2014,7,1,0,3,3,7,0,0,1,0,3,3,0,0,0,0,0,0,0,0
"5655",211100,2015,3,0,0,2,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"5656",211100,2016,2,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"5657",211100,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5658",211100,2018,8,2,1,1,4,6,0,0,1,1,1,3,0,0,0,0,0,0,0,0
"5659",211100,2019,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"5660",211100,2020,4,1,0,1,1,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0
"5661",211102,2012,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5662",211102,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5663",211102,2014,3,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"5664",211102,2015,5,2,1,1,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"5665",211102,2016,7,0,4,1,2,7,0,0,0,4,1,2,0,0,0,0,0,0,0,0
"5666",211102,2017,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"5667",211102,2018,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5668",211102,2019,7,3,0,0,3,6,1,0,3,0,0,3,0,0,0,0,0,0,0,0
"5669",211102,2020,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5670",211105,2012,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"5671",211105,2013,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5672",211105,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5673",211105,2015,4,1,1,0,2,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"5674",211105,2016,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"5675",211105,2017,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"5676",211105,2018,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5677",211105,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5678",211105,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5679",211107,2012,3,0,0,0,3,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0
"5680",211107,2013,5,2,0,0,3,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0
"5681",211107,2014,5,1,2,1,1,5,0,0,1,2,1,1,0,0,0,0,0,0,0,0
"5682",211107,2015,5,3,0,1,1,5,0,0,3,0,1,1,0,0,0,0,0,0,0,0
"5683",211107,2016,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"5684",211107,2017,2,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"5685",211107,2018,5,1,1,1,2,5,0,0,1,1,1,2,0,0,0,0,0,0,0,0
"5686",211107,2019,7,4,0,0,3,7,0,0,4,0,0,3,0,0,0,0,0,0,0,0
"5687",211107,2020,5,4,1,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0
"5688",211110,2012,7,2,1,1,3,4,1,0,0,1,1,2,0,0,0,1,0,0,0,0
"5689",211110,2013,4,0,2,0,2,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0
"5690",211110,2014,4,1,1,0,2,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"5691",211110,2015,5,1,1,0,3,5,0,0,1,1,0,3,0,0,0,0,0,0,0,0
"5692",211110,2016,8,2,2,0,4,7,0,0,2,2,0,3,0,0,0,0,0,0,0,0
"5693",211110,2017,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5694",211110,2018,3,1,0,0,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0
"5695",211110,2019,3,1,0,0,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0
"5696",211110,2020,2,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"5697",211120,2012,43,14,9,8,12,40,3,0,14,9,5,12,0,0,3,0,0,0,0,0
"5698",211120,2013,41,19,6,6,9,37,3,0,17,6,6,7,1,0,0,2,0,0,0,0
"5699",211120,2014,45,16,6,7,16,42,1,0,15,6,6,15,0,0,1,0,0,0,0,0
"5700",211120,2015,45,15,14,6,10,42,0,0,13,14,5,10,0,0,0,0,0,0,0,0
"5701",211120,2016,27,8,5,2,10,27,0,0,8,5,2,10,0,0,0,0,0,0,0,0
"5702",211120,2017,34,9,5,4,15,31,1,0,7,5,4,14,1,0,0,0,0,0,0,0
"5703",211120,2018,43,16,2,7,18,41,2,0,16,2,6,17,0,0,1,1,0,0,0,0
"5704",211120,2019,35,13,7,4,11,30,3,0,10,6,3,11,2,1,0,0,0,0,0,0
"5705",211120,2020,39,16,4,2,16,34,1,0,14,3,2,14,0,0,0,1,0,0,0,0
"5706",211125,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5707",211125,2013,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"5708",211125,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5709",211125,2015,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"5710",211125,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5711",211125,2017,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5712",211125,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5713",211125,2019,3,0,0,1,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"5714",211125,2020,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5715",211130,2012,236,96,32,27,72,232,1,0,95,32,26,70,0,0,0,1,0,0,0,0
"5716",211130,2013,255,103,43,22,81,246,1,0,99,41,21,80,1,0,0,0,0,0,0,0
"5717",211130,2014,249,116,26,41,62,236,5,0,110,24,40,59,2,1,1,1,0,0,0,0
"5718",211130,2015,237,81,35,41,73,224,6,0,76,35,39,69,3,0,1,1,0,0,0,0
"5719",211130,2016,181,74,25,30,46,168,8,0,69,24,27,43,4,0,2,2,0,0,0,0
"5720",211130,2017,175,72,23,21,57,165,5,0,67,22,21,54,1,1,0,2,0,0,0,0
"5721",211130,2018,179,85,21,20,50,162,8,0,76,21,18,44,5,0,0,3,0,0,0,0
"5722",211130,2019,167,77,17,18,47,151,11,0,70,16,18,41,4,0,0,6,0,0,0,0
"5723",211130,2020,146,63,16,17,41,132,7,0,56,14,16,38,3,1,0,3,0,0,0,0
"5724",211140,2012,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5725",211140,2013,3,1,1,0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"5726",211140,2014,6,1,2,3,0,6,0,0,1,2,3,0,0,0,0,0,0,0,0,0
"5727",211140,2015,6,2,0,2,2,5,0,0,2,0,1,2,0,0,0,0,0,0,0,0
"5728",211140,2016,4,2,0,1,1,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0
"5729",211140,2017,3,1,1,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"5730",211140,2018,6,3,0,0,2,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0
"5731",211140,2019,4,1,1,1,1,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0
"5732",211140,2020,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"5733",211150,2012,9,3,3,1,2,9,0,0,3,3,1,2,0,0,0,0,0,0,0,0
"5734",211150,2013,3,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"5735",211150,2014,10,2,1,3,4,10,0,0,2,1,3,4,0,0,0,0,0,0,0,0
"5736",211150,2015,11,3,3,0,3,8,2,0,1,2,0,3,1,1,0,0,0,0,0,0
"5737",211150,2016,10,3,1,1,5,9,0,0,2,1,1,5,0,0,0,0,0,0,0,0
"5738",211150,2017,8,3,3,2,0,8,0,0,3,3,2,0,0,0,0,0,0,0,0,0
"5739",211150,2018,10,3,2,1,3,9,0,0,2,2,1,3,0,0,0,0,0,0,0,0
"5740",211150,2019,11,5,3,2,1,10,1,0,4,3,2,1,1,0,0,0,0,0,0,0
"5741",211150,2020,11,2,0,2,5,11,0,0,2,0,2,5,0,0,0,0,0,0,0,0
"5742",211153,2012,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5743",211153,2013,3,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"5744",211153,2014,3,2,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"5745",211153,2015,5,1,1,2,1,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0
"5746",211153,2016,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5747",211153,2017,4,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"5748",211153,2018,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5749",211153,2019,3,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"5750",211153,2020,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"5751",211157,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5752",211157,2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5753",211157,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5754",211157,2015,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5755",211157,2016,4,1,1,1,1,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"5756",211157,2017,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"5757",211157,2018,3,0,0,1,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"5758",211157,2019,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5759",211157,2020,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5760",211160,2012,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5761",211160,2013,4,1,1,0,2,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"5762",211160,2014,4,0,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"5763",211160,2015,6,1,1,0,4,5,1,0,1,1,0,3,0,0,0,1,0,0,0,0
"5764",211160,2016,8,1,1,0,4,6,2,0,1,1,0,2,0,0,0,2,0,0,0,0
"5765",211160,2017,3,2,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"5766",211160,2018,8,3,1,2,2,8,0,0,3,1,2,2,0,0,0,0,0,0,0,0
"5767",211160,2019,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"5768",211160,2020,4,2,2,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0
"5769",211163,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5770",211163,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5771",211163,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5772",211163,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5773",211163,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5774",211163,2017,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5775",211163,2018,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5776",211163,2019,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5777",211163,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5778",211167,2012,3,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"5779",211167,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5780",211167,2014,3,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"5781",211167,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5782",211167,2016,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5783",211167,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5784",211167,2018,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5785",211167,2019,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"5786",211167,2020,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5787",211170,2012,3,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"5788",211170,2013,2,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"5789",211170,2014,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"5790",211170,2015,5,1,0,0,3,3,1,0,1,0,0,2,0,0,0,1,0,0,0,0
"5791",211170,2016,3,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5792",211170,2017,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5793",211170,2018,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5794",211170,2019,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5795",211170,2020,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5796",211172,2012,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5797",211172,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5798",211172,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5799",211172,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5800",211172,2016,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"5801",211172,2017,3,2,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"5802",211172,2018,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5803",211172,2019,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5804",211172,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5805",211174,2012,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"5806",211174,2013,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5807",211174,2014,6,3,1,0,2,6,0,0,3,1,0,2,0,0,0,0,0,0,0,0
"5808",211174,2015,4,0,1,2,1,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0
"5809",211174,2016,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"5810",211174,2017,3,1,1,0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"5811",211174,2018,4,0,0,1,3,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0
"5812",211174,2019,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5813",211174,2020,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5814",211176,2012,3,0,1,0,2,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"5815",211176,2013,7,2,1,2,2,7,0,0,2,1,2,2,0,0,0,0,0,0,0,0
"5816",211176,2014,3,2,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"5817",211176,2015,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"5818",211176,2016,3,1,1,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"5819",211176,2017,3,2,0,1,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"5820",211176,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5821",211176,2019,3,2,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"5822",211176,2020,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5823",211178,2012,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5824",211178,2013,3,2,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"5825",211178,2014,4,1,1,0,2,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"5826",211178,2015,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5827",211178,2016,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5828",211178,2017,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5829",211178,2018,3,0,1,2,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"5830",211178,2019,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"5831",211178,2020,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5832",211180,2012,2,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"5833",211180,2013,5,0,2,1,2,5,0,0,0,2,1,2,0,0,0,0,0,0,0,0
"5834",211180,2014,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5835",211180,2015,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5836",211180,2016,3,1,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"5837",211180,2017,5,0,0,2,3,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0
"5838",211180,2018,6,3,0,0,3,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0
"5839",211180,2019,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5840",211180,2020,3,1,1,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"5841",211190,2012,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5842",211190,2013,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5843",211190,2014,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5844",211190,2015,3,1,2,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"5845",211190,2016,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5846",211190,2017,4,1,0,1,2,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0
"5847",211190,2018,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5848",211190,2019,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5849",211190,2020,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5850",211195,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5851",211195,2013,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5852",211195,2014,4,1,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"5853",211195,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5854",211195,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5855",211195,2017,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5856",211195,2018,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5857",211195,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5858",211195,2020,2,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"5859",211200,2012,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"5860",211200,2013,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5861",211200,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5862",211200,2015,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5863",211200,2016,4,3,0,1,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"5864",211200,2017,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5865",211200,2018,4,2,0,1,1,2,2,0,1,0,1,0,1,0,0,1,0,0,0,0
"5866",211200,2019,6,3,1,0,2,5,0,0,3,1,0,1,0,0,0,0,0,0,0,0
"5867",211200,2020,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5868",211210,2012,4,1,2,1,0,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0
"5869",211210,2013,3,1,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"5870",211210,2014,7,4,1,0,2,6,0,0,4,1,0,1,0,0,0,0,0,0,0,0
"5871",211210,2015,10,4,1,3,2,8,1,0,3,1,2,2,0,0,1,0,0,0,0,0
"5872",211210,2016,10,1,1,1,4,10,0,0,1,1,1,4,0,0,0,0,0,0,0,0
"5873",211210,2017,7,2,1,0,2,6,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"5874",211210,2018,8,5,1,2,0,5,0,0,2,1,2,0,0,0,0,0,0,0,0,0
