"codmunres","ano","faixa_de_peso","evitaveis_neonatal_outros","evitaveis_neonatal_recem_nascido","evitaveis_neonatal_mulher_gestacao","evitaveis_neonatal_parto","evitaveis_neonatal_mal_definidas","evitaveis_neonatal_saude","evitaveis_neonatal_tratamento","evitaveis_neonatal_imunoprevencao","obitos_neonatais_totais"
"260700",2018,"> 1000 g",0,1,0,0,0,0,0,0,1
"260700",2019,"outros",0,0,1,0,0,0,0,0,1
"260700",2019,"> 1000 g",1,0,0,0,0,0,0,0,1
"260700",2019,"> 1500 g",2,2,0,0,0,1,0,0,5
"260700",2021,"> 1500 g",0,1,1,0,0,0,0,0,2
"260700",2021,"outros",0,0,1,0,0,0,0,0,1
"260700",2022,"> 1000 g",0,1,1,0,0,0,0,0,2
"260700",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"260700",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"260700",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"260710",2013,"> 1500 g",2,0,0,0,0,0,0,0,2
"260710",2015,"outros",0,0,0,1,0,0,0,0,1
"260710",2018,"> 1500 g",0,0,1,0,0,0,0,0,1
"260710",2021,"> 1000 g",0,0,1,0,0,0,0,0,1
"260710",2012,"não se aplica",0,0,0,0,0,0,0,0,0
"260710",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"260710",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"260710",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"260710",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"260710",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"260710",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"260720",2012,"outros",3,1,3,0,0,0,0,0,7
"260720",2012,"> 1500 g",3,2,0,0,0,0,0,0,5
"260720",2012,"> 1000 g",0,1,0,1,0,0,0,0,2
"260720",2013,"> 1000 g",0,1,1,0,0,0,0,0,2
"260720",2013,"outros",0,1,3,1,0,0,0,0,5
"260720",2013,"> 1500 g",3,1,0,2,0,0,0,0,6
"260720",2014,"outros",0,1,5,0,0,0,0,0,6
"260720",2014,"> 1500 g",2,2,0,1,0,0,0,0,5
"260720",2014,"> 1000 g",0,1,0,0,0,0,0,0,1
"260720",2015,"> 1000 g",0,0,1,1,0,0,0,0,2
"260720",2015,"> 1500 g",2,1,2,1,0,0,0,0,6
"260720",2015,"outros",0,2,1,0,0,1,0,0,4
"260720",2016,"outros",0,2,3,0,1,0,0,0,6
"260720",2016,"> 1500 g",3,2,0,1,0,0,0,0,6
"260720",2016,"> 1000 g",0,2,0,0,0,0,0,0,2
"260720",2017,"> 1000 g",0,0,1,0,0,0,0,0,1
"260720",2017,"> 1500 g",4,1,1,1,0,0,0,0,7
"260720",2017,"outros",0,0,5,1,0,1,0,0,7
"260720",2018,"> 1000 g",0,0,1,0,0,0,0,0,1
"260720",2018,"> 1500 g",1,3,1,2,0,0,0,0,7
"260720",2018,"outros",1,1,4,0,0,0,0,0,6
"260720",2019,"> 1000 g",0,0,1,0,0,0,0,0,1
"260720",2019,"> 1500 g",2,0,2,1,0,0,0,0,5
"260720",2019,"outros",1,1,0,1,0,0,0,0,3
"260720",2020,"> 1500 g",2,1,1,0,1,0,0,0,5
"260720",2020,"> 1000 g",0,0,2,0,0,0,0,0,2
"260720",2020,"outros",0,0,1,0,0,0,0,0,1
"260720",2021,"outros",1,0,3,1,1,1,0,0,7
"260720",2021,"> 1000 g",1,0,2,0,0,0,0,0,3
"260720",2021,"> 1500 g",5,1,1,0,0,0,0,0,7
"260720",2022,"> 1500 g",3,0,1,0,1,0,0,0,5
"260720",2022,"> 1000 g",1,0,1,0,0,0,0,0,2
"260720",2022,"outros",2,0,1,0,0,0,0,0,3
"260730",2012,"> 1500 g",0,1,1,1,0,0,0,0,3
"260730",2012,"outros",0,1,1,0,0,0,0,0,2
"260730",2013,"> 1000 g",0,0,1,0,0,0,0,0,1
"260730",2013,"> 1500 g",0,0,0,1,0,0,0,0,1
"260730",2014,"> 1500 g",1,1,0,2,0,0,0,0,4
"260730",2015,"> 1000 g",0,0,1,0,0,0,0,0,1
"260730",2015,"> 1500 g",2,1,1,2,0,0,0,0,6
"260730",2015,"outros",1,3,0,0,0,0,0,0,4
"260730",2016,"> 1000 g",0,1,1,0,0,0,0,0,2
"260730",2016,"> 1500 g",1,0,1,1,0,1,0,0,4
"260730",2017,"> 1500 g",2,1,1,1,0,0,0,0,5
"260730",2017,"outros",0,0,1,1,0,0,0,0,2
"260730",2017,"> 1000 g",0,0,0,0,0,1,0,0,1
"260730",2018,"outros",0,1,1,0,0,0,0,0,2
"260730",2018,"> 1500 g",1,2,0,3,0,0,0,0,6
"260730",2019,"outros",0,0,2,0,0,0,0,0,2
"260730",2019,"> 1500 g",1,0,0,4,0,0,1,0,6
"260730",2019,"> 1000 g",0,1,0,0,0,0,0,0,1
"260730",2020,"> 1500 g",1,1,2,0,0,0,0,0,4
"260730",2020,"outros",0,0,2,0,0,0,0,0,2
"260730",2021,"> 1500 g",0,1,3,0,0,1,0,0,5
"260730",2021,"outros",0,1,0,0,0,0,0,0,1
"260730",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"260730",2022,"> 1500 g",0,3,1,0,0,0,0,0,4
"260730",2022,"outros",0,1,2,0,0,0,0,0,3
"260740",2012,"outros",0,2,0,0,0,0,0,0,2
"260740",2013,"> 1500 g",0,0,1,0,0,0,0,0,1
"260740",2013,"outros",0,0,1,0,0,0,0,0,1
"260740",2015,"> 1500 g",0,1,0,0,0,0,0,0,1
"260740",2015,"outros",0,0,0,0,0,0,1,0,1
"260740",2016,"outros",0,0,2,0,0,0,0,0,2
"260740",2016,"> 1500 g",0,1,0,0,0,0,0,0,1
"260740",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"260740",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"260740",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"260740",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"260740",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"260740",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"260740",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"260750",2012,"> 1500 g",1,0,0,0,0,0,0,0,1
"260750",2012,"outros",1,0,0,0,0,0,0,0,1
"260750",2013,"outros",1,0,0,1,0,0,0,0,2
"260750",2013,"> 1500 g",0,1,0,2,0,0,0,0,3
"260750",2014,"outros",0,0,2,0,0,0,0,0,2
"260750",2014,"> 1500 g",0,1,0,0,0,0,0,0,1
"260750",2015,"> 1500 g",2,0,1,0,0,0,0,0,3
"260750",2015,"outros",1,1,0,1,0,1,0,0,4
"260750",2015,"> 1000 g",0,0,0,1,0,0,0,0,1
"260750",2016,"outros",0,1,0,1,0,0,0,0,2
"260750",2017,"> 1500 g",2,0,0,0,0,0,0,0,2
"260750",2017,"outros",1,0,0,0,0,0,0,0,1
"260750",2018,"outros",0,0,2,1,0,0,0,0,3
"260750",2018,"> 1500 g",0,1,0,1,0,0,0,0,2
"260750",2019,"outros",0,0,1,0,1,0,0,0,2
"260750",2019,"> 1000 g",0,1,1,0,0,0,0,0,2
"260750",2019,"> 1500 g",0,0,1,0,0,0,0,0,1
"260750",2020,"outros",0,0,0,1,0,0,0,0,1
"260750",2020,"> 1500 g",0,1,0,0,0,0,0,0,1
"260750",2021,"> 1000 g",0,0,1,0,0,0,0,0,1
"260750",2021,"> 1500 g",1,0,0,0,0,0,0,0,1
"260750",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"260760",2012,"> 1000 g",0,0,1,0,0,0,0,0,1
"260760",2012,"> 1500 g",1,0,0,0,0,1,0,0,2
"260760",2013,"outros",0,0,0,0,0,1,0,0,1
"260760",2014,"outros",0,0,1,0,1,0,0,0,2
"260760",2015,"> 1000 g",0,0,1,0,0,0,0,0,1
"260760",2015,"outros",0,0,1,1,0,0,0,0,2
"260760",2016,"outros",0,2,1,0,0,0,0,0,3
"260760",2017,"> 1500 g",1,0,1,0,0,0,0,0,2
"260760",2017,"> 1000 g",1,0,0,0,0,0,0,0,1
"260760",2018,"> 1000 g",0,0,2,0,0,0,0,0,2
"260760",2018,"outros",0,0,1,0,0,0,0,0,1
"260760",2019,"> 1500 g",0,0,1,0,0,0,0,0,1
"260760",2020,"outros",0,0,1,0,0,0,0,0,1
"260760",2020,"> 1500 g",1,0,0,1,0,0,0,0,2
"260760",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"260760",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"260765",2012,"> 1000 g",2,0,1,0,0,0,0,0,3
"260765",2012,"> 1500 g",0,1,1,0,0,0,0,0,2
"260765",2012,"outros",0,1,1,0,0,0,0,0,2
"260765",2013,"> 1000 g",1,0,3,1,0,0,0,0,5
"260765",2013,"> 1500 g",0,0,0,1,0,0,0,0,1
"260765",2013,"outros",0,0,0,1,0,1,0,0,2
"260765",2014,"> 1500 g",1,0,0,0,0,0,0,0,1
"260765",2015,"outros",0,0,1,0,0,0,0,0,1
"260765",2015,"> 1500 g",0,0,0,1,0,0,0,0,1
"260765",2016,"outros",1,2,1,0,0,0,0,0,4
"260765",2016,"> 1500 g",1,0,0,0,0,1,0,0,2
"260765",2017,"> 1500 g",0,1,0,0,0,0,0,0,1
"260765",2018,"outros",0,0,1,0,0,0,0,0,1
"260765",2018,"> 1000 g",0,0,0,1,0,0,0,0,1
"260765",2019,"> 1500 g",0,0,1,0,0,0,0,0,1
"260765",2020,"> 1000 g",0,0,1,0,0,0,0,0,1
"260765",2020,"outros",1,0,1,0,0,0,0,0,2
"260765",2020,"> 1500 g",0,1,0,1,0,0,0,0,2
"260765",2021,"> 1500 g",1,0,0,0,2,0,0,0,3
"260765",2021,"outros",2,2,1,0,0,0,0,0,5
"260765",2021,"> 1000 g",1,0,0,0,0,0,0,0,1
"260765",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"260765",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"260770",2012,"> 1500 g",0,1,0,1,0,0,0,0,2
"260770",2013,"outros",1,0,2,0,0,0,0,0,3
"260770",2013,"> 1500 g",0,0,0,0,0,0,1,0,1
"260770",2016,"> 1500 g",0,1,0,0,0,0,0,0,1
"260770",2017,"> 1000 g",0,1,0,0,0,0,0,0,1
"260770",2019,"outros",0,0,2,0,0,0,0,0,2
"260770",2019,"> 1000 g",0,1,0,0,0,0,0,0,1
"260770",2019,"> 1500 g",0,1,0,0,0,0,0,0,1
"260770",2020,"outros",0,1,0,0,0,0,0,0,1
"260770",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"260770",2022,"outros",0,0,0,1,0,0,0,0,1
"260770",2022,"> 1500 g",0,0,0,0,0,1,0,0,1
"260770",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"260770",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"260770",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"260770",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"260775",2012,"outros",0,0,1,0,0,0,0,0,1
"260775",2013,"> 1000 g",0,0,1,0,0,0,0,0,1
"260775",2013,"> 1500 g",1,1,0,0,0,0,0,0,2
"260775",2014,"outros",0,0,2,1,0,0,0,0,3
"260775",2015,"outros",1,0,1,0,0,0,0,0,2
"260775",2016,"outros",1,0,1,0,0,0,0,0,2
"260775",2016,"> 1500 g",0,1,0,0,0,0,0,0,1
"260775",2017,"> 1500 g",0,0,1,0,0,0,0,0,1
"260775",2018,"outros",0,0,1,0,0,0,0,0,1
"260775",2020,"outros",0,0,1,0,0,0,0,0,1
"260775",2020,"> 1500 g",1,0,0,0,0,0,0,0,1
"260775",2021,"outros",0,0,1,0,0,0,0,0,1
"260775",2021,"> 1000 g",1,0,0,0,0,0,0,0,1
"260775",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"260775",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"260780",2012,"> 1500 g",1,0,0,0,0,0,0,0,1
"260780",2013,"> 1500 g",1,0,1,0,0,1,0,0,3
"260780",2013,"outros",0,0,2,0,0,0,0,0,2
"260780",2015,"> 1500 g",0,0,0,0,1,0,0,0,1
"260780",2015,"outros",0,0,1,0,0,0,0,0,1
"260780",2016,"outros",0,0,1,0,0,0,0,0,1
"260780",2017,"> 1000 g",1,0,0,0,0,0,0,0,1
"260780",2017,"outros",0,1,0,0,0,0,0,0,1
"260780",2018,"> 1000 g",0,0,1,0,0,0,0,0,1
"260780",2018,"outros",1,0,0,0,0,0,0,0,1
"260780",2019,"outros",1,0,1,0,0,0,0,0,2
"260780",2019,"> 1500 g",1,1,0,0,0,0,0,0,2
"260780",2021,"> 1500 g",0,0,1,0,0,0,0,0,1
"260780",2021,"outros",0,0,1,0,0,0,0,0,1
"260780",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"260780",2022,"outros",1,0,0,0,0,0,0,0,1
"260780",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"260780",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"260780",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"260790",2012,"> 1000 g",4,5,6,1,0,0,0,0,16
"260790",2012,"> 1500 g",13,7,6,4,0,0,0,0,30
"260790",2012,"outros",2,9,19,6,0,1,0,0,37
"260790",2013,"> 1000 g",1,4,9,1,0,0,0,0,15
"260790",2013,"> 1500 g",19,9,5,4,0,1,0,0,38
"260790",2013,"outros",4,7,23,2,0,1,0,0,37
"260790",2014,"> 1500 g",16,7,4,6,1,0,0,0,34
"260790",2014,"outros",2,7,24,7,1,0,0,0,41
"260790",2014,"> 1000 g",4,4,3,1,0,0,0,0,12
"260790",2015,"> 1500 g",16,8,4,8,1,2,0,0,39
"260790",2015,"outros",0,11,27,3,1,1,0,0,43
"260790",2015,"> 1000 g",5,4,8,0,0,0,0,0,17
"260790",2016,"> 1500 g",11,8,6,7,1,1,1,0,35
"260790",2016,"> 1000 g",3,1,8,1,0,0,1,0,14
"260790",2016,"outros",7,4,25,1,0,0,0,0,37
"260790",2017,"outros",5,6,21,4,1,0,0,0,37
"260790",2017,"> 1000 g",1,2,6,1,0,0,0,0,10
"260790",2017,"> 1500 g",13,2,2,11,0,3,0,0,31
"260790",2018,"outros",5,8,21,2,1,2,0,0,39
"260790",2018,"> 1000 g",1,4,4,1,0,0,0,0,10
"260790",2018,"> 1500 g",19,11,8,5,0,0,0,0,43
"260790",2019,"> 1500 g",20,5,2,3,1,1,0,0,32
"260790",2019,"> 1000 g",2,0,6,0,0,0,0,0,8
"260790",2019,"outros",4,8,21,2,0,0,0,0,35
"260790",2020,"outros",1,8,24,3,1,1,0,0,38
"260790",2020,"> 1000 g",2,0,6,0,0,0,0,0,8
"260790",2020,"> 1500 g",20,6,7,2,0,1,1,0,37
"260790",2021,"> 1500 g",16,7,2,7,1,0,0,0,33
"260790",2021,"outros",4,5,18,9,1,0,0,0,37
"260790",2021,"> 1000 g",2,3,4,1,0,0,0,0,10
"260790",2022,"outros",4,5,21,4,1,0,0,0,35
"260790",2022,"> 1000 g",2,1,1,1,0,0,0,0,5
"260790",2022,"> 1500 g",16,2,5,1,0,0,0,0,24
"260795",2012,"outros",2,0,0,0,0,0,0,0,2
"260795",2012,"> 1500 g",0,1,0,0,0,0,0,0,1
"260795",2013,"> 1500 g",0,1,0,0,0,0,0,0,1
"260795",2015,"outros",0,0,0,2,0,0,0,0,2
"260795",2016,"outros",0,0,0,1,0,0,0,0,1
"260795",2018,"> 1500 g",1,0,0,0,0,0,0,0,1
"260795",2019,"> 1500 g",0,0,1,0,0,0,0,0,1
"260795",2019,"outros",0,0,2,0,0,0,0,0,2
"260795",2020,"> 1000 g",0,0,0,1,0,0,0,0,1
"260795",2022,"outros",0,0,1,0,0,0,0,0,1
"260795",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"260795",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"260795",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"260800",2012,"outros",0,0,1,0,0,0,0,0,1
"260800",2012,"> 1500 g",1,0,0,0,0,0,0,0,1
"260800",2013,"> 1000 g",0,0,1,0,0,0,0,0,1
"260800",2013,"outros",0,0,1,0,0,0,0,0,1
"260800",2013,"> 1500 g",0,1,0,1,0,0,0,0,2
"260800",2014,"> 1000 g",1,1,0,1,0,0,0,0,3
"260800",2014,"> 1500 g",0,1,0,2,0,0,0,0,3
"260800",2014,"outros",0,1,0,0,0,0,0,0,1
"260800",2015,"> 1500 g",0,1,0,0,0,2,0,0,3
"260800",2016,"> 1500 g",0,1,0,0,0,0,0,0,1
"260800",2017,"> 1000 g",0,0,1,0,0,0,0,0,1
"260800",2017,"> 1500 g",0,0,1,0,0,0,0,0,1
"260800",2017,"outros",0,0,2,0,0,0,0,0,2
"260800",2018,"> 1000 g",0,0,1,0,0,0,0,0,1
"260800",2018,"> 1500 g",0,1,0,0,0,0,0,0,1
"260800",2019,"outros",0,0,1,0,0,0,0,0,1
"260800",2019,"> 1500 g",1,0,0,1,0,0,0,0,2
"260800",2020,"> 1500 g",0,0,0,1,0,0,0,0,1
"260800",2021,"> 1500 g",0,0,0,0,0,1,0,0,1
"260800",2022,"> 1500 g",0,1,1,0,1,0,0,0,3
"260800",2022,"outros",0,2,2,0,0,0,0,0,4
"260805",2012,"> 1500 g",2,1,1,1,0,0,0,0,5
"260805",2013,"> 1500 g",2,0,1,0,0,0,0,0,3
"260805",2013,"> 1000 g",1,0,0,0,0,0,0,0,1
"260805",2013,"outros",0,1,0,0,0,0,0,0,1
"260805",2015,"> 1500 g",0,0,0,0,1,0,1,0,2
"260805",2015,"outros",0,0,1,0,0,0,0,0,1
"260805",2016,"> 1000 g",0,0,1,0,0,0,0,0,1
"260805",2016,"> 1500 g",0,0,1,1,0,0,0,0,2
"260805",2016,"outros",0,0,1,0,0,0,0,0,1
"260805",2017,"> 1500 g",1,0,0,0,0,0,0,0,1
"260805",2018,"> 1500 g",0,1,1,1,0,0,0,0,3
"260805",2018,"outros",1,0,1,0,0,0,0,0,2
"260805",2021,"> 1500 g",1,0,0,0,0,0,0,0,1
"260805",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"260805",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"260805",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"260805",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"260810",2012,"outros",0,1,1,0,0,0,0,0,2
"260810",2013,"> 1500 g",1,0,1,0,0,0,0,0,2
"260810",2014,"outros",0,0,1,0,0,0,0,0,1
"260810",2014,"> 1500 g",0,1,0,1,0,0,0,0,2
"260810",2016,"> 1000 g",0,1,1,0,0,0,0,0,2
"260810",2016,"> 1500 g",0,1,1,0,0,0,0,0,2
"260810",2016,"outros",0,0,1,0,0,0,0,0,1
"260810",2017,"outros",0,0,1,1,0,0,0,0,2
"260810",2017,"> 1500 g",1,0,0,0,0,0,0,0,1
"260810",2018,"> 1500 g",0,1,1,1,0,0,0,0,3
"260810",2018,"outros",0,0,1,0,0,0,0,0,1
"260810",2019,"outros",0,1,1,0,0,0,0,0,2
"260810",2019,"> 1500 g",2,0,0,0,0,0,0,0,2
"260810",2020,"> 1500 g",0,1,0,0,0,0,0,0,1
"260810",2021,"outros",1,0,2,1,0,0,0,0,4
"260810",2021,"> 1500 g",0,0,0,1,0,0,0,0,1
"260810",2022,"outros",0,0,1,0,0,0,0,0,1
"260810",2022,"> 1000 g",2,0,0,0,0,0,0,0,2
"260810",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"260820",2012,"outros",1,0,0,0,0,0,0,0,1
"260820",2012,"> 1500 g",0,1,0,0,0,0,0,0,1
"260820",2013,"outros",0,0,1,0,0,0,0,0,1
"260820",2013,"> 1500 g",1,0,0,0,0,0,0,0,1
"260820",2014,"> 1500 g",1,0,0,0,0,0,0,0,1
"260820",2014,"outros",0,1,0,0,0,0,0,0,1
"260820",2015,"outros",0,0,1,0,0,0,0,0,1
"260820",2015,"> 1500 g",0,0,0,1,0,0,0,0,1
"260820",2015,"> 1000 g",0,1,0,0,0,0,0,0,1
"260820",2016,"> 1500 g",2,0,0,0,0,1,0,0,3
"260820",2017,"> 1500 g",1,0,0,0,0,0,0,0,1
"260820",2018,"> 1500 g",1,0,1,0,0,0,0,0,2
"260820",2018,"> 1000 g",1,0,0,0,0,0,0,0,1
"260820",2019,"> 1000 g",0,0,0,1,0,0,0,0,1
"260820",2020,"> 1000 g",1,0,0,0,0,0,0,0,1
"260820",2020,"> 1500 g",1,0,0,0,0,0,0,0,1
"260820",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"260820",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"260825",2012,"> 1500 g",0,0,1,0,0,0,0,0,1
"260825",2013,"> 1000 g",0,0,1,0,0,0,0,0,1
"260825",2014,"> 1500 g",0,0,1,0,0,0,0,0,1
"260825",2015,"> 1500 g",0,1,2,0,0,0,0,0,3
"260825",2016,"outros",1,0,1,0,0,0,0,0,2
"260825",2016,"> 1500 g",0,1,0,0,0,0,0,0,1
"260825",2017,"> 1500 g",1,0,1,0,0,0,0,0,2
"260825",2017,"outros",1,0,1,0,0,0,0,0,2
"260825",2018,"> 1500 g",0,0,1,0,0,0,0,0,1
"260825",2019,"> 1000 g",1,0,0,0,0,0,0,0,1
"260825",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"260825",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"260825",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"260830",2012,"> 1500 g",0,0,0,1,0,0,0,0,1
"260830",2013,"> 1000 g",0,0,2,0,0,0,0,0,2
"260830",2013,"> 1500 g",2,2,1,1,0,0,0,0,6
"260830",2013,"outros",0,0,2,1,0,0,0,0,3
"260830",2014,"outros",0,0,1,0,0,0,0,0,1
"260830",2014,"> 1500 g",1,0,0,0,0,0,0,0,1
"260830",2017,"> 1500 g",1,0,0,0,0,0,0,0,1
"260830",2018,"outros",0,0,0,3,0,0,0,0,3
"260830",2018,"> 1500 g",0,1,0,0,0,0,0,0,1
"260830",2019,"outros",0,0,1,0,0,0,0,0,1
"260830",2019,"> 1500 g",2,0,0,0,0,1,0,0,3
"260830",2020,"> 1500 g",0,0,1,0,0,0,0,0,1
"260830",2020,"outros",0,0,0,1,0,0,0,0,1
"260830",2021,"outros",0,0,1,0,0,0,0,0,1
"260830",2022,"outros",0,0,1,0,0,0,0,0,1
"260830",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"260830",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"260840",2012,"outros",0,0,1,0,0,0,0,0,1
"260840",2012,"> 1500 g",0,0,0,2,0,0,0,0,2
"260840",2012,"> 1000 g",0,0,0,0,0,1,0,0,1
"260840",2013,"> 1500 g",0,1,1,1,0,0,0,0,3
"260840",2014,"> 1000 g",0,0,1,0,0,0,0,0,1
"260840",2014,"> 1500 g",1,0,1,0,0,0,0,0,2
"260840",2014,"outros",0,1,1,0,0,0,0,0,2
"260840",2015,"> 1500 g",0,1,0,0,0,0,0,0,1
"260840",2016,"outros",1,0,0,0,0,0,0,0,1
"260840",2016,"> 1500 g",0,1,0,0,0,0,0,0,1
"260840",2017,"> 1500 g",1,0,0,0,0,0,0,0,1
"260840",2018,"> 1000 g",0,0,1,0,0,0,0,0,1
"260840",2019,"> 1500 g",0,0,0,1,0,0,0,0,1
"260840",2020,"> 1500 g",0,1,1,0,0,0,0,0,2
"260840",2020,"outros",0,0,1,0,0,0,0,0,1
"260840",2021,"outros",0,0,1,0,0,0,0,0,1
"260840",2021,"> 1500 g",1,0,0,2,0,0,0,0,3
"260840",2022,"outros",0,0,1,1,0,0,0,0,2
"260840",2022,"> 1500 g",0,0,0,1,0,0,0,0,1
"260845",2012,"outros",0,0,1,0,0,0,0,0,1
"260845",2013,"outros",0,1,0,0,0,0,0,0,1
"260845",2014,"> 1500 g",1,0,0,0,0,0,0,0,1
"260845",2015,"outros",0,1,1,0,0,0,0,0,2
"260845",2015,"> 1500 g",1,0,0,0,0,0,0,0,1
"260845",2016,"> 1500 g",0,0,2,0,0,0,0,0,2
"260845",2016,"outros",0,0,2,0,0,0,0,0,2
"260845",2017,"> 1500 g",1,0,0,0,0,0,0,0,1
"260845",2017,"outros",0,1,0,0,0,0,0,0,1
"260845",2018,"> 1000 g",0,0,1,0,0,0,0,0,1
"260845",2018,"> 1500 g",1,0,1,0,0,0,0,0,2
"260845",2019,"outros",0,1,1,0,0,0,0,0,2
"260845",2020,"outros",1,0,0,0,0,0,0,0,1
"260845",2022,"> 1500 g",0,0,0,0,2,0,0,0,2
"260845",2022,"outros",0,0,1,1,0,0,0,0,2
"260845",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"260845",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"260850",2012,"outros",0,0,2,0,0,0,0,0,2
"260850",2012,"> 1500 g",3,1,0,0,0,0,0,0,4
"260850",2013,"outros",1,0,0,0,0,0,0,0,1
"260850",2013,"> 1500 g",0,1,0,0,0,0,0,0,1
"260850",2014,"> 1000 g",0,0,1,0,0,0,0,0,1
"260850",2014,"outros",1,2,0,0,0,0,0,0,3
"260850",2014,"> 1500 g",0,2,0,0,0,0,0,0,2
"260850",2015,"outros",0,0,2,0,0,0,0,0,2
"260850",2016,"> 1500 g",0,1,1,0,0,0,0,0,2
"260850",2017,"outros",0,0,1,0,0,0,0,0,1
"260850",2017,"> 1500 g",1,1,0,0,0,0,0,0,2
"260850",2018,"> 1500 g",2,1,0,0,0,0,0,0,3
"260850",2018,"outros",0,1,0,0,0,0,0,0,1
"260850",2019,"outros",0,0,2,0,0,0,0,0,2
"260850",2019,"> 1500 g",1,0,0,0,0,0,0,0,1
"260850",2020,"> 1000 g",0,0,0,1,0,0,0,0,1
"260850",2021,"outros",0,0,2,0,0,0,0,0,2
"260850",2021,"> 1500 g",2,0,0,0,0,0,0,0,2
"260850",2022,"> 1500 g",1,0,0,0,1,0,0,0,2
"260860",2012,"outros",0,0,1,0,0,0,0,0,1
"260860",2012,"> 1500 g",0,0,0,1,0,0,0,0,1
"260860",2014,"> 1500 g",1,0,1,0,0,0,0,0,2
"260860",2016,"outros",0,0,3,0,0,0,0,0,3
"260860",2016,"> 1500 g",0,0,0,1,0,0,0,0,1
"260860",2017,"> 1500 g",1,1,1,0,0,0,0,0,3
"260860",2017,"outros",0,0,2,0,0,0,0,0,2
"260860",2018,"outros",0,0,2,1,0,0,0,0,3
"260860",2019,"> 1500 g",1,0,0,0,0,0,0,0,1
"260860",2020,"outros",0,0,0,1,0,0,0,0,1
"260860",2021,"> 1500 g",1,0,0,0,1,0,0,0,2
"260860",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"260860",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"260860",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"260870",2012,"> 1500 g",1,1,0,0,0,0,0,0,2
"260870",2013,"outros",0,0,1,0,0,1,0,0,2
"260870",2014,"outros",1,0,1,0,0,0,0,0,2
"260870",2015,"> 1500 g",1,0,0,0,0,0,0,0,1
"260870",2018,"> 1500 g",1,0,0,0,0,0,0,0,1
"260870",2019,"outros",0,0,2,0,0,0,0,0,2
"260870",2020,"outros",0,0,1,0,0,0,0,0,1
"260870",2020,"> 1500 g",1,0,0,0,0,0,0,0,1
"260870",2022,"outros",1,0,0,2,0,1,0,0,4
"260870",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"260870",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"260870",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"260875",2012,"> 1500 g",0,1,1,0,0,0,0,0,2
"260875",2013,"> 1000 g",0,0,1,0,0,0,0,0,1
