"codmunres","ano","faixa_de_peso","evitaveis_neonatal_outros","evitaveis_neonatal_recem_nascido","evitaveis_neonatal_mulher_gestacao","evitaveis_neonatal_parto","evitaveis_neonatal_mal_definidas","evitaveis_neonatal_saude","evitaveis_neonatal_tratamento","evitaveis_neonatal_imunoprevencao","obitos_neonatais_totais"
"290280",2014,"> 1000 g",0,2,0,0,0,0,0,0,2
"290280",2015,"> 1500 g",1,0,0,2,0,0,0,0,3
"290280",2015,"outros",0,2,0,0,0,0,0,0,2
"290280",2016,"> 1500 g",0,2,1,3,0,0,0,0,6
"290280",2016,"outros",0,2,2,1,0,0,0,0,5
"290280",2017,"> 1500 g",1,0,2,1,1,0,0,0,5
"290280",2017,"outros",0,0,1,0,0,0,0,0,1
"290280",2018,"> 1500 g",1,1,0,1,0,0,0,0,3
"290280",2019,"outros",1,1,3,0,0,0,0,0,5
"290280",2019,"> 1500 g",0,0,0,3,0,0,0,0,3
"290280",2020,"outros",1,0,1,0,0,0,0,0,2
"290280",2020,"> 1500 g",0,0,0,0,0,0,1,0,1
"290280",2021,"> 1500 g",0,0,0,1,0,1,0,0,2
"290280",2021,"outros",0,1,0,0,0,0,0,0,1
"290280",2022,"> 1000 g",1,0,0,0,0,0,0,0,1
"290280",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"290290",2012,"outros",1,3,3,0,0,0,0,0,7
"290290",2012,"> 1500 g",1,0,0,5,0,0,0,0,6
"290290",2012,"> 1000 g",0,1,0,0,0,0,0,0,1
"290290",2013,"> 1500 g",1,2,0,3,0,0,0,0,6
"290290",2013,"outros",1,0,0,0,0,0,0,0,1
"290290",2014,"> 1500 g",1,1,0,4,0,0,0,0,6
"290290",2014,"> 1000 g",0,1,0,0,0,0,0,0,1
"290290",2014,"outros",0,2,0,0,0,0,0,0,2
"290290",2015,"> 1000 g",1,0,0,0,0,0,0,0,1
"290290",2015,"> 1500 g",1,0,0,0,0,0,0,0,1
"290290",2015,"outros",1,1,0,1,0,0,0,0,3
"290290",2016,"> 1500 g",1,1,0,0,2,0,0,0,4
"290290",2016,"outros",0,1,1,0,0,0,0,0,2
"290290",2017,"outros",0,0,1,0,0,0,0,0,1
"290290",2017,"> 1500 g",1,0,0,0,0,0,0,0,1
"290290",2018,"> 1500 g",2,1,1,2,0,1,0,0,7
"290290",2018,"outros",0,0,1,1,0,0,0,0,2
"290290",2019,"> 1500 g",1,0,0,0,0,0,0,0,1
"290290",2019,"outros",1,0,0,0,0,0,0,0,1
"290290",2020,"outros",1,1,2,2,0,0,0,0,6
"290290",2020,"> 1000 g",1,0,0,0,0,0,0,0,1
"290290",2020,"> 1500 g",0,0,0,2,0,0,0,0,2
"290290",2021,"outros",0,1,0,0,0,0,0,0,1
"290290",2021,"> 1000 g",0,0,0,0,0,1,0,0,1
"290290",2022,"outros",0,0,4,0,0,0,0,0,4
"290290",2022,"> 1500 g",2,1,0,0,0,0,0,0,3
"290300",2012,"> 1000 g",1,0,0,0,0,0,0,0,1
"290300",2013,"> 1500 g",0,0,0,1,0,0,0,0,1
"290300",2014,"> 1000 g",0,1,0,0,1,0,0,0,2
"290300",2014,"> 1500 g",0,1,0,0,0,0,0,0,1
"290300",2015,"outros",0,1,1,0,0,0,0,0,2
"290300",2016,"> 1000 g",0,0,0,1,0,0,0,0,1
"290300",2016,"> 1500 g",0,0,0,1,0,0,0,0,1
"290300",2017,"> 1500 g",0,1,0,0,0,0,0,0,1
"290300",2018,"> 1000 g",1,0,0,0,0,0,0,0,1
"290300",2018,"> 1500 g",1,0,0,0,0,0,0,0,1
"290300",2019,"> 1500 g",0,0,2,0,0,0,0,0,2
"290300",2020,"outros",0,0,0,0,1,0,0,0,1
"290300",2020,"> 1000 g",0,1,0,0,0,0,0,0,1
"290300",2021,"> 1000 g",1,0,0,0,0,0,0,0,1
"290300",2021,"> 1500 g",1,0,0,0,0,0,0,0,1
"290300",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"290310",2012,"outros",0,1,0,0,0,0,0,0,1
"290310",2013,"> 1000 g",0,0,1,0,0,0,0,0,1
"290310",2016,"> 1000 g",0,1,0,0,0,0,0,0,1
"290310",2018,"> 1500 g",1,0,0,0,0,0,0,0,1
"290310",2019,"> 1500 g",1,1,0,0,0,0,0,0,2
"290310",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"290310",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"290310",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"290310",2020,"não se aplica",0,0,0,0,0,0,0,0,0
"290310",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"290310",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"290320",2012,"> 1500 g",5,2,1,1,3,1,0,0,13
"290320",2012,"> 1000 g",0,2,1,0,0,0,0,0,3
"290320",2012,"outros",1,2,7,0,0,0,0,0,10
"290320",2013,"> 1000 g",0,0,1,0,1,0,0,0,2
"290320",2013,"> 1500 g",2,1,2,1,3,0,0,0,9
"290320",2013,"outros",1,6,5,1,4,0,0,0,17
"290320",2014,"> 1000 g",2,1,2,0,0,0,0,0,5
"290320",2014,"> 1500 g",6,3,2,0,0,0,0,0,11
"290320",2014,"outros",3,3,11,1,0,0,0,0,18
"290320",2015,"outros",1,2,11,2,1,0,0,0,17
"290320",2015,"> 1000 g",3,1,4,0,0,0,0,0,8
"290320",2015,"> 1500 g",5,1,2,0,0,0,0,0,8
"290320",2016,"> 1000 g",1,1,4,0,0,0,0,0,6
"290320",2016,"> 1500 g",5,2,2,1,0,0,0,0,10
"290320",2016,"outros",0,4,8,0,0,0,0,0,12
"290320",2017,"outros",2,5,10,2,1,0,0,0,20
"290320",2017,"> 1000 g",0,0,1,0,0,0,0,0,1
"290320",2017,"> 1500 g",3,3,0,3,0,0,0,0,9
"290320",2018,"> 1500 g",3,4,2,2,1,0,0,0,12
"290320",2018,"> 1000 g",0,0,2,0,0,0,0,0,2
"290320",2018,"outros",1,6,3,0,0,0,0,0,10
"290320",2019,"> 1500 g",2,3,2,1,1,0,0,0,9
"290320",2019,"> 1000 g",2,0,4,0,0,0,0,0,6
"290320",2019,"outros",3,2,11,1,0,0,0,0,17
"290320",2020,"> 1000 g",0,0,1,0,0,0,0,0,1
"290320",2020,"> 1500 g",5,1,2,3,0,1,0,0,12
"290320",2020,"outros",1,2,4,3,0,1,0,0,11
"290320",2021,"> 1500 g",4,0,4,1,0,0,0,0,9
"290320",2021,"outros",0,1,4,0,0,0,0,0,5
"290320",2021,"> 1000 g",2,0,0,0,0,0,0,0,2
"290320",2022,"> 1000 g",2,0,2,1,0,0,0,0,5
"290320",2022,"> 1500 g",3,0,2,2,0,0,0,0,7
"290320",2022,"outros",0,2,9,0,0,0,0,0,11
"290323",2012,"> 1500 g",0,0,1,0,0,0,0,0,1
"290323",2012,"outros",0,1,0,0,0,0,0,0,1
"290323",2013,"> 1500 g",0,0,1,0,1,0,0,0,2
"290323",2015,"> 1500 g",0,1,0,0,0,0,0,0,1
"290323",2016,"outros",0,0,0,1,0,0,0,0,1
"290323",2017,"> 1000 g",0,0,2,0,0,0,0,0,2
"290323",2017,"outros",0,0,1,0,0,0,0,0,1
"290323",2017,"> 1500 g",0,1,0,0,0,0,0,0,1
"290323",2018,"outros",0,0,1,0,0,0,0,0,1
"290323",2018,"> 1500 g",1,0,0,1,0,0,0,0,2
"290323",2019,"> 1500 g",0,0,0,0,1,0,0,0,1
"290323",2019,"outros",0,0,1,0,0,0,0,0,1
"290323",2020,"outros",0,0,0,1,0,0,0,0,1
"290323",2020,"> 1000 g",0,1,0,0,0,0,0,0,1
"290323",2021,"outros",0,0,0,1,0,0,0,0,1
"290323",2022,"outros",0,0,1,0,0,0,0,0,1
"290323",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"290327",2012,"outros",0,0,1,0,0,0,0,0,1
"290327",2012,"> 1500 g",0,1,0,0,0,0,0,0,1
"290327",2013,"> 1500 g",0,0,3,0,0,0,0,0,3
"290327",2014,"> 1500 g",0,0,0,0,1,0,0,0,1
"290327",2014,"outros",0,0,1,0,0,0,0,0,1
"290327",2015,"> 1500 g",0,1,1,0,0,0,0,0,2
"290327",2016,"> 1500 g",0,1,0,0,0,0,0,0,1
"290327",2017,"> 1500 g",0,1,0,0,0,0,0,0,1
"290327",2018,"> 1000 g",0,0,1,0,0,0,0,0,1
"290327",2018,"> 1500 g",0,0,0,1,0,0,0,0,1
"290327",2018,"outros",0,3,0,0,0,0,0,0,3
"290327",2019,"> 1500 g",1,1,0,0,0,0,0,0,2
"290327",2020,"outros",1,0,0,0,0,0,0,0,1
"290327",2020,"> 1500 g",0,1,0,0,0,0,0,0,1
"290327",2021,"> 1500 g",1,0,1,0,0,0,0,0,2
"290327",2021,"outros",0,1,1,0,0,0,0,0,2
"290327",2021,"> 1000 g",0,1,0,0,0,0,0,0,1
"290327",2022,"> 1500 g",2,0,0,0,0,0,0,0,2
"290330",2012,"> 1500 g",0,1,1,0,0,0,0,0,2
"290330",2012,"outros",0,0,1,0,0,0,0,0,1
"290330",2013,"> 1500 g",0,0,1,0,0,0,0,0,1
"290330",2013,"outros",0,0,0,1,0,0,0,0,1
"290330",2014,"> 1500 g",1,1,0,1,0,0,0,0,3
"290330",2014,"outros",0,1,0,0,0,0,0,0,1
"290330",2015,"> 1500 g",0,1,0,0,0,0,0,0,1
"290330",2017,"outros",0,2,0,0,0,0,0,0,2
"290330",2018,"> 1000 g",1,0,0,0,0,0,0,0,1
"290330",2018,"> 1500 g",1,0,0,2,0,0,0,0,3
"290330",2019,"> 1500 g",0,0,0,1,0,0,0,0,1
"290330",2019,"> 1000 g",0,1,0,0,0,0,0,0,1
"290330",2020,"> 1500 g",0,1,0,0,0,0,0,0,1
"290330",2021,"> 1000 g",0,1,1,0,0,0,0,0,2
"290330",2021,"> 1500 g",0,1,0,0,0,0,0,0,1
"290330",2022,"> 1000 g",0,1,0,0,0,0,0,0,1
"290330",2022,"outros",0,1,0,0,0,0,0,0,1
"290330",2016,"não se aplica",0,0,0,0,0,0,0,0,0
"290340",2012,"> 1000 g",0,0,1,0,0,0,0,0,1
"290340",2012,"> 1500 g",1,0,1,0,0,0,0,0,2
"290340",2012,"outros",0,3,0,0,0,0,0,0,3
"290340",2013,"> 1000 g",1,1,0,0,0,0,0,0,2
"290340",2013,"> 1500 g",1,1,0,1,0,0,0,0,3
"290340",2014,"outros",0,0,2,0,0,0,0,0,2
"290340",2014,"> 1500 g",0,0,0,1,0,0,0,0,1
"290340",2015,"> 1500 g",1,0,1,0,0,0,0,0,2
"290340",2015,"outros",1,0,0,0,0,0,0,0,1
"290340",2016,"> 1500 g",1,1,1,1,0,0,0,0,4
"290340",2016,"outros",0,0,1,0,0,0,0,0,1
"290340",2017,"> 1000 g",0,0,1,0,0,0,0,0,1
"290340",2017,"outros",0,0,1,0,0,0,0,0,1
"290340",2018,"> 1500 g",0,1,0,0,0,0,0,0,1
"290340",2020,"> 1500 g",0,0,0,1,1,0,0,0,2
"290340",2021,"> 1500 g",0,0,0,1,0,0,0,0,1
"290340",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"290340",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"290340",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"290350",2012,"> 1500 g",1,1,0,1,0,0,0,0,3
"290350",2012,"outros",1,0,0,0,0,0,0,0,1
"290350",2013,"outros",1,0,1,0,0,0,0,0,2
"290350",2013,"> 1000 g",0,1,0,0,0,0,0,0,1
"290350",2013,"> 1500 g",0,1,0,0,0,0,0,0,1
"290350",2014,"> 1500 g",0,0,1,0,0,0,1,0,2
"290350",2014,"outros",2,0,1,1,0,0,0,0,4
"290350",2015,"outros",0,1,1,0,0,0,0,0,2
"290350",2015,"> 1500 g",1,0,0,1,0,0,0,0,2
"290350",2015,"> 1000 g",0,0,0,1,0,0,0,0,1
"290350",2016,"> 1000 g",0,1,1,1,0,0,0,0,3
"290350",2016,"> 1500 g",0,1,1,1,0,0,0,0,3
"290350",2017,"> 1000 g",0,0,1,0,0,0,0,0,1
"290350",2017,"outros",0,0,4,0,0,0,0,0,4
"290350",2017,"> 1500 g",0,0,0,1,0,0,0,0,1
"290350",2018,"> 1500 g",0,1,0,0,0,0,0,0,1
"290350",2019,"outros",0,0,0,1,0,0,0,0,1
"290350",2020,"outros",0,0,2,2,1,0,0,0,5
"290350",2020,"> 1500 g",0,0,0,1,0,0,0,0,1
"290350",2021,"> 1000 g",1,0,0,0,0,0,0,0,1
"290350",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"290350",2022,"outros",0,0,1,1,0,0,0,0,2
"290360",2012,"> 1000 g",0,0,1,0,0,0,0,0,1
"290360",2012,"> 1500 g",1,0,0,0,0,0,0,0,1
"290360",2012,"outros",1,2,0,1,0,0,0,0,4
"290360",2013,"> 1000 g",0,0,1,0,0,0,0,0,1
"290360",2014,"outros",0,0,1,0,0,0,0,0,1
"290360",2015,"> 1500 g",0,0,0,2,0,0,0,0,2
"290360",2015,"outros",0,0,0,1,0,0,0,0,1
"290360",2016,"outros",1,1,0,0,0,0,0,0,2
"290360",2017,"> 1500 g",0,1,0,0,0,0,0,0,1
"290360",2018,"> 1500 g",0,1,0,0,0,0,0,0,1
"290360",2019,"outros",0,0,1,0,0,1,0,0,2
"290360",2019,"> 1500 g",0,0,0,2,0,0,0,0,2
"290360",2020,"> 1500 g",1,0,2,0,0,0,0,0,3
"290360",2020,"outros",0,1,1,0,0,0,0,0,2
"290360",2021,"outros",0,1,1,0,0,0,0,0,2
"290360",2021,"> 1500 g",0,0,0,1,0,0,0,0,1
"290360",2022,"outros",0,1,1,0,0,0,0,0,2
"290370",2012,"> 1000 g",0,0,1,0,0,0,0,0,1
"290370",2012,"> 1500 g",0,1,0,0,0,0,0,0,1
"290370",2013,"outros",0,1,0,0,0,0,0,0,1
"290370",2014,"> 1500 g",1,0,0,0,0,0,0,0,1
"290370",2014,"> 1000 g",0,1,0,0,0,0,0,0,1
"290370",2014,"outros",0,1,0,0,0,0,0,0,1
"290370",2015,"outros",0,0,1,0,0,0,0,0,1
"290370",2015,"> 1500 g",0,0,0,2,0,0,0,0,2
"290370",2016,"outros",0,0,1,0,0,0,0,0,1
"290370",2016,"> 1500 g",0,1,0,0,0,0,0,0,1
"290370",2017,"outros",0,0,1,0,0,0,0,0,1
"290370",2018,"outros",0,0,1,0,1,0,0,0,2
"290370",2019,"> 1500 g",1,1,0,0,0,0,0,0,2
"290370",2020,"> 1000 g",0,1,1,0,0,0,0,0,2
"290370",2020,"> 1500 g",0,1,0,1,0,0,0,0,2
"290370",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"290370",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"290380",2012,"outros",0,1,0,0,0,0,0,0,1
"290380",2013,"outros",0,0,0,1,0,0,0,0,1
"290380",2014,"> 1000 g",0,1,0,0,0,0,0,0,1
"290380",2014,"> 1500 g",0,1,0,0,0,0,0,0,1
"290380",2015,"> 1500 g",0,1,0,0,0,0,0,0,1
"290380",2015,"outros",0,1,0,0,0,0,0,0,1
"290380",2016,"> 1500 g",0,0,1,0,0,0,0,0,1
"290380",2016,"> 1000 g",0,0,0,1,0,0,0,0,1
"290380",2016,"outros",0,0,0,1,0,0,0,0,1
"290380",2017,"outros",0,0,2,0,1,0,0,0,3
"290380",2020,"outros",0,0,0,1,0,0,0,0,1
"290380",2021,"> 1500 g",1,0,0,0,0,0,0,0,1
"290380",2021,"> 1000 g",0,1,0,0,0,0,0,0,1
"290380",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"290380",2018,"não se aplica",0,0,0,0,0,0,0,0,0
"290380",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"290390",2012,"> 1000 g",0,0,1,1,0,0,0,0,2
"290390",2012,"> 1500 g",0,3,1,1,0,0,0,0,5
"290390",2012,"outros",0,1,1,0,0,0,0,0,2
"290390",2013,"outros",0,0,2,1,1,0,0,0,4
"290390",2013,"> 1000 g",0,1,4,0,0,0,0,0,5
"290390",2013,"> 1500 g",0,1,1,1,0,0,0,0,3
"290390",2014,"> 1000 g",0,0,1,0,0,0,0,0,1
"290390",2014,"> 1500 g",0,4,2,7,0,0,0,0,13
"290390",2014,"outros",0,3,2,0,0,0,0,0,5
"290390",2015,"outros",0,2,3,1,0,0,0,0,6
"290390",2015,"> 1500 g",1,2,0,3,0,0,0,0,6
"290390",2015,"> 1000 g",0,0,0,1,0,0,0,0,1
"290390",2016,"> 1500 g",3,1,1,3,0,1,0,0,9
"290390",2016,"outros",0,1,1,0,0,0,0,0,2
"290390",2016,"> 1000 g",1,0,0,1,0,0,0,0,2
"290390",2017,"outros",1,2,4,0,0,0,0,0,7
"290390",2017,"> 1500 g",0,0,0,2,0,0,0,0,2
"290390",2017,"> 1000 g",0,1,0,0,0,0,0,0,1
"290390",2018,"outros",0,1,2,0,1,0,0,0,4
"290390",2018,"> 1000 g",0,2,2,1,0,0,0,0,5
"290390",2018,"> 1500 g",2,1,0,3,0,0,1,0,7
"290390",2019,"outros",2,1,3,1,0,0,0,0,7
"290390",2019,"> 1500 g",1,2,0,2,0,0,0,0,5
"290390",2019,"> 1000 g",0,2,0,0,0,0,0,0,2
"290390",2020,"outros",0,5,2,0,0,0,0,0,7
"290390",2020,"> 1500 g",1,1,0,1,0,0,0,0,3
"290390",2021,"> 1500 g",3,0,2,2,0,0,0,0,7
"290390",2021,"outros",0,3,1,0,0,0,0,0,4
"290390",2021,"> 1000 g",1,1,0,0,0,0,0,0,2
"290390",2022,"outros",0,0,1,0,0,0,0,0,1
"290390",2022,"> 1000 g",1,1,0,0,0,0,0,0,2
"290390",2022,"> 1500 g",1,0,0,0,0,0,0,0,1
"290395",2012,"> 1500 g",0,0,0,1,0,0,0,0,1
"290395",2013,"outros",0,0,0,1,0,0,0,0,1
"290395",2014,"> 1000 g",0,1,0,0,0,0,0,0,1
"290395",2015,"> 1500 g",0,0,1,0,0,0,0,0,1
"290395",2015,"outros",1,0,0,0,0,0,0,0,1
"290395",2016,"> 1500 g",0,1,0,0,0,0,0,0,1
"290395",2018,"outros",0,0,2,0,0,0,0,0,2
"290395",2020,"> 1500 g",2,0,0,0,0,0,0,0,2
"290395",2021,"> 1500 g",2,0,1,0,0,0,0,0,3
"290395",2021,"outros",0,1,0,0,0,0,0,0,1
"290395",2017,"não se aplica",0,0,0,0,0,0,0,0,0
"290395",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"290395",2022,"não se aplica",0,0,0,0,0,0,0,0,0
"290400",2012,"> 1000 g",0,0,1,0,0,0,0,0,1
"290400",2012,"outros",0,1,0,0,0,0,0,0,1
"290400",2013,"> 1500 g",1,1,0,0,0,0,0,0,2
"290400",2013,"outros",0,0,0,1,0,0,0,0,1
"290400",2015,"> 1500 g",0,1,0,0,0,0,0,0,1
"290400",2016,"outros",0,0,2,0,0,0,0,0,2
"290400",2016,"> 1500 g",1,0,0,0,0,0,0,0,1
"290400",2017,"outros",0,0,1,0,0,0,0,0,1
"290400",2017,"> 1500 g",0,1,0,0,0,0,0,0,1
"290400",2018,"outros",0,0,0,0,0,0,1,0,1
"290400",2019,"> 1500 g",0,0,1,1,0,0,0,0,2
"290400",2019,"outros",0,0,1,0,0,0,0,0,1
"290400",2020,"outros",0,0,0,0,1,0,0,0,1
"290400",2021,"outros",0,0,0,1,0,0,0,0,1
"290400",2022,"outros",0,0,2,0,0,0,0,0,2
"290400",2022,"> 1500 g",1,0,0,1,0,0,0,0,2
"290400",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"290405",2012,"outros",1,0,1,0,0,0,0,0,2
"290405",2012,"> 1500 g",1,0,0,2,0,0,0,0,3
"290405",2014,"outros",0,0,0,0,1,0,0,0,1
"290405",2015,"outros",0,0,1,0,0,0,0,0,1
"290405",2016,"outros",0,0,0,2,0,0,0,0,2
"290405",2016,"> 1500 g",0,1,0,0,0,0,0,0,1
"290405",2017,"> 1500 g",0,0,1,0,0,0,0,0,1
"290405",2017,"outros",0,0,1,0,0,0,0,0,1
"290405",2018,"> 1500 g",1,0,0,1,0,0,0,0,2
"290405",2019,"> 1000 g",0,0,2,0,0,0,0,0,2
"290405",2019,"> 1500 g",1,0,0,0,0,0,0,0,1
"290405",2019,"outros",0,1,0,0,0,0,0,0,1
"290405",2020,"> 1500 g",1,0,0,0,0,0,0,0,1
"290405",2021,"> 1000 g",0,0,1,0,0,0,0,0,1
"290405",2021,"outros",0,0,1,0,0,0,0,0,1
"290405",2021,"> 1500 g",0,1,0,0,0,0,0,0,1
"290405",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"290405",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"290410",2012,"outros",1,0,2,0,0,0,0,0,3
"290410",2012,"> 1000 g",0,0,0,1,0,0,0,0,1
"290410",2012,"> 1500 g",0,0,0,1,0,0,0,0,1
"290410",2013,"> 1000 g",0,1,1,0,0,0,0,0,2
"290410",2013,"> 1500 g",1,1,0,2,0,0,0,0,4
"290410",2013,"outros",0,1,0,0,0,0,0,0,1
"290410",2014,"outros",0,0,1,0,0,0,0,0,1
"290410",2014,"> 1500 g",1,0,0,0,0,0,0,0,1
"290410",2015,"outros",1,0,0,0,0,0,0,0,1
"290410",2015,"> 1500 g",0,1,0,0,0,0,0,0,1
"290410",2016,"> 1500 g",0,2,1,0,0,0,0,0,3
"290410",2016,"outros",1,0,0,0,0,0,0,0,1
"290410",2017,"outros",0,0,2,0,1,0,0,0,3
"290410",2017,"> 1000 g",0,0,1,0,0,0,0,0,1
"290410",2017,"> 1500 g",0,1,0,0,0,0,0,0,1
"290410",2018,"> 1500 g",1,1,1,0,0,0,0,0,3
"290410",2018,"outros",0,0,2,0,0,0,0,0,2
"290410",2019,"outros",0,1,0,1,0,0,0,0,2
"290410",2019,"> 1500 g",0,2,0,0,0,0,0,0,2
"290410",2020,"> 1500 g",0,1,0,0,0,0,0,0,1
"290410",2021,"> 1500 g",0,0,1,0,1,0,0,0,2
"290410",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"290420",2012,"outros",0,0,2,0,0,0,0,0,2
"290420",2013,"outros",0,1,0,0,0,0,0,0,1
"290420",2014,"> 1000 g",0,0,1,0,0,0,0,0,1
"290420",2014,"> 1500 g",0,0,0,1,0,0,0,0,1
"290420",2014,"outros",0,2,0,0,0,0,0,0,2
"290420",2016,"> 1500 g",1,1,0,0,0,0,0,0,2
"290420",2017,"> 1500 g",0,0,0,1,0,0,0,0,1
"290420",2018,"outros",0,1,1,0,0,0,0,0,2
"290420",2018,"> 1500 g",1,0,0,0,0,0,0,0,1
"290420",2019,"outros",0,1,0,0,0,0,0,0,1
"290420",2020,"outros",0,1,0,0,0,0,0,0,1
"290420",2021,"> 1000 g",0,0,1,0,0,0,0,0,1
"290420",2021,"outros",0,0,1,0,0,0,0,0,1
"290420",2022,"outros",0,1,0,0,0,0,0,0,1
"290420",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"290430",2012,"> 1500 g",0,1,1,0,0,0,0,0,2
"290430",2012,"outros",0,0,1,0,0,0,0,0,1
"290430",2013,"> 1000 g",0,0,1,1,0,0,0,0,2
"290430",2014,"> 1000 g",0,0,1,0,0,0,0,0,1
"290430",2015,"outros",0,0,1,0,0,0,0,0,1
"290430",2015,"> 1000 g",0,1,0,1,0,0,0,0,2
"290430",2015,"> 1500 g",0,1,0,0,0,0,0,0,1
"290430",2016,"> 1500 g",0,0,0,0,1,0,0,0,1
"290430",2017,"> 1500 g",1,1,0,0,0,0,0,0,2
"290430",2018,"> 1000 g",0,0,1,1,0,0,0,0,2
"290430",2018,"outros",0,0,1,0,0,0,0,0,1
"290430",2019,"outros",0,0,0,1,0,0,0,0,1
"290430",2019,"> 1500 g",0,1,0,0,0,0,0,0,1
"290430",2020,"> 1500 g",0,0,0,1,0,0,0,0,1
"290430",2020,"outros",0,1,0,0,0,0,0,0,1
"290430",2022,"> 1500 g",0,0,1,0,0,0,0,0,1
"290430",2022,"outros",0,0,1,0,0,0,0,0,1
"290430",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"290440",2014,"> 1500 g",0,0,0,0,1,0,0,0,1
"290440",2015,"outros",0,1,1,0,0,0,0,0,2
"290440",2016,"> 1000 g",0,0,0,1,0,0,0,0,1
"290440",2016,"outros",0,1,0,0,0,0,0,0,1
"290440",2017,"> 1500 g",0,0,1,0,0,0,0,0,1
"290440",2018,"outros",0,1,0,0,0,0,0,0,1
"290440",2020,"> 1500 g",0,0,1,1,0,0,0,0,2
"290440",2022,"> 1500 g",0,0,0,0,1,0,0,0,1
"290440",2012,"não se aplica",0,0,0,0,0,0,0,0,0
"290440",2013,"não se aplica",0,0,0,0,0,0,0,0,0
"290440",2019,"não se aplica",0,0,0,0,0,0,0,0,0
"290440",2021,"não se aplica",0,0,0,0,0,0,0,0,0
"290450",2012,"> 1000 g",0,0,1,0,0,0,0,0,1
"290450",2012,"> 1500 g",0,1,0,0,0,0,0,0,1
"290450",2013,"> 1500 g",0,0,0,1,0,0,0,0,1
"290450",2016,"> 1500 g",1,0,0,0,0,0,0,0,1
"290450",2017,"outros",0,0,0,0,1,0,0,0,1
"290450",2017,"> 1500 g",1,1,0,1,0,0,0,0,3
"290450",2018,"> 1500 g",1,0,1,0,0,0,0,0,2
"290450",2019,"outros",0,0,2,0,0,0,0,0,2
"290450",2020,"> 1000 g",0,0,1,0,0,0,0,0,1
"290450",2020,"outros",0,0,1,0,0,0,0,0,1
"290450",2021,"> 1500 g",0,0,2,0,0,0,0,0,2
"290450",2022,"outros",0,0,0,1,0,0,0,0,1
"290450",2014,"não se aplica",0,0,0,0,0,0,0,0,0
"290450",2015,"não se aplica",0,0,0,0,0,0,0,0,0
"290460",2012,"> 1000 g",1,0,1,0,0,0,0,0,2
"290460",2012,"> 1500 g",5,4,2,1,0,0,0,0,12
"290460",2012,"outros",1,1,4,0,0,0,0,0,6
"290460",2013,"> 1000 g",0,0,1,1,0,0,0,0,2
"290460",2013,"> 1500 g",0,1,2,2,0,0,0,0,5
"290460",2013,"outros",2,0,3,0,0,0,0,0,5
"290460",2014,"> 1500 g",2,0,0,0,1,0,0,0,3
"290460",2014,"> 1000 g",0,0,1,1,0,0,0,0,2
"290460",2014,"outros",0,1,1,1,0,0,0,0,3
"290460",2015,"> 1000 g",0,1,1,0,0,0,0,0,2
"290460",2015,"> 1500 g",2,0,0,0,0,0,0,0,2
"290460",2015,"outros",1,5,0,1,0,0,0,0,7
"290460",2016,"> 1000 g",0,0,1,0,0,0,0,0,1
"290460",2016,"outros",0,1,3,0,0,0,0,0,4
"290460",2016,"> 1500 g",1,0,0,0,0,0,0,0,1
"290460",2017,"outros",1,1,1,0,0,0,0,0,3
"290460",2017,"> 1500 g",1,0,0,1,0,0,0,0,2
"290460",2018,"outros",1,1,4,0,0,0,0,0,6
"290460",2018,"> 1000 g",1,2,0,0,0,0,0,0,3
"290460",2018,"> 1500 g",4,0,0,1,0,0,0,0,5
"290460",2019,"> 1000 g",0,0,1,0,0,0,0,0,1
"290460",2019,"outros",0,1,1,0,0,0,0,0,2
"290460",2019,"> 1500 g",2,0,0,0,0,0,0,0,2
"290460",2020,"> 1000 g",0,0,1,0,0,0,0,0,1
"290460",2020,"outros",0,1,1,2,0,0,0,0,4
"290460",2021,"> 1500 g",1,0,1,0,0,0,0,0,2
"290460",2021,"outros",1,1,2,0,0,0,0,0,4
"290460",2022,"> 1000 g",0,0,1,0,0,0,0,0,1
"290460",2022,"outros",0,1,2,0,0,0,0,0,3
"290460",2022,"> 1500 g",0,1,0,0,0,0,0,0,1
"290470",2012,"> 1500 g",0,0,0,1,0,0,0,0,1
