"codmunres","ano","obitos_fetais_mais_28sem","peso_menos_1500_mais_28sem","peso_1500_1999_mais_28sem","peso_2000_2499_mais_28sem","peso_mais_2500_mais_28sem"
520030,2016,1,0,0,0,1
520030,2017,2,0,1,0,1
520030,2018,2,0,2,0,0
520030,2019,3,0,2,0,1
520030,2020,3,0,1,1,1
520050,2013,1,1,0,0,0
520055,2013,1,0,1,0,0
520055,2016,1,1,0,0,0
520055,2019,1,0,0,1,0
520060,2012,1,0,1,0,0
520060,2013,3,3,0,0,0
520060,2015,3,1,0,1,1
520060,2016,1,0,0,0,1
520060,2017,3,1,0,1,0
520060,2018,1,0,0,0,1
520060,2019,2,0,0,1,0
520060,2020,1,0,0,0,1
520080,2012,1,0,0,0,1
520080,2013,2,0,0,1,1
520080,2014,4,2,1,1,0
520080,2015,1,0,0,0,1
520080,2016,2,0,1,0,1
520080,2017,1,1,0,0,0
520080,2019,3,0,0,2,1
520080,2020,1,0,0,0,1
520082,2012,1,1,0,0,0
520085,2012,1,0,0,0,1
520085,2018,1,0,1,0,0
520090,2017,1,0,0,0,1
520110,2012,39,6,6,5,17
520110,2013,40,13,9,4,13
520110,2014,39,6,3,5,22
520110,2015,49,18,10,6,15
520110,2016,38,8,7,10,13
520110,2017,38,13,11,2,10
520110,2018,43,15,6,8,14
520110,2019,18,4,2,3,8
520110,2020,37,14,5,5,10
520130,2013,3,0,0,0,3
520130,2014,1,0,0,0,1
520130,2015,5,2,1,0,2
520130,2016,2,0,1,1,0
520130,2017,1,0,0,0,1
520130,2019,1,1,0,0,0
520140,2012,68,21,13,7,27
520140,2013,43,9,11,9,11
520140,2014,39,13,8,6,9
520140,2015,54,17,9,10,17
520140,2016,48,9,9,10,19
520140,2017,55,15,10,12,17
520140,2018,55,13,8,15,14
520140,2019,52,17,9,9,14
520140,2020,46,9,9,11,16
520145,2012,1,0,0,0,1
520145,2020,1,1,0,0,0
520150,2012,1,0,1,0,0
520150,2014,1,0,0,0,1
520150,2015,1,1,0,0,0
520150,2020,2,1,0,0,1
520160,2020,1,0,0,1,0
520170,2012,3,0,2,0,0
520170,2014,2,0,0,1,1
520170,2015,4,3,0,1,0
520170,2016,3,1,1,1,0
520170,2018,3,2,0,0,1
520170,2019,3,0,0,0,3
520170,2020,2,1,0,0,1
520180,2012,1,0,1,0,0
520180,2013,3,2,1,0,0
520180,2014,2,1,1,0,0
520180,2015,5,2,2,0,1
520180,2017,1,0,1,0,0
520180,2018,3,0,2,1,0
520180,2019,3,0,0,1,2
520215,2012,1,0,0,0,1
520215,2014,1,0,0,0,1
520215,2015,1,0,0,0,1
520215,2016,1,1,0,0,0
520215,2018,2,0,0,1,1
520215,2019,1,0,0,0,1
520215,2020,1,0,0,0,1
520235,2013,1,0,0,0,1
520235,2015,1,0,0,0,1
520250,2013,1,0,0,0,0
520250,2014,1,0,0,0,1
520250,2015,2,1,0,0,1
520250,2019,1,0,0,0,1
520250,2020,1,0,0,1,0
520260,2016,1,0,0,0,1
520260,2017,1,0,0,0,1
520310,2017,1,0,0,0,1
520310,2018,2,0,0,1,1
520320,2016,2,0,0,0,2
520320,2017,1,0,1,0,0
520320,2018,1,0,0,0,1
520320,2019,1,1,0,0,0
520320,2020,3,0,2,1,0
520330,2012,1,0,0,0,1
520330,2013,5,2,2,0,1
520330,2014,2,0,0,1,1
520330,2015,1,0,0,0,1
520330,2016,1,0,0,1,0
520330,2017,3,3,0,0,0
520330,2018,3,1,0,1,1
520330,2019,3,1,0,1,1
520330,2020,5,0,1,0,3
520340,2012,1,0,0,1,0
520340,2013,2,1,0,0,1
520340,2014,1,0,0,1,0
520340,2015,1,0,1,0,0
520340,2016,1,1,0,0,0
520340,2017,3,2,0,1,0
520340,2020,2,1,0,1,0
520350,2012,1,0,0,0,1
520350,2013,3,0,2,0,1
520350,2014,3,0,0,1,2
520350,2015,3,2,1,0,0
520350,2016,3,1,2,0,0
520350,2017,4,1,0,1,2
520350,2020,3,1,1,1,0
520355,2012,1,0,0,1,0
520355,2014,2,2,0,0,0
520355,2015,1,1,0,0,0
520355,2017,1,0,1,0,0
520355,2018,1,0,0,1,0
520355,2019,2,0,0,0,2
520357,2013,1,0,0,0,1
520357,2014,2,1,1,0,0
520357,2018,1,0,0,0,1
520357,2019,1,1,0,0,0
520360,2012,1,0,0,0,0
520360,2019,1,1,0,0,0
520380,2015,1,0,0,1,0
520380,2017,2,2,0,0,0
520380,2019,2,2,0,0,0
520380,2020,1,0,0,1,0
520390,2012,1,0,0,0,0
520390,2014,1,1,0,0,0
520390,2015,2,1,0,0,1
520390,2016,2,1,0,0,1
520390,2017,2,0,0,1,1
520390,2018,1,0,1,0,0
520390,2019,1,0,0,0,1
520390,2020,2,0,0,2,0
520393,2015,2,0,1,0,1
520393,2017,1,0,0,0,0
520396,2017,1,0,0,0,1
520396,2018,1,0,0,0,1
520396,2020,1,0,0,1,0
520400,2012,1,0,0,1,0
520400,2016,4,0,1,1,2
520400,2017,1,0,0,0,1
520400,2018,1,0,0,0,1
520400,2019,1,1,0,0,0
520410,2012,1,0,0,0,1
520410,2013,1,0,0,1,0
520410,2018,1,0,0,0,1
520425,2013,1,1,0,0,0
520425,2015,2,0,0,1,0
520425,2016,1,0,1,0,0
520430,2013,1,0,1,0,0
520430,2015,2,1,0,0,1
520430,2016,4,0,2,1,1
520430,2017,3,0,2,1,0
520430,2018,4,1,0,0,3
520430,2019,1,1,0,0,0
520430,2020,2,1,1,0,0
520440,2012,1,0,0,0,1
520440,2014,1,1,0,0,0
520440,2015,1,0,0,1,0
520440,2016,2,0,0,0,2
520440,2018,1,0,0,0,1
520440,2020,5,1,0,1,3
520450,2012,13,1,3,3,6
520450,2013,10,3,1,3,1
520450,2014,7,2,2,0,2
520450,2015,13,3,3,5,2
520450,2016,3,2,0,0,1
520450,2017,18,8,2,4,4
520450,2018,13,4,3,2,3
520450,2019,18,2,6,3,6
520450,2020,13,2,1,2,8
520455,2016,1,1,0,0,0
520460,2013,1,0,0,0,1
520465,2017,1,0,0,1,0
520470,2013,1,0,0,1,0
520470,2014,3,0,0,1,2
520470,2015,2,0,1,0,1
520470,2016,1,1,0,0,0
520470,2017,1,1,0,0,0
520470,2018,3,1,0,0,2
520480,2013,1,0,0,0,1
520480,2017,1,0,0,0,1
520480,2018,2,0,2,0,0
520485,2012,1,0,1,0,0
520485,2015,2,2,0,0,0
520485,2016,2,0,1,0,1
520485,2017,1,0,0,0,0
520485,2019,2,1,0,0,1
520485,2020,1,1,0,0,0
520490,2013,4,1,1,0,1
520490,2014,4,0,1,0,3
520490,2015,3,0,1,1,1
520490,2016,1,1,0,0,0
520490,2017,3,1,0,0,2
520490,2018,2,0,1,0,1
520490,2019,4,2,0,0,1
520490,2020,3,1,1,0,1
520495,2012,1,0,0,0,1
520495,2013,1,1,0,0,0
520495,2018,1,1,0,0,0
520500,2014,2,1,1,0,0
520500,2016,1,0,0,0,0
520500,2017,2,1,0,0,1
520505,2012,2,1,0,1,0
520505,2015,1,0,0,1,0
520505,2016,1,1,0,0,0
520505,2017,1,0,0,0,1
520505,2020,1,0,1,0,0
520510,2012,6,2,0,1,3
520510,2013,6,2,3,0,1
520510,2014,11,2,2,4,2
520510,2015,12,5,2,1,4
520510,2016,5,2,2,0,1
520510,2017,5,3,0,0,2
520510,2018,5,1,1,2,1
520510,2019,7,2,0,0,5
520510,2020,10,1,3,1,4
520520,2014,1,1,0,0,0
520520,2020,1,0,0,0,1
520530,2012,3,0,2,0,0
520530,2013,2,1,0,0,1
520530,2014,2,0,0,0,2
520530,2016,3,0,0,1,2
520530,2017,1,1,0,0,0
520530,2018,2,0,1,1,0
520530,2019,3,0,3,0,0
520530,2020,1,0,0,1,0
520540,2012,2,0,0,0,2
520540,2013,4,0,2,1,1
520540,2014,5,2,1,1,1
520540,2015,3,0,1,0,2
520540,2016,2,1,0,1,0
520540,2018,3,0,1,0,2
520545,2015,1,1,0,0,0
520545,2016,1,0,0,0,1
520545,2020,1,0,1,0,0
520547,2013,1,0,1,0,0
520547,2014,1,0,0,0,0
520547,2015,1,0,0,1,0
520547,2018,1,0,0,0,1
520547,2019,1,0,0,0,1
520549,2012,12,2,2,0,6
520549,2013,12,1,1,2,5
520549,2014,7,3,1,1,2
520549,2015,6,1,2,2,1
520549,2016,10,3,1,2,2
520549,2017,10,1,1,2,5
520549,2018,5,1,2,1,1
520549,2019,10,5,0,1,4
520549,2020,14,5,4,0,2
520551,2012,1,0,0,0,1
520551,2013,1,1,0,0,0
520551,2014,2,1,0,0,1
520551,2015,2,0,0,1,1
520551,2016,1,0,0,1,0
520551,2017,4,1,1,0,2
520551,2018,4,2,1,0,0
520551,2020,9,0,2,1,5
520552,2013,2,1,0,0,0
520552,2016,3,1,0,0,1
520570,2012,1,0,0,1,0
520570,2015,1,0,0,0,1
520570,2019,1,0,1,0,0
520580,2013,2,0,0,0,2
520580,2014,2,1,0,0,1
520580,2015,1,1,0,0,0
520580,2016,1,0,0,0,1
520580,2017,2,0,2,0,0
520580,2018,1,0,0,0,0
520580,2020,2,1,0,0,1
520590,2015,1,0,1,0,0
520590,2016,1,0,0,0,1
520590,2018,1,1,0,0,0
520620,2012,3,1,1,1,0
520620,2013,7,1,0,2,3
520620,2014,8,3,0,3,1
520620,2015,10,1,2,0,6
520620,2016,6,0,2,2,2
520620,2017,4,1,0,2,1
520620,2018,9,3,2,1,3
520620,2019,7,1,0,1,5
520620,2020,10,4,0,2,3
520630,2016,1,0,0,0,1
520640,2012,2,1,0,0,1
520640,2014,4,2,0,0,2
520640,2015,1,0,0,1,0
520640,2017,1,0,1,0,0
520640,2018,1,1,0,0,0
520640,2019,1,0,0,0,1
520650,2016,1,1,0,0,0
520650,2020,1,0,0,0,1
520660,2015,1,1,0,0,0
520670,2012,2,2,0,0,0
520670,2014,1,1,0,0,0
520670,2015,1,0,0,0,1
520670,2016,1,0,0,0,1
520670,2018,2,0,1,1,0
520670,2019,1,0,0,1,0
520670,2020,1,1,0,0,0
520680,2015,1,0,0,0,1
520680,2016,1,1,0,0,0
520690,2020,1,1,0,0,0
520710,2012,1,0,0,0,0
520710,2013,2,1,0,1,0
520710,2015,1,0,0,0,0
520725,2012,1,0,0,1,0
520725,2013,1,1,0,0,0
520725,2016,1,0,0,0,1
520725,2018,1,1,0,0,0
520725,2019,1,0,0,0,1
520740,2012,2,1,0,0,1
520740,2013,2,0,1,0,1
520740,2014,1,0,0,0,0
520740,2015,2,0,2,0,0
520740,2016,2,1,1,0,0
520740,2018,3,2,0,0,1
520740,2019,2,0,0,2,0
520750,2015,1,0,0,0,1
520750,2017,1,0,0,0,1
520753,2013,1,0,0,1,0
520753,2014,2,0,1,0,1
520753,2015,1,0,0,0,1
520753,2020,1,0,0,0,1
520760,2013,1,1,0,0,0
520760,2016,1,1,0,0,0
520760,2017,1,0,0,0,1
520780,2014,1,0,1,0,0
520780,2017,1,1,0,0,0
520780,2019,2,2,0,0,0
520790,2012,2,0,0,0,2
520790,2013,1,0,1,0,0
520790,2014,1,1,0,0,0
520790,2015,2,0,1,0,1
520790,2016,1,0,0,0,1
520790,2017,3,1,1,0,1
520790,2018,3,1,0,1,1
520800,2012,4,1,0,3,0
520800,2013,9,4,1,3,1
520800,2014,12,3,0,2,6
520800,2015,11,4,3,0,2
520800,2016,7,2,3,0,2
520800,2017,16,6,6,1,3
520800,2018,14,2,3,3,6
520800,2019,14,1,2,3,7
520800,2020,8,2,0,3,2
520810,2014,1,1,0,0,0
520810,2018,2,0,0,0,2
520810,2019,1,1,0,0,0
520815,2017,2,1,0,0,1
520815,2018,1,0,0,1,0
520815,2020,2,0,0,1,1
520830,2012,1,0,0,0,1
520830,2015,1,0,1,0,0
520840,2012,4,0,0,2,2
520840,2013,1,1,0,0,0
520840,2015,3,1,0,1,1
520840,2016,1,0,0,0,1
520840,2017,2,1,1,0,0
520840,2019,1,1,0,0,0
520840,2020,1,1,0,0,0
520850,2012,1,0,0,0,0
520850,2015,1,0,0,0,1
520860,2012,5,0,0,2,3
520860,2013,6,2,1,2,1
520860,2014,6,2,0,1,3
520860,2015,9,3,1,0,3
520860,2016,10,3,1,1,4
520860,2017,5,1,2,0,2
520860,2018,6,1,1,3,1
520860,2019,8,3,0,0,5
520860,2020,7,2,1,3,1
520870,2012,109,40,19,15,35
520870,2013,145,47,31,21,40
520870,2014,139,43,24,27,40
520870,2015,135,32,39,20,39
520870,2016,129,41,24,21,43
520870,2017,122,43,17,19,40
520870,2018,121,39,22,15,44
520870,2019,126,40,25,23,35
520870,2020,99,33,18,22,26
520880,2012,5,2,0,1,2
520880,2013,9,2,5,0,1
520880,2014,5,0,2,1,2
520880,2015,5,2,2,1,0
520880,2016,3,0,0,0,3
520880,2017,5,0,0,0,4
520880,2018,15,3,3,3,5
520880,2019,3,2,0,1,0
520880,2020,9,5,0,1,3
520890,2012,1,0,0,0,1
520890,2013,2,0,1,0,1
520890,2014,2,1,0,0,1
520890,2015,1,0,0,0,1
520890,2016,2,0,0,0,2
520890,2017,5,0,0,1,4
520890,2018,2,1,1,0,0
520890,2019,1,0,1,0,0
520910,2012,6,2,2,1,1
520910,2013,3,1,1,0,0
520910,2014,4,1,0,0,2
520910,2015,2,1,1,0,0
520910,2016,1,1,0,0,0
520910,2017,3,1,1,0,1
520910,2018,6,0,3,2,1
520910,2019,2,0,0,1,1
520910,2020,3,2,0,0,1
520915,2014,1,1,0,0,0
520915,2019,1,0,0,0,1
520920,2012,1,1,0,0,0
520920,2015,2,0,0,0,1
520920,2016,2,0,1,0,1
520920,2017,4,3,0,0,1
520920,2018,2,0,0,1,1
520920,2019,2,0,1,1,0
520920,2020,2,1,0,0,1
520929,2012,1,1,0,0,0
520940,2012,1,0,0,0,1
520940,2014,1,1,0,0,0
520945,2018,1,0,1,0,0
520960,2012,1,0,0,1,0
520960,2014,1,0,0,0,1
520960,2018,1,0,0,0,1
520970,2012,2,1,0,0,1
520970,2013,3,0,1,0,2
520970,2014,6,3,2,1,0
520970,2015,1,0,0,0,1
520970,2016,4,1,1,0,1
520970,2018,2,0,0,2,0
520970,2019,4,1,2,0,0
520970,2020,9,2,4,0,3
520980,2013,1,1,0,0,0
520980,2015,1,1,0,0,0
520980,2018,1,0,0,1,0
520980,2019,2,0,1,0,1
520990,2015,1,0,0,0,0
520990,2016,1,0,0,0,1
520990,2017,1,0,0,0,1
520990,2019,2,2,0,0,0
520990,2020,1,0,0,0,1
520993,2015,2,1,0,0,0
520993,2019,1,0,1,0,0
520993,2020,1,0,0,0,1
520995,2012,1,1,0,0,0
520995,2013,1,0,0,0,1
520995,2014,1,0,1,0,0
520995,2015,3,1,0,0,2
520995,2016,3,0,0,1,2
520995,2017,2,0,1,0,1
520995,2018,1,0,0,0,0
520995,2020,1,0,1,0,0
521000,2012,6,1,1,1,3
521000,2013,3,1,0,0,2
521000,2014,4,0,1,1,1
521000,2015,4,0,1,0,2
521000,2016,5,1,0,3,1
521000,2017,7,2,0,2,3
521000,2018,4,0,0,2,2
521000,2019,6,0,3,1,1
521000,2020,1,0,0,0,1
521010,2012,5,2,0,2,1
521010,2013,7,2,0,4,1
521010,2014,4,2,1,0,1
521010,2015,2,2,0,0,0
521010,2016,1,1,0,0,0
521010,2017,2,0,1,0,0
521010,2018,3,2,1,0,0
521010,2020,2,0,0,2,0
521020,2013,7,3,2,1,1
521020,2014,2,1,1,0,0
521020,2015,2,1,0,0,1
521020,2016,3,0,0,1,2
521020,2017,3,0,2,0,1
521020,2018,3,1,0,1,1
521020,2019,3,0,1,1,1
521020,2020,6,2,2,0,2
521030,2012,1,0,0,1,0
521040,2012,1,1,0,0,0
521040,2013,2,0,0,0,2
521040,2014,4,1,1,1,1
521040,2015,8,1,3,2,1
521040,2016,3,0,0,2,1
521040,2017,6,2,0,2,2
521040,2018,2,1,0,0,1
521040,2019,4,0,1,1,1
521040,2020,1,0,0,1,0
521056,2014,1,1,0,0,0
521056,2017,1,0,0,1,0
521060,2013,1,0,0,0,1
521060,2014,1,1,0,0,0
521060,2018,1,0,1,0,0
521080,2017,1,0,0,0,1
521080,2019,1,0,0,0,1
521080,2020,1,1,0,0,0
521090,2012,3,1,0,2,0
521090,2013,4,2,0,2,0
521090,2014,6,0,1,1,4
521090,2015,2,0,0,1,1
521090,2016,4,2,0,1,1
521090,2017,2,1,1,0,0
521090,2018,1,1,0,0,0
521090,2019,1,0,0,1,0
521090,2020,1,1,0,0,0
521100,2014,1,0,0,1,0
521100,2017,2,1,0,0,1
521100,2018,3,1,0,0,2
521120,2012,4,2,1,0,1
521120,2013,1,1,0,0,0
521120,2014,2,0,0,0,2
521120,2015,6,2,2,0,1
521120,2016,2,1,0,0,1
521120,2017,4,1,3,0,0
521120,2019,2,0,1,1,0
521120,2020,2,1,0,1,0
521130,2015,1,0,0,0,1
521130,2018,1,0,0,0,1
521130,2019,1,1,0,0,0
521130,2020,1,1,0,0,0
521140,2013,1,0,0,0,1
521140,2018,1,1,0,0,0
521140,2019,2,1,1,0,0
521140,2020,1,0,1,0,0
521150,2012,9,4,0,0,5
521150,2013,14,4,2,2,6
521150,2014,11,3,3,3,2
521150,2015,8,2,0,1,4
521150,2016,6,1,2,3,0
521150,2017,6,1,3,2,0
521150,2018,8,4,0,1,3
521150,2019,6,2,3,0,1
521150,2020,8,5,0,1,2
521160,2015,1,0,0,1,0
521160,2020,1,0,0,0,1
521170,2012,1,1,0,0,0
521170,2013,1,0,0,1,0
521170,2014,1,0,1,0,0
521170,2016,1,0,0,0,1
521180,2012,5,0,0,2,3
521180,2013,10,4,0,1,4
521180,2014,4,1,0,1,2
521180,2015,6,0,1,1,4
521180,2016,7,0,1,2,4
521180,2017,5,1,0,1,3
521180,2018,7,3,1,1,2
521180,2019,1,0,1,0,0
521180,2020,4,3,0,1,0
521190,2012,10,2,3,3,2
521190,2013,8,0,3,2,2
521190,2014,10,4,2,1,3
521190,2015,11,5,1,1,3
521190,2016,11,4,1,3,3
521190,2017,12,5,4,1,2
521190,2018,10,6,2,1,1
521190,2019,8,2,2,1,3
521190,2020,9,3,2,1,3
521200,2014,1,1,0,0,0
521200,2017,1,0,1,0,0
521205,2015,1,0,0,1,0
521210,2014,1,1,0,0,0
521210,2017,1,0,0,0,1
521210,2019,1,0,0,1,0
521210,2020,1,0,0,0,1
521220,2012,1,0,0,1,0
521220,2014,3,1,0,2,0
521220,2015,3,1,1,1,0
521220,2016,3,1,1,0,1
521220,2017,2,2,0,0,0
521220,2018,1,1,0,0,0
521220,2019,3,0,1,0,2
521220,2020,4,0,1,1,1
521225,2018,1,0,1,0,0
521230,2014,2,1,0,0,1
521230,2015,3,1,1,0,1
521230,2016,1,0,0,0,1
521230,2017,1,0,0,0,1
521230,2019,1,0,0,0,1
521230,2020,1,0,0,0,1
521250,2012,24,7,4,2,10
521250,2013,25,6,4,1,14
521250,2014,32,6,9,4,13
521250,2015,16,5,2,4,5
521250,2016,18,4,5,4,5
521250,2017,21,3,4,2,11
521250,2018,25,5,7,4,9
521250,2019,18,5,3,0,10
521250,2020,31,8,5,2,14
521260,2020,1,0,0,0,1
521270,2013,2,0,2,0,0
521270,2014,1,0,1,0,0
521270,2015,1,0,0,1,0
521270,2016,1,0,0,1,0
521270,2017,2,0,0,0,2
521270,2018,1,1,0,0,0
521270,2019,2,0,0,0,2
521280,2013,1,0,0,0,0
521280,2017,1,0,0,0,1
521290,2018,1,0,0,0,1
521295,2014,1,0,0,0,1
521295,2018,2,0,0,2,0
521295,2019,1,0,0,1,0
521295,2020,1,0,1,0,0
521300,2012,1,1,0,0,0
521300,2014,2,1,0,0,1
521300,2015,2,1,0,1,0
521300,2016,1,0,0,0,1
521300,2017,2,1,0,0,1
521300,2018,1,0,0,0,1
521300,2019,1,0,0,0,1
521300,2020,2,2,0,0,0
521305,2020,1,0,0,0,0
521308,2012,5,3,0,1,1
521308,2013,1,1,0,0,0
521308,2014,3,0,2,0,1
521308,2015,6,0,1,1,3
521308,2016,1,0,0,1,0
521308,2018,3,0,1,0,2
521308,2019,4,2,0,0,2
521308,2020,6,0,2,1,3
521310,2012,9,3,0,1,5
521310,2013,5,1,4,0,0
521310,2014,10,3,1,1,5
521310,2015,6,1,1,3,1
521310,2016,9,1,3,2,3
521310,2017,10,3,1,3,3
521310,2018,7,2,0,2,3
521310,2019,7,1,0,2,3
521310,2020,6,1,1,0,4
521350,2015,3,0,0,1,2
521350,2018,1,0,0,0,1
521350,2019,1,1,0,0,0
521350,2020,3,0,0,0,1
521370,2012,1,0,1,0,0
521370,2013,1,0,0,0,1
521370,2014,1,0,0,1,0
521370,2015,2,2,0,0,0
521370,2016,1,0,0,0,1
521370,2017,1,0,1,0,0
521370,2019,1,0,0,0,1
521370,2020,1,0,0,0,1
521375,2013,2,1,0,0,1
521375,2014,1,1,0,0,0
521375,2015,2,1,1,0,0
521375,2016,3,1,1,0,1
521375,2019,1,0,0,0,1
521375,2020,1,0,1,0,0
521377,2012,1,0,1,0,0
521377,2015,2,1,0,0,0
521377,2016,1,1,0,0,0
521380,2012,4,1,0,0,3
521380,2013,1,0,0,1,0
521380,2014,3,0,1,0,2
521380,2015,4,1,1,1,1
521380,2016,3,0,1,0,2
521380,2017,6,1,2,2,1
521380,2018,4,1,1,1,0
521380,2019,3,0,1,0,2
521380,2020,3,2,0,1,0
521385,2017,1,0,0,0,1
521385,2018,1,0,0,0,1
521390,2014,1,1,0,0,0
521390,2018,3,0,2,0,1
521400,2013,2,0,0,0,2
521400,2014,3,1,0,0,2
521400,2015,1,1,0,0,0
521400,2017,1,1,0,0,0
521400,2018,4,3,0,0,1
521400,2019,2,1,1,0,0
521400,2020,1,0,1,0,0
521405,2012,2,0,1,1,0
521405,2013,1,0,0,0,1
521405,2018,1,0,0,0,1
521410,2012,1,0,0,0,1
521410,2016,1,1,0,0,0
521410,2017,2,1,0,0,1
521410,2019,1,1,0,0,0
521410,2020,1,1,0,0,0
521440,2013,1,1,0,0,0
521440,2015,2,0,1,0,1
521440,2018,2,0,1,0,1
521440,2019,2,0,1,1,0
521440,2020,2,1,1,0,0
521450,2012,5,2,0,0,2
521450,2013,3,0,0,1,0
521450,2014,2,0,0,0,2
521450,2015,2,0,1,0,0
521450,2016,2,0,0,0,2
521450,2017,2,0,1,0,1
521450,2018,3,1,1,0,1
521450,2019,3,1,0,2,0
521450,2020,1,0,0,0,1
521460,2012,2,1,1,0,0
521460,2013,3,0,2,0,1
521460,2014,4,0,1,1,0
521460,2015,2,1,0,1,0
521460,2016,3,1,0,0,2
521460,2017,2,1,0,1,0
521460,2018,4,1,1,0,0
521460,2020,6,1,3,0,2
521470,2016,1,1,0,0,0
521470,2019,1,0,0,1,0
521480,2018,1,1,0,0,0
521483,2012,1,0,0,0,1
521483,2013,1,0,1,0,0
521483,2014,1,1,0,0,0
521483,2015,3,1,1,0,1
521483,2016,2,0,0,0,2
521483,2017,1,0,0,0,1
521483,2018,3,1,1,0,1
521483,2019,1,1,0,0,0
521486,2012,2,0,0,0,2
521486,2013,1,0,1,0,0
521486,2014,1,1,0,0,0
521486,2015,1,0,0,0,1
521486,2019,2,1,0,0,1
521487,2013,1,0,0,1,0
521487,2015,1,0,0,0,1
521487,2017,1,0,0,1,0
521487,2019,1,0,1,0,0
521490,2014,1,1,0,0,0
521490,2016,1,1,0,0,0
521490,2018,1,0,0,1,0
521500,2013,1,1,0,0,0
521500,2014,1,0,0,0,1
521500,2016,1,0,0,0,1
521500,2018,1,1,0,0,0
521500,2019,1,0,0,0,1
521500,2020,1,1,0,0,0
521520,2013,1,0,1,0,0
521523,2012,16,4,4,3,2
521523,2013,17,6,3,1,7
521523,2014,15,5,5,2,3
521523,2015,12,3,0,3,5
521523,2016,15,4,4,4,1
521523,2017,13,1,4,0,5
521523,2018,11,3,1,1,6
521523,2019,11,3,2,4,1
521523,2020,18,6,4,0,5
521525,2015,1,0,0,0,1
521525,2017,2,0,0,1,1
521525,2018,1,0,0,0,1
521530,2015,1,0,1,0,0
521530,2017,2,0,1,1,0
521530,2018,2,0,0,1,1
521530,2019,1,1,0,0,0
521530,2020,1,1,0,0,0
521540,2012,1,0,0,0,1
521540,2015,2,2,0,0,0
521540,2018,1,0,0,0,0
521550,2012,1,0,0,0,1
521550,2015,1,0,0,0,1
521550,2016,1,0,0,0,1
521560,2012,4,1,0,1,2
521560,2013,4,0,2,1,1
521560,2014,2,1,0,0,1
521560,2015,3,0,2,0,1
521560,2017,5,1,1,0,3
521560,2018,5,1,1,0,3
521560,2019,5,2,1,1,1
521560,2020,4,1,0,1,1
521565,2018,1,0,1,0,0
521570,2012,3,1,1,1,0
521570,2013,4,1,0,1,2
521570,2014,3,0,0,1,2
521570,2015,2,1,0,0,1
521570,2016,2,1,0,0,1
521570,2017,2,0,0,2,0
521570,2018,4,1,2,1,0
521570,2019,3,1,1,0,1
521570,2020,4,1,0,2,1
521580,2014,1,1,0,0,0
521580,2019,1,1,0,0,0
521590,2018,1,0,0,0,1
521590,2020,1,1,0,0,0
521600,2013,2,0,0,1,1
521600,2014,1,0,0,0,1
521600,2017,1,1,0,0,0
521600,2020,1,0,1,0,0
521630,2012,1,0,0,0,1
521630,2013,1,0,0,1,0
521630,2014,2,0,0,2,0
521630,2015,2,0,0,1,1
521630,2019,1,0,1,0,0
521630,2020,1,0,0,1,0
521640,2013,3,1,0,0,2
521640,2014,1,0,0,0,1
521640,2015,2,0,0,1,1
521640,2016,1,1,0,0,0
521640,2017,1,0,1,0,0
521640,2019,3,3,0,0,0
521640,2020,1,0,0,1,0
521645,2015,1,0,1,0,0
521645,2016,1,1,0,0,0
521645,2018,1,0,0,0,1
521680,2012,1,0,0,1,0
521680,2017,1,1,0,0,0
521680,2020,1,0,1,0,0
521690,2012,1,1,0,0,0
521690,2014,1,0,0,0,1
521690,2015,1,0,0,0,1
521690,2020,2,1,0,0,1
521710,2014,1,1,0,0,0
521710,2015,1,0,1,0,0
521710,2016,1,0,0,0,0
521710,2018,4,3,1,0,0
521710,2019,1,1,0,0,0
521710,2020,2,0,0,1,1
521720,2012,1,0,1,0,0
521720,2015,1,1,0,0,0
521720,2016,1,0,0,0,1
521720,2018,1,0,0,1,0
521730,2012,3,1,1,0,1
521730,2013,4,1,1,0,2
521730,2014,2,2,0,0,0
521730,2015,2,1,0,0,1
521730,2017,1,0,0,1,0
521730,2018,1,0,0,0,1
521730,2020,5,2,0,0,3
521740,2012,2,2,0,0,0
521740,2013,1,0,0,0,1
521740,2014,6,2,1,0,3
521740,2015,2,0,1,1,0
521740,2016,3,2,0,1,0
521740,2017,2,0,2,0,0
521740,2018,4,0,1,2,1
521740,2019,3,1,0,1,1
521740,2020,1,1,0,0,0
521760,2012,14,4,0,3,6
521760,2013,16,5,3,3,2
521760,2014,15,5,1,2,4
521760,2015,14,4,3,1,3
521760,2016,21,4,8,1,7
521760,2017,13,7,3,2,1
521760,2018,13,3,3,1,6
521760,2019,14,3,5,3,3
521760,2020,9,2,3,0,4
521770,2012,1,0,0,0,1
521770,2013,2,1,0,1,0
521770,2014,1,0,0,0,1
521770,2015,1,0,1,0,0
521770,2016,3,0,0,1,2
521770,2017,1,0,0,0,1
521770,2019,1,0,0,0,1
521770,2020,1,0,0,0,1
521800,2012,3,0,1,1,1
521800,2013,6,2,3,1,0
521800,2014,5,0,1,1,3
521800,2015,4,1,0,2,1
521800,2016,5,1,0,2,2
521800,2017,5,1,1,1,2
521800,2018,2,0,0,1,1
521800,2020,6,4,1,0,1
521805,2012,3,2,0,1,0
521805,2014,1,0,0,1,0
521805,2016,1,0,0,0,1
521805,2017,1,0,0,1,0
521805,2020,1,0,0,1,0
521810,2013,2,2,0,0,0
521810,2014,1,0,1,0,0
521830,2012,8,0,2,3,2
