"codmunres","ano","obitos_fetais_mais_28sem","peso_menos_1500_mais_28sem","peso_1500_1999_mais_28sem","peso_2000_2499_mais_28sem","peso_mais_2500_mais_28sem"
240490,2013,1,0,0,0,1
240490,2014,2,1,0,1,0
240490,2015,1,0,0,1,0
240490,2017,1,0,0,0,1
240490,2020,1,0,0,1,0
240500,2012,2,0,0,1,1
240500,2014,4,1,0,0,0
240500,2015,2,1,1,0,0
240500,2017,1,1,0,0,0
240500,2018,2,0,1,0,0
240500,2019,1,0,0,0,1
240510,2012,3,1,0,1,1
240510,2013,2,0,2,0,0
240510,2014,2,0,1,0,1
240510,2015,3,1,0,1,1
240510,2016,1,0,0,0,1
240510,2018,1,0,1,0,0
240510,2020,1,0,0,1,0
240520,2015,1,0,0,0,1
240520,2019,1,0,0,1,0
240530,2012,1,0,0,0,1
240530,2013,2,0,0,0,2
240530,2014,2,1,0,0,1
240530,2016,1,1,0,0,0
240530,2017,1,0,0,0,1
240530,2018,3,0,1,0,1
240530,2019,2,0,0,0,2
240540,2012,1,0,0,0,1
240540,2013,1,0,0,0,1
240540,2015,1,0,0,0,1
240540,2017,1,0,0,0,1
240540,2020,2,1,0,0,1
240550,2016,1,0,0,0,1
240550,2019,2,0,0,1,1
240560,2012,1,0,0,0,1
240560,2013,2,0,1,0,1
240560,2014,1,1,0,0,0
240560,2015,1,0,0,0,1
240560,2016,1,1,0,0,0
240560,2017,2,2,0,0,0
240560,2018,4,0,0,2,2
240570,2012,2,0,0,1,1
240570,2016,2,1,0,0,1
240570,2017,1,0,0,0,0
240570,2018,3,2,0,0,1
240570,2019,1,0,0,0,1
240570,2020,1,0,0,1,0
240580,2012,5,0,1,1,3
240580,2013,9,0,3,2,3
240580,2014,11,3,1,4,2
240580,2015,4,1,0,0,3
240580,2016,5,1,0,0,4
240580,2017,5,0,0,1,2
240580,2018,8,3,1,1,2
240580,2019,5,0,0,2,3
240580,2020,4,1,1,1,1
240590,2012,1,0,0,0,1
240590,2020,1,0,0,1,0
240600,2012,2,0,0,0,2
240600,2015,1,0,0,0,0
240600,2016,1,0,0,0,1
240600,2018,4,1,2,0,1
240610,2012,7,5,1,0,0
240610,2013,1,0,0,0,1
240610,2014,3,1,0,1,1
240610,2017,3,1,0,0,2
240610,2020,2,0,1,0,1
240620,2012,1,0,0,1,0
240620,2014,1,0,0,0,1
240620,2016,1,1,0,0,0
240620,2017,1,1,0,0,0
240630,2012,2,0,0,2,0
240630,2014,1,0,0,0,1
240630,2015,1,0,1,0,0
240630,2018,2,0,1,0,1
240630,2019,1,0,0,1,0
240630,2020,2,1,0,0,1
240640,2014,1,0,0,0,1
240640,2015,3,0,0,1,1
240640,2017,1,0,0,1,0
240650,2012,2,1,0,0,1
240650,2013,3,1,1,0,1
240650,2014,2,0,0,0,0
240650,2015,1,1,0,0,0
240650,2016,2,1,0,0,0
240650,2017,2,1,0,1,0
240650,2018,3,0,1,1,0
240650,2019,2,1,1,0,0
240650,2020,2,0,1,0,1
240660,2012,1,0,0,0,1
240660,2013,1,0,0,1,0
240660,2015,3,1,0,0,2
240660,2016,2,0,0,0,0
240660,2017,1,0,1,0,0
240660,2018,2,1,0,0,1
240660,2019,1,0,0,0,1
240660,2020,1,0,0,0,1
240670,2012,1,1,0,0,0
240670,2014,3,0,0,1,2
240670,2015,1,0,0,1,0
240670,2017,1,0,0,0,0
240670,2018,1,0,0,0,1
240670,2020,1,0,0,0,1
240680,2013,1,0,0,1,0
240680,2015,2,0,0,1,1
240680,2018,1,0,1,0,0
240680,2019,2,1,0,0,1
240690,2016,1,1,0,0,0
240700,2012,2,0,0,1,1
240700,2014,3,2,0,1,0
240700,2015,2,2,0,0,0
240700,2016,2,2,0,0,0
240700,2019,2,1,1,0,0
240710,2012,8,2,2,1,3
240710,2013,14,3,2,4,4
240710,2014,11,3,4,1,3
240710,2015,9,3,2,1,1
240710,2016,4,1,1,0,1
240710,2017,6,1,1,2,0
240710,2018,3,1,0,1,1
240710,2019,7,1,3,1,2
240710,2020,12,2,2,4,3
240720,2012,2,0,1,1,0
240720,2013,1,1,0,0,0
240720,2014,4,0,2,1,0
240720,2015,5,2,0,0,3
240720,2016,5,1,0,2,2
240720,2017,2,2,0,0,0
240720,2018,3,0,0,2,1
240720,2019,1,0,0,0,1
240720,2020,6,2,0,2,2
240725,2012,1,0,0,0,1
240725,2015,3,1,2,0,0
240725,2016,1,0,0,1,0
240725,2018,1,1,0,0,0
240725,2020,1,0,1,0,0
240730,2012,2,0,0,1,1
240730,2013,3,0,2,0,1
240730,2016,1,1,0,0,0
240730,2018,3,0,2,0,1
240730,2020,1,1,0,0,0
240740,2014,1,0,1,0,0
240740,2015,1,0,0,0,0
240740,2016,1,0,0,0,0
240740,2017,1,1,0,0,0
240740,2018,1,0,0,0,1
240740,2020,1,0,1,0,0
240750,2012,3,1,1,0,1
240750,2015,4,1,1,1,0
240750,2016,3,0,1,0,1
240750,2017,4,0,0,1,3
240750,2018,1,0,0,0,1
240750,2019,1,0,1,0,0
240750,2020,3,0,1,0,2
240760,2015,1,0,0,0,1
240760,2016,2,2,0,0,0
240760,2017,2,0,0,2,0
240760,2019,1,0,0,0,1
240760,2020,1,0,1,0,0
240770,2012,5,0,1,2,2
240770,2013,4,2,0,1,0
240770,2014,1,0,0,1,0
240770,2017,2,1,1,0,0
240770,2018,1,0,0,0,1
240770,2019,2,0,1,0,1
240770,2020,3,3,0,0,0
240780,2012,2,0,0,0,2
240780,2013,3,0,0,0,3
240780,2014,2,0,1,1,0
240780,2015,2,0,0,0,1
240780,2016,4,0,2,1,1
240780,2017,1,1,0,0,0
240780,2018,1,0,0,0,1
240780,2019,1,0,0,0,1
240780,2020,4,0,0,1,3
240790,2013,1,1,0,0,0
240790,2016,2,0,0,0,2
240790,2017,1,0,1,0,0
240800,2012,28,11,6,4,5
240800,2013,28,11,5,3,8
240800,2014,21,9,4,3,4
240800,2015,34,8,8,5,12
240800,2016,24,8,6,2,6
240800,2017,21,9,3,3,6
240800,2018,17,7,3,3,4
240800,2019,18,4,7,3,2
240800,2020,26,8,3,7,6
240810,2012,72,20,13,10,21
240810,2013,98,30,12,14,26
240810,2014,76,25,16,8,19
240810,2015,81,28,12,12,27
240810,2016,74,19,13,14,12
240810,2017,72,21,11,8,20
240810,2018,68,18,7,13,12
240810,2019,56,15,16,5,13
240810,2020,88,28,14,14,29
240820,2012,4,0,1,2,1
240820,2013,5,0,0,0,5
240820,2014,4,2,0,1,1
240820,2015,5,1,0,1,2
240820,2016,1,0,0,0,0
240820,2017,3,1,0,2,0
240820,2018,1,1,0,0,0
240820,2019,1,0,0,1,0
240820,2020,3,0,0,1,2
240830,2012,8,2,1,1,3
240830,2013,8,1,4,1,2
240830,2014,7,1,1,1,4
240830,2015,10,3,1,0,4
240830,2016,7,3,0,1,3
240830,2017,6,1,1,1,1
240830,2018,9,2,2,0,4
240830,2019,3,0,0,0,2
240830,2020,5,0,1,2,2
240840,2012,1,0,1,0,0
240840,2015,1,0,0,0,1
240840,2019,1,1,0,0,0
240850,2013,1,0,0,0,1
240850,2014,2,1,0,1,0
240850,2017,1,0,1,0,0
240860,2014,1,0,0,1,0
240860,2015,1,0,0,1,0
240860,2018,1,0,0,1,0
240870,2012,1,0,1,0,0
240870,2018,1,1,0,0,0
240870,2020,2,0,1,0,0
240880,2013,2,0,1,0,0
240880,2014,1,1,0,0,0
240880,2015,3,1,1,1,0
240880,2016,1,0,1,0,0
240880,2017,2,0,0,0,2
240880,2018,1,0,0,0,1
240880,2019,2,2,0,0,0
240880,2020,1,0,0,1,0
240890,2013,4,0,1,0,3
240890,2014,4,0,1,1,2
240890,2015,5,0,2,0,3
240890,2016,6,1,1,1,3
240890,2018,4,1,0,0,3
240890,2019,3,1,0,0,2
240890,2020,6,4,0,1,1
240895,2012,1,1,0,0,0
240895,2013,2,0,0,0,1
240895,2014,2,0,0,1,1
240895,2015,1,0,1,0,0
240895,2016,2,0,0,0,2
240895,2017,2,1,1,0,0
240895,2018,2,0,1,0,0
240895,2019,2,2,0,0,0
240895,2020,1,0,1,0,0
240910,2013,2,0,0,0,2
240910,2014,1,0,0,0,0
240910,2017,1,0,0,0,0
240910,2019,1,0,0,0,1
240910,2020,3,1,0,1,1
240920,2012,1,0,0,0,1
240920,2013,2,1,0,1,0
240920,2020,1,1,0,0,0
240930,2012,3,1,1,1,0
240930,2014,2,2,0,0,0
240930,2016,1,0,1,0,0
240930,2017,2,1,0,1,0
240930,2018,1,1,0,0,0
240930,2019,1,0,1,0,0
240933,2012,1,0,0,1,0
240933,2013,2,0,0,2,0
240933,2015,1,0,0,1,0
240933,2016,1,1,0,0,0
240933,2020,3,0,1,0,1
240940,2012,2,1,0,0,1
240940,2013,4,1,0,0,3
240940,2015,2,0,2,0,0
240940,2016,1,1,0,0,0
240940,2017,2,1,0,0,0
240940,2018,2,0,0,1,1
240940,2019,1,0,1,0,0
240950,2012,1,0,0,1,0
240950,2017,1,1,0,0,0
240950,2020,1,0,0,0,1
240960,2013,1,0,0,0,0
240960,2015,1,0,1,0,0
240960,2020,1,0,0,0,1
240970,2013,1,0,1,0,0
240970,2014,2,0,0,0,1
240970,2015,1,0,0,0,0
240970,2016,1,0,0,1,0
240970,2017,1,0,0,0,1
240970,2018,1,0,0,0,1
240970,2020,1,0,0,0,1
240980,2012,3,2,0,0,1
240980,2013,3,0,2,1,0
240980,2014,3,1,0,1,1
240980,2015,5,1,0,2,2
240980,2016,5,2,0,0,3
240980,2017,3,0,0,1,2
240980,2019,3,0,2,0,1
240980,2020,4,0,3,0,0
240990,2012,1,0,0,0,1
240990,2014,1,0,1,0,0
240990,2015,3,1,1,0,0
240990,2017,1,0,0,1,0
240990,2019,3,1,2,0,0
240990,2020,2,0,1,0,1
241000,2018,1,0,0,0,1
241010,2012,3,0,0,1,2
241010,2013,4,0,1,1,2
241010,2014,2,1,0,0,1
241010,2015,2,0,0,0,1
241010,2016,3,1,1,0,0
241010,2017,2,0,0,0,2
241010,2018,1,0,0,0,1
241010,2019,2,0,0,2,0
241020,2013,1,0,0,0,1
241020,2015,1,0,0,0,0
241020,2017,1,0,0,0,1
241020,2018,1,1,0,0,0
241025,2012,1,1,0,0,0
241025,2018,1,0,0,0,0
241030,2012,1,0,0,0,1
241030,2013,1,0,0,0,1
241030,2014,1,1,0,0,0
241030,2015,1,0,0,0,1
241030,2016,1,0,0,0,1
241030,2018,2,1,0,1,0
241030,2019,2,1,0,0,1
241030,2020,4,1,0,1,2
241040,2013,1,0,1,0,0
241040,2014,3,1,0,0,2
241040,2016,2,0,1,0,0
241040,2017,2,0,0,0,2
241040,2018,1,0,1,0,0
241040,2019,2,2,0,0,0
241040,2020,1,1,0,0,0
241050,2013,1,1,0,0,0
241050,2015,1,1,0,0,0
241050,2020,1,1,0,0,0
241060,2013,1,0,1,0,0
241060,2016,1,0,0,1,0
241070,2014,2,1,0,0,1
241070,2017,1,0,0,0,1
241070,2018,1,0,0,1,0
241080,2012,1,0,0,1,0
241080,2016,2,1,1,0,0
241080,2020,1,1,0,0,0
241090,2012,1,0,0,0,1
241090,2014,1,0,0,0,1
241100,2018,1,0,1,0,0
241105,2013,2,1,0,1,0
241105,2020,1,1,0,0,0
241110,2013,1,0,0,0,1
241110,2018,1,1,0,0,0
241110,2020,1,1,0,0,0
241120,2012,6,2,1,1,1
241120,2013,4,0,2,0,1
241120,2014,6,4,0,0,1
241120,2015,6,2,2,1,1
241120,2016,2,2,0,0,0
241120,2017,4,0,1,1,1
241120,2018,5,2,1,1,0
241120,2019,3,3,0,0,0
241120,2020,2,1,0,0,1
241140,2013,2,0,0,1,1
241140,2014,1,0,0,0,0
241140,2015,1,0,0,0,1
241140,2016,1,0,0,1,0
241140,2017,1,1,0,0,0
241140,2018,1,1,0,0,0
241140,2020,2,0,1,0,1
241142,2015,2,0,1,0,1
241142,2017,1,0,0,0,1
241142,2018,1,0,0,0,1
241150,2012,1,0,0,0,1
241150,2013,1,0,0,0,0
241150,2014,3,0,1,1,1
241150,2015,5,3,0,1,1
241150,2016,2,0,1,1,0
241150,2017,2,2,0,0,0
241150,2018,2,1,1,0,0
241150,2019,8,4,0,2,1
241160,2012,1,0,0,0,1
241160,2013,1,0,0,0,1
241160,2014,1,0,0,0,1
241160,2015,1,0,0,0,0
241160,2016,2,1,1,0,0
241170,2012,1,0,0,1,0
241170,2014,1,0,0,0,1
241170,2016,1,0,1,0,0
241180,2019,2,0,0,0,2
241190,2014,1,0,1,0,0
241190,2016,1,1,0,0,0
241200,2012,15,6,3,2,2
241200,2013,16,2,2,2,8
241200,2014,14,3,2,1,4
241200,2015,13,5,1,4,2
241200,2016,18,4,2,2,6
241200,2017,15,1,2,3,7
241200,2018,17,8,1,1,3
241200,2019,10,2,1,1,2
241200,2020,12,2,0,3,6
241210,2012,1,0,0,0,1
241210,2015,1,0,0,0,1
241210,2018,1,0,0,0,1
241220,2012,4,1,1,0,1
241220,2013,5,0,0,0,4
241220,2014,4,1,2,0,1
241220,2015,7,3,2,2,0
241220,2016,9,3,1,2,0
241220,2017,4,0,0,1,3
241220,2018,4,1,2,0,1
241220,2019,4,1,1,0,2
241220,2020,3,1,1,0,1
241230,2012,2,1,0,0,0
241230,2014,2,0,0,0,2
241230,2016,4,1,1,1,1
241230,2017,5,0,1,3,1
241230,2018,1,1,0,0,0
241230,2020,5,2,1,0,2
241240,2015,2,0,0,0,1
241240,2016,1,0,0,0,1
241240,2017,1,1,0,0,0
241240,2019,2,1,0,1,0
241250,2012,1,0,0,0,1
241250,2013,2,1,1,0,0
241250,2014,4,2,0,0,2
241250,2015,1,0,1,0,0
241250,2016,10,5,1,0,4
241250,2017,3,0,2,0,1
241250,2018,4,1,0,2,1
241250,2019,3,1,0,0,2
241250,2020,1,1,0,0,0
241255,2012,1,0,0,0,1
241255,2017,2,1,0,0,1
241255,2018,2,0,1,1,0
241255,2020,1,1,0,0,0
241260,2012,2,0,0,1,1
241260,2013,1,1,0,0,0
241260,2014,2,0,0,2,0
241260,2015,3,0,1,1,1
241260,2016,1,1,0,0,0
241260,2017,3,0,1,1,1
241260,2018,1,0,0,1,0
241260,2019,2,0,0,0,2
241260,2020,1,1,0,0,0
241270,2012,2,0,0,2,0
241270,2015,1,0,0,0,1
241270,2016,1,1,0,0,0
241270,2017,2,1,0,0,1
241270,2018,2,2,0,0,0
241280,2012,1,0,0,0,1
241280,2015,2,0,0,1,1
241280,2019,1,1,0,0,0
241280,2020,1,0,0,0,1
241290,2012,1,0,1,0,0
241290,2015,3,1,0,0,2
241290,2016,2,0,1,0,1
241290,2017,2,0,1,1,0
241290,2020,1,1,0,0,0
241300,2018,1,0,0,0,1
241300,2020,1,1,0,0,0
241310,2012,1,0,0,1,0
241310,2015,3,1,0,0,2
241310,2017,2,0,0,1,1
241310,2019,2,1,0,0,0
241310,2020,2,0,1,0,1
241320,2012,1,1,0,0,0
241320,2016,1,0,0,1,0
241320,2018,1,1,0,0,0
241320,2019,1,0,0,1,0
241320,2020,1,0,1,0,0
241330,2012,1,0,1,0,0
241330,2013,2,0,1,0,1
241330,2014,1,0,0,0,1
241330,2015,2,1,1,0,0
241330,2017,2,0,0,1,1
241335,2012,1,0,0,0,1
241335,2015,1,0,0,0,1
241335,2016,1,0,0,0,1
241335,2017,4,0,1,1,2
241335,2018,3,1,0,2,0
241340,2013,1,0,1,0,0
241340,2014,2,0,0,0,1
241340,2015,2,1,0,0,1
241340,2017,1,0,0,1,0
241350,2012,1,0,0,0,1
241350,2013,3,2,1,0,0
241350,2014,1,0,0,0,1
241350,2015,2,1,0,0,0
241350,2016,1,0,0,1,0
241350,2017,1,0,0,0,1
241350,2019,1,0,0,1,0
241355,2012,1,0,0,0,1
241355,2014,1,0,0,0,1
241355,2016,1,0,1,0,0
241355,2017,1,0,0,0,1
241360,2013,1,1,0,0,0
241360,2014,1,0,0,0,1
241360,2017,1,0,0,0,1
241370,2012,1,1,0,0,0
241370,2016,1,1,0,0,0
241370,2017,1,0,0,0,1
241370,2019,2,0,0,1,0
241380,2017,1,0,1,0,0
241380,2019,1,1,0,0,0
241380,2020,1,0,0,0,1
241390,2012,2,1,0,0,1
241390,2013,2,0,0,0,2
241390,2014,3,1,0,0,2
241390,2017,2,0,1,0,0
241390,2018,1,0,0,0,1
241390,2019,1,0,0,1,0
241400,2012,2,1,0,0,1
241400,2013,1,0,0,0,1
241400,2014,1,0,0,0,1
241400,2015,2,1,0,0,1
241400,2016,2,0,0,1,1
241400,2018,1,0,0,1,0
241400,2020,3,0,1,0,2
241410,2012,3,1,0,0,2
241410,2014,1,1,0,0,0
241410,2015,1,0,0,0,1
241410,2016,3,0,0,1,1
241410,2018,1,1,0,0,0
241410,2020,1,1,0,0,0
241415,2012,1,0,0,0,0
241415,2015,1,0,0,0,1
241415,2016,1,1,0,0,0
241415,2017,1,1,0,0,0
241415,2018,3,1,0,1,1
241420,2012,2,0,0,0,2
241420,2013,2,0,0,0,2
241420,2014,2,1,0,0,1
241420,2015,4,1,0,0,2
241420,2016,4,0,1,3,0
241420,2017,3,1,0,1,1
241420,2018,3,2,0,0,0
241420,2019,2,2,0,0,0
241420,2020,4,2,1,0,1
241430,2013,2,2,0,0,0
241430,2020,1,0,0,0,0
241440,2012,7,0,1,1,4
241440,2013,3,1,1,0,1
241440,2014,2,1,0,0,0
241440,2015,3,0,2,0,1
241440,2016,4,1,0,0,2
241440,2017,3,0,1,1,1
241440,2018,5,2,0,0,1
241440,2019,6,1,0,2,3
241440,2020,7,0,1,4,2
241445,2015,2,1,1,0,0
241445,2016,1,0,0,0,0
241445,2017,1,0,1,0,0
241445,2018,1,0,0,0,1
241450,2013,1,1,0,0,0
241450,2014,1,0,1,0,0
241450,2015,1,0,1,0,0
241450,2016,2,1,0,0,1
241450,2017,1,0,0,0,1
241450,2018,1,1,0,0,0
241450,2020,2,1,1,0,0
241460,2012,2,1,1,0,0
241460,2013,1,0,0,1,0
241460,2014,1,1,0,0,0
241460,2017,2,1,1,0,0
241460,2018,2,2,0,0,0
241460,2019,2,1,0,1,0
241460,2020,1,0,0,0,1
241470,2012,3,1,1,0,1
241475,2014,1,0,1,0,0
241475,2016,1,0,1,0,0
241475,2017,2,1,0,1,0
241475,2019,1,0,1,0,0
241480,2012,2,0,2,0,0
241480,2014,1,0,0,0,1
241480,2015,3,2,1,0,0
241480,2016,1,1,0,0,0
241480,2017,2,1,0,0,0
241480,2018,1,1,0,0,0
241480,2019,2,0,1,1,0
241480,2020,2,2,0,0,0
241490,2012,1,1,0,0,0
241490,2015,1,0,1,0,0
241490,2017,1,1,0,0,0
241500,2016,2,0,1,0,1
241500,2017,1,0,1,0,0
241500,2019,1,0,0,0,1
241500,2020,1,0,0,0,1
250010,2012,2,1,0,0,1
250010,2013,3,1,0,1,1
250010,2014,1,0,0,0,1
250010,2016,3,2,0,1,0
250010,2017,1,1,0,0,0
250010,2018,1,0,0,0,1
250010,2019,1,0,1,0,0
250010,2020,1,0,0,0,1
250020,2017,1,0,0,1,0
250030,2012,9,1,1,2,4
250030,2013,1,1,0,0,0
250030,2014,3,0,0,1,2
250030,2015,4,1,1,1,1
250030,2016,3,1,1,0,1
250030,2017,6,2,1,1,2
250030,2018,3,3,0,0,0
250030,2019,3,0,1,0,2
250030,2020,3,2,0,0,1
250040,2012,3,0,1,0,2
250040,2013,2,1,1,0,0
250040,2014,5,1,1,1,1
250040,2015,7,4,2,1,0
250040,2016,3,1,1,1,0
250040,2017,3,1,1,0,1
250040,2018,1,1,0,0,0
250040,2019,5,1,2,2,0
250040,2020,6,0,0,2,4
250050,2014,4,2,0,0,2
250050,2015,4,1,0,0,3
250050,2016,3,0,0,0,3
250050,2017,1,0,0,1,0
250050,2018,3,1,0,0,2
250050,2019,2,2,0,0,0
250050,2020,3,0,0,1,2
250053,2012,1,1,0,0,0
250053,2014,1,0,0,0,1
250053,2016,2,0,1,0,1
250053,2017,1,0,0,0,1
250053,2018,1,0,0,1,0
250057,2012,1,1,0,0,0
250057,2018,1,0,0,1,0
250057,2019,1,0,0,0,1
250060,2012,5,1,0,1,2
250060,2013,10,0,3,2,5
250060,2014,7,0,2,1,4
250060,2015,3,1,0,2,0
250060,2016,2,1,0,0,1
250060,2017,2,0,0,1,1
250060,2018,3,2,0,1,0
250060,2019,3,1,0,1,0
250060,2020,4,0,1,0,3
250070,2012,1,0,1,0,0
250070,2013,1,1,0,0,0
250070,2014,2,2,0,0,0
250070,2016,1,0,0,0,0
250070,2017,5,1,0,2,2
250070,2018,2,2,0,0,0
250070,2019,2,2,0,0,0
250070,2020,5,2,2,1,0
250073,2012,1,0,0,1,0
250073,2013,2,2,0,0,0
250073,2015,1,1,0,0,0
250073,2016,2,2,0,0,0
250073,2017,2,1,0,0,0
250073,2019,1,0,0,1,0
250077,2013,2,2,0,0,0
250077,2014,1,1,0,0,0
250077,2015,1,0,0,1,0
250077,2016,1,1,0,0,0
250077,2018,1,0,0,0,1
250080,2012,3,3,0,0,0
250080,2013,2,1,0,1,0
250080,2014,2,0,0,2,0
250080,2015,2,0,0,0,2
250080,2016,4,0,0,1,3
250080,2017,3,2,1,0,0
250080,2018,4,1,0,1,2
250080,2019,5,1,0,1,3
250080,2020,1,1,0,0,0
250090,2012,3,0,0,0,2
250090,2013,2,0,1,0,1
250090,2015,2,0,0,0,2
250090,2016,1,0,0,0,1
250090,2017,2,1,0,0,1
250090,2018,1,0,0,1,0
250090,2019,1,0,1,0,0
250090,2020,1,1,0,0,0
250100,2012,1,0,1,0,0
250100,2013,1,0,0,0,1
250100,2014,5,0,1,2,2
250100,2015,5,1,0,2,1
250100,2016,3,1,1,1,0
250100,2017,5,0,0,0,5
250100,2018,1,0,1,0,0
250100,2020,2,1,1,0,0
250110,2012,2,0,1,0,1
250110,2013,6,2,0,1,3
250110,2014,3,0,0,0,2
250110,2015,7,2,1,0,4
250110,2016,4,1,0,1,2
250110,2017,3,2,0,1,0
250110,2018,2,0,0,0,2
250110,2019,5,0,1,1,3
250110,2020,3,1,1,1,0
250115,2012,1,0,0,0,0
250120,2012,1,1,0,0,0
250120,2013,1,0,0,0,1
250120,2015,2,2,0,0,0
250120,2016,1,0,0,0,1
250120,2020,3,2,0,1,0
250130,2012,2,1,0,0,1
250130,2013,3,0,0,0,3
250130,2014,3,1,0,1,1
250130,2015,3,0,1,1,1
250130,2016,1,0,0,0,1
250130,2018,4,1,1,1,1
250130,2019,2,1,0,1,0
250130,2020,1,0,0,1,0
250135,2012,2,0,1,0,1
250135,2013,3,0,2,0,0
250135,2015,2,0,1,0,1
250135,2016,1,0,0,0,1
250135,2018,1,0,0,0,1
250135,2019,1,1,0,0,0
250140,2012,1,0,0,0,1
250140,2013,5,2,0,1,2
250140,2014,1,1,0,0,0
250140,2015,2,0,0,0,2
250140,2016,1,0,0,0,1
250140,2017,1,0,0,0,1
250140,2018,1,1,0,0,0
250140,2019,2,0,0,1,1
250140,2020,4,2,1,0,0
250150,2013,1,1,0,0,0
250150,2014,3,0,1,0,2
250150,2015,3,0,0,1,2
250150,2016,4,0,2,1,1
250150,2018,4,1,1,0,2
250150,2019,6,2,1,1,2
250153,2012,1,1,0,0,0
250153,2013,1,1,0,0,0
250153,2014,2,0,1,1,0
250153,2019,1,1,0,0,0
250153,2020,1,0,0,0,1
250157,2012,3,0,1,0,2
250157,2014,2,1,0,0,1
250157,2015,1,1,0,0,0
250157,2017,4,2,0,0,2
250157,2018,2,1,1,0,0
250157,2019,1,1,0,0,0
250160,2012,1,0,0,0,1
250160,2013,1,0,1,0,0
250160,2014,2,0,0,0,2
250160,2015,1,0,0,1,0
250160,2016,3,1,1,0,1
250160,2017,3,2,0,0,1
250160,2019,2,0,0,1,1
250160,2020,1,0,1,0,0
250170,2012,1,0,0,1,0
250170,2015,1,0,1,0,0
250170,2019,2,1,0,0,1
250170,2020,1,0,0,1,0
250180,2012,13,5,3,2,2
250180,2013,10,4,0,1,3
250180,2014,6,1,1,1,3
250180,2015,6,1,1,1,3
250180,2016,13,1,4,1,5
250180,2017,5,1,2,1,1
250180,2018,14,1,4,5,3
250180,2019,10,3,0,1,5
250180,2020,9,0,1,1,7
250190,2012,3,2,0,0,1
250190,2015,1,0,1,0,0
250190,2016,3,1,0,0,2
250190,2017,2,0,1,0,1
250190,2018,2,0,0,0,2
250190,2019,1,0,0,0,1
250190,2020,1,0,0,1,0
250200,2016,1,0,0,0,1
250200,2017,1,0,1,0,0
250200,2020,3,0,0,2,1
250205,2012,1,0,0,0,1
250205,2013,1,1,0,0,0
250205,2014,1,1,0,0,0
250205,2016,1,0,1,0,0
250205,2018,1,0,1,0,0
250205,2020,1,1,0,0,0
250210,2013,1,1,0,0,0
250210,2014,2,0,0,1,1
250210,2015,1,0,0,0,0
250210,2016,1,0,1,0,0
250210,2017,1,1,0,0,0
250210,2019,2,0,1,1,0
250215,2012,1,1,0,0,0
250215,2014,2,0,1,1,0
250215,2017,1,0,0,0,1
250215,2018,2,1,1,0,0
250220,2015,1,0,0,0,1
250220,2016,2,0,2,0,0
250230,2013,1,0,0,1,0
250230,2014,1,1,0,0,0
250230,2015,1,0,0,1,0
250230,2020,1,0,0,0,1
250240,2013,2,1,0,0,0
250240,2014,1,0,0,0,1
250240,2015,1,0,0,0,1
250240,2016,1,0,0,1,0
250240,2017,2,0,0,1,1
250240,2018,1,0,1,0,0
250240,2019,2,0,0,0,2
250240,2020,1,0,0,0,1
250250,2012,1,1,0,0,0
250250,2016,1,1,0,0,0
250250,2019,1,0,0,0,1
250250,2020,5,1,0,0,4
250260,2012,1,0,0,0,1
250260,2014,1,0,1,0,0
250260,2015,1,0,0,0,1
250260,2019,2,0,0,1,1
250270,2013,1,0,0,0,1
250270,2014,2,0,0,0,2
250270,2016,1,1,0,0,0
250270,2017,1,0,1,0,0
250270,2018,2,0,0,0,2
250270,2020,3,0,1,1,1
250280,2012,2,0,0,1,1
250280,2013,2,1,1,0,0
250280,2014,1,1,0,0,0
250280,2015,3,3,0,0,0
250280,2016,2,1,1,0,0
250280,2017,3,0,2,0,1
250280,2019,1,0,0,0,1
250280,2020,2,1,0,0,1
250290,2014,1,0,0,0,1
250290,2015,2,1,0,0,1
250300,2012,3,1,1,1,0
250300,2013,2,0,2,0,0
250300,2014,2,0,0,0,2
250300,2015,4,2,0,1,1
250300,2016,2,0,0,1,1
250300,2017,3,0,1,0,2
250300,2018,3,1,0,0,2
250300,2019,4,1,1,0,2
250300,2020,4,1,2,0,1
250310,2012,1,0,0,1,0
250310,2014,1,1,0,0,0
250310,2018,1,0,0,0,1
250310,2019,1,1,0,0,0
250320,2012,8,2,1,2,2
250320,2013,10,3,0,1,5
250320,2014,5,1,2,2,0
250320,2015,6,1,1,0,4
250320,2016,16,2,4,2,8
250320,2017,8,2,0,1,4
250320,2018,5,2,0,1,1
250320,2019,7,1,3,0,3
250320,2020,6,4,1,0,1
250330,2012,1,0,0,1,0
250330,2013,1,0,0,0,1
250330,2014,2,1,0,0,0
250330,2015,1,0,1,0,0
250330,2017,1,1,0,0,0
250330,2019,1,1,0,0,0
250330,2020,1,0,0,1,0
250340,2014,2,1,0,1,0
250340,2016,2,1,0,0,1
250340,2017,2,1,0,0,1
250340,2018,1,1,0,0,0
250350,2012,1,1,0,0,0
250350,2013,5,1,2,0,2
250350,2014,2,0,1,0,1
250350,2015,3,2,0,0,1
250350,2016,3,0,1,1,1
250350,2017,3,0,0,0,3
250350,2018,4,1,0,1,2
250350,2019,2,0,1,0,1
250350,2020,1,0,0,1,0
250355,2012,1,0,0,0,1
250355,2013,1,0,0,0,1
250355,2014,3,1,0,0,1
250355,2015,2,0,0,0,2
250355,2016,4,0,2,0,2
250355,2018,1,1,0,0,0
