"","CODMUNRES","ANO","INCOMPLETUDE","TOTAIS","UF"
"13905","430675",2021,0,10,"RS"
"13906","430675",2022,0,18,"RS"
"13907","430675",2023,0,23,"RS"
"13908","430676",2021,0,544,"RS"
"13909","430690",2021,0,249,"RS"
"13910","430690",2022,0,282,"RS"
"13911","430692",2021,0,18,"RS"
"13912","430692",2022,0,25,"RS"
"13913","430692",2023,0,23,"RS"
"13914","430693",2021,0,95,"RS"
"13915","430693",2023,0,96,"RS"
"13916","430695",2021,0,21,"RS"
"13917","430695",2023,0,21,"RS"
"13918","430697",2022,0,52,"RS"
"13919","430697",2023,0,37,"RS"
"13920","430700",2022,0,1279,"RS"
"13921","430705",2021,0,27,"RS"
"13922","430705",2022,0,33,"RS"
"13923","430705",2023,0,35,"RS"
"13924","430710",2021,0,74,"RS"
"13925","430720",2023,0,63,"RS"
"13926","430730",2021,0,95,"RS"
"13927","430730",2022,0,78,"RS"
"13928","430730",2023,0,68,"RS"
"13929","430740",2021,0,38,"RS"
"13930","430740",2022,0,36,"RS"
"13931","430740",2023,0,41,"RS"
"13932","430745",2021,0,28,"RS"
"13933","430745",2022,0,26,"RS"
"13934","430750",2021,0,174,"RS"
"13935","430750",2022,0,176,"RS"
"13936","430750",2023,0,186,"RS"
"13937","430755",2021,0,46,"RS"
"13938","430755",2022,0,53,"RS"
"13939","430755",2023,0,59,"RS"
"13940","430760",2023,0,484,"RS"
"13941","430780",2021,0,408,"RS"
"13942","430780",2022,0,380,"RS"
"13943","430781",2021,0,30,"RS"
"13944","430781",2022,0,45,"RS"
"13945","430781",2023,0,44,"RS"
"13946","430783",2021,0,24,"RS"
"13947","430783",2022,0,18,"RS"
"13948","430783",2023,0,26,"RS"
"13949","430786",2021,0,14,"RS"
"13950","430786",2022,0,16,"RS"
"13951","430786",2023,0,22,"RS"
"13952","430790",2022,0,826,"RS"
"13953","430790",2023,0,859,"RS"
"13954","430800",2021,0,70,"RS"
"13955","430800",2022,0,71,"RS"
"13956","430800",2023,0,73,"RS"
"13957","430805",2023,0,26,"RS"
"13958","430807",2021,0,54,"RS"
"13959","430807",2022,0,50,"RS"
"13960","430807",2023,0,43,"RS"
"13961","430912",2022,2,37,"RS"
"13962","430920",2021,1,3034,"RS"
"13963","430920",2022,2,2870,"RS"
"13964","430930",2021,6,1051,"RS"
"13965","430930",2023,6,1023,"RS"
"13966","430960",2022,1,207,"RS"
"13967","430970",2021,1,37,"RS"
"13968","431010",2023,1,448,"RS"
"13969","431020",2022,1,970,"RS"
"13970","431020",2023,1,1052,"RS"
"13971","431030",2022,1,44,"RS"
"13972","431033",2021,1,277,"RS"
"13973","431041",2021,1,25,"RS"
"13974","431041",2023,3,27,"RS"
"13975","431060",2021,32,473,"RS"
"13976","431060",2022,27,422,"RS"
"13977","431060",2023,22,401,"RS"
"13978","431070",2021,1,28,"RS"
"13979","431075",2021,1,13,"RS"
"13980","431090",2022,1,39,"RS"
"13981","431100",2021,2,307,"RS"
"13982","431100",2023,1,317,"RS"
"13983","431110",2021,1,87,"RS"
"13984","431120",2021,1,211,"RS"
"13985","431120",2022,1,169,"RS"
"13986","431140",2022,1,1206,"RS"
"13987","431150",2023,1,78,"RS"
"13988","431162",2021,2,75,"RS"
"13989","431162",2022,1,84,"RS"
"13990","431173",2021,1,51,"RS"
"13991","431175",2022,1,73,"RS"
"13992","431177",2023,1,85,"RS"
"13993","431198",2021,1,42,"RS"
"13994","431198",2022,1,36,"RS"
"13995","431210",2023,1,43,"RS"
"13996","431225",2021,1,78,"RS"
"13997","431230",2023,1,80,"RS"
"13998","431240",2021,1,812,"RS"
"13999","431240",2022,2,849,"RS"
"14000","431245",2022,1,41,"RS"
"14001","431260",2023,3,40,"RS"
"14002","431261",2021,1,28,"RS"
"14003","431270",2021,13,196,"RS"
"14004","431270",2022,12,194,"RS"
"14005","431280",2023,1,109,"RS"
"14006","431300",2023,1,18,"RS"
"14007","431330",2022,1,292,"RS"
"14008","431333",2023,1,25,"RS"
"14009","431337",2023,1,359,"RS"
"14010","431340",2022,2,2730,"RS"
"14011","431340",2023,2,2703,"RS"
"14012","431360",2021,1,30,"RS"
"14013","431370",2021,2,489,"RS"
"14014","431370",2022,1,424,"RS"
"14015","431370",2023,1,498,"RS"
"14016","431390",2021,9,532,"RS"
"14017","431390",2022,5,496,"RS"
"14018","431407",2021,1,62,"RS"
"14019","431410",2022,1,2662,"RS"
"14020","431410",2023,1,2674,"RS"
"14021","431417",2021,1,23,"RS"
"14022","431420",2021,1,72,"RS"
"14023","431420",2023,1,90,"RS"
"14024","431440",2021,99,3615,"RS"
"14025","431440",2022,224,3413,"RS"
"14026","431440",2023,68,3356,"RS"
"14027","431449",2021,1,58,"RS"
"14028","431449",2023,1,63,"RS"
"14029","431450",2021,1,70,"RS"
"14030","431450",2022,4,102,"RS"
"14031","431450",2023,2,81,"RS"
"14032","431460",2021,5,164,"RS"
"14033","431460",2022,3,135,"RS"
"14034","431460",2023,2,156,"RS"
"14035","431470",2021,1,127,"RS"
"14036","431470",2022,1,147,"RS"
"14037","431478",2021,1,11,"RS"
"14038","431480",2021,2,376,"RS"
"14039","431480",2022,7,415,"RS"
"14040","431490",2021,17,14153,"RS"
"14041","431490",2022,9,13679,"RS"
"14042","431490",2023,10,13663,"RS"
"14043","431507",2022,1,18,"RS"
"14044","431510",2021,1,101,"RS"
"14045","431520",2021,1,21,"RS"
"14046","431520",2022,1,36,"RS"
"14047","431530",2021,1,275,"RS"
"14048","431540",2023,1,195,"RS"
"14049","431550",2022,2,142,"RS"
"14050","431555",2021,4,25,"RS"
"14051","431560",2021,9,2299,"RS"
"14052","431560",2022,14,2078,"RS"
"14053","431560",2023,5,1938,"RS"
"14054","431570",2021,1,353,"RS"
"14055","431580",2022,1,100,"RS"
"14056","431580",2023,4,113,"RS"
"14057","431590",2021,1,92,"RS"
"14058","431600",2022,1,265,"RS"
"14059","431610",2022,1,101,"RS"
"14060","431620",2021,1,30,"RS"
"14061","431640",2021,1,456,"RS"
"14062","431640",2022,2,415,"RS"
"14063","431645",2021,3,101,"RS"
"14064","431645",2022,1,113,"RS"
"14065","431650",2023,1,83,"RS"
"14066","431670",2023,1,93,"RS"
"14067","431673",2021,1,20,"RS"
"14068","431680",2021,3,1461,"RS"
"14069","431690",2021,4,3084,"RS"
"14070","431690",2022,4,2993,"RS"
"14071","431690",2023,4,2999,"RS"
"14072","431700",2022,2,46,"RS"
"14073","431710",2021,4,986,"RS"
"14074","431710",2022,1,893,"RS"
"14075","431710",2023,1,935,"RS"
"14076","431720",2022,1,985,"RS"
"14077","431730",2021,2,327,"RS"
"14078","431730",2022,10,290,"RS"
"14079","431730",2023,5,297,"RS"
"14080","431740",2021,2,483,"RS"
"14081","431750",2021,3,968,"RS"
"14082","431750",2022,2,935,"RS"
"14083","431750",2023,1,990,"RS"
"14084","431780",2023,3,155,"RS"
"14085","431795",2021,1,28,"RS"
"14086","431810",2021,1,131,"RS"
"14087","431820",2021,3,260,"RS"
"14088","431820",2022,1,261,"RS"
"14089","431820",2023,2,257,"RS"
"14090","431830",2021,2,674,"RS"
"14091","431850",2021,3,264,"RS"
"14092","431862",2021,2,71,"RS"
"14093","431870",2021,27,2691,"RS"
"14094","431870",2022,51,2500,"RS"
"14095","431870",2023,3,2456,"RS"
"14096","431880",2021,2,360,"RS"
"14097","431880",2022,4,367,"RS"
"14098","431900",2021,1,215,"RS"
"14099","431900",2022,10,198,"RS"
"14100","431910",2021,1,65,"RS"
"14101","431910",2023,2,69,"RS"
"14102","431912",2021,1,23,"RS"
"14103","431920",2021,1,58,"RS"
"14104","431940",2021,2,131,"RS"
"14105","431940",2022,1,172,"RS"
"14106","431940",2023,1,151,"RS"
"14107","431950",2022,1,275,"RS"
"14108","431950",2023,1,260,"RS"
"14109","431960",2021,1,233,"RS"
"14110","431960",2022,1,228,"RS"
"14111","431971",2023,1,18,"RS"
"14112","431973",2023,1,37,"RS"
"14113","431980",2022,1,89,"RS"
"14114","431990",2022,2,1070,"RS"
"14115","432000",2022,1,1433,"RS"
"14116","432000",2023,4,1394,"RS"
"14117","432010",2022,1,274,"RS"
"14118","432035",2021,1,41,"RS"
"14119","432040",2021,4,195,"RS"
"14120","432040",2022,2,182,"RS"
"14121","432040",2023,1,215,"RS"
"14122","432065",2022,1,16,"RS"
"14123","432080",2021,1,380,"RS"
"14124","432080",2022,2,393,"RS"
"14125","432090",2021,1,359,"RS"
"14126","432090",2022,3,389,"RS"
"14127","432120",2022,1,625,"RS"
"14128","432130",2022,1,278,"RS"
"14129","432140",2022,2,217,"RS"
"14130","432149",2022,1,20,"RS"
"14131","432150",2021,4,564,"RS"
"14132","432160",2021,7,704,"RS"
"14133","432160",2022,1,747,"RS"
"14134","432160",2023,1,714,"RS"
"14135","432166",2021,4,121,"RS"
"14136","432180",2021,1,355,"RS"
"14137","432183",2021,1,38,"RS"
"14138","432195",2021,1,85,"RS"
"14139","432195",2022,2,99,"RS"
"14140","432200",2021,1,314,"RS"
"14141","432200",2023,1,290,"RS"
"14142","432232",2022,1,28,"RS"
"14143","432240",2021,3,1572,"RS"
"14144","432240",2022,3,1469,"RS"
"14145","432240",2023,2,1434,"RS"
"14146","432250",2021,4,905,"RS"
"14147","432250",2022,1,882,"RS"
"14148","432250",2023,1,839,"RS"
"14149","432253",2022,1,77,"RS"
"14150","432260",2021,2,648,"RS"
"14151","432260",2022,2,761,"RS"
"14152","432270",2022,1,280,"RS"
"14153","432285",2023,1,25,"RS"
"14154","432290",2023,1,42,"RS"
"14155","432300",2021,20,2330,"RS"
"14156","432300",2022,8,2166,"RS"
"14157","432300",2023,5,2084,"RS"
"14158","432335",2022,1,21,"RS"
"14159","430500",2023,0,75,"RS"
"14160","430511",2021,0,27,"RS"
"14161","430511",2022,0,20,"RS"
"14162","430511",2023,0,17,"RS"
"14163","430512",2021,0,48,"RS"
"14164","430512",2023,0,38,"RS"
"14165","430513",2021,0,25,"RS"
"14166","430513",2022,0,14,"RS"
"14167","430513",2023,0,20,"RS"
"14168","430515",2021,0,33,"RS"
"14169","430515",2022,0,39,"RS"
"14170","430515",2023,0,29,"RS"
"14171","430517",2021,0,98,"RS"
"14172","430517",2023,0,120,"RS"
"14173","430520",2021,0,138,"RS"
"14174","430520",2022,0,138,"RS"
"14175","430520",2023,0,149,"RS"
"14176","430530",2022,0,101,"RS"
"14177","430530",2023,0,94,"RS"
"14178","430535",2022,0,301,"RS"
"14179","430537",2021,0,29,"RS"
"14180","430537",2022,0,32,"RS"
"14181","430537",2023,0,48,"RS"
"14182","430540",2021,0,31,"RS"
"14183","430540",2022,0,45,"RS"
"14184","430540",2023,0,50,"RS"
"14185","430543",2021,0,24,"RS"
"14186","430543",2023,0,33,"RS"
"14187","430544",2021,0,52,"RS"
"14188","430544",2022,0,52,"RS"
"14189","430544",2023,0,54,"RS"
"14190","430545",2022,0,166,"RS"
"14191","430550",2021,0,42,"RS"
"14192","430550",2022,0,48,"RS"
"14193","430550",2023,0,42,"RS"
"14194","430558",2021,0,19,"RS"
"14195","430558",2022,0,17,"RS"
"14196","430558",2023,0,20,"RS"
"14197","430560",2021,0,28,"RS"
"14198","430560",2022,0,23,"RS"
"14199","430560",2023,0,34,"RS"
"14200","430570",2021,0,79,"RS"
"14201","430570",2022,0,72,"RS"
"14202","430570",2023,0,85,"RS"
"14203","430580",2023,0,123,"RS"
"14204","430583",2021,0,10,"RS"
"14205","430583",2022,0,8,"RS"
"14206","430583",2023,0,8,"RS"
"14207","430585",2021,0,32,"RS"
"14208","430585",2022,0,20,"RS"
"14209","430585",2023,0,21,"RS"
"14210","430587",2021,0,23,"RS"
"14211","430587",2022,0,19,"RS"
"14212","431265",2021,0,227,"RS"
"14213","431265",2022,0,207,"RS"
"14214","431265",2023,0,227,"RS"
"14215","431267",2021,0,28,"RS"
"14216","431267",2022,0,19,"RS"
"14217","431267",2023,0,26,"RS"
"14218","431270",2023,0,189,"RS"
"14219","431275",2021,0,47,"RS"
"14220","431275",2022,0,36,"RS"
"14221","431275",2023,0,36,"RS"
"14222","431280",2021,0,78,"RS"
"14223","431280",2022,0,100,"RS"
"14224","431290",2021,0,81,"RS"
"14225","431290",2022,0,79,"RS"
"14226","431290",2023,0,99,"RS"
"14227","431295",2021,0,19,"RS"
"14228","431295",2022,0,18,"RS"
"14229","431295",2023,0,19,"RS"
"14230","431300",2021,0,24,"RS"
"14231","431300",2022,0,20,"RS"
"14232","431301",2021,0,29,"RS"
"14233","431301",2022,0,34,"RS"
"14234","431301",2023,0,45,"RS"
"14235","431303",2021,0,44,"RS"
"14236","431303",2022,0,50,"RS"
"14237","431303",2023,0,48,"RS"
"14238","431306",2021,0,246,"RS"
"14239","431306",2022,0,257,"RS"
"14240","431306",2023,0,242,"RS"
"14241","431308",2021,0,17,"RS"
"14242","431308",2022,0,19,"RS"
"14243","431308",2023,0,24,"RS"
"14244","431310",2021,0,46,"RS"
"14245","431310",2022,0,48,"RS"
"14246","431310",2023,0,61,"RS"
"14247","431320",2021,0,239,"RS"
"14248","431320",2022,0,245,"RS"
"14249","431320",2023,0,240,"RS"
"14250","431330",2021,0,276,"RS"
"14251","431330",2023,0,311,"RS"
"14252","431333",2021,0,26,"RS"
"14253","431333",2022,0,19,"RS"
"14254","431335",2021,0,27,"RS"
"14255","431335",2022,0,35,"RS"
"14256","431335",2023,0,25,"RS"
"14257","431337",2021,0,412,"RS"
"14258","431337",2022,0,382,"RS"
"14259","431339",2021,0,35,"RS"
"14260","431339",2022,0,25,"RS"
"14261","431339",2023,0,33,"RS"
"14262","431340",2021,0,2726,"RS"
"14263","431342",2021,0,31,"RS"
"14264","431342",2022,0,27,"RS"
"14265","431342",2023,0,28,"RS"
"14266","431344",2021,0,23,"RS"
"14267","431344",2022,0,18,"RS"
"14268","431344",2023,0,18,"RS"
"14269","431346",2021,0,15,"RS"
"14270","431346",2022,0,26,"RS"
"14271","431346",2023,0,16,"RS"
"14272","431349",2021,0,39,"RS"
"14273","431349",2022,0,41,"RS"
"14274","431349",2023,0,36,"RS"
"14275","431350",2021,0,553,"RS"
"14276","431350",2022,0,551,"RS"
"14277","431350",2023,0,578,"RS"
"14278","431360",2022,0,37,"RS"
"14279","431360",2023,0,30,"RS"
"14280","431365",2021,0,125,"RS"
"14281","431365",2022,0,121,"RS"
"14282","431365",2023,0,124,"RS"
"14283","431380",2021,0,89,"RS"
"14284","431380",2022,0,89,"RS"
"14285","431380",2023,0,89,"RS"
"14286","431390",2023,0,547,"RS"
"14287","431395",2021,0,95,"RS"
"14288","431395",2022,0,121,"RS"
"14289","431395",2023,0,107,"RS"
"14290","431400",2021,0,70,"RS"
"14291","431400",2022,0,77,"RS"
"14292","431400",2023,0,88,"RS"
"14293","431402",2021,0,71,"RS"
"14294","431402",2022,0,52,"RS"
"14295","431402",2023,0,51,"RS"
"14296","431403",2021,0,72,"RS"
"14297","431403",2022,0,53,"RS"
"14298","431403",2023,0,50,"RS"
"14299","431405",2021,0,726,"RS"
"14300","431405",2022,0,755,"RS"
"14301","431405",2023,0,790,"RS"
"14302","431406",2021,0,39,"RS"
"14303","431406",2022,0,40,"RS"
"14304","431406",2023,0,37,"RS"
"14305","431407",2022,0,61,"RS"
"14306","431407",2023,0,60,"RS"
"14307","431410",2021,0,2766,"RS"
"14308","431413",2021,0,13,"RS"
"14309","431413",2022,0,17,"RS"
"14310","431413",2023,0,16,"RS"
"14311","431415",2021,0,77,"RS"
"14312","431415",2022,0,80,"RS"
"14313","431415",2023,0,92,"RS"
"14314","431417",2022,0,30,"RS"
"14315","431417",2023,0,24,"RS"
"14316","431420",2022,0,69,"RS"
"14317","431430",2021,0,42,"RS"
"14318","431430",2022,0,39,"RS"
"14319","431430",2023,0,39,"RS"
"14320","431442",2021,0,44,"RS"
"14321","431442",2022,0,43,"RS"
"14322","431442",2023,0,51,"RS"
"14323","431445",2021,0,47,"RS"
"14324","431445",2022,0,47,"RS"
"14325","430810",2021,0,149,"RS"
"14326","430810",2023,0,143,"RS"
"14327","430820",2023,0,345,"RS"
"14328","430825",2021,0,10,"RS"
"14329","430825",2022,0,9,"RS"
"14330","430830",2021,0,103,"RS"
"14331","430830",2022,0,98,"RS"
"14332","430830",2023,0,105,"RS"
"14333","430840",2021,0,73,"RS"
"14334","430840",2022,0,55,"RS"
"14335","430840",2023,0,60,"RS"
"14336","430843",2021,0,16,"RS"
"14337","430843",2022,0,23,"RS"
"14338","430843",2023,0,20,"RS"
"14339","430845",2021,0,52,"RS"
"14340","430845",2022,0,47,"RS"
"14341","430845",2023,0,42,"RS"
"14342","430850",2021,0,456,"RS"
"14343","430850",2022,0,439,"RS"
"14344","430850",2023,0,432,"RS"
"14345","430860",2021,0,389,"RS"
"14346","430860",2022,0,396,"RS"
"14347","430865",2021,0,30,"RS"
"14348","430865",2022,0,24,"RS"
"14349","430865",2023,0,23,"RS"
"14350","430870",2021,0,50,"RS"
"14351","430870",2022,0,60,"RS"
"14352","430870",2023,0,48,"RS"
"14353","430880",2021,0,70,"RS"
"14354","430880",2022,0,66,"RS"
"14355","430885",2021,0,22,"RS"
"14356","430885",2022,0,22,"RS"
"14357","430885",2023,0,27,"RS"
"14358","430890",2022,0,154,"RS"
"14359","430890",2023,0,173,"RS"
"14360","430900",2021,0,160,"RS"
"14361","430900",2022,0,156,"RS"
"14362","430900",2023,0,163,"RS"
"14363","430905",2021,0,87,"RS"
"14364","430905",2022,0,75,"RS"
"14365","430905",2023,0,84,"RS"
"14366","430910",2023,0,545,"RS"
"14367","430912",2023,0,34,"RS"
"14368","430915",2021,0,47,"RS"
"14369","430915",2022,0,29,"RS"
"14370","430915",2023,0,41,"RS"
"14371","430920",2023,0,2702,"RS"
"14372","430925",2021,0,7,"RS"
"14373","430925",2022,0,4,"RS"
"14374","430925",2023,0,9,"RS"
"14375","430930",2022,0,922,"RS"
"14376","430940",2021,0,307,"RS"
"14377","430940",2022,0,277,"RS"
"14378","430940",2023,0,304,"RS"
"14379","430950",2021,0,68,"RS"
"14380","430950",2022,0,58,"RS"
"14381","430950",2023,0,57,"RS"
"14382","430955",2021,0,62,"RS"
"14383","430955",2022,0,61,"RS"
"14384","430955",2023,0,58,"RS"
"14385","430957",2021,0,23,"RS"
"14386","430957",2022,0,25,"RS"
"14387","430957",2023,0,33,"RS"
"14388","430960",2021,0,207,"RS"
"14389","430960",2023,0,196,"RS"
"14390","430965",2021,0,67,"RS"
"14391","430965",2022,0,89,"RS"
"14392","430965",2023,0,85,"RS"
"14393","430970",2022,0,44,"RS"
"14394","430970",2023,0,52,"RS"
"14395","430975",2021,0,38,"RS"
"14396","430975",2022,0,31,"RS"
"14397","430975",2023,0,33,"RS"
"14398","430980",2021,0,48,"RS"
"14399","430980",2022,0,37,"RS"
"14400","430980",2023,0,41,"RS"
"14401","430990",2021,0,63,"RS"
"14402","430990",2022,0,73,"RS"
"14403","430990",2023,0,69,"RS"
"14404","430995",2021,0,47,"RS"
"14405","430995",2022,0,38,"RS"
"14406","430995",2023,0,41,"RS"
"14407","431000",2021,0,250,"RS"
"14408","431000",2022,0,249,"RS"
"14409","431000",2023,0,261,"RS"
"14410","431010",2021,0,487,"RS"
"14411","431010",2022,0,484,"RS"
"14412","431020",2021,0,993,"RS"
"14413","431030",2021,0,39,"RS"
"14414","431030",2023,0,45,"RS"
"14415","431033",2022,0,255,"RS"
"14416","431033",2023,0,267,"RS"
"14417","431036",2021,0,22,"RS"
"14418","431036",2022,0,31,"RS"
"14419","431036",2023,0,24,"RS"
"14420","431040",2021,0,61,"RS"
"14421","431040",2022,0,66,"RS"
"14422","431040",2023,0,66,"RS"
"14423","431041",2022,0,26,"RS"
"14424","431043",2021,0,52,"RS"
"14425","431043",2022,0,68,"RS"
"14426","431043",2023,0,64,"RS"
"14427","431046",2021,0,16,"RS"
"14428","431046",2022,0,15,"RS"
"14429","431046",2023,0,22,"RS"
"14430","431050",2021,0,91,"RS"
"14431","431050",2022,0,83,"RS"
"14432","431050",2023,0,96,"RS"
"14433","431053",2021,0,54,"RS"
"14434","431053",2022,0,54,"RS"
"14435","431053",2023,0,63,"RS"
"14436","431055",2021,0,26,"RS"
"14437","431055",2022,0,26,"RS"
"14438","431055",2023,0,22,"RS"
"14439","431057",2021,0,23,"RS"
"14440","431057",2022,0,27,"RS"
"14441","431057",2023,0,21,"RS"
"14442","431065",2021,0,41,"RS"
"14443","431065",2022,0,25,"RS"
"14444","431065",2023,0,27,"RS"
"14445","431070",2022,0,34,"RS"
"14446","431070",2023,0,21,"RS"
"14447","431075",2022,0,12,"RS"
"14448","431075",2023,0,11,"RS"
"14449","431080",2021,0,192,"RS"
"14450","431080",2022,0,228,"RS"
"14451","431080",2023,0,268,"RS"
"14452","431085",2021,0,46,"RS"
"14453","431085",2022,0,43,"RS"
"14454","431085",2023,0,42,"RS"
"14455","431087",2021,0,24,"RS"
"14456","431087",2022,0,23,"RS"
"14457","431087",2023,0,26,"RS"
"14458","431090",2021,0,30,"RS"
"14459","431090",2023,0,27,"RS"
"14460","431100",2022,0,284,"RS"
"14461","431110",2022,0,80,"RS"
"14462","431110",2023,0,76,"RS"
"14463","431112",2021,0,55,"RS"
"14464","431112",2022,0,42,"RS"
"14465","431112",2023,0,44,"RS"
"14466","431113",2021,0,26,"RS"
"14467","431113",2022,0,27,"RS"
"14468","431113",2023,0,31,"RS"
"14469","431115",2021,0,57,"RS"
"14470","431115",2022,0,79,"RS"
"14471","431115",2023,0,109,"RS"
"14472","431120",2023,0,201,"RS"
"14473","431123",2021,0,22,"RS"
"14474","431123",2022,0,11,"RS"
"14475","431123",2023,0,21,"RS"
"14476","431125",2021,0,63,"RS"
"14477","431125",2022,0,58,"RS"
"14478","431125",2023,0,54,"RS"
"14479","431127",2021,0,13,"RS"
"14480","431127",2022,0,13,"RS"
"14481","431127",2023,0,13,"RS"
"14482","431130",2021,0,364,"RS"
"14483","431130",2022,0,334,"RS"
"14484","431130",2023,0,346,"RS"
"14485","431140",2021,0,1200,"RS"
"14486","431140",2023,0,1293,"RS"
"14487","431142",2021,0,26,"RS"
"14488","431142",2022,0,41,"RS"
"14489","431142",2023,0,36,"RS"
"14490","431150",2021,0,60,"RS"
"14491","431150",2022,0,75,"RS"
"14492","431160",2021,0,65,"RS"
"14493","431160",2022,0,55,"RS"
"14494","431160",2023,0,63,"RS"
"14495","431162",2023,0,77,"RS"
"14496","431164",2021,0,10,"RS"
"14497","431164",2022,0,12,"RS"
"14498","431164",2023,0,17,"RS"
"14499","431170",2021,0,58,"RS"
"14500","431170",2022,0,68,"RS"
"14501","431170",2023,0,62,"RS"
"14502","431171",2021,0,56,"RS"
"14503","431171",2022,0,59,"RS"
"14504","431171",2023,0,52,"RS"
"14505","431173",2022,0,25,"RS"
"14506","431173",2023,0,26,"RS"
"14507","431175",2021,0,59,"RS"
"14508","431175",2023,0,78,"RS"
"14509","431177",2021,0,87,"RS"
"14510","431177",2022,0,65,"RS"
"14511","431179",2021,0,31,"RS"
"14512","431179",2022,0,19,"RS"
"14513","431179",2023,0,23,"RS"
"14514","431180",2021,0,563,"RS"
"14515","431180",2022,0,554,"RS"
"14516","431180",2023,0,546,"RS"
"14517","431190",2021,0,38,"RS"
"14518","431190",2022,0,46,"RS"
"14519","431190",2023,0,36,"RS"
"14520","431198",2023,0,36,"RS"
"14521","431200",2021,0,12,"RS"
"14522","431200",2022,0,14,"RS"
"14523","431200",2023,0,11,"RS"
"14524","431205",2021,0,38,"RS"
"14525","431205",2022,0,29,"RS"
"14526","431205",2023,0,45,"RS"
"14527","431210",2021,0,34,"RS"
"14528","431210",2022,0,38,"RS"
"14529","431213",2021,0,45,"RS"
"14530","431213",2022,0,30,"RS"
"14531","431213",2023,0,32,"RS"
"14532","431215",2021,0,48,"RS"
"14533","431215",2022,0,38,"RS"
"14534","431215",2023,0,51,"RS"
"14535","431217",2021,0,16,"RS"
"14536","431217",2022,0,15,"RS"
"14537","431217",2023,0,21,"RS"
"14538","431220",2021,0,31,"RS"
"14539","431220",2022,0,45,"RS"
"14540","431220",2023,0,33,"RS"
"14541","431225",2022,0,83,"RS"
"14542","431225",2023,0,102,"RS"
"14543","431230",2021,0,56,"RS"
"14544","431230",2022,0,72,"RS"
"14545","431235",2021,0,14,"RS"
"14546","431235",2022,0,13,"RS"
"14547","431235",2023,0,8,"RS"
"14548","431237",2021,0,39,"RS"
"14549","431237",2022,0,39,"RS"
"14550","431237",2023,0,39,"RS"
"14551","431238",2021,0,19,"RS"
"14552","431238",2022,0,23,"RS"
"14553","431238",2023,0,17,"RS"
"14554","431240",2023,0,815,"RS"
"14555","431242",2021,0,33,"RS"
"14556","431242",2022,0,26,"RS"
"14557","431242",2023,0,15,"RS"
"14558","431244",2021,0,36,"RS"
"14559","431244",2022,0,34,"RS"
"14560","431244",2023,0,34,"RS"
"14561","431245",2021,0,41,"RS"
"14562","431245",2023,0,37,"RS"
"14563","431247",2021,0,53,"RS"
"14564","431247",2022,0,80,"RS"
"14565","431247",2023,0,51,"RS"
"14566","431250",2021,0,156,"RS"
"14567","431250",2022,0,128,"RS"
"14568","431250",2023,0,134,"RS"
"14569","431260",2021,0,30,"RS"
"14570","431260",2022,0,34,"RS"
"14571","431261",2022,0,26,"RS"
"14572","431261",2023,0,37,"RS"
"14573","431262",2021,0,26,"RS"
"14574","431262",2022,0,27,"RS"
"14575","431262",2023,0,28,"RS"
"14576","430005",2021,1,52,"RS"
"14577","430005",2022,1,49,"RS"
"14578","430010",2021,3,136,"RS"
"14579","430040",2023,1,754,"RS"
"14580","430063",2023,1,43,"RS"
"14581","430064",2021,1,93,"RS"
"14582","430070",2023,4,74,"RS"
"14583","430090",2021,1,56,"RS"
"14584","430105",2021,1,123,"RS"
"14585","430107",2022,1,26,"RS"
"14586","430130",2021,5,172,"RS"
"14587","430130",2022,8,201,"RS"
"14588","430140",2021,1,130,"RS"
"14589","430140",2023,2,118,"RS"
"14590","430160",2023,2,1381,"RS"
"14591","430163",2021,2,130,"RS"
"14592","430185",2022,1,40,"RS"
"14593","430190",2021,2,146,"RS"
"14594","430195",2021,1,27,"RS"
"14595","430205",2021,3,37,"RS"
"14596","430210",2023,2,1477,"RS"
"14597","430220",2022,1,103,"RS"
"14598","430230",2021,1,170,"RS"
"14599","430230",2022,1,184,"RS"
"14600","430235",2022,1,152,"RS"
"14601","430250",2022,1,62,"RS"
"14602","430260",2023,2,30,"RS"
"14603","430270",2022,1,196,"RS"
"14604","430270",2023,1,194,"RS"
"14605","430280",2022,1,283,"RS"
"14606","430280",2023,2,325,"RS"
"14607","430290",2021,1,122,"RS"
"14608","430300",2021,1,928,"RS"
"14609","430310",2021,1,1618,"RS"
"14610","430310",2023,1,1479,"RS"
"14611","430320",2022,1,45,"RS"
"14612","430350",2021,8,722,"RS"
"14613","430350",2022,1,750,"RS"
"14614","430390",2022,1,707,"RS"
"14615","430390",2023,1,684,"RS"
"14616","430400",2023,2,53,"RS"
"14617","430420",2022,1,296,"RS"
"14618","430420",2023,1,336,"RS"
"14619","430440",2022,1,639,"RS"
"14620","430440",2023,1,666,"RS"
"14621","430450",2021,4,527,"RS"
"14622","430450",2022,6,528,"RS"
"14623","430450",2023,1,507,"RS"
"14624","430460",2021,16,4272,"RS"
"14625","430460",2022,5,4023,"RS"
"14626","430460",2023,9,3975,"RS"
"14627","430463",2021,3,873,"RS"
"14628","430463",2022,3,908,"RS"
"14629","430466",2021,8,294,"RS"
"14630","430466",2022,23,295,"RS"
"14631","430466",2023,9,297,"RS"
"14632","430469",2022,1,39,"RS"
"14633","430510",2021,8,5229,"RS"
"14634","430510",2022,7,5282,"RS"
"14635","430510",2023,6,5207,"RS"
"14636","430512",2022,1,48,"RS"
