"codmunres","ano","total_de_nascidos_vivos","nvm_menor_que_20","mulheres_com_mais_de_tres_partos_anteriores","pop_feminina_10_a_19","pop_fem_10_49","beneficiarias_10_a_49","abortos_ans_30_a_39","abortos_ans_menor_30","abortos_ans_40_a_49","abortos_sus_30_a_39","abortos_sus_menor_30","abortos_sus_40_a_49","pop_fem_ans_10_49","pop_fem_sus_10_49","total_de_nascidos_vivos_ans","total_de_nascidos_vivos_sus"
"251530",2013,731,173,56,4662,16380,352,0,0,0,0,0,0,426,15954,19,712
"251530",2014,695,153,54,4584,16443,400,0,0,0,0,0,0,395,16048,17,678
"251530",2015,603,153,51,4503,16489,427,0,1,0,9,23,1,429,16060,16,587
"251530",2016,529,130,35,4410,16478,434,1,0,0,8,21,3,428,16050,14,515
"251530",2017,570,132,31,4300,16441,423,3,1,1,11,20,2,427,16014,15,555
"251530",2018,587,121,57,4187,16386,446,1,1,0,10,17,0,442,15944,16,571
"251530",2019,625,136,46,4071,16324,436,1,1,0,10,27,2,441,15883,17,608
"251530",2020,575,128,39,3949,16252,468,1,0,0,10,23,4,471,15781,17,558
"251530",2021,624,112,55,3833,16179,502,0,0,0,12,18,0,502,15677,19,605
"251530",2022,577,100,46,NA,NA,NA,0,0,0,6,14,2,NA,NA,NA,NA
"251540",2012,161,30,9,1056,3176,5,0,0,0,0,0,0,6,3170,0,161
"251540",2013,167,35,12,1034,3207,3,0,0,0,0,0,0,3,3204,0,167
"251540",2014,189,51,12,1012,3236,6,0,0,0,0,0,0,6,3230,0,189
"251540",2015,173,35,14,989,3262,8,0,0,0,6,7,1,7,3255,0,173
"251540",2016,145,46,10,970,3281,7,0,0,0,3,8,2,7,3274,0,145
"251540",2017,144,28,12,948,3296,10,0,0,0,4,10,0,10,3286,0,144
"251540",2018,193,32,8,925,3310,8,0,0,0,2,7,0,7,3303,0,193
"251540",2019,171,31,7,902,3321,13,0,0,0,6,9,1,13,3308,1,170
"251540",2020,176,27,12,877,3328,14,0,0,0,2,1,0,13,3315,1,175
"251540",2021,160,33,8,854,3327,12,0,0,0,2,3,1,13,3314,1,159
"251540",2022,145,25,8,NA,NA,NA,0,0,0,4,2,0,NA,NA,NA,NA
"251550",2012,139,35,9,1078,3891,138,0,0,0,0,0,0,136,3755,5,134
"251550",2013,143,29,5,1062,3905,131,0,0,0,0,0,0,133,3772,5,138
"251550",2014,164,29,10,1045,3907,131,0,0,0,0,0,0,133,3774,6,158
"251550",2015,158,30,5,1029,3898,132,0,0,0,4,9,3,133,3765,5,153
"251550",2016,168,21,3,1020,3904,122,0,0,0,5,6,1,121,3783,5,163
"251550",2017,158,35,2,1007,3908,118,0,0,1,3,2,2,117,3791,5,153
"251550",2018,166,28,2,993,3912,104,0,0,0,3,6,1,106,3806,4,162
"251550",2019,164,31,3,980,3905,100,0,0,0,4,8,1,102,3803,4,160
"251550",2020,126,17,1,964,3897,91,0,0,0,1,8,0,90,3807,3,123
"251550",2021,147,17,3,941,3891,95,0,0,0,2,2,0,93,3798,4,143
"251550",2022,130,20,2,NA,NA,NA,0,0,0,1,2,0,NA,NA,NA,NA
"251560",2012,39,9,6,297,964,7,0,0,0,0,0,0,7,957,0,39
"251560",2013,35,10,1,292,964,7,0,0,0,0,0,0,7,957,0,35
"251560",2014,37,9,2,288,964,4,0,0,0,0,0,0,4,960,0,37
"251560",2015,48,5,2,284,963,4,0,0,0,0,2,0,4,959,0,48
"251560",2016,30,7,3,273,952,6,0,0,0,0,1,0,6,946,0,30
"251560",2017,35,4,0,262,942,8,0,0,0,0,2,0,8,934,0,35
"251560",2018,38,7,1,250,930,6,0,0,0,0,0,1,6,924,0,38
"251560",2019,33,2,3,238,917,6,0,0,0,0,0,1,6,911,0,33
"251560",2020,53,9,1,226,905,8,0,0,0,2,0,1,8,897,0,53
"251560",2021,34,4,3,216,891,9,0,0,0,0,0,1,9,882,0,34
"251560",2022,26,5,0,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA
"251570",2012,40,10,2,269,871,2,0,0,0,0,0,0,2,869,0,40
"251570",2013,30,9,1,258,868,2,0,0,0,0,0,0,2,866,0,30
"251570",2014,41,13,0,248,865,2,0,0,0,0,0,0,2,863,0,41
"251570",2015,46,13,2,234,859,4,0,0,0,0,0,0,4,855,0,46
"251570",2016,40,9,1,228,863,5,0,0,0,0,1,0,5,858,0,40
"251570",2017,47,6,1,220,863,6,0,0,0,2,4,1,6,857,0,47
"251570",2018,43,6,0,211,863,8,0,0,0,0,0,0,8,855,0,43
"251570",2019,52,8,2,203,863,13,0,0,0,1,2,0,13,850,1,51
"251570",2020,51,8,2,195,862,11,0,0,0,1,1,0,11,851,1,50
"251570",2021,54,8,2,191,859,10,0,0,0,1,3,0,10,849,1,53
"251570",2022,37,8,1,NA,NA,NA,0,0,0,0,2,1,NA,NA,NA,NA
"251580",2012,100,18,8,724,2224,24,0,0,0,0,0,0,24,2200,1,99
"251580",2013,107,17,14,697,2219,24,0,0,0,0,0,0,24,2195,1,106
"251580",2014,104,22,11,680,2216,22,0,0,0,0,0,0,22,2194,1,103
"251580",2015,105,17,11,664,2207,24,0,0,0,3,3,1,24,2183,1,104
"251580",2016,79,19,6,633,2193,21,0,0,0,3,2,0,22,2171,1,78
"251580",2017,75,12,10,601,2175,21,0,0,0,4,4,0,22,2153,1,74
"251580",2018,97,12,6,568,2147,22,0,0,0,1,2,0,21,2126,1,96
"251580",2019,98,17,5,533,2121,23,0,0,0,4,6,1,23,2098,1,97
"251580",2020,81,11,8,499,2096,20,0,0,0,2,2,0,21,2075,1,80
"251580",2021,101,20,5,482,2074,22,0,0,0,1,1,0,23,2051,1,100
"251580",2022,85,20,4,NA,NA,NA,0,0,0,1,1,1,NA,NA,NA,NA
"251590",2012,81,23,11,615,1843,16,0,0,0,0,0,0,17,1826,1,80
"251590",2013,59,12,3,594,1852,20,0,0,0,0,0,0,20,1832,1,58
"251590",2014,75,16,7,569,1848,20,0,0,0,0,0,0,20,1828,1,74
"251590",2015,72,20,6,544,1841,18,0,0,0,2,6,2,18,1823,1,71
"251590",2016,70,13,8,522,1829,22,0,0,0,2,6,0,22,1807,1,69
"251590",2017,68,24,5,497,1820,23,0,0,0,0,2,1,24,1796,1,67
"251590",2018,69,10,7,473,1801,22,0,0,0,0,2,0,22,1779,1,68
"251590",2019,52,7,1,448,1783,20,0,0,0,2,2,0,20,1763,1,51
"251590",2020,56,11,7,423,1765,24,0,0,0,1,0,0,25,1740,1,55
"251590",2021,73,13,6,409,1749,23,0,0,0,0,1,0,23,1726,1,72
"251590",2022,69,11,10,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA
"251593",2012,78,10,4,414,1396,11,0,0,0,0,0,0,11,1385,1,77
"251593",2013,72,14,4,415,1423,18,0,0,0,0,0,0,18,1405,1,71
"251593",2014,81,22,3,418,1452,16,0,0,0,0,0,0,16,1436,1,80
"251593",2015,76,5,5,430,1489,14,0,0,0,3,4,1,13,1476,1,75
"251593",2016,72,16,4,425,1508,16,0,0,0,3,1,1,17,1491,1,71
"251593",2017,69,11,0,419,1524,16,0,0,0,3,6,0,15,1509,1,68
"251593",2018,72,11,0,412,1540,15,0,0,0,5,1,2,15,1525,1,71
"251593",2019,57,6,3,404,1554,16,0,0,0,3,2,1,16,1538,1,56
"251593",2020,61,12,2,398,1570,20,0,0,0,3,3,2,20,1550,1,60
"251593",2021,78,7,7,390,1578,29,0,2,0,1,0,0,16,1562,1,77
"251593",2022,72,4,4,NA,NA,NA,1,0,0,2,0,1,NA,NA,NA,NA
"251597",2012,111,18,8,698,2453,9,0,0,0,0,0,0,20,2433,1,110
"251597",2013,97,23,4,672,2464,11,0,0,0,0,0,0,20,2444,1,96
"251597",2014,96,21,4,647,2475,13,0,0,0,0,0,0,12,2463,0,96
"251597",2015,101,15,4,623,2487,18,0,0,0,4,4,0,17,2470,1,100
"251597",2016,104,20,4,616,2496,20,0,0,0,3,1,0,20,2476,1,103
"251597",2017,144,16,13,607,2501,20,0,0,0,7,3,1,20,2481,1,143
"251597",2018,118,19,3,598,2503,22,2,0,0,5,3,1,23,2480,1,117
"251597",2019,139,21,7,587,2505,24,0,0,0,6,4,0,25,2480,1,138
"251597",2020,126,20,5,577,2504,30,0,0,0,4,3,3,30,2474,2,124
"251597",2021,121,14,3,567,2500,34,0,0,0,1,9,2,20,2480,1,120
"251597",2022,125,26,4,NA,NA,NA,0,0,0,3,2,0,NA,NA,NA,NA
"251600",2012,380,88,33,2522,8536,234,0,0,0,0,0,0,230,8306,10,370
"251600",2013,392,79,26,2486,8525,238,0,0,0,0,0,0,239,8286,11,381
"251600",2014,380,78,35,2439,8479,232,0,0,0,0,0,0,229,8250,10,370
"251600",2015,376,94,28,2386,8414,236,1,0,0,9,10,0,236,8178,11,365
"251600",2016,390,75,27,2316,8336,220,1,0,0,8,15,2,217,8119,10,380
"251600",2017,390,77,38,2239,8253,212,0,1,0,11,21,1,215,8038,10,380
"251600",2018,430,93,35,2167,8158,236,0,1,0,8,10,1,237,7921,12,418
"251600",2019,403,74,27,2077,8049,259,0,0,0,7,18,7,258,7791,13,390
"251600",2020,391,57,32,1993,7942,264,1,0,0,14,5,2,262,7680,13,378
"251600",2021,369,65,33,1916,7841,272,1,0,0,7,8,3,274,7567,13,356
"251600",2022,348,64,26,NA,NA,NA,0,0,0,6,14,2,NA,NA,NA,NA
"251610",2012,209,47,17,1284,4402,127,0,0,0,0,0,0,128,4274,6,203
"251610",2013,223,55,11,1286,4439,125,0,0,0,0,0,0,124,4315,6,217
"251610",2014,234,63,19,1287,4474,127,0,0,0,0,0,0,125,4349,7,227
"251610",2015,238,62,15,1296,4512,124,0,0,0,5,9,2,122,4390,6,232
"251610",2016,169,37,8,1275,4532,120,0,0,0,2,9,1,118,4414,4,165
"251610",2017,189,33,15,1245,4541,114,0,0,0,5,5,1,114,4427,5,184
"251610",2018,196,39,16,1213,4547,111,0,0,0,3,6,0,109,4438,5,191
"251610",2019,189,26,11,1182,4551,110,0,0,0,9,7,1,109,4442,5,184
"251610",2020,205,30,17,1150,4552,114,1,0,0,5,3,0,114,4438,5,200
"251610",2021,200,31,11,1124,4555,122,0,0,0,1,3,0,123,4432,5,195
"251610",2022,164,17,11,NA,NA,NA,0,0,0,4,1,0,NA,NA,NA,NA
"251615",2012,65,21,2,327,1016,2,0,0,0,0,0,0,2,1014,0,65
"251615",2013,56,14,6,323,1026,2,0,0,0,0,0,0,2,1024,0,56
"251615",2014,61,16,3,321,1037,2,0,0,0,0,0,0,2,1035,0,61
"251615",2015,46,9,3,326,1054,2,0,0,0,1,4,0,2,1052,0,46
"251615",2016,51,14,3,327,1067,2,0,0,0,1,1,1,2,1065,0,51
"251615",2017,47,11,3,327,1078,1,0,0,0,2,4,0,1,1077,0,47
"251615",2018,58,11,5,323,1084,1,0,0,0,0,1,1,1,1083,0,58
"251615",2019,44,11,2,323,1094,1,0,0,0,0,1,0,1,1093,0,44
"251615",2020,59,15,4,324,1105,2,0,0,0,0,1,0,2,1103,0,59
"251615",2021,57,14,1,320,1110,5,0,0,0,1,3,0,2,1108,0,57
"251615",2022,55,11,1,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA
"251620",2012,1006,178,21,5498,21515,1271,0,0,0,0,0,0,1269,20246,59,947
"251620",2013,940,177,28,5490,21517,1352,0,0,0,0,0,0,1356,20161,59,881
"251620",2014,978,185,23,5470,21504,1376,0,0,0,0,0,0,1376,20128,63,915
"251620",2015,974,173,22,5453,21469,1404,0,1,0,0,2,0,1395,20074,63,911
"251620",2016,883,151,33,5427,21461,1390,0,0,0,2,4,0,1395,20066,57,826
"251620",2017,924,146,28,5384,21426,1372,1,5,0,3,9,0,1371,20055,59,865
"251620",2018,1010,165,26,5336,21374,1284,1,1,0,0,4,0,1282,20092,61,949
"251620",2019,982,163,20,5283,21301,1255,1,1,0,0,1,0,1257,20044,58,924
"251620",2020,946,165,32,5222,21218,1242,3,0,0,1,0,1,1252,19966,56,890
"251620",2021,995,169,33,5105,21116,1270,1,2,0,0,1,0,1267,19849,60,935
"251620",2022,899,136,37,NA,NA,NA,3,0,0,0,0,0,NA,NA,NA,NA
"251630",2012,244,70,4,1365,5099,132,0,0,0,0,0,0,133,4966,6,238
"251630",2013,226,48,8,1347,5124,139,0,0,0,0,0,0,138,4986,6,220
"251630",2014,225,43,9,1328,5131,148,0,0,0,0,0,0,149,4982,7,218
"251630",2015,238,49,4,1310,5144,162,2,0,0,7,5,0,159,4985,7,231
"251630",2016,246,47,3,1280,5139,150,0,0,0,1,9,1,149,4990,7,239
"251630",2017,226,44,8,1246,5127,134,0,0,0,3,7,0,133,4994,6,220
"251630",2018,241,63,3,1210,5109,131,0,0,0,6,7,2,133,4976,6,235
"251630",2019,291,53,5,1174,5091,130,0,0,0,3,13,3,132,4959,8,283
"251630",2020,204,37,5,1136,5068,128,0,0,0,7,6,1,127,4941,5,199
"251630",2021,223,34,3,1100,5049,127,0,0,0,11,15,2,126,4923,6,217
"251630",2022,207,34,6,NA,NA,NA,0,0,0,7,9,4,NA,NA,NA,NA
"251640",2012,79,7,7,888,3289,10,0,0,0,0,0,0,10,3279,0,79
"251640",2013,104,26,8,869,3313,9,0,0,0,0,0,0,10,3303,0,104
"251640",2014,91,19,7,851,3331,10,0,0,0,0,0,0,10,3321,0,91
"251640",2015,91,21,8,831,3348,12,0,0,0,2,3,1,13,3335,0,91
"251640",2016,89,20,6,813,3359,11,0,0,0,1,4,0,10,3349,0,89
"251640",2017,93,25,9,793,3368,11,0,0,1,4,5,1,10,3358,0,93
"251640",2018,82,10,7,772,3373,12,0,0,0,4,5,0,13,3360,0,82
"251640",2019,93,13,10,750,3375,12,0,0,0,5,3,0,14,3361,0,93
"251640",2020,103,22,4,727,3375,11,0,0,0,2,5,0,10,3365,0,103
"251640",2021,108,22,7,713,3376,12,0,0,0,1,2,1,14,3362,0,108
"251640",2022,83,15,5,NA,NA,NA,0,0,0,3,1,0,NA,NA,NA,NA
"251650",2012,223,52,16,1380,4515,71,0,0,0,0,0,0,72,4443,4,219
"251650",2013,214,56,13,1357,4536,82,0,0,0,0,0,0,82,4454,4,210
"251650",2014,203,49,12,1334,4555,83,0,0,0,0,0,0,82,4473,4,199
"251650",2015,236,59,14,1311,4572,76,0,0,0,6,7,0,78,4494,4,232
"251650",2016,189,38,12,1278,4564,75,0,0,0,2,5,0,73,4491,3,186
"251650",2017,215,47,5,1242,4549,69,0,0,0,10,11,1,68,4481,3,212
"251650",2018,224,43,9,1204,4530,62,0,0,0,4,6,2,63,4467,3,221
"251650",2019,202,27,8,1165,4508,62,0,0,0,9,6,1,63,4445,3,199
"251650",2020,212,49,16,1124,4484,60,0,0,0,5,1,0,58,4426,3,209
"251650",2021,198,41,15,1090,4474,62,0,0,0,2,0,2,63,4411,3,195
"251650",2022,178,28,18,NA,NA,NA,0,0,0,0,2,0,NA,NA,NA,NA
"251660",2012,168,31,8,1419,4467,24,0,0,0,0,0,0,22,4445,1,167
"251660",2013,192,35,10,1368,4474,28,0,0,0,0,0,0,27,4447,1,191
"251660",2014,180,43,8,1314,4470,29,0,0,0,0,0,0,27,4443,1,179
"251660",2015,206,53,10,1261,4465,20,0,0,0,3,1,1,18,4447,1,205
"251660",2016,188,47,7,1225,4447,16,0,0,0,2,10,1,18,4429,1,187
"251660",2017,188,36,7,1185,4422,16,0,0,0,3,5,2,18,4404,1,187
"251660",2018,205,30,9,1143,4393,16,0,0,0,2,2,1,18,4375,1,204
"251660",2019,161,28,7,1101,4362,16,0,0,0,4,3,0,17,4345,1,160
"251660",2020,164,31,9,1057,4329,20,0,0,0,3,8,1,22,4307,1,163
"251660",2021,174,23,6,1023,4302,26,0,0,0,3,5,1,26,4276,1,173
"251660",2022,175,26,6,NA,NA,NA,0,0,0,2,5,2,NA,NA,NA,NA
"251670",2012,244,58,14,1370,4566,64,0,0,0,0,0,0,64,4502,3,241
"251670",2013,198,59,8,1373,4607,66,0,0,0,0,0,0,64,4543,3,195
"251670",2014,214,45,20,1373,4642,62,0,0,0,0,0,0,60,4582,3,211
"251670",2015,251,73,8,1375,4676,59,0,0,0,7,13,3,61,4615,3,248
"251670",2016,208,50,10,1368,4694,54,0,0,0,9,9,1,56,4638,2,206
"251670",2017,229,62,21,1359,4705,47,0,0,1,6,9,0,47,4658,2,227
"251670",2018,229,57,10,1349,4713,47,0,0,0,1,2,1,47,4666,2,227
"251670",2019,240,43,14,1336,4717,44,0,0,0,5,13,2,42,4675,2,238
"251670",2020,220,29,15,1319,4715,46,0,0,0,7,6,2,47,4668,2,218
"251670",2021,230,35,12,1282,4712,48,0,0,0,5,5,0,47,4665,2,228
"251670",2022,201,32,13,NA,NA,NA,0,0,0,4,6,3,NA,NA,NA,NA
"251675",2012,59,15,3,277,905,4,0,0,0,0,0,0,4,901,0,59
"251675",2013,42,14,3,269,915,3,0,0,0,0,0,0,3,912,0,42
"251675",2014,49,10,3,260,925,3,0,0,0,0,0,0,3,922,0,49
"251675",2015,41,11,1,253,934,3,0,0,0,2,1,0,3,931,0,41
"251675",2016,42,4,3,247,936,3,0,0,0,1,2,0,3,933,0,42
"251675",2017,37,4,2,241,936,4,0,0,0,1,1,0,4,932,0,37
"251675",2018,39,5,4,234,938,6,0,0,0,0,4,0,6,932,0,39
"251675",2019,38,9,1,228,939,6,0,0,1,1,1,1,6,933,0,38
"251675",2020,41,4,1,221,938,7,0,0,0,2,1,0,7,931,0,41
"251675",2021,43,5,2,216,936,6,0,0,0,0,1,0,6,930,0,43
"251675",2022,39,8,1,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA
"251680",2012,116,22,4,854,2837,20,0,0,0,0,0,0,20,2817,1,115
"251680",2013,108,24,3,811,2832,21,0,0,0,0,0,0,20,2812,1,107
"251680",2014,116,23,2,769,2820,20,0,0,0,0,0,0,20,2800,1,115
"251680",2015,102,17,3,727,2807,14,0,0,0,0,0,1,14,2793,1,101
"251680",2016,85,18,0,706,2801,14,0,0,0,0,1,0,14,2787,0,85
"251680",2017,116,18,8,683,2795,10,0,0,0,2,2,1,11,2784,0,116
"251680",2018,88,16,4,658,2783,12,0,0,0,2,3,1,11,2772,0,88
"251680",2019,117,16,2,633,2770,12,0,0,0,0,3,1,11,2759,0,117
"251680",2020,94,9,2,608,2756,11,0,0,0,4,4,1,11,2745,0,94
"251680",2021,105,14,2,594,2737,14,0,0,0,1,3,0,14,2723,1,104
"251680",2022,105,13,6,NA,NA,NA,0,0,0,4,1,1,NA,NA,NA,NA
"251690",2012,182,26,2,1262,4532,119,0,0,0,0,0,0,208,4324,8,174
"251690",2013,186,33,7,1228,4531,147,0,0,0,0,0,0,208,4323,9,177
"251690",2014,181,46,4,1199,4514,157,0,0,0,0,0,0,158,4356,6,175
"251690",2015,177,31,2,1170,4505,212,1,1,0,0,0,0,212,4293,8,169
"251690",2016,170,36,4,1156,4508,235,0,0,0,1,2,1,234,4274,9,161
"251690",2017,172,29,6,1138,4502,217,0,2,0,1,4,0,216,4286,8,164
"251690",2018,187,21,4,1119,4499,218,1,0,0,6,2,1,216,4283,9,178
"251690",2019,161,25,3,1098,4485,208,0,0,1,1,3,1,206,4279,7,154
"251690",2020,188,34,3,1077,4470,192,0,0,0,2,2,0,192,4278,8,180
"251690",2021,168,20,2,1054,4459,180,0,0,0,4,5,2,178,4281,7,161
"251690",2022,159,32,3,NA,NA,NA,0,0,0,4,8,0,NA,NA,NA,NA
"251700",2012,120,20,12,982,3007,32,0,0,0,0,0,0,42,2965,2,118
"251700",2013,120,23,13,940,3005,42,0,0,0,0,0,0,42,2963,2,118
"251700",2014,146,35,17,902,3002,41,0,0,0,0,0,0,42,2960,2,144
"251700",2015,118,21,10,862,2996,41,0,0,0,1,9,1,42,2954,2,116
"251700",2016,117,26,10,836,2980,41,1,0,0,1,4,0,42,2938,2,115
"251700",2017,97,16,5,807,2953,42,0,0,0,4,3,2,41,2912,1,96
"251700",2018,138,19,11,776,2926,40,0,0,0,2,5,0,41,2885,2,136
"251700",2019,111,15,9,746,2899,40,2,0,0,2,1,2,41,2858,2,109
"251700",2020,136,19,10,715,2869,44,0,0,0,0,3,1,40,2829,2,134
"251700",2021,120,23,9,691,2849,48,0,0,0,3,1,1,40,2809,2,118
"251700",2022,111,19,8,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA
"251710",2012,36,7,3,202,767,24,0,0,0,0,0,0,24,743,1,35
"251710",2013,35,8,0,207,777,25,0,0,0,0,0,0,25,752,1,34
"251710",2014,35,5,1,211,782,23,0,0,0,0,0,0,23,759,1,34
"251710",2015,34,5,0,216,794,22,0,0,0,0,0,0,22,772,1,33
"251710",2016,29,4,1,216,799,23,0,0,0,0,5,0,23,776,1,28
"251710",2017,25,6,0,214,801,21,1,0,0,0,1,0,21,780,1,24
"251710",2018,37,5,0,212,803,20,0,0,0,1,0,1,20,783,1,36
"251710",2019,18,4,1,210,809,19,0,0,0,2,2,1,19,790,0,18
"251710",2020,27,1,2,208,808,19,0,0,0,2,3,0,19,789,1,26
"251710",2021,29,8,0,201,808,20,0,0,0,0,2,1,20,788,1,28
"251710",2022,29,4,1,NA,NA,NA,0,0,0,1,1,1,NA,NA,NA,NA
"251720",2012,46,5,1,383,1466,6,0,0,0,0,0,0,6,1460,0,46
"251720",2013,45,5,0,368,1467,4,0,0,0,0,0,0,4,1463,0,45
"251720",2014,49,10,1,353,1465,2,0,0,0,0,0,0,1,1464,0,49
"251720",2015,58,8,0,337,1463,3,0,0,0,0,0,0,3,1460,0,58
"251720",2016,59,7,0,333,1467,3,0,0,0,0,0,0,3,1464,0,59
"251720",2017,52,9,1,330,1469,3,0,0,0,0,0,0,3,1466,0,52
"251720",2018,42,5,1,324,1473,2,0,0,0,0,0,0,1,1472,0,42
"251720",2019,51,0,0,320,1470,2,0,0,0,0,0,0,1,1469,0,51
"251720",2020,60,4,2,314,1469,2,0,0,0,0,0,0,1,1468,0,60
"251720",2021,36,3,1,310,1467,2,0,0,0,0,0,0,1,1466,0,36
"251720",2022,39,3,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
"251740",2012,45,9,0,161,615,6,0,0,0,0,0,0,6,609,0,45
"251740",2013,40,10,0,163,623,6,0,0,0,0,0,0,6,617,0,40
"251740",2014,43,9,2,165,630,10,0,0,0,0,0,0,10,620,1,42
"251740",2015,37,10,2,167,637,7,0,0,0,0,0,0,7,630,0,37
"251740",2016,32,8,1,168,644,6,0,0,0,0,0,0,6,638,0,32
"251740",2017,34,5,2,169,651,7,0,0,0,0,1,0,7,644,0,34
"251740",2018,34,7,2,170,658,5,0,0,0,0,0,0,5,653,0,34
"251740",2019,34,6,1,170,664,4,0,0,0,2,0,0,4,660,0,34
"251740",2020,34,9,3,170,669,5,0,0,0,0,2,0,5,664,0,34
"251740",2021,31,8,0,167,669,4,0,0,0,0,1,0,4,665,0,31
"251740",2022,33,8,2,NA,NA,NA,0,0,0,1,2,2,NA,NA,NA,NA
"260005",2012,1393,290,84,8170,32625,5880,0,0,0,0,0,0,5872,26753,251,1142
"260005",2013,1532,311,60,8146,32604,5950,0,0,0,0,0,0,5934,26670,279,1253
"260005",2014,1526,306,73,8112,32571,5966,0,0,0,0,0,0,5960,26611,279,1247
"260005",2015,1628,328,73,8060,32502,5734,2,0,0,17,41,5,5720,26782,287,1341
"260005",2016,1487,283,79,7944,32442,5466,5,1,0,14,42,6,5450,26992,250,1237
"260005",2017,1519,291,76,7800,32358,5282,5,3,2,22,40,11,5274,27084,248,1271
"260005",2018,1490,258,78,7652,32254,5211,3,1,1,12,32,3,5225,27029,241,1249
"260005",2019,1352,236,56,7510,32132,5303,2,3,0,7,25,2,5302,26830,223,1129
"260005",2020,1291,200,65,7362,31987,5287,1,0,1,10,18,1,5278,26709,213,1078
"260005",2021,1273,189,64,7189,31805,5976,5,7,0,18,32,4,5979,25826,239,1034
"260005",2022,1142,147,52,NA,NA,NA,5,3,1,16,23,4,NA,NA,NA,NA
"260010",2012,669,127,39,3328,11590,300,0,0,0,0,0,0,301,11289,17,652
"260010",2013,638,122,17,3265,11613,305,0,0,0,0,0,0,302,11311,17,621
"260010",2014,653,133,22,3197,11631,304,0,0,0,0,0,0,302,11329,17,636
"260010",2015,666,121,22,3123,11630,314,0,0,0,27,48,4,314,11316,18,648
"260010",2016,580,115,14,3056,11632,319,1,0,0,14,55,8,314,11318,16,564
"260010",2017,522,95,9,2978,11628,312,0,0,1,19,49,3,314,11314,14,508
"260010",2018,623,97,12,2898,11605,301,1,1,1,25,38,5,302,11303,16,607
"260010",2019,586,98,16,2821,11580,306,0,2,0,28,39,9,301,11279,15,571
"260010",2020,609,90,10,2742,11542,304,1,2,0,27,51,7,300,11242,16,593
"260010",2021,575,77,20,2691,11518,322,0,0,1,29,41,11,323,11195,16,559
"260010",2022,539,80,12,NA,NA,NA,0,0,0,15,31,4,NA,NA,NA,NA
"260020",2012,295,74,26,1790,5807,156,0,0,0,0,0,0,157,5650,8,287
"260020",2013,297,82,12,1796,5880,169,0,0,0,0,0,0,171,5709,9,288
"260020",2014,305,77,15,1800,5946,203,0,0,0,0,0,0,202,5744,10,295
"260020",2015,269,59,12,1801,6010,192,0,0,1,2,11,0,192,5818,9,260
"260020",2016,284,73,10,1768,6055,191,0,0,0,1,10,0,194,5861,9,275
"260020",2017,260,63,5,1727,6091,178,1,2,0,4,5,0,177,5914,8,252
"260020",2018,268,53,12,1687,6126,180,0,0,0,0,9,0,178,5948,8,260
"260020",2019,254,48,6,1648,6159,186,1,0,0,3,4,4,185,5974,8,246
"260020",2020,253,47,17,1607,6184,186,0,0,1,2,10,1,186,5998,8,245
"260020",2021,241,49,11,1577,6196,188,0,0,0,5,7,0,186,6010,7,234
"260020",2022,237,38,14,NA,NA,NA,1,0,0,2,5,2,NA,NA,NA,NA
"260030",2012,337,67,28,2299,7619,229,0,0,0,0,0,0,229,7390,10,327
"260030",2013,362,73,16,2268,7696,240,0,0,0,0,0,0,239,7457,11,351
"260030",2014,356,83,22,2233,7765,259,0,0,0,0,0,0,256,7509,12,344
"260030",2015,357,85,18,2195,7831,266,0,0,0,2,5,0,266,7565,12,345
"260030",2016,323,69,15,2144,7861,275,0,0,0,0,4,0,275,7586,11,312
"260030",2017,338,76,19,2085,7880,274,0,0,0,1,3,1,276,7604,12,326
"260030",2018,351,70,19,2025,7895,270,2,2,0,3,8,0,268,7627,12,339
"260030",2019,325,53,16,1966,7909,227,0,0,1,1,7,1,229,7680,9,316
"260030",2020,346,54,12,1907,7916,216,0,0,0,4,8,3,214,7702,9,337
"260030",2021,371,63,19,1867,7930,222,0,0,0,4,5,0,222,7708,10,361
"260030",2022,366,55,13,NA,NA,NA,1,0,0,2,4,1,NA,NA,NA,NA
"260040",2012,611,173,43,3597,11316,83,0,0,0,0,0,0,79,11237,4,607
"260040",2013,491,134,37,3556,11477,76,0,0,0,0,0,0,80,11397,3,488
"260040",2014,551,173,34,3507,11626,77,0,0,0,0,0,0,81,11545,4,547
"260040",2015,546,146,28,3453,11767,75,1,0,0,7,22,0,71,11696,3,543
"260040",2016,491,146,21,3392,11839,56,0,0,0,11,20,1,59,11780,2,489
"260040",2017,486,119,21,3328,11898,52,0,0,0,7,18,2,48,11850,2,484
"260040",2018,451,115,20,3258,11962,52,0,0,0,11,19,1,48,11914,2,449
"260040",2019,425,94,34,3191,12010,50,0,0,0,7,18,0,48,11962,2,423
"260040",2020,395,84,23,3121,12053,52,0,0,0,6,16,0,48,12005,2,393
"260040",2021,408,74,27,3056,12093,44,0,0,0,6,15,1,48,12045,2,406
"260040",2022,349,78,17,NA,NA,NA,0,0,0,5,7,2,NA,NA,NA,NA
