"codmunres","ano","total_de_nascidos_vivos","nvm_menor_que_20","mulheres_com_mais_de_tres_partos_anteriores","pop_feminina_10_a_19","pop_fem_10_49","beneficiarias_10_a_49","abortos_ans_30_a_39","abortos_ans_menor_30","abortos_ans_40_a_49","abortos_sus_30_a_39","abortos_sus_menor_30","abortos_sus_40_a_49","pop_fem_ans_10_49","pop_fem_sus_10_49","total_de_nascidos_vivos_ans","total_de_nascidos_vivos_sus"
"110001",2012,386,76,20,2256,7810,3257,0,0,0,0,0,0,625,7185,31,355
"110001",2013,382,79,19,2162,7704,1018,0,0,0,0,0,0,616,7088,31,351
"110001",2014,341,69,19,2065,7591,621,0,0,0,0,0,0,622,6969,28,313
"110001",2015,373,74,15,1966,7466,646,4,1,0,5,3,0,650,6816,32,341
"110001",2016,326,58,19,1900,7352,671,2,1,0,3,8,2,669,6683,30,296
"110001",2017,354,62,13,1830,7227,589,5,4,2,1,4,0,585,6642,29,325
"110001",2018,408,61,14,1758,7096,557,4,0,2,4,8,1,553,6543,32,376
"110001",2019,367,55,10,1687,6961,498,3,2,0,8,7,0,501,6460,26,341
"110001",2020,333,59,9,1615,6820,470,4,0,3,1,6,0,471,6349,23,310
"110001",2021,357,60,11,1545,6690,414,2,0,2,8,3,1,415,6275,22,335
"110001",2022,368,64,8,NA,NA,NA,5,0,0,0,1,1,NA,NA,NA,NA
"110002",2012,1339,301,35,9407,32588,2770,0,0,0,0,0,0,2770,29818,114,1225
"110002",2013,1654,365,75,9448,33143,2930,0,0,0,0,0,0,2917,30226,146,1508
"110002",2014,1647,387,50,9481,33684,2983,0,0,0,0,0,0,2998,30686,147,1500
"110002",2015,1783,385,45,9510,34218,3072,2,0,2,16,50,3,3080,31138,160,1623
"110002",2016,1662,344,12,9450,34619,2995,5,4,0,18,54,0,3012,31607,145,1517
"110002",2017,1724,340,8,9373,34984,2892,6,5,0,34,53,3,2904,32080,143,1581
"110002",2018,1682,304,47,9298,35361,2798,3,2,1,20,45,3,2794,32567,133,1549
"110002",2019,1729,334,58,9211,35679,2968,5,0,5,17,55,2,2961,32718,144,1585
"110002",2020,1507,266,44,9135,35954,2970,6,3,2,17,45,6,2984,32970,125,1382
"110002",2021,1545,265,52,8927,36223,2900,3,0,0,20,43,4,2898,33325,124,1421
"110002",2022,1505,210,37,NA,NA,NA,3,3,0,11,35,2,NA,NA,NA,NA
"110003",2012,64,17,0,523,1873,68,0,0,0,0,0,0,67,1806,2,62
"110003",2013,74,11,2,494,1835,102,0,0,0,0,0,0,103,1732,4,70
"110003",2014,75,12,0,460,1789,100,0,0,0,0,0,0,100,1689,4,71
"110003",2015,86,15,1,428,1733,104,0,0,0,0,4,0,104,1629,5,81
"110003",2016,73,12,1,409,1690,74,0,1,0,0,2,0,74,1616,3,70
"110003",2017,67,8,1,388,1649,66,0,0,0,0,0,1,66,1583,3,64
"110003",2018,82,7,1,369,1598,60,0,0,0,0,0,0,61,1537,3,79
"110003",2019,80,14,2,348,1549,56,0,0,0,0,1,0,56,1493,3,77
"110003",2020,69,8,4,328,1502,58,0,0,0,0,0,0,59,1443,3,66
"110003",2021,68,15,1,312,1460,53,0,0,0,0,2,0,53,1407,2,66
"110003",2022,64,10,1,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA
"110004",2012,1201,227,56,7515,27621,2594,0,0,0,0,0,0,2983,24638,130,1071
"110004",2013,1185,225,43,7379,27704,2820,0,0,0,0,0,0,2826,24878,121,1064
"110004",2014,1307,222,35,7211,27761,2973,0,0,0,0,0,0,2970,24791,140,1167
"110004",2015,1360,215,38,7045,27787,3151,13,6,3,31,54,3,3140,24647,154,1206
"110004",2016,1338,213,43,6920,27824,3151,6,6,2,30,74,3,3144,24680,151,1187
"110004",2017,1452,199,37,6778,27824,3100,9,7,2,19,64,5,3088,24736,161,1291
"110004",2018,1446,200,38,6628,27800,3042,11,10,2,37,68,6,3030,24770,158,1288
"110004",2019,1374,174,32,6479,27748,2928,10,5,0,27,54,2,2941,24807,146,1228
"110004",2020,1325,161,34,6332,27681,2910,9,2,1,28,57,5,2907,24774,139,1186
"110004",2021,1366,148,31,6188,27605,2930,10,2,0,9,18,3,2926,24679,145,1221
"110004",2022,1353,157,23,NA,NA,NA,10,1,2,19,24,5,NA,NA,NA,NA
"110005",2012,245,49,5,1564,5676,258,0,0,0,0,0,0,255,5421,11,234
"110005",2013,271,61,6,1491,5602,252,0,0,0,0,0,0,252,5350,12,259
"110005",2014,250,53,8,1422,5526,284,0,0,0,0,0,0,282,5244,13,237
"110005",2015,277,41,8,1354,5451,320,1,2,0,5,10,2,322,5129,16,261
"110005",2016,263,43,3,1309,5387,317,0,0,0,4,9,1,318,5069,16,247
"110005",2017,277,46,7,1261,5309,294,1,0,0,1,4,0,292,5017,15,262
"110005",2018,264,39,7,1212,5221,286,0,0,0,4,5,0,287,4934,15,249
"110005",2019,237,27,3,1162,5136,278,0,0,0,3,3,1,277,4859,13,224
"110005",2020,269,35,6,1113,5051,253,0,0,0,3,4,1,253,4798,13,256
"110005",2021,251,39,2,1074,4967,226,0,0,0,5,6,1,228,4739,12,239
"110005",2022,272,43,9,NA,NA,NA,0,0,1,0,4,0,NA,NA,NA,NA
"110006",2012,214,49,3,1588,5863,424,0,0,0,0,0,0,422,5441,15,199
"110006",2013,256,41,6,1502,5719,476,0,0,0,0,0,0,475,5244,21,235
"110006",2014,273,46,8,1414,5570,438,0,0,0,0,0,0,440,5130,22,251
"110006",2015,251,44,6,1323,5411,468,1,1,0,5,5,0,465,4946,22,229
"110006",2016,223,33,3,1264,5280,474,0,0,0,3,7,0,475,4805,20,203
"110006",2017,243,31,2,1202,5140,453,0,0,0,2,3,0,452,4688,21,222
"110006",2018,235,41,6,1138,4980,435,0,0,0,8,4,1,433,4547,20,215
"110006",2019,214,31,6,1075,4826,395,1,0,0,1,6,0,396,4430,18,196
"110006",2020,203,26,5,1012,4680,370,0,0,0,2,6,1,370,4310,16,187
"110006",2021,231,27,3,963,4537,359,0,0,0,2,2,0,358,4179,18,213
"110006",2022,205,18,5,NA,NA,NA,0,1,1,3,2,1,NA,NA,NA,NA
"110007",2012,116,24,1,794,2698,44,0,0,0,0,0,0,43,2655,2,114
"110007",2013,116,30,7,744,2648,62,0,0,0,0,0,0,61,2587,3,113
"110007",2014,125,22,4,689,2588,61,0,0,0,0,0,0,62,2526,3,122
"110007",2015,111,23,2,635,2530,58,0,0,0,2,8,0,58,2472,3,108
"110007",2016,139,28,6,597,2466,54,0,0,0,1,6,0,54,2412,3,136
"110007",2017,87,18,1,558,2399,42,0,0,0,0,3,0,43,2356,2,85
"110007",2018,129,28,3,518,2330,38,0,0,0,0,1,0,37,2293,2,127
"110007",2019,127,24,1,477,2254,29,0,0,0,0,1,0,29,2225,2,125
"110007",2020,107,16,4,438,2187,27,0,0,0,0,3,0,26,2161,1,106
"110007",2021,118,27,1,414,2118,28,0,0,0,1,3,0,28,2090,2,116
"110007",2022,103,16,2,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA
"110008",2012,234,70,21,1574,4643,119,0,0,0,0,0,0,121,4522,6,228
"110008",2013,234,75,18,1613,4816,115,0,0,0,0,0,0,116,4700,6,228
"110008",2014,267,86,28,1650,4983,112,0,0,0,0,0,0,110,4873,6,261
"110008",2015,245,79,19,1685,5146,106,0,0,0,0,3,0,108,5038,5,240
"110008",2016,213,69,18,1671,5291,103,0,0,0,0,3,1,101,5190,4,209
"110008",2017,216,45,9,1652,5428,99,0,1,0,0,3,0,98,5330,4,212
"110008",2018,246,74,17,1632,5560,80,0,0,0,3,4,1,78,5482,3,243
"110008",2019,233,70,18,1613,5689,63,1,0,0,1,3,0,63,5626,3,230
"110008",2020,190,43,12,1592,5813,58,0,0,0,3,3,0,58,5755,2,188
"110008",2021,195,43,15,1572,5922,62,0,0,0,0,1,0,59,5863,2,193
"110008",2022,218,35,18,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA
"110009",2012,476,105,34,2822,9816,596,0,0,0,0,0,0,599,9217,29,447
"110009",2013,463,112,20,2804,9917,592,0,0,0,0,0,0,595,9322,28,435
"110009",2014,496,103,34,2771,9995,632,0,0,0,0,0,0,630,9365,31,465
"110009",2015,548,103,22,2737,10068,660,0,3,0,2,6,0,664,9404,36,512
"110009",2016,486,119,21,2708,10147,662,0,1,0,2,4,1,660,9487,32,454
"110009",2017,533,99,33,2663,10210,572,1,0,0,2,6,0,572,9638,30,503
"110009",2018,476,102,18,2621,10263,526,0,2,0,0,4,1,523,9740,24,452
"110009",2019,450,86,26,2578,10307,467,2,0,3,5,12,0,464,9843,20,430
"110009",2020,471,73,26,2536,10341,431,1,3,0,6,9,1,434,9907,20,451
"110009",2021,485,80,28,2488,10371,414,1,1,0,2,7,0,415,9956,19,466
"110009",2022,462,73,18,NA,NA,NA,2,1,0,3,12,1,NA,NA,NA,NA
"110010",2012,940,272,158,4448,13994,776,0,0,0,0,0,0,770,13224,52,888
"110010",2013,879,213,156,4419,14113,711,0,0,0,0,0,0,706,13407,44,835
"110010",2014,923,249,127,4378,14210,747,0,0,0,0,0,0,753,13457,49,874
"110010",2015,831,181,149,4336,14297,764,3,0,0,28,53,4,758,13539,44,787
"110010",2016,884,220,119,4286,14372,699,0,1,0,34,62,4,704,13668,43,841
"110010",2017,842,206,139,4227,14429,674,4,0,0,43,59,6,678,13751,40,802
"110010",2018,926,220,108,4162,14464,626,1,0,1,16,55,7,622,13842,40,886
"110010",2019,781,174,89,4100,14496,562,1,0,2,32,63,8,565,13931,30,751
"110010",2020,858,179,121,4037,14516,546,1,0,0,30,42,7,552,13964,33,825
"110010",2021,834,194,98,3936,14521,531,0,0,0,35,49,12,537,13984,31,803
"110010",2022,748,149,99,NA,NA,NA,0,1,0,24,58,8,NA,NA,NA,NA
"110011",2012,808,173,14,5033,17746,984,0,0,0,0,0,0,976,16770,44,764
"110011",2013,914,174,26,4929,17712,1048,0,0,0,0,0,0,1045,16667,54,860
"110011",2014,867,184,27,4806,17642,1184,0,0,0,0,0,0,1182,16460,58,809
"110011",2015,788,126,24,4685,17563,1186,3,1,1,15,28,6,1194,16369,54,734
"110011",2016,807,128,15,4572,17455,1164,2,4,1,18,39,6,1169,16286,54,753
"110011",2017,846,122,26,4449,17319,1068,1,4,0,13,32,4,1074,16245,52,794
"110011",2018,911,135,23,4322,17160,974,2,1,0,23,38,6,978,16182,52,859
"110011",2019,881,139,13,4194,16994,896,1,0,0,16,49,6,901,16093,47,834
"110011",2020,892,139,19,4067,16831,848,2,0,1,19,40,7,842,15989,45,847
"110011",2021,920,147,16,3911,16642,823,2,1,0,11,21,6,815,15827,45,875
"110011",2022,890,145,22,NA,NA,NA,0,0,0,6,11,1,NA,NA,NA,NA
"110012",2012,2075,413,75,11097,41137,4406,0,0,0,0,0,0,4402,36735,222,1853
"110012",2013,1971,368,71,10927,41326,4698,0,0,0,0,0,0,4711,36615,225,1746
"110012",2014,1956,357,56,10742,41460,5055,0,0,0,0,0,0,5058,36402,239,1717
"110012",2015,2094,366,60,10553,41569,5188,5,5,0,26,74,9,5196,36373,262,1832
"110012",2016,1976,325,63,10457,41689,5060,1,1,0,29,65,7,5044,36645,239,1737
"110012",2017,2050,346,57,10338,41751,4812,4,3,0,28,62,3,4801,36950,236,1814
"110012",2018,2278,341,58,10212,41793,4840,7,0,0,23,59,4,4848,36945,264,2014
"110012",2019,2182,327,62,10077,41777,4577,10,1,4,31,66,2,4595,37182,240,1942
"110012",2020,2133,295,60,9950,41744,4624,3,8,0,22,40,3,4634,37110,237,1896
"110012",2021,1972,289,51,9731,41696,4594,6,5,2,19,30,2,4587,37109,217,1755
"110012",2022,2010,245,63,NA,NA,NA,4,4,2,20,46,9,NA,NA,NA,NA
"110013",2012,542,133,31,3265,10539,268,0,0,0,0,0,0,263,10276,14,528
"110013",2013,514,145,34,3281,10828,298,0,0,0,0,0,0,303,10525,14,500
"110013",2014,507,137,18,3293,11104,285,0,0,0,0,0,0,289,10815,13,494
"110013",2015,480,122,23,3303,11373,308,0,0,0,1,10,0,307,11066,13,467
"110013",2016,398,107,16,3286,11644,297,0,0,0,3,8,0,303,11341,10,388
"110013",2017,449,91,23,3261,11898,267,0,0,0,3,7,0,262,11636,10,439
"110013",2018,517,99,31,3236,12152,242,0,0,0,6,16,4,243,11909,10,507
"110013",2019,500,95,21,3208,12384,222,0,3,0,13,17,1,223,12161,9,491
"110013",2020,561,107,24,3179,12603,214,0,0,0,3,15,3,214,12389,10,551
"110013",2021,468,97,21,3165,12822,210,1,0,0,7,18,1,205,12617,7,461
"110013",2022,498,79,22,NA,NA,NA,0,0,0,10,13,0,NA,NA,NA,NA
"110014",2012,271,55,7,1914,6499,150,0,0,0,0,0,0,149,6350,6,265
"110014",2013,278,69,3,1850,6516,149,0,0,0,0,0,0,150,6366,6,272
"110014",2014,254,59,4,1784,6527,151,0,0,0,0,0,0,150,6377,6,248
"110014",2015,256,50,4,1718,6535,179,2,0,0,1,0,0,176,6359,7,249
"110014",2016,276,56,6,1672,6528,169,1,0,0,0,1,0,170,6358,7,269
"110014",2017,224,32,4,1622,6512,144,0,0,0,2,1,0,143,6369,5,219
"110014",2018,290,57,1,1571,6490,122,1,0,0,1,2,0,123,6367,6,284
"110014",2019,261,27,3,1519,6463,116,0,0,0,0,2,0,116,6347,5,256
"110014",2020,230,31,8,1468,6433,148,0,0,0,4,5,0,148,6285,5,225
"110014",2021,233,43,1,1411,6368,172,1,1,0,3,3,0,172,6196,6,227
"110014",2022,236,36,2,NA,NA,NA,0,0,0,1,2,0,NA,NA,NA,NA
"110015",2012,647,119,18,3551,12861,1018,0,0,0,0,0,0,1016,11845,51,596
"110015",2013,639,121,19,3436,12728,1052,0,0,0,0,0,0,1056,11672,53,586
"110015",2014,674,127,17,3303,12572,1109,0,0,0,0,0,0,1106,11466,59,615
"110015",2015,767,135,15,3173,12408,1160,1,4,1,8,16,1,1154,11254,71,696
"110015",2016,582,89,15,3082,12245,1106,3,0,0,7,15,0,1102,11143,52,530
"110015",2017,578,100,11,2984,12062,1017,2,0,0,10,19,1,1013,11049,49,529
"110015",2018,614,99,11,2884,11858,956,1,2,0,4,4,2,960,10898,50,564
"110015",2019,631,110,15,2783,11659,838,3,0,1,4,10,0,839,10820,45,586
"110015",2020,600,79,8,2683,11456,806,1,0,0,1,5,0,802,10654,42,558
"110015",2021,538,71,8,2574,11265,775,0,0,1,0,7,0,777,10488,37,501
"110015",2022,532,71,15,NA,NA,NA,0,0,0,5,8,2,NA,NA,NA,NA
"110018",2012,553,133,17,3256,11730,984,0,0,0,0,0,0,1150,10580,54,499
"110018",2013,581,134,19,3210,11764,1055,0,0,0,0,0,0,1153,10611,57,524
"110018",2014,597,111,9,3160,11788,1156,0,0,0,0,0,0,1155,10633,59,538
"110018",2015,594,142,13,3109,11804,1226,2,0,0,4,20,5,1228,10576,62,532
"110018",2016,601,138,9,3069,11831,1234,2,4,0,4,10,0,1230,10601,63,538
"110018",2017,615,109,10,3023,11842,1174,4,2,0,3,17,2,1172,10670,61,554
"110018",2018,651,113,9,2974,11845,1204,0,5,1,7,24,1,1208,10637,66,585
"110018",2019,616,120,12,2925,11836,1136,5,0,0,2,9,2,1136,10700,59,557
"110018",2020,579,89,9,2875,11818,1157,3,1,0,2,19,1,1158,10660,57,522
"110018",2021,573,96,4,2802,11816,1160,2,1,0,6,12,2,1158,10658,56,517
"110018",2022,587,77,14,NA,NA,NA,3,1,0,4,13,0,NA,NA,NA,NA
"110020",2012,8941,1976,471,42963,155216,31340,0,0,0,0,0,0,31354,123862,1806,7135
"110020",2013,8927,1991,467,43190,157862,34184,0,0,0,0,0,0,34256,123606,1937,6990
"110020",2014,9130,1942,464,43349,160392,34219,0,0,0,0,0,0,34163,126229,1945,7185
"110020",2015,9093,1893,460,43502,162849,33122,53,45,7,190,469,38,33058,129791,1846,7247
"110020",2016,8611,1718,443,43498,165223,30362,76,38,2,185,385,38,30401,134822,1584,7027
"110020",2017,8800,1569,409,43403,167420,28590,64,33,8,145,355,25,28629,138791,1505,7295
"110020",2018,8752,1537,431,43272,169516,27218,71,37,11,176,374,22,27292,142224,1409,7343
"110020",2019,8437,1412,389,43130,171450,26106,62,37,8,172,298,30,26060,145390,1282,7155
"110020",2020,7893,1223,364,42993,173225,27167,81,27,7,126,238,30,27196,146029,1239,6654
"110020",2021,7703,1168,363,42411,174843,28346,65,24,7,126,260,26,28325,146518,1248,6455
"110020",2022,7354,993,357,NA,NA,NA,71,27,28,121,222,24,NA,NA,NA,NA
"110025",2012,243,50,5,1941,6936,554,0,0,0,0,0,0,555,6381,19,224
"110025",2013,258,41,11,1837,6784,568,0,0,0,0,0,0,570,6214,22,236
"110025",2014,289,44,7,1731,6625,590,0,0,0,0,0,0,590,6035,26,263
"110025",2015,262,41,7,1623,6457,610,1,0,0,4,6,0,607,5850,25,237
"110025",2016,276,55,14,1546,6294,561,0,0,1,5,3,0,560,5734,25,251
"110025",2017,289,42,6,1467,6119,480,1,0,0,3,9,3,477,5642,23,266
"110025",2018,294,53,6,1388,5924,428,0,0,0,4,4,2,427,5497,21,273
"110025",2019,304,56,6,1307,5739,394,0,0,0,7,6,3,396,5343,21,283
"110025",2020,259,34,8,1227,5556,392,1,0,0,3,6,0,394,5162,18,241
"110025",2021,254,43,2,1155,5384,359,0,1,0,0,1,0,361,5023,17,237
"110025",2022,294,41,3,NA,NA,NA,1,1,0,0,0,1,NA,NA,NA,NA
"110026",2012,41,12,1,336,1084,50,0,0,0,0,0,0,50,1034,2,39
"110026",2013,38,9,1,336,1097,52,0,0,0,0,0,0,52,1045,2,36
"110026",2014,36,3,1,330,1103,56,0,0,0,0,0,0,56,1047,2,34
"110026",2015,36,9,3,327,1113,58,0,0,0,0,0,0,58,1055,2,34
"110026",2016,35,6,0,316,1122,53,0,0,0,1,0,0,53,1069,2,33
"110026",2017,49,8,0,304,1130,34,0,0,0,0,0,1,34,1096,1,48
"110026",2018,46,7,3,294,1137,29,0,0,0,0,1,0,30,1107,1,45
"110026",2019,50,7,2,280,1140,24,0,0,0,0,1,0,24,1116,1,49
"110026",2020,48,7,5,268,1145,19,0,0,0,0,2,0,19,1126,1,47
"110026",2021,48,4,2,262,1154,18,0,0,0,1,1,0,18,1136,1,47
"110026",2022,35,6,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
"110028",2012,927,216,13,4864,17989,1063,0,0,0,0,0,0,1061,16928,55,872
"110028",2013,879,173,12,4788,18103,1166,0,0,0,0,0,0,1159,16944,56,823
"110028",2014,947,188,11,4706,18193,1211,0,0,0,0,0,0,1219,16974,63,884
"110028",2015,936,181,9,4623,18263,1284,3,1,1,1,4,1,1278,16985,66,870
"110028",2016,855,149,16,4555,18306,1222,2,2,0,1,4,0,1227,17079,57,798
"110028",2017,963,164,15,4476,18324,1109,2,0,0,1,4,0,1118,17206,59,904
"110028",2018,900,148,8,4393,18318,1065,0,0,0,3,3,0,1062,17256,52,848
"110028",2019,927,136,14,4309,18303,990,1,0,0,1,3,0,988,17315,50,877
"110028",2020,877,118,15,4225,18282,1048,2,2,0,1,4,0,1042,17240,50,827
"110028",2021,816,106,4,4121,18256,1038,0,0,0,0,3,0,1041,17215,47,769
"110028",2022,835,87,6,NA,NA,NA,1,0,1,2,4,3,NA,NA,NA,NA
"110029",2012,118,26,1,744,2695,109,0,0,0,0,0,0,119,2576,5,113
"110029",2013,98,21,0,683,2593,106,0,0,0,0,0,0,106,2487,4,94
"110029",2014,103,16,1,619,2483,111,0,0,0,0,0,0,112,2371,5,98
"110029",2015,109,28,1,554,2365,114,0,0,0,0,0,1,114,2251,5,104
"110029",2016,114,19,2,520,2259,108,0,0,0,0,1,0,108,2151,5,109
"110029",2017,112,15,1,485,2148,92,0,0,0,1,0,0,92,2056,5,107
"110029",2018,103,14,1,449,2035,90,1,1,0,0,1,0,90,1945,5,98
"110029",2019,99,14,3,413,1921,84,0,0,0,0,1,0,85,1836,4,95
"110029",2020,99,16,1,377,1806,80,0,0,0,0,2,0,79,1727,4,95
"110029",2021,78,10,0,353,1709,76,0,0,0,0,0,0,75,1634,3,75
"110029",2022,73,11,3,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA
"110030",2012,1269,256,29,7726,28368,3042,0,0,0,0,0,0,3035,25333,136,1133
"110030",2013,1388,268,32,7803,29092,3245,0,0,0,0,0,0,3258,25834,155,1233
"110030",2014,1418,265,43,7882,29803,3620,0,0,0,0,0,0,3606,26197,172,1246
"110030",2015,1535,259,36,7957,30499,3680,5,0,0,32,77,11,3690,26809,186,1349
"110030",2016,1427,251,35,8040,31203,3723,3,7,1,35,77,5,3713,27490,170,1257
"110030",2017,1465,262,26,8109,31867,3668,5,0,0,33,59,5,3665,28202,168,1297
"110030",2018,1557,218,35,8162,32507,3616,2,6,0,30,67,5,3608,28899,173,1384
"110030",2019,1590,238,24,8220,33127,3480,0,2,0,43,72,5,3478,29649,167,1423
"110030",2020,1553,240,31,8276,33701,3556,2,7,0,36,54,10,3572,30129,165,1388
"110030",2021,1623,246,37,8233,34218,3629,1,4,0,38,64,9,3627,30591,172,1451
"110030",2022,1527,206,32,NA,NA,NA,8,4,1,29,39,6,NA,NA,NA,NA
"110032",2012,313,75,11,2279,7331,134,0,0,0,0,0,0,191,7140,8,305
"110032",2013,355,91,10,2211,7357,154,0,0,0,0,0,0,154,7203,7,348
"110032",2014,364,90,10,2140,7376,176,0,0,0,0,0,0,177,7199,9,355
"110032",2015,311,67,4,2069,7392,210,0,0,0,3,6,0,207,7185,9,302
"110032",2016,337,57,5,2004,7397,200,0,0,0,5,11,1,200,7197,9,328
"110032",2017,372,73,5,1933,7392,198,0,0,0,5,19,1,200,7192,10,362
"110032",2018,391,53,7,1861,7380,198,0,0,0,6,14,1,199,7181,11,380
"110032",2019,353,53,10,1788,7361,184,1,1,0,9,22,2,184,7177,9,344
"110032",2020,363,65,12,1716,7339,179,0,1,0,9,13,2,176,7163,9,354
"110032",2021,344,41,2,1665,7311,178,0,0,0,9,17,2,175,7136,8,336
"110032",2022,388,47,10,NA,NA,NA,0,1,0,10,9,2,NA,NA,NA,NA
"110033",2012,383,108,30,2557,7928,90,0,0,0,0,0,0,87,7841,4,379
"110033",2013,416,106,30,2615,8228,98,0,0,0,0,0,0,99,8129,5,411
"110033",2014,425,97,31,2664,8520,139,0,0,0,0,0,0,136,8384,7,418
"110033",2015,404,91,47,2719,8813,154,0,0,0,7,31,0,150,8663,7,397
"110033",2016,411,89,31,2728,9078,157,0,0,0,4,13,1,154,8924,7,404
"110033",2017,487,109,34,2732,9334,145,0,0,0,11,18,2,149,9185,8,479
"110033",2018,482,116,40,2736,9588,132,0,0,0,9,9,1,134,9454,7,475
"110033",2019,432,100,25,2738,9827,126,1,1,0,7,20,3,128,9699,6,426
"110033",2020,423,85,30,2737,10051,109,0,0,0,7,16,2,111,9940,5,418
"110033",2021,469,96,24,2711,10251,115,0,0,0,7,14,0,113,10138,5,464
"110033",2022,464,82,24,NA,NA,NA,0,0,0,6,24,1,NA,NA,NA,NA
"110034",2012,189,46,1,1555,5263,240,0,0,0,0,0,0,242,5021,9,180
"110034",2013,220,46,8,1471,5153,252,0,0,0,0,0,0,252,4901,11,209
"110034",2014,184,34,4,1384,5037,277,0,0,0,0,0,0,277,4760,10,174
"110034",2015,200,43,2,1297,4914,293,0,0,0,4,4,0,295,4619,12,188
"110034",2016,166,36,5,1238,4795,283,0,0,0,1,4,0,283,4512,10,156
"110034",2017,178,31,6,1177,4670,243,0,0,0,2,4,0,243,4427,9,169
"110034",2018,162,26,8,1114,4534,224,0,0,0,0,5,0,222,4312,8,154
"110034",2019,205,39,5,1052,4409,202,0,0,0,2,2,0,203,4206,9,196
"110034",2020,210,35,9,990,4274,198,0,0,0,0,6,1,197,4077,10,200
"110034",2021,200,20,8,935,4151,198,1,0,0,2,3,0,199,3952,10,190
"110034",2022,183,21,6,NA,NA,NA,0,0,0,4,3,0,NA,NA,NA,NA
"110037",2012,189,52,9,1272,4127,48,0,0,0,0,0,0,45,4082,2,187
"110037",2013,163,42,6,1258,4157,35,0,0,0,0,0,0,46,4111,2,161
"110037",2014,172,29,10,1241,4181,39,0,0,0,0,0,0,46,4135,2,170
"110037",2015,149,29,4,1225,4202,49,0,0,0,1,0,0,46,4156,2,147
"110037",2016,168,38,2,1192,4193,52,0,0,0,0,0,0,46,4147,2,166
"110037",2017,172,40,3,1158,4181,46,0,0,0,0,0,0,46,4135,2,170
"110037",2018,160,30,2,1122,4165,41,0,0,0,0,2,0,46,4119,2,158
"110037",2019,154,32,2,1086,4144,44,0,0,0,0,0,0,46,4098,2,152
"110037",2020,146,21,2,1050,4121,44,0,0,0,0,0,0,45,4076,2,144
"110037",2021,143,24,2,1007,4091,43,0,0,0,0,0,0,45,4046,2,141
"110037",2022,150,28,3,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA
"110040",2012,194,55,2,1840,5795,182,0,0,0,0,0,0,180,5615,6,188
"110040",2013,211,51,11,1860,5971,186,0,0,0,0,0,0,185,5786,7,204
"110040",2014,254,69,14,1872,6138,179,0,0,0,0,0,0,178,5960,7,247
"110040",2015,247,51,9,1885,6302,182,1,0,0,1,2,0,183,6119,7,240
"110040",2016,220,56,1,1864,6434,166,0,0,0,1,2,0,167,6267,6,214
"110040",2017,242,58,1,1835,6555,128,0,0,0,2,1,0,131,6424,5,237
"110040",2018,219,48,8,1803,6676,108,0,0,0,1,5,0,107,6569,4,215
"110040",2019,226,49,9,1773,6778,102,0,0,0,3,7,1,102,6676,3,223
"110040",2020,218,43,12,1743,6883,91,0,0,0,8,3,0,89,6794,3,215
"110040",2021,224,32,13,1711,6971,82,0,0,0,4,4,0,84,6887,3,221
"110040",2022,204,28,6,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA
"110045",2012,555,125,20,3514,11343,191,0,0,0,0,0,0,193,11150,9,546
"110045",2013,598,138,15,3535,11613,214,0,0,0,0,0,0,209,11404,11,587
"110045",2014,620,131,14,3554,11875,294,0,0,0,0,0,0,297,11578,16,604
"110045",2015,608,129,12,3576,12132,282,0,0,0,4,10,0,279,11853,14,594
"110045",2016,624,154,12,3552,12337,267,0,0,0,1,7,0,271,12066,14,610
"110045",2017,632,136,11,3520,12525,320,0,1,0,2,7,0,326,12199,16,616
"110045",2018,617,124,10,3487,12708,498,1,0,0,1,3,0,292,12416,14,603
"110045",2019,583,103,13,3461,12882,314,0,0,0,5,6,0,309,12573,14,569
"110045",2020,508,87,12,3416,13031,271,1,0,0,4,7,1,274,12757,11,497
"110045",2021,542,80,17,3341,13158,254,0,0,0,2,4,1,250,12908,10,532
"110045",2022,517,107,12,NA,NA,NA,0,0,0,0,4,0,NA,NA,NA,NA
"110050",2012,125,28,4,923,3151,56,0,0,0,0,0,0,57,3094,2,123
"110050",2013,122,16,3,862,3076,56,0,0,0,0,0,0,55,3021,2,120
"110050",2014,93,14,0,799,2994,57,0,0,0,0,0,0,57,2937,2,91
"110050",2015,109,20,1,734,2902,61,0,1,0,0,1,0,61,2841,2,107
"110050",2016,95,18,5,692,2822,64,0,0,0,0,1,0,65,2757,2,93
"110050",2017,91,21,3,649,2735,64,0,0,0,0,0,0,63,2672,2,89
"110050",2018,111,16,0,605,2642,59,0,0,0,1,0,0,58,2584,2,109
"110050",2019,98,8,1,561,2545,54,0,0,1,0,0,0,53,2492,2,96
"110050",2020,78,11,1,517,2457,56,0,0,0,0,0,0,57,2400,2,76
"110050",2021,84,8,1,492,2363,49,0,0,0,0,1,0,50,2313,2,82
"110050",2022,102,9,0,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA
