"CODMUNRES","ANO","total_internacoes","casos_MMG","casos_MMG_hipertensao","casos_MMG_hemorragia","casos_MMG_infeccoes","casos_MMG_UTI","casos_MMG_TMP","casos_MMG_Transfusao","casos_MMG_cirurgia"
110001,2022,399,14,5,2,0,0,2,4,5
110001,2023,452,19,4,3,0,0,2,1,11
110001,2024,176,7,1,1,0,0,0,2,3
110002,2022,1261,77,38,11,0,0,8,8,24
110002,2023,1305,83,37,11,4,0,11,6,30
110002,2024,542,23,9,3,0,0,2,2,10
110003,2022,45,4,0,0,0,0,0,0,4
110003,2023,40,5,0,0,0,0,1,0,4
110003,2024,9,1,0,0,0,0,0,0,1
110004,2022,1346,115,46,6,0,0,3,7,54
110004,2023,1714,235,60,7,0,2,5,7,161
110004,2024,912,95,37,2,0,1,1,4,52
110005,2022,248,8,0,2,0,0,0,1,5
110005,2023,232,24,1,0,0,1,2,2,19
110005,2024,15,4,0,1,0,0,0,0,3
110006,2022,141,14,2,1,0,0,1,1,9
110006,2023,129,19,2,1,0,0,0,2,15
110006,2024,40,11,3,1,0,1,1,1,7
110007,2022,71,4,0,0,0,1,1,3,1
110007,2023,55,8,0,0,0,0,0,0,7
110007,2024,17,3,0,0,0,0,0,0,3
110008,2022,157,10,6,0,1,0,2,0,1
110008,2023,200,17,3,1,0,1,1,4,11
110008,2024,66,3,1,0,0,0,0,2,1
110009,2022,281,20,6,1,0,0,0,0,12
110009,2023,316,41,8,1,0,0,3,4,29
110009,2024,103,9,3,1,0,0,0,1,5
110010,2022,957,83,57,6,0,1,5,1,20
110010,2023,940,56,25,11,0,1,5,5,21
110010,2024,297,12,5,2,0,0,3,0,4
110011,2022,903,47,17,10,0,0,8,8,9
110011,2023,864,42,12,11,0,0,7,7,8
110011,2024,287,20,9,3,2,0,3,4,2
110012,2022,2265,157,25,32,3,0,18,37,79
110012,2023,2262,260,25,13,5,6,14,27,194
110012,2024,638,75,8,8,0,4,4,12,52
110013,2022,509,21,9,4,1,0,3,1,5
110013,2023,498,34,23,6,0,1,2,1,5
110013,2024,322,20,10,2,0,0,0,6,5
110014,2022,215,5,2,0,0,1,1,1,1
110014,2023,225,2,0,2,0,0,0,1,0
110014,2024,64,5,1,0,0,0,1,1,2
110015,2022,449,14,2,4,0,0,6,2,2
110015,2023,369,7,5,1,0,0,1,0,1
110015,2024,175,5,1,0,0,0,1,0,2
110018,2022,693,25,9,5,0,0,3,6,4
110018,2023,796,39,12,4,0,1,2,4,15
110018,2024,265,14,4,2,0,0,0,1,5
110020,2022,7353,984,402,132,3,12,121,58,452
110020,2023,7332,1135,331,142,3,15,204,93,607
110020,2024,2079,254,59,37,1,5,28,25,168
110025,2022,223,9,0,0,1,0,0,2,6
110025,2023,232,17,4,2,0,0,4,4,7
110025,2024,73,3,1,0,0,0,0,1,1
110026,2022,19,2,2,0,0,0,0,0,1
110026,2023,30,6,5,0,0,0,0,0,2
110026,2024,17,1,0,1,0,0,0,0,0
110028,2022,977,34,22,7,0,0,6,2,4
110028,2023,1214,96,45,15,0,0,7,7,30
110028,2024,464,19,8,4,0,0,1,2,4
110029,2022,90,3,2,1,0,0,0,0,1
110029,2023,76,4,1,0,0,0,2,0,1
110029,2024,36,0,0,0,0,0,0,0,0
110030,2022,1502,105,9,14,1,7,21,13,57
110030,2023,1703,261,3,13,0,3,31,14,213
110030,2024,561,74,12,0,0,2,0,5,59
110032,2022,403,13,8,0,0,0,5,1,2
110032,2023,423,10,1,0,0,0,0,0,9
110032,2024,188,3,1,0,0,0,1,0,1
110033,2022,384,24,18,2,0,0,2,1,3
110033,2023,438,24,14,3,0,0,4,1,5
110033,2024,179,8,5,0,0,2,2,3,2
110034,2022,139,9,6,1,0,0,1,0,1
110034,2023,190,14,4,1,0,1,6,1,5
110034,2024,28,4,0,2,0,0,0,1,3
110037,2022,143,8,2,4,0,0,2,1,3
110037,2023,150,12,5,0,0,0,1,1,6
110037,2024,69,1,0,0,0,0,1,0,0
110040,2022,104,12,4,2,0,0,1,0,5
110040,2023,159,17,3,2,0,0,7,0,9
110040,2024,45,4,0,1,0,0,2,0,1
110045,2022,180,18,8,2,0,0,4,1,3
110045,2023,267,18,6,3,0,1,3,1,7
110045,2024,95,7,2,1,0,0,0,2,3
110050,2022,94,6,3,2,0,0,0,1,2
110050,2023,57,2,0,1,0,0,0,0,1
110050,2024,18,0,0,0,0,0,0,0,0
110060,2022,39,4,1,2,0,0,0,0,1
110060,2023,34,5,4,0,0,0,1,1,0
110060,2024,9,1,1,0,0,0,0,0,1
110070,2022,62,5,2,0,0,0,1,1,2
110070,2023,55,7,1,0,0,0,1,3,3
110070,2024,15,0,0,0,0,0,0,0,0
110080,2022,241,40,18,6,1,0,5,1,19
110080,2023,289,59,17,1,0,0,11,7,33
110080,2024,75,18,7,1,0,0,2,1,9
110090,2022,25,6,3,2,0,0,0,1,2
110090,2023,45,1,1,0,0,0,0,0,0
110090,2024,13,0,0,0,0,0,0,0,0
110092,2022,121,7,1,1,0,0,1,0,5
110092,2023,97,17,3,1,0,0,3,1,10
110092,2024,18,2,0,0,0,0,0,0,2
110094,2022,159,16,10,0,0,1,5,1,5
110094,2023,185,23,9,2,0,0,4,1,13
110094,2024,73,2,1,0,0,0,0,0,2
110100,2022,49,2,0,0,0,0,0,0,2
110100,2023,52,10,1,0,0,0,1,1,7
110100,2024,7,1,1,0,0,0,0,0,1
110110,2022,69,7,2,1,0,0,1,2,2
110110,2023,71,10,3,2,0,0,0,2,6
110110,2024,21,3,0,0,0,0,0,0,3
110120,2022,56,4,1,1,0,0,0,1,1
110120,2023,81,11,4,0,0,1,0,1,8
110120,2024,40,4,1,0,0,0,0,0,3
110130,2022,50,0,0,0,0,0,0,0,0
110130,2023,72,7,1,1,0,0,1,2,3
110130,2024,17,1,0,0,0,0,0,0,1
110140,2022,119,13,6,2,0,0,3,2,2
110140,2023,95,9,4,0,0,1,2,1,2
110140,2024,49,4,1,0,0,0,0,0,3
110143,2022,54,2,0,0,0,0,2,0,0
110143,2023,39,4,1,2,0,1,0,0,1
110143,2024,6,1,0,0,0,0,0,0,1
110145,2022,41,1,0,0,0,0,0,0,1
110145,2023,35,2,2,0,0,0,0,0,1
110145,2024,11,1,0,0,0,0,0,0,1
110146,2022,29,1,0,0,0,0,0,0,1
110146,2023,36,2,0,0,0,0,0,0,2
110146,2024,7,2,1,0,0,0,0,0,1
110147,2022,21,3,0,1,0,0,2,0,0
110147,2023,28,1,0,0,0,0,0,0,1
110147,2024,13,1,0,0,0,0,0,0,1
110148,2022,22,3,1,0,0,0,0,0,2
110148,2023,31,6,1,1,0,0,2,0,3
110148,2024,19,5,2,0,0,0,0,0,3
110149,2022,230,22,15,6,0,0,0,0,2
110149,2023,296,23,14,0,0,1,2,3,4
110149,2024,120,5,3,1,0,0,0,1,0
110150,2022,190,8,4,1,0,0,0,0,3
110150,2023,194,14,6,1,0,0,2,1,5
110150,2024,52,3,1,2,0,0,1,0,0
110155,2022,21,0,0,0,0,0,0,0,0
110155,2023,27,2,0,0,0,0,0,0,2
110155,2024,8,0,0,0,0,0,0,0,0
110160,2022,53,5,0,2,0,0,1,1,2
110160,2023,57,1,1,0,0,0,0,0,0
110160,2024,18,1,0,0,0,0,0,1,0
110170,2022,123,27,1,3,0,0,2,0,23
110170,2023,137,30,5,2,0,0,2,5,23
110170,2024,58,8,1,0,0,0,0,0,7
110175,2022,45,4,1,1,0,0,2,1,0
110175,2023,42,3,2,0,0,0,0,0,1
110175,2024,15,1,0,0,0,0,0,1,0
110180,2022,48,6,1,1,0,0,3,0,1
110180,2023,43,3,2,1,0,0,0,0,1
110180,2024,4,0,0,0,0,0,0,0,0
120001,2022,164,13,4,1,0,0,7,0,1
120001,2023,175,16,10,0,0,1,4,1,1
120001,2024,65,6,2,0,0,0,5,0,0
120005,2022,214,7,5,0,0,0,3,0,0
120005,2023,250,9,5,1,0,0,0,2,1
120005,2024,123,1,0,0,0,0,0,1,0
120010,2022,672,22,10,3,2,0,6,0,5
120010,2023,658,20,8,4,3,0,3,2,3
120010,2024,294,13,1,3,1,0,1,6,6
120013,2022,77,7,6,1,0,0,1,0,0
120013,2023,82,10,6,1,1,0,3,0,0
120013,2024,28,3,3,0,0,0,0,0,0
120017,2022,121,15,7,2,2,0,4,1,1
120017,2023,114,8,2,0,1,0,3,1,0
120017,2024,46,6,2,1,1,0,1,0,1
120020,2022,1549,98,58,14,2,0,26,0,2
120020,2023,1853,134,94,14,1,0,22,3,4
120020,2024,700,69,46,6,0,0,9,6,4
120025,2022,317,9,4,3,1,0,2,0,1
120025,2023,349,18,10,0,2,0,4,2,2
120025,2024,197,21,5,3,2,0,4,4,6
120030,2022,572,13,3,0,1,0,6,3,0
120030,2023,720,29,8,5,8,1,5,5,0
120030,2024,287,16,7,2,2,0,6,1,0
120032,2022,63,5,3,0,0,1,1,1,0
120032,2023,61,2,1,0,1,0,0,0,0
120032,2024,23,4,2,0,2,0,0,0,1
120033,2022,283,14,10,2,0,0,2,0,1
120033,2023,427,27,16,1,1,0,9,1,0
120033,2024,167,21,14,1,0,0,5,4,0
120034,2022,144,10,7,1,1,0,0,0,1
120034,2023,187,7,4,0,1,0,3,0,0
120034,2024,86,1,0,0,0,0,1,0,0
120035,2022,268,22,18,1,0,0,1,0,1
120035,2023,370,25,15,3,2,0,2,2,0
120035,2024,138,12,11,0,0,0,1,1,0
120038,2022,195,13,5,2,2,0,1,2,1
120038,2023,195,12,7,0,1,0,1,3,0
120038,2024,74,6,4,0,1,0,0,0,1
120039,2022,216,16,9,3,0,0,2,0,2
120039,2023,274,15,11,0,1,0,3,0,0
120039,2024,130,8,7,0,0,0,1,0,0
120040,2022,6967,643,419,23,45,6,152,28,15
120040,2023,7036,651,377,35,55,6,153,27,29
120040,2024,2668,274,157,7,20,3,81,12,15
120042,2022,270,7,5,1,0,0,1,0,0
120042,2023,314,22,10,7,1,0,3,1,1
120042,2024,130,2,2,0,0,0,0,0,0
120043,2022,57,5,3,0,1,0,2,0,0
120043,2023,88,8,6,1,0,1,1,0,0
120043,2024,45,1,0,0,0,0,1,0,0
120045,2022,229,20,11,2,4,1,3,1,0
120045,2023,230,20,11,1,1,1,6,1,0
120045,2024,81,5,2,0,0,0,5,0,0
120050,2022,703,34,13,2,1,1,6,12,1
120050,2023,799,30,14,4,2,1,4,5,2
120050,2024,311,10,3,0,1,1,4,2,0
120060,2022,1056,23,3,7,1,0,4,11,0
120060,2023,1239,25,9,9,2,0,3,1,2
120060,2024,634,11,5,1,3,0,1,1,0
120070,2022,306,19,9,1,7,0,3,0,1
120070,2023,334,22,10,2,6,0,3,1,1
120070,2024,149,8,2,1,1,0,0,2,4
120080,2022,265,17,9,0,1,0,4,1,4
120080,2023,233,19,11,1,0,1,4,2,3
120080,2024,73,7,5,0,0,0,2,0,0
130002,2022,104,9,5,2,1,0,0,0,1
130002,2023,316,12,5,2,0,0,1,0,5
130002,2024,125,6,1,0,0,0,2,0,3
130006,2022,214,12,4,5,2,0,1,0,1
130006,2023,182,6,3,2,0,0,1,0,0
130006,2024,14,1,0,0,0,0,1,0,0
130008,2022,230,4,2,1,0,0,0,0,0
130008,2023,253,5,2,1,1,0,0,0,1
130008,2024,104,1,0,0,0,0,0,0,1
130010,2022,199,8,7,1,0,0,0,0,0
130010,2023,263,10,8,1,1,0,0,0,0
130010,2024,107,1,0,0,0,0,0,0,1
130014,2022,268,24,14,0,0,0,12,0,0
130014,2023,259,20,8,1,0,0,10,0,1
130014,2024,125,4,2,0,0,0,2,0,0
130020,2022,220,5,2,2,1,0,0,0,0
130020,2023,257,4,2,0,2,0,0,0,0
130020,2024,135,6,5,1,0,0,0,0,0
130030,2022,785,16,1,3,1,0,9,1,1
130030,2023,717,19,3,4,3,0,9,2,1
130030,2024,275,7,2,1,1,0,4,0,0
130040,2022,296,8,5,1,0,0,1,1,1
130040,2023,317,15,7,2,3,0,2,1,0
130040,2024,146,2,1,0,0,0,0,0,1
130050,2022,750,23,13,3,2,0,5,0,1
130050,2023,778,22,15,3,1,0,3,0,0
130050,2024,313,8,6,1,1,0,0,0,0
130060,2022,462,11,5,2,0,0,4,0,0
130060,2023,689,12,8,3,1,0,0,0,0
130060,2024,182,14,13,1,0,0,0,0,0
130063,2022,478,11,7,3,1,0,0,0,0
130063,2023,391,21,16,1,0,0,3,0,1
130063,2024,192,5,3,0,1,0,1,0,0
130068,2022,307,8,5,1,1,0,1,0,0
130068,2023,284,8,2,3,0,0,2,1,2
130068,2024,138,4,1,2,0,0,2,0,0
130070,2022,876,43,30,4,2,0,4,2,3
130070,2023,958,43,30,5,1,0,2,1,1
130070,2024,358,15,9,1,0,0,2,3,0
130080,2022,870,14,4,3,4,0,2,0,1
130080,2023,809,22,10,3,7,0,0,0,2
130080,2024,326,4,2,1,0,0,1,0,1
130083,2022,252,4,0,0,0,0,4,0,0
130083,2023,203,4,2,1,0,0,1,0,1
130083,2024,70,3,3,0,0,0,0,0,0
130090,2022,162,4,3,0,0,0,1,0,0
130090,2023,147,5,4,0,0,0,1,0,1
130090,2024,69,0,0,0,0,0,0,0,0
130100,2022,629,20,5,1,0,0,4,5,6
130100,2023,592,18,5,4,0,0,1,6,3
130100,2024,292,13,4,2,1,0,2,2,3
130110,2022,528,13,8,0,0,0,5,1,0
130110,2023,405,3,0,1,0,0,2,0,0
130110,2024,284,10,2,0,0,1,8,0,0
130115,2022,47,4,1,0,2,0,1,0,0
130115,2023,23,3,1,0,0,0,2,0,0
130115,2024,31,6,1,0,0,0,4,0,1
130120,2022,1629,86,47,11,5,0,10,0,16
130120,2023,1616,98,55,7,9,0,8,7,14
130120,2024,536,53,32,5,3,2,9,2,4
130130,2022,572,29,2,2,1,0,2,0,0
130130,2023,533,24,7,1,0,0,4,1,0
130130,2024,196,13,1,0,0,0,2,0,1
130140,2022,342,4,0,0,0,0,3,0,1
130140,2023,615,16,7,0,1,0,2,4,2
130140,2024,315,4,1,1,1,0,1,0,1
130150,2022,316,30,22,5,1,0,2,0,0
130150,2023,388,30,24,3,0,0,3,0,0
130150,2024,112,3,2,1,0,0,0,0,0
130160,2022,506,6,3,0,0,0,0,1,0
130160,2023,609,4,1,0,0,0,2,0,1
130160,2024,95,3,1,0,0,0,2,0,0
130165,2022,188,2,0,0,1,0,0,0,1
130165,2023,288,19,13,3,0,0,2,0,2
130165,2024,113,7,4,2,1,0,1,0,0
130170,2022,1059,87,60,13,0,0,6,5,11
130170,2023,976,52,30,5,0,1,15,1,6
130170,2024,77,9,7,1,0,0,0,1,1
130180,2022,390,12,2,6,0,0,1,0,5
130180,2023,442,14,7,1,1,0,1,1,3
130180,2024,194,3,2,0,0,0,0,0,1
130185,2022,455,28,4,2,2,0,19,1,3
130185,2023,211,9,1,1,1,0,5,1,1
130185,2024,90,6,2,2,0,0,3,1,2
130190,2022,2194,21,12,2,1,0,4,0,2
130190,2023,2051,27,18,2,1,0,6,0,0
130190,2024,770,18,7,3,2,1,5,1,2
130195,2022,133,9,9,0,0,0,0,0,0
130195,2023,287,0,0,0,0,0,0,0,0
130195,2024,80,1,1,0,0,0,0,0,0
130200,2022,212,7,5,0,0,0,2,0,0
130200,2023,214,8,6,0,1,0,1,1,0
130200,2024,90,4,2,0,0,0,2,0,0
130210,2022,144,1,0,0,0,0,0,1,0
130210,2023,185,3,2,0,0,0,1,0,0
130210,2024,58,1,0,0,0,0,0,0,1
130220,2022,85,5,4,0,1,0,0,0,0
130220,2023,1,0,0,0,0,0,0,0,0
130220,2024,0,0,0,0,0,0,0,0,0
130230,2022,677,9,3,0,6,0,0,0,0
130230,2023,457,4,1,0,3,0,0,0,0
130230,2024,5,0,0,0,0,0,0,0,0
130240,2022,971,30,7,5,2,0,6,9,4
130240,2023,620,17,5,6,0,0,3,3,1
130240,2024,274,8,3,4,0,0,3,0,2
130250,2022,2254,99,47,20,3,0,18,1,18
130250,2023,2137,98,34,19,7,0,34,2,9
130250,2024,944,30,13,2,3,1,6,0,8
130255,2022,322,10,4,3,0,0,4,0,1
130255,2023,248,11,4,1,1,0,4,1,1
130255,2024,78,8,0,2,2,1,3,0,2
130260,2022,29520,4010,684,251,785,132,2154,216,241
130260,2023,26322,3241,614,180,441,98,1824,220,211
130260,2024,9883,1333,252,113,99,47,767,60,119
130270,2022,948,45,22,4,1,0,3,14,3
130270,2023,919,42,31,4,0,0,5,0,2
130270,2024,442,13,10,2,0,0,1,0,1
130280,2022,220,8,3,2,0,0,2,0,1
130280,2023,224,11,5,3,0,0,0,0,4
130280,2024,37,4,0,0,0,0,1,0,3
130290,2022,1249,35,20,1,2,0,6,0,6
130290,2023,1270,73,50,10,1,0,8,1,5
130290,2024,428,17,10,3,0,1,3,0,1
130300,2022,163,3,2,1,0,0,0,0,1
130300,2023,54,3,0,1,1,0,1,0,0
130300,2024,41,4,3,0,0,0,1,0,0
130310,2022,651,20,12,3,0,0,6,0,1
130310,2023,619,21,14,0,0,0,8,0,0
130310,2024,293,10,5,0,1,0,4,0,0
130320,2022,330,15,6,3,2,0,1,0,1
130320,2023,338,9,2,3,1,0,3,0,1
130320,2024,169,3,0,0,0,0,2,0,1
130330,2022,486,7,4,3,0,0,0,0,0
130330,2023,469,16,9,3,0,0,1,0,3
130330,2024,174,9,5,2,1,0,1,0,2
130340,2022,2182,81,50,16,5,0,9,1,3
130340,2023,2362,56,33,15,1,0,4,0,4
130340,2024,1133,42,28,6,1,0,3,1,4
130350,2022,286,8,8,0,0,0,0,0,0
130350,2023,296,8,3,2,0,0,0,0,1
130350,2024,170,2,1,0,0,0,0,0,0
130353,2022,499,16,10,0,0,0,4,1,1
130353,2023,315,16,7,2,2,0,4,1,2
130353,2024,165,12,3,1,0,1,7,0,1
130356,2022,195,6,3,0,0,0,1,0,2
130356,2023,150,9,0,2,1,0,5,1,1
130356,2024,119,8,2,0,1,0,5,0,0
130360,2022,170,1,0,1,0,0,0,0,0
130360,2023,194,0,0,0,0,0,0,0,0
130360,2024,59,0,0,0,0,0,0,0,0
130370,2022,699,15,1,0,1,0,8,1,5
130370,2023,759,13,0,2,1,0,9,0,2
130370,2024,226,9,7,0,0,0,3,0,0
130380,2022,846,11,1,3,1,0,5,0,1
130380,2023,752,20,9,2,3,0,5,0,3
130380,2024,300,8,2,0,3,0,2,0,1
130390,2022,647,170,19,157,1,0,2,0,2
130390,2023,657,100,14,78,1,0,2,0,11
130390,2024,326,31,7,19,1,0,2,0,0
130395,2022,213,4,4,0,0,0,0,0,0
130395,2023,242,13,2,2,1,0,2,2,6
130395,2024,101,14,5,0,0,0,1,0,8
130400,2022,187,12,9,1,0,0,2,0,0
130400,2023,194,12,10,1,0,0,1,0,0
130400,2024,73,5,1,0,0,0,0,4,0
130406,2022,1248,45,18,13,9,0,2,0,6
130406,2023,262,11,3,0,5,0,1,1,0
130406,2024,16,2,1,0,0,0,1,0,0
130410,2022,442,6,4,0,0,0,1,0,0
130410,2023,298,4,1,0,1,0,1,0,2
130410,2024,11,0,0,0,0,0,0,0,0
130420,2022,2117,104,55,33,5,0,5,4,8
130420,2023,2091,205,77,25,10,0,9,3,102
130420,2024,892,93,29,9,2,0,3,0,56
130423,2022,439,3,2,1,0,0,0,0,1
130423,2023,396,5,4,1,0,0,0,0,0
130423,2024,219,4,2,1,0,0,0,0,1
130426,2022,306,6,4,1,0,0,0,0,1
130426,2023,243,8,4,0,0,0,3,0,1
130426,2024,6,3,1,0,0,0,1,0,1
130430,2022,233,15,11,1,0,0,3,0,1
130430,2023,354,16,14,0,0,0,2,0,0
130430,2024,127,5,3,1,0,0,0,0,1
130440,2022,152,3,0,1,0,0,2,0,0
130440,2023,219,3,3,0,0,0,1,0,0
130440,2024,42,0,0,0,0,0,0,0,0
140002,2022,249,26,8,2,7,0,5,9,2
140002,2023,228,23,6,3,4,0,6,6,2
140002,2024,23,0,0,0,0,0,0,0,0
140005,2022,321,40,16,3,6,0,2,20,3
140005,2023,285,31,17,0,9,0,4,2,2
140005,2024,34,5,5,0,0,0,0,0,0
140010,2022,9149,1016,495,130,168,4,129,199,122
140010,2023,8514,859,417,134,153,4,96,101,92
140010,2024,1501,124,58,30,9,2,15,2,11
140015,2022,420,36,18,2,8,0,6,8,4
140015,2023,389,17,3,1,9,0,3,4,2
140015,2024,56,5,2,2,0,0,1,0,0
140017,2022,432,42,19,3,11,0,5,7,7
140017,2023,359,29,15,3,9,0,3,5,3
140017,2024,36,3,3,0,0,0,0,0,0
140020,2022,305,30,13,1,4,0,4,8,7
140020,2023,307,34,15,1,13,0,8,4,2
140020,2024,48,0,0,0,0,0,0,0,0
140023,2022,178,13,9,0,2,0,5,1,1
140023,2023,188,13,6,0,4,0,2,1,1
140023,2024,27,2,1,1,0,0,0,0,0
140028,2022,131,12,4,1,2,0,0,4,2
140028,2023,126,10,5,1,1,0,0,3,0
140028,2024,17,1,1,0,0,0,0,0,0
140030,2022,375,36,19,3,6,0,7,7,3
140030,2023,356,33,16,4,6,0,6,4,4
140030,2024,34,1,0,1,0,0,0,0,0
140040,2022,396,30,12,3,4,0,8,5,5
140040,2023,406,35,18,4,4,1,6,5,4
140040,2024,60,3,1,0,1,0,0,0,1
140045,2022,682,78,26,12,16,1,17,19,8
140045,2023,677,69,36,11,13,2,13,11,5
140045,2024,127,6,0,2,1,0,2,1,1
140047,2022,753,55,28,8,6,0,12,8,4
140047,2023,661,53,25,7,7,0,6,2,9
140047,2024,53,3,1,0,2,0,0,0,0
140050,2022,100,6,3,0,2,0,2,0,0
140050,2023,119,8,5,0,2,0,0,0,0
140050,2024,30,1,1,0,0,0,0,0,0
140060,2022,118,11,4,1,2,0,1,1,2
140060,2023,87,7,6,0,0,0,0,1,0
140060,2024,10,0,0,0,0,0,0,0,0
140070,2022,262,26,6,1,8,0,3,8,4
140070,2023,257,30,8,3,9,0,3,3,6
140070,2024,47,2,0,0,0,0,1,0,1
150010,2022,2320,137,87,19,6,13,13,5,14
150010,2023,2488,176,111,17,9,21,14,8,28
150010,2024,945,86,44,15,2,5,13,1,16
150013,2022,120,4,3,0,0,0,1,1,0
150013,2023,141,3,2,1,0,0,0,0,0
150013,2024,50,4,3,1,0,0,1,0,0
150020,2022,960,87,34,7,5,20,9,10,23
150020,2023,1023,89,38,4,6,14,6,9,30
150020,2024,374,30,10,2,0,5,2,2,14
150030,2022,899,41,25,4,3,0,8,0,3
150030,2023,800,56,39,6,1,0,13,1,1
150030,2024,384,20,7,3,2,0,6,1,2
150034,2022,271,16,8,1,0,0,1,7,0
150034,2023,251,24,18,1,0,0,3,2,1
150034,2024,100,5,4,0,0,0,1,0,0
150040,2022,1173,40,28,1,3,0,0,8,0
150040,2023,1259,70,33,6,8,1,3,21,3
150040,2024,594,27,15,5,2,0,1,9,5
150050,2022,670,26,13,4,2,1,4,1,3
150050,2023,678,23,17,3,0,0,2,1,1
150050,2024,274,8,3,2,0,0,0,0,3
150060,2022,2754,302,192,49,0,2,36,29,11
150060,2023,2589,290,150,75,15,1,22,37,3
150060,2024,1173,151,76,31,8,1,13,31,4
150070,2022,755,41,29,2,3,1,2,2,3
150070,2023,754,25,13,3,2,3,3,5,4
150070,2024,360,13,10,1,0,1,0,1,1
150080,2022,6039,775,402,110,8,122,116,86,114
150080,2023,6258,794,415,66,16,98,131,71,146
150080,2024,2450,289,115,18,11,39,69,23,71
150085,2022,621,42,26,7,8,0,0,1,1
150085,2023,629,48,25,17,2,0,3,6,0
150085,2024,182,14,8,4,0,0,1,1,0
150090,2022,731,57,40,7,0,7,2,10,0
150090,2023,802,64,50,6,1,5,1,3,1
150090,2024,365,35,27,5,0,6,2,4,2
150095,2022,363,38,21,3,0,8,3,8,5
150095,2023,432,33,23,4,0,3,2,0,9
150095,2024,172,18,14,1,0,1,0,1,2
150100,2022,66,5,5,0,0,0,1,0,0
150100,2023,90,3,3,0,0,0,0,0,0
150100,2024,28,2,0,2,0,0,0,0,0
150110,2022,190,29,19,4,0,1,3,5,0
150110,2023,389,21,11,4,0,1,3,2,2
150110,2024,121,5,4,1,0,0,0,0,0
150120,2022,605,53,31,11,1,7,5,2,7
150120,2023,523,38,22,7,1,2,3,3,4
150120,2024,259,21,9,4,1,2,3,1,4
150125,2022,30,1,0,0,0,1,0,1,0
150125,2023,50,9,8,0,0,1,0,1,0
150125,2024,24,2,1,0,0,0,0,1,0
150130,2022,3129,139,69,10,5,29,20,27,24
150130,2023,2917,149,86,16,8,26,12,14,20
150130,2024,1257,70,25,13,2,19,10,8,19
150140,2022,14767,1843,1061,158,25,276,215,191,334
150140,2023,14568,1702,824,148,42,221,237,168,448
150140,2024,5535,629,253,56,14,91,84,81,209
150145,2022,284,8,3,1,0,0,4,0,1
150145,2023,280,9,6,1,1,0,0,1,0
150145,2024,124,2,0,1,0,0,0,1,0
150150,2022,886,115,63,16,1,20,15,10,19
150150,2023,947,149,70,12,2,18,20,9,47
150150,2024,339,39,15,1,0,7,4,5,11
150157,2022,250,11,3,1,2,1,3,1,1
150157,2023,257,18,10,2,3,1,0,3,1
150157,2024,115,6,6,0,0,0,1,0,0
150160,2022,193,9,8,0,0,1,1,0,1
150160,2023,191,7,4,1,1,1,1,0,0
150160,2024,66,3,2,0,0,0,0,1,1
150170,2022,2177,213,148,22,6,25,12,18,9
150170,2023,2104,180,126,26,3,11,3,15,14
150170,2024,955,73,46,14,0,5,3,5,6
150172,2022,329,13,9,1,0,0,2,1,0
150172,2023,384,32,25,5,0,2,1,1,1
150172,2024,106,9,3,3,0,0,1,1,1
150175,2022,65,4,2,1,1,0,0,1,0
150175,2023,69,6,3,0,1,0,1,0,1
150175,2024,26,1,0,1,0,0,0,0,0
150178,2022,531,29,18,5,2,0,2,5,1
150178,2023,662,27,21,3,2,0,1,1,2
150178,2024,263,13,11,1,0,0,0,1,0
150180,2022,2620,208,145,32,4,4,28,7,7
150180,2023,2775,200,119,29,15,2,39,7,5
150180,2024,1060,69,34,11,0,2,16,4,6
150190,2022,362,44,23,7,1,11,2,3,6
150190,2023,427,65,37,7,0,10,6,4,16
150190,2024,156,18,11,0,0,1,4,2,3
150195,2022,271,9,8,1,0,2,0,1,0
150195,2023,277,9,6,0,0,2,1,0,2
150195,2024,89,2,1,1,0,0,0,0,1
150200,2022,252,15,7,4,0,4,2,5,1
150200,2023,304,16,7,2,1,2,1,1,3
150200,2024,137,8,6,1,0,0,1,0,0
150210,2022,2238,113,72,14,1,8,3,21,7
150210,2023,2320,125,61,26,5,17,2,28,12
150210,2024,813,51,33,10,0,6,2,6,9
150215,2022,1246,42,8,20,0,0,8,0,7
150215,2023,1405,57,9,18,2,1,23,2,8
150215,2024,244,15,9,2,0,2,4,1,0
150220,2022,824,58,41,4,1,14,5,3,11
150220,2023,817,48,26,6,2,7,6,3,8
150220,2024,290,21,9,3,1,3,3,2,5
150230,2022,646,57,34,8,2,9,12,5,6
150230,2023,721,34,21,5,0,7,6,2,6
150230,2024,304,18,11,3,0,1,1,2,6
150240,2022,3075,157,75,34,1,16,13,35,13
150240,2023,2937,161,73,36,2,8,12,28,19
150240,2024,1145,56,32,10,2,8,2,10,3
150250,2022,149,14,12,0,1,0,1,0,0
150250,2023,195,22,13,2,0,0,5,3,4
150250,2024,75,8,4,0,0,0,2,1,1
150260,2022,115,11,5,3,0,0,2,0,1
150260,2023,147,18,11,3,0,3,0,1,3
150260,2024,45,3,2,1,0,0,0,0,0
150270,2022,592,31,19,4,0,0,10,0,1
150270,2023,621,42,29,5,1,1,7,0,2
150270,2024,224,16,14,0,0,0,3,1,0
150275,2022,468,58,31,5,2,7,5,4,14
150275,2023,424,44,20,4,3,3,3,2,15
150275,2024,184,22,9,0,1,4,3,2,9
150276,2022,156,20,12,2,3,0,0,5,0
150276,2023,185,20,16,0,1,0,1,3,0
