"MUNIC_RES","ano","sih_30_a_39","sih_40_a_49","sih_menor_30","sih_total"
320380,"2016",2,1,1,4
320380,"2017",1,1,0,2
320380,"2018",2,8,2,12
320380,"2019",0,0,2,2
320380,"2020",2,2,3,7
320380,"2021",0,0,1,1
320380,"2022",6,0,3,9
320380,"2023",1,1,0,2
320390,"2015",0,0,2,2
320390,"2016",0,0,2,2
320390,"2017",3,0,1,4
320390,"2018",0,1,6,7
320390,"2019",1,0,5,6
320390,"2020",0,0,2,2
320390,"2021",2,0,2,4
320390,"2022",3,0,1,4
320390,"2023",0,0,4,4
320400,"2015",0,0,2,2
320400,"2016",1,1,5,7
320400,"2017",2,0,3,5
320400,"2018",1,0,3,4
320400,"2019",0,1,4,5
320400,"2020",0,0,3,3
320400,"2021",1,0,2,3
320400,"2022",3,0,3,6
320400,"2023",3,0,2,5
320405,"2015",3,1,13,17
320405,"2016",2,1,12,15
320405,"2017",11,1,10,22
320405,"2018",7,1,7,15
320405,"2019",3,1,9,13
320405,"2020",0,1,10,11
320405,"2021",5,1,7,13
320405,"2022",2,1,11,14
320405,"2023",6,0,3,9
320410,"2015",6,3,16,25
320410,"2016",10,0,16,26
320410,"2017",6,4,17,27
320410,"2018",8,1,22,31
320410,"2019",5,3,17,25
320410,"2020",5,3,8,16
320410,"2021",1,0,5,6
320410,"2022",3,0,3,6
320410,"2023",0,0,7,7
320420,"2015",6,4,6,16
320420,"2016",6,2,9,17
320420,"2017",5,0,7,12
320420,"2018",4,0,4,8
320420,"2019",8,1,11,20
320420,"2020",6,1,12,19
320420,"2021",4,0,10,14
320420,"2022",5,1,17,23
320420,"2023",1,2,3,6
320425,"2015",1,1,0,2
320425,"2016",6,0,0,6
320425,"2017",0,2,1,3
320425,"2018",0,0,2,2
320425,"2019",1,0,1,2
320425,"2020",2,0,6,8
320425,"2022",0,0,1,1
320425,"2023",1,0,0,1
320430,"2015",1,0,2,3
320430,"2016",2,0,3,5
320430,"2017",0,1,3,4
320430,"2018",1,0,5,6
320430,"2019",0,2,7,9
320430,"2020",3,0,5,8
320430,"2021",1,0,5,6
320430,"2022",2,3,3,8
320430,"2023",3,1,2,6
320435,"2015",1,0,5,6
320435,"2016",2,0,5,7
320435,"2017",3,0,2,5
320435,"2018",1,0,4,5
320435,"2019",3,1,4,8
320435,"2020",3,2,3,8
320435,"2021",2,1,2,5
320435,"2022",2,2,5,9
320435,"2023",1,0,3,4
320440,"2015",1,1,1,3
320440,"2016",2,0,0,2
320440,"2017",3,0,4,7
320440,"2018",2,0,3,5
320440,"2019",1,0,1,2
320440,"2020",5,0,2,7
320440,"2021",0,0,1,1
320440,"2022",2,0,1,3
320440,"2023",0,0,1,1
320450,"2015",2,1,3,6
320450,"2016",10,0,1,11
320450,"2017",2,1,2,5
320450,"2018",0,1,2,3
320450,"2019",1,0,3,4
320450,"2020",0,2,5,7
320450,"2022",3,0,0,3
320450,"2023",2,0,0,2
320455,"2015",20,5,34,59
320455,"2016",21,8,34,63
320455,"2017",21,6,27,54
320455,"2018",18,3,32,53
320455,"2019",9,6,14,29
320455,"2020",13,3,14,30
320455,"2021",17,3,23,43
320455,"2022",15,5,14,34
320455,"2023",16,7,16,39
320460,"2015",1,0,8,9
320460,"2016",2,0,0,2
320460,"2017",1,0,2,3
320460,"2018",1,0,1,2
320460,"2019",3,1,5,9
320460,"2020",6,1,7,14
320460,"2021",5,2,2,9
320460,"2022",6,3,2,11
320460,"2023",1,2,1,4
320465,"2015",0,2,2,4
320465,"2016",1,0,2,3
320465,"2017",0,0,1,1
320465,"2018",1,0,1,2
320465,"2019",2,0,2,4
320465,"2021",0,1,1,2
320465,"2022",0,0,6,6
320465,"2023",1,1,1,3
320470,"2015",4,1,6,11
320470,"2016",5,0,5,10
320470,"2017",3,1,7,11
320470,"2018",1,1,3,5
320470,"2019",1,0,10,11
320470,"2020",2,0,6,8
320470,"2021",5,1,3,9
320470,"2022",2,0,2,4
320470,"2023",5,3,2,10
320480,"2015",0,0,1,1
320480,"2016",2,0,1,3
320480,"2017",0,0,5,5
320480,"2018",0,0,5,5
320480,"2019",0,0,5,5
320480,"2020",1,0,1,2
320480,"2021",2,0,0,2
320480,"2022",1,1,1,3
320480,"2023",1,0,1,2
320490,"2015",40,4,61,105
320490,"2016",29,4,51,84
320490,"2017",32,10,65,107
320490,"2018",24,6,51,81
320490,"2019",45,9,54,108
320490,"2020",31,13,56,100
320490,"2021",46,14,63,123
320490,"2022",20,8,43,71
320490,"2023",26,4,34,64
320495,"2015",1,0,2,3
320495,"2016",1,1,1,3
320495,"2017",0,0,3,3
320495,"2018",0,0,1,1
320495,"2019",3,0,0,3
320495,"2020",1,0,1,2
320495,"2021",0,0,1,1
320495,"2022",1,0,0,1
320495,"2023",2,0,0,2
320500,"2015",139,24,223,386
320500,"2016",133,26,205,364
320500,"2017",86,23,151,260
320500,"2018",109,21,144,274
320500,"2019",94,25,134,253
320500,"2020",87,19,142,248
320500,"2021",73,26,123,222
320500,"2022",88,31,133,252
320500,"2023",83,16,123,222
320501,"2015",3,2,11,16
320501,"2016",5,4,9,18
320501,"2017",3,1,10,14
320501,"2018",4,1,7,12
320501,"2019",2,2,8,12
320501,"2020",5,2,11,18
320501,"2021",3,1,7,11
320501,"2022",4,3,13,20
320501,"2023",2,0,2,4
320503,"2015",0,0,3,3
320503,"2016",2,0,0,2
320503,"2017",0,0,2,2
320503,"2018",2,0,1,3
320503,"2019",2,0,7,9
320503,"2020",3,2,0,5
320503,"2021",4,1,1,6
320503,"2022",4,0,7,11
320503,"2023",3,0,2,5
320506,"2015",4,1,11,16
320506,"2016",4,0,8,12
320506,"2017",12,1,6,19
320506,"2018",8,2,8,18
320506,"2019",5,1,2,8
320506,"2020",5,2,13,20
320506,"2021",1,1,11,13
320506,"2022",7,1,7,15
320506,"2023",3,0,2,5
320510,"2015",11,6,43,60
320510,"2016",17,2,15,34
320510,"2017",10,3,23,36
320510,"2018",13,0,21,34
320510,"2019",15,5,25,45
320510,"2020",14,6,17,37
320510,"2021",9,5,18,32
320510,"2022",5,3,14,22
320510,"2023",12,2,6,20
320515,"2016",1,0,0,1
320515,"2017",1,0,1,2
320515,"2018",0,0,1,1
320515,"2021",0,0,1,1
320515,"2022",1,0,1,2
320515,"2023",1,0,0,1
320517,"2015",0,0,4,4
320517,"2016",3,0,3,6
320517,"2017",3,0,6,9
320517,"2018",3,0,2,5
320517,"2019",0,0,2,2
320517,"2020",1,1,3,5
320517,"2021",4,0,4,8
320517,"2022",1,1,1,3
320517,"2023",1,0,3,4
320520,"2015",99,24,156,279
320520,"2016",61,13,156,230
320520,"2017",63,25,141,229
320520,"2018",82,26,131,239
320520,"2019",71,10,118,199
320520,"2020",57,11,110,178
320520,"2021",78,20,118,216
320520,"2022",72,23,108,203
320520,"2023",55,9,75,139
320530,"2015",63,13,128,204
320530,"2016",51,17,98,166
320530,"2017",69,8,95,172
320530,"2018",47,15,93,155
320530,"2019",69,16,105,190
320530,"2020",48,7,65,120
320530,"2021",55,13,71,139
320530,"2022",28,6,59,93
320530,"2023",29,8,44,81
330010,"2015",43,14,89,146
330010,"2016",34,11,95,140
330010,"2017",37,15,91,143
330010,"2018",45,19,84,148
330010,"2019",48,12,76,136
330010,"2020",49,13,78,140
330010,"2021",31,6,50,87
330010,"2022",26,14,39,79
330010,"2023",9,5,13,27
330015,"2015",0,0,3,3
330015,"2017",2,0,1,3
330015,"2018",0,0,2,2
330015,"2020",1,0,0,1
330015,"2021",1,0,2,3
330015,"2022",0,1,0,1
330015,"2023",0,0,1,1
330020,"2015",3,0,8,11
330020,"2016",9,0,14,23
330020,"2017",10,0,16,26
330020,"2018",13,3,14,30
330020,"2019",15,2,19,36
330020,"2020",10,2,14,26
330020,"2021",6,1,9,16
330020,"2022",17,3,23,43
330020,"2023",4,9,21,34
330022,"2015",1,0,3,4
330022,"2016",3,0,2,5
330022,"2017",1,0,6,7
330022,"2018",2,1,4,7
330022,"2019",0,0,3,3
330022,"2020",3,0,3,6
330022,"2021",4,0,3,7
330022,"2022",4,2,4,10
330022,"2023",1,1,4,6
330023,"2016",3,0,4,7
330023,"2017",16,4,36,56
330023,"2018",11,3,19,33
330023,"2019",18,4,46,68
330023,"2020",18,2,26,46
330023,"2021",11,5,27,43
330023,"2022",11,5,21,37
330023,"2023",12,1,18,31
330025,"2015",3,0,15,18
330025,"2016",10,1,25,36
330025,"2017",6,1,13,20
330025,"2018",4,0,10,14
330025,"2019",7,4,18,29
330025,"2020",2,0,12,14
330025,"2021",2,1,6,9
330025,"2022",1,0,3,4
330025,"2023",2,1,4,7
330030,"2015",16,2,24,42
330030,"2016",15,2,30,47
330030,"2017",14,4,31,49
330030,"2018",15,3,31,49
330030,"2019",17,5,20,42
330030,"2020",18,8,31,57
330030,"2021",17,7,40,64
330030,"2022",16,4,38,58
330030,"2023",9,3,20,32
330040,"2015",26,1,47,74
330040,"2016",17,4,39,60
330040,"2017",28,7,53,88
330040,"2018",41,14,60,115
330040,"2019",39,7,56,102
330040,"2020",38,9,55,102
330040,"2021",25,11,42,78
330040,"2022",30,14,48,92
330040,"2023",24,2,48,74
330045,"2015",49,12,159,220
330045,"2016",63,15,174,252
330045,"2017",55,15,189,259
330045,"2018",57,14,171,242
330045,"2019",63,20,187,270
330045,"2020",72,18,191,281
330045,"2021",74,16,179,269
330045,"2022",59,12,151,222
330045,"2023",39,4,96,139
330050,"2015",5,1,2,8
330050,"2016",3,0,6,9
330050,"2017",4,1,4,9
330050,"2018",1,1,2,4
330050,"2019",3,0,9,12
330050,"2021",2,0,2,4
330050,"2022",3,0,0,3
330050,"2023",0,0,1,1
330060,"2015",4,0,2,6
330060,"2016",2,0,9,11
330060,"2017",3,0,3,6
330060,"2018",0,0,3,3
330060,"2019",1,2,6,9
330060,"2020",6,0,8,14
330060,"2021",1,0,4,5
330060,"2022",3,2,5,10
330060,"2023",3,0,6,9
330070,"2015",62,11,121,194
330070,"2016",53,14,100,167
330070,"2017",47,14,114,175
330070,"2018",70,10,121,201
330070,"2019",59,18,119,196
330070,"2020",52,5,89,146
330070,"2021",39,15,110,164
330070,"2022",52,14,89,155
330070,"2023",37,17,67,121
330080,"2015",16,1,40,57
330080,"2016",17,5,46,68
330080,"2017",10,2,16,28
330080,"2018",0,1,6,7
330080,"2019",2,3,2,7
330080,"2020",5,1,2,8
330080,"2021",5,0,5,10
330080,"2022",3,0,5,8
330080,"2023",2,0,3,5
330090,"2015",3,0,2,5
330090,"2016",0,0,2,2
330090,"2017",0,0,1,1
330090,"2018",1,0,3,4
330090,"2019",0,0,2,2
330090,"2021",2,0,3,5
330090,"2022",2,0,1,3
330093,"2015",2,0,3,5
330093,"2016",0,0,3,3
330093,"2017",2,1,5,8
330093,"2018",2,0,3,5
330093,"2019",3,1,1,5
330093,"2020",4,0,4,8
330093,"2021",2,0,5,7
330093,"2022",2,1,3,6
330093,"2023",1,0,3,4
330095,"2015",2,2,8,12
330095,"2016",1,0,6,7
330095,"2017",3,0,2,5
330095,"2018",1,1,4,6
330095,"2019",3,0,4,7
330095,"2020",1,0,1,2
330095,"2021",3,0,2,5
330095,"2022",1,2,1,4
330095,"2023",1,0,1,2
330100,"2015",141,25,228,394
330100,"2016",93,20,160,273
330100,"2017",104,32,215,351
330100,"2018",113,20,201,334
330100,"2019",83,23,192,298
330100,"2020",80,35,176,291
330100,"2021",80,26,187,293
330100,"2022",98,34,195,327
330100,"2023",69,28,144,241
330110,"2015",1,0,2,3
330110,"2016",3,0,3,6
330110,"2018",1,0,0,1
330110,"2019",0,0,1,1
330110,"2020",0,0,1,1
330115,"2015",0,0,4,4
330115,"2016",1,0,4,5
330115,"2017",0,0,3,3
330115,"2018",1,0,1,2
330115,"2019",2,0,3,5
330115,"2020",2,0,2,4
330115,"2021",2,0,6,8
330115,"2022",2,0,0,2
330115,"2023",0,0,2,2
330120,"2017",1,0,0,1
330120,"2019",1,0,0,1
330120,"2020",1,0,0,1
330120,"2022",0,0,3,3
330120,"2023",1,0,4,5
330130,"2015",2,0,11,13
330130,"2016",5,1,14,20
330130,"2017",2,2,5,9
330130,"2018",1,0,4,5
330130,"2019",5,1,11,17
330130,"2020",2,0,6,8
330130,"2021",8,0,13,21
330130,"2022",10,2,24,36
330130,"2023",4,0,10,14
330140,"2015",1,2,5,8
330140,"2016",0,2,14,16
330140,"2017",3,1,9,13
330140,"2018",2,0,10,12
330140,"2019",2,1,6,9
330140,"2020",0,0,3,3
330140,"2021",3,2,5,10
330140,"2022",0,0,1,1
330140,"2023",1,0,4,5
330150,"2015",9,1,16,26
330150,"2016",7,2,19,28
330150,"2017",7,2,14,23
330150,"2019",1,0,0,1
330150,"2021",1,0,1,2
330150,"2023",1,0,0,1
330160,"2017",0,0,2,2
330160,"2019",1,0,3,4
330160,"2022",1,0,0,1
330170,"2015",311,67,756,1134
330170,"2016",231,69,589,889
330170,"2017",199,41,452,692
330170,"2018",154,51,375,580
330170,"2019",181,43,370,594
330170,"2020",146,36,384,566
330170,"2021",146,31,307,484
330170,"2022",94,25,209,328
330170,"2023",63,22,152,237
330180,"2015",2,0,3,5
330180,"2016",1,1,2,4
330180,"2017",1,0,8,9
330180,"2018",3,0,5,8
330180,"2019",0,0,2,2
330180,"2020",1,0,3,4
330180,"2021",4,0,2,6
330180,"2022",0,0,4,4
330180,"2023",1,0,0,1
330185,"2015",19,2,30,51
330185,"2016",23,3,27,53
330185,"2017",14,4,33,51
330185,"2018",5,1,16,22
330185,"2019",15,3,20,38
330185,"2020",10,4,13,27
330185,"2021",11,6,24,41
330185,"2022",15,2,9,26
330185,"2023",5,2,10,17
330187,"2015",1,0,1,2
330187,"2016",3,3,9,15
330187,"2017",3,1,2,6
330187,"2018",2,0,4,6
330187,"2019",1,2,8,11
330187,"2020",4,2,5,11
330187,"2021",1,1,4,6
330190,"2015",72,9,142,223
330190,"2016",36,8,70,114
330190,"2017",45,16,90,151
330190,"2018",33,16,77,126
330190,"2019",41,8,74,123
330190,"2020",43,10,89,142
330190,"2021",31,9,76,116
330190,"2022",43,10,63,116
330190,"2023",14,7,49,70
330200,"2015",26,3,51,80
330200,"2016",27,10,75,112
330200,"2017",15,3,40,58
330200,"2018",22,3,43,68
330200,"2019",34,3,42,79
330200,"2020",25,7,55,87
330200,"2021",23,10,49,82
330200,"2022",34,3,61,98
330200,"2023",19,1,35,55
330205,"2016",1,0,0,1
330205,"2017",0,0,2,2
330205,"2018",2,0,1,3
330205,"2019",1,0,1,2
330210,"2015",0,0,4,4
330210,"2016",0,0,1,1
330210,"2017",0,0,1,1
330210,"2022",1,1,0,2
330210,"2023",0,0,1,1
330220,"2015",6,2,43,51
330220,"2016",14,3,32,49
330220,"2017",14,5,34,53
330220,"2018",10,6,24,40
330220,"2019",8,0,18,26
330220,"2020",10,6,26,42
330220,"2021",13,5,28,46
330220,"2022",9,0,17,26
330220,"2023",9,6,24,39
330225,"2015",3,0,7,10
330225,"2016",5,0,11,16
330225,"2017",3,1,5,9
330225,"2018",3,2,7,12
330225,"2019",5,1,7,13
330225,"2020",0,1,6,7
330225,"2021",3,0,6,9
330225,"2022",5,2,8,15
330225,"2023",2,0,2,4
330227,"2015",12,1,37,50
330227,"2016",10,1,25,36
330227,"2017",7,1,38,46
330227,"2018",10,2,31,43
330227,"2019",13,2,29,44
330227,"2020",11,4,30,45
330227,"2021",9,3,17,29
330227,"2022",4,0,21,25
330227,"2023",5,3,20,28
330230,"2015",0,0,2,2
330230,"2016",0,0,3,3
330230,"2018",1,0,0,1
330230,"2019",0,0,2,2
330230,"2020",0,0,2,2
330240,"2015",55,9,138,202
330240,"2016",47,7,119,173
330240,"2017",62,19,107,188
330240,"2018",27,10,63,100
330240,"2019",58,11,123,192
330240,"2020",44,15,74,133
330240,"2021",51,11,94,156
330240,"2022",61,7,102,170
330240,"2023",55,14,63,132
330245,"2015",0,0,1,1
330245,"2020",0,0,1,1
330250,"2015",69,17,170,256
330250,"2016",71,12,168,251
330250,"2017",53,16,145,214
330250,"2018",50,9,130,189
330250,"2019",76,15,123,214
330250,"2020",66,16,122,204
330250,"2021",47,16,114,177
330250,"2022",51,15,96,162
330250,"2023",30,11,67,108
330260,"2015",7,3,20,30
330260,"2016",15,2,18,35
330260,"2017",5,2,17,24
330260,"2018",7,0,9,16
330260,"2019",6,0,4,10
330260,"2020",2,0,4,6
330260,"2021",4,0,1,5
330260,"2022",1,0,1,2
330260,"2023",1,0,2,3
330270,"2015",37,4,85,126
330270,"2016",7,1,12,20
330270,"2017",9,8,23,40
330270,"2018",32,7,47,86
330270,"2019",29,9,44,82
330270,"2020",11,4,27,42
330270,"2021",29,13,56,98
330270,"2022",27,17,58,102
330270,"2023",33,14,56,103
330280,"2015",3,1,2,6
330280,"2016",7,0,12,19
330280,"2017",1,0,6,7
330280,"2018",2,0,4,6
330280,"2019",1,1,3,5
330280,"2020",5,1,3,9
330280,"2021",2,2,2,6
330280,"2022",3,0,2,5
330280,"2023",1,1,3,5
330285,"2015",42,10,75,127
330285,"2016",33,4,63,100
330285,"2017",40,8,74,122
330285,"2018",28,8,67,103
330285,"2019",29,8,71,108
330285,"2020",30,7,50,87
330285,"2021",34,11,50,95
330285,"2022",28,5,48,81
330285,"2023",22,6,34,62
330290,"2015",2,6,17,25
330290,"2016",7,1,9,17
330290,"2017",7,2,13,22
330290,"2018",7,1,8,16
330290,"2019",5,3,5,13
330290,"2020",1,2,11,14
330290,"2021",2,1,5,8
330290,"2022",2,0,6,8
330290,"2023",3,0,1,4
330300,"2015",1,0,1,2
330300,"2016",1,0,1,2
330300,"2017",0,1,0,1
330300,"2018",1,0,0,1
330300,"2019",1,0,0,1
330300,"2021",0,1,0,1
330300,"2022",2,0,1,3
330310,"2015",1,0,3,4
330310,"2016",1,0,2,3
330310,"2017",2,0,6,8
330310,"2018",2,0,2,4
330310,"2019",2,0,1,3
330310,"2020",0,1,8,9
330310,"2021",3,0,3,6
330310,"2022",0,0,5,5
330310,"2023",2,0,2,4
330320,"2015",27,10,65,102
330320,"2016",19,1,49,69
330320,"2017",22,4,46,72
330320,"2018",20,7,47,74
330320,"2019",34,3,35,72
330320,"2020",19,4,47,70
330320,"2021",22,7,48,77
330320,"2022",29,5,35,69
330320,"2023",15,3,30,48
330330,"2015",30,4,30,64
330330,"2016",21,4,33,58
330330,"2017",18,4,33,55
330330,"2018",12,2,30,44
330330,"2019",18,2,26,46
330330,"2020",21,8,41,70
330330,"2021",18,5,40,63
330330,"2022",19,6,35,60
330330,"2023",17,7,22,46
330340,"2015",34,13,54,101
330340,"2016",34,9,48,91
330340,"2017",36,12,65,113
330340,"2018",41,7,51,99
330340,"2019",23,9,44,76
330340,"2020",18,10,31,59
330340,"2021",30,6,29,65
330340,"2022",27,8,44,79
330340,"2023",24,3,35,62
330350,"2015",133,23,316,472
330350,"2016",127,25,338,490
330350,"2017",152,30,362,544
330350,"2018",142,31,328,501
330350,"2019",127,31,305,463
330350,"2020",134,24,315,473
330350,"2021",131,30,262,423
330350,"2022",116,36,262,414
330350,"2023",90,20,177,287
330360,"2015",3,1,0,4
330360,"2016",1,0,5,6
330360,"2017",5,1,5,11
330360,"2018",7,0,6,13
330360,"2019",4,2,12,18
330360,"2020",4,2,8,14
330360,"2021",4,1,14,19
330360,"2022",3,1,11,15
330360,"2023",3,1,14,18
330370,"2015",5,3,17,25
330370,"2016",10,3,16,29
330370,"2017",10,1,22,33
330370,"2018",7,3,11,21
330370,"2019",7,2,17,26
330370,"2020",2,5,14,21
330370,"2021",4,2,14,20
330370,"2022",5,1,8,14
330370,"2023",6,4,11,21
330380,"2015",17,6,26,49
330380,"2016",14,2,37,53
330380,"2017",22,5,23,50
330380,"2018",10,4,13,27
330380,"2019",12,2,22,36
330380,"2020",19,8,28,55
330380,"2021",13,5,18,36
330380,"2022",18,5,20,43
330380,"2023",10,3,15,28
330385,"2015",8,1,12,21
330385,"2016",2,2,15,19
330385,"2017",5,2,13,20
330385,"2018",6,0,9,15
330385,"2019",1,0,17,18
330385,"2020",5,6,7,18
330385,"2021",3,2,9,14
330385,"2022",5,2,6,13
330385,"2023",1,1,1,3
330390,"2015",67,21,119,207
330390,"2016",60,19,110,189
330390,"2017",88,26,127,241
330390,"2018",63,17,97,177
330390,"2019",34,9,68,111
330390,"2020",37,18,72,127
330390,"2021",45,14,57,116
330390,"2022",28,6,50,84
330390,"2023",16,4,39,59
330395,"2015",4,0,7,11
330395,"2016",1,1,3,5
330395,"2017",6,2,9,17
330395,"2018",2,1,3,6
330395,"2019",2,1,2,5
330395,"2020",9,0,8,17
330395,"2021",9,1,5,15
330395,"2022",6,0,2,8
330395,"2023",4,0,2,6
330400,"2015",3,1,6,10
330400,"2016",3,1,6,10
330400,"2017",5,2,5,12
330400,"2018",5,3,9,17
330400,"2019",2,1,14,17
330400,"2020",5,2,13,20
330400,"2021",5,1,5,11
330400,"2022",8,3,12,23
330400,"2023",1,0,3,4
330410,"2015",1,0,3,4
330410,"2016",0,0,2,2
330410,"2018",1,0,0,1
330410,"2019",1,0,0,1
330410,"2020",1,0,0,1
330411,"2015",0,0,5,5
330411,"2016",0,0,10,10
330411,"2017",3,0,6,9
330411,"2018",2,0,2,4
330411,"2019",0,0,3,3
330411,"2020",1,1,4,6
330411,"2021",0,0,3,3
330411,"2022",1,0,8,9
330411,"2023",2,2,3,7
330412,"2015",1,1,4,6
330412,"2016",4,2,5,11
330412,"2017",1,0,3,4
330412,"2018",3,0,1,4
330412,"2019",1,2,4,7
330412,"2020",3,0,1,4
330412,"2021",0,0,4,4
330412,"2022",1,1,0,2
330412,"2023",1,0,1,2
330414,"2015",28,5,61,94
330414,"2016",28,6,62,96
330414,"2017",26,4,60,90
330414,"2018",23,4,53,80
330414,"2019",22,6,54,82
330414,"2020",17,5,32,54
330414,"2021",9,6,16,31
330414,"2022",8,3,28,39
330414,"2023",13,3,33,49
330415,"2015",8,2,16,26
330415,"2016",10,0,10,20
330415,"2017",2,4,8,14
330415,"2018",10,2,8,20
330415,"2019",3,2,9,14
330415,"2020",6,1,4,11
330415,"2021",3,0,4,7
330415,"2022",8,0,7,15
330415,"2023",4,0,6,10
330420,"2015",20,7,32,59
330420,"2016",21,4,42,67
330420,"2017",16,2,30,48
330420,"2018",12,1,19,32
330420,"2019",20,5,39,64
330420,"2020",20,7,24,51
330420,"2021",7,7,25,39
330420,"2022",9,1,23,33
330420,"2023",7,1,16,24
330430,"2015",1,0,2,3
330430,"2016",1,0,10,11
330430,"2017",3,0,0,3
330430,"2019",4,0,6,10
330430,"2020",0,0,3,3
330430,"2021",1,1,6,8
330430,"2022",1,0,3,4
330430,"2023",0,0,4,4
330440,"2015",5,0,2,7
330440,"2016",5,1,1,7
330440,"2017",1,0,6,7
330440,"2018",2,0,1,3
330440,"2019",3,4,5,12
330440,"2020",2,1,4,7
330440,"2021",0,2,7,9
330440,"2022",0,0,2,2
330440,"2023",0,1,1,2
330450,"2015",0,1,1,2
330450,"2016",0,1,4,5
330450,"2017",2,0,3,5
330450,"2018",0,1,3,4
330450,"2019",2,0,0,2
330450,"2020",1,0,1,2
330450,"2021",0,0,4,4
330450,"2022",0,1,0,1
330452,"2015",29,10,94,133
330452,"2016",46,9,78,133
330452,"2017",44,9,71,124
330452,"2018",38,6,57,101
330452,"2019",37,8,66,111
330452,"2020",34,10,66,110
330452,"2021",35,8,59,102
330452,"2022",28,11,60,99
330452,"2023",18,6,50,74
330455,"2015",1614,321,3228,5163
330455,"2016",1223,258,2640,4121
330455,"2017",1241,300,2503,4044
330455,"2018",1068,282,2191,3541
330455,"2019",1079,288,2050,3417
330455,"2020",970,267,1902,3139
330455,"2021",892,232,1771,2895
330455,"2022",982,253,1849,3084
330455,"2023",741,204,1297,2242
330460,"2015",1,0,0,1
330460,"2016",1,0,0,1
330460,"2017",1,1,2,4
330460,"2018",0,0,4,4
330460,"2019",0,0,1,1
330460,"2020",2,0,1,3
330460,"2022",0,0,2,2
330460,"2023",0,0,3,3
330470,"2015",6,0,13,19
330470,"2016",9,3,20,32
330470,"2017",11,7,10,28
330470,"2018",8,1,13,22
330470,"2019",9,1,10,20
330470,"2020",4,0,3,7
330470,"2021",6,0,10,16
330470,"2022",5,0,10,15
330470,"2023",1,0,8,9
330475,"2015",14,0,16,30
330475,"2016",8,1,16,25
330475,"2017",16,2,12,30
330475,"2018",10,4,22,36
330475,"2019",7,1,13,21
330475,"2020",5,0,20,25
330475,"2021",11,5,15,31
330475,"2022",8,3,18,29
330475,"2023",1,2,7,10
330480,"2016",1,0,4,5
330480,"2017",3,0,1,4
330480,"2018",2,2,6,10
330480,"2019",5,1,7,13
330480,"2020",3,0,5,8
330480,"2021",1,0,3,4
330480,"2022",2,0,1,3
330480,"2023",1,0,1,2
330490,"2015",115,20,256,391
330490,"2016",174,36,420,630
330490,"2017",31,1,91,123
330490,"2018",13,1,39,53
330490,"2019",65,7,124,196
330490,"2020",105,30,226,361
330490,"2021",100,22,268,390
330490,"2022",140,30,276,446
330490,"2023",94,21,219,334
330500,"2015",10,5,17,32
330500,"2016",8,3,16,27
330500,"2017",4,4,7,15
330500,"2018",4,3,12,19
330500,"2019",8,2,9,19
330500,"2020",5,0,5,10
330500,"2021",6,2,10,18
330500,"2022",5,1,10,16
330500,"2023",4,1,6,11
330510,"2015",88,17,180,285
330510,"2016",65,9,158,232
330510,"2017",79,18,184,281
330510,"2018",82,15,161,258
330510,"2019",66,14,181,261
330510,"2020",56,12,139,207
330510,"2021",79,14,138,231
330510,"2022",78,13,185,276
330510,"2023",33,10,104,147
330513,"2017",0,0,1,1
330515,"2015",1,0,0,1
330515,"2016",1,0,1,2
330515,"2017",0,0,3,3
330515,"2018",3,0,6,9
330515,"2019",3,0,3,6
330515,"2020",1,1,0,2
330515,"2021",3,0,4,7
330515,"2022",6,3,1,10
330520,"2015",48,3,51,102
330520,"2016",29,4,39,72
330520,"2017",36,10,65,111
330520,"2018",28,4,54,86
330520,"2019",36,17,61,114
330520,"2020",32,11,49,92
330520,"2021",35,5,39,79
330520,"2022",43,11,55,109
330520,"2023",19,15,36,70
330530,"2015",1,1,4,6
330530,"2016",0,0,1,1
330530,"2017",0,0,5,5
330530,"2018",3,2,2,7
330530,"2019",2,0,3,5
330530,"2020",1,1,1,3
330530,"2021",0,0,3,3
330530,"2022",2,0,7,9
330530,"2023",2,0,2,4
330540,"2015",2,1,4,7
330540,"2016",3,0,3,6
330540,"2017",1,1,2,4
330540,"2018",4,2,2,8
330540,"2019",0,0,4,4
330540,"2020",2,0,3,5
330540,"2021",1,0,4,5
330540,"2022",2,1,6,9
330540,"2023",1,2,4,7
330550,"2015",6,0,11,17
330550,"2016",20,6,31,57
330550,"2017",8,3,16,27
330550,"2018",5,0,9,14
330550,"2019",11,3,15,29
330550,"2020",6,0,11,17
330550,"2021",7,3,26,36
330550,"2022",6,0,12,18
330550,"2023",4,1,13,18
330555,"2015",19,4,29,52
330555,"2016",2,1,8,11
330555,"2017",4,2,18,24
330555,"2018",10,1,17,28
330555,"2019",11,1,23,35
330555,"2020",10,1,27,38
330555,"2021",16,4,26,46
330555,"2022",8,6,28,42
330555,"2023",9,5,22,36
330560,"2015",2,0,2,4
330560,"2017",1,0,2,3
330560,"2019",1,1,1,3
330560,"2020",1,0,0,1
330560,"2021",2,0,2,4
330560,"2022",1,1,4,6
330560,"2023",0,0,2,2
330570,"2015",1,1,4,6
330570,"2016",3,0,2,5
330570,"2017",2,1,2,5
330570,"2018",3,0,2,5
330570,"2019",4,0,2,6
330570,"2020",1,0,3,4
330570,"2021",1,1,7,9
330570,"2022",1,0,2,3
330570,"2023",0,0,1,1
330575,"2015",1,0,8,9
330575,"2016",2,0,2,4
