UF,ANO,NOME,local,não_local,dentro_regiao_saude,dentro_macrorregiao_saude,fora_macrorregiao_saude,outra_uf,destino_total,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,km_partos_na_região,km_partos_na_região_alta_complexidade,km_partos_na_região_baixa_complexidade,km_partos_na_macrorregião,km_partos_na_macrorregião_alta_complexidade,km_partos_na_macrorregião_baixa_complexidade,km_partos_fora_macrorregião,km_partos_fora_macrorregião_alta_complexidade,km_partos_fora_macrorregião_baixa_complexidade,km_partos_fora_UF,km_partos_fora_UF_alta_complexidade,km_partos_fora_UF_baixa_complexidade
27.0,2012, Alagoas,29193.0,23317.0,12776.0,7812.0,1572.0,1157.0,52510.0,40.0265,40.0071,40.99,28.0202,28.0202,28.0202,77.4886,75.2611,77.6507,56.2496,56.2496,56.2496,40.0071,40.0071,38.0953
27.0,2013, Alagoas,28566.0,23922.0,13591.0,7684.0,1457.0,1190.0,52488.0,39.2156,40.0071,38.0953,28.0202,29.1076,28.0202,77.4886,75.2611,77.6507,56.2496,61.5857,56.2496,38.0953,40.0071,38.0953
27.0,2014, Alagoas,28748.0,23111.0,13676.0,6825.0,1398.0,1212.0,51859.0,37.1441,39.2156,36.0689,28.0202,29.1076,28.0202,77.4886,77.4886,77.6507,56.2496,62.6348,47.95,38.0953,40.0071,38.0953
27.0,2015, Alagoas,29280.0,22977.0,14157.0,6616.0,1297.0,907.0,52257.0,38.0953,40.0071,36.0689,28.6983,30.0889,28.0202,77.6507,77.6507,77.6507,62.1859,62.1859,61.5857,38.0953,57.8174,38.0953
27.0,2016, Alagoas,26857.0,21307.0,12965.0,6038.0,1159.0,1145.0,48164.0,38.0953,39.2156,37.1441,29.1076,29.1076,28.6983,77.6507,77.4886,77.6507,62.2053,68.1762,62.1956,40.0071,44.3517,38.0953
27.0,2017, Alagoas,28431.0,21937.0,13674.0,5973.0,1259.0,1031.0,50368.0,38.0953,40.0071,36.0689,28.6983,29.1076,28.0202,77.6507,80.703,77.6507,65.4462,68.1762,62.1956,40.0071,40.0071,38.0953
27.0,2018, Alagoas,29132.0,23364.0,15080.0,6206.0,1182.0,896.0,52496.0,37.1441,40.0071,36.0689,28.6983,30.0889,28.0202,77.6507,77.4886,80.703,74.0044,74.0044,71.593,40.0071,40.0071,38.0953
27.0,2019, Alagoas,28129.0,21674.0,14114.0,5951.0,1023.0,586.0,49803.0,37.1441,39.2156,36.0689,29.1076,30.0889,32.9590229712323,80.703,77.4886,80.703,71.593,68.1762,71.593,44.3517,102.854,38.0953
27.0,2020, Alagoas,26780.0,21561.0,14144.0,5779.0,1032.0,606.0,48341.0,36.742,39.2156,36.0689,28.0202,28.0202,28.6983,80.703,77.4886,80.703,62.1859,62.1859,62.8955,40.0071,44.3517,38.0953
28.0,2012, Sergipe,14569.0,19539.0,10191.0,9188.0,0.0,160.0,34108.0,34.7583,28.5496,40.0581,27.3176,29.4134,20.8793,54.0195,37.364,62.0958,0,0,0,44.28325,118.8296,34.2433
28.0,2013, Sergipe,15227.0,19001.0,10095.0,8689.0,1.0,216.0,34228.0,35.0528,30.5966,37.7809,27.3176,20.8793,28.7029,60.3894,51.5027,62.3958,  NA,0,  NA,64.3511,322.4997,30.9014
28.0,2014, Sergipe,15165.0,19204.0,10540.0,8437.0,0.0,227.0,34369.0,34.7583,28.5496,38.0194,27.3176,20.8793,29.4134,53.6823,37.364,62.3958,0,0,0,47.2338,210.24565,30.9014
28.0,2015, Sergipe,14918.0,19999.0,9923.0,9726.0,0.0,350.0,34917.0,35.0528,28.5496,39.4989,26.4204,20.8793,28.5129,54.0882,39.4989,62.3958,0,0,0,30.7487,95.9641,6.4669
28.0,2016, Sergipe,13682.0,18536.0,8685.0,9499.0,0.0,352.0,32218.0,37.364,29.4134,41.5842,27.3176,20.8793,28.7029,61.322,52.5985,67.4656,0,0,0,31.8668,182.2772,30.7487
28.0,2017, Sergipe,14187.0,19680.0,9270.0,10141.0,0.0,269.0,33867.0,37.364,30.5966,42.8114,27.3176,20.8793,28.7029,62.0958,48.7323,67.7992,0,0,0,74.9993,118.8296,32.4981
28.0,2018, Sergipe,14349.0,19907.0,8631.0,11038.0,0.0,238.0,34256.0,39.4989,30.5966,43.217,27.3176,20.8793,27.3176,67.4656,54.0882,67.7992,0,0,0,74.9993,95.9641,32.4981
28.0,2019, Sergipe,12857.0,19840.0,7658.0,11966.0,0.0,216.0,32697.0,44.5931,38.0194,47.1722,23.9378,20.8793,33.9363465145081,67.7992,67.7992,68.507,0,0,0,74.9993,199.1397,31.3841
28.0,2020, Sergipe,12640.0,19144.0,8623.0,10325.0,0.0,196.0,31784.0,37.364,30.5966,43.217,27.3176,20.8793,30.5966,61.322,52.5985,67.7992,0,0,0,74.9993,105.9655,30.9014
29.0,2012, Bahia,146094.0,63905.0,42900.0,9200.0,7257.0,4548.0,209999.0,52.0101,51.0044,52.9572,42.6139,44.7712,41.2364,65.9867,55.7099,71.0151,111.7134,142.5351,93.5781,84.8575,64.2364,92.0187
29.0,2013, Bahia,141117.0,62225.0,41160.0,9492.0,6919.0,4654.0,203342.0,52.0101,51.0044,52.0101,42.6139,42.1769,44.3662,62.1234,51.0044,71.0151,115.4847,161.5881,88.5374,92.0187,64.2364,92.7576
29.0,2014, Bahia,140393.0,63641.0,42534.0,9426.0,6993.0,4688.0,204034.0,52.9709,52.9709,53.3692,44.7712,42.6139,46.0994,63.433,51.0044,86.0395,115.2345,166.2906,83.0826,84.8575,64.2364,84.8575
29.0,2015, Bahia,142131.0,64524.0,43586.0,9565.0,6768.0,4605.0,206655.0,53.3152,51.213,54.6794,45.4565,42.4876,47.638,63.0229,51.0044,89.37625,115.2345,156.1054,89.9195,84.8575,64.2364,92.0187
29.0,2016, Bahia,137568.0,62262.0,42365.0,9321.0,6317.0,4259.0,199830.0,53.8231,51.0044,57.0806,47.638,41.2364,50.6885,65.9867,51.0044,98.13235,115.2345,158.44625,89.9195,92.7576,64.2364,98.6445
29.0,2017, Bahia,141338.0,62758.0,42742.0,9297.0,6159.0,4560.0,204096.0,54.829,52.9709,56.5925,48.4186,42.6139,49.1874,68.429,51.0044,100.8179,115.4847,161.5881,91.7172,92.0187,64.2364,92.7576
29.0,2018, Bahia,142663.0,62669.0,41882.0,9559.0,6462.0,4766.0,205332.0,56.5112,52.9709,59.7156,48.4186,42.0818,50.6885,79.0775,56.5194,102.7347,115.2345,150.5832,90.7283,92.7576,64.2364,92.7576
29.0,2019, Bahia,135233.0,62016.0,40334.0,10086.0,6912.0,4684.0,197249.0,59.7201,56.4844,60.7023,50.1456,45.0288,59.777091574954,82.66425,56.5194,102.7347,129.4726,162.2806,105.2226,99.4419,92.0187,102.2616
29.0,2020, Bahia,129416.0,59544.0,39338.0,8784.0,6584.0,4838.0,188960.0,57.9496,54.8734,59.7156,50.1456,44.6207,51.213,70.1098,56.5194,100.8179,125.6318,157.5368,101.6162,81.9549,64.2364,92.7576
31.0,2012, Minas Gerais,174676.0,85868.0,55564.0,23946.0,4524.0,1834.0,260544.0,33.3064,34.1108,33.3064,33.3064,33.1304,33.3064,35.5481,36.7053,30.263,99.1994,99.01345,99.1994,62.5934,101.1118,34.3219
31.0,2013, Minas Gerais,170074.0,88561.0,56672.0,25509.0,4490.0,1890.0,258635.0,33.3064,34.1182,33.3064,33.2361,32.9623,33.3064,35.5481,39.3868,30.263,104.6744,104.6744,104.3167,57.0424,81.62535,34.3219
31.0,2014, Minas Gerais,173158.0,93972.0,61297.0,25800.0,4790.0,2085.0,267130.0,33.748,34.6561,33.3064,33.3064,33.3064,33.3064,35.5481,39.4601,30.263,101.2592,104.6744,98.8275,57.7843,113.7832,25.5347
31.0,2015, Minas Gerais,172072.0,96233.0,61916.0,27465.0,4899.0,1953.0,268305.0,34.3956,35.0764,33.3064,33.3064,33.3064,33.3064,35.5741,41.1734,30.263,102.0388,102.0388,99.1994,68.6631,110.8987,29.9575
31.0,2016, Minas Gerais,161827.0,91693.0,59839.0,25033.0,4918.0,1903.0,253520.0,34.6561,34.8864,33.752,33.3064,33.3064,33.3064,36.7053,41.1734,30.3962,104.6744,104.6744,107.3043,75.60115,108.8955,34.3851
31.0,2017, Minas Gerais,166281.0,94678.0,61909.0,25688.0,5170.0,1911.0,260959.0,34.811,35.0934,33.9992,33.3064,33.3064,33.3064,36.7053,43.4578,35.5481,99.5955,102.0388,99.1994,68.6631,88.841,45.6552
31.0,2018, Minas Gerais,167048.0,96592.0,63459.0,25877.0,5231.0,2025.0,263640.0,35.3489,35.9687,33.3064,33.3064,33.3064,33.3064,40.2029,47.3821,33.9992,100.9998,99.1994,103.9768,75.2229,104.2272,34.3219
31.0,2019, Minas Gerais,161862.0,95030.0,62796.0,25413.0,4934.0,1887.0,256892.0,35.5481,36.7813,33.3064,33.3064,33.3064,42.7338807673413,41.1734,51.4816,32.3796,103.9768,99.1994,121.3749,80.1901,108.6127,38.4409
31.0,2020, Minas Gerais,156089.0,91109.0,60765.0,23819.0,4896.0,1629.0,247198.0,35.5481,36.7813,33.441,33.3064,33.3064,33.3064,40.2029,47.937,33.9992,99.1994,96.5436,103.9768,83.795,100.4134,79.4419
32.0,2012, Espírito Santo,31566.0,21269.0,19008.0,0.0,1774.0,487.0,52835.0,30.1498,31.5105,30.1498,30.1498,29.8763,30.1498,0.0,0.0,0.0,60.8357,108.9586,52.1407,46.4677,56.7956,45.9968
32.0,2013, Espírito Santo,30816.0,23249.0,20674.0,0.0,1928.0,647.0,54065.0,30.1498,33.2539,29.8763,30.1498,30.1498,29.8763,0.0,0.0,0.0,60.8357,92.9345,52.1407,41.5563,55.8751,34.2972
32.0,2014, Espírito Santo,32449.0,24099.0,21334.0,0.0,2102.0,663.0,56548.0,30.1498,34.6575,30.1498,30.1498,33.2539,29.8763,0.0,0.0,0.0,67.2569,108.9288,54.17425,45.9968,55.8751,34.2972
32.0,2015, Espírito Santo,32851.0,24090.0,21286.0,0.0,2034.0,770.0,56941.0,30.1498,33.2539,30.1498,30.1498,31.5105,29.8763,0.0,0.0,0.0,82.8389,110.5073,56.4823,41.5543,57.7161,21.7687
32.0,2016, Espírito Santo,30793.0,22620.0,19929.0,0.0,2021.0,670.0,53413.0,30.1498,37.5453,30.1498,30.1498,33.2539,29.8763,0.0,0.0,0.0,83.6688,125.0036,60.8357,37.1272,48.6508,21.7687
32.0,2017, Espírito Santo,32377.0,23469.0,20715.0,0.0,2131.0,623.0,55846.0,30.1498,37.5453,30.1498,30.1498,33.2539,29.8763,0.0,0.0,0.0,92.9345,125.0036,60.8357,37.1272,41.5563,31.5872
32.0,2018, Espírito Santo,32827.0,23894.0,20880.0,0.0,2323.0,691.0,56721.0,30.4614,37.5453,30.1498,30.1498,33.2539,30.1498,0.0,0.0,0.0,114.0689,130.4635,62.0364,40.1017,57.7161,21.7687
32.0,2019, Espírito Santo,31467.0,23458.0,20253.0,0.0,2508.0,697.0,54925.0,31.5105,38.7762,30.1498,30.1498,34.6575,31.4227260434057,0.0,0.0,0.0,125.0036,130.4635,60.8357,37.1272,57.7161,21.7687
32.0,2020, Espírito Santo,31573.0,22194.0,18969.0,0.0,2597.0,628.0,53767.0,33.2539,45.5148,29.8763,30.1498,37.5453,29.8763,0.0,0.0,0.0,125.0036,130.4635,71.4371,45.9968,57.7161,34.9996
33.0,2012, Rio de Janeiro,168285.0,54574.0,46106.0,5144.0,2816.0,508.0,222859.0,20.8512,20.8512,24.0147,20.5514,20.8512,15.3482,28.5448,37.6284,24.4013,72.2052,125.1814,45.7365,100.2177,100.2177,419.2119
33.0,2013, Rio de Janeiro,167588.0,56443.0,48306.0,5081.0,2665.0,391.0,224031.0,20.8512,20.8512,18.3196,16.3059,20.8512,14.3576,28.5448,37.6284,24.4013,81.281,126.4701,45.7365,112.225,94.7248,338.2426
33.0,2014, Rio de Janeiro,174681.0,58903.0,50150.0,5322.0,2947.0,484.0,233584.0,20.8512,21.7066,20.5514,16.1628,20.8512,14.3576,34.2078,37.6284,24.4013,81.281,125.1814,52.1925,120.1724,92.50615,376.83985
33.0,2015, Rio de Janeiro,175212.0,61748.0,52712.0,5235.0,3337.0,464.0,236960.0,21.1811,22.8379,20.8512,20.5514,20.8512,14.3576,37.2838,37.6284,24.4013,81.281,118.0525,45.7365,94.7248,76.5896,284.9058
33.0,2016, Rio de Janeiro,161794.0,57335.0,48786.0,5004.0,3069.0,476.0,219129.0,21.1811,22.4158,20.8512,20.5514,20.8512,14.7291,37.2838,37.6284,24.4013,74.7969,118.0525,45.7365,95.9087,94.7248,217.7811
33.0,2017, Rio de Janeiro,164603.0,58621.0,50106.0,4991.0,3023.0,501.0,223224.0,21.7066,22.8379,20.8512,20.8512,20.8512,14.7291,34.2078,37.6284,24.4013,78.1314,113.4341,45.7365,76.5896,76.5896,96.7535
33.0,2018, Rio de Janeiro,162595.0,57904.0,49341.0,5076.0,2967.0,520.0,220499.0,21.7108,22.8379,20.8512,20.8512,20.8512,15.3482,36.3278,37.6284,24.4013,78.1314,113.4341,52.1925,78.5464,76.5896,172.6071
33.0,2019, Rio de Janeiro,153590.0,54399.0,46335.0,4566.0,3037.0,461.0,207989.0,22.0628,22.8379,20.8512,20.8512,20.8512,21.3116295594327,37.6284,37.6284,28.5448,81.281,104.9553,52.1925,78.5464,76.5896,369.3628
33.0,2020, Rio de Janeiro,147904.0,51220.0,43676.0,3965.0,3099.0,480.0,199124.0,21.7108,22.8379,21.1811,20.8512,20.8512,15.8369,37.6284,37.6284,37.2838,81.281,104.9553,54.9272,76.5896,76.5896,219.98735
35.0,2012, São Paulo,478357.0,138251.0,90717.0,8447.0,38427.0,660.0,616608.0,21.8408,21.8112,22.631,16.9741,17.9975,16.9366,51.9789,57.1162,39.6633,23.2076,23.2076,23.2076,367.50185,421.68705,259.0049
35.0,2013, São Paulo,468299.0,142597.0,94341.0,8798.0,38829.0,629.0,610896.0,22.2275,21.8408,22.9047,17.5719,16.9741,18.8056,52.4383,56.9243,39.6633,23.2076,24.5649,23.2076,349.63685,284.933,521.9342
35.0,2014, São Paulo,476199.0,149488.0,97775.0,9325.0,41749.0,639.0,625687.0,22.631,22.3005,23.065,18.0238,17.8582,18.8056,52.4383,54.8626,40.3024,27.3927,27.3927,23.2076,338.2426,373.92405,203.0524
35.0,2015, São Paulo,481029.0,152997.0,101626.0,9553.0,41130.0,688.0,634026.0,22.9047,22.631,23.151,18.9592,18.8752,19.5344,54.6239,57.2577,48.29,26.0109,26.0328,24.2351,277.275,277.275,288.1708
35.0,2016, São Paulo,454466.0,146971.0,97163.0,9693.0,39468.0,647.0,601437.0,23.151,23.151,22.805,19.5671,19.5671,19.274,56.3991,57.2577,52.2485,27.0311,27.3927,26.7174,300.6808,269.8965,404.2756
35.0,2017, São Paulo,462771.0,149032.0,99308.0,10314.0,38742.0,668.0,611803.0,23.151,23.151,21.3768,19.6024,20.2629,16.9741,54.5417,57.1162,41.0152,26.7174,26.7183,26.0109,217.3523,214.0552,220.4072
35.0,2018, São Paulo,458352.0,147794.0,98064.0,11251.0,37761.0,718.0,606146.0,23.151,23.151,21.642,19.828,21.0339,16.9741,53.5528,57.1162,39.6633,27.3927,27.3927,26.0109,255.092,177.7988,452.89565
35.0,2019, São Paulo,439354.0,143837.0,95709.0,11027.0,36412.0,689.0,583191.0,23.151,23.151,22.0392,19.828,20.9979,21.8480043555699,56.3991,57.2577,39.6633,28.0441,28.0441,26.0109,224.8366,202.5008,329.034
35.0,2020, São Paulo,415117.0,137193.0,90381.0,10620.0,35553.0,639.0,552310.0,23.151,23.151,23.151,20.3892,20.3892,20.87355,57.1162,58.434,42.0443,28.0441,27.3927,28.684,218.4582,177.2138,404.2756
41.0,2012, Paraná,113751.0,40194.0,35124.0,3137.0,1133.0,800.0,153945.0,29.5441,33.6064,23.6549,26.65325,22.0048,30.7732,73.8697,79.8449,48.1159,72.1506,114.9932,65.9162,35.2556,63.1226,34.4776
41.0,2013, Paraná,110946.0,44812.0,39266.0,3164.0,1348.0,1034.0,155758.0,29.5441,33.6064,23.949,28.0044,31.0473,23.6549,74.2955,79.8581,52.5453,69.5881,113.1199,41.4281,15.9182,63.1226,15.9182
41.0,2014, Paraná,110604.0,49311.0,43292.0,3302.0,1392.0,1325.0,159915.0,30.1058,34.3758,25.6298,29.5441,32.677,24.7207,81.651,85.179,69.5048,69.5881,113.1791,43.8908,15.9182,70.6225,15.9182
41.0,2015, Paraná,109013.0,51934.0,45504.0,3825.0,1235.0,1370.0,160947.0,31.0473,35.1842,28.5534,29.6178,31.9435,27.1303,81.9793,88.7978,68.3754,73.5768,114.8651,67.1536,15.9182,39.1149,15.9182
41.0,2016, Paraná,104040.0,51026.0,45113.0,3719.0,986.0,1208.0,155066.0,31.6635,37.2226,28.2009,29.897,33.5671,26.282,85.0145,90.5733,65.9224,75.32735,102.8889,54.7979,26.8362,49.04495,15.9182
41.0,2017, Paraná,103576.0,54125.0,47745.0,4112.0,1053.0,1215.0,157701.0,33.2803,40.2272,29.5441,30.3013,33.6714,28.2009,85.614,90.5733,69.1086,75.1598,105.7125,60.2578,33.2946,43.1577,24.4465
41.0,2018, Paraná,100712.0,55489.0,49192.0,4152.0,1063.0,1082.0,156201.0,33.6064,41.5218,29.5441,31.4198,35.8282,29.5441,88.9919,90.5733,69.5048,72.254,101.6231,41.8684,23.1198,48.3952,13.226
41.0,2019, Paraná,97491.0,55978.0,49812.0,4026.0,1106.0,1034.0,153469.0,35.1088,42.1619,27.1303,32.677,38.8186,32.7200755737818,90.5733,90.5733,84.1955,72.254,98.01,43.8908,24.9051,69.5789,13.226
41.0,2020, Paraná,93139.0,53152.0,47285.0,3930.0,981.0,956.0,146291.0,35.0257,42.524,26.0373,32.6715,39.7803,23.9084,90.5733,90.6676,76.2618,72.892,101.6231,41.8684,24.4465,46.9141,13.226
42.0,2012, Santa Catarina,57624.0,31148.0,26850.0,1652.0,1840.0,806.0,88772.0,21.4618,26.1202,20.1829,20.8295,18.5857,23.1313,40.3458,55.5198,27.6281,46.3415,67.61925,35.4891,41.304,38.7961,109.6828
42.0,2013, Santa Catarina,57465.0,32410.0,28146.0,1662.0,1849.0,753.0,89875.0,22.4625,26.3402,20.6146,20.9565,23.4182,18.9563,43.236,54.621,28.2464,57.9364,76.1945,43.2926,41.304,41.304,190.9337
42.0,2014, Santa Catarina,58612.0,34620.0,30245.0,1651.0,1974.0,750.0,93232.0,21.5336,25.2673,21.066,20.8295,21.1808,19.5152,43.6053,53.883,28.4676,53.738,67.7048,40.9274,44.5417,41.304,213.1682
42.0,2015, Santa Catarina,60273.0,36950.0,32181.0,1908.0,2106.0,755.0,97223.0,22.4625,25.2267,21.1575,20.9565,21.1808,19.5152,44.3327,53.6862,28.8458,59.3231,66.1132,47.124,47.1489,41.304,173.0637
42.0,2016, Santa Catarina,58876.0,36437.0,31736.0,2096.0,1921.0,684.0,95313.0,23.4182,25.2673,21.1575,21.066,21.2528,19.5152,43.03155,53.6862,28.2464,65.4927,69.017,56.4862,44.5417,44.5417,223.4633
42.0,2017, Santa Catarina,59448.0,38887.0,33869.0,2205.0,1915.0,898.0,98335.0,24.4231,25.2267,21.1575,21.1575,21.2528,21.066,45.3871,53.883,30.3252,57.9364,75.5545,44.4031,44.5417,44.5417,55.5079
42.0,2018, Santa Catarina,60152.0,39457.0,34069.0,2369.0,1953.0,1066.0,99609.0,24.9407,25.2673,21.1575,21.1575,21.1808,21.066,50.3014,53.883,32.7807,56.8635,65.35045,48.3,43.6345,44.5417,33.5961
42.0,2019, Santa Catarina,58689.0,39343.0,34227.0,2245.0,1827.0,1044.0,98032.0,25.1888,25.3215,22.18965,21.1808,21.3298,28.6564031103705,51.5787,53.883,33.012,65.9677,78.7156,50.8864,41.304,43.6345,33.5961
42.0,2020, Santa Catarina,58755.0,39161.0,33895.0,2465.0,1805.0,996.0,97916.0,25.1888,25.2673,21.4618,21.1575,21.2528,21.1575,46.779,53.6862,33.8742,62.399,65.4927,54.16295,44.5417,44.5417,33.5961
43.0,2012, Rio Grande do Sul,101369.0,37572.0,24606.0,10918.0,1931.0,117.0,138941.0,25.5552,25.5552,28.0052,24.0002,22.7506,25.5552,36.2481,32.1152,44.0598,108.964,143.3377,41.196,142.4774,208.36585,50.6383
43.0,2013, Rio Grande do Sul,101672.0,39678.0,26079.0,11255.0,2203.0,141.0,141350.0,25.5552,25.5552,26.2359,24.7275,25.5552,22.7506,32.1152,32.1152,36.9379,108.964,148.5348,38.0566,119.4824,190.14895,54.9478
43.0,2014, Rio Grande do Sul,101587.0,41728.0,27357.0,11975.0,2253.0,143.0,143315.0,25.892,27.2226,25.0147,24.8978,25.5552,21.5303,34.2179,32.1152,38.39,99.4225,134.1131,36.8982,160.1788,258.865,87.7182
43.0,2015, Rio Grande do Sul,105019.0,43340.0,28778.0,12062.0,2330.0,170.0,148359.0,27.2851,28.5784,25.1108,25.4312,25.5552,23.7671,34.6501,34.6501,34.6501,97.5209,127.3774,38.0566,98.0452,98.0452,73.44055
43.0,2016, Rio Grande do Sul,99887.0,41524.0,27823.0,11315.0,2228.0,158.0,141411.0,27.4743,28.8368,25.5564,25.3995,25.5552,24.0002,36.8739,36.2463,40.50555,93.4923,118.1541,37.7624,88.17905,99.29365,63.37915
43.0,2017, Rio Grande do Sul,99154.0,42414.0,28431.0,11588.0,2223.0,172.0,141568.0,29.8391,30.1413,28.0052,25.5552,25.5552,25.0147,36.2463,36.2463,36.9379,90.9086,113.6928,38.0566,98.0452,145.84635,50.5668
43.0,2018, Rio Grande do Sul,96735.0,43312.0,29104.0,11523.0,2487.0,198.0,140047.0,30.1007,30.422,29.3674,25.5552,25.5552,25.5552,36.0592,34.9953,38.5779,96.3997,116.1108,37.3389,95.8584,117.5836,50.82235
43.0,2019, Rio Grande do Sul,92099.0,42497.0,28576.0,11311.0,2413.0,197.0,134596.0,30.422,30.422,32.1152,25.5552,25.5552,34.0212069411532,36.9379,35.8542,49.268,95.4512,118.1541,47.0501,98.0452,119.4824,50.5668
43.0,2020, Rio Grande do Sul,88979.0,41763.0,28678.0,10562.0,2250.0,273.0,130742.0,30.422,30.422,32.1152,25.5552,25.5552,29.3674,36.9379,36.9379,41.8226,90.9086,123.2278,42.3095,98.0452,98.0452,55.14485
50.0,2012, Mato Grosso do Sul,37318.0,4934.0,4170.0,0.0,306.0,458.0,42252.0,73.8508,79.0352,69.7887,69.7887,64.2045,73.8508,0.0,0.0,0.0,196.3066,196.3066,196.3066,119.65995,129.64775,119.5898
50.0,2013, Mato Grosso do Sul,37058.0,5238.0,4360.0,0.0,373.0,505.0,42296.0,73.8508,74.8175,69.7887,66.1763,72.1358,62.1593,0.0,0.0,0.0,196.3066,196.3066,230.4662,132.8518,132.8518,119.5898
50.0,2014, Mato Grosso do Sul,38228.0,5830.0,4848.0,0.0,405.0,577.0,44058.0,73.8508,78.3812,72.1358,66.1763,73.8508,62.1593,0.0,0.0,0.0,196.3066,204.47555,196.3066,119.5898,130.2914,98.7986
50.0,2015, Mato Grosso do Sul,38158.0,5984.0,5028.0,0.0,374.0,582.0,44142.0,73.8508,90.542,73.8508,72.1358,73.8508,64.2045,0.0,0.0,0.0,230.4662,196.3066,245.4016,132.8518,133.96745,102.35415
50.0,2016, Mato Grosso do Sul,36290.0,6142.0,5232.0,0.0,391.0,519.0,42432.0,73.8508,78.3812,72.1358,67.5632,73.8508,62.1593,0.0,0.0,0.0,196.3066,230.4662,196.3066,119.5898,129.1658,112.81255
50.0,2017, Mato Grosso do Sul,37901.0,6846.0,5830.0,0.0,411.0,605.0,44747.0,73.8508,73.8508,73.8508,72.1358,72.1358,72.1358,0.0,0.0,0.0,206.7734,202.1777,230.4662,119.5898,119.5898,106.0353
50.0,2018, Mato Grosso do Sul,37414.0,6861.0,5904.0,0.0,335.0,622.0,44275.0,73.8508,73.8508,73.8508,73.8508,72.1358,73.8508,0.0,0.0,0.0,244.5868,213.67785,281.0352,94.4793,119.5898,94.4793
50.0,2019, Mato Grosso do Sul,37017.0,6678.0,5715.0,0.0,404.0,559.0,43695.0,78.3812,90.542,73.8508,73.8508,74.6757,93.2598023680124,0.0,0.0,0.0,230.4662,230.4662,230.4662,132.8518,132.8518,121.53025
50.0,2020, Mato Grosso do Sul,34928.0,6380.0,5488.0,0.0,346.0,546.0,41308.0,79.0352,94.7829,73.8508,73.8508,90.542,73.8508,0.0,0.0,0.0,230.4662,250.5124,196.3066,129.1658,132.8518,96.1724
51.0,2012, Mato Grosso,37662.0,13594.0,11053.0,1276.0,738.0,527.0,51256.0,51.8039,7.4376,72.2018,38.0271,51.8039,7.4376,156.9436,210.3811,144.5304,258.1802,348.0959,239.0366,155.7691,342.4958,155.7691
51.0,2013, Mato Grosso,38933.0,14106.0,11220.0,1499.0,839.0,548.0,53039.0,61.3866,30.62485,74.0686,39.7652,7.4376,51.8039,156.9436,202.9043,156.9436,258.1802,354.8974,239.0366,155.7691,270.4486,155.7691
51.0,2014, Mato Grosso,40972.0,15527.0,12300.0,1776.0,894.0,557.0,56499.0,66.8981,34.1525,76.3608,40.9054,7.4376,60.4843,156.9436,204.8523,154.7104,258.1802,258.1802,239.0366,174.0408,385.3849,174.0408
51.0,2015, Mato Grosso,40903.0,15770.0,12303.0,2042.0,916.0,509.0,56673.0,69.8756220863458,48.3368,76.3608,40.9054,7.4376,60.7448,165.1659,202.9043,156.9436,258.1802,315.7174,239.0366,200.8223,514.8741,174.0408
51.0,2016, Mato Grosso,38737.0,14794.0,11423.0,1976.0,823.0,572.0,53531.0,71.4168,56.4876072847985,85.2099,46.9991,30.418,60.4843,161.9562,202.9043,156.9436,258.1802,338.7411,239.0366,253.0412,407.823,193.0701
51.0,2017, Mato Grosso,41261.0,16010.0,12442.0,2135.0,940.0,493.0,57271.0,70.2808,59.1038,84.5787,46.9991,30.418,60.4843,156.9436,202.9043,156.9436,275.098,338.7411,258.1802,314.0527,342.4958,258.4065
51.0,2018, Mato Grosso,42828.0,15821.0,12352.0,1866.0,1071.0,532.0,58649.0,75.3751,65.661,85.2099,51.8039,38.0271,61.3866,159.5976,174.2238,156.9436,258.1802,315.7174,239.0366,318.63255,385.3849,227.04
51.0,2019, Mato Grosso,43163.0,15689.0,12217.0,1961.0,1053.0,458.0,58852.0,76.9738686434665,70.0972,89.4652,51.8363,38.0271,85.9662543056227,181.7221,202.9043,156.9436,258.1802,258.1802,211.9908,385.3849,572.0327,288.06795
51.0,2020, Mato Grosso,41089.0,15948.0,12643.0,1898.0,948.0,459.0,57037.0,75.3751,65.1743,92.0076,54.3720225607514,38.0271,70.2027,161.9562,202.9043,156.9436,258.1802,258.1802,211.9908,399.1212,824.5434,174.0408
52.0,2012, Goiás,60497.0,32777.0,9284.0,1778.0,8133.0,13582.0,93274.0,45.5177,47.5387,40.1803,40.1803,40.1803,36.5273,114.44155,138.9393,102.2075,18.5967,18.5967,18.5967,47.5387,47.5387,57.4255
52.0,2013, Goiás,60449.0,34373.0,9900.0,1971.0,8712.0,13790.0,94822.0,45.5177,47.5387,40.1803,38.3757,36.5273,40.1803,102.2075,118.7312,102.2075,18.5967,21.2427,18.5967,49.2875,47.5387,57.4255
52.0,2014, Goiás,62942.0,36856.0,10134.0,2266.0,9738.0,14718.0,99798.0,45.5177,47.5387,38.604,38.3757,36.5273,38.604,102.2075,109.1462,102.2075,18.5967,21.2427,18.5967,47.5387,47.5387,57.4255
52.0,2015, Goiás,63659.0,37013.0,10298.0,2403.0,10031.0,14281.0,100672.0,45.5177,47.5387,38.3757,38.5747,36.5273,40.1803,102.2075,121.9314,102.2075,18.5967,21.2427,18.5967,47.5387,47.5387,57.4255
