UF,ANO,NOME,local,não_local,dentro_regiao_saude,dentro_macrorregiao_saude,fora_macrorregiao_saude,outra_uf,destino_total,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,km_partos_na_região,km_partos_na_região_alta_complexidade,km_partos_na_região_baixa_complexidade,km_partos_na_macrorregião,km_partos_na_macrorregião_alta_complexidade,km_partos_na_macrorregião_baixa_complexidade,km_partos_fora_macrorregião,km_partos_fora_macrorregião_alta_complexidade,km_partos_fora_macrorregião_baixa_complexidade,km_partos_fora_UF,km_partos_fora_UF_alta_complexidade,km_partos_fora_UF_baixa_complexidade
52.0,2016, Goiás,58935.0,36628.0,10336.0,2490.0,10629.0,13173.0,95563.0,45.5177,47.5387,35.4342,38.3511,34.6187,40.1803,102.2075,125.36565,102.2075,18.5967,33.2252,18.5967,47.5387,47.5387,57.4255
52.0,2017, Goiás,61257.0,36263.0,11016.0,2451.0,9558.0,13238.0,97520.0,45.5177,47.5387,36.3097,36.5273,36.5273,36.0197,102.2075,108.9162,102.2075,18.5967,67.2545,18.5967,47.5387,47.5387,57.4255
52.0,2018, Goiás,61244.0,37628.0,11196.0,2491.0,10435.0,13506.0,98872.0,45.5177,47.5387,35.5164,37.8461,42.1125,36.0908,102.2075,118.7312,102.2075,18.5967,67.2545,18.5967,47.5387,47.5387,59.4445
52.0,2019, Goiás,58846.0,37266.0,10978.0,2658.0,9985.0,13645.0,96112.0,45.5177,47.5387,35.6701,38.3511,41.8135,48.7113418337089,102.2075,128.7999,102.2075,21.2427,81.2437,18.5967,47.5387,47.5387,111.352
52.0,2020, Goiás,55857.0,36911.0,10737.0,2593.0,9955.0,13626.0,92768.0,45.5177,47.5387,35.6701,36.5273,38.604,36.0197,102.2075,128.7999,102.2075,21.2427,57.328,18.5967,47.5387,47.5387,111.352
53.0,2012, Distrito Federal,42765.0,732.0,0.0,0.0,0.0,732.0,43497.0,59.4445,595.08605,57.4255,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,59.4445,595.08605,57.4255
53.0,2013, Distrito Federal,43866.0,664.0,0.0,0.0,0.0,664.0,44530.0,59.4445,533.7222,51.4716,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,59.4445,533.7222,51.4716
53.0,2014, Distrito Federal,44101.0,620.0,0.0,0.0,0.0,617.0,44721.0,59.4445,203.8421,57.4255,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,59.4445,203.8421,57.4255
53.0,2015, Distrito Federal,45437.0,685.0,0.0,0.0,0.0,685.0,46122.0,57.4255,203.8421,57.4255,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,57.4255,203.8421,57.4255
53.0,2016, Distrito Federal,42740.0,600.0,0.0,0.0,0.0,600.0,43340.0,57.4255,984.71935,57.4255,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,57.4255,984.71935,57.4255
53.0,2017, Distrito Federal,43936.0,632.0,0.0,0.0,0.0,632.0,44568.0,59.4445,630.9488,57.4255,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,59.4445,630.9488,57.4255
53.0,2018, Distrito Federal,43566.0,629.0,0.0,0.0,0.0,629.0,44195.0,77.9702,203.8421,59.4445,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,77.9702,203.8421,59.4445
53.0,2019, Distrito Federal,41839.0,583.0,0.0,0.0,0.0,583.0,42422.0,77.9702,218.4823,57.4255,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,77.9702,218.4823,57.4255
53.0,2020, Distrito Federal,38810.0,551.0,0.0,0.0,0.0,551.0,39361.0,77.9702,434.1806,59.4445,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,77.9702,434.1806,59.4445
55.0,2012,Brasil,2073510.0,832279.0,564718.0,137575.0,92448.0,37538.0,2905789.0,33.1893,31.9724,34.2449,27.7387,25.5616,29.7402,59.9315,59.2002,60.981,43.9057,41.2799,57.328,57.4255,52.8738,65.3903
55.0,2013,Brasil,2049220.0,854807.0,583774.0,139608.0,93572.0,37853.0,2904027.0,33.2539,31.9686,34.5686,27.7387,25.5552,30.1498,59.6092,57.9314,61.2082490408636,44.9414,42.265,51.3334,57.4255,52.9709,69.2989
55.0,2014,Brasil,2080356.0,898903.0,612377.0,145245.0,100979.0,40299.0,2979259.0,33.4455,32.6548,34.8796,28.1714,25.7949,30.1498,60.9427,58.0425,66.6538,46.0626,42.4207,52.1407,57.4255,49.2875,71.7829
55.0,2015,Brasil,2091236.0,926432.0,630310.0,153936.0,102282.0,39904.0,3017668.0,33.9685,32.624,35.8827,28.3064,25.7949,30.7115,61.6181,59.4167,67.00815,50.9885,43.7971,62.2285,57.4255,49.2875,73.4855
55.0,2016,Brasil,1970108.0,887692.0,602886.0,147733.0,98628.0,38445.0,2857800.0,34.3066,32.8329,36.809,28.7044,25.8756,31.0688,63.4055,60.3817,68.2323,47.8946,42.4207,58.5584,57.4255,49.2875,73.4855
55.0,2017,Brasil,2009446.0,914089.0,625748.0,151260.0,97695.0,39386.0,2923535.0,34.6575,33.3064,36.6106,28.8067,26.3626,31.3293,64.3287,62.1234,67.7992,52.0721,46.3023,64.882145133,57.557389,49.2875,74.4073
55.0,2018,Brasil,2012035.0,932897.0,634598.0,156485.0,100624.0,41190.0,2944932.0,35.3925,34.3066,36.4592,29.1972,26.9448,31.2666,65.7416,64.4338,67.7616,56.4664,51.0916,65.288,57.9111,49.2875,74.032
55.0,2019,Brasil,1935428.0,913718.0,619672.0,155630.0,98629.0,39787.0,2849146.0,36.1715,35.7698,36.9044,29.7253,28.0202,31.3556,67.7992,66.3637,68.2323,61.8158,58.5027,68.8325,59.4445,57.4255,73.4855
55.0,2020,Brasil,1849790.0,880355.0,880355.0,599330.0,146790.0,95975.0,2730145.0,36.4166,36.0792,36.809,30.1058,28.3064,31.4198,66.705,65.1661,67.7616,58.7912,56.2771,64.8821451337,57.7843,53.4152,74.0322
