"codmunres","ano","municipio","uf","regiao","nascidos","obitos_mat_totais","obitos_mat_diretos","obitos_mat_aborto","obitos_mat_hipertensao","obitos_mat_hemorragia","obitos_mat_infec_puerperal"
311430,2012,"Carmo do Paranaíba","MG","Sudeste",366,1,1,0,0,0,1
311430,2013,"Carmo do Paranaíba","MG","Sudeste",347,0,0,0,0,0,0
311430,2014,"Carmo do Paranaíba","MG","Sudeste",349,0,0,0,0,0,0
311430,2015,"Carmo do Paranaíba","MG","Sudeste",380,0,0,0,0,0,0
311430,2016,"Carmo do Paranaíba","MG","Sudeste",366,0,0,0,0,0,0
311430,2017,"Carmo do Paranaíba","MG","Sudeste",343,0,0,0,0,0,0
311430,2018,"Carmo do Paranaíba","MG","Sudeste",345,0,0,0,0,0,0
311430,2019,"Carmo do Paranaíba","MG","Sudeste",360,0,0,0,0,0,0
311430,2020,"Carmo do Paranaíba","MG","Sudeste",318,1,1,0,0,0,0
311440,2012,"Carmo do Rio Claro","MG","Sudeste",232,0,0,0,0,0,0
311440,2013,"Carmo do Rio Claro","MG","Sudeste",200,0,0,0,0,0,0
311440,2014,"Carmo do Rio Claro","MG","Sudeste",220,0,0,0,0,0,0
311440,2015,"Carmo do Rio Claro","MG","Sudeste",226,1,1,1,0,0,0
311440,2016,"Carmo do Rio Claro","MG","Sudeste",193,0,0,0,0,0,0
311440,2017,"Carmo do Rio Claro","MG","Sudeste",196,0,0,0,0,0,0
311440,2018,"Carmo do Rio Claro","MG","Sudeste",218,0,0,0,0,0,0
311440,2019,"Carmo do Rio Claro","MG","Sudeste",225,0,0,0,0,0,0
311440,2020,"Carmo do Rio Claro","MG","Sudeste",193,0,0,0,0,0,0
311450,2012,"Carmópolis de Minas","MG","Sudeste",198,0,0,0,0,0,0
311450,2013,"Carmópolis de Minas","MG","Sudeste",195,0,0,0,0,0,0
311450,2014,"Carmópolis de Minas","MG","Sudeste",215,0,0,0,0,0,0
311450,2015,"Carmópolis de Minas","MG","Sudeste",247,0,0,0,0,0,0
311450,2016,"Carmópolis de Minas","MG","Sudeste",211,0,0,0,0,0,0
311450,2017,"Carmópolis de Minas","MG","Sudeste",236,0,0,0,0,0,0
311450,2018,"Carmópolis de Minas","MG","Sudeste",196,1,1,0,0,1,0
311450,2019,"Carmópolis de Minas","MG","Sudeste",216,0,0,0,0,0,0
311450,2020,"Carmópolis de Minas","MG","Sudeste",206,0,0,0,0,0,0
311455,2012,"Carneirinho","MG","Sudeste",108,0,0,0,0,0,0
311455,2013,"Carneirinho","MG","Sudeste",94,0,0,0,0,0,0
311455,2014,"Carneirinho","MG","Sudeste",117,0,0,0,0,0,0
311455,2015,"Carneirinho","MG","Sudeste",121,0,0,0,0,0,0
311455,2016,"Carneirinho","MG","Sudeste",102,0,0,0,0,0,0
311455,2017,"Carneirinho","MG","Sudeste",104,1,0,0,0,0,0
311455,2018,"Carneirinho","MG","Sudeste",118,0,0,0,0,0,0
311455,2019,"Carneirinho","MG","Sudeste",99,1,0,0,0,0,0
311455,2020,"Carneirinho","MG","Sudeste",86,0,0,0,0,0,0
311460,2012,"Carrancas","MG","Sudeste",36,0,0,0,0,0,0
311460,2013,"Carrancas","MG","Sudeste",48,0,0,0,0,0,0
311460,2014,"Carrancas","MG","Sudeste",45,0,0,0,0,0,0
311460,2015,"Carrancas","MG","Sudeste",35,0,0,0,0,0,0
311460,2016,"Carrancas","MG","Sudeste",46,0,0,0,0,0,0
311460,2017,"Carrancas","MG","Sudeste",63,0,0,0,0,0,0
311460,2018,"Carrancas","MG","Sudeste",39,0,0,0,0,0,0
311460,2019,"Carrancas","MG","Sudeste",47,0,0,0,0,0,0
311460,2020,"Carrancas","MG","Sudeste",47,0,0,0,0,0,0
311470,2012,"Carvalhópolis","MG","Sudeste",34,0,0,0,0,0,0
311470,2013,"Carvalhópolis","MG","Sudeste",47,0,0,0,0,0,0
311470,2014,"Carvalhópolis","MG","Sudeste",48,0,0,0,0,0,0
311470,2015,"Carvalhópolis","MG","Sudeste",37,0,0,0,0,0,0
311470,2016,"Carvalhópolis","MG","Sudeste",39,0,0,0,0,0,0
311470,2017,"Carvalhópolis","MG","Sudeste",34,0,0,0,0,0,0
311470,2018,"Carvalhópolis","MG","Sudeste",45,0,0,0,0,0,0
311470,2019,"Carvalhópolis","MG","Sudeste",38,0,0,0,0,0,0
311470,2020,"Carvalhópolis","MG","Sudeste",37,0,0,0,0,0,0
311480,2012,"Carvalhos","MG","Sudeste",45,0,0,0,0,0,0
311480,2013,"Carvalhos","MG","Sudeste",44,0,0,0,0,0,0
311480,2014,"Carvalhos","MG","Sudeste",36,0,0,0,0,0,0
311480,2015,"Carvalhos","MG","Sudeste",37,0,0,0,0,0,0
311480,2016,"Carvalhos","MG","Sudeste",40,0,0,0,0,0,0
311480,2017,"Carvalhos","MG","Sudeste",50,0,0,0,0,0,0
311480,2018,"Carvalhos","MG","Sudeste",33,0,0,0,0,0,0
311480,2019,"Carvalhos","MG","Sudeste",43,0,0,0,0,0,0
311480,2020,"Carvalhos","MG","Sudeste",40,0,0,0,0,0,0
311490,2012,"Casa Grande","MG","Sudeste",17,0,0,0,0,0,0
311490,2013,"Casa Grande","MG","Sudeste",19,0,0,0,0,0,0
311490,2014,"Casa Grande","MG","Sudeste",21,0,0,0,0,0,0
311490,2015,"Casa Grande","MG","Sudeste",30,0,0,0,0,0,0
311490,2016,"Casa Grande","MG","Sudeste",20,0,0,0,0,0,0
311490,2017,"Casa Grande","MG","Sudeste",20,0,0,0,0,0,0
311490,2018,"Casa Grande","MG","Sudeste",24,0,0,0,0,0,0
311490,2019,"Casa Grande","MG","Sudeste",18,0,0,0,0,0,0
311490,2020,"Casa Grande","MG","Sudeste",21,0,0,0,0,0,0
311500,2012,"Cascalho Rico","MG","Sudeste",23,0,0,0,0,0,0
311500,2013,"Cascalho Rico","MG","Sudeste",26,0,0,0,0,0,0
311500,2014,"Cascalho Rico","MG","Sudeste",35,0,0,0,0,0,0
311500,2015,"Cascalho Rico","MG","Sudeste",24,0,0,0,0,0,0
311500,2016,"Cascalho Rico","MG","Sudeste",34,0,0,0,0,0,0
311500,2017,"Cascalho Rico","MG","Sudeste",32,0,0,0,0,0,0
311500,2018,"Cascalho Rico","MG","Sudeste",36,0,0,0,0,0,0
311500,2019,"Cascalho Rico","MG","Sudeste",36,0,0,0,0,0,0
311500,2020,"Cascalho Rico","MG","Sudeste",30,0,0,0,0,0,0
311510,2012,"Cássia","MG","Sudeste",230,0,0,0,0,0,0
311510,2013,"Cássia","MG","Sudeste",217,0,0,0,0,0,0
311510,2014,"Cássia","MG","Sudeste",216,0,0,0,0,0,0
311510,2015,"Cássia","MG","Sudeste",229,0,0,0,0,0,0
311510,2016,"Cássia","MG","Sudeste",229,0,0,0,0,0,0
311510,2017,"Cássia","MG","Sudeste",212,0,0,0,0,0,0
311510,2018,"Cássia","MG","Sudeste",218,0,0,0,0,0,0
311510,2019,"Cássia","MG","Sudeste",212,0,0,0,0,0,0
311510,2020,"Cássia","MG","Sudeste",220,0,0,0,0,0,0
311520,2012,"Conceição da Barra de Minas","MG","Sudeste",29,0,0,0,0,0,0
311520,2013,"Conceição da Barra de Minas","MG","Sudeste",28,0,0,0,0,0,0
311520,2014,"Conceição da Barra de Minas","MG","Sudeste",31,0,0,0,0,0,0
311520,2015,"Conceição da Barra de Minas","MG","Sudeste",29,0,0,0,0,0,0
311520,2016,"Conceição da Barra de Minas","MG","Sudeste",22,0,0,0,0,0,0
311520,2017,"Conceição da Barra de Minas","MG","Sudeste",29,0,0,0,0,0,0
311520,2018,"Conceição da Barra de Minas","MG","Sudeste",28,0,0,0,0,0,0
311520,2019,"Conceição da Barra de Minas","MG","Sudeste",33,0,0,0,0,0,0
311520,2020,"Conceição da Barra de Minas","MG","Sudeste",28,0,0,0,0,0,0
311530,2012,"Cataguases","MG","Sudeste",836,2,2,0,1,0,0
311530,2013,"Cataguases","MG","Sudeste",741,0,0,0,0,0,0
311530,2014,"Cataguases","MG","Sudeste",825,1,1,0,0,0,0
311530,2015,"Cataguases","MG","Sudeste",779,1,0,0,0,0,0
311530,2016,"Cataguases","MG","Sudeste",791,0,0,0,0,0,0
311530,2017,"Cataguases","MG","Sudeste",826,1,0,0,0,0,0
311530,2018,"Cataguases","MG","Sudeste",806,3,1,0,0,0,0
311530,2019,"Cataguases","MG","Sudeste",749,0,0,0,0,0,0
311530,2020,"Cataguases","MG","Sudeste",670,1,0,0,0,0,0
311535,2012,"Catas Altas","MG","Sudeste",70,0,0,0,0,0,0
311535,2013,"Catas Altas","MG","Sudeste",66,0,0,0,0,0,0
311535,2014,"Catas Altas","MG","Sudeste",64,0,0,0,0,0,0
311535,2015,"Catas Altas","MG","Sudeste",61,1,1,0,1,0,0
311535,2016,"Catas Altas","MG","Sudeste",50,0,0,0,0,0,0
311535,2017,"Catas Altas","MG","Sudeste",62,1,0,0,0,0,0
311535,2018,"Catas Altas","MG","Sudeste",76,0,0,0,0,0,0
311535,2019,"Catas Altas","MG","Sudeste",81,0,0,0,0,0,0
311535,2020,"Catas Altas","MG","Sudeste",59,1,0,0,0,0,0
311540,2012,"Catas Altas da Noruega","MG","Sudeste",34,0,0,0,0,0,0
311540,2013,"Catas Altas da Noruega","MG","Sudeste",27,0,0,0,0,0,0
311540,2014,"Catas Altas da Noruega","MG","Sudeste",36,0,0,0,0,0,0
311540,2015,"Catas Altas da Noruega","MG","Sudeste",31,0,0,0,0,0,0
311540,2016,"Catas Altas da Noruega","MG","Sudeste",33,0,0,0,0,0,0
311540,2017,"Catas Altas da Noruega","MG","Sudeste",27,0,0,0,0,0,0
311540,2018,"Catas Altas da Noruega","MG","Sudeste",37,0,0,0,0,0,0
311540,2019,"Catas Altas da Noruega","MG","Sudeste",35,0,0,0,0,0,0
311540,2020,"Catas Altas da Noruega","MG","Sudeste",38,0,0,0,0,0,0
311545,2012,"Catuji","MG","Sudeste",120,0,0,0,0,0,0
311545,2013,"Catuji","MG","Sudeste",131,0,0,0,0,0,0
311545,2014,"Catuji","MG","Sudeste",151,0,0,0,0,0,0
311545,2015,"Catuji","MG","Sudeste",144,0,0,0,0,0,0
311545,2016,"Catuji","MG","Sudeste",128,0,0,0,0,0,0
311545,2017,"Catuji","MG","Sudeste",139,0,0,0,0,0,0
311545,2018,"Catuji","MG","Sudeste",138,0,0,0,0,0,0
311545,2019,"Catuji","MG","Sudeste",132,0,0,0,0,0,0
311545,2020,"Catuji","MG","Sudeste",107,0,0,0,0,0,0
311547,2012,"Catuti","MG","Sudeste",73,0,0,0,0,0,0
311547,2013,"Catuti","MG","Sudeste",66,0,0,0,0,0,0
311547,2014,"Catuti","MG","Sudeste",48,0,0,0,0,0,0
311547,2015,"Catuti","MG","Sudeste",45,0,0,0,0,0,0
311547,2016,"Catuti","MG","Sudeste",53,0,0,0,0,0,0
311547,2017,"Catuti","MG","Sudeste",68,0,0,0,0,0,0
311547,2018,"Catuti","MG","Sudeste",46,0,0,0,0,0,0
311547,2019,"Catuti","MG","Sudeste",50,0,0,0,0,0,0
311547,2020,"Catuti","MG","Sudeste",48,0,0,0,0,0,0
311550,2012,"Caxambu","MG","Sudeste",254,0,0,0,0,0,0
311550,2013,"Caxambu","MG","Sudeste",241,0,0,0,0,0,0
311550,2014,"Caxambu","MG","Sudeste",257,1,1,0,0,0,0
311550,2015,"Caxambu","MG","Sudeste",276,0,0,0,0,0,0
311550,2016,"Caxambu","MG","Sudeste",213,0,0,0,0,0,0
311550,2017,"Caxambu","MG","Sudeste",230,0,0,0,0,0,0
311550,2018,"Caxambu","MG","Sudeste",236,0,0,0,0,0,0
311550,2019,"Caxambu","MG","Sudeste",232,0,0,0,0,0,0
311550,2020,"Caxambu","MG","Sudeste",239,0,0,0,0,0,0
311560,2012,"Cedro do Abaeté","MG","Sudeste",14,0,0,0,0,0,0
311560,2013,"Cedro do Abaeté","MG","Sudeste",12,0,0,0,0,0,0
311560,2014,"Cedro do Abaeté","MG","Sudeste",8,0,0,0,0,0,0
311560,2015,"Cedro do Abaeté","MG","Sudeste",14,0,0,0,0,0,0
311560,2016,"Cedro do Abaeté","MG","Sudeste",10,0,0,0,0,0,0
311560,2017,"Cedro do Abaeté","MG","Sudeste",6,0,0,0,0,0,0
311560,2018,"Cedro do Abaeté","MG","Sudeste",7,0,0,0,0,0,0
311560,2019,"Cedro do Abaeté","MG","Sudeste",2,0,0,0,0,0,0
311560,2020,"Cedro do Abaeté","MG","Sudeste",10,0,0,0,0,0,0
311570,2012,"Central de Minas","MG","Sudeste",47,0,0,0,0,0,0
311570,2013,"Central de Minas","MG","Sudeste",82,0,0,0,0,0,0
311570,2014,"Central de Minas","MG","Sudeste",61,0,0,0,0,0,0
311570,2015,"Central de Minas","MG","Sudeste",96,0,0,0,0,0,0
311570,2016,"Central de Minas","MG","Sudeste",80,0,0,0,0,0,0
311570,2017,"Central de Minas","MG","Sudeste",79,0,0,0,0,0,0
311570,2018,"Central de Minas","MG","Sudeste",110,0,0,0,0,0,0
311570,2019,"Central de Minas","MG","Sudeste",74,0,0,0,0,0,0
311570,2020,"Central de Minas","MG","Sudeste",80,0,0,0,0,0,0
311580,2012,"Centralina","MG","Sudeste",90,0,0,0,0,0,0
311580,2013,"Centralina","MG","Sudeste",82,0,0,0,0,0,0
311580,2014,"Centralina","MG","Sudeste",116,0,0,0,0,0,0
311580,2015,"Centralina","MG","Sudeste",107,0,0,0,0,0,0
311580,2016,"Centralina","MG","Sudeste",106,0,0,0,0,0,0
311580,2017,"Centralina","MG","Sudeste",102,0,0,0,0,0,0
311580,2018,"Centralina","MG","Sudeste",119,0,0,0,0,0,0
311580,2019,"Centralina","MG","Sudeste",80,0,0,0,0,0,0
311580,2020,"Centralina","MG","Sudeste",98,0,0,0,0,0,0
311590,2012,"Chácara","MG","Sudeste",26,0,0,0,0,0,0
311590,2013,"Chácara","MG","Sudeste",24,0,0,0,0,0,0
311590,2014,"Chácara","MG","Sudeste",21,0,0,0,0,0,0
311590,2015,"Chácara","MG","Sudeste",30,0,0,0,0,0,0
311590,2016,"Chácara","MG","Sudeste",27,0,0,0,0,0,0
311590,2017,"Chácara","MG","Sudeste",39,0,0,0,0,0,0
311590,2018,"Chácara","MG","Sudeste",38,0,0,0,0,0,0
311590,2019,"Chácara","MG","Sudeste",27,0,0,0,0,0,0
311590,2020,"Chácara","MG","Sudeste",37,0,0,0,0,0,0
311600,2012,"Chalé","MG","Sudeste",74,0,0,0,0,0,0
311600,2013,"Chalé","MG","Sudeste",66,0,0,0,0,0,0
311600,2014,"Chalé","MG","Sudeste",81,0,0,0,0,0,0
311600,2015,"Chalé","MG","Sudeste",84,0,0,0,0,0,0
311600,2016,"Chalé","MG","Sudeste",65,0,0,0,0,0,0
311600,2017,"Chalé","MG","Sudeste",79,0,0,0,0,0,0
311600,2018,"Chalé","MG","Sudeste",90,0,0,0,0,0,0
311600,2019,"Chalé","MG","Sudeste",92,0,0,0,0,0,0
311600,2020,"Chalé","MG","Sudeste",93,0,0,0,0,0,0
311610,2012,"Chapada do Norte","MG","Sudeste",146,0,0,0,0,0,0
311610,2013,"Chapada do Norte","MG","Sudeste",129,0,0,0,0,0,0
311610,2014,"Chapada do Norte","MG","Sudeste",138,0,0,0,0,0,0
311610,2015,"Chapada do Norte","MG","Sudeste",102,0,0,0,0,0,0
311610,2016,"Chapada do Norte","MG","Sudeste",102,0,0,0,0,0,0
311610,2017,"Chapada do Norte","MG","Sudeste",107,0,0,0,0,0,0
311610,2018,"Chapada do Norte","MG","Sudeste",95,1,0,0,0,0,0
311610,2019,"Chapada do Norte","MG","Sudeste",110,0,0,0,0,0,0
311610,2020,"Chapada do Norte","MG","Sudeste",88,0,0,0,0,0,0
311615,2012,"Chapada Gaúcha","MG","Sudeste",184,0,0,0,0,0,0
311615,2013,"Chapada Gaúcha","MG","Sudeste",187,0,0,0,0,0,0
311615,2014,"Chapada Gaúcha","MG","Sudeste",198,0,0,0,0,0,0
311615,2015,"Chapada Gaúcha","MG","Sudeste",192,0,0,0,0,0,0
311615,2016,"Chapada Gaúcha","MG","Sudeste",173,1,1,0,1,0,0
311615,2017,"Chapada Gaúcha","MG","Sudeste",178,0,0,0,0,0,0
311615,2018,"Chapada Gaúcha","MG","Sudeste",189,0,0,0,0,0,0
311615,2019,"Chapada Gaúcha","MG","Sudeste",205,1,1,0,0,1,0
311615,2020,"Chapada Gaúcha","MG","Sudeste",195,0,0,0,0,0,0
311620,2012,"Chiador","MG","Sudeste",27,0,0,0,0,0,0
311620,2013,"Chiador","MG","Sudeste",19,0,0,0,0,0,0
311620,2014,"Chiador","MG","Sudeste",30,0,0,0,0,0,0
311620,2015,"Chiador","MG","Sudeste",28,0,0,0,0,0,0
311620,2016,"Chiador","MG","Sudeste",27,0,0,0,0,0,0
311620,2017,"Chiador","MG","Sudeste",24,0,0,0,0,0,0
311620,2018,"Chiador","MG","Sudeste",29,0,0,0,0,0,0
311620,2019,"Chiador","MG","Sudeste",39,0,0,0,0,0,0
311620,2020,"Chiador","MG","Sudeste",29,0,0,0,0,0,0
311630,2012,"Cipotânea","MG","Sudeste",67,0,0,0,0,0,0
311630,2013,"Cipotânea","MG","Sudeste",51,0,0,0,0,0,0
311630,2014,"Cipotânea","MG","Sudeste",57,0,0,0,0,0,0
311630,2015,"Cipotânea","MG","Sudeste",55,0,0,0,0,0,0
311630,2016,"Cipotânea","MG","Sudeste",54,0,0,0,0,0,0
311630,2017,"Cipotânea","MG","Sudeste",51,0,0,0,0,0,0
311630,2018,"Cipotânea","MG","Sudeste",48,0,0,0,0,0,0
311630,2019,"Cipotânea","MG","Sudeste",53,0,0,0,0,0,0
311630,2020,"Cipotânea","MG","Sudeste",44,0,0,0,0,0,0
311640,2012,"Claraval","MG","Sudeste",20,0,0,0,0,0,0
311640,2013,"Claraval","MG","Sudeste",12,0,0,0,0,0,0
311640,2014,"Claraval","MG","Sudeste",14,0,0,0,0,0,0
311640,2015,"Claraval","MG","Sudeste",9,0,0,0,0,0,0
311640,2016,"Claraval","MG","Sudeste",12,0,0,0,0,0,0
311640,2017,"Claraval","MG","Sudeste",11,0,0,0,0,0,0
311640,2018,"Claraval","MG","Sudeste",20,0,0,0,0,0,0
311640,2019,"Claraval","MG","Sudeste",23,0,0,0,0,0,0
311640,2020,"Claraval","MG","Sudeste",10,0,0,0,0,0,0
311650,2012,"Claro dos Poções","MG","Sudeste",73,0,0,0,0,0,0
311650,2013,"Claro dos Poções","MG","Sudeste",72,0,0,0,0,0,0
311650,2014,"Claro dos Poções","MG","Sudeste",82,0,0,0,0,0,0
311650,2015,"Claro dos Poções","MG","Sudeste",85,0,0,0,0,0,0
311650,2016,"Claro dos Poções","MG","Sudeste",79,0,0,0,0,0,0
311650,2017,"Claro dos Poções","MG","Sudeste",77,1,1,0,0,0,0
311650,2018,"Claro dos Poções","MG","Sudeste",77,0,0,0,0,0,0
311650,2019,"Claro dos Poções","MG","Sudeste",58,0,0,0,0,0,0
311650,2020,"Claro dos Poções","MG","Sudeste",77,0,0,0,0,0,0
311660,2012,"Cláudio","MG","Sudeste",359,0,0,0,0,0,0
311660,2013,"Cláudio","MG","Sudeste",368,0,0,0,0,0,0
311660,2014,"Cláudio","MG","Sudeste",337,0,0,0,0,0,0
311660,2015,"Cláudio","MG","Sudeste",391,0,0,0,0,0,0
311660,2016,"Cláudio","MG","Sudeste",361,0,0,0,0,0,0
311660,2017,"Cláudio","MG","Sudeste",367,0,0,0,0,0,0
311660,2018,"Cláudio","MG","Sudeste",379,1,1,0,0,0,0
311660,2019,"Cláudio","MG","Sudeste",398,0,0,0,0,0,0
311660,2020,"Cláudio","MG","Sudeste",410,0,0,0,0,0,0
311670,2012,"Coimbra","MG","Sudeste",75,0,0,0,0,0,0
311670,2013,"Coimbra","MG","Sudeste",78,0,0,0,0,0,0
311670,2014,"Coimbra","MG","Sudeste",80,0,0,0,0,0,0
311670,2015,"Coimbra","MG","Sudeste",66,0,0,0,0,0,0
311670,2016,"Coimbra","MG","Sudeste",76,0,0,0,0,0,0
311670,2017,"Coimbra","MG","Sudeste",75,0,0,0,0,0,0
311670,2018,"Coimbra","MG","Sudeste",68,0,0,0,0,0,0
311670,2019,"Coimbra","MG","Sudeste",74,0,0,0,0,0,0
311670,2020,"Coimbra","MG","Sudeste",67,0,0,0,0,0,0
311680,2012,"Coluna","MG","Sudeste",118,0,0,0,0,0,0
311680,2013,"Coluna","MG","Sudeste",109,0,0,0,0,0,0
311680,2014,"Coluna","MG","Sudeste",112,0,0,0,0,0,0
311680,2015,"Coluna","MG","Sudeste",91,0,0,0,0,0,0
311680,2016,"Coluna","MG","Sudeste",118,0,0,0,0,0,0
311680,2017,"Coluna","MG","Sudeste",110,0,0,0,0,0,0
311680,2018,"Coluna","MG","Sudeste",110,0,0,0,0,0,0
311680,2019,"Coluna","MG","Sudeste",84,0,0,0,0,0,0
311680,2020,"Coluna","MG","Sudeste",102,0,0,0,0,0,0
311690,2012,"Comendador Gomes","MG","Sudeste",25,0,0,0,0,0,0
311690,2013,"Comendador Gomes","MG","Sudeste",21,0,0,0,0,0,0
311690,2014,"Comendador Gomes","MG","Sudeste",26,0,0,0,0,0,0
311690,2015,"Comendador Gomes","MG","Sudeste",28,0,0,0,0,0,0
311690,2016,"Comendador Gomes","MG","Sudeste",24,0,0,0,0,0,0
311690,2017,"Comendador Gomes","MG","Sudeste",27,0,0,0,0,0,0
311690,2018,"Comendador Gomes","MG","Sudeste",22,0,0,0,0,0,0
311690,2019,"Comendador Gomes","MG","Sudeste",40,0,0,0,0,0,0
311690,2020,"Comendador Gomes","MG","Sudeste",23,0,0,0,0,0,0
311700,2012,"Comercinho","MG","Sudeste",77,0,0,0,0,0,0
311700,2013,"Comercinho","MG","Sudeste",83,1,1,0,1,0,0
311700,2014,"Comercinho","MG","Sudeste",80,0,0,0,0,0,0
311700,2015,"Comercinho","MG","Sudeste",80,0,0,0,0,0,0
311700,2016,"Comercinho","MG","Sudeste",63,0,0,0,0,0,0
311700,2017,"Comercinho","MG","Sudeste",60,0,0,0,0,0,0
311700,2018,"Comercinho","MG","Sudeste",62,0,0,0,0,0,0
311700,2019,"Comercinho","MG","Sudeste",51,0,0,0,0,0,0
311700,2020,"Comercinho","MG","Sudeste",54,0,0,0,0,0,0
311710,2012,"Conceição da Aparecida","MG","Sudeste",115,0,0,0,0,0,0
311710,2013,"Conceição da Aparecida","MG","Sudeste",101,0,0,0,0,0,0
311710,2014,"Conceição da Aparecida","MG","Sudeste",123,0,0,0,0,0,0
311710,2015,"Conceição da Aparecida","MG","Sudeste",105,0,0,0,0,0,0
311710,2016,"Conceição da Aparecida","MG","Sudeste",115,0,0,0,0,0,0
311710,2017,"Conceição da Aparecida","MG","Sudeste",114,0,0,0,0,0,0
311710,2018,"Conceição da Aparecida","MG","Sudeste",119,0,0,0,0,0,0
311710,2019,"Conceição da Aparecida","MG","Sudeste",123,0,0,0,0,0,0
311710,2020,"Conceição da Aparecida","MG","Sudeste",124,0,0,0,0,0,0
311720,2012,"Conceição das Pedras","MG","Sudeste",31,0,0,0,0,0,0
311720,2013,"Conceição das Pedras","MG","Sudeste",37,0,0,0,0,0,0
311720,2014,"Conceição das Pedras","MG","Sudeste",32,0,0,0,0,0,0
311720,2015,"Conceição das Pedras","MG","Sudeste",26,0,0,0,0,0,0
311720,2016,"Conceição das Pedras","MG","Sudeste",28,0,0,0,0,0,0
311720,2017,"Conceição das Pedras","MG","Sudeste",31,0,0,0,0,0,0
311720,2018,"Conceição das Pedras","MG","Sudeste",21,0,0,0,0,0,0
311720,2019,"Conceição das Pedras","MG","Sudeste",26,0,0,0,0,0,0
311720,2020,"Conceição das Pedras","MG","Sudeste",26,0,0,0,0,0,0
311730,2012,"Conceição das Alagoas","MG","Sudeste",393,0,0,0,0,0,0
311730,2013,"Conceição das Alagoas","MG","Sudeste",381,0,0,0,0,0,0
311730,2014,"Conceição das Alagoas","MG","Sudeste",415,0,0,0,0,0,0
311730,2015,"Conceição das Alagoas","MG","Sudeste",412,0,0,0,0,0,0
311730,2016,"Conceição das Alagoas","MG","Sudeste",365,0,0,0,0,0,0
311730,2017,"Conceição das Alagoas","MG","Sudeste",358,0,0,0,0,0,0
311730,2018,"Conceição das Alagoas","MG","Sudeste",366,1,1,0,0,1,0
311730,2019,"Conceição das Alagoas","MG","Sudeste",360,0,0,0,0,0,0
311730,2020,"Conceição das Alagoas","MG","Sudeste",339,1,1,0,0,0,0
311740,2012,"Conceição de Ipanema","MG","Sudeste",56,0,0,0,0,0,0
311740,2013,"Conceição de Ipanema","MG","Sudeste",50,0,0,0,0,0,0
311740,2014,"Conceição de Ipanema","MG","Sudeste",55,0,0,0,0,0,0
311740,2015,"Conceição de Ipanema","MG","Sudeste",28,0,0,0,0,0,0
311740,2016,"Conceição de Ipanema","MG","Sudeste",30,0,0,0,0,0,0
311740,2017,"Conceição de Ipanema","MG","Sudeste",33,0,0,0,0,0,0
311740,2018,"Conceição de Ipanema","MG","Sudeste",53,0,0,0,0,0,0
311740,2019,"Conceição de Ipanema","MG","Sudeste",32,0,0,0,0,0,0
311740,2020,"Conceição de Ipanema","MG","Sudeste",56,0,0,0,0,0,0
311750,2012,"Conceição do Mato Dentro","MG","Sudeste",230,0,0,0,0,0,0
311750,2013,"Conceição do Mato Dentro","MG","Sudeste",240,0,0,0,0,0,0
311750,2014,"Conceição do Mato Dentro","MG","Sudeste",256,1,1,1,0,0,0
311750,2015,"Conceição do Mato Dentro","MG","Sudeste",265,0,0,0,0,0,0
311750,2016,"Conceição do Mato Dentro","MG","Sudeste",252,0,0,0,0,0,0
311750,2017,"Conceição do Mato Dentro","MG","Sudeste",298,0,0,0,0,0,0
311750,2018,"Conceição do Mato Dentro","MG","Sudeste",246,0,0,0,0,0,0
311750,2019,"Conceição do Mato Dentro","MG","Sudeste",281,1,1,0,0,0,0
311750,2020,"Conceição do Mato Dentro","MG","Sudeste",299,0,0,0,0,0,0
311760,2012,"Conceição do Pará","MG","Sudeste",50,0,0,0,0,0,0
311760,2013,"Conceição do Pará","MG","Sudeste",61,0,0,0,0,0,0
311760,2014,"Conceição do Pará","MG","Sudeste",55,1,0,0,0,0,0
311760,2015,"Conceição do Pará","MG","Sudeste",67,0,0,0,0,0,0
311760,2016,"Conceição do Pará","MG","Sudeste",41,0,0,0,0,0,0
311760,2017,"Conceição do Pará","MG","Sudeste",55,0,0,0,0,0,0
311760,2018,"Conceição do Pará","MG","Sudeste",57,0,0,0,0,0,0
311760,2019,"Conceição do Pará","MG","Sudeste",58,0,0,0,0,0,0
311760,2020,"Conceição do Pará","MG","Sudeste",60,0,0,0,0,0,0
311770,2012,"Conceição do Rio Verde","MG","Sudeste",148,0,0,0,0,0,0
311770,2013,"Conceição do Rio Verde","MG","Sudeste",151,2,2,0,0,2,0
311770,2014,"Conceição do Rio Verde","MG","Sudeste",157,0,0,0,0,0,0
311770,2015,"Conceição do Rio Verde","MG","Sudeste",167,0,0,0,0,0,0
311770,2016,"Conceição do Rio Verde","MG","Sudeste",146,0,0,0,0,0,0
311770,2017,"Conceição do Rio Verde","MG","Sudeste",162,0,0,0,0,0,0
311770,2018,"Conceição do Rio Verde","MG","Sudeste",165,0,0,0,0,0,0
311770,2019,"Conceição do Rio Verde","MG","Sudeste",159,0,0,0,0,0,0
311770,2020,"Conceição do Rio Verde","MG","Sudeste",161,0,0,0,0,0,0
311780,2012,"Conceição dos Ouros","MG","Sudeste",129,0,0,0,0,0,0
311780,2013,"Conceição dos Ouros","MG","Sudeste",121,0,0,0,0,0,0
311780,2014,"Conceição dos Ouros","MG","Sudeste",109,0,0,0,0,0,0
