"codmunres","municipio","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude","uf","idhm"
"1494",260270,"Buenos Aires","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.593"
"1495",260280,"Buíque","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.527"
"1496",260290,"Cabo de Santo Agostinho","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.686"
"1497",260300,"Cabrobó","Nordeste",26009,"Petrolina",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.623"
"1498",260310,"Cachoeirinha","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.579"
"1499",260320,"Caetés","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.522"
"1500",260330,"Calçado","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.566"
"1501",260340,"Calumbi","Nordeste",26012,"Serra Talhada",2606,"Sertao","Pernambuco","0.571"
"1502",260345,"Camaragibe","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.692"
"1503",260350,"Camocim de São Félix","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.588"
"1504",260360,"Camutanga","Nordeste",26005,"Goiana",2607,"Metropolitana","Pernambuco","0.606"
"1505",260370,"Canhotinho","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.541"
"1506",260380,"Capoeiras","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.549"
"1507",260390,"Carnaíba","Nordeste",26001,"Afogados da Ingazeira",2606,"Sertao","Pernambuco","0.583"
"1508",260392,"Carnaubeira da Penha","Nordeste",26012,"Serra Talhada",2606,"Sertao","Pernambuco","0.573"
"1509",260400,"Carpina","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.68"
"1510",260410,"Caruaru","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.677"
"1511",260415,"Casinhas","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.567"
"1512",260420,"Catende","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.609"
"1513",260430,"Cedro","Nordeste",26011,"Salgueiro",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.615"
"1514",260440,"Chã de Alegria","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.604"
"1515",260450,"Chã Grande","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.599"
"1516",260460,"Condado","Nordeste",26005,"Goiana",2607,"Metropolitana","Pernambuco","0.602"
"1517",260470,"Correntes","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.536"
"1518",260480,"Cortês","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.568"
"1519",260490,"Cumaru","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.572"
"1520",260500,"Cupira","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.592"
"1521",260510,"Custódia","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.594"
"1522",260515,"Dormentes","Nordeste",26009,"Petrolina",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.589"
"1523",260520,"Escada","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.632"
"1524",260530,"Exu","Nordeste",26007,"Ouricuri",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.576"
"1525",260540,"Feira Nova","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.6"
"1526",260545,"Fernando de Noronha","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.788"
"1527",260550,"Ferreiros","Nordeste",26005,"Goiana",2607,"Metropolitana","Pernambuco","0.622"
"1528",260560,"Flores","Nordeste",26012,"Serra Talhada",2606,"Sertao","Pernambuco","0.556"
"1529",260570,"Floresta","Nordeste",26012,"Serra Talhada",2606,"Sertao","Pernambuco","0.626"
"1530",260580,"Frei Miguelinho","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.576"
"1531",260590,"Gameleira","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.602"
"1532",260600,"Garanhuns","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.664"
"1533",260610,"Glória do Goitá","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.604"
"1534",260620,"Goiana","Nordeste",26005,"Goiana",2607,"Metropolitana","Pernambuco","0.651"
"1535",260630,"Granito","Nordeste",26007,"Ouricuri",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.595"
"1536",260640,"Gravatá","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.634"
"1537",260650,"Iati","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.528"
"1538",260660,"Ibimirim","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.552"
"1539",260670,"Ibirajuba","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.58"
"1540",260680,"Igarassu","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.665"
"1541",260690,"Iguaracy","Nordeste",26001,"Afogados da Ingazeira",2606,"Sertao","Pernambuco","0.598"
"1542",260700,"Inajá","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.523"
"1543",260710,"Ingazeira","Nordeste",26001,"Afogados da Ingazeira",2606,"Sertao","Pernambuco","0.608"
"1544",260720,"Ipojuca","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.619"
"1545",260730,"Ipubi","Nordeste",26007,"Ouricuri",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.55"
"1546",260740,"Itacuruba","Nordeste",26012,"Serra Talhada",2606,"Sertao","Pernambuco","0.595"
"1547",260750,"Itaíba","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.51"
"1548",260760,"Ilha de Itamaracá","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.653"
"1549",260765,"Itambé","Nordeste",26005,"Goiana",2607,"Metropolitana","Pernambuco","0.575"
"1550",260770,"Itapetim","Nordeste",26001,"Afogados da Ingazeira",2606,"Sertao","Pernambuco","0.592"
"1551",260775,"Itapissuma","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.633"
"1552",260780,"Itaquitinga","Nordeste",26005,"Goiana",2607,"Metropolitana","Pernambuco","0.586"
"1553",260790,"Jaboatão dos Guararapes","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.717"
"1554",260795,"Jaqueira","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.575"
"1555",260800,"Jataúba","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.53"
"1556",260805,"Jatobá","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.645"
"1557",260810,"João Alfredo","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.576"
"1558",260820,"Joaquim Nabuco","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.554"
"1559",260825,"Jucati","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.55"
"1560",260830,"Jupi","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.575"
"1561",260840,"Jurema","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.509"
"1562",260845,"Lagoa do Carro","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.609"
"1563",260850,"Lagoa de Itaenga","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.602"
"1564",260860,"Lagoa do Ouro","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.525"
"1565",260870,"Lagoa dos Gatos","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.551"
"1566",260875,"Lagoa Grande","Nordeste",26009,"Petrolina",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.597"
"1567",260880,"Lajedo","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.611"
"1568",260890,"Limoeiro","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.663"
"1569",260900,"Macaparana","Nordeste",26005,"Goiana",2607,"Metropolitana","Pernambuco","0.609"
"1570",260910,"Machados","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.578"
"1571",260915,"Manari","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.487"
"1572",260920,"Maraial","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.534"
"1573",260930,"Mirandiba","Nordeste",26011,"Salgueiro",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.591"
"1574",260940,"Moreno","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.652"
"1575",260950,"Nazaré da Mata","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.662"
"1576",260960,"Olinda","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.735"
"1577",260970,"Orobó","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.61"
"1578",260980,"Orocó","Nordeste",26009,"Petrolina",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.61"
"1579",260990,"Ouricuri","Nordeste",26007,"Ouricuri",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.572"
"1580",261000,"Palmares","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.622"
"1581",261010,"Palmeirina","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.549"
"1582",261020,"Panelas","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.569"
"1583",261030,"Paranatama","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.537"
"1584",261040,"Parnamirim","Nordeste",26007,"Ouricuri",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.599"
"1585",261050,"Passira","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.592"
"1586",261060,"Paudalho","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.639"
"1587",261070,"Paulista","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.732"
"1588",261080,"Pedra","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.567"
"1589",261090,"Pesqueira","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.61"
"1590",261100,"Petrolândia","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.623"
"1591",261110,"Petrolina","Nordeste",26009,"Petrolina",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.697"
"1592",261120,"Poção","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.528"
"1593",261130,"Pombos","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.598"
"1594",261140,"Primavera","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.58"
"1595",261150,"Quipapá","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.552"
"1596",261153,"Quixaba","Nordeste",26001,"Afogados da Ingazeira",2606,"Sertao","Pernambuco","0.577"
"1597",261160,"Recife","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.772"
"1598",261170,"Riacho das Almas","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.57"
"1599",261180,"Ribeirão","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.602"
"1600",261190,"Rio Formoso","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.613"
"1601",261200,"Sairé","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.585"
"1602",261210,"Salgadinho","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.534"
"1603",261220,"Salgueiro","Nordeste",26011,"Salgueiro",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.669"
"1604",261230,"Saloá","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.559"
"1605",261240,"Sanharó","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.603"
"1606",261245,"Santa Cruz","Nordeste",26007,"Ouricuri",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.549"
"1607",261247,"Santa Cruz da Baixa Verde","Nordeste",26012,"Serra Talhada",2606,"Sertao","Pernambuco","0.612"
"1608",261250,"Santa Cruz do Capibaribe","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.648"
"1609",261255,"Santa Filomena","Nordeste",26007,"Ouricuri",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.533"
"1610",261260,"Santa Maria da Boa Vista","Nordeste",26009,"Petrolina",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.59"
"1611",261270,"Santa Maria do Cambucá","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.548"
"1612",261280,"Santa Terezinha","Nordeste",26001,"Afogados da Ingazeira",2606,"Sertao","Pernambuco","0.593"
"1613",261290,"São Benedito do Sul","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.53"
"1614",261300,"São Bento do Una","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.593"
"1615",261310,"São Caitano","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.591"
"1616",261320,"São João","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.57"
"1617",261330,"São Joaquim do Monte","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.537"
"1618",261340,"São José da Coroa Grande","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.608"
"1619",261350,"São José do Belmonte","Nordeste",26012,"Serra Talhada",2606,"Sertao","Pernambuco","0.61"
"1620",261360,"São José do Egito","Nordeste",26001,"Afogados da Ingazeira",2606,"Sertao","Pernambuco","0.635"
"1621",261370,"São Lourenço da Mata","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.653"
"1622",261380,"São Vicente Ferrer","Nordeste",26005,"Goiana",2607,"Metropolitana","Pernambuco","0.549"
"1623",261390,"Serra Talhada","Nordeste",26012,"Serra Talhada",2606,"Sertao","Pernambuco","0.661"
"1624",261400,"Serrita","Nordeste",26011,"Salgueiro",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.595"
"1625",261410,"Sertânia","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.613"
"1626",261420,"Sirinhaém","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.597"
"1627",261430,"Moreilândia","Nordeste",26007,"Ouricuri",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.6"
"1628",261440,"Solidão","Nordeste",26001,"Afogados da Ingazeira",2606,"Sertao","Pernambuco","0.585"
"1629",261450,"Surubim","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.635"
"1630",261460,"Tabira","Nordeste",26001,"Afogados da Ingazeira",2606,"Sertao","Pernambuco","0.605"
"1631",261470,"Tacaimbó","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.554"
"1632",261480,"Tacaratu","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.573"
"1633",261485,"Tamandaré","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.593"
"1634",261500,"Taquaritinga do Norte","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.641"
"1635",261510,"Terezinha","Nordeste",26004,"Garanhuns",2608,"Agreste","Pernambuco","0.545"
"1636",261520,"Terra Nova","Nordeste",26011,"Salgueiro",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.599"
"1637",261530,"Timbaúba","Nordeste",26005,"Goiana",2607,"Metropolitana","Pernambuco","0.618"
"1638",261540,"Toritama","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.618"
"1639",261550,"Tracunhaém","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.605"
"1640",261560,"Trindade","Nordeste",26007,"Ouricuri",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.595"
"1641",261570,"Triunfo","Nordeste",26012,"Serra Talhada",2606,"Sertao","Pernambuco","0.67"
"1642",261580,"Tupanatinga","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.519"
"1643",261590,"Tuparetama","Nordeste",26001,"Afogados da Ingazeira",2606,"Sertao","Pernambuco","0.634"
"1644",261600,"Venturosa","Nordeste",26002,"Arcoverde",2606,"Sertao","Pernambuco","0.592"
"1645",261610,"Verdejante","Nordeste",26011,"Salgueiro",2605,"Vale do S. Francisco e Araripe","Pernambuco","0.605"
"1646",261618,"Vertente do Lério","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.563"
"1647",261620,"Vertentes","Nordeste",26003,"Caruaru",2608,"Agreste","Pernambuco","0.582"
"1648",261630,"Vicência","Nordeste",26006,"Limoeiro",2607,"Metropolitana","Pernambuco","0.605"
"1649",261640,"Vitória de Santo Antão","Nordeste",26010,"Recife",2607,"Metropolitana","Pernambuco","0.64"
"1650",261650,"Xexéu","Nordeste",26008,"Palmares",2607,"Metropolitana","Pernambuco","0.552"
"1651",270010,"Água Branca","Nordeste",27010,"10ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.549"
"1652",270020,"Anadia","Nordeste",27005,"5ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.568"
"1653",270030,"Arapiraca","Nordeste",27007,"7ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.649"
"1654",270040,"Atalaia","Nordeste",27004,"4ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.561"
"1655",270050,"Barra de Santo Antônio","Nordeste",27001,"1ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.557"
"1656",270060,"Barra de São Miguel","Nordeste",27001,"1ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.615"
"1657",270070,"Batalha","Nordeste",27007,"7ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.594"
"1658",270080,"Belém","Nordeste",27008,"8ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.593"
"1659",270090,"Belo Monte","Nordeste",27007,"7ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.517"
"1660",270100,"Boca da Mata","Nordeste",27005,"5ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.604"
"1661",270110,"Branquinha","Nordeste",27003,"3ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.513"
"1662",270120,"Cacimbinhas","Nordeste",27008,"8ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.531"
"1663",270130,"Cajueiro","Nordeste",27004,"4ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.562"
"1664",270135,"Campestre","Nordeste",27003,"3ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.559"
"1665",270140,"Campo Alegre","Nordeste",27005,"5ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.57"
"1666",270150,"Campo Grande","Nordeste",27007,"7ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.524"
"1667",270160,"Canapi","Nordeste",27009,"9ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.506"
"1668",270170,"Capela","Nordeste",27004,"4ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.573"
"1669",270180,"Carneiros","Nordeste",27009,"9ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.526"
"1670",270190,"Chã Preta","Nordeste",27004,"4ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.575"
"1671",270200,"Coité do Nóia","Nordeste",27007,"7ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.533"
"1672",270210,"Colônia Leopoldina","Nordeste",27003,"3ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.517"
"1673",270220,"Coqueiro Seco","Nordeste",27001,"1ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.586"
"1674",270230,"Coruripe","Nordeste",27006,"6ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.626"
"1675",270235,"Craíbas","Nordeste",27007,"7ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.525"
"1676",270240,"Delmiro Gouveia","Nordeste",27010,"10ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.612"
"1677",270250,"Dois Riachos","Nordeste",27009,"9ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.532"
"1678",270255,"Estrela de Alagoas","Nordeste",27008,"8ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.534"
"1679",270260,"Feira Grande","Nordeste",27007,"7ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.533"
"1680",270270,"Feliz Deserto","Nordeste",27006,"6ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.565"
"1681",270280,"Flexeiras","Nordeste",27001,"1ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.527"
"1682",270290,"Girau do Ponciano","Nordeste",27007,"7ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.536"
"1683",270300,"Ibateguara","Nordeste",27003,"3ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.518"
"1684",270310,"Igaci","Nordeste",27008,"8ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.564"
"1685",270320,"Igreja Nova","Nordeste",27006,"6ª Região de Saúde",2704,"1a Macrorregiao de Saude","Alagoas","0.568"
"1686",270330,"Inhapi","Nordeste",27010,"10ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.484"
"1687",270340,"Jacaré dos Homens","Nordeste",27007,"7ª Região de Saúde",2703,"2a Macrorregiao de Saude","Alagoas","0.583"
