CODMUNRES;ANO;total_internacoes;casos_MMG;casos_MMG_hipertensao;casos_MMG_Hemorragia;casos_MMG_infeccoes;casos_MMG_UTI;casos_MMG_TMP;casos_MMG_Transfusao;casos_MMG_cirurgia
315760;2012;33;2;1;1;0;0;0;1;0
315760;2013;32;0;0;0;0;0;0;0;0
315760;2014;41;2;1;1;0;1;0;0;0
315760;2015;29;1;0;0;0;1;0;0;0
315760;2016;37;2;1;1;0;0;0;1;0
315760;2017;40;1;1;0;0;0;0;0;0
315760;2018;36;2;0;2;0;0;0;2;0
315760;2019;41;0;0;0;0;0;0;0;0
315760;2020;46;4;0;4;0;1;0;2;2
315765;2012;85;4;2;2;0;0;1;2;0
315765;2013;80;4;3;1;0;0;1;1;0
315765;2014;97;0;0;0;0;0;0;0;0
315765;2015;81;5;2;3;0;0;1;2;0
315765;2016;76;3;2;0;0;0;0;0;0
315765;2017;61;1;1;1;0;0;0;1;0
315765;2018;70;2;1;0;0;0;1;0;0
315765;2019;79;4;3;0;0;0;1;0;0
315765;2020;66;3;3;0;0;0;0;0;0
315770;2012;47;1;0;0;0;0;1;0;0
315770;2013;117;4;2;2;0;1;0;1;0
315770;2014;178;4;4;0;0;0;0;0;0
315770;2015;180;9;4;3;0;0;2;2;0
315770;2016;179;8;2;5;0;1;2;4;1
315770;2017;178;11;4;5;1;0;0;2;3
315770;2018;169;11;4;5;1;0;1;3;1
315770;2019;192;4;1;2;0;0;1;2;0
315770;2020;179;9;4;3;1;0;1;2;1
315780;2012;2867;177;80;67;7;10;29;37;13
315780;2013;2620;191;90;69;12;20;24;41;22
315780;2014;2469;173;84;61;8;9;28;38;12
315780;2015;2423;178;95;65;10;10;17;37;12
315780;2016;2322;193;122;38;9;13;25;15;15
315780;2017;2490;220;110;78;18;17;26;56;15
315780;2018;2499;262;139;83;17;19;26;51;28
315780;2019;2411;312;201;82;15;4;22;46;16
315780;2020;2126;296;210;54;11;17;21;34;15
315790;2012;254;18;7;10;0;1;0;4;2
315790;2013;236;6;2;3;0;1;1;1;1
315790;2014;270;17;7;6;0;0;5;3;1
315790;2015;231;4;1;1;0;0;1;1;1
315790;2016;253;16;13;1;0;1;1;1;1
315790;2017;213;5;2;2;0;1;0;1;1
315790;2018;227;4;1;2;0;0;1;0;0
315790;2019;257;8;4;2;0;1;1;2;1
315790;2020;206;7;0;6;0;2;1;3;1
315800;2012;142;5;5;0;0;0;0;0;0
315800;2013;156;8;1;6;0;0;1;2;1
315800;2014;168;12;8;2;0;0;1;1;0
315800;2015;163;5;3;1;0;0;1;0;0
315800;2016;157;16;7;6;0;2;2;3;1
315800;2017;145;8;3;2;1;2;0;1;3
315800;2018;131;9;4;2;0;2;1;0;2
315800;2019;134;9;3;4;0;3;0;1;3
315800;2020;127;13;6;4;0;2;0;0;2
315810;2012;48;1;1;0;0;0;0;0;0
315810;2013;41;0;0;0;0;0;0;0;0
315810;2014;59;0;0;0;0;0;0;0;0
315810;2015;47;0;0;0;0;0;0;0;0
315810;2016;59;4;1;1;0;0;2;1;0
315810;2017;58;1;1;0;0;0;0;0;0
315810;2018;63;4;1;2;0;1;1;1;2
315810;2019;88;3;1;1;0;0;1;0;1
315810;2020;71;1;1;0;0;0;0;0;0
315820;2012;164;3;0;2;0;0;1;2;0
315820;2013;150;2;0;1;0;0;0;0;1
315820;2014;141;2;1;1;0;0;0;0;0
315820;2015;131;4;1;1;1;1;2;1;0
315820;2016;155;0;0;0;0;0;0;0;0
315820;2017;169;3;1;2;0;0;0;1;0
315820;2018;147;6;0;5;0;0;1;2;2
315820;2019;153;2;0;2;0;0;0;1;0
315820;2020;150;5;4;1;0;2;2;1;0
315830;2012;86;1;1;0;0;0;0;0;0
315830;2013;96;4;0;3;0;1;1;1;0
315830;2014;90;7;5;1;0;0;1;1;0
315830;2015;93;11;10;2;0;0;0;1;0
315830;2016;61;5;3;0;0;2;1;0;0
315830;2017;63;3;2;1;0;0;0;0;0
315830;2018;77;6;4;1;0;0;1;0;1
315830;2019;88;3;2;1;0;1;0;0;1
315830;2020;70;1;0;1;0;0;0;0;0
315840;2012;23;2;2;0;0;0;0;0;0
315840;2013;19;2;1;1;0;0;0;1;1
315840;2014;11;4;3;1;0;1;0;1;1
315840;2015;16;4;2;1;0;1;0;1;0
315840;2016;11;2;2;0;0;0;0;0;0
315840;2017;19;2;2;0;0;1;0;0;0
315840;2018;17;3;2;0;0;1;0;0;0
315840;2019;19;0;0;0;0;0;0;0;0
315840;2020;13;0;0;0;0;0;0;0;0
315850;2012;59;8;7;0;0;0;0;0;1
315850;2013;54;12;9;1;0;1;0;0;1
315850;2014;57;3;0;2;1;0;0;1;0
315850;2015;66;3;3;0;0;0;1;0;0
315850;2016;72;7;5;2;0;0;0;1;0
315850;2017;66;5;3;1;0;0;1;1;0
315850;2018;62;3;2;1;0;0;0;1;0
315850;2019;69;3;0;2;0;1;2;2;0
315850;2020;61;2;2;0;0;0;0;0;0
315860;2012;46;4;4;0;0;0;0;0;0
315860;2013;59;7;6;0;0;0;0;0;1
315860;2014;52;5;3;2;0;0;0;1;1
315860;2015;46;5;3;0;1;0;2;0;0
315860;2016;45;9;6;2;0;2;2;1;0
315860;2017;48;8;6;1;0;0;1;1;0
315860;2018;37;7;6;0;0;0;2;0;1
315860;2019;33;3;2;1;0;0;0;0;0
315860;2020;30;3;2;0;0;0;1;0;0
315870;2012;38;3;3;0;0;0;0;0;0
315870;2013;29;1;0;1;0;0;0;1;0
315870;2014;25;2;1;1;0;0;0;1;0
315870;2015;27;1;0;1;0;0;0;1;0
315870;2016;17;1;1;0;0;0;0;0;0
315870;2017;22;1;0;1;0;0;0;1;0
315870;2018;21;1;0;1;0;0;0;1;0
315870;2019;24;2;0;0;0;0;2;0;0
315870;2020;19;6;5;1;0;0;0;1;0
315880;2012;36;6;0;6;0;0;1;2;1
315880;2013;48;0;0;0;0;0;0;0;0
315880;2014;27;1;1;0;0;0;0;0;0
315880;2015;43;3;2;1;0;0;0;1;0
315880;2016;49;5;4;1;0;0;1;1;0
315880;2017;50;2;2;0;0;0;0;0;0
315880;2018;49;2;1;0;0;1;0;0;0
315880;2019;46;2;2;0;0;0;0;0;0
315880;2020;35;3;1;1;0;1;0;1;0
315890;2012;73;2;0;2;0;0;0;1;1
315890;2013;76;4;1;1;0;0;2;1;0
315890;2014;84;5;1;4;0;1;1;3;2
315890;2015;80;2;0;1;0;0;1;1;1
315890;2016;100;4;1;3;0;1;1;1;2
315890;2017;100;4;1;1;0;0;1;1;1
315890;2018;112;6;2;3;0;1;0;3;1
315890;2019;138;6;2;2;2;0;0;2;0
315890;2020;117;4;0;2;0;0;2;1;0
315895;2012;409;19;9;6;1;2;1;6;2
315895;2013;386;13;3;6;1;1;1;4;2
315895;2014;437;15;4;5;1;1;0;3;6
315895;2015;413;24;10;6;0;1;2;2;7
315895;2016;381;21;11;5;0;0;3;4;4
315895;2017;399;20;10;6;1;1;1;4;4
315895;2018;377;19;9;9;0;2;0;7;5
315895;2019;387;11;3;5;0;1;0;3;3
315895;2020;395;22;4;10;2;1;2;7;5
315900;2012;27;2;1;0;0;1;0;0;0
315900;2013;37;5;2;1;1;0;1;0;0
315900;2014;42;3;3;0;0;0;1;0;0
315900;2015;43;0;0;0;0;0;0;0;0
315900;2016;33;2;1;1;0;1;0;1;0
315900;2017;47;7;5;1;0;0;1;0;1
315900;2018;54;4;2;1;0;0;0;1;1
315900;2019;42;5;5;0;0;0;1;0;0
315900;2020;35;5;3;2;0;0;0;2;1
315910;2012;47;4;2;2;0;0;0;1;0
315910;2013;48;3;2;0;0;2;1;0;0
315910;2014;31;2;2;0;0;0;0;0;0
315910;2015;36;3;2;1;0;0;0;1;0
315910;2016;36;6;2;0;0;3;0;0;0
315910;2017;33;1;1;0;0;0;0;0;0
315910;2018;34;0;0;0;0;0;0;0;0
315910;2019;34;0;0;0;0;0;0;0;0
315910;2020;36;3;2;1;0;0;0;0;0
315920;2012;55;4;4;0;0;0;0;0;0
315920;2013;47;1;1;0;0;0;0;0;0
315920;2014;56;2;0;0;0;0;0;0;2
315920;2015;48;4;3;1;0;1;0;1;0
315920;2016;51;2;0;1;0;0;0;0;1
315920;2017;67;6;2;1;0;0;2;0;0
315920;2018;57;4;4;0;0;0;0;0;0
315920;2019;57;3;1;2;0;0;0;1;0
315920;2020;59;3;1;2;0;0;0;0;1
315930;2012;40;3;1;2;0;0;0;2;0
315930;2013;36;4;3;0;0;1;1;0;0
315930;2014;30;3;2;0;0;0;1;0;0
315930;2015;31;4;2;1;0;0;1;1;0
315930;2016;30;3;0;2;0;0;0;2;0
315930;2017;28;3;3;0;0;0;0;0;0
315930;2018;16;2;1;0;0;0;1;0;0
315930;2019;13;1;1;0;0;0;0;0;0
315930;2020;26;2;1;0;0;0;1;0;0
315935;2012;111;0;0;0;0;0;0;0;0
315935;2013;86;1;0;1;0;0;0;1;0
315935;2014;63;1;0;1;0;0;0;0;0
315935;2015;99;1;1;1;0;1;1;1;0
315935;2016;84;1;0;1;0;0;0;1;0
315935;2017;69;3;1;2;0;0;0;2;0
315935;2018;95;3;1;2;0;0;0;1;0
315935;2019;85;4;0;1;0;0;0;1;3
315935;2020;67;1;1;0;0;0;0;0;0
315940;2012;4;0;0;0;0;0;0;0;0
315940;2013;20;3;1;1;0;0;1;1;1
315940;2014;14;2;1;0;0;1;0;0;0
315940;2015;25;2;1;0;0;1;0;0;0
315940;2016;15;1;0;1;0;0;0;1;0
315940;2017;21;1;0;0;0;0;0;0;1
315940;2018;22;4;0;4;0;0;0;4;1
315940;2019;26;0;0;0;0;0;0;0;0
315940;2020;17;1;1;0;0;0;0;0;0
315950;2012;75;1;0;1;0;0;0;1;0
315950;2013;53;3;1;2;0;0;0;2;0
315950;2014;98;4;3;1;0;1;0;0;0
315950;2015;94;3;2;1;0;0;0;1;0
315950;2016;79;4;1;2;0;0;1;2;0
315950;2017;82;1;0;1;0;0;0;1;0
315950;2018;105;3;2;1;0;1;0;1;1
315950;2019;95;3;0;2;0;0;1;1;1
315950;2020;88;4;2;1;0;0;0;0;1
315960;2012;374;15;5;7;0;1;1;4;2
315960;2013;309;10;6;4;0;0;0;3;1
315960;2014;347;18;8;6;0;0;1;3;3
315960;2015;284;16;7;9;1;0;0;5;2
315960;2016;336;17;8;7;0;2;1;3;2
315960;2017;350;18;7;6;0;0;0;6;5
315960;2018;404;24;9;12;0;0;1;6;3
315960;2019;356;18;8;3;0;0;1;2;0
315960;2020;355;25;13;8;0;1;1;7;3
315970;2012;23;0;0;0;0;0;0;0;0
315970;2013;29;0;0;0;0;0;0;0;0
315970;2014;33;0;0;0;0;0;0;0;0
315970;2015;28;0;0;0;0;0;0;0;0
315970;2016;32;3;0;2;0;0;1;1;0
315970;2017;30;3;0;2;0;0;1;0;0
315970;2018;23;1;0;1;0;0;0;0;0
315970;2019;23;0;0;0;0;0;0;0;0
315970;2020;30;2;0;1;0;0;0;0;0
315980;2012;188;3;0;1;0;0;2;0;0
315980;2013;188;3;1;1;0;0;1;0;1
315980;2014;222;4;1;1;0;0;2;0;0
315980;2015;224;5;2;1;0;3;1;1;0
315980;2016;243;9;1;7;0;2;0;2;0
315980;2017;218;3;2;1;0;1;0;0;1
315980;2018;244;7;3;2;0;0;0;0;3
315980;2019;205;7;3;3;0;1;2;3;2
315980;2020;181;12;4;3;0;0;4;1;3
315990;2012;189;7;3;1;0;1;2;1;0
315990;2013;203;15;5;8;0;5;2;6;1
315990;2014;229;14;4;8;2;3;1;6;0
315990;2015;222;21;15;6;0;2;1;5;2
315990;2016;196;12;7;6;0;2;0;5;1
315990;2017;197;6;4;2;0;1;2;1;0
315990;2018;179;5;2;0;0;1;1;0;2
315990;2019;217;14;7;3;0;1;2;3;2
315990;2020;177;9;6;2;0;2;1;2;0
316000;2012;25;3;3;0;0;0;0;0;0
316000;2013;19;1;1;0;0;0;0;0;0
316000;2014;14;1;0;0;0;1;0;0;0
316000;2015;7;0;0;0;0;0;0;0;0
316000;2016;13;1;0;0;0;1;1;0;0
316000;2017;22;1;1;0;0;0;0;0;0
316000;2018;26;4;1;1;0;0;1;1;1
316000;2019;19;1;0;0;0;0;1;0;0
316000;2020;17;2;2;0;0;0;0;0;0
316010;2012;60;1;1;1;0;0;0;1;0
316010;2013;54;2;0;2;0;0;0;1;0
316010;2014;47;1;0;1;0;1;0;1;1
316010;2015;45;1;0;1;0;0;0;0;0
316010;2016;35;1;0;0;1;0;0;0;0
316010;2017;58;4;2;0;0;1;1;0;0
316010;2018;42;2;0;1;1;0;0;0;0
316010;2019;40;1;1;0;0;0;0;0;0
316010;2020;30;0;0;0;0;0;0;0;0
316020;2012;49;2;1;1;0;0;0;1;0
316020;2013;46;3;1;2;0;0;0;1;0
316020;2014;43;3;2;0;0;0;1;0;0
316020;2015;50;1;0;1;0;0;0;1;0
316020;2016;43;0;0;0;0;0;0;0;0
316020;2017;61;3;2;0;0;0;1;0;0
316020;2018;39;1;1;0;0;0;0;0;0
316020;2019;53;3;3;0;0;0;0;0;0
316020;2020;56;8;5;2;0;1;0;2;1
316030;2012;169;5;3;1;1;0;0;1;0
316030;2013;130;2;0;2;0;0;0;1;0
316030;2014;139;5;1;2;1;0;1;0;0
316030;2015;144;6;1;4;1;0;0;2;0
316030;2016;141;4;2;2;0;0;0;2;0
316030;2017;138;2;1;1;0;0;0;1;1
316030;2018;159;4;3;2;0;0;0;1;1
316030;2019;168;6;3;3;0;0;0;3;0
316030;2020;137;3;2;0;0;0;1;0;0
316040;2012;273;7;2;5;0;0;0;4;0
316040;2013;276;12;8;3;0;0;0;2;0
316040;2014;372;16;12;2;1;0;0;1;1
316040;2015;376;21;13;5;3;2;4;3;1
316040;2016;346;25;16;5;1;2;2;2;0
316040;2017;379;24;13;4;0;3;2;0;2
316040;2018;385;20;13;4;1;0;1;1;0
316040;2019;350;15;5;7;1;1;3;4;1
316040;2020;343;28;16;10;0;2;0;3;0
316045;2012;101;3;2;0;0;0;1;0;0
316045;2013;72;3;1;2;0;0;0;1;0
316045;2014;89;2;0;2;0;1;0;1;1
316045;2015;93;3;0;3;0;0;0;0;0
316045;2016;86;7;4;2;0;0;1;1;2
316045;2017;76;1;1;0;0;0;0;0;0
316045;2018;107;4;3;1;0;0;0;1;0
316045;2019;96;1;0;1;0;0;0;1;0
316045;2020;81;0;0;0;0;0;0;0;0
316050;2012;18;0;0;0;0;0;0;0;0
316050;2013;27;3;0;2;0;0;0;2;1
316050;2014;25;0;0;0;0;0;0;0;0
316050;2015;26;2;1;0;0;0;1;0;0
316050;2016;14;0;0;0;0;0;0;0;0
316050;2017;15;0;0;0;0;0;0;0;0
316050;2018;19;2;0;1;0;0;0;0;1
316050;2019;10;0;0;0;0;0;0;0;0
316050;2020;17;0;0;0;0;0;0;0;0
316060;2012;37;4;2;1;0;1;1;1;1
316060;2013;28;1;1;0;0;0;0;0;0
316060;2014;37;2;0;0;0;0;0;0;0
316060;2015;27;5;0;0;0;0;0;0;0
316060;2016;33;3;2;0;1;1;0;0;0
316060;2017;34;1;1;0;0;0;0;0;0
316060;2018;34;2;0;1;1;0;0;0;0
316060;2019;19;1;0;0;1;0;0;0;0
316060;2020;30;1;1;0;0;0;0;0;0
316070;2012;502;46;20;21;1;2;5;13;3
316070;2013;417;37;23;14;0;3;3;9;1
316070;2014;485;49;17;25;2;1;7;24;2
316070;2015;429;41;14;15;1;2;15;12;1
316070;2016;469;50;24;16;3;3;10;10;2
316070;2017;526;54;30;15;0;2;8;10;7
316070;2018;600;56;28;16;1;2;10;8;1
316070;2019;546;65;40;15;0;1;12;13;4
316070;2020;482;45;26;15;0;1;2;10;5
316080;2012;74;7;4;2;0;1;1;1;0
316080;2013;75;6;3;3;0;0;0;1;0
316080;2014;82;9;1;3;0;0;0;2;1
316080;2015;67;8;4;1;0;0;0;0;0
316080;2016;71;2;2;0;0;0;0;0;0
316080;2017;70;2;1;1;0;0;0;1;0
316080;2018;80;1;0;1;0;0;0;0;0
316080;2019;83;2;1;0;0;0;1;0;0
316080;2020;86;0;0;0;0;0;0;0;0
316090;2012;26;1;0;1;0;0;0;1;0
316090;2013;33;2;1;1;0;0;0;0;0
316090;2014;36;6;5;1;0;0;0;1;0
316090;2015;39;1;1;0;0;0;0;0;0
316090;2016;31;3;3;0;0;0;0;0;0
316090;2017;38;4;0;3;0;0;1;3;2
316090;2018;21;3;1;0;0;0;1;0;1
316090;2019;22;1;0;1;0;0;0;1;0
316090;2020;21;3;2;1;0;0;0;1;0
316095;2012;54;5;0;4;0;1;0;0;0
316095;2013;59;3;0;3;0;0;0;1;0
316095;2014;57;3;1;2;0;0;0;1;0
316095;2015;47;0;0;0;0;0;0;0;0
316095;2016;50;3;1;2;0;1;0;1;0
316095;2017;54;2;0;2;0;0;0;1;0
316095;2018;54;3;0;3;0;0;0;3;0
316095;2019;56;7;0;1;0;0;0;1;7
316095;2020;46;5;2;1;0;0;1;0;2
316100;2012;194;8;5;3;0;0;1;2;0
316100;2013;165;11;6;5;0;0;1;2;1
316100;2014;174;15;6;10;0;3;1;9;4
316100;2015;158;9;6;1;0;0;1;1;1
316100;2016;138;8;5;2;0;0;1;2;0
316100;2017;148;9;1;5;0;1;0;3;1
316100;2018;157;12;7;3;2;3;3;3;3
316100;2019;161;5;3;3;0;1;0;3;1
316100;2020;146;10;3;5;1;0;1;4;0
316105;2012;29;2;1;1;0;0;0;0;0
316105;2013;24;5;2;3;0;0;0;1;1
316105;2014;30;3;3;0;0;0;0;0;0
316105;2015;17;2;2;0;0;0;0;0;0
316105;2016;22;1;1;0;0;0;1;0;0
316105;2017;34;3;1;2;0;0;0;1;0
316105;2018;35;3;2;1;0;0;0;1;0
316105;2019;21;2;0;2;0;0;1;2;0
316105;2020;18;2;0;0;0;0;2;0;0
316110;2012;939;54;46;6;0;0;3;6;3
316110;2013;974;64;48;14;0;2;6;10;5
316110;2014;1028;75;54;15;3;3;7;8;8
316110;2015;1092;85;65;14;6;1;1;9;4
316110;2016;912;72;52;9;5;2;6;7;7
316110;2017;954;55;42;14;1;2;1;12;1
316110;2018;1036;73;59;11;0;2;7;8;3
316110;2019;889;50;36;8;0;1;7;4;6
316110;2020;811;33;17;11;0;1;7;8;4
316120;2012;64;2;1;0;0;0;0;0;1
316120;2013;54;2;0;2;0;0;0;2;0
316120;2014;55;3;1;2;0;0;0;2;0
316120;2015;64;5;3;2;0;0;0;2;0
316120;2016;57;2;2;0;0;0;0;0;0
316120;2017;69;2;0;1;0;1;1;0;0
316120;2018;62;3;2;0;1;0;1;0;0
316120;2019;64;2;1;1;0;0;0;0;0
316120;2020;62;5;4;0;0;0;0;0;0
316130;2012;33;3;1;1;0;0;1;0;0
316130;2013;32;3;1;2;0;0;0;0;0
316130;2014;28;1;1;0;0;0;0;0;0
316130;2015;41;5;4;0;0;1;1;0;0
316130;2016;38;0;0;0;0;0;0;0;0
316130;2017;47;4;3;0;0;0;1;0;0
316130;2018;40;2;2;0;0;0;0;0;0
316130;2019;25;5;2;1;0;0;0;1;2
316130;2020;36;1;0;1;0;0;0;0;0
316140;2012;11;0;0;0;0;0;0;0;0
316140;2013;33;0;0;0;0;0;0;0;0
316140;2014;46;3;1;2;0;2;1;2;0
316140;2015;44;3;2;1;0;0;0;1;0
316140;2016;28;0;0;0;0;0;0;0;0
316140;2017;31;1;1;0;0;0;0;0;0
316140;2018;37;2;1;1;0;0;0;1;1
316140;2019;39;7;5;2;0;1;0;1;0
316140;2020;26;6;4;2;0;0;0;2;1
316150;2012;76;4;3;1;0;0;0;0;0
316150;2013;68;2;0;2;0;0;1;2;1
316150;2014;69;0;0;0;0;0;0;0;0
316150;2015;80;2;0;2;0;0;0;0;0
316150;2016;77;3;3;0;0;0;0;0;0
316150;2017;82;7;4;2;0;0;1;1;0
316150;2018;91;4;1;1;0;0;1;1;1
316150;2019;95;10;6;3;0;0;1;2;1
316150;2020;76;2;2;0;0;0;0;0;0
316160;2012;60;2;0;2;1;0;0;2;1
316160;2013;52;2;1;0;0;0;1;0;0
316160;2014;35;6;0;4;0;0;0;1;4
316160;2015;42;2;1;1;0;0;0;0;0
316160;2016;54;5;1;1;0;0;1;1;1
316160;2017;41;2;2;0;0;0;0;0;0
316160;2018;37;1;0;0;0;0;0;0;1
316160;2019;34;3;1;1;0;0;2;1;0
316160;2020;19;3;1;1;0;0;2;1;1
316165;2012;31;4;3;1;0;0;0;1;1
316165;2013;27;5;1;2;0;0;1;1;1
316165;2014;29;1;1;0;0;0;0;0;0
316165;2015;36;3;0;3;0;0;0;2;1
316165;2016;46;7;5;3;0;0;0;1;0
316165;2017;32;3;3;0;0;0;0;0;0
316165;2018;37;5;3;2;0;0;0;1;1
316165;2019;34;2;0;0;0;0;2;0;0
316165;2020;21;1;0;1;0;0;0;0;1
316170;2012;48;2;1;1;0;0;0;0;0
316170;2013;68;1;0;1;0;0;0;0;0
316170;2014;72;7;4;2;1;1;0;2;1
316170;2015;70;3;2;0;0;0;1;0;0
316170;2016;52;7;3;3;1;1;0;2;1
316170;2017;55;2;1;1;0;1;0;1;0
316170;2018;51;0;0;0;0;0;0;0;0
316170;2019;53;2;0;1;0;0;1;1;0
316170;2020;44;1;0;1;0;0;0;1;0
316180;2012;125;11;3;5;1;1;2;4;1
316180;2013;103;8;6;3;0;1;0;3;0
316180;2014;105;2;0;1;0;0;1;1;1
316180;2015;118;10;3;4;2;0;0;3;1
316180;2016;114;9;8;1;0;0;0;1;0
316180;2017;115;6;4;1;0;0;1;0;1
316180;2018;121;6;3;3;0;0;0;3;2
316180;2019;108;7;2;3;0;1;0;2;3
316180;2020;92;4;1;2;0;0;1;1;0
316190;2012;101;7;1;1;1;0;4;1;1
316190;2013;100;2;0;1;0;0;0;1;1
316190;2014;104;10;4;2;0;0;1;0;1
316190;2015;106;5;1;1;0;0;1;0;2
316190;2016;110;5;0;3;0;1;2;2;1
316190;2017;116;3;0;2;0;0;1;0;0
316190;2018;122;7;3;3;0;1;0;0;2
316190;2019;144;11;2;3;0;0;4;1;2
316190;2020;109;5;0;4;0;1;0;1;1
316200;2012;349;17;6;12;0;0;0;8;2
316200;2013;398;23;15;7;0;0;0;4;2
316200;2014;380;19;10;9;0;0;1;4;0
316200;2015;343;11;7;4;0;1;1;4;0
316200;2016;439;14;8;4;1;0;0;3;1
316200;2017;301;14;7;7;0;0;0;7;1
316200;2018;414;20;12;5;1;0;0;2;3
316200;2019;421;34;23;7;1;0;1;2;3
316200;2020;383;24;13;11;0;1;1;7;4
316210;2012;377;13;3;7;1;0;2;3;3
316210;2013;424;14;5;10;1;3;1;8;1
316210;2014;480;21;11;6;1;1;4;2;0
316210;2015;480;18;4;8;0;4;3;4;2
316210;2016;505;18;5;6;1;2;3;2;1
316210;2017;533;16;4;9;0;0;1;6;3
316210;2018;596;12;3;7;0;0;0;3;6
316210;2019;622;18;5;9;0;2;3;5;0
316210;2020;538;7;2;5;0;0;0;4;3
316220;2012;63;3;2;2;0;1;0;2;0
316220;2013;67;2;1;2;0;1;1;1;0
316220;2014;77;5;2;1;0;0;2;0;0
316220;2015;69;9;1;5;0;0;2;3;2
316220;2016;81;6;2;2;0;1;0;1;1
316220;2017;84;13;10;2;0;2;1;2;0
316220;2018;81;6;2;2;1;0;0;1;0
316220;2019;73;9;5;2;1;3;2;2;0
316220;2020;97;10;5;1;0;1;2;0;0
316225;2012;52;2;1;1;0;0;0;1;0
316225;2013;63;1;0;0;1;0;0;0;0
316225;2014;47;3;1;2;0;0;0;2;0
316225;2015;46;3;0;2;1;1;0;2;0
316225;2016;35;0;0;0;0;0;0;0;0
316225;2017;39;3;3;0;0;0;0;0;0
316225;2018;67;5;4;0;0;0;0;0;1
316225;2019;67;4;2;2;0;0;0;2;1
316225;2020;66;1;1;0;0;0;0;0;0
316230;2012;21;1;1;0;0;0;0;0;0
316230;2013;23;2;2;0;0;0;0;0;0
316230;2014;19;0;0;0;0;0;0;0;0
316230;2015;21;3;2;1;0;0;0;0;0
316230;2016;24;1;0;1;0;0;0;0;0
316230;2017;33;0;0;0;0;0;0;0;0
316230;2018;30;1;0;0;1;0;0;0;0
316230;2019;25;1;0;0;0;0;1;0;0
316230;2020;15;1;1;0;0;0;0;0;0
316240;2012;328;10;8;2;0;0;1;1;1
316240;2013;342;17;4;4;1;1;8;2;1
316240;2014;314;14;7;6;0;3;1;2;2
316240;2015;258;22;12;3;0;0;6;1;2
316240;2016;230;9;5;0;1;0;3;0;0
316240;2017;283;21;12;2;0;2;5;1;4
316240;2018;260;18;11;2;0;0;4;0;4
316240;2019;282;32;18;5;5;0;2;5;4
316240;2020;223;12;8;3;1;0;0;1;1
316245;2012;294;7;4;3;0;0;0;0;1
316245;2013;290;9;4;5;0;0;0;2;3
316245;2014;236;10;6;4;0;1;0;2;2
316245;2015;247;11;5;2;2;0;2;2;3
316245;2016;263;7;3;1;2;0;1;1;0
316245;2017;274;13;8;3;2;0;0;2;0
316245;2018;285;15;9;3;1;0;4;2;0
316245;2019;251;16;7;8;1;0;1;5;0
316245;2020;263;26;15;5;1;1;5;1;2
316250;2012;696;48;22;23;1;2;1;15;2
316250;2013;715;32;11;20;0;1;0;17;3
316250;2014;654;45;26;15;1;0;1;10;6
316250;2015;676;55;32;19;0;0;1;13;4
316250;2016;698;35;13;17;0;3;2;12;5
316250;2017;691;42;14;18;1;5;2;14;9
316250;2018;657;45;21;17;2;5;1;9;5
316250;2019;718;51;16;26;2;3;3;23;6
316250;2020;647;35;12;16;2;0;1;11;9
316255;2012;174;7;1;5;0;0;1;5;0
316255;2013;125;5;1;3;0;0;1;3;0
316255;2014;142;4;1;0;0;1;3;0;1
316255;2015;163;3;2;1;0;0;0;1;0
316255;2016;141;5;1;1;0;1;4;1;0
316255;2017;139;5;3;1;1;0;1;1;0
316255;2018;177;4;2;1;0;0;0;1;1
316255;2019;148;6;2;2;0;2;1;2;0
316255;2020;129;2;0;2;0;0;0;1;0
316257;2012;45;2;0;2;0;0;0;2;0
316257;2013;47;5;4;2;0;0;0;2;0
316257;2014;25;2;2;0;0;0;1;0;0
316257;2015;32;2;2;0;0;0;0;0;0
316257;2016;45;1;1;0;0;0;0;0;0
316257;2017;30;1;0;1;0;0;0;1;0
316257;2018;40;3;1;1;1;0;0;0;1
316257;2019;62;2;2;0;0;0;0;0;0
316257;2020;45;4;2;1;0;0;1;1;1
316260;2012;115;5;1;3;0;1;0;0;0
316260;2013;71;0;0;0;0;0;0;0;0
316260;2014;89;3;0;2;0;1;0;2;0
316260;2015;109;11;2;5;1;1;2;4;4
316260;2016;84;8;2;5;0;0;0;3;4
316260;2017;101;12;7;2;1;1;2;0;0
316260;2018;87;1;1;0;0;0;0;0;0
316260;2019;91;4;1;1;1;0;0;0;1
316260;2020;69;3;0;1;0;0;0;0;2
316265;2012;42;4;0;3;0;0;0;3;1
316265;2013;53;2;1;1;0;0;0;1;0
316265;2014;53;4;3;1;0;0;0;1;0
316265;2015;50;5;3;0;0;0;1;0;1
316265;2016;44;4;4;1;0;0;0;1;0
316265;2017;41;4;4;0;0;0;0;0;0
316265;2018;59;10;7;1;0;0;1;0;1
316265;2019;43;1;1;0;0;0;0;0;0
316265;2020;26;2;0;2;0;1;0;2;0
316270;2012;249;3;3;0;0;0;1;0;0
316270;2013;267;8;6;2;0;0;0;2;0
316270;2014;265;13;7;2;2;1;2;2;0
316270;2015;269;9;4;3;2;0;1;3;1
316270;2016;259;10;7;3;0;1;2;3;0
316270;2017;256;10;4;7;0;0;0;2;2
316270;2018;286;11;6;2;1;3;3;1;3
316270;2019;268;12;6;4;0;3;0;3;5
316270;2020;232;6;3;1;0;1;1;1;1
316280;2012;246;13;5;5;1;1;1;2;1
316280;2013;202;9;5;2;0;0;2;1;0
