CODMUNRES,ANO,TOTAL_DE_NASCIDOS_VIVOS,NASCIDOS_VIVOS_COM_BAIXO_PESO,NASCIDOS_VIVOS_PREMATUROS,NASCIDOS_VIVOS_TERMO_PRECOCE
210745,2015,196.0,11.0,17.0,38.0
210745,2016,177.0,20.0,27.0,39.0
210745,2017,207.0,20.0,34.0,41.0
210745,2018,255.0,22.0,30.0,45.0
210745,2019,223.0,17.0,24.0,52.0
210745,2020,180.0,14.0,19.0,45.0
210750,2012,1549.0,135.0,168.0,311.0
210750,2013,1587.0,137.0,183.0,375.0
210750,2014,1682.0,144.0,218.0,384.0
210750,2015,1775.0,139.0,221.0,425.0
210750,2016,1710.0,153.0,202.0,449.0
210750,2017,1722.0,152.0,211.0,434.0
210750,2018,1775.0,166.0,208.0,487.0
210750,2019,1841.0,164.0,212.0,530.0
210750,2020,1797.0,171.0,235.0,493.0
210760,2012,262.0,28.0,31.0,52.0
210760,2013,280.0,23.0,40.0,41.0
210760,2014,288.0,16.0,37.0,46.0
210760,2015,309.0,33.0,33.0,25.0
210760,2016,311.0,29.0,52.0,14.0
210760,2017,316.0,22.0,222.0,16.0
210760,2018,306.0,23.0,223.0,23.0
210760,2019,310.0,17.0,192.0,33.0
210760,2020,245.0,16.0,68.0,41.0
210770,2012,284.0,17.0,21.0,66.0
210770,2013,379.0,24.0,38.0,77.0
210770,2014,350.0,29.0,36.0,84.0
210770,2015,344.0,23.0,28.0,77.0
210770,2016,341.0,18.0,38.0,72.0
210770,2017,327.0,26.0,40.0,80.0
210770,2018,333.0,19.0,33.0,65.0
210770,2019,314.0,12.0,19.0,60.0
210770,2020,276.0,15.0,28.0,46.0
210780,2012,584.0,45.0,46.0,103.0
210780,2013,537.0,27.0,58.0,112.0
210780,2014,493.0,48.0,56.0,105.0
210780,2015,486.0,34.0,53.0,104.0
210780,2016,484.0,49.0,51.0,116.0
210780,2017,518.0,42.0,48.0,107.0
210780,2018,481.0,28.0,53.0,89.0
210780,2019,432.0,30.0,52.0,102.0
210780,2020,447.0,30.0,44.0,92.0
210790,2012,340.0,18.0,10.0,46.0
210790,2013,338.0,28.0,9.0,43.0
210790,2014,353.0,18.0,9.0,26.0
210790,2015,354.0,23.0,10.0,51.0
210790,2016,341.0,21.0,14.0,52.0
210790,2017,368.0,23.0,20.0,64.0
210790,2018,381.0,12.0,15.0,57.0
210790,2019,303.0,20.0,19.0,37.0
210790,2020,299.0,15.0,14.0,61.0
210800,2012,325.0,22.0,26.0,57.0
210800,2013,319.0,34.0,48.0,54.0
210800,2014,329.0,29.0,33.0,67.0
210800,2015,305.0,22.0,31.0,56.0
210800,2016,318.0,32.0,27.0,82.0
210800,2017,324.0,36.0,41.0,69.0
210800,2018,353.0,15.0,38.0,84.0
210800,2019,302.0,22.0,28.0,75.0
210800,2020,277.0,20.0,27.0,59.0
210805,2012,340.0,14.0,28.0,66.0
210805,2013,306.0,14.0,19.0,60.0
210805,2014,292.0,20.0,33.0,45.0
210805,2015,298.0,17.0,29.0,72.0
210805,2016,312.0,19.0,30.0,59.0
210805,2017,346.0,21.0,35.0,54.0
210805,2018,355.0,22.0,36.0,60.0
210805,2019,380.0,21.0,38.0,72.0
210805,2020,331.0,21.0,27.0,62.0
210810,2012,380.0,17.0,36.0,67.0
210810,2013,393.0,29.0,35.0,69.0
210810,2014,418.0,30.0,37.0,63.0
210810,2015,383.0,22.0,33.0,77.0
210810,2016,377.0,16.0,24.0,75.0
210810,2017,306.0,20.0,23.0,57.0
210810,2018,384.0,26.0,37.0,75.0
210810,2019,366.0,25.0,17.0,69.0
210810,2020,369.0,26.0,31.0,71.0
210820,2012,680.0,34.0,74.0,187.0
210820,2013,671.0,39.0,83.0,196.0
210820,2014,693.0,48.0,79.0,192.0
210820,2015,618.0,35.0,61.0,185.0
210820,2016,564.0,33.0,66.0,165.0
210820,2017,534.0,33.0,49.0,145.0
210820,2018,573.0,38.0,70.0,166.0
210820,2019,591.0,32.0,56.0,203.0
210820,2020,523.0,37.0,62.0,183.0
210825,2012,372.0,32.0,40.0,37.0
210825,2013,291.0,9.0,40.0,22.0
210825,2014,287.0,22.0,42.0,28.0
210825,2015,237.0,16.0,34.0,27.0
210825,2016,210.0,26.0,22.0,30.0
210825,2017,339.0,29.0,44.0,60.0
210825,2018,383.0,33.0,44.0,54.0
210825,2019,415.0,24.0,60.0,66.0
210825,2020,360.0,30.0,54.0,69.0
210830,2012,637.0,62.0,85.0,110.0
210830,2013,651.0,51.0,103.0,142.0
210830,2014,651.0,55.0,81.0,110.0
210830,2015,703.0,65.0,103.0,105.0
210830,2016,682.0,54.0,108.0,121.0
210830,2017,711.0,63.0,114.0,105.0
210830,2018,669.0,41.0,88.0,151.0
210830,2019,641.0,54.0,66.0,125.0
210830,2020,634.0,58.0,86.0,131.0
210840,2012,144.0,9.0,19.0,27.0
210840,2013,140.0,10.0,14.0,26.0
210840,2014,135.0,12.0,23.0,23.0
210840,2015,141.0,9.0,16.0,35.0
210840,2016,131.0,10.0,22.0,29.0
210840,2017,123.0,11.0,26.0,21.0
210840,2018,98.0,11.0,23.0,20.0
210840,2019,133.0,11.0,32.0,21.0
210840,2020,133.0,12.0,26.0,19.0
210845,2012,373.0,18.0,44.0,60.0
210845,2013,393.0,29.0,53.0,77.0
210845,2014,443.0,29.0,45.0,87.0
210845,2015,369.0,36.0,42.0,82.0
210845,2016,369.0,36.0,39.0,94.0
210845,2017,379.0,29.0,37.0,96.0
210845,2018,379.0,35.0,44.0,84.0
210845,2019,339.0,32.0,43.0,95.0
210845,2020,334.0,28.0,39.0,102.0
210850,2012,578.0,27.0,42.0,114.0
210850,2013,520.0,36.0,68.0,118.0
210850,2014,605.0,38.0,70.0,128.0
210850,2015,544.0,28.0,59.0,124.0
210850,2016,568.0,44.0,70.0,149.0
210850,2017,533.0,42.0,44.0,115.0
210850,2018,490.0,27.0,31.0,67.0
210850,2019,530.0,39.0,53.0,121.0
210850,2020,462.0,24.0,64.0,112.0
210860,2012,1430.0,108.0,211.0,295.0
210860,2013,1388.0,97.0,197.0,230.0
210860,2014,1442.0,98.0,185.0,267.0
210860,2015,1498.0,97.0,151.0,278.0
210860,2016,1461.0,100.0,171.0,285.0
210860,2017,1619.0,122.0,189.0,325.0
210860,2018,1637.0,147.0,213.0,383.0
210860,2019,1531.0,130.0,184.0,313.0
210860,2020,1411.0,99.0,152.0,344.0
210870,2012,467.0,43.0,57.0,103.0
210870,2013,505.0,33.0,68.0,124.0
210870,2014,504.0,33.0,69.0,128.0
210870,2015,489.0,26.0,40.0,134.0
210870,2016,425.0,24.0,29.0,135.0
210870,2017,391.0,25.0,33.0,93.0
210870,2018,419.0,18.0,41.0,114.0
210870,2019,426.0,27.0,35.0,115.0
210870,2020,378.0,27.0,39.0,130.0
210880,2012,309.0,29.0,48.0,51.0
210880,2013,305.0,26.0,31.0,61.0
210880,2014,269.0,15.0,29.0,55.0
210880,2015,331.0,15.0,26.0,59.0
210880,2016,280.0,21.0,34.0,60.0
210880,2017,268.0,19.0,43.0,60.0
210880,2018,290.0,10.0,28.0,57.0
210880,2019,282.0,23.0,28.0,64.0
210880,2020,249.0,14.0,31.0,53.0
210890,2012,259.0,15.0,31.0,61.0
210890,2013,258.0,18.0,31.0,58.0
210890,2014,269.0,23.0,28.0,71.0
210890,2015,273.0,7.0,23.0,63.0
210890,2016,236.0,9.0,30.0,42.0
210890,2017,258.0,14.0,19.0,59.0
210890,2018,210.0,12.0,22.0,53.0
210890,2019,243.0,11.0,20.0,60.0
210890,2020,235.0,16.0,22.0,72.0
210900,2012,441.0,33.0,54.0,127.0
210900,2013,442.0,33.0,40.0,120.0
210900,2014,431.0,32.0,33.0,114.0
210900,2015,418.0,28.0,30.0,123.0
210900,2016,420.0,25.0,41.0,139.0
210900,2017,430.0,28.0,42.0,108.0
210900,2018,475.0,31.0,52.0,126.0
210900,2019,426.0,32.0,42.0,105.0
210900,2020,428.0,35.0,41.0,113.0
210905,2012,65.0,1.0,2.0,6.0
210905,2013,85.0,7.0,12.0,11.0
210905,2014,73.0,3.0,7.0,12.0
210905,2015,65.0,7.0,6.0,19.0
210905,2016,78.0,8.0,8.0,18.0
210905,2017,66.0,5.0,9.0,12.0
210905,2018,76.0,11.0,9.0,9.0
210905,2019,80.0,7.0,4.0,19.0
210905,2020,64.0,0.0,6.0,7.0
210910,2012,717.0,40.0,38.0,86.0
210910,2013,802.0,44.0,77.0,196.0
210910,2014,861.0,47.0,91.0,226.0
210910,2015,872.0,41.0,76.0,244.0
210910,2016,794.0,40.0,76.0,200.0
210910,2017,883.0,49.0,72.0,205.0
210910,2018,834.0,36.0,50.0,212.0
210910,2019,823.0,47.0,71.0,210.0
210910,2020,760.0,29.0,59.0,210.0
210920,2012,197.0,13.0,27.0,41.0
210920,2013,194.0,10.0,41.0,33.0
210920,2014,185.0,12.0,29.0,43.0
210920,2015,199.0,18.0,25.0,48.0
210920,2016,207.0,23.0,35.0,38.0
210920,2017,208.0,17.0,28.0,37.0
210920,2018,256.0,23.0,30.0,63.0
210920,2019,195.0,19.0,33.0,38.0
210920,2020,194.0,7.0,21.0,41.0
210923,2012,119.0,4.0,11.0,24.0
210923,2013,92.0,3.0,18.0,15.0
210923,2014,118.0,7.0,16.0,25.0
210923,2015,117.0,4.0,11.0,26.0
210923,2016,100.0,3.0,6.0,23.0
210923,2017,88.0,6.0,11.0,14.0
210923,2018,98.0,11.0,11.0,21.0
210923,2019,102.0,0.0,8.0,18.0
210923,2020,78.0,9.0,8.0,16.0
210927,2012,321.0,19.0,47.0,63.0
210927,2013,327.0,25.0,51.0,58.0
210927,2014,374.0,19.0,49.0,69.0
210927,2015,377.0,17.0,37.0,75.0
210927,2016,395.0,32.0,50.0,77.0
210927,2017,393.0,25.0,55.0,71.0
210927,2018,383.0,29.0,47.0,82.0
210927,2019,354.0,22.0,40.0,82.0
210927,2020,353.0,23.0,42.0,67.0
210930,2012,193.0,18.0,26.0,36.0
210930,2013,178.0,18.0,18.0,32.0
210930,2014,213.0,8.0,21.0,45.0
210930,2015,231.0,21.0,34.0,45.0
210930,2016,210.0,11.0,30.0,58.0
210930,2017,216.0,22.0,25.0,39.0
210930,2018,211.0,21.0,27.0,42.0
210930,2019,241.0,26.0,36.0,52.0
210930,2020,207.0,13.0,33.0,50.0
210940,2012,202.0,10.0,21.0,39.0
210940,2013,180.0,19.0,21.0,25.0
210940,2014,186.0,8.0,5.0,18.0
210940,2015,175.0,15.0,6.0,28.0
210940,2016,196.0,14.0,7.0,48.0
210940,2017,177.0,18.0,18.0,24.0
210940,2018,213.0,11.0,24.0,40.0
210940,2019,197.0,23.0,18.0,46.0
210940,2020,206.0,13.0,21.0,55.0
210945,2012,490.0,39.0,67.0,94.0
210945,2013,470.0,32.0,45.0,117.0
210945,2014,565.0,41.0,70.0,117.0
210945,2015,438.0,34.0,71.0,111.0
210945,2016,478.0,33.0,76.0,114.0
210945,2017,502.0,52.0,76.0,117.0
210945,2018,492.0,38.0,51.0,127.0
210945,2019,487.0,36.0,53.0,127.0
210945,2020,467.0,41.0,62.0,112.0
210950,2012,336.0,23.0,43.0,68.0
210950,2013,322.0,20.0,37.0,58.0
210950,2014,359.0,28.0,52.0,83.0
210950,2015,356.0,13.0,41.0,78.0
210950,2016,381.0,26.0,47.0,97.0
210950,2017,364.0,18.0,38.0,98.0
210950,2018,382.0,13.0,38.0,94.0
210950,2019,364.0,18.0,29.0,97.0
210950,2020,348.0,23.0,38.0,90.0
210955,2012,143.0,9.0,19.0,31.0
210955,2013,138.0,13.0,13.0,27.0
210955,2014,140.0,7.0,18.0,35.0
210955,2015,146.0,20.0,27.0,35.0
210955,2016,134.0,8.0,23.0,30.0
210955,2017,117.0,6.0,14.0,26.0
210955,2018,123.0,12.0,16.0,29.0
210955,2019,124.0,6.0,12.0,26.0
210955,2020,101.0,14.0,8.0,12.0
210960,2012,653.0,49.0,85.0,121.0
210960,2013,582.0,45.0,89.0,110.0
210960,2014,621.0,45.0,95.0,117.0
210960,2015,631.0,53.0,94.0,145.0
210960,2016,634.0,43.0,96.0,162.0
210960,2017,572.0,55.0,92.0,118.0
210960,2018,631.0,67.0,77.0,141.0
210960,2019,635.0,76.0,85.0,137.0
210960,2020,580.0,58.0,94.0,133.0
210970,2012,29.0,2.0,3.0,3.0
210970,2013,66.0,5.0,11.0,13.0
210970,2014,62.0,3.0,5.0,12.0
210970,2015,67.0,1.0,4.0,14.0
210970,2016,66.0,7.0,14.0,14.0
210970,2017,61.0,1.0,2.0,11.0
210970,2018,81.0,6.0,8.0,15.0
210970,2019,78.0,9.0,12.0,14.0
210970,2020,74.0,4.0,8.0,32.0
210975,2012,95.0,5.0,5.0,19.0
210975,2013,105.0,2.0,15.0,15.0
210975,2014,64.0,6.0,10.0,8.0
210975,2015,61.0,6.0,6.0,17.0
210975,2016,55.0,2.0,3.0,19.0
210975,2017,88.0,5.0,6.0,18.0
210975,2018,90.0,8.0,13.0,16.0
210975,2019,80.0,7.0,8.0,25.0
210975,2020,81.0,4.0,4.0,24.0
210980,2012,606.0,42.0,89.0,133.0
210980,2013,601.0,37.0,80.0,100.0
210980,2014,623.0,51.0,72.0,104.0
210980,2015,520.0,37.0,62.0,93.0
210980,2016,520.0,40.0,51.0,103.0
210980,2017,545.0,35.0,68.0,114.0
210980,2018,583.0,40.0,67.0,111.0
210980,2019,550.0,39.0,42.0,130.0
210980,2020,459.0,25.0,27.0,110.0
210990,2012,1606.0,92.0,108.0,334.0
210990,2013,1593.0,88.0,140.0,336.0
210990,2014,1541.0,91.0,154.0,411.0
210990,2015,1587.0,82.0,123.0,405.0
210990,2016,1519.0,111.0,152.0,335.0
210990,2017,1599.0,100.0,117.0,311.0
210990,2018,1690.0,102.0,100.0,318.0
210990,2019,1590.0,93.0,135.0,381.0
210990,2020,1501.0,96.0,162.0,431.0
211000,2012,1326.0,81.0,106.0,226.0
211000,2013,1290.0,95.0,104.0,279.0
211000,2014,1317.0,86.0,97.0,334.0
211000,2015,1280.0,84.0,52.0,282.0
211000,2016,1156.0,64.0,39.0,204.0
211000,2017,1153.0,73.0,32.0,168.0
211000,2018,1156.0,73.0,52.0,200.0
211000,2019,1202.0,90.0,49.0,259.0
211000,2020,1084.0,70.0,91.0,235.0
211003,2012,429.0,24.0,46.0,90.0
211003,2013,386.0,21.0,63.0,85.0
211003,2014,401.0,16.0,37.0,85.0
211003,2015,447.0,19.0,42.0,95.0
211003,2016,381.0,15.0,38.0,81.0
211003,2017,376.0,22.0,53.0,76.0
211003,2018,351.0,14.0,42.0,74.0
211003,2019,329.0,21.0,34.0,68.0
211003,2020,362.0,29.0,33.0,72.0
211010,2012,469.0,20.0,41.0,98.0
211010,2013,474.0,26.0,45.0,94.0
211010,2014,503.0,33.0,66.0,102.0
211010,2015,489.0,35.0,42.0,119.0
211010,2016,428.0,33.0,45.0,96.0
211010,2017,510.0,39.0,79.0,117.0
211010,2018,529.0,29.0,57.0,143.0
211010,2019,429.0,27.0,55.0,97.0
211010,2020,415.0,35.0,43.0,99.0
211020,2012,602.0,51.0,74.0,135.0
211020,2013,681.0,48.0,85.0,156.0
211020,2014,660.0,41.0,75.0,152.0
211020,2015,625.0,45.0,72.0,135.0
211020,2016,541.0,34.0,45.0,119.0
211020,2017,585.0,48.0,55.0,152.0
211020,2018,613.0,49.0,65.0,148.0
211020,2019,549.0,40.0,36.0,160.0
211020,2020,551.0,45.0,54.0,156.0
211023,2012,123.0,8.0,11.0,23.0
211023,2013,132.0,5.0,6.0,31.0
211023,2014,145.0,10.0,7.0,32.0
211023,2015,133.0,6.0,14.0,26.0
211023,2016,119.0,4.0,10.0,34.0
211023,2017,107.0,5.0,11.0,19.0
211023,2018,130.0,9.0,18.0,21.0
211023,2019,133.0,8.0,9.0,36.0
211023,2020,111.0,5.0,16.0,28.0
211027,2012,132.0,9.0,23.0,21.0
211027,2013,142.0,7.0,17.0,36.0
211027,2014,160.0,13.0,22.0,31.0
211027,2015,159.0,10.0,21.0,38.0
211027,2016,175.0,16.0,26.0,40.0
211027,2017,193.0,17.0,19.0,27.0
211027,2018,215.0,20.0,26.0,38.0
211027,2019,188.0,18.0,18.0,40.0
211027,2020,200.0,14.0,35.0,51.0
211030,2012,239.0,11.0,8.0,12.0
211030,2013,245.0,18.0,10.0,20.0
211030,2014,247.0,13.0,16.0,10.0
211030,2015,245.0,15.0,10.0,21.0
211030,2016,260.0,23.0,16.0,35.0
211030,2017,235.0,20.0,27.0,42.0
211030,2018,263.0,14.0,22.0,61.0
211030,2019,258.0,18.0,30.0,65.0
211030,2020,241.0,19.0,35.0,70.0
211040,2012,383.0,23.0,42.0,70.0
211040,2013,426.0,20.0,44.0,70.0
211040,2014,407.0,19.0,33.0,89.0
211040,2015,387.0,24.0,17.0,92.0
211040,2016,345.0,21.0,22.0,77.0
211040,2017,373.0,33.0,38.0,44.0
211040,2018,361.0,30.0,24.0,87.0
211040,2019,378.0,30.0,31.0,86.0
211040,2020,379.0,27.0,42.0,98.0
211050,2012,423.0,29.0,52.0,98.0
211050,2013,521.0,26.0,75.0,109.0
211050,2014,545.0,27.0,87.0,105.0
211050,2015,516.0,24.0,57.0,103.0
211050,2016,473.0,25.0,63.0,121.0
211050,2017,565.0,40.0,71.0,119.0
211050,2018,560.0,35.0,73.0,131.0
211050,2019,505.0,33.0,69.0,104.0
211050,2020,474.0,31.0,56.0,106.0
211060,2012,499.0,26.0,50.0,119.0
211060,2013,471.0,25.0,40.0,88.0
211060,2014,479.0,32.0,48.0,99.0
211060,2015,465.0,25.0,44.0,100.0
211060,2016,428.0,28.0,44.0,119.0
211060,2017,445.0,28.0,55.0,104.0
211060,2018,437.0,25.0,60.0,97.0
211060,2019,424.0,30.0,44.0,109.0
211060,2020,384.0,28.0,49.0,83.0
211065,2012,92.0,7.0,7.0,15.0
211065,2013,96.0,3.0,7.0,12.0
211065,2014,147.0,7.0,19.0,18.0
211065,2015,133.0,4.0,14.0,30.0
211065,2016,129.0,10.0,9.0,9.0
211065,2017,134.0,8.0,10.0,12.0
211065,2018,113.0,4.0,9.0,20.0
211065,2019,77.0,6.0,4.0,9.0
211065,2020,67.0,3.0,4.0,14.0
211070,2012,593.0,33.0,71.0,131.0
211070,2013,642.0,40.0,72.0,125.0
211070,2014,696.0,41.0,65.0,129.0
211070,2015,609.0,39.0,63.0,138.0
211070,2016,583.0,25.0,60.0,157.0
211070,2017,641.0,41.0,71.0,170.0
211070,2018,570.0,20.0,63.0,156.0
211070,2019,649.0,31.0,59.0,185.0
211070,2020,592.0,37.0,44.0,159.0
211080,2012,47.0,2.0,4.0,6.0
211080,2013,47.0,4.0,5.0,4.0
211080,2014,54.0,4.0,7.0,11.0
211080,2015,48.0,4.0,3.0,12.0
211080,2016,39.0,4.0,8.0,6.0
211080,2017,44.0,7.0,9.0,9.0
211080,2018,69.0,3.0,7.0,14.0
211080,2019,52.0,4.0,6.0,15.0
211080,2020,66.0,3.0,5.0,21.0
211085,2012,119.0,13.0,21.0,25.0
211085,2013,133.0,4.0,15.0,29.0
211085,2014,124.0,6.0,16.0,31.0
211085,2015,139.0,16.0,18.0,28.0
211085,2016,152.0,6.0,20.0,36.0
211085,2017,137.0,5.0,13.0,26.0
211085,2018,114.0,5.0,12.0,23.0
211085,2019,99.0,5.0,11.0,24.0
211085,2020,105.0,7.0,10.0,15.0
211090,2012,163.0,12.0,17.0,40.0
211090,2013,129.0,9.0,17.0,26.0
211090,2014,140.0,16.0,16.0,35.0
211090,2015,152.0,11.0,17.0,24.0
211090,2016,147.0,12.0,14.0,40.0
211090,2017,165.0,19.0,26.0,30.0
211090,2018,150.0,13.0,9.0,30.0
211090,2019,160.0,7.0,12.0,32.0
211090,2020,133.0,11.0,15.0,22.0
211100,2012,259.0,15.0,58.0,10.0
211100,2013,304.0,25.0,32.0,64.0
211100,2014,273.0,22.0,33.0,75.0
211100,2015,269.0,27.0,47.0,61.0
211100,2016,267.0,24.0,38.0,51.0
211100,2017,241.0,15.0,35.0,48.0
211100,2018,271.0,22.0,39.0,59.0
211100,2019,267.0,15.0,29.0,61.0
211100,2020,229.0,18.0,39.0,41.0
211102,2012,131.0,7.0,13.0,20.0
211102,2013,235.0,9.0,31.0,44.0
211102,2014,215.0,11.0,24.0,41.0
211102,2015,222.0,9.0,23.0,42.0
211102,2016,228.0,14.0,25.0,40.0
211102,2017,245.0,10.0,31.0,40.0
211102,2018,263.0,22.0,31.0,49.0
211102,2019,247.0,9.0,27.0,53.0
211102,2020,247.0,20.0,32.0,55.0
211105,2012,168.0,11.0,21.0,41.0
211105,2013,190.0,11.0,13.0,39.0
211105,2014,139.0,7.0,18.0,25.0
211105,2015,160.0,5.0,16.0,37.0
211105,2016,161.0,6.0,13.0,39.0
211105,2017,149.0,12.0,10.0,44.0
211105,2018,145.0,11.0,20.0,33.0
211105,2019,161.0,10.0,15.0,34.0
211105,2020,147.0,12.0,17.0,34.0
211107,2012,273.0,21.0,7.0,5.0
211107,2013,283.0,25.0,4.0,19.0
211107,2014,321.0,22.0,34.0,52.0
211107,2015,282.0,20.0,32.0,62.0
211107,2016,294.0,23.0,43.0,68.0
211107,2017,252.0,36.0,54.0,42.0
211107,2018,308.0,23.0,45.0,83.0
211107,2019,273.0,34.0,51.0,58.0
211107,2020,223.0,16.0,27.0,72.0
211110,2012,404.0,29.0,49.0,84.0
211110,2013,399.0,33.0,32.0,119.0
211110,2014,437.0,31.0,41.0,87.0
211110,2015,418.0,35.0,35.0,109.0
211110,2016,390.0,28.0,38.0,91.0
211110,2017,413.0,25.0,29.0,103.0
211110,2018,396.0,22.0,33.0,91.0
211110,2019,371.0,25.0,30.0,76.0
211110,2020,372.0,31.0,43.0,92.0
211120,2012,2757.0,185.0,274.0,560.0
211120,2013,3103.0,261.0,378.0,698.0
211120,2014,3388.0,254.0,383.0,754.0
211120,2015,3298.0,280.0,429.0,844.0
211120,2016,3229.0,246.0,393.0,811.0
211120,2017,3236.0,236.0,328.0,814.0
211120,2018,3791.0,354.0,446.0,1018.0
211120,2019,3753.0,357.0,404.0,1030.0
211120,2020,3556.0,347.0,420.0,935.0
211125,2012,119.0,2.0,7.0,23.0
211125,2013,99.0,5.0,9.0,20.0
211125,2014,129.0,6.0,11.0,28.0
211125,2015,82.0,6.0,6.0,19.0
211125,2016,93.0,6.0,13.0,24.0
211125,2017,90.0,4.0,9.0,25.0
211125,2018,98.0,5.0,8.0,24.0
211125,2019,104.0,8.0,15.0,23.0
211125,2020,97.0,10.0,17.0,25.0
211130,2012,18059.0,1709.0,2154.0,4177.0
211130,2013,17204.0,1635.0,2138.0,4517.0
211130,2014,16536.0,1422.0,1993.0,4391.0
211130,2015,16998.0,1564.0,2182.0,4719.0
211130,2016,15930.0,1435.0,2070.0,4726.0
211130,2017,15549.0,1423.0,1806.0,4334.0
211130,2018,15959.0,1428.0,1840.0,4641.0
211130,2019,15685.0,1448.0,1873.0,4507.0
211130,2020,14287.0,1317.0,1804.0,4100.0
211140,2012,420.0,31.0,41.0,82.0
211140,2013,348.0,31.0,40.0,74.0
211140,2014,313.0,22.0,33.0,81.0
211140,2015,334.0,24.0,39.0,83.0
211140,2016,301.0,27.0,38.0,97.0
211140,2017,322.0,21.0,35.0,103.0
211140,2018,305.0,24.0,45.0,72.0
211140,2019,290.0,22.0,29.0,76.0
211140,2020,292.0,30.0,30.0,97.0
211150,2012,730.0,54.0,75.0,158.0
211150,2013,685.0,70.0,88.0,143.0
211150,2014,702.0,53.0,91.0,145.0
211150,2015,680.0,39.0,77.0,117.0
211150,2016,673.0,73.0,99.0,136.0
211150,2017,691.0,63.0,105.0,140.0
211150,2018,692.0,37.0,90.0,188.0
211150,2019,633.0,59.0,93.0,175.0
211150,2020,587.0,39.0,80.0,178.0
211153,2012,171.0,16.0,36.0,39.0
211153,2013,165.0,13.0,19.0,42.0
211153,2014,167.0,20.0,27.0,32.0
211153,2015,172.0,9.0,17.0,32.0
211153,2016,168.0,12.0,33.0,34.0
211153,2017,143.0,5.0,13.0,36.0
211153,2018,189.0,9.0,24.0,50.0
211153,2019,164.0,7.0,17.0,35.0
211153,2020,142.0,12.0,9.0,32.0
211157,2012,62.0,9.0,3.0,10.0
211157,2013,68.0,2.0,1.0,3.0
211157,2014,52.0,2.0,4.0,5.0
211157,2015,72.0,3.0,5.0,6.0
211157,2016,88.0,4.0,8.0,25.0
211157,2017,84.0,3.0,11.0,20.0
211157,2018,93.0,7.0,12.0,25.0
211157,2019,78.0,1.0,7.0,21.0
211157,2020,117.0,9.0,8.0,32.0
211160,2012,305.0,14.0,28.0,47.0
211160,2013,342.0,27.0,40.0,63.0
211160,2014,352.0,24.0,32.0,83.0
211160,2015,319.0,24.0,42.0,77.0
211160,2016,337.0,28.0,36.0,81.0
211160,2017,320.0,26.0,44.0,81.0
211160,2018,320.0,22.0,42.0,83.0
211160,2019,312.0,23.0,41.0,80.0
211160,2020,324.0,22.0,52.0,106.0
211163,2012,81.0,3.0,10.0,14.0
211163,2013,69.0,0.0,6.0,12.0
211163,2014,104.0,5.0,8.0,19.0
211163,2015,78.0,3.0,8.0,18.0
211163,2016,76.0,6.0,8.0,22.0
211163,2017,63.0,3.0,6.0,17.0
211163,2018,96.0,4.0,11.0,16.0
211163,2019,88.0,1.0,6.0,25.0
211163,2020,91.0,4.0,7.0,25.0
211167,2012,85.0,2.0,7.0,17.0
211167,2013,89.0,4.0,9.0,20.0
211167,2014,86.0,3.0,2.0,20.0
211167,2015,88.0,4.0,8.0,19.0
211167,2016,57.0,3.0,10.0,16.0
211167,2017,77.0,7.0,8.0,19.0
211167,2018,75.0,3.0,5.0,18.0
211167,2019,90.0,3.0,2.0,31.0
211167,2020,88.0,5.0,7.0,27.0
211170,2012,306.0,18.0,27.0,46.0
211170,2013,326.0,30.0,37.0,48.0
211170,2014,309.0,28.0,42.0,58.0
211170,2015,319.0,18.0,36.0,42.0
211170,2016,252.0,28.0,28.0,41.0
211170,2017,277.0,25.0,38.0,57.0
211170,2018,299.0,27.0,44.0,64.0
211170,2019,268.0,19.0,24.0,51.0
211170,2020,255.0,18.0,19.0,29.0
211172,2012,143.0,12.0,13.0,40.0
211172,2013,110.0,5.0,8.0,29.0
211172,2014,129.0,11.0,12.0,34.0
211172,2015,109.0,5.0,7.0,26.0
211172,2016,115.0,4.0,3.0,34.0
211172,2017,104.0,9.0,10.0,31.0
211172,2018,96.0,6.0,6.0,25.0
211172,2019,79.0,7.0,9.0,22.0
211172,2020,77.0,12.0,7.0,20.0
211174,2012,190.0,13.0,21.0,27.0
211174,2013,172.0,5.0,20.0,21.0
211174,2014,184.0,15.0,18.0,40.0
211174,2015,186.0,11.0,13.0,44.0
211174,2016,177.0,14.0,24.0,39.0
211174,2017,206.0,11.0,18.0,45.0
211174,2018,179.0,10.0,14.0,48.0
211174,2019,170.0,14.0,18.0,40.0
211174,2020,153.0,9.0,23.0,32.0
211176,2012,345.0,27.0,49.0,86.0
211176,2013,326.0,22.0,39.0,72.0
211176,2014,322.0,21.0,37.0,99.0
211176,2015,315.0,19.0,42.0,86.0
211176,2016,287.0,24.0,42.0,68.0
211176,2017,264.0,19.0,34.0,61.0
211176,2018,280.0,20.0,45.0,70.0
211176,2019,272.0,26.0,25.0,73.0
211176,2020,255.0,21.0,20.0,16.0
211178,2012,175.0,11.0,10.0,8.0
211178,2013,152.0,17.0,8.0,13.0
211178,2014,150.0,11.0,16.0,43.0
211178,2015,177.0,17.0,25.0,32.0
211178,2016,140.0,5.0,22.0,16.0
211178,2017,178.0,17.0,25.0,27.0
211178,2018,161.0,22.0,26.0,26.0
211178,2019,171.0,10.0,25.0,31.0
211178,2020,158.0,12.0,22.0,34.0
